Date,MCK
1998-01-07,51.5
1998-01-08,52.0625
1998-01-09,50.625
1998-01-12,49.9375
1998-01-13,50.6875
1998-01-14,52.0625
1998-01-15,52.8125
1998-01-16,51.75
1998-01-20,51.25
1998-01-21,51.25
1998-01-22,52.0625
1998-01-23,50.375
1998-01-26,50.3125
1998-01-27,49.625
1998-01-28,50.375
1998-01-29,49.1875
1998-01-30,47.875
1998-02-02,51.75
1998-02-03,51.625
1998-02-04,50.4375
1998-02-05,51.6875
1998-02-06,53.0
1998-02-09,53.3125
1998-02-10,53.5625
1998-02-11,54.3125
1998-02-12,55.3125
1998-02-13,55.625
1998-02-17,55.25
1998-02-18,55.4375
1998-02-19,56.6875
1998-02-20,54.75
1998-02-23,55.9375
1998-02-24,53.1875
1998-02-25,53.25
1998-02-26,52.0
1998-02-27,52.125
1998-03-02,52.0
1998-03-03,53.25
1998-03-04,54.0
1998-03-05,54.9375
1998-03-06,55.75
1998-03-09,55.9375
1998-03-10,58.3125
1998-03-11,58.375
1998-03-12,59.75
1998-03-13,61.625
1998-03-16,60.875
1998-03-17,59.0625
1998-03-18,59.25
1998-03-19,59.5625
1998-03-20,59.625
1998-03-23,59.625
1998-03-24,59.3125
1998-03-25,59.0625
1998-03-26,58.5
1998-03-27,57.75
1998-03-30,57.0625
1998-03-31,57.75
1998-04-01,63.0
1998-04-02,63.0
1998-04-03,62.5
1998-04-06,61.9375
1998-04-07,63.0
1998-04-08,61.6875
1998-04-09,61.25
1998-04-13,60.625
1998-04-14,57.75
1998-04-15,59.4375
1998-04-16,59.875
1998-04-17,59.375
1998-04-20,63.125
1998-04-21,61.875
1998-04-22,62.5
1998-04-23,62.5625
1998-04-24,63.5625
1998-04-27,62.375
1998-04-28,64.0
1998-04-29,67.9375
1998-04-30,70.6875
1998-05-01,69.875
1998-05-04,68.0625
1998-05-05,67.0625
1998-05-06,65.875
1998-05-07,65.6875
1998-05-08,68.75
1998-05-11,69.75
1998-05-12,69.8125
1998-05-13,69.9375
1998-05-14,69.875
1998-05-15,70.0625
1998-05-18,72.5625
1998-05-19,74.625
1998-05-20,73.9375
1998-05-21,74.3125
1998-05-22,74.625
1998-05-26,74.0
1998-05-27,74.1875
1998-05-28,80.25
1998-05-29,78.125
1998-06-01,76.125
1998-06-02,76.375
1998-06-03,75.8125
1998-06-04,77.5
1998-06-05,78.125
1998-06-08,78.75
1998-06-09,80.75
1998-06-10,80.3125
1998-06-11,79.0625
1998-06-12,78.3125
1998-06-15,76.5
1998-06-16,76.0
1998-06-17,78.625
1998-06-18,79.1875
1998-06-19,76.8125
1998-06-22,77.0
1998-06-23,78.3125
1998-06-24,81.25
1998-06-25,80.8125
1998-06-26,81.125
1998-06-29,83.5
1998-06-30,81.5
1998-07-01,82.4375
1998-07-02,84.6875
1998-07-06,86.0
1998-07-07,89.5625
1998-07-08,89.1875
1998-07-09,88.0
1998-07-10,88.1875
1998-07-13,87.75
1998-07-14,86.625
1998-07-15,87.125
1998-07-16,85.0625
1998-07-17,84.125
1998-07-20,81.875
1998-07-21,77.375
1998-07-22,77.9375
1998-07-23,79.875
1998-07-24,79.3125
1998-07-27,79.0
1998-07-28,79.3125
1998-07-29,83.625
1998-07-30,83.5625
1998-07-31,80.625
1998-08-03,82.875
1998-08-04,80.625
1998-08-05,77.6875
1998-08-06,79.3125
1998-08-07,80.125
1998-08-10,79.875
1998-08-11,79.125
1998-08-12,81.0625
1998-08-13,82.0
1998-08-14,81.75
1998-08-17,81.9375
1998-08-18,81.9375
1998-08-19,82.5
1998-08-20,82.4375
1998-08-21,80.3125
1998-08-24,82.5625
1998-08-25,84.0
1998-08-26,85.75
1998-08-27,82.25
1998-08-28,81.0
1998-08-31,75.0
1998-09-01,76.875
1998-09-02,79.4375
1998-09-03,77.4375
1998-09-04,76.375
1998-09-08,78.5625
1998-09-09,77.0
1998-09-10,74.4375
1998-09-11,75.9375
1998-09-14,80.8125
1998-09-15,81.125
1998-09-16,83.375
1998-09-17,86.0
1998-09-18,88.0625
1998-09-21,90.0
1998-09-22,90.25
1998-09-23,93.25
1998-09-24,93.625
1998-09-25,93.375
1998-09-28,93.0
1998-09-29,92.1875
1998-09-30,91.625
1998-10-01,89.375
1998-10-02,90.9375
1998-10-05,91.5
1998-10-06,94.6875
1998-10-07,87.875
1998-10-08,81.25
1998-10-09,81.125
1998-10-12,83.0
1998-10-13,79.71875
1998-10-14,84.5625
1998-10-15,88.5
1998-10-16,88.6875
1998-10-19,76.0
1998-10-20,75.875
1998-10-21,74.5
1998-10-22,70.4375
1998-10-23,70.5625
1998-10-26,71.8125
1998-10-27,72.5625
1998-10-28,74.875
1998-10-29,76.625
1998-10-30,77.125
1998-11-02,77.0
1998-11-03,74.8125
1998-11-04,74.6875
1998-11-05,73.5625
1998-11-06,73.875
1998-11-09,73.5
1998-11-10,72.125
1998-11-11,69.3125
1998-11-12,71.6875
1998-11-13,70.375
1998-11-16,69.0
1998-11-17,74.25
1998-11-18,77.5
1998-11-19,77.75
1998-11-20,78.375
1998-11-23,76.8125
1998-11-24,73.9375
1998-11-25,74.0625
1998-11-27,74.8125
1998-11-30,71.1875
1998-12-01,71.0
1998-12-02,70.4375
1998-12-03,69.3125
1998-12-04,67.6875
1998-12-07,67.3125
1998-12-08,70.5
1998-12-09,73.125
1998-12-10,71.4375
1998-12-11,70.9375
1998-12-14,69.8125
1998-12-15,69.5
1998-12-16,69.9375
1998-12-17,70.0
1998-12-18,69.9375
1998-12-21,69.75
1998-12-22,69.0
1998-12-23,70.25
1998-12-24,71.75
1998-12-28,72.1875
1998-12-29,74.25
1998-12-30,75.5
1998-12-31,79.0625
1999-01-04,77.75
1999-01-05,80.9375
1999-01-06,81.4375
1999-01-07,83.8125
1999-01-08,85.8125
1999-01-11,86.0
1999-01-12,85.125
1999-01-13,83.9375
1999-01-14,83.0
1999-01-15,85.0
1999-01-19,88.9375
1999-01-20,88.4375
1999-01-21,88.0
1999-01-22,84.125
1999-01-25,82.0
1999-01-26,74.375
1999-01-27,73.0
1999-01-28,73.5
1999-01-29,75.0
1999-02-01,75.1875
1999-02-02,74.75
1999-02-03,72.625
1999-02-04,65.0
1999-02-05,63.8125
1999-02-08,66.875
1999-02-09,67.375
1999-02-10,68.75
1999-02-11,72.5
1999-02-12,71.625
1999-02-16,72.0
1999-02-17,70.0
1999-02-18,70.4375
1999-02-19,70.1875
1999-02-22,69.875
1999-02-23,72.0
1999-02-24,71.625
1999-02-25,68.625
1999-02-26,68.0
1999-03-01,66.0
1999-03-02,66.0625
1999-03-03,65.25
1999-03-04,65.875
1999-03-05,61.25
1999-03-08,59.0
1999-03-09,58.5625
1999-03-10,58.5
1999-03-11,56.75
1999-03-12,59.625
1999-03-15,62.625
1999-03-16,65.5625
1999-03-17,70.25
1999-03-18,67.75
1999-03-19,66.0
1999-03-22,65.125
1999-03-23,64.625
1999-03-24,66.0
1999-03-25,67.4375
1999-03-26,67.375
1999-03-29,67.875
1999-03-30,68.0
1999-03-31,66.0
1999-04-01,68.1875
1999-04-05,68.125
1999-04-06,66.6875
1999-04-07,66.4375
1999-04-08,63.9375
1999-04-09,62.375
1999-04-12,63.1875
1999-04-13,64.5
1999-04-14,64.75
1999-04-15,64.375
1999-04-16,62.3125
1999-04-19,59.0
1999-04-20,62.75
1999-04-21,65.1875
1999-04-22,63.5
1999-04-23,62.25
1999-04-26,63.75
1999-04-27,65.75
1999-04-28,34.5
1999-04-29,33.25
1999-04-30,35.0
1999-05-03,34.125
1999-05-04,34.5
1999-05-05,35.4375
1999-05-06,36.75
1999-05-07,39.0
1999-05-10,38.25
1999-05-11,37.5
1999-05-12,36.8125
1999-05-13,37.6875
1999-05-14,37.5625
1999-05-17,37.6875
1999-05-18,37.0
1999-05-19,37.5625
1999-05-20,39.25
1999-05-21,39.1875
1999-05-24,38.1875
1999-05-25,33.5
1999-05-26,33.75
1999-05-27,34.25
1999-05-28,34.0625
1999-06-01,34.0625
1999-06-02,33.9375
1999-06-03,36.25
1999-06-04,36.0
1999-06-07,36.1875
1999-06-08,36.125
1999-06-09,36.1875
1999-06-10,36.8125
1999-06-11,36.75
1999-06-14,36.625
1999-06-15,36.5
1999-06-16,36.1875
1999-06-17,36.75
1999-06-18,36.0625
1999-06-21,33.6875
1999-06-22,33.125
1999-06-23,32.4375
1999-06-24,32.0
1999-06-25,31.0
1999-06-28,30.875
1999-06-29,31.5
1999-06-30,32.1875
1999-07-01,33.125
1999-07-02,32.25
1999-07-06,32.9375
1999-07-07,32.5
1999-07-08,32.5625
1999-07-09,32.1875
1999-07-12,32.875
1999-07-13,33.0625
1999-07-14,31.0
1999-07-15,31.375
1999-07-16,32.25
1999-07-19,31.3125
1999-07-20,30.6875
1999-07-21,30.9375
1999-07-22,31.3125
1999-07-23,31.0
1999-07-26,32.6875
1999-07-27,31.75
1999-07-28,32.4375
1999-07-29,31.375
1999-07-30,31.0625
1999-08-02,33.0
1999-08-03,33.0625
1999-08-04,32.9375
1999-08-05,31.875
1999-08-06,32.0
1999-08-09,31.9375
1999-08-10,29.75
1999-08-11,29.25
1999-08-12,29.375
1999-08-13,29.5
1999-08-16,29.8125
1999-08-17,30.3125
1999-08-18,30.4375
1999-08-19,30.0
1999-08-20,30.0625
1999-08-23,30.0
1999-08-24,29.625
1999-08-25,29.3125
1999-08-26,30.5625
1999-08-27,32.1875
1999-08-30,32.4375
1999-08-31,31.25
1999-09-01,32.0
1999-09-02,31.8125
1999-09-03,32.125
1999-09-07,32.25
1999-09-08,32.5
1999-09-09,33.4375
