Date,F
1975-01-15,1.1840680000000001
1975-01-16,1.1840680000000001
1975-01-17,1.163793
1975-01-20,1.159738
1975-01-21,1.155683
1975-01-22,1.167848
1975-01-23,1.159738
1975-01-24,1.167848
1975-01-27,1.2083979999999999
1975-01-28,1.200288
1975-01-29,1.212453
1975-01-30,1.196233
1975-01-31,1.192178
1975-02-03,1.2083979999999999
1975-02-04,1.111078
1975-02-05,1.139463
1975-02-06,1.111078
1975-02-07,1.111078
1975-02-10,1.111078
1975-02-11,1.1191879999999998
1975-02-12,1.167848
1975-02-13,1.151628
1975-02-14,1.159738
1975-02-18,1.139463
1975-02-19,1.135408
1975-02-20,1.1070229999999999
1975-02-21,1.131353
1975-02-24,1.1070229999999999
1975-02-25,1.0664719999999999
1975-02-26,1.0826930000000001
1975-02-27,1.0543069999999999
1975-02-28,1.070527
1975-03-03,1.0826930000000001
1975-03-04,1.115133
1975-03-05,1.115133
1975-03-06,1.139463
1975-03-07,1.167848
1975-03-10,1.2083979999999999
1975-03-11,1.216508
1975-03-12,1.2083979999999999
1975-03-13,1.200288
1975-03-14,1.192178
1975-03-17,1.212453
1975-03-18,1.212453
1975-03-19,1.196233
1975-03-20,1.2205629999999998
1975-03-21,1.224618
1975-03-24,1.192178
1975-03-25,1.200288
1975-03-26,1.2083979999999999
1975-03-27,1.212453
1975-03-31,1.204343
1975-04-01,1.200288
1975-04-02,1.188123
1975-04-03,1.155683
1975-04-04,1.139463
1975-04-07,1.123243
1975-04-08,1.139463
1975-04-09,1.151628
1975-04-10,1.200288
1975-04-11,1.196233
1975-04-14,1.212453
1975-04-15,1.204343
1975-04-16,1.200288
1975-04-17,1.200288
1975-04-18,1.192178
1975-04-21,1.2083979999999999
1975-04-22,1.224618
1975-04-23,1.212453
1975-04-24,1.192178
1975-04-25,1.1840680000000001
1975-04-28,1.167848
1975-04-29,1.159738
1975-04-30,1.167848
1975-05-01,1.180013
1975-05-02,1.175958
1975-05-05,1.192178
1975-05-06,1.175958
1975-05-07,1.163793
1975-05-08,1.163793
1975-05-09,1.1840680000000001
1975-05-12,1.192178
1975-05-13,1.240839
1975-05-14,1.285444
1975-05-15,1.2611139999999998
1975-05-16,1.244894
1975-05-19,1.248949
1975-05-20,1.212453
1975-05-21,1.200288
1975-05-22,1.204343
1975-05-23,1.212453
1975-05-27,1.200288
1975-05-28,1.1840680000000001
1975-05-29,1.196233
1975-05-30,1.200288
1975-06-02,1.180013
1975-06-03,1.188123
1975-06-04,1.196233
1975-06-05,1.192178
1975-06-06,1.192178
1975-06-09,1.1840680000000001
1975-06-10,1.151628
1975-06-11,1.151628
1975-06-12,1.151628
1975-06-13,1.159738
1975-06-16,1.192178
1975-06-17,1.167848
1975-06-18,1.175958
1975-06-19,1.212453
1975-06-20,1.204343
1975-06-23,1.212453
1975-06-24,1.228673
1975-06-25,1.236784
1975-06-26,1.297609
1975-06-27,1.330049
1975-06-30,1.3341040000000002
1975-07-01,1.297609
1975-07-02,1.289499
1975-07-03,1.3138290000000001
1975-07-07,1.3138290000000001
1975-07-08,1.317884
1975-07-09,1.358434
1975-07-10,1.3706
1975-07-11,1.354379
1975-07-14,1.354379
1975-07-15,1.3624889999999998
1975-07-16,1.338159
1975-07-17,1.321939
1975-07-18,1.301664
1975-07-21,1.297609
1975-07-22,1.293554
1975-07-23,1.277334
1975-07-24,1.281389
1975-07-25,1.248949
1975-07-28,1.240839
1975-07-29,1.244894
1975-07-30,1.2611139999999998
1975-07-31,1.265169
1975-08-01,1.240839
1975-08-04,1.240839
1975-08-05,1.232728
1975-08-06,1.253004
1975-08-07,1.257059
1975-08-08,1.257059
1975-08-11,1.273279
1975-08-12,1.277334
1975-08-13,1.265169
1975-08-14,1.273279
1975-08-15,1.269224
1975-08-18,1.265169
1975-08-19,1.244894
1975-08-20,1.232728
1975-08-21,1.236784
1975-08-22,1.257059
1975-08-25,1.2611139999999998
1975-08-26,1.265169
1975-08-27,1.248949
1975-08-28,1.273279
1975-08-29,1.281389
1975-09-02,1.265169
1975-09-03,1.2611139999999998
1975-09-04,1.248949
1975-09-05,1.240839
1975-09-08,1.240839
1975-09-09,1.196233
1975-09-10,1.155683
1975-09-11,1.175958
1975-09-12,1.175958
1975-09-15,1.167848
1975-09-16,1.155683
1975-09-17,1.135408
1975-09-18,1.159738
1975-09-19,1.180013
1975-09-22,1.180013
1975-09-23,1.1840680000000001
1975-09-24,1.196233
1975-09-25,1.204343
1975-09-26,1.2205629999999998
1975-09-29,1.196233
1975-09-30,1.175958
1975-10-01,1.163793
1975-10-02,1.163793
1975-10-03,1.192178
1975-10-06,1.204343
1975-10-07,1.228673
1975-10-08,1.253004
1975-10-09,1.257059
1975-10-10,1.232728
1975-10-13,1.2611139999999998
1975-10-14,1.257059
1975-10-15,1.240839
1975-10-16,1.240839
1975-10-17,1.244894
1975-10-20,1.2611139999999998
1975-10-21,1.309774
1975-10-22,1.3259940000000001
1975-10-23,1.3462690000000002
1975-10-24,1.289499
1975-10-27,1.309774
1975-10-28,1.321939
1975-10-29,1.297609
1975-10-30,1.301664
1975-10-31,1.305719
1975-11-03,1.309774
1975-11-04,1.3259940000000001
1975-11-05,1.358434
1975-11-06,1.366544
1975-11-07,1.37871
1975-11-10,1.37871
1975-11-11,1.390875
1975-11-12,1.431425
1975-11-13,1.4233149999999999
1975-11-14,1.41926
1975-11-17,1.3868200000000002
1975-11-18,1.3868200000000002
1975-11-19,1.350324
1975-11-20,1.3706
1975-11-21,1.37871
1975-11-24,1.374655
1975-11-25,1.382765
1975-11-26,1.382765
1975-11-28,1.3868200000000002
1975-12-01,1.3868200000000002
1975-12-02,1.3706
1975-12-03,1.338159
1975-12-04,1.3462690000000002
1975-12-05,1.338159
1975-12-08,1.358434
1975-12-09,1.366544
1975-12-10,1.37871
1975-12-11,1.390875
1975-12-12,1.407095
1975-12-15,1.41926
1975-12-16,1.431425
1975-12-17,1.41926
1975-12-18,1.431425
1975-12-19,1.4152049999999998
1975-12-22,1.42737
1975-12-23,1.44359
1975-12-24,1.44359
1975-12-26,1.455755
1975-12-29,1.4354799999999999
1975-12-30,1.41926
1975-12-31,1.42737
1976-01-02,1.431425
1976-01-05,1.4679200000000001
1976-01-06,1.4881950000000002
1976-01-07,1.4881950000000002
1976-01-08,1.5003600000000001
1976-01-09,1.520635
1976-01-12,1.5652409999999999
1976-01-13,1.544966
1976-01-14,1.585516
1976-01-15,1.573351
1976-01-16,1.573351
1976-01-19,1.634176
1976-01-20,1.6706720000000002
1976-01-21,1.682837
1976-01-22,1.674727
1976-01-23,1.658506
1976-01-26,1.646341
1976-01-27,1.613901
1976-01-28,1.601736
1976-01-29,1.5895709999999998
1976-01-30,1.6098459999999999
1976-02-02,1.622011
1976-02-03,1.613901
1976-02-04,1.617956
1976-02-05,1.613901
1976-02-06,1.617956
1976-02-09,1.626066
1976-02-10,1.650396
1976-02-11,1.646341
1976-02-12,1.634176
1976-02-13,1.613901
1976-02-17,1.593626
1976-02-18,1.630121
1976-02-19,1.711222
1976-02-20,1.678782
1976-02-23,1.654451
1976-02-24,1.662561
1976-02-25,1.6909470000000002
1976-02-26,1.6868919999999998
1976-02-27,1.658506
1976-03-01,1.6666169999999998
1976-03-02,1.682837
1976-03-03,1.6909470000000002
1976-03-04,1.6706720000000002
1976-03-05,1.731497
1976-03-08,1.784212
1976-03-09,1.7882669999999998
1976-03-10,1.8207080000000002
1976-03-11,1.861258
1976-03-12,1.8207080000000002
1976-03-15,1.800432
1976-03-16,1.812598
1976-03-17,1.832873
1976-03-18,1.812598
1976-03-19,1.800432
1976-03-22,1.7923220000000002
1976-03-23,1.8085419999999999
1976-03-24,1.832873
1976-03-25,1.832873
1976-03-26,1.828818
1976-03-29,1.832873
1976-03-30,1.8247630000000001
1976-03-31,1.849093
1976-04-01,1.8409830000000003
1976-04-02,1.857203
1976-04-05,1.889643
1976-04-06,1.8977529999999998
1976-04-07,1.865313
1976-04-08,1.8450380000000002
1976-04-09,1.889643
1976-04-12,1.885588
1976-04-13,1.9383029999999999
1976-04-14,1.934248
1976-04-15,1.9383029999999999
1976-04-19,1.9383029999999999
1976-04-20,1.958578
1976-04-21,1.962633
1976-04-22,1.954523
1976-04-23,1.905863
1976-04-26,1.9261380000000001
1976-04-27,1.9261380000000001
1976-04-28,1.9383029999999999
1976-04-29,1.958578
1976-04-30,1.9261380000000001
1976-05-03,1.873423
1976-05-04,1.8815330000000001
1976-05-05,1.849093
1976-05-06,1.857203
1976-05-07,1.873423
1976-05-10,1.913973
1976-05-11,1.913973
1976-05-12,1.8977529999999998
1976-05-13,1.889643
1976-05-14,1.869368
1976-05-17,1.857203
1976-05-18,1.849093
1976-05-19,1.8166529999999999
1976-05-20,1.8409830000000003
1976-05-21,1.812598
1976-05-24,1.751772
1976-05-25,1.759882
1976-05-26,1.776102
1976-05-27,1.7720470000000001
1976-05-28,1.780157
1976-06-01,1.784212
1976-06-02,1.8085419999999999
1976-06-03,1.836928
1976-06-04,1.832873
1976-06-07,1.8409830000000003
1976-06-08,1.865313
1976-06-09,1.849093
1976-06-10,1.877478
1976-06-11,1.8815330000000001
1976-06-14,1.877478
1976-06-15,1.861258
1976-06-16,1.889643
1976-06-17,1.913973
1976-06-18,1.9261380000000001
1976-06-21,1.9180279999999998
1976-06-22,1.885588
1976-06-23,1.885588
1976-06-24,1.9018080000000002
1976-06-25,1.909918
1976-06-28,1.905863
1976-06-29,1.9018080000000002
1976-06-30,1.8977529999999998
1976-07-01,1.8815330000000001
1976-07-02,1.849093
1976-07-06,1.7963770000000001
1976-07-07,1.828818
1976-07-08,1.861258
1976-07-09,1.8936979999999999
1976-07-12,1.913973
1976-07-13,1.9383029999999999
1976-07-14,1.934248
1976-07-15,1.9018080000000002
1976-07-16,1.857203
1976-07-19,1.849093
1976-07-20,1.828818
1976-07-21,1.832873
1976-07-22,1.8207080000000002
1976-07-23,1.832873
1976-07-26,1.8450380000000002
1976-07-27,1.8247630000000001
1976-07-28,1.8166529999999999
1976-07-29,1.828818
1976-07-30,1.832873
1976-08-02,1.828818
1976-08-03,1.869368
1976-08-04,1.873423
1976-08-05,1.853148
1976-08-06,1.836928
1976-08-09,1.832873
1976-08-10,1.865313
1976-08-11,1.8247630000000001
1976-08-12,1.832873
1976-08-13,1.8247630000000001
1976-08-16,1.8207080000000002
1976-08-17,1.832873
1976-08-18,1.832873
1976-08-19,1.8166529999999999
1976-08-20,1.784212
1976-08-23,1.7679919999999998
1976-08-24,1.6950020000000001
1976-08-25,1.7639369999999999
1976-08-26,1.755827
1976-08-27,1.7720470000000001
1976-08-30,1.7963770000000001
1976-08-31,1.7963770000000001
