Date,RL
1998-11-16,19.0
1998-11-17,18.3125
1998-11-18,19.0625
1998-11-19,19.8125
1998-11-20,20.25
1998-11-23,20.5
1998-11-24,19.9375
1998-11-25,19.5
1998-11-27,19.5
1998-11-30,18.625
1998-12-01,19.0
1998-12-02,18.5625
1998-12-03,18.75
1998-12-04,18.125
1998-12-07,18.0
1998-12-08,17.4375
1998-12-09,17.0
1998-12-10,17.5625
1998-12-11,17.0625
1998-12-14,16.8125
1998-12-15,16.6875
1998-12-16,16.5625
1998-12-17,16.375
1998-12-18,16.125
1998-12-21,16.0
1998-12-22,17.5625
1998-12-23,17.125
1998-12-24,17.1875
1998-12-28,18.125
1998-12-29,18.875
1998-12-30,19.625
1998-12-31,19.1875
1999-01-04,18.8125
1999-01-05,18.4375
1999-01-06,20.25
1999-01-07,22.375
1999-01-08,22.4375
1999-01-11,21.75
1999-01-12,21.0625
1999-01-13,20.375
1999-01-14,20.1875
1999-01-15,21.0
1999-01-19,21.9375
1999-01-20,23.0
1999-01-21,22.625
1999-01-22,23.25
1999-01-25,23.3125
1999-01-26,22.75
1999-01-27,22.5
1999-01-28,23.75
1999-01-29,24.875
1999-02-01,24.5625
1999-02-02,23.25
1999-02-03,21.75
1999-02-04,20.75
1999-02-05,20.25
1999-02-08,20.4375
1999-02-09,20.125
1999-02-10,20.125
1999-02-11,20.125
1999-02-12,20.125
1999-02-16,21.0
1999-02-17,20.4375
1999-02-18,20.3125
1999-02-19,20.3125
1999-02-22,20.375
1999-02-23,20.75
1999-02-24,20.6875
1999-02-25,19.875
1999-02-26,19.9375
1999-03-01,19.5
1999-03-02,20.0625
1999-03-03,19.625
1999-03-04,20.6875
1999-03-05,21.125
1999-03-08,21.5
1999-03-09,21.25
1999-03-10,21.125
1999-03-11,21.0
1999-03-12,20.875
1999-03-15,20.6875
1999-03-16,20.875
1999-03-17,20.875
1999-03-18,20.25
1999-03-19,19.75
1999-03-22,19.5
1999-03-23,19.8125
1999-03-24,19.75
1999-03-25,20.0
1999-03-26,19.875
1999-03-29,19.8125
1999-03-30,19.625
1999-03-31,19.875
1999-04-01,19.5625
1999-04-05,21.125
1999-04-06,20.4375
1999-04-07,20.9375
1999-04-08,22.875
1999-04-09,23.5625
1999-04-12,23.375
1999-04-13,23.0625
1999-04-14,23.0625
1999-04-15,23.0
1999-04-16,23.5
1999-04-19,23.0
1999-04-20,22.625
1999-04-21,22.25
1999-04-22,21.75
1999-04-23,22.25
1999-04-26,22.625
1999-04-27,23.625
1999-04-28,23.375
1999-04-29,22.1875
1999-04-30,22.25
1999-05-03,21.625
1999-05-04,23.875
1999-05-05,23.0
1999-05-06,23.125
1999-05-07,22.6875
1999-05-10,23.25
1999-05-11,22.9375
1999-05-12,22.75
1999-05-13,23.375
1999-05-14,23.125
1999-05-17,22.8125
1999-05-18,22.875
1999-05-19,23.875
1999-05-20,23.8125
1999-05-21,24.625
1999-05-24,23.875
1999-05-25,21.375
1999-05-26,21.0625
1999-05-27,21.0
1999-05-28,20.625
1999-06-01,19.9375
1999-06-02,19.75
1999-06-03,19.25
1999-06-04,19.375
1999-06-07,18.875
1999-06-08,18.75
1999-06-09,19.125
1999-06-10,19.5625
1999-06-11,19.0
1999-06-14,19.375
1999-06-15,18.9375
1999-06-16,19.4375
1999-06-17,19.5
1999-06-18,19.25
1999-06-21,19.4375
1999-06-22,19.3125
1999-06-23,18.625
1999-06-24,18.9375
1999-06-25,19.0
1999-06-28,18.75
1999-06-29,18.5
1999-06-30,19.0
1999-07-01,18.875
1999-07-02,18.8125
1999-07-06,18.875
1999-07-07,18.25
1999-07-08,18.0
1999-07-09,18.0
1999-07-12,18.875
1999-07-13,18.8125
1999-07-14,19.0
1999-07-15,20.125
1999-07-16,20.0
1999-07-19,20.25
1999-07-20,19.875
1999-07-21,19.875
1999-07-22,19.5
1999-07-23,20.0
1999-07-26,19.75
1999-07-27,19.9375
1999-07-28,20.1875
1999-07-29,19.5625
1999-07-30,19.5
1999-08-02,19.5
1999-08-03,19.5625
1999-08-04,19.0625
1999-08-05,19.0
1999-08-06,19.0
1999-08-09,18.25
1999-08-10,19.0
1999-08-11,19.5
1999-08-12,19.5625
1999-08-13,19.125
1999-08-16,19.25
1999-08-17,18.875
1999-08-18,19.3125
1999-08-19,19.0625
1999-08-20,19.8125
1999-08-23,20.5625
1999-08-24,20.5625
1999-08-25,20.0
1999-08-26,19.625
1999-08-27,19.9375
1999-08-30,19.875
1999-08-31,19.375
1999-09-01,19.125
1999-09-02,19.0
1999-09-03,19.5
1999-09-07,19.375
1999-09-08,18.9375
1999-09-09,18.9375
1999-09-10,20.25
1999-09-13,19.6875
1999-09-14,19.25
1999-09-15,18.5625
1999-09-16,18.625
1999-09-17,18.75
1999-09-20,18.5625
1999-09-21,18.0
1999-09-22,18.125
1999-09-23,17.75
1999-09-24,17.625
1999-09-27,18.125
1999-09-28,18.0
1999-09-29,17.8125
1999-09-30,17.9375
1999-10-01,17.5
1999-10-04,19.0
1999-10-05,19.375
1999-10-06,19.0625
1999-10-07,18.6875
1999-10-08,18.75
1999-10-11,18.4375
1999-10-12,17.75
1999-10-13,17.625
1999-10-14,17.875
1999-10-15,17.5625
1999-10-18,18.4375
1999-10-19,18.0
1999-10-20,18.375
1999-10-21,18.9375
1999-10-22,19.375
1999-10-25,20.25
1999-10-26,18.625
1999-10-27,18.5625
1999-10-28,18.8125
1999-10-29,18.5
1999-11-01,18.375
1999-11-02,18.125
1999-11-03,17.625
1999-11-04,17.1875
1999-11-05,17.4375
1999-11-08,17.25
1999-11-09,17.1875
1999-11-10,16.375
1999-11-11,16.75
1999-11-12,16.9375
1999-11-15,17.0
1999-11-16,17.0
1999-11-17,16.875
1999-11-18,16.875
1999-11-19,16.5625
1999-11-22,17.25
1999-11-23,16.9375
1999-11-24,16.75
1999-11-26,17.625
1999-11-29,17.5
1999-11-30,17.375
1999-12-01,17.875
1999-12-02,17.25
1999-12-03,17.5
1999-12-06,17.4375
1999-12-07,17.4375
1999-12-08,17.0
1999-12-09,16.75
1999-12-10,16.8125
1999-12-13,16.4375
1999-12-14,16.625
1999-12-15,16.5
1999-12-16,16.5
1999-12-17,16.4375
1999-12-20,16.875
1999-12-21,16.625
1999-12-22,16.875
1999-12-23,17.25
1999-12-27,17.1875
1999-12-28,17.0
1999-12-29,17.0
1999-12-30,17.3125
1999-12-31,17.0625
2000-01-03,17.4375
2000-01-04,16.75
2000-01-05,17.0625
2000-01-06,17.0625
2000-01-07,17.5
2000-01-10,18.25
2000-01-11,17.625
2000-01-12,16.75
2000-01-13,16.4375
2000-01-14,16.3125
2000-01-18,16.0
2000-01-19,16.25
2000-01-20,15.75
2000-01-21,15.5
2000-01-24,15.0625
2000-01-25,14.75
2000-01-26,15.125
2000-01-27,15.5
2000-01-28,15.375
2000-01-31,14.875
2000-02-01,14.625
2000-02-02,14.5625
2000-02-03,14.375
2000-02-04,14.125
2000-02-07,16.25
2000-02-08,16.4375
2000-02-09,16.0
2000-02-10,15.0625
2000-02-11,15.125
2000-02-14,15.5
2000-02-15,15.5625
2000-02-16,15.5625
2000-02-17,15.1875
2000-02-18,15.0
2000-02-22,14.9375
2000-02-23,14.875
2000-02-24,14.6875
2000-02-25,14.875
2000-02-28,15.6875
2000-02-29,16.75
2000-03-01,17.0
2000-03-02,17.25
2000-03-03,16.4375
2000-03-06,15.9375
2000-03-07,15.875
2000-03-08,15.5625
2000-03-09,15.8125
2000-03-10,15.625
2000-03-13,15.5625
2000-03-14,15.9375
2000-03-15,16.625
2000-03-16,17.3125
2000-03-17,18.125
2000-03-20,17.75
2000-03-21,17.8125
2000-03-22,17.75
2000-03-23,17.625
2000-03-24,17.625
2000-03-27,17.5
2000-03-28,18.4375
2000-03-29,20.0625
2000-03-30,20.25
2000-03-31,18.6875
2000-04-03,20.3125
2000-04-04,19.375
2000-04-05,17.9375
2000-04-06,17.9375
2000-04-07,17.0
2000-04-10,16.9375
2000-04-11,16.875
2000-04-12,16.6875
2000-04-13,16.9375
2000-04-14,16.0
2000-04-17,15.6875
2000-04-18,16.5
2000-04-19,15.875
2000-04-20,16.0625
2000-04-24,16.25
2000-04-25,16.3125
2000-04-26,15.9375
2000-04-27,15.9375
2000-04-28,16.25
2000-05-01,17.0
2000-05-02,16.8125
2000-05-03,16.5625
2000-05-04,16.5
2000-05-05,16.375
2000-05-08,16.0
2000-05-09,16.5625
2000-05-10,16.25
2000-05-11,16.4375
2000-05-12,16.3125
2000-05-15,16.1875
2000-05-16,16.8125
2000-05-17,16.5625
2000-05-18,16.1875
2000-05-19,16.0
2000-05-22,15.9375
2000-05-23,15.75
2000-05-24,14.5625
2000-05-25,13.5
2000-05-26,13.375
2000-05-30,13.25
2000-05-31,14.0
2000-06-01,14.3125
2000-06-02,14.4375
2000-06-05,14.3125
2000-06-06,14.0625
2000-06-07,14.0
2000-06-08,13.6875
2000-06-09,13.9375
2000-06-12,14.125
2000-06-13,14.0
2000-06-14,14.125
2000-06-15,14.25
2000-06-16,14.0625
2000-06-19,14.0
2000-06-20,13.75
2000-06-21,13.9375
2000-06-22,14.0
2000-06-23,14.4375
2000-06-26,15.0625
2000-06-27,15.3125
2000-06-28,15.5625
2000-06-29,16.0
2000-06-30,14.25
2000-07-03,15.5625
2000-07-05,15.6875
2000-07-06,16.25
2000-07-07,16.4375
2000-07-10,16.8125
2000-07-11,16.75
2000-07-12,17.0
2000-07-13,17.125
2000-07-14,17.1875
2000-07-17,17.0625
2000-07-18,16.75
2000-07-19,17.25
2000-07-20,16.9375
2000-07-21,16.5625
2000-07-24,16.8125
2000-07-25,17.375
2000-07-26,17.0
2000-07-27,17.1875
2000-07-28,16.25
2000-07-31,16.1875
2000-08-01,16.25
2000-08-02,16.75
2000-08-03,16.4375
2000-08-04,17.125
2000-08-07,17.1875
2000-08-08,18.8125
2000-08-09,18.0
2000-08-10,19.375
2000-08-11,19.9375
2000-08-14,19.875
2000-08-15,19.8125
2000-08-16,19.125
2000-08-17,19.875
2000-08-18,19.0625
2000-08-21,19.75
2000-08-22,19.25
2000-08-23,18.6875
2000-08-24,19.375
2000-08-25,19.5625
2000-08-28,19.125
2000-08-29,19.25
2000-08-30,19.5625
2000-08-31,19.375
2000-09-01,19.375
2000-09-05,19.0
2000-09-06,18.8125
2000-09-07,19.1875
2000-09-08,19.1875
2000-09-11,19.25
2000-09-12,19.0
2000-09-13,19.0
2000-09-14,19.375
2000-09-15,19.0
2000-09-18,18.125
2000-09-19,17.8125
2000-09-20,17.875
2000-09-21,17.75
2000-09-22,17.5
2000-09-25,16.875
2000-09-26,16.5625
2000-09-27,16.125
2000-09-28,16.5
2000-09-29,16.125
2000-10-02,16.5
2000-10-03,16.25
2000-10-04,16.125
2000-10-05,19.0
2000-10-06,18.25
2000-10-09,18.875
2000-10-10,19.125
2000-10-11,18.875
2000-10-12,18.0625
2000-10-13,18.125
2000-10-16,18.8125
2000-10-17,18.6875
2000-10-18,19.0
2000-10-19,19.4375
2000-10-20,19.1875
2000-10-23,18.8125
2000-10-24,18.9375
2000-10-25,18.8125
2000-10-26,18.6875
2000-10-27,19.1875
2000-10-30,19.25
2000-10-31,19.625
2000-11-01,21.0625
2000-11-02,23.1875
2000-11-03,22.5
2000-11-06,22.625
2000-11-07,22.5625
2000-11-08,22.8125
2000-11-09,22.1875
2000-11-10,21.25
2000-11-13,21.0
2000-11-14,21.6875
2000-11-15,21.1875
2000-11-16,21.625
2000-11-17,21.6875
2000-11-20,21.9375
2000-11-21,21.5625
2000-11-22,21.1875
2000-11-24,22.375
2000-11-27,23.0
2000-11-28,22.875
2000-11-29,21.625
2000-11-30,20.9375
2000-12-01,21.625
2000-12-04,21.9375
2000-12-05,21.625
2000-12-06,21.25
2000-12-07,21.0
2000-12-08,21.75
2000-12-11,21.5625
2000-12-12,21.4375
2000-12-13,21.375
2000-12-14,21.4375
2000-12-15,21.4375
2000-12-18,23.0
2000-12-19,22.0625
2000-12-20,21.1875
2000-12-21,21.5
2000-12-22,21.75
2000-12-26,22.1875
2000-12-27,22.6875
2000-12-28,23.0
2000-12-29,22.3125
2001-01-02,22.4375
2001-01-03,23.0
2001-01-04,24.75
2001-01-05,24.4375
2001-01-08,24.4375
2001-01-09,24.875
2001-01-10,24.6875
2001-01-11,24.8125
2001-01-12,25.125
2001-01-16,24.9375
2001-01-17,25.4375
2001-01-18,25.75
2001-01-19,23.9375
2001-01-22,25.5
2001-01-23,26.0
2001-01-24,26.5
2001-01-25,26.5625
2001-01-26,25.6875
2001-01-29,25.73
2001-01-30,25.65
2001-01-31,25.389999
2001-02-01,25.57
2001-02-02,24.299999
2001-02-05,24.860001
2001-02-06,24.48
2001-02-07,25.24
2001-02-08,26.58
2001-02-09,26.98
2001-02-12,28.02
2001-02-13,29.049999
2001-02-14,29.299999
2001-02-15,29.82
2001-02-16,29.67
2001-02-20,29.5
2001-02-21,27.870001000000002
2001-02-22,30.0
2001-02-23,29.18
2001-02-26,30.450001
2001-02-27,29.25
2001-02-28,29.299999
2001-03-01,29.200001
2001-03-02,28.700001
2001-03-05,28.35
2001-03-06,29.629998999999998
2001-03-07,29.620001000000002
2001-03-08,29.6
2001-03-09,28.959999
2001-03-12,28.190001000000002
2001-03-13,27.139999
2001-03-14,25.91
2001-03-15,26.4
2001-03-16,26.530001000000002
2001-03-19,27.74
2001-03-20,27.01
2001-03-21,26.360001
2001-03-22,25.26
2001-03-23,25.879998999999998
2001-03-26,25.25
2001-03-27,26.6
2001-03-28,26.209999
2001-03-29,26.200001
2001-03-30,27.5
2001-04-02,26.75
2001-04-03,26.25
2001-04-04,26.299999
2001-04-05,26.450001
2001-04-06,26.0
2001-04-09,26.799999
2001-04-10,26.9
2001-04-11,26.200001
2001-04-12,24.49
2001-04-16,22.950001
2001-04-17,24.209999
2001-04-18,26.25
2001-04-19,26.0
2001-04-20,25.16
2001-04-23,25.379998999999998
2001-04-24,24.75
2001-04-25,25.799999
2001-04-26,26.25
2001-04-27,26.48
2001-04-30,26.0
2001-05-01,26.49
2001-05-02,27.35
2001-05-03,27.139999
2001-05-04,27.49
2001-05-07,27.5
2001-05-08,27.4
2001-05-09,26.950001
2001-05-10,27.370001000000002
2001-05-11,27.32
2001-05-14,27.040001
2001-05-15,27.200001
2001-05-16,27.950001
2001-05-17,28.360001
2001-05-18,28.4
2001-05-21,29.200001
2001-05-22,28.66
2001-05-23,29.4
2001-05-24,29.75
2001-05-25,29.950001
2001-05-29,30.98
2001-05-30,30.35
2001-05-31,29.950001
2001-06-01,27.889999
2001-06-04,28.85
2001-06-05,28.65
2001-06-06,28.02
2001-06-07,28.6
2001-06-08,27.700001
2001-06-11,27.0
2001-06-12,26.26
2001-06-13,25.6
2001-06-14,26.219998999999998
2001-06-15,26.139999
2001-06-18,26.450001
2001-06-19,26.41
2001-06-20,26.4
2001-06-21,27.49
2001-06-22,26.389999
2001-06-25,26.299999
2001-06-26,25.9
2001-06-27,25.9
2001-06-28,26.68
2001-06-29,25.799999
2001-07-02,26.16
2001-07-03,26.42
2001-07-05,25.98
2001-07-06,25.0
2001-07-09,25.059998999999998
2001-07-10,24.91
2001-07-11,25.0
2001-07-12,25.91
2001-07-13,25.6
2001-07-16,25.9
2001-07-17,25.85
2001-07-18,25.75
2001-07-19,24.969998999999998
2001-07-20,25.93
2001-07-23,26.440001000000002
2001-07-24,25.700001
2001-07-25,25.93
2001-07-26,25.629998999999998
2001-07-27,23.75
2001-07-30,23.0
2001-07-31,24.5
2001-08-01,23.5
2001-08-02,24.559998999999998
2001-08-03,24.959999
2001-08-06,24.5
2001-08-07,23.15
2001-08-08,25.1
2001-08-09,24.57
2001-08-10,24.5
2001-08-13,24.120001000000002
2001-08-14,24.639999
2001-08-15,24.639999
2001-08-16,24.129998999999998
2001-08-17,24.9
2001-08-20,24.93
2001-08-21,24.25
2001-08-22,23.719998999999998
2001-08-23,23.42
2001-08-24,23.799999
2001-08-27,23.9
2001-08-28,24.030001000000002
2001-08-29,24.0
2001-08-30,23.08
2001-08-31,23.719998999999998
2001-09-04,23.5
2001-09-05,23.4
2001-09-06,23.16
2001-09-07,23.0
2001-09-10,22.690001000000002
2001-09-17,20.6
2001-09-18,20.0
2001-09-19,20.4
2001-09-20,19.75
2001-09-21,18.75
2001-09-24,19.5
2001-09-25,19.75
2001-09-26,19.4
2001-09-27,18.41
2001-09-28,18.75
2001-10-01,18.559998999999998
2001-10-02,19.0
2001-10-03,21.299999
2001-10-04,21.709999
2001-10-05,21.1
2001-10-08,20.469998999999998
2001-10-09,20.5
2001-10-10,22.0
2001-10-11,21.790001
2001-10-12,22.120001000000002
2001-10-15,21.9
2001-10-16,22.02
2001-10-17,22.48
2001-10-18,22.440001000000002
2001-10-19,21.93
2001-10-22,21.4
2001-10-23,21.59
2001-10-24,21.9
2001-10-25,21.85
2001-10-26,22.75
2001-10-29,21.299999
2001-10-30,21.059998999999998
2001-10-31,22.02
2001-11-01,22.0
2001-11-02,22.299999
2001-11-05,21.950001
2001-11-06,22.84
2001-11-07,23.85
2001-11-08,23.639999
2001-11-09,23.200001
2001-11-12,23.9
2001-11-13,25.200001
2001-11-14,26.700001
2001-11-15,27.58
2001-11-16,27.030001000000002
2001-11-19,27.940001000000002
2001-11-20,26.65
2001-11-21,26.6
2001-11-23,26.870001000000002
2001-11-26,26.9
2001-11-27,26.35
2001-11-28,25.0
2001-11-29,24.0
2001-11-30,24.120001000000002
2001-12-03,24.620001000000002
2001-12-04,25.200001
2001-12-05,25.58
2001-12-06,25.33
2001-12-07,25.219998999999998
2001-12-10,25.049999
2001-12-11,25.07
2001-12-12,24.799999
2001-12-13,24.77
2001-12-14,25.299999
2001-12-17,24.389999
2001-12-18,25.25
2001-12-19,25.610001
2001-12-20,25.25
2001-12-21,25.52
2001-12-24,25.1
2001-12-26,25.969998999999998
2001-12-27,26.129998999999998
2001-12-28,25.85
2001-12-31,26.76
2002-01-02,26.110001
2002-01-03,26.610001
2002-01-04,28.41
2002-01-07,28.209999
2002-01-08,28.01
2002-01-09,27.799999
2002-01-10,27.940001000000002
2002-01-11,27.9
2002-01-14,27.0
2002-01-15,27.200001
2002-01-16,26.620001000000002
2002-01-17,26.25
2002-01-18,26.85
2002-01-22,27.0
2002-01-23,27.200001
2002-01-24,27.25
2002-01-25,27.709999
2002-01-28,28.25
2002-01-29,27.9
2002-01-30,27.43
2002-01-31,27.620001000000002
2002-02-01,27.610001
2002-02-04,26.43
2002-02-05,25.950001
2002-02-06,25.59
2002-02-07,26.07
2002-02-08,26.610001
2002-02-11,28.0
2002-02-12,28.190001000000002
2002-02-13,28.370001000000002
2002-02-14,27.83
2002-02-15,27.75
2002-02-19,28.040001
2002-02-20,27.860001
2002-02-21,27.700001
2002-02-22,27.700001
2002-02-25,28.219998999999998
2002-02-26,28.15
2002-02-27,27.67
2002-02-28,27.309998999999998
2002-03-01,28.25
2002-03-04,28.51
2002-03-05,28.76
2002-03-06,28.66
2002-03-07,28.190001000000002
2002-03-08,28.200001
2002-03-11,28.65
2002-03-12,28.92
2002-03-13,28.9
2002-03-14,28.809998999999998
2002-03-15,29.02
2002-03-18,29.0
2002-03-19,29.66
2002-03-20,29.530001000000002
2002-03-21,29.15
2002-03-22,28.540001
2002-03-25,28.530001000000002
2002-03-26,28.889999
2002-03-27,28.99
2002-03-28,29.18
2002-04-01,28.200001
2002-04-02,27.719998999999998
2002-04-03,27.33
2002-04-04,28.129998999999998
2002-04-05,27.620001000000002
2002-04-08,27.870001000000002
2002-04-09,28.9
2002-04-10,29.370001000000002
2002-04-11,28.65
2002-04-12,29.450001
