Date,LIN
1993-06-23,7.75
1993-06-24,7.625
1993-06-25,7.5625
1993-06-28,7.6875
1993-06-29,7.625
1993-06-30,7.75
1993-07-01,7.875
1993-07-02,7.875
1993-07-06,7.75
1993-07-07,7.75
1993-07-08,8.0
1993-07-09,7.8125
1993-07-12,8.125
1993-07-13,7.9375
1993-07-14,7.8125
1993-07-15,8.0
1993-07-16,8.0
1993-07-19,7.8125
1993-07-20,7.6875
1993-07-21,7.9375
1993-07-22,7.8125
1993-07-23,7.875
1993-07-26,7.875
1993-07-27,7.8125
1993-07-28,7.875
1993-07-29,7.8125
1993-07-30,7.8125
1993-08-02,7.8125
1993-08-03,7.75
1993-08-04,7.8125
1993-08-05,7.75
1993-08-06,7.875
1993-08-09,8.0
1993-08-10,7.9375
1993-08-11,7.875
1993-08-12,7.8125
1993-08-13,7.875
1993-08-16,7.875
1993-08-17,7.75
1993-08-18,7.75
1993-08-19,7.6875
1993-08-20,7.625
1993-08-23,7.875
1993-08-24,7.875
1993-08-25,7.8125
1993-08-26,7.6875
1993-08-27,7.75
1993-08-30,7.6875
1993-08-31,7.6875
1993-09-01,7.5625
1993-09-02,7.75
1993-09-03,7.9375
1993-09-07,7.875
1993-09-08,7.6875
1993-09-09,7.75
1993-09-10,7.6875
1993-09-13,7.875
1993-09-14,7.625
1993-09-15,7.75
1993-09-16,7.875
1993-09-17,7.875
1993-09-20,7.8125
1993-09-21,7.875
1993-09-22,7.9375
1993-09-23,7.625
1993-09-24,7.6875
1993-09-27,7.75
1993-09-28,7.5625
1993-09-29,7.625
1993-09-30,7.75
1993-10-01,7.8125
1993-10-04,7.875
1993-10-05,7.8125
1993-10-06,7.8125
1993-10-07,7.8125
1993-10-08,7.8125
1993-10-11,7.9375
1993-10-12,7.75
1993-10-13,7.75
1993-10-14,7.5625
1993-10-15,7.6875
1993-10-18,7.75
1993-10-19,7.5
1993-10-20,7.5
1993-10-21,7.6875
1993-10-22,7.5625
1993-10-25,7.75
1993-10-26,7.875
1993-10-27,7.9375
1993-10-28,8.0625
1993-10-29,8.0625
1993-11-01,8.3125
1993-11-02,8.5
1993-11-03,8.5
1993-11-04,8.3125
1993-11-05,8.1875
1993-11-08,8.375
1993-11-09,8.375
1993-11-10,8.1875
1993-11-11,8.4375
1993-11-12,8.5
1993-11-15,8.3125
1993-11-16,8.3125
1993-11-17,8.125
1993-11-18,8.3125
1993-11-19,8.25
1993-11-22,7.9375
1993-11-23,7.875
1993-11-24,8.0
1993-11-26,8.0625
1993-11-29,8.125
1993-11-30,8.0625
1993-12-01,7.9375
1993-12-02,8.125
1993-12-03,8.375
1993-12-06,8.4375
1993-12-07,8.3125
1993-12-08,8.3125
1993-12-09,8.0
1993-12-10,8.1875
1993-12-13,8.4375
1993-12-14,8.25
1993-12-15,8.0
1993-12-16,8.4375
1993-12-17,8.375
1993-12-20,8.125
1993-12-21,8.0625
1993-12-22,8.0
1993-12-23,8.0625
1993-12-27,8.125
1993-12-28,8.1875
1993-12-29,8.3125
1993-12-30,8.375
1993-12-31,8.3125
1994-01-03,8.25
1994-01-04,8.25
1994-01-05,8.1875
1994-01-06,8.25
1994-01-07,8.4375
1994-01-10,8.4375
1994-01-11,8.5625
1994-01-12,8.625
1994-01-13,8.5
1994-01-14,8.75
1994-01-17,8.5625
1994-01-18,8.5
1994-01-19,8.625
1994-01-20,8.8125
1994-01-21,8.9375
1994-01-24,8.9375
1994-01-25,8.9375
1994-01-26,9.625
1994-01-27,9.5625
1994-01-28,9.5
1994-01-31,9.4375
1994-02-01,9.5
1994-02-02,9.5
1994-02-03,9.625
1994-02-04,9.5
1994-02-07,9.625
1994-02-08,9.4375
1994-02-09,9.5
1994-02-10,9.25
1994-02-11,9.0
1994-02-14,9.0625
1994-02-15,9.4375
1994-02-16,9.375
1994-02-17,9.3125
1994-02-18,9.1875
1994-02-22,9.0625
1994-02-23,9.25
1994-02-24,9.0625
1994-02-25,9.1875
1994-02-28,9.375
1994-03-01,9.125
1994-03-02,9.3125
1994-03-03,9.25
1994-03-04,9.4375
1994-03-07,9.375
1994-03-08,9.3125
1994-03-09,9.625
1994-03-10,9.4375
1994-03-11,9.5625
1994-03-14,9.5625
1994-03-15,9.5625
1994-03-16,9.4375
1994-03-17,9.5625
1994-03-18,9.4375
1994-03-21,9.1875
1994-03-22,9.375
1994-03-23,9.5
1994-03-24,9.375
1994-03-25,9.5
1994-03-28,9.4375
1994-03-29,9.0
1994-03-30,9.0625
1994-03-31,8.6875
1994-04-04,8.6875
1994-04-05,9.0
1994-04-06,9.125
1994-04-07,9.125
1994-04-08,9.125
1994-04-11,9.0
1994-04-12,9.0625
1994-04-13,9.3125
1994-04-14,9.0
1994-04-15,9.0625
1994-04-18,9.0
1994-04-19,8.9375
1994-04-20,8.625
1994-04-21,8.625
1994-04-22,8.75
1994-04-25,8.9375
1994-04-26,9.1875
1994-04-28,9.4375
1994-04-29,9.5625
1994-05-02,9.8125
1994-05-03,9.8125
1994-05-04,9.75
1994-05-05,9.5
1994-05-06,9.5
1994-05-09,9.25
1994-05-10,9.375
1994-05-11,9.4375
1994-05-12,9.4375
1994-05-13,9.375
1994-05-16,9.375
1994-05-17,9.375
1994-05-18,9.5625
1994-05-19,9.9375
1994-05-20,10.0625
1994-05-23,10.0
1994-05-24,10.0625
1994-05-25,10.1875
1994-05-26,10.25
1994-05-27,10.0
1994-05-31,10.1875
1994-06-01,10.3125
1994-06-02,10.25
1994-06-03,10.25
1994-06-06,10.25
1994-06-07,10.1875
1994-06-08,10.125
1994-06-09,10.0625
1994-06-10,10.0625
1994-06-13,10.3125
1994-06-14,10.375
1994-06-15,10.3125
1994-06-16,10.3125
1994-06-17,10.375
1994-06-20,10.0625
1994-06-21,9.75
1994-06-22,9.6875
1994-06-23,9.6875
1994-06-24,9.375
1994-06-27,9.5625
1994-06-28,9.8125
1994-06-29,9.875
1994-06-30,9.75
1994-07-01,9.875
1994-07-05,9.9375
1994-07-06,9.9375
1994-07-07,9.75
1994-07-08,10.125
1994-07-11,9.9375
1994-07-12,9.6875
1994-07-13,9.625
1994-07-14,10.0
1994-07-15,10.0
1994-07-18,10.25
1994-07-19,10.875
1994-07-20,10.5
1994-07-21,10.375
1994-07-22,10.5625
1994-07-25,10.5625
1994-07-26,10.75
1994-07-27,10.8125
1994-07-28,11.0
1994-07-29,11.25
1994-08-01,11.375
1994-08-02,11.0
1994-08-03,11.25
1994-08-04,10.8125
1994-08-05,10.75
1994-08-08,10.9375
1994-08-09,10.875
1994-08-10,11.0625
1994-08-11,11.0625
1994-08-12,10.9375
1994-08-15,10.6875
1994-08-16,10.8125
1994-08-17,10.75
1994-08-18,10.6875
1994-08-19,10.6875
1994-08-22,11.0625
1994-08-23,11.25
1994-08-24,11.125
1994-08-25,11.125
1994-08-26,11.25
1994-08-29,11.375
1994-08-30,11.3125
1994-08-31,11.375
1994-09-01,11.3125
1994-09-02,11.1875
1994-09-06,10.875
1994-09-07,10.875
1994-09-08,10.9375
1994-09-09,10.8125
1994-09-12,10.875
1994-09-13,10.8125
1994-09-14,11.1875
1994-09-15,11.625
1994-09-16,11.4375
1994-09-19,11.625
1994-09-20,11.375
1994-09-21,11.5625
1994-09-22,11.25
1994-09-23,11.3125
1994-09-26,11.3125
1994-09-27,11.375
1994-09-28,11.8125
1994-09-29,12.0
1994-09-30,12.1875
1994-10-03,12.125
1994-10-04,11.5625
1994-10-05,11.375
1994-10-06,11.125
1994-10-07,11.25
1994-10-10,11.5
1994-10-11,11.6875
1994-10-12,11.8125
1994-10-13,11.9375
1994-10-14,11.75
1994-10-17,11.875
1994-10-18,11.625
1994-10-19,11.8125
1994-10-20,11.6875
1994-10-21,11.75
1994-10-24,11.375
1994-10-25,11.1875
1994-10-26,11.4375
1994-10-27,11.4375
1994-10-28,11.5625
1994-10-31,11.5625
1994-11-01,11.1875
1994-11-02,11.375
1994-11-03,11.5625
1994-11-04,11.5625
1994-11-07,11.4375
1994-11-08,11.375
1994-11-09,11.125
1994-11-10,10.6875
1994-11-11,10.3125
1994-11-14,10.5
1994-11-15,10.3125
1994-11-16,10.6875
1994-11-17,10.4375
1994-11-18,10.1875
1994-11-21,10.375
1994-11-22,10.0625
1994-11-23,10.1875
1994-11-25,10.0
1994-11-28,9.875
1994-11-29,9.75
1994-11-30,10.125
1994-12-01,9.9375
1994-12-02,10.125
1994-12-05,10.1875
1994-12-06,10.125
1994-12-07,10.125
1994-12-08,9.875
1994-12-09,9.6875
1994-12-12,9.5625
1994-12-13,9.5625
1994-12-14,10.0625
1994-12-15,10.0625
1994-12-16,10.0625
1994-12-19,9.9375
1994-12-20,10.3125
1994-12-21,10.0625
1994-12-22,10.1875
1994-12-23,10.3125
1994-12-27,10.4375
1994-12-28,10.1875
1994-12-29,10.25
1994-12-30,10.25
1995-01-03,10.125
1995-01-04,10.0625
1995-01-05,10.3125
1995-01-06,10.5
1995-01-09,10.75
1995-01-10,10.375
1995-01-11,10.3125
1995-01-12,10.25
1995-01-13,10.3125
1995-01-16,10.4375
1995-01-17,10.625
1995-01-18,10.5625
1995-01-19,10.5625
1995-01-20,10.625
1995-01-23,10.375
1995-01-24,10.25
1995-01-25,10.125
1995-01-26,10.1875
1995-01-27,10.125
1995-01-30,9.9375
1995-01-31,10.0625
1995-02-01,10.0625
1995-02-02,10.0625
1995-02-03,10.1875
1995-02-06,10.125
1995-02-07,10.5625
1995-02-08,10.6875
1995-02-09,10.4375
1995-02-10,10.3125
1995-02-13,10.5
1995-02-14,10.6875
1995-02-15,10.875
1995-02-16,10.6875
1995-02-17,10.6875
1995-02-21,10.9375
1995-02-22,11.125
1995-02-23,11.125
1995-02-24,11.0
1995-02-27,11.0625
1995-02-28,11.3125
1995-03-01,11.625
1995-03-02,11.1875
1995-03-03,11.0625
1995-03-06,10.75
1995-03-07,10.6875
1995-03-08,10.125
1995-03-09,9.9375
1995-03-10,10.0625
1995-03-13,9.9375
1995-03-14,10.4375
1995-03-15,10.625
1995-03-16,10.5625
1995-03-17,10.75
1995-03-20,10.9375
1995-03-21,11.125
1995-03-22,11.0625
1995-03-23,11.125
1995-03-24,11.0625
1995-03-27,11.3125
1995-03-28,11.25
1995-03-29,11.3125
1995-03-30,11.5
1995-03-31,11.625
1995-04-03,11.25
1995-04-04,11.625
1995-04-05,11.75
1995-04-06,11.625
1995-04-07,11.5625
1995-04-10,11.4375
1995-04-11,11.4375
1995-04-12,11.4375
1995-04-13,11.5
1995-04-17,11.5625
1995-04-18,11.4375
1995-04-19,11.5
1995-04-20,11.9375
1995-04-21,11.6875
1995-04-24,12.0
1995-04-25,12.125
1995-04-26,12.25
1995-04-27,11.875
1995-04-28,11.875
1995-05-01,11.8125
1995-05-02,11.75
1995-05-03,11.6875
1995-05-04,11.9375
1995-05-05,11.6875
1995-05-08,11.625
1995-05-09,11.6875
1995-05-10,11.5625
1995-05-11,12.125
1995-05-12,12.25
1995-05-15,12.1875
1995-05-16,12.5
1995-05-17,12.3125
1995-05-18,12.3125
1995-05-19,12.1875
1995-05-22,12.3125
1995-05-23,12.5
1995-05-24,12.5
1995-05-25,12.25
1995-05-26,12.25
1995-05-30,12.3125
1995-05-31,12.4375
1995-06-01,12.1875
1995-06-02,11.625
1995-06-05,11.9375
1995-06-06,12.0
1995-06-07,12.0
1995-06-08,11.875
1995-06-09,11.6875
1995-06-12,11.6875
1995-06-13,11.4375
1995-06-14,11.125
1995-06-15,11.1875
1995-06-16,11.4375
1995-06-19,11.8125
1995-06-20,12.1875
1995-06-21,12.25
1995-06-22,12.1875
1995-06-23,12.125
1995-06-26,12.125
1995-06-27,12.25
1995-06-28,12.5625
1995-06-29,12.3125
1995-06-30,12.4375
1995-07-03,12.4375
1995-07-05,12.75
1995-07-06,13.0
1995-07-07,13.4375
1995-07-10,13.875
1995-07-11,13.125
1995-07-12,13.570313
1995-07-13,13.75
1995-07-14,13.9375
1995-07-17,13.4375
1995-07-18,13.875
1995-07-19,13.1875
1995-07-20,13.3125
1995-07-21,13.5625
1995-07-24,13.75
1995-07-25,14.1875
1995-07-26,13.8125
1995-07-27,14.0625
1995-07-28,14.375
1995-07-31,14.0
1995-08-01,14.1875
1995-08-02,13.9375
1995-08-03,13.5625
1995-08-04,13.5625
1995-08-07,13.5
1995-08-08,13.3125
1995-08-09,13.0625
1995-08-10,13.125
1995-08-11,13.25
1995-08-14,13.1875
1995-08-15,13.125
1995-08-16,13.25
1995-08-17,13.5625
1995-08-18,13.5625
1995-08-21,13.9375
1995-08-22,13.8125
1995-08-23,13.75
1995-08-24,13.6875
1995-08-25,13.625
1995-08-28,13.5
1995-08-29,13.125
1995-08-30,12.9375
1995-08-31,13.0
1995-09-01,12.875
1995-09-05,13.3125
1995-09-06,13.25
1995-09-07,13.25
1995-09-08,13.1875
1995-09-11,13.25
1995-09-12,13.6875
1995-09-13,13.3125
1995-09-14,13.875
1995-09-15,14.125
1995-09-18,14.1875
1995-09-19,13.875
1995-09-20,14.0625
1995-09-21,13.8125
1995-09-22,13.625
1995-09-25,13.875
1995-09-26,13.625
1995-09-27,13.5
1995-09-28,13.375
1995-09-29,13.375
1995-10-02,13.0625
1995-10-03,12.5625
1995-10-04,12.1875
1995-10-05,12.6875
1995-10-06,13.1875
1995-10-09,13.0
1995-10-10,12.8125
1995-10-11,13.0625
1995-10-12,13.125
1995-10-13,13.125
1995-10-16,13.3125
1995-10-17,13.25
1995-10-18,13.5625
1995-10-19,13.25
1995-10-20,13.4375
1995-10-23,13.4375
1995-10-24,13.25
1995-10-25,13.4375
1995-10-26,13.125
1995-10-27,13.4375
1995-10-30,13.1875
1995-10-31,13.5
1995-11-01,14.0625
1995-11-02,14.5625
1995-11-03,14.4375
1995-11-06,14.375
1995-11-07,14.75
1995-11-08,14.625
1995-11-09,14.5625
1995-11-10,14.8125
1995-11-13,14.9375
1995-11-14,15.0
1995-11-15,15.0
1995-11-16,14.75
1995-11-17,14.5625
1995-11-20,14.3125
1995-11-21,14.4375
1995-11-22,14.8125
1995-11-24,14.5625
1995-11-27,14.625
1995-11-28,14.9375
1995-11-29,14.8125
1995-11-30,14.5625
1995-12-01,14.375
1995-12-04,14.5
1995-12-05,14.5
1995-12-06,14.8125
1995-12-07,14.8125
1995-12-08,14.875
1995-12-11,15.0625
1995-12-12,15.0
1995-12-13,15.3125
1995-12-14,15.8125
1995-12-15,15.8125
1995-12-18,15.4375
1995-12-19,15.625
1995-12-20,15.875
1995-12-21,15.625
1995-12-22,15.9375
1995-12-26,16.375
1995-12-27,16.6875
1995-12-28,16.9375
1995-12-29,16.8125
1996-01-02,16.625
1996-01-03,16.9375
1996-01-04,16.5625
1996-01-05,16.3125
1996-01-08,16.25
1996-01-09,16.25
1996-01-10,15.875
1996-01-11,16.125
1996-01-12,17.25
1996-01-15,17.0
1996-01-16,16.8125
1996-01-17,16.625
1996-01-18,16.5
1996-01-19,16.625
1996-01-22,17.125
1996-01-23,17.0625
1996-01-24,17.5
1996-01-25,17.4375
1996-01-26,17.5
1996-01-29,17.1875
1996-01-30,17.0
1996-01-31,17.0
1996-02-01,17.875
1996-02-02,17.5625
1996-02-05,17.6875
1996-02-06,18.25
1996-02-07,18.0
1996-02-08,17.9375
1996-02-09,17.875
1996-02-12,18.4375
1996-02-13,18.4375
1996-02-14,18.5
1996-02-15,18.6875
1996-02-16,18.9375
1996-02-20,18.6875
1996-02-21,18.5
1996-02-22,18.5625
1996-02-23,18.0625
1996-02-26,17.75
1996-02-27,17.375
1996-02-28,17.4375
1996-02-29,17.25
1996-03-01,17.875
1996-03-04,18.4375
1996-03-05,18.375
1996-03-06,18.6875
1996-03-07,18.4375
1996-03-08,17.75
1996-03-11,18.0625
1996-03-12,18.5
1996-03-13,18.75
1996-03-14,19.5
1996-03-15,19.375
1996-03-18,19.1875
1996-03-19,19.125
1996-03-20,18.8125
1996-03-21,19.5625
1996-03-22,19.625
1996-03-25,19.9375
1996-03-26,19.6875
1996-03-27,19.75
1996-03-28,19.625
1996-03-29,19.9375
1996-04-01,20.4375
1996-04-02,20.3125
1996-04-03,20.5
1996-04-04,20.75
1996-04-08,20.375
1996-04-09,20.1875
1996-04-10,19.5
1996-04-11,19.375
1996-04-12,19.75
1996-04-15,19.9375
1996-04-16,19.6875
1996-04-17,19.125
1996-04-18,19.25
1996-04-19,19.4375
1996-04-22,19.5625
1996-04-23,19.5625
1996-04-24,20.0
1996-04-25,20.0
1996-04-26,20.0625
1996-04-29,19.625
1996-04-30,19.3125
1996-05-01,19.375
1996-05-02,19.3125
1996-05-03,19.4375
1996-05-06,19.625
1996-05-07,19.375
1996-05-08,19.0
1996-05-09,18.5625
1996-05-10,18.4375
1996-05-13,19.0
1996-05-14,19.125
1996-05-15,19.375
1996-05-16,19.25
1996-05-17,19.3125
1996-05-20,19.5625
1996-05-21,19.625
1996-05-22,19.625
1996-05-23,19.5625
1996-05-24,19.9375
1996-05-28,19.8125
1996-05-29,20.0
1996-05-30,20.125
1996-05-31,20.3125
1996-06-03,19.9375
1996-06-04,19.875
1996-06-05,20.125
1996-06-06,20.0625
1996-06-07,19.9375
1996-06-10,20.125
1996-06-11,19.9375
1996-06-12,20.1875
1996-06-13,20.875
1996-06-14,20.75
1996-06-17,20.5
1996-06-18,20.375
1996-06-19,20.3125
1996-06-20,20.375
1996-06-21,20.625
1996-06-24,20.75
1996-06-25,20.375
1996-06-26,20.125
1996-06-27,20.3125
1996-06-28,21.125
1996-07-01,20.8125
1996-07-02,20.75
1996-07-03,20.9375
1996-07-05,20.75
1996-07-08,20.5625
1996-07-09,20.375
1996-07-10,20.0
1996-07-11,19.75
1996-07-12,19.4375
1996-07-15,19.0
1996-07-16,18.9375
1996-07-17,18.75
1996-07-18,19.125
1996-07-19,19.1875
1996-07-22,18.9375
1996-07-23,18.6875
1996-07-24,18.25
1996-07-25,18.375
1996-07-26,18.25
1996-07-29,18.5
1996-07-30,18.9375
1996-07-31,19.1875
1996-08-01,19.9375
1996-08-02,19.75
1996-08-05,19.75
1996-08-06,19.8125
1996-08-07,19.8125
1996-08-08,19.75
1996-08-09,19.375
1996-08-12,19.375
1996-08-13,19.1875
1996-08-14,19.1875
1996-08-15,19.3125
1996-08-16,19.625
1996-08-19,20.0625
1996-08-20,19.8125
1996-08-21,19.75
1996-08-22,19.9375
1996-08-23,19.6875
1996-08-26,19.5
1996-08-27,19.8125
1996-08-28,20.0
1996-08-29,20.1875
1996-08-30,20.5625
1996-09-03,21.0
1996-09-04,20.9375
1996-09-05,20.6875
1996-09-06,20.75
1996-09-09,21.125
1996-09-10,21.0
1996-09-11,21.1875
1996-09-12,21.1875
1996-09-13,21.25
1996-09-16,21.375
1996-09-17,21.125
1996-09-18,21.1875
1996-09-19,21.0625
1996-09-20,21.375
1996-09-23,21.6875
1996-09-24,21.5625
1996-09-25,21.5
1996-09-26,21.375
1996-09-27,21.3125
1996-09-30,21.5
1996-10-01,21.5625
1996-10-02,21.8125
1996-10-03,22.125
1996-10-04,22.3125
1996-10-07,22.3125
1996-10-08,22.375
1996-10-09,22.25
1996-10-10,22.125
1996-10-11,22.1875
1996-10-14,22.1875
1996-10-15,22.375
1996-10-16,22.5
1996-10-17,22.625
1996-10-18,22.75
1996-10-21,23.0
1996-10-22,23.0625
1996-10-23,23.8125
1996-10-24,22.75
1996-10-25,22.5
1996-10-28,22.4375
1996-10-29,22.3125
1996-10-30,22.4375
1996-10-31,22.125
1996-11-01,21.9375
1996-11-04,22.125
1996-11-05,22.25
1996-11-06,22.5625
1996-11-07,23.0
1996-11-08,22.9375
1996-11-11,22.8125
1996-11-12,23.25
1996-11-13,23.5
1996-11-14,24.25
1996-11-15,24.0
1996-11-18,23.875
1996-11-19,23.6875
1996-11-20,23.3125
1996-11-21,23.5625
1996-11-22,23.9375
1996-11-25,24.6875
1996-11-26,24.4375
1996-11-27,24.25
1996-11-29,24.3125
1996-12-02,23.875
1996-12-03,23.8125
1996-12-04,23.5625
1996-12-05,23.875
1996-12-06,23.3125
1996-12-09,23.75
1996-12-10,23.8125
1996-12-11,23.5
1996-12-12,23.125
1996-12-13,22.9375
1996-12-16,22.5
1996-12-17,22.125
1996-12-18,22.5
1996-12-19,22.6875
1996-12-20,22.5625
1996-12-23,22.4375
1996-12-24,22.4375
1996-12-26,22.9375
1996-12-27,23.0625
1996-12-30,23.375
1996-12-31,23.0625
1997-01-02,23.125
1997-01-03,23.4375
1997-01-06,23.25
1997-01-07,22.6875
1997-01-08,22.8125
1997-01-09,23.0
1997-01-10,23.0
1997-01-13,23.1875
1997-01-14,22.9375
1997-01-15,22.8125
1997-01-16,22.9375
1997-01-17,23.25
1997-01-20,23.0
1997-01-21,23.25
1997-01-22,23.3125
1997-01-23,23.25
1997-01-24,22.8125
1997-01-27,22.8125
1997-01-28,23.1875
1997-01-29,23.125
1997-01-30,23.5
1997-01-31,23.1875
1997-02-03,23.25
1997-02-04,23.5
1997-02-05,23.6875
1997-02-06,23.375
1997-02-07,23.9375
1997-02-10,24.0625
1997-02-11,23.875
1997-02-12,24.5
1997-02-13,25.9375
1997-02-14,24.6875
1997-02-18,25.0
1997-02-19,24.9375
1997-02-20,24.75
1997-02-21,24.9375
1997-02-24,24.875
1997-02-25,24.375
1997-02-26,24.1875
1997-02-27,23.625
1997-02-28,24.375
1997-03-03,24.6875
1997-03-04,24.25
1997-03-05,24.625
1997-03-06,25.0
1997-03-07,25.0
1997-03-10,25.125
1997-03-11,25.1875
1997-03-12,24.9375
1997-03-13,24.75
1997-03-14,24.375
1997-03-17,24.5625
1997-03-18,24.1875
1997-03-19,24.125
1997-03-20,23.6875
1997-03-21,23.625
1997-03-24,23.25
1997-03-25,23.1875
1997-03-26,22.6875
1997-03-27,22.125
1997-03-31,22.4375
1997-04-01,21.9375
1997-04-02,22.25
1997-04-03,21.9375
1997-04-04,21.75
1997-04-07,22.1875
