Date,AMCR
2017-06-05,11.75
2017-06-06,11.75
2017-06-07,11.8
2017-06-08,11.8
2017-06-09,11.8
2017-06-12,11.8
2017-06-13,11.8
2017-06-14,11.8
2017-06-15,12.05
2017-06-16,12.05
2017-06-19,12.05
2017-06-20,12.05
2017-06-21,12.05
2017-06-22,12.05
2017-06-23,12.05
2017-06-26,12.05
2017-06-27,12.05
2017-06-28,12.05
2017-06-29,12.43
2017-06-30,12.43
2017-07-03,12.43
2017-07-05,12.43
2017-07-06,12.43
2017-07-07,12.43
2017-07-10,12.43
2017-07-11,12.43
2017-07-12,12.43
2017-07-13,12.15
2017-07-14,12.15
2017-07-17,12.15
2017-07-18,12.15
2017-07-19,12.15
2017-07-20,12.15
2017-07-21,12.15
2017-07-24,12.15
2017-07-25,12.15
2017-07-26,12.15
2017-07-27,12.3
2017-07-28,12.3
2017-07-31,12.3
2017-08-01,12.3
2017-08-02,12.3
2017-08-03,12.3
2017-08-04,12.3
2017-08-07,12.3
2017-08-08,12.3
2017-08-09,12.3
2017-08-10,12.3
2017-08-11,12.3
2017-08-14,12.3
2017-08-15,12.3
2017-08-16,12.3
2017-08-17,12.3
2017-08-18,12.6
2017-08-21,12.5
2017-08-22,12.77
2017-08-23,12.77
2017-08-24,12.77
2017-08-25,12.77
2017-08-28,12.77
2017-08-29,12.77
2017-08-30,12.77
2017-08-31,12.77
2017-09-01,12.77
2017-09-05,12.77
2017-09-06,12.77
2017-09-07,12.77
2017-09-08,12.77
2017-09-11,12.77
2017-09-12,12.77
2017-09-13,12.77
2017-09-14,12.77
2017-09-15,12.77
2017-09-18,12.77
2017-09-19,12.77
2017-09-20,12.77
2017-09-21,12.77
2017-09-22,12.77
2017-09-25,12.77
2017-09-26,12.77
2017-09-27,12.05
2017-09-28,12.05
2017-09-29,12.05
2017-10-02,12.05
2017-10-03,12.05
2017-10-04,12.05
2017-10-05,12.05
2017-10-06,12.05
2017-10-09,12.05
2017-10-10,12.05
2017-10-11,12.05
2017-10-12,12.05
2017-10-13,12.05
2017-10-16,12.05
2017-10-17,12.05
2017-10-18,12.05
2017-10-19,12.05
2017-10-20,12.05
2017-10-23,12.05
2017-10-24,12.05
2017-10-25,12.05
2017-10-26,12.05
2017-10-27,12.05
2017-10-30,12.05
2017-10-31,12.05
2017-11-01,12.05
2017-11-02,12.05
2017-11-03,12.05
2017-11-06,12.05
2017-11-07,12.05
2017-11-08,12.05
2017-11-09,12.05
2017-11-10,12.05
2017-11-13,12.05
2017-11-14,12.05
2017-11-15,12.05
2017-11-16,11.37
2017-11-17,11.37
2017-11-20,11.37
2017-11-21,11.37
2017-11-22,11.37
2017-11-24,11.37
2017-11-27,11.37
2017-11-28,11.37
2017-11-29,11.3
2017-11-30,11.3
2017-12-01,11.3
2017-12-04,11.3
2017-12-05,11.3
2017-12-06,11.3
2017-12-07,11.3
2017-12-08,11.3
2017-12-11,11.3
2017-12-12,11.3
2017-12-13,11.3
2017-12-14,11.3
2017-12-15,11.3
2017-12-18,11.3
2017-12-19,11.3
2017-12-20,11.3
2017-12-21,11.3
2017-12-22,11.3
2017-12-26,11.8
2017-12-27,11.8
2017-12-28,11.8
2017-12-29,11.8
2018-01-02,11.8
2018-01-03,11.8
2018-01-04,11.8
2018-01-05,11.8
2018-01-08,11.8
2018-01-09,11.8
2018-01-10,11.8
2018-01-11,11.8
2018-01-12,11.8
2018-01-16,11.8
2018-01-17,11.6
2018-01-18,11.6
2018-01-19,11.6
2018-01-22,11.6
2018-01-23,11.59
2018-01-24,11.75
2018-01-25,11.75
2018-01-26,11.75
2018-01-29,11.75
2018-01-30,11.75
2018-01-31,11.75
2018-02-01,11.75
2018-02-02,11.75
2018-02-05,11.75
2018-02-06,11.75
2018-02-07,11.75
2018-02-08,11.75
2018-02-09,11.75
2018-02-12,11.75
2018-02-13,11.44
2018-02-14,11.44
2018-02-15,11.05
2018-02-16,10.9
2018-02-20,10.9
2018-02-21,10.9
2018-02-22,10.9
2018-02-23,11.11
2018-02-26,11.11
2018-02-27,11.11
2018-02-28,11.11
2018-03-01,11.11
2018-03-02,10.74
2018-03-05,10.74
2018-03-06,10.74
2018-03-07,10.74
2018-03-08,10.74
2018-03-09,10.74
2018-03-12,10.74
2018-03-13,10.74
2018-03-14,10.74
2018-03-15,10.74
2018-03-16,11.02
2018-03-19,11.02
2018-03-20,11.02
2018-03-21,11.02
2018-03-22,11.02
2018-03-23,11.02
2018-03-26,11.02
2018-03-27,11.02
2018-03-28,10.75
2018-03-29,10.75
2018-04-02,10.75
2018-04-03,10.75
2018-04-04,10.75
2018-04-05,10.75
2018-04-06,10.55
2018-04-09,10.55
2018-04-10,10.75
2018-04-11,10.75
2018-04-12,10.75
2018-04-13,10.75
2018-04-16,10.75
2018-04-17,10.92
2018-04-18,10.85
2018-04-19,10.85
2018-04-20,10.85
2018-04-23,10.85
2018-04-24,10.85
2018-04-25,10.85
2018-04-26,10.85
2018-04-27,10.85
2018-04-30,10.85
2018-05-01,10.2
2018-05-02,10.2
2018-05-03,10.2
2018-05-04,10.2
2018-05-07,10.2
2018-05-08,10.2
2018-05-09,10.43
2018-05-10,10.43
2018-05-11,10.42
2018-05-14,10.42
2018-05-15,10.42
2018-05-16,10.42
2018-05-17,10.42
2018-05-18,10.42
2018-05-21,10.42
2018-05-22,10.42
2018-05-23,10.42
2018-05-24,10.42
2018-05-25,10.42
2018-05-29,10.42
2018-05-30,10.42
2018-05-31,10.42
2018-06-01,10.42
2018-06-04,10.42
2018-06-05,10.42
2018-06-06,10.42
2018-06-07,10.5
2018-06-08,10.5
2018-06-11,10.5
2018-06-12,10.5
2018-06-13,10.58
2018-06-14,10.58
2018-06-15,10.15
2018-06-18,10.15
2018-06-19,10.0
2018-06-20,10.0
2018-06-21,10.0
2018-06-22,10.0
2018-06-25,10.0
2018-06-26,10.0
2018-06-27,10.7
2018-06-28,10.5
2018-06-29,10.5
2018-07-02,10.5
2018-07-03,10.15
2018-07-05,10.38
2018-07-06,10.45
2018-07-09,10.45
2018-07-10,10.45
2018-07-11,10.45
2018-07-12,10.54
2018-07-13,10.54
2018-07-16,10.54
2018-07-17,10.54
2018-07-18,10.54
2018-07-19,10.54
2018-07-20,10.54
2018-07-23,10.54
2018-07-24,10.54
2018-07-25,10.54
2018-07-26,10.54
2018-07-27,10.54
2018-07-30,10.54
2018-07-31,11.1
2018-08-01,11.1
2018-08-02,11.1
2018-08-03,11.1
2018-08-06,11.1
2018-08-07,11.1
2018-08-08,10.6
2018-08-09,10.6
2018-08-10,10.3
2018-08-13,10.3
2018-08-14,10.3
2018-08-15,10.3
2018-08-16,10.3
2018-08-17,10.3
2018-08-20,10.3
2018-08-21,10.4
2018-08-22,10.4
2018-08-23,10.4
2018-08-24,10.4
2018-08-27,10.4
2018-08-28,10.33
2018-08-29,10.33
2018-08-30,10.33
2018-08-31,10.33
2018-09-04,10.33
2018-09-05,10.33
2018-09-06,10.33
2018-09-07,10.33
2018-09-10,10.33
2018-09-11,9.85
2018-09-12,10.03
2018-09-13,10.03
2018-09-14,10.03
2018-09-17,10.03
2018-09-18,10.03
2018-09-19,9.75
2018-09-20,9.75
2018-09-21,9.75
2018-09-24,9.75
2018-09-25,9.75
2018-09-26,9.9
2018-09-27,9.95
2018-09-28,9.95
2018-10-01,9.9
2018-10-02,9.9
2018-10-03,9.55
2018-10-04,9.55
2018-10-05,9.4
2018-10-08,9.4
2018-10-09,9.4
2018-10-10,9.21
2018-10-11,9.21
2018-10-12,9.21
2018-10-15,9.3
2018-10-16,9.3
2018-10-17,9.3
2018-10-18,9.3
2018-10-19,9.0
2018-10-22,9.0
2018-10-23,9.0
2018-10-24,9.0
2018-10-25,9.0
2018-10-26,9.0
2018-10-29,9.0
2018-10-30,9.0
2018-10-31,9.0
2018-11-01,9.0
2018-11-02,9.0
2018-11-05,9.0
2018-11-06,9.59
2018-11-07,9.59
2018-11-08,9.75
2018-11-09,9.7
2018-11-12,9.6
2018-11-13,9.75
2018-11-14,9.76
2018-11-15,9.95
2018-11-16,9.95
2018-11-19,9.95
2018-11-20,9.7
2018-11-21,9.7
2018-11-23,9.7
2018-11-26,9.7
2018-11-27,9.7
2018-11-28,9.57
2018-11-29,9.86
2018-11-30,9.86
2018-12-03,9.86
2018-12-04,9.86
2018-12-06,9.86
2018-12-07,9.86
2018-12-10,9.86
2018-12-11,9.56
2018-12-12,9.6
2018-12-13,9.6
2018-12-14,9.6
2018-12-17,9.5
2018-12-18,9.5
2018-12-19,9.5
2018-12-20,9.25
2018-12-21,9.0
2018-12-24,9.0
2018-12-26,8.75
2018-12-27,8.75
2018-12-28,9.3
2018-12-31,9.3
2019-01-02,9.3
2019-01-03,9.3
2019-01-04,9.3
2019-01-07,9.5
2019-01-08,9.44
2019-01-09,9.45
2019-01-10,9.51
2019-01-11,9.51
2019-01-14,9.51
2019-01-15,9.35
2019-01-16,9.35
2019-01-17,9.57
2019-01-18,9.55
2019-01-22,9.55
2019-01-23,9.69
2019-01-24,9.69
2019-01-25,9.69
2019-01-28,9.69
2019-01-29,9.69
2019-01-30,9.69
2019-01-31,9.69
2019-02-01,9.69
2019-02-04,9.69
2019-02-05,10.09
2019-02-06,10.09
2019-02-07,10.3
2019-02-08,10.3
2019-02-11,10.27
2019-02-12,10.27
2019-02-13,10.27
2019-02-14,10.27
2019-02-15,10.27
2019-02-19,10.27
2019-02-20,10.27
2019-02-21,10.27
2019-02-22,10.27
2019-02-25,10.7
2019-02-26,10.7
2019-02-27,10.7
2019-02-28,10.7
2019-03-01,10.7
2019-03-04,10.7
2019-03-05,10.3
2019-03-06,10.34
2019-03-07,10.34
2019-03-08,10.34
2019-03-11,10.34
2019-03-12,10.49
2019-03-13,10.47
2019-03-14,10.47
2019-03-15,10.47
2019-03-18,10.47
2019-03-19,10.47
2019-03-20,10.47
2019-03-21,10.69
2019-03-22,10.8
2019-03-25,10.78
2019-03-26,10.78
2019-03-27,10.8
2019-03-28,10.75
2019-03-29,10.75
2019-04-01,11.08
2019-04-02,11.08
2019-04-03,11.08
2019-04-04,11.08
2019-04-05,10.83
2019-04-08,11.02
2019-04-09,11.25
2019-04-10,11.25
2019-04-11,11.25
2019-04-12,11.25
2019-04-15,11.25
2019-04-16,11.15
2019-04-17,11.01
2019-04-18,11.01
2019-04-22,10.93
2019-04-23,11.1
2019-04-24,11.1
2019-04-25,11.0
2019-04-26,11.0
2019-04-29,11.0
2019-04-30,11.0
2019-05-01,11.0
2019-05-02,11.0
2019-05-03,11.69
2019-05-06,11.69
2019-05-07,11.69
2019-05-08,11.69
2019-05-09,11.69
2019-05-10,11.69
2019-05-13,11.69
2019-05-14,11.69
2019-05-15,11.69
2019-05-16,11.69
2019-05-17,11.69
2019-05-20,11.69
2019-05-21,11.69
2019-05-22,11.69
2019-05-23,11.69
2019-05-24,11.69
2019-05-28,11.69
2019-05-29,11.69
2019-05-30,11.69
2019-05-31,11.15
2019-06-03,11.15
2019-06-04,11.15
2019-06-05,11.15
2019-06-06,11.15
2019-06-07,11.15
2019-06-10,11.15
2019-06-11,11.18
2019-06-12,11.22
2019-06-13,10.98
2019-06-14,10.93
2019-06-17,10.65
2019-06-18,10.8
2019-06-19,10.59
2019-06-20,10.87
2019-06-21,11.02
2019-06-24,11.14
2019-06-25,11.46
2019-06-26,11.51
2019-06-27,11.49
2019-06-28,11.49
2019-07-01,11.43
2019-07-02,11.58
2019-07-03,11.68
2019-07-05,11.61
2019-07-08,11.44
2019-07-09,11.02
2019-07-10,10.96
2019-07-11,11.08
2019-07-12,11.15
2019-07-15,11.08
2019-07-16,10.9
2019-07-17,11.18
2019-07-18,11.28
2019-07-19,11.27
2019-07-22,10.74
2019-07-23,10.86
2019-07-24,10.79
2019-07-25,10.98
2019-07-26,10.96
2019-07-29,10.87
2019-07-30,10.61
2019-07-31,10.6
2019-08-01,10.51
2019-08-02,10.54
2019-08-05,10.3
2019-08-06,10.24
2019-08-07,10.43
2019-08-08,10.61
2019-08-09,10.47
2019-08-12,10.27
2019-08-13,10.43
2019-08-14,9.95
2019-08-15,9.7
2019-08-16,9.92
2019-08-19,10.11
2019-08-20,9.97
2019-08-21,9.65
2019-08-22,9.54
2019-08-23,9.44
2019-08-26,9.72
2019-08-27,9.78
2019-08-28,9.71
2019-08-29,9.74
2019-08-30,9.82
2019-09-03,9.71
2019-09-04,9.71
2019-09-05,9.77
2019-09-06,9.87
2019-09-09,9.81
2019-09-10,10.06
2019-09-11,10.14
2019-09-12,10.1
2019-09-13,10.22
2019-09-16,9.67
2019-09-17,9.76
2019-09-18,9.82
2019-09-19,9.79
2019-09-20,9.66
2019-09-23,9.65
2019-09-24,9.6
2019-09-25,9.65
2019-09-26,9.61
2019-09-27,9.73
2019-09-30,9.75
2019-10-01,9.55
2019-10-02,9.42
2019-10-03,9.55
2019-10-04,9.49
2019-10-07,9.39
2019-10-08,9.23
2019-10-09,9.32
2019-10-10,9.32
2019-10-11,9.6
2019-10-14,9.59
2019-10-15,9.59
2019-10-16,9.39
2019-10-17,9.59
2019-10-18,9.59
2019-10-21,9.68
2019-10-22,9.66
2019-10-23,9.71
2019-10-24,9.47
2019-10-25,9.72
2019-10-28,9.58
2019-10-29,9.48
2019-10-30,9.56
2019-10-31,9.52
2019-11-01,9.73
2019-11-04,9.89
2019-11-05,10.0
2019-11-06,9.97
2019-11-07,9.78
2019-11-08,9.77
2019-11-11,9.81
2019-11-12,9.83
2019-11-13,9.86
2019-11-14,9.95
2019-11-15,10.02
2019-11-18,10.02
2019-11-19,10.14
2019-11-20,9.83
2019-11-21,9.9
2019-11-22,10.06
2019-11-25,10.11
2019-11-26,10.15
2019-11-27,10.3
2019-11-29,10.26
2019-12-02,10.17
2019-12-03,10.07
2019-12-04,10.18
2019-12-05,10.33
2019-12-06,10.47
2019-12-09,10.43
2019-12-10,10.35
2019-12-11,10.48
2019-12-12,10.68
2019-12-13,10.56
2019-12-16,10.76
2019-12-17,10.81
2019-12-18,10.77
2019-12-19,10.8
2019-12-20,10.77
2019-12-23,10.91
2019-12-24,10.79
2019-12-26,10.85
2019-12-27,10.95
2019-12-30,10.85
2019-12-31,10.84
2020-01-02,10.63
2020-01-03,10.49
2020-01-06,10.42
2020-01-07,10.33
2020-01-08,10.37
2020-01-09,10.4
2020-01-10,10.45
2020-01-13,10.69
2020-01-14,10.62
2020-01-15,10.67
2020-01-16,10.82
2020-01-17,10.9
2020-01-21,10.7
2020-01-22,10.73
2020-01-23,10.73
2020-01-24,10.49
2020-01-27,10.77
2020-01-28,10.89
2020-01-29,10.85
2020-01-30,10.83
2020-01-31,10.59
2020-02-03,10.68
2020-02-04,10.87
2020-02-05,11.02
2020-02-06,11.01
2020-02-07,10.82
2020-02-10,10.81
2020-02-11,10.97
2020-02-12,10.47
2020-02-13,10.16
2020-02-14,10.21
2020-02-18,10.21
2020-02-19,10.18
2020-02-20,10.27
2020-02-21,10.24
2020-02-24,9.93
2020-02-25,9.67
2020-02-26,9.76
2020-02-27,9.46
2020-02-28,9.32
2020-03-02,9.79
2020-03-03,9.59
2020-03-04,9.77
2020-03-05,9.39
2020-03-06,9.32
2020-03-09,8.88
2020-03-10,8.97
2020-03-11,7.99
2020-03-12,6.7
2020-03-13,6.82
2020-03-16,5.95
2020-03-17,6.23
2020-03-18,6.39
2020-03-19,7.43
2020-03-20,7.3
2020-03-23,6.62
2020-03-24,7.52
2020-03-25,7.71
2020-03-26,8.13
2020-03-27,7.8
2020-03-30,8.28
2020-03-31,8.12
2020-04-01,7.86
2020-04-02,8.18
2020-04-03,7.84
2020-04-06,8.22
2020-04-07,8.13
2020-04-08,8.51
2020-04-09,9.16
2020-04-13,8.9
2020-04-14,9.04
2020-04-15,8.65
2020-04-16,8.46
2020-04-17,8.78
2020-04-20,8.64
2020-04-21,8.26
2020-04-22,8.36
2020-04-23,8.21
2020-04-24,8.42
2020-04-27,8.68
2020-04-28,9.02
2020-04-29,9.24
2020-04-30,8.97
2020-05-01,8.68
2020-05-04,8.69
2020-05-05,8.58
2020-05-06,8.48
2020-05-07,8.61
2020-05-08,8.97
2020-05-11,8.83
2020-05-12,9.11
2020-05-13,9.11
2020-05-14,9.09
2020-05-15,9.1
2020-05-18,9.64
2020-05-19,9.4
2020-05-20,9.45
2020-05-21,9.48
2020-05-22,9.6
2020-05-26,10.0
2020-05-27,9.86
