Date,NOK
1994-08-08,1.5234379999999998
1994-08-09,1.5078129999999998
1994-08-10,1.496094
1994-08-11,1.503906
1994-08-12,1.488281
1994-08-15,1.503906
1994-08-16,1.496094
1994-08-17,1.535156
1994-08-18,1.6171879999999998
1994-08-19,1.6445310000000002
1994-08-22,1.636719
1994-08-23,1.640625
1994-08-24,1.636719
1994-08-25,1.65625
1994-08-26,1.648438
1994-08-29,1.6523439999999998
1994-08-30,1.6679689999999998
1994-08-31,1.710938
1994-09-01,1.71875
1994-09-02,1.7304689999999998
1994-09-06,1.7226560000000002
1994-09-07,1.7226560000000002
1994-09-08,1.742188
1994-09-09,1.75
1994-09-12,1.796875
1994-09-13,1.757813
1994-09-14,1.765625
1994-09-15,1.7617189999999998
1994-09-16,1.765625
1994-09-19,1.7617189999999998
1994-09-20,1.7148439999999998
1994-09-21,1.7148439999999998
1994-09-22,1.71875
1994-09-23,1.7617189999999998
1994-09-26,1.765625
1994-09-27,1.8007810000000002
1994-09-28,1.820313
1994-09-29,1.8320310000000002
1994-09-30,1.828125
1994-10-03,1.8476560000000002
1994-10-04,1.828125
1994-10-05,1.804688
1994-10-06,1.765625
1994-10-07,1.75
1994-10-10,1.7695310000000002
1994-10-11,1.8710939999999998
1994-10-12,1.90625
1994-10-13,1.9414060000000002
1994-10-14,2.042969
1994-10-17,2.066406
1994-10-18,2.054688
1994-10-19,2.257813
1994-10-20,2.378906
1994-10-21,2.34375
1994-10-24,2.261719
1994-10-25,2.316406
1994-10-26,2.371094
1994-10-27,2.421875
1994-10-28,2.386719
1994-10-31,2.347656
1994-11-01,2.308594
1994-11-02,2.300781
1994-11-03,2.320313
1994-11-04,2.292969
1994-11-07,2.238281
1994-11-08,2.28125
1994-11-09,2.300781
1994-11-10,2.304688
1994-11-11,2.3125
1994-11-14,2.304688
1994-11-15,2.289063
1994-11-16,2.347656
1994-11-17,2.316406
1994-11-18,2.265625
1994-11-21,2.242188
1994-11-22,2.148438
1994-11-23,2.160156
1994-11-25,2.175781
1994-11-28,2.160156
1994-11-29,2.160156
1994-11-30,2.183594
1994-12-01,2.203125
1994-12-02,2.199219
1994-12-05,2.25
1994-12-06,2.226563
1994-12-07,2.214844
1994-12-08,2.171875
1994-12-09,2.164063
1994-12-12,2.128906
1994-12-13,2.128906
1994-12-14,2.175781
1994-12-15,2.191406
1994-12-16,2.222656
1994-12-19,2.234375
1994-12-20,2.226563
1994-12-21,2.214844
1994-12-22,2.234375
1994-12-23,2.273438
1994-12-27,2.273438
1994-12-28,2.328125
1994-12-29,2.320313
1994-12-30,2.34375
1995-01-03,2.308594
1995-01-04,2.316406
1995-01-05,2.324219
1995-01-06,2.359375
1995-01-09,2.417969
1995-01-10,2.507813
1995-01-11,2.46875
1995-01-12,2.476563
1995-01-13,2.503906
1995-01-16,2.484375
1995-01-17,2.480469
1995-01-18,2.511719
1995-01-19,2.527344
1995-01-20,2.542969
1995-01-23,2.492188
1995-01-24,2.46875
1995-01-25,2.453125
1995-01-26,2.40625
1995-01-27,2.359375
1995-01-30,2.3125
1995-01-31,2.285156
1995-02-01,2.371094
1995-02-02,2.441406
1995-02-03,2.480469
1995-02-06,2.492188
1995-02-07,2.429688
1995-02-08,2.351563
1995-02-09,2.40625
1995-02-10,2.40625
1995-02-13,2.421875
1995-02-14,2.484375
1995-02-15,2.472656
1995-02-16,2.453125
1995-02-17,2.296875
1995-02-21,2.304688
1995-02-22,2.304688
1995-02-23,2.34375
1995-02-24,2.320313
1995-02-27,2.300781
1995-02-28,2.351563
1995-03-01,2.328125
1995-03-02,2.359375
1995-03-03,2.390625
1995-03-06,2.417969
1995-03-07,2.375
1995-03-08,2.351563
1995-03-09,2.367188
1995-03-10,2.394531
1995-03-13,2.398438
1995-03-14,2.4375
1995-03-15,2.460938
1995-03-16,2.433594
1995-03-17,2.429688
1995-03-20,2.40625
1995-03-21,2.34375
1995-03-22,2.3125
1995-03-23,2.289063
1995-03-24,2.316406
1995-03-27,2.300781
1995-03-28,2.28125
1995-03-29,2.234375
1995-03-30,2.222656
1995-03-31,2.296875
1995-04-03,2.308594
1995-04-04,2.382813
1995-04-05,2.394531
1995-04-06,2.40625
1995-04-07,2.40625
1995-04-10,2.382813
1995-04-11,2.328125
1995-04-12,2.347656
1995-04-13,2.382813
1995-04-17,2.363281
1995-04-18,2.378906
1995-04-19,2.308594
1995-04-20,2.3125
1995-04-21,2.367188
1995-04-24,2.414063
1995-04-25,2.5625
1995-04-26,2.554688
1995-04-27,2.53125
1995-04-28,2.5625
1995-05-01,2.671875
1995-05-02,2.703125
1995-05-03,2.710938
1995-05-04,2.710938
1995-05-05,2.664063
1995-05-08,2.765625
1995-05-09,2.734375
1995-05-10,2.75
1995-05-11,2.679688
1995-05-12,2.65625
1995-05-15,2.6875
1995-05-16,2.71875
1995-05-17,2.742188
1995-05-18,2.703125
1995-05-19,2.773438
1995-05-22,2.84375
1995-05-23,2.875
1995-05-24,2.953125
1995-05-25,2.929688
1995-05-26,2.9375
1995-05-30,2.914063
1995-05-31,2.90625
1995-06-01,2.96875
1995-06-02,3.0
1995-06-05,3.039063
1995-06-06,3.03125
1995-06-07,3.054688
1995-06-08,3.101563
1995-06-09,3.101563
1995-06-12,3.15625
1995-06-13,3.109375
1995-06-14,2.960938
1995-06-15,3.03125
1995-06-16,3.40625
1995-06-19,3.5703129999999996
1995-06-20,3.640625
1995-06-21,3.6796879999999996
1995-06-22,3.7734379999999996
1995-06-23,3.765625
1995-06-26,3.59375
1995-06-27,3.6171879999999996
1995-06-28,3.5078129999999996
1995-06-29,3.7421879999999996
1995-06-30,3.7421879999999996
1995-07-03,3.71875
1995-07-05,3.9453129999999996
1995-07-06,4.0
1995-07-07,4.078125
1995-07-10,3.9296879999999996
1995-07-11,4.101563
1995-07-12,4.289063
1995-07-13,4.335938
1995-07-14,4.179688
1995-07-17,4.304688
1995-07-18,4.140625
1995-07-19,4.015625
1995-07-20,3.96875
1995-07-21,4.023438
1995-07-24,4.28125
1995-07-25,4.257813
1995-07-26,4.367188
1995-07-27,4.34375
1995-07-28,4.3125
1995-07-31,4.125
1995-08-01,4.039063
1995-08-02,4.101563
1995-08-03,4.109375
1995-08-04,4.164063
1995-08-07,4.15625
1995-08-08,4.132813
1995-08-09,4.109375
1995-08-10,4.1875
1995-08-11,4.164063
1995-08-14,4.195313
1995-08-15,4.148438
1995-08-16,4.109375
1995-08-17,4.242188
1995-08-18,4.226563
1995-08-21,4.1875
1995-08-22,4.179688
1995-08-23,4.296875
1995-08-24,4.34375
1995-08-25,4.296875
1995-08-28,4.234375
1995-08-29,4.242188
1995-08-30,4.335938
1995-08-31,4.328125
1995-09-01,4.3125
1995-09-05,4.367188
1995-09-06,4.601563
1995-09-07,4.6875
1995-09-08,4.59375
1995-09-11,4.726563
1995-09-12,4.6875
1995-09-13,4.703125
1995-09-14,4.773438
1995-09-15,4.453125
1995-09-18,4.523438
1995-09-19,4.53125
1995-09-20,4.414063
1995-09-21,4.40625
1995-09-22,4.421875
1995-09-25,4.421875
1995-09-26,4.28125
1995-09-27,4.125
1995-09-28,4.265625
1995-09-29,4.359375
1995-10-02,4.257813
1995-10-03,4.109375
1995-10-04,3.8984379999999996
1995-10-05,4.109375
1995-10-06,4.132813
1995-10-09,3.9453129999999996
1995-10-10,3.765625
1995-10-11,3.984375
1995-10-12,4.289063
1995-10-13,4.195313
1995-10-16,4.117188
1995-10-17,4.21875
1995-10-18,4.304688
1995-10-19,3.78125
1995-10-20,3.6171879999999996
1995-10-23,3.5625
1995-10-24,3.6171879999999996
1995-10-25,3.5859379999999996
1995-10-26,3.546875
1995-10-27,3.6484379999999996
1995-10-30,3.5390629999999996
1995-10-31,3.484375
1995-11-01,3.4140629999999996
1995-11-02,3.453125
1995-11-03,3.640625
1995-11-06,3.609375
1995-11-07,3.46875
1995-11-08,3.5234379999999996
1995-11-09,3.625
1995-11-10,3.6640629999999996
1995-11-13,3.5703129999999996
1995-11-14,3.3515629999999996
1995-11-15,3.4609379999999996
1995-11-16,3.40625
1995-11-17,3.3203129999999996
1995-11-20,3.390625
1995-11-21,3.210938
1995-11-22,3.296875
1995-11-24,3.3984379999999996
1995-11-27,3.3984379999999996
1995-11-28,3.5546879999999996
1995-11-29,3.453125
1995-11-30,3.390625
1995-12-01,3.273438
1995-12-04,3.265625
1995-12-05,3.203125
1995-12-06,3.085938
1995-12-07,2.992188
1995-12-08,3.265625
1995-12-11,3.226563
1995-12-12,3.148438
1995-12-13,2.890625
1995-12-14,2.21875
1995-12-15,2.09375
1995-12-18,2.046875
1995-12-19,2.070313
1995-12-20,2.226563
1995-12-21,2.382813
1995-12-22,2.359375
1995-12-26,2.507813
1995-12-27,2.429688
1995-12-28,2.398438
1995-12-29,2.4375
1996-01-02,2.5
1996-01-03,2.4375
1996-01-04,2.34375
1996-01-05,2.210938
1996-01-08,2.1875
1996-01-09,2.1875
1996-01-10,2.15625
1996-01-11,2.265625
1996-01-12,2.1875
1996-01-15,2.140625
1996-01-16,2.25
1996-01-17,2.203125
1996-01-18,2.289063
1996-01-19,2.296875
1996-01-22,2.367188
1996-01-23,2.335938
1996-01-24,2.375
1996-01-25,2.296875
1996-01-26,2.351563
1996-01-29,2.351563
1996-01-30,2.375
1996-01-31,2.335938
1996-02-01,2.429688
1996-02-02,2.414063
1996-02-05,2.445313
1996-02-06,2.453125
1996-02-07,2.359375
1996-02-08,2.34375
1996-02-09,2.320313
1996-02-12,2.359375
1996-02-13,2.3125
1996-02-14,2.28125
1996-02-15,2.242188
1996-02-16,2.21875
1996-02-20,2.226563
1996-02-21,2.320313
1996-02-22,2.4375
1996-02-23,2.34375
1996-02-26,2.34375
1996-02-27,2.335938
1996-02-28,2.203125
1996-02-29,2.179688
1996-03-01,2.179688
1996-03-04,2.210938
1996-03-05,2.28125
1996-03-06,2.234375
1996-03-07,2.257813
1996-03-08,2.203125
1996-03-11,2.28125
1996-03-12,2.273438
1996-03-13,2.265625
1996-03-14,2.21875
1996-03-15,2.21875
1996-03-18,2.25
1996-03-19,2.265625
1996-03-20,2.226563
1996-03-21,2.195313
1996-03-22,2.195313
1996-03-25,2.171875
1996-03-26,2.140625
1996-03-27,2.132813
1996-03-28,2.148438
1996-03-29,2.140625
1996-04-01,2.125
1996-04-02,2.0625
1996-04-03,2.023438
1996-04-04,1.992188
1996-04-08,1.984375
1996-04-09,1.992188
1996-04-10,2.09375
1996-04-11,2.054688
1996-04-12,2.0625
1996-04-15,2.109375
1996-04-16,2.085938
1996-04-17,2.09375
1996-04-18,2.21875
1996-04-19,2.1875
1996-04-22,2.210938
1996-04-23,2.21875
1996-04-24,2.242188
1996-04-25,2.226563
1996-04-26,2.21875
1996-04-29,2.234375
1996-04-30,2.28125
1996-05-01,2.257813
1996-05-02,2.242188
1996-05-03,2.390625
1996-05-06,2.359375
1996-05-07,2.328125
1996-05-08,2.328125
1996-05-09,2.320313
1996-05-10,2.234375
1996-05-13,2.234375
1996-05-14,2.234375
1996-05-15,2.265625
1996-05-16,2.265625
1996-05-17,2.273438
1996-05-20,2.460938
1996-05-21,2.429688
1996-05-22,2.429688
1996-05-23,2.460938
1996-05-24,2.546875
1996-05-28,2.507813
1996-05-29,2.515625
1996-05-30,2.648438
1996-05-31,2.71875
1996-06-03,2.648438
1996-06-04,2.601563
1996-06-05,2.523438
1996-06-06,2.492188
1996-06-07,2.46875
1996-06-10,2.4375
1996-06-11,2.445313
1996-06-12,2.515625
1996-06-13,2.476563
1996-06-14,2.46875
1996-06-17,2.421875
1996-06-18,2.429688
1996-06-19,2.445313
1996-06-20,2.414063
1996-06-21,2.359375
1996-06-24,2.3125
1996-06-25,2.304688
1996-06-26,2.25
1996-06-27,2.289063
1996-06-28,2.3125
1996-07-01,2.398438
1996-07-02,2.40625
1996-07-03,2.382813
1996-07-05,2.296875
1996-07-08,2.359375
1996-07-09,2.390625
1996-07-10,2.289063
1996-07-11,2.203125
1996-07-12,2.15625
1996-07-15,2.046875
1996-07-16,2.101563
1996-07-17,2.203125
1996-07-18,2.1875
1996-07-19,2.15625
1996-07-22,2.132813
1996-07-23,2.125
1996-07-24,2.117188
1996-07-25,2.171875
1996-07-26,2.226563
1996-07-29,2.171875
1996-07-30,2.179688
1996-07-31,2.203125
1996-08-01,2.25
1996-08-02,2.335938
1996-08-05,2.304688
1996-08-06,2.265625
1996-08-07,2.28125
1996-08-08,2.492188
1996-08-09,2.46875
1996-08-12,2.507813
1996-08-13,2.460938
1996-08-14,2.46875
1996-08-15,2.507813
1996-08-16,2.5
1996-08-19,2.46875
1996-08-20,2.539063
1996-08-21,2.523438
1996-08-22,2.5625
1996-08-23,2.5625
1996-08-26,2.554688
1996-08-27,2.578125
1996-08-28,2.664063
1996-08-29,2.648438
1996-08-30,2.640625
1996-09-03,2.585938
1996-09-04,2.617188
1996-09-05,2.546875
1996-09-06,2.601563
1996-09-09,2.617188
1996-09-10,2.578125
1996-09-11,2.585938
1996-09-12,2.546875
1996-09-13,2.679688
1996-09-16,2.75
1996-09-17,2.695313
1996-09-18,2.671875
1996-09-19,2.671875
1996-09-20,2.703125
1996-09-23,2.695313
1996-09-24,2.710938
1996-09-25,2.757813
1996-09-26,2.804688
1996-09-27,2.8125
1996-09-30,2.765625
1996-10-01,2.75
1996-10-02,2.84375
1996-10-03,2.953125
1996-10-04,2.90625
1996-10-07,2.84375
1996-10-08,2.898438
1996-10-09,2.820313
1996-10-10,2.773438
1996-10-11,2.820313
1996-10-14,2.820313
1996-10-15,2.820313
1996-10-16,2.804688
1996-10-17,2.890625
1996-10-18,2.929688
1996-10-21,2.90625
1996-10-22,2.867188
1996-10-23,2.890625
1996-10-24,2.90625
1996-10-25,2.96875
1996-10-28,2.9375
1996-10-29,2.859375
1996-10-30,2.835938
1996-10-31,2.898438
1996-11-01,2.90625
1996-11-04,2.875
1996-11-05,2.9375
1996-11-06,3.023438
1996-11-07,3.0625
1996-11-08,3.117188
1996-11-11,3.226563
1996-11-12,3.1875
1996-11-13,3.1875
1996-11-14,3.625
1996-11-15,3.5625
1996-11-18,3.53125
1996-11-19,3.5390629999999996
1996-11-20,3.5703129999999996
1996-11-21,3.609375
1996-11-22,3.6328129999999996
1996-11-25,3.6484379999999996
1996-11-26,3.5078129999999996
1996-11-27,3.5078129999999996
1996-11-29,3.5078129999999996
1996-12-02,3.5078129999999996
1996-12-03,3.5703129999999996
1996-12-04,3.5703129999999996
1996-12-05,3.515625
1996-12-06,3.4140629999999996
1996-12-09,3.53125
1996-12-10,3.59375
1996-12-11,3.5
1996-12-12,3.4765629999999996
1996-12-13,3.4375
1996-12-16,3.3671879999999996
1996-12-17,3.375
1996-12-18,3.578125
1996-12-19,3.5703129999999996
1996-12-20,3.53125
1996-12-23,3.5078129999999996
1996-12-24,3.515625
1996-12-26,3.5625
1996-12-27,3.5859379999999996
1996-12-30,3.5859379999999996
1996-12-31,3.6015629999999996
1997-01-02,3.53125
1997-01-03,3.609375
1997-01-06,3.6015629999999996
1997-01-07,3.7265629999999996
1997-01-08,3.7890629999999996
1997-01-09,3.9375
1997-01-10,3.96875
1997-01-13,3.953125
1997-01-14,3.96875
1997-01-15,4.0625
1997-01-16,4.046875
1997-01-17,4.0625
1997-01-20,4.164063
1997-01-21,4.148438
1997-01-22,4.195313
1997-01-23,4.109375
1997-01-24,4.054688
1997-01-27,3.9140629999999996
1997-01-28,3.9609379999999996
1997-01-29,3.953125
1997-01-30,4.054688
1997-01-31,4.1875
1997-02-03,4.109375
1997-02-04,4.164063
1997-02-05,4.117188
1997-02-06,4.09375
1997-02-07,4.109375
1997-02-10,4.179688
1997-02-11,4.085938
1997-02-12,4.1875
1997-02-13,4.0
1997-02-14,3.859375
1997-02-18,3.75
1997-02-19,3.8359379999999996
1997-02-20,3.78125
1997-02-21,3.7890629999999996
1997-02-24,3.84375
1997-02-25,3.84375
1997-02-26,3.7890629999999996
1997-02-27,3.7578129999999996
1997-02-28,3.65625
1997-03-03,3.703125
1997-03-04,3.78125
1997-03-05,3.796875
1997-03-06,3.8359379999999996
1997-03-07,3.8515629999999996
1997-03-10,4.046875
1997-03-11,4.039063
1997-03-12,3.9453129999999996
1997-03-13,3.8828129999999996
1997-03-14,3.921875
1997-03-17,3.890625
1997-03-18,3.859375
1997-03-19,3.7421879999999996
1997-03-20,3.75
1997-03-21,3.78125
1997-03-24,3.7421879999999996
1997-03-25,3.7265629999999996
1997-03-26,3.8125
1997-03-27,3.7109379999999996
1997-03-31,3.640625
1997-04-01,3.671875
1997-04-02,3.484375
1997-04-03,3.515625
1997-04-04,3.6015629999999996
1997-04-07,3.734375
1997-04-08,3.7578129999999996
1997-04-09,3.6875
1997-04-10,3.71875
1997-04-11,3.609375
1997-04-14,3.5625
1997-04-15,3.5078129999999996
1997-04-16,3.6015629999999996
1997-04-17,3.59375
1997-04-18,3.6796879999999996
1997-04-21,3.6484379999999996
1997-04-22,3.6875
1997-04-23,3.6796879999999996
1997-04-24,3.7109379999999996
1997-04-25,3.5546879999999996
1997-04-28,3.609375
1997-04-29,3.8515629999999996
1997-04-30,4.039063
1997-05-01,3.9921879999999996
1997-05-02,4.0
1997-05-05,4.070313
1997-05-06,4.0
1997-05-07,3.9140629999999996
1997-05-08,3.96875
1997-05-09,3.96875
1997-05-12,4.054688
1997-05-13,4.03125
1997-05-14,4.140625
1997-05-15,4.117188
1997-05-16,4.109375
1997-05-19,4.070313
1997-05-20,4.171875
1997-05-21,4.25
1997-05-22,4.28125
1997-05-23,4.335938
1997-05-27,4.296875
1997-05-28,4.242188
1997-05-29,4.226563
1997-05-30,4.125
1997-06-02,4.15625
1997-06-03,4.179688
1997-06-04,4.070313
1997-06-05,4.101563
1997-06-06,4.296875
1997-06-09,4.304688
1997-06-10,4.273438
1997-06-11,4.34375
1997-06-12,4.375
1997-06-13,4.367188
1997-06-16,4.375
1997-06-17,4.351563
1997-06-18,4.375
1997-06-19,4.46875
1997-06-20,4.484375
1997-06-23,4.492188
1997-06-24,4.625
1997-06-25,4.640625
1997-06-26,4.648438
1997-06-27,4.707031
1997-06-30,4.609375
1997-07-01,4.546875
1997-07-02,4.652344
1997-07-03,4.734375
1997-07-07,4.859375
1997-07-08,5.0
1997-07-09,5.070313
1997-07-10,4.96875
1997-07-11,4.945313
1997-07-14,5.015625
1997-07-15,5.023438
1997-07-16,5.332031
1997-07-17,5.226563
1997-07-18,5.023438
1997-07-21,4.867188
1997-07-22,4.902344
1997-07-23,4.90625
1997-07-24,5.144531
1997-07-25,5.179688
1997-07-28,5.164063
1997-07-29,5.28125
1997-07-30,5.375
1997-07-31,5.351563
1997-08-01,5.464844
1997-08-04,5.265625
1997-08-05,5.324219
1997-08-06,5.414063
1997-08-07,5.371094
1997-08-08,5.230469
1997-08-11,5.296875
1997-08-12,5.203125
1997-08-13,5.246094
1997-08-14,5.195313
1997-08-15,5.070313
1997-08-18,5.085938
1997-08-19,5.226563
1997-08-20,5.308594
1997-08-21,5.175781
1997-08-22,5.027344
1997-08-25,4.960938
1997-08-26,4.890625
1997-08-27,4.953125
1997-08-28,4.898438
1997-08-29,4.84375
1997-09-02,5.035156
1997-09-03,5.191406
1997-09-04,5.203125
1997-09-05,5.261719
1997-09-08,5.207031
1997-09-09,5.261719
1997-09-10,5.140625
1997-09-11,5.0
1997-09-12,5.144531
1997-09-15,5.085938
1997-09-16,5.238281
1997-09-17,5.191406
1997-09-18,5.253906
1997-09-19,5.375
1997-09-22,5.414063
1997-09-23,5.527344
1997-09-24,5.609375
1997-09-25,5.578125
1997-09-26,5.78125
1997-09-29,5.832031
1997-09-30,5.863281
1997-10-01,6.0
1997-10-02,5.945313
1997-10-03,6.140625
1997-10-06,6.15625
1997-10-07,6.355469
1997-10-08,6.25
1997-10-09,6.273438
1997-10-10,6.183594
1997-10-13,6.164063
1997-10-14,6.183594
1997-10-15,6.117188
1997-10-16,6.035156
1997-10-17,5.933594
1997-10-20,6.0625
1997-10-21,6.320313
1997-10-22,6.359375
1997-10-23,5.976563
1997-10-24,5.636719
1997-10-27,4.964844
1997-10-28,5.515625
1997-10-29,5.414063
1997-10-30,5.261719
1997-10-31,5.515625
1997-11-03,5.679688
1997-11-04,5.65625
1997-11-05,5.722656
1997-11-06,5.609375
1997-11-07,5.515625
1997-11-10,5.460938
1997-11-11,5.289063
1997-11-12,4.84375
1997-11-13,5.0625
1997-11-14,5.230469
1997-11-17,5.453125
1997-11-18,5.34375
1997-11-19,5.40625
1997-11-20,5.542969
1997-11-21,5.480469
1997-11-24,5.125
1997-11-25,5.140625
1997-11-26,5.042969
1997-11-28,5.195313
1997-12-01,5.152344
1997-12-02,4.839844
1997-12-03,4.710938
1997-12-04,4.921875
1997-12-05,5.007813
1997-12-08,5.035156
1997-12-09,4.828125
1997-12-10,4.492188
1997-12-11,4.316406
1997-12-12,4.3125
1997-12-15,4.234375
1997-12-16,4.304688
1997-12-17,4.472656
1997-12-18,4.375
1997-12-19,4.324219
1997-12-22,4.210938
1997-12-23,4.03125
1997-12-24,4.046875
1997-12-26,4.125
1997-12-29,4.367188
1997-12-30,4.417969
1997-12-31,4.34375
1998-01-02,4.617188
1998-01-05,4.546875
1998-01-06,4.636719
1998-01-07,4.625
1998-01-08,4.597656
1998-01-09,4.335938
1998-01-12,4.257813
1998-01-13,4.335938
1998-01-14,4.625
1998-01-15,4.570313
1998-01-16,4.617188
1998-01-20,4.804688
1998-01-21,4.695313
1998-01-22,4.636719
1998-01-23,4.625
1998-01-26,4.558594
1998-01-27,4.765625
1998-01-28,5.0625
1998-01-29,4.90625
1998-01-30,4.75
1998-02-02,4.929688
1998-02-03,4.953125
1998-02-04,5.066406
1998-02-05,5.09375
1998-02-06,5.183594
1998-02-09,5.042969
1998-02-10,5.105469
1998-02-11,5.171875
1998-02-12,5.730469
1998-02-13,5.679688
1998-02-17,5.953125
1998-02-18,6.066406
1998-02-19,5.988281
1998-02-20,6.046875
1998-02-23,6.253906
1998-02-24,6.132813
1998-02-25,6.265625
1998-02-26,6.269531
1998-02-27,6.296875
1998-03-02,6.308594
1998-03-03,6.09375
1998-03-04,6.046875
1998-03-05,5.90625
1998-03-06,6.082031
1998-03-09,5.96875
1998-03-10,6.078125
1998-03-11,6.210938
1998-03-12,6.351563
1998-03-13,6.484375
1998-03-16,6.6328130000000005
1998-03-17,6.582031
1998-03-18,6.71875
1998-03-19,6.7265630000000005
1998-03-20,6.734375
1998-03-23,6.65625
1998-03-24,6.722656
1998-03-25,6.746094
1998-03-26,6.75
1998-03-27,6.6875
1998-03-30,6.6328130000000005
1998-03-31,6.746094
1998-04-01,6.90625
1998-04-02,6.9140630000000005
1998-04-03,7.1640630000000005
1998-04-06,7.15625
1998-04-07,7.09375
1998-04-08,7.2421880000000005
1998-04-09,7.2109380000000005
1998-04-13,7.292969
1998-04-14,7.480469
1998-04-15,7.84375
1998-04-16,7.609375
1998-04-17,7.828125
1998-04-20,8.265625
1998-04-21,8.203125
1998-04-22,8.0
1998-04-23,8.125
1998-04-24,8.21875
1998-04-27,8.21875
1998-04-28,8.054688
1998-04-29,7.96875
1998-04-30,8.359375
1998-05-01,8.554688
1998-05-04,8.625
1998-05-05,8.640625
1998-05-06,8.4375
1998-05-07,8.367188
1998-05-08,8.4375
1998-05-11,8.585938
1998-05-12,8.734375
1998-05-13,8.523438
1998-05-14,8.367188
1998-05-15,8.09375
1998-05-18,7.984375
1998-05-19,8.171875
1998-05-20,8.328125
1998-05-21,8.40625
1998-05-22,8.335938
1998-05-26,8.429688
1998-05-27,8.21875
1998-05-28,8.25
1998-05-29,8.117188
1998-06-01,7.90625
1998-06-02,7.8828130000000005
1998-06-03,8.0
1998-06-04,8.257813
1998-06-05,8.578125
1998-06-08,8.632813
1998-06-09,8.5625
1998-06-10,8.328125
1998-06-11,7.9375
1998-06-12,8.0
1998-06-15,7.484375
1998-06-16,7.75
1998-06-17,8.109375
1998-06-18,7.921875
1998-06-19,7.984375
1998-06-22,8.148438
1998-06-23,8.515625
1998-06-24,8.546875
1998-06-25,8.445313
1998-06-26,8.75
1998-06-29,9.320313
1998-06-30,9.09375
1998-07-01,9.375
1998-07-02,9.398438
1998-07-06,9.953125
1998-07-07,9.75
1998-07-08,9.867188
1998-07-09,9.695313
1998-07-10,9.695313
1998-07-13,9.835938
1998-07-14,10.078125
1998-07-15,10.34375
1998-07-16,10.398438
1998-07-17,10.578125
1998-07-20,10.984375
1998-07-21,11.015625
1998-07-22,10.625
1998-07-23,10.375
1998-07-24,11.5
