Date,SAM
1998-01-07,8.4375
1998-01-08,8.125
1998-01-09,8.25
1998-01-12,8.125
1998-01-13,8.125
1998-01-14,7.9375
1998-01-15,7.875
1998-01-16,8.0
1998-01-20,8.125
1998-01-21,8.4375
1998-01-22,8.4375
1998-01-23,8.0
1998-01-26,7.875
1998-01-27,7.9375
1998-01-28,8.0
1998-01-29,8.0
1998-01-30,7.9375
1998-02-02,8.0
1998-02-03,8.0
1998-02-04,8.1875
1998-02-05,8.6875
1998-02-06,9.0
1998-02-09,8.75
1998-02-10,8.8125
1998-02-11,8.8125
1998-02-12,8.625
1998-02-13,8.6875
1998-02-17,8.75
1998-02-18,8.5625
1998-02-19,8.625
1998-02-20,8.6875
1998-02-23,8.625
1998-02-24,8.6875
1998-02-25,9.125
1998-02-26,9.375
1998-02-27,9.375
1998-03-02,9.4375
1998-03-03,9.3125
1998-03-04,9.375
1998-03-05,9.1875
1998-03-06,9.6875
1998-03-09,9.8125
1998-03-10,9.75
1998-03-11,9.6875
1998-03-12,9.6875
1998-03-13,9.375
1998-03-16,9.3125
1998-03-17,9.375
1998-03-18,9.3125
1998-03-19,9.0625
1998-03-20,9.125
1998-03-23,9.125
1998-03-24,9.25
1998-03-25,9.25
1998-03-26,9.3125
1998-03-27,9.0625
1998-03-30,9.0
1998-03-31,10.4375
1998-04-01,11.1875
1998-04-02,11.0
1998-04-03,11.125
1998-04-06,11.6875
1998-04-07,11.0
1998-04-08,10.8125
1998-04-09,10.8125
1998-04-13,10.75
1998-04-14,10.5625
1998-04-15,10.5
1998-04-16,10.3125
1998-04-17,10.25
1998-04-20,12.4375
1998-04-21,11.8125
1998-04-22,11.3125
1998-04-23,11.0
1998-04-24,10.875
1998-04-27,10.8125
1998-04-28,10.8125
1998-04-29,11.375
1998-04-30,11.1875
1998-05-01,11.5
1998-05-04,11.5
1998-05-05,11.75
1998-05-06,11.6875
1998-05-07,11.625
1998-05-08,11.6875
1998-05-11,11.5
1998-05-12,11.5
1998-05-13,11.4375
1998-05-14,11.25
1998-05-15,11.0625
1998-05-18,10.6875
1998-05-19,10.75
1998-05-20,10.6875
1998-05-21,10.875
1998-05-22,11.3125
1998-05-26,11.0625
1998-05-27,11.125
1998-05-28,11.0625
1998-05-29,11.0
1998-06-01,11.0
1998-06-02,11.0
1998-06-03,11.0
1998-06-04,10.8125
1998-06-05,10.9375
1998-06-08,10.6875
1998-06-09,10.4375
1998-06-10,10.1875
1998-06-11,10.375
1998-06-12,10.4375
1998-06-15,11.125
1998-06-16,11.1875
1998-06-17,11.1875
1998-06-18,10.8125
1998-06-19,10.9375
1998-06-22,11.25
1998-06-23,11.375
1998-06-24,11.5
1998-06-25,11.6875
1998-06-26,11.625
1998-06-29,12.25
1998-06-30,12.75
1998-07-01,11.75
1998-07-02,11.4375
1998-07-06,11.5
1998-07-07,11.5625
1998-07-08,11.5
1998-07-09,11.25
1998-07-10,11.0625
1998-07-13,11.375
1998-07-14,11.25
1998-07-15,11.0
1998-07-16,11.0625
1998-07-17,11.0625
1998-07-20,11.0
1998-07-21,10.875
1998-07-22,10.8125
1998-07-23,10.5
1998-07-24,9.875
1998-07-27,9.5625
1998-07-28,9.4375
1998-07-29,9.375
1998-07-30,9.5625
1998-07-31,9.625
1998-08-03,9.125
1998-08-04,8.6875
1998-08-05,8.8125
1998-08-06,8.8125
1998-08-07,8.75
1998-08-10,8.625
1998-08-11,8.4375
1998-08-12,8.5
1998-08-13,8.5625
1998-08-14,8.375
1998-08-17,8.625
1998-08-18,8.5625
1998-08-19,8.4375
1998-08-20,8.25
1998-08-21,8.25
1998-08-24,8.125
1998-08-25,7.8125
1998-08-26,7.6875
1998-08-27,7.375
1998-08-28,6.875
1998-08-31,6.75
1998-09-01,7.0
1998-09-02,7.125
1998-09-03,7.0
1998-09-04,7.0
1998-09-08,7.125
1998-09-09,7.125
1998-09-10,7.0
1998-09-11,7.0
1998-09-14,6.9375
1998-09-15,7.1875
1998-09-16,7.5625
1998-09-17,7.5
1998-09-18,7.25
1998-09-21,7.0
1998-09-22,7.25
1998-09-23,7.5
1998-09-24,7.5
1998-09-25,7.375
1998-09-28,7.5
1998-09-29,7.4375
1998-09-30,7.25
1998-10-01,7.1875
1998-10-02,7.125
1998-10-05,6.875
1998-10-06,6.875
1998-10-07,6.8125
1998-10-08,6.875
1998-10-09,7.25
1998-10-12,7.3125
1998-10-13,7.125
1998-10-14,7.125
1998-10-15,7.3125
1998-10-16,7.375
1998-10-19,8.125
1998-10-20,8.0625
1998-10-21,7.6875
1998-10-22,8.0
1998-10-23,7.875
1998-10-26,8.1875
1998-10-27,8.8125
1998-10-28,8.625
1998-10-29,8.75
1998-10-30,8.25
1998-11-02,8.4375
1998-11-03,8.4375
1998-11-04,8.625
1998-11-05,8.625
1998-11-06,9.0
1998-11-09,8.9375
1998-11-10,8.875
1998-11-11,8.6875
1998-11-12,8.9375
1998-11-13,8.8125
1998-11-16,8.5625
1998-11-17,8.75
1998-11-18,8.5625
1998-11-19,8.5625
1998-11-20,8.5
1998-11-23,8.5625
1998-11-24,8.4375
1998-11-25,8.625
1998-11-27,8.5625
1998-11-30,8.5
1998-12-01,8.5
1998-12-02,8.5
1998-12-03,8.875
1998-12-04,8.9375
1998-12-07,8.875
1998-12-08,8.75
1998-12-09,8.5625
1998-12-10,8.3125
1998-12-11,8.25
1998-12-14,8.0625
1998-12-15,8.1875
1998-12-16,8.3125
1998-12-17,8.375
1998-12-18,8.25
1998-12-21,8.3125
1998-12-22,8.125
1998-12-23,8.125
1998-12-24,8.1875
1998-12-28,8.375
1998-12-29,8.4375
1998-12-30,8.3125
1998-12-31,8.5
1999-01-04,8.5
1999-01-05,8.4375
1999-01-06,8.375
1999-01-07,8.25
1999-01-08,8.0625
1999-01-11,7.6875
1999-01-12,7.875
1999-01-13,9.0
1999-01-14,9.875
1999-01-15,10.0
1999-01-19,9.4375
1999-01-20,9.25
1999-01-21,10.5
1999-01-22,10.625
1999-01-25,10.375
1999-01-26,10.0
1999-01-27,9.5
1999-01-28,9.4375
1999-01-29,9.625
1999-02-01,9.625
1999-02-02,9.375
1999-02-03,9.25
1999-02-04,8.8125
1999-02-05,9.4375
1999-02-08,9.25
1999-02-09,9.375
1999-02-10,8.875
1999-02-11,8.875
1999-02-12,8.4375
1999-02-16,8.4375
1999-02-17,8.25
1999-02-18,8.5
1999-02-19,8.375
1999-02-22,8.3125
1999-02-23,8.125
1999-02-24,8.0
1999-02-25,7.9375
1999-02-26,7.625
1999-03-01,7.875
1999-03-02,7.8125
1999-03-03,8.0
1999-03-04,8.0625
1999-03-05,8.0625
1999-03-08,8.1875
1999-03-09,8.125
1999-03-10,8.0625
1999-03-11,7.9375
1999-03-12,7.9375
1999-03-15,8.125
1999-03-16,8.3125
1999-03-17,9.4375
1999-03-18,9.1875
1999-03-19,8.5625
1999-03-22,8.4375
1999-03-23,8.125
1999-03-24,8.1875
1999-03-25,8.3125
1999-03-26,8.0
1999-03-29,8.0
1999-03-30,7.8125
1999-03-31,7.75
1999-04-01,7.8125
1999-04-05,7.75
1999-04-06,7.6875
1999-04-07,7.625
1999-04-08,7.5625
1999-04-09,8.0625
1999-04-12,7.75
1999-04-13,7.875
1999-04-14,7.875
1999-04-15,7.9375
1999-04-16,8.25
1999-04-19,8.5
1999-04-20,8.125
1999-04-21,7.875
1999-04-22,7.8125
1999-04-23,7.9375
1999-04-26,7.875
1999-04-27,7.875
1999-04-28,7.75
1999-04-29,8.0
1999-04-30,8.5
1999-05-03,8.375
1999-05-04,8.25
1999-05-05,8.1875
1999-05-06,8.0625
1999-05-07,8.125
1999-05-10,8.0
1999-05-11,7.875
1999-05-12,7.75
1999-05-13,7.75
1999-05-14,7.9375
1999-05-17,8.1875
1999-05-18,8.125
1999-05-19,8.0
1999-05-20,7.8125
1999-05-21,7.9375
1999-05-24,7.6875
1999-05-25,7.8125
1999-05-26,8.0625
1999-05-27,8.125
1999-05-28,8.3125
1999-06-01,8.125
1999-06-02,7.875
1999-06-03,7.8125
1999-06-04,7.8125
1999-06-07,7.875
1999-06-08,7.75
1999-06-09,7.8125
1999-06-10,7.9375
1999-06-11,7.875
1999-06-14,7.75
1999-06-15,7.8125
1999-06-16,7.8125
1999-06-17,8.0
1999-06-18,8.0
1999-06-21,7.875
1999-06-22,7.875
1999-06-23,7.75
1999-06-24,7.875
1999-06-25,7.875
1999-06-28,8.0
1999-06-29,8.125
1999-06-30,8.0625
1999-07-01,8.0625
1999-07-02,8.125
1999-07-06,8.375
1999-07-07,8.25
1999-07-08,8.125
1999-07-09,8.125
1999-07-12,8.375
1999-07-13,8.5
1999-07-14,8.875
1999-07-15,9.0
1999-07-16,9.4375
1999-07-19,9.4375
1999-07-20,8.875
1999-07-21,9.0
1999-07-22,8.875
1999-07-23,8.875
1999-07-26,8.9375
1999-07-27,8.75
1999-07-28,9.0625
1999-07-29,9.0
1999-07-30,9.25
1999-08-02,8.875
1999-08-03,8.9375
1999-08-04,8.8125
1999-08-05,8.875
1999-08-06,8.9375
1999-08-09,8.75
1999-08-10,8.75
1999-08-11,8.75
1999-08-12,8.75
1999-08-13,8.6875
1999-08-16,8.5625
1999-08-17,8.1875
1999-08-18,8.1875
1999-08-19,8.375
1999-08-20,8.25
1999-08-23,8.1875
1999-08-24,8.125
1999-08-25,8.125
1999-08-26,8.0625
1999-08-27,7.8125
1999-08-30,7.75
1999-08-31,7.8125
1999-09-01,7.9375
1999-09-02,7.8125
1999-09-03,7.9375
1999-09-07,7.75
1999-09-08,7.9375
1999-09-09,7.75
1999-09-10,8.0
1999-09-13,8.0
1999-09-14,7.75
1999-09-15,7.875
1999-09-16,7.625
1999-09-17,7.5
1999-09-20,7.5625
1999-09-21,7.625
1999-09-22,7.6875
1999-09-23,7.8125
1999-09-24,7.875
1999-09-27,8.0
1999-09-28,8.0
1999-09-29,7.8125
1999-09-30,7.9375
1999-10-01,7.875
1999-10-04,7.8125
1999-10-05,7.75
1999-10-06,8.0625
1999-10-07,8.0
1999-10-08,8.0625
1999-10-11,7.9375
1999-10-12,8.0
1999-10-13,7.8125
1999-10-14,7.9375
1999-10-15,8.375
1999-10-18,8.75
1999-10-19,8.4375
1999-10-20,8.1875
1999-10-21,8.0
1999-10-22,8.0
1999-10-25,8.0625
1999-10-26,7.8125
1999-10-27,7.8125
1999-10-28,7.8125
1999-10-29,7.75
1999-11-01,7.75
1999-11-02,7.5
1999-11-03,7.4375
1999-11-04,7.3125
1999-11-05,7.5
1999-11-08,7.625
1999-11-09,7.4375
1999-11-10,7.375
1999-11-11,7.375
1999-11-12,7.3125
1999-11-15,7.5
1999-11-16,7.75
1999-11-17,7.625
1999-11-18,7.5
1999-11-19,7.5
1999-11-22,7.4375
1999-11-23,7.4375
1999-11-24,7.1875
1999-11-26,7.25
1999-11-29,7.125
1999-11-30,7.1875
1999-12-01,7.0625
1999-12-02,7.125
1999-12-03,7.1875
1999-12-06,7.125
1999-12-07,7.125
1999-12-08,7.125
1999-12-09,7.25
1999-12-10,7.25
1999-12-13,7.4375
1999-12-14,7.5
1999-12-15,7.4375
1999-12-16,7.25
1999-12-17,7.375
1999-12-20,7.0625
1999-12-21,7.25
1999-12-22,7.1875
1999-12-23,7.0625
1999-12-27,7.125
1999-12-28,7.0
1999-12-29,7.125
1999-12-30,7.125
1999-12-31,7.1875
2000-01-03,7.0625
2000-01-04,7.125
2000-01-05,7.375
2000-01-06,7.375
2000-01-07,7.5625
2000-01-10,7.75
2000-01-11,7.6875
2000-01-12,7.5
2000-01-13,7.5
2000-01-14,7.5
2000-01-18,7.625
2000-01-19,7.625
2000-01-20,7.625
2000-01-21,7.625
2000-01-24,7.625
2000-01-25,7.5625
2000-01-26,7.5
2000-01-27,7.4375
2000-01-28,7.5
2000-01-31,7.4375
2000-02-01,7.3125
2000-02-02,7.5
2000-02-03,7.625
2000-02-04,7.5625
2000-02-07,7.625
2000-02-08,7.5
2000-02-09,7.5
2000-02-10,7.375
2000-02-11,7.5
2000-02-14,7.5
2000-02-15,7.5
2000-02-16,7.6875
2000-02-17,7.625
2000-02-18,7.6875
2000-02-22,7.5
2000-02-23,7.625
2000-02-24,7.3125
2000-02-25,7.25
2000-02-28,7.1875
2000-02-29,7.3125
2000-03-01,7.0625
2000-03-02,7.5
2000-03-03,7.375
2000-03-06,7.25
2000-03-07,7.1875
2000-03-08,7.1875
2000-03-09,7.1875
2000-03-10,7.25
2000-03-13,7.3125
2000-03-14,7.1875
2000-03-15,7.3125
2000-03-16,7.4375
2000-03-17,7.4375
2000-03-20,7.375
2000-03-21,7.3125
2000-03-22,7.3125
2000-03-23,7.375
2000-03-24,7.375
2000-03-27,7.375
2000-03-28,7.4375
2000-03-29,7.5625
2000-03-30,7.4375
2000-03-31,7.5
2000-04-03,7.9375
2000-04-04,7.9375
2000-04-05,7.875
2000-04-06,7.875
2000-04-07,7.9375
2000-04-10,8.0
2000-04-11,8.0625
2000-04-12,7.875
2000-04-13,7.875
2000-04-14,7.75
2000-04-17,7.625
2000-04-18,8.0
2000-04-19,8.0
2000-04-20,7.8125
2000-04-24,7.6875
2000-04-25,7.6875
2000-04-26,7.625
2000-04-27,7.875
2000-04-28,7.875
2000-05-01,7.875
2000-05-02,7.9375
2000-05-03,8.125
2000-05-04,8.25
2000-05-05,8.8125
2000-05-08,8.5
2000-05-09,8.75
2000-05-10,8.5
2000-05-11,8.4375
2000-05-12,8.5625
2000-05-15,8.6875
2000-05-16,8.5625
2000-05-17,8.75
2000-05-18,9.125
2000-05-19,9.0
2000-05-22,8.9375
2000-05-23,8.75
2000-05-24,8.75
2000-05-25,8.6875
2000-05-26,8.5625
2000-05-30,8.5625
2000-05-31,8.5
2000-06-01,8.5
2000-06-02,8.9375
2000-06-05,8.75
2000-06-06,9.0
2000-06-07,8.625
2000-06-08,8.75
2000-06-09,8.5
2000-06-12,8.625
2000-06-13,8.5625
2000-06-14,8.375
2000-06-15,8.125
2000-06-16,8.5625
2000-06-19,8.5
2000-06-20,8.25
2000-06-21,8.375
2000-06-22,8.375
2000-06-23,8.4375
2000-06-26,8.5
2000-06-27,8.5
2000-06-28,8.5625
2000-06-29,8.625
2000-06-30,8.5625
2000-07-03,8.5
2000-07-05,8.5625
2000-07-06,8.5625
2000-07-07,8.75
2000-07-10,8.9375
2000-07-11,8.8125
2000-07-12,8.625
2000-07-13,8.625
2000-07-14,8.6875
2000-07-17,8.5
2000-07-18,8.5625
2000-07-19,9.1875
2000-07-20,8.875
2000-07-21,8.6875
2000-07-24,8.75
2000-07-25,8.875
2000-07-26,8.875
2000-07-27,8.875
2000-07-28,8.9375
2000-07-31,8.75
2000-08-01,8.875
2000-08-02,8.75
2000-08-03,8.5625
2000-08-04,8.75
2000-08-07,8.625
2000-08-08,8.75
2000-08-09,8.8125
2000-08-10,9.125
2000-08-11,9.1875
2000-08-14,9.1875
2000-08-15,9.1875
2000-08-16,9.3125
2000-08-17,8.9375
2000-08-18,9.0
2000-08-21,9.125
2000-08-22,9.0
2000-08-23,9.0
2000-08-24,8.9375
2000-08-25,9.0
2000-08-28,9.0
2000-08-29,9.0
2000-08-30,9.375
2000-08-31,9.25
2000-09-01,9.25
2000-09-05,9.25
2000-09-06,9.25
2000-09-07,9.5
2000-09-08,9.5625
2000-09-11,9.5625
2000-09-12,9.25
2000-09-13,9.0
2000-09-14,9.0
2000-09-15,9.1875
2000-09-18,9.0625
2000-09-19,9.125
2000-09-20,9.0625
2000-09-21,9.125
2000-09-22,9.0625
2000-09-25,9.0
2000-09-26,9.0625
2000-09-27,8.875
2000-09-28,9.0
2000-09-29,9.0
2000-10-02,9.0
2000-10-03,8.875
2000-10-04,8.875
2000-10-05,8.875
2000-10-06,8.9375
2000-10-09,8.625
2000-10-10,8.875
2000-10-11,8.8125
2000-10-12,8.8125
2000-10-13,8.8125
2000-10-16,8.9375
2000-10-17,8.75
2000-10-18,8.625
