Date,TUP
1997-04-02,33.125
1997-04-03,32.5
1997-04-04,32.375
1997-04-07,32.25
1997-04-08,34.375
1997-04-09,34.625
1997-04-10,35.125
1997-04-11,34.625
1997-04-14,34.75
1997-04-15,34.75
1997-04-16,35.0
1997-04-17,35.25
1997-04-18,35.625
1997-04-21,35.25
1997-04-22,31.5
1997-04-23,30.625
1997-04-24,31.75
1997-04-25,32.875
1997-04-28,32.75
1997-04-29,32.875
1997-04-30,33.25
1997-05-01,32.875
1997-05-02,33.0
1997-05-05,32.875
1997-05-06,32.75
1997-05-07,34.0
1997-05-08,35.875
1997-05-09,35.75
1997-05-12,35.75
1997-05-13,36.125
1997-05-14,36.25
1997-05-15,37.125
1997-05-16,36.5
1997-05-19,36.75
1997-05-20,36.5
1997-05-21,36.375
1997-05-22,36.375
1997-05-23,35.5
1997-05-27,35.375
1997-05-28,36.0
1997-05-29,35.75
1997-05-30,36.25
1997-06-02,36.75
1997-06-03,37.625
1997-06-04,37.75
1997-06-05,37.125
1997-06-06,37.5
1997-06-09,37.5
1997-06-10,37.125
1997-06-11,37.125
1997-06-12,38.0
1997-06-13,39.625
1997-06-16,39.875
1997-06-17,40.0
1997-06-18,40.0
1997-06-19,39.0
1997-06-20,38.5
1997-06-23,37.125
1997-06-24,37.1875
1997-06-25,36.5
1997-06-26,36.4375
1997-06-27,37.25
1997-06-30,36.25
1997-07-01,36.5625
1997-07-02,37.4375
1997-07-03,37.8125
1997-07-07,37.4375
1997-07-08,37.1875
1997-07-09,37.375
1997-07-10,38.125
1997-07-11,37.9375
1997-07-14,38.25
1997-07-15,37.75
1997-07-16,37.3125
1997-07-17,36.625
1997-07-18,36.625
1997-07-21,37.5
1997-07-22,35.625
1997-07-23,35.5
1997-07-24,36.0
1997-07-25,36.0625
1997-07-28,35.6875
1997-07-29,35.8125
1997-07-30,35.5
1997-07-31,34.75
1997-08-01,34.0625
1997-08-04,34.0
1997-08-05,34.625
1997-08-06,35.6875
1997-08-07,36.0
1997-08-08,35.25
1997-08-11,36.3125
1997-08-12,35.8125
1997-08-13,34.625
1997-08-14,34.1875
1997-08-15,34.0625
1997-08-18,34.125
1997-08-19,33.4375
1997-08-20,35.0625
1997-08-21,34.4375
1997-08-22,34.1875
1997-08-25,34.6875
1997-08-26,34.5
1997-08-27,35.1875
1997-08-28,34.4375
1997-08-29,33.5625
1997-09-02,34.0
1997-09-03,35.0
1997-09-04,35.125
1997-09-05,28.4375
1997-09-08,28.5
1997-09-09,28.0
1997-09-10,27.5625
1997-09-11,26.75
1997-09-12,26.75
1997-09-15,27.6875
1997-09-16,28.0
1997-09-17,27.9375
1997-09-18,28.1875
1997-09-19,28.0
1997-09-22,27.5
1997-09-23,27.625
1997-09-24,27.4375
1997-09-25,27.1875
1997-09-26,27.1875
1997-09-29,27.9375
1997-09-30,28.125
1997-10-01,28.0
1997-10-02,27.9375
1997-10-03,28.25
1997-10-06,28.1875
1997-10-07,27.6875
1997-10-08,27.5
1997-10-09,27.75
1997-10-10,27.625
1997-10-13,26.875
1997-10-14,26.9375
1997-10-15,27.6875
1997-10-16,27.0625
1997-10-17,26.4375
1997-10-20,26.1875
1997-10-21,26.625
1997-10-22,27.5
1997-10-23,26.75
1997-10-24,27.0
1997-10-27,23.9375
1997-10-28,25.75
1997-10-29,25.75
1997-10-30,24.75
1997-10-31,25.0625
1997-11-03,26.0625
1997-11-04,26.0
1997-11-05,26.4375
1997-11-06,26.5
1997-11-07,25.1875
1997-11-10,23.9375
1997-11-11,24.4375
1997-11-12,23.8125
1997-11-13,23.8125
1997-11-14,23.875
1997-11-17,24.125
1997-11-18,23.875
1997-11-19,23.625
1997-11-20,23.6875
1997-11-21,24.0625
1997-11-24,23.5
1997-11-25,22.6875
1997-11-26,23.75
1997-11-28,23.875
1997-12-01,24.125
1997-12-02,24.625
1997-12-03,24.625
1997-12-04,25.125
1997-12-05,25.25
1997-12-08,25.6875
1997-12-09,25.5
1997-12-10,25.4375
1997-12-11,25.125
1997-12-12,25.625
1997-12-15,25.5
1997-12-16,25.6875
1997-12-17,25.5625
1997-12-18,26.0
1997-12-19,26.75
1997-12-22,27.5
1997-12-23,27.375
1997-12-24,27.4375
1997-12-26,27.375
1997-12-29,27.8125
1997-12-30,27.5625
1997-12-31,27.875
1998-01-02,27.8125
1998-01-05,27.625
1998-01-06,27.4375
1998-01-07,26.9375
1998-01-08,26.3125
1998-01-09,25.1875
1998-01-12,24.25
1998-01-13,25.125
1998-01-14,24.5625
1998-01-15,25.0
1998-01-16,25.3125
1998-01-20,26.0
1998-01-21,25.3125
1998-01-22,26.25
1998-01-23,25.8125
1998-01-26,25.5625
1998-01-27,26.25
1998-01-28,25.875
1998-01-29,25.8125
1998-01-30,25.5625
1998-02-02,26.0
1998-02-03,25.8125
1998-02-04,26.4375
1998-02-05,25.8125
1998-02-06,26.3125
1998-02-09,26.5
1998-02-10,26.25
1998-02-11,26.25
1998-02-12,26.75
1998-02-13,26.875
1998-02-17,26.625
1998-02-18,26.875
1998-02-19,26.6875
1998-02-20,26.9375
1998-02-23,26.6875
1998-02-24,26.9375
1998-02-25,26.8125
1998-02-26,26.9375
1998-02-27,26.875
1998-03-02,27.375
1998-03-03,27.4375
1998-03-04,28.0
1998-03-05,27.125
1998-03-06,27.625
1998-03-09,28.0625
1998-03-10,28.125
1998-03-11,28.375
1998-03-12,28.4375
1998-03-13,28.375
1998-03-16,27.1875
1998-03-17,27.875
1998-03-18,27.8125
1998-03-19,27.4375
1998-03-20,27.4375
1998-03-23,26.375
1998-03-24,25.5625
1998-03-25,25.3125
1998-03-26,26.75
1998-03-27,26.5625
1998-03-30,27.0
1998-03-31,26.625
1998-04-01,26.5625
1998-04-02,26.5625
1998-04-03,26.3125
1998-04-06,26.25
1998-04-07,25.875
1998-04-08,27.0625
1998-04-09,26.6875
1998-04-13,26.5
1998-04-14,27.0
1998-04-15,27.0625
1998-04-16,26.125
1998-04-17,27.3125
1998-04-20,26.75
1998-04-21,26.3125
1998-04-22,26.3125
1998-04-23,26.125
1998-04-24,26.5
1998-04-27,26.1875
1998-04-28,25.9375
1998-04-29,27.375
1998-04-30,27.0625
1998-05-01,27.125
1998-05-04,27.1875
1998-05-05,27.125
1998-05-06,27.0625
1998-05-07,27.0
1998-05-08,27.0
1998-05-11,27.0
1998-05-12,27.0
1998-05-13,27.625
1998-05-14,28.125
1998-05-15,28.3125
1998-05-18,28.5625
1998-05-19,27.8125
1998-05-20,28.25
1998-05-21,27.875
1998-05-22,27.375
1998-05-26,26.625
1998-05-27,26.0625
1998-05-28,26.9375
1998-05-29,27.0
1998-06-01,27.0
1998-06-02,27.125
1998-06-03,26.4375
1998-06-04,26.0
1998-06-05,26.0625
1998-06-08,26.25
1998-06-09,27.6875
1998-06-10,27.0625
1998-06-11,26.375
1998-06-12,26.1875
1998-06-15,24.9375
1998-06-16,25.25
1998-06-17,26.125
1998-06-18,26.125
1998-06-19,25.625
1998-06-22,26.375
1998-06-23,27.0625
1998-06-24,26.625
1998-06-25,27.0
1998-06-26,27.0625
1998-06-29,26.9375
1998-06-30,28.125
1998-07-01,28.5
1998-07-02,28.3125
1998-07-06,28.625
1998-07-07,28.375
1998-07-08,28.125
1998-07-09,28.1875
1998-07-10,28.4375
1998-07-13,28.3125
1998-07-14,28.125
1998-07-15,27.25
1998-07-16,27.5
1998-07-17,28.3125
1998-07-20,27.3125
1998-07-21,27.0625
1998-07-22,27.875
1998-07-23,28.3125
1998-07-24,27.25
1998-07-27,27.0625
1998-07-28,26.0625
1998-07-29,25.75
1998-07-30,25.75
1998-07-31,25.25
1998-08-03,25.4375
1998-08-04,25.4375
1998-08-05,25.375
1998-08-06,25.25
1998-08-07,24.8125
1998-08-10,24.8125
1998-08-11,24.125
1998-08-12,24.4375
1998-08-13,24.0625
1998-08-14,23.625
1998-08-17,23.75
1998-08-18,23.8125
1998-08-19,23.5
1998-08-20,23.4375
1998-08-21,23.0
1998-08-24,22.875
1998-08-25,22.6875
1998-08-26,21.5
1998-08-27,20.75
1998-08-28,20.375
1998-08-31,18.875
1998-09-01,19.5
1998-09-02,19.0625
1998-09-03,19.0625
1998-09-04,18.4375
1998-09-08,18.6875
1998-09-09,19.25
1998-09-10,18.875
1998-09-11,18.75
1998-09-14,18.5625
1998-09-15,18.875
1998-09-16,19.0
1998-09-17,18.125
1998-09-18,18.1875
1998-09-21,14.375
1998-09-22,13.5
1998-09-23,13.75
1998-09-24,13.375
1998-09-25,12.875
1998-09-28,12.25
1998-09-29,12.0
1998-09-30,11.75
1998-10-01,12.25
1998-10-02,12.8125
1998-10-05,12.9375
1998-10-06,13.25
1998-10-07,13.5
1998-10-08,13.0625
1998-10-09,13.8125
1998-10-12,14.125
1998-10-13,14.1875
1998-10-14,14.75
1998-10-15,15.25
1998-10-16,16.125
1998-10-19,17.1875
1998-10-20,15.625
1998-10-21,16.4375
1998-10-22,16.1875
1998-10-23,16.25
1998-10-26,16.4375
1998-10-27,16.625
1998-10-28,16.625
1998-10-29,16.125
1998-10-30,15.5625
1998-11-02,16.625
1998-11-03,18.25
1998-11-04,17.9375
1998-11-05,18.875
1998-11-06,19.1875
1998-11-09,19.0
1998-11-10,19.625
1998-11-11,19.125
1998-11-12,19.125
1998-11-13,19.0
1998-11-16,19.625
1998-11-17,19.375
1998-11-18,19.4375
1998-11-19,19.4375
1998-11-20,19.0
1998-11-23,18.5625
1998-11-24,19.0625
1998-11-25,18.875
1998-11-27,19.0625
1998-11-30,17.4375
1998-12-01,16.5
1998-12-02,18.4375
1998-12-03,17.0625
1998-12-04,17.125
1998-12-07,17.0
1998-12-08,17.1875
1998-12-09,16.875
1998-12-10,16.8125
1998-12-11,17.0625
1998-12-14,16.625
1998-12-15,16.875
1998-12-16,16.9375
1998-12-17,16.9375
1998-12-18,16.5625
1998-12-21,16.875
1998-12-22,16.125
1998-12-23,15.875
1998-12-24,16.0
1998-12-28,15.8125
1998-12-29,15.9375
1998-12-30,16.25
1998-12-31,16.4375
1999-01-04,15.4375
1999-01-05,15.625
1999-01-06,16.125
1999-01-07,16.25
1999-01-08,16.5
1999-01-11,16.8125
1999-01-12,17.1875
1999-01-13,16.5
1999-01-14,16.0625
1999-01-15,16.5
1999-01-19,16.0
1999-01-20,15.5625
1999-01-21,15.625
1999-01-22,15.3125
1999-01-25,15.1875
1999-01-26,15.4375
1999-01-27,19.0625
1999-01-28,20.125
1999-01-29,20.5625
1999-02-01,20.125
1999-02-02,19.8125
1999-02-03,19.5
1999-02-04,18.8125
1999-02-05,18.9375
1999-02-08,18.5
1999-02-09,18.25
1999-02-10,18.25
1999-02-11,18.75
1999-02-12,18.3125
1999-02-16,18.375
1999-02-17,18.125
1999-02-18,18.0625
1999-02-19,17.8125
1999-02-22,18.0
1999-02-23,17.8125
1999-02-24,17.3125
1999-02-25,16.625
1999-02-26,17.5
1999-03-01,17.625
1999-03-02,17.75
1999-03-03,17.6875
1999-03-04,17.8125
1999-03-05,18.4375
1999-03-08,19.3125
1999-03-09,19.1875
1999-03-10,19.3125
1999-03-11,20.1875
1999-03-12,20.0625
1999-03-15,19.3125
1999-03-16,19.375
1999-03-17,19.9375
1999-03-18,20.0
1999-03-19,19.125
1999-03-22,19.5625
1999-03-23,19.0625
1999-03-24,18.75
1999-03-25,19.125
1999-03-26,19.0625
1999-03-29,19.625
1999-03-30,18.125
1999-03-31,18.0
1999-04-01,17.375
1999-04-05,17.375
1999-04-06,17.25
1999-04-07,17.1875
1999-04-08,18.1875
1999-04-09,18.0
1999-04-12,18.6875
1999-04-13,18.3125
1999-04-14,18.8125
1999-04-15,19.125
1999-04-16,19.8125
1999-04-19,21.75
1999-04-20,21.5625
1999-04-21,21.0
1999-04-22,21.25
1999-04-23,21.5625
1999-04-26,22.75
1999-04-27,22.8125
1999-04-28,22.1875
1999-04-29,23.125
1999-04-30,23.6875
1999-05-03,23.625
1999-05-04,23.75
1999-05-05,23.6875
1999-05-06,23.5
1999-05-07,23.625
1999-05-10,22.6875
1999-05-11,22.4375
1999-05-12,21.875
1999-05-13,22.25
1999-05-14,22.5625
1999-05-17,22.625
1999-05-18,21.9375
1999-05-19,23.125
1999-05-20,23.625
1999-05-21,22.9375
1999-05-24,22.6875
1999-05-25,22.75
1999-05-26,22.5
1999-05-27,21.875
1999-05-28,22.25
1999-06-01,21.875
1999-06-02,21.4375
1999-06-03,21.8125
1999-06-04,22.125
1999-06-07,22.0625
1999-06-08,21.75
1999-06-09,22.4375
1999-06-10,22.1875
1999-06-11,22.625
1999-06-14,22.75
1999-06-15,22.75
1999-06-16,22.5625
1999-06-17,22.875
1999-06-18,22.9375
1999-06-21,23.0
1999-06-22,23.3125
1999-06-23,23.375
1999-06-24,23.375
1999-06-25,23.4375
1999-06-28,23.6875
1999-06-29,24.125
1999-06-30,25.5
1999-07-01,24.0
1999-07-02,24.0
1999-07-06,23.4375
1999-07-07,23.0
1999-07-08,22.75
1999-07-09,22.8125
1999-07-12,23.1875
1999-07-13,23.3125
1999-07-14,24.0
1999-07-15,23.625
1999-07-16,23.9375
1999-07-19,23.875
1999-07-20,24.25
1999-07-21,23.875
1999-07-22,23.0625
1999-07-23,23.3125
1999-07-26,23.625
1999-07-27,24.0
1999-07-28,23.25
1999-07-29,23.0625
1999-07-30,23.625
1999-08-02,23.5
1999-08-03,24.4375
1999-08-04,23.75
1999-08-05,24.125
1999-08-06,23.875
1999-08-09,24.4375
1999-08-10,24.0
1999-08-11,24.5
1999-08-12,24.3125
1999-08-13,24.1875
1999-08-16,23.875
1999-08-17,24.25
1999-08-18,24.0
1999-08-19,24.0
1999-08-20,24.1875
1999-08-23,23.8125
1999-08-24,23.5625
1999-08-25,23.375
1999-08-26,22.9375
1999-08-27,22.9375
1999-08-30,22.5
1999-08-31,22.5625
1999-09-01,22.5625
1999-09-02,22.375
1999-09-03,22.875
1999-09-07,22.6875
1999-09-08,22.625
1999-09-09,22.75
1999-09-10,22.0625
1999-09-13,21.375
1999-09-14,21.1875
1999-09-15,21.1875
1999-09-16,20.6875
1999-09-17,20.75
1999-09-20,20.875
1999-09-21,19.1875
1999-09-22,19.6875
1999-09-23,19.375
1999-09-24,19.375
1999-09-27,19.625
1999-09-28,19.6875
1999-09-29,20.4375
1999-09-30,20.25
1999-10-01,19.375
1999-10-04,19.75
1999-10-05,19.125
1999-10-06,18.875
1999-10-07,18.4375
1999-10-08,17.75
1999-10-11,18.8125
1999-10-12,20.0625
1999-10-13,20.5625
1999-10-14,20.5
1999-10-15,19.5
1999-10-18,19.3125
1999-10-19,19.8125
1999-10-20,19.0625
1999-10-21,18.5
1999-10-22,19.125
1999-10-25,19.4375
1999-10-26,19.9375
1999-10-27,19.9375
1999-10-28,20.125
1999-10-29,19.8125
1999-11-01,20.25
1999-11-02,19.875
1999-11-03,19.8125
1999-11-04,19.375
1999-11-05,19.9375
1999-11-08,19.6875
1999-11-09,19.5
1999-11-10,18.8125
1999-11-11,18.4375
1999-11-12,18.375
1999-11-15,18.9375
1999-11-16,18.875
1999-11-17,18.875
1999-11-18,18.875
1999-11-19,18.0
1999-11-22,17.9375
1999-11-23,18.0625
1999-11-24,17.9375
1999-11-26,17.875
1999-11-29,17.25
1999-11-30,17.8125
1999-12-01,17.9375
1999-12-02,17.8125
1999-12-03,17.5625
1999-12-06,17.6875
1999-12-07,17.6875
1999-12-08,18.0
1999-12-09,17.8125
1999-12-10,19.5
1999-12-13,18.875
1999-12-14,18.9375
1999-12-15,18.0
1999-12-16,17.25
1999-12-17,17.375
1999-12-20,17.8125
1999-12-21,17.875
1999-12-22,16.25
1999-12-23,16.875
1999-12-27,16.5
1999-12-28,16.5
1999-12-29,16.5625
1999-12-30,17.5625
1999-12-31,16.9375
2000-01-03,16.25
2000-01-04,16.25
2000-01-05,16.5625
2000-01-06,16.75
2000-01-07,16.4375
2000-01-10,16.5625
2000-01-11,16.4375
2000-01-12,16.375
2000-01-13,16.25
2000-01-14,16.0625
2000-01-18,15.6875
2000-01-19,15.8125
2000-01-20,17.0
2000-01-21,15.6875
2000-01-24,15.1875
2000-01-25,15.1875
2000-01-26,15.875
2000-01-27,16.4375
2000-01-28,15.875
2000-01-31,16.3125
2000-02-01,15.8125
2000-02-02,17.0
2000-02-03,16.8125
2000-02-04,16.8125
2000-02-07,17.875
2000-02-08,17.9375
2000-02-09,17.4375
2000-02-10,17.75
2000-02-11,18.0
2000-02-14,18.25
2000-02-15,18.5
2000-02-16,18.5
2000-02-17,18.0
2000-02-18,17.125
2000-02-22,18.25
2000-02-23,17.25
2000-02-24,16.625
2000-02-25,16.5
2000-02-28,16.875
2000-02-29,17.1875
2000-03-01,17.5625
2000-03-02,16.5625
2000-03-03,16.375
2000-03-06,16.3125
2000-03-07,15.8125
2000-03-08,15.75
2000-03-09,17.4375
2000-03-10,16.25
2000-03-13,15.5
2000-03-14,15.25
2000-03-15,16.4375
2000-03-16,18.0625
2000-03-17,17.0625
2000-03-20,16.75
2000-03-21,16.625
2000-03-22,15.875
2000-03-23,16.375
2000-03-24,15.0625
2000-03-27,14.625
2000-03-28,15.6875
2000-03-29,16.375
2000-03-30,15.9375
2000-03-31,15.8125
2000-04-03,15.9375
2000-04-04,15.9375
2000-04-05,16.0
2000-04-06,16.6875
2000-04-07,16.75
2000-04-10,17.0
2000-04-11,16.5625
2000-04-12,17.0625
2000-04-13,17.25
2000-04-14,16.375
2000-04-17,17.3125
2000-04-18,17.75
2000-04-19,17.1875
2000-04-20,17.75
2000-04-24,18.5625
2000-04-25,17.8125
2000-04-26,18.0625
2000-04-27,18.5625
2000-04-28,18.875
2000-05-01,20.0
2000-05-02,19.4375
2000-05-03,19.3125
2000-05-04,18.25
2000-05-05,18.4375
2000-05-08,18.5625
2000-05-09,17.6875
2000-05-10,17.9375
2000-05-11,18.4375
2000-05-12,18.0625
2000-05-15,17.5
2000-05-16,17.5
2000-05-17,17.25
2000-05-18,17.4375
2000-05-19,17.9375
2000-05-22,19.8125
2000-05-23,20.625
2000-05-24,22.1875
2000-05-25,22.4375
2000-05-26,23.375
2000-05-30,23.0
2000-05-31,22.0625
2000-06-01,22.875
2000-06-02,23.875
2000-06-05,23.0625
2000-06-06,23.125
2000-06-07,23.375
2000-06-08,22.5
2000-06-09,22.8125
2000-06-12,23.5625
2000-06-13,23.3125
2000-06-14,22.75
2000-06-15,22.3125
2000-06-16,21.625
2000-06-19,23.4375
2000-06-20,22.5625
2000-06-21,21.75
2000-06-22,21.5625
2000-06-23,21.1875
2000-06-26,21.25
2000-06-27,21.25
2000-06-28,21.453125
2000-06-29,21.4375
2000-06-30,22.015625
2000-07-03,22.375
2000-07-05,22.375
2000-07-06,22.0625
2000-07-07,21.875
2000-07-10,21.6875
2000-07-11,21.8125
2000-07-12,22.9375
2000-07-13,22.5
2000-07-14,23.0
2000-07-17,22.125
2000-07-18,21.5
2000-07-19,21.9375
2000-07-20,21.875
2000-07-21,21.5
2000-07-24,21.1875
2000-07-25,21.3125
2000-07-26,20.875
2000-07-27,20.0
2000-07-28,19.875
2000-07-31,19.4375
2000-08-01,19.875
2000-08-02,19.25
2000-08-03,18.875
2000-08-04,19.25
2000-08-07,19.75
2000-08-08,19.5625
2000-08-09,19.5625
2000-08-10,19.75
2000-08-11,19.375
2000-08-14,19.75
2000-08-15,20.0
2000-08-16,19.9375
2000-08-17,20.0625
2000-08-18,19.6875
2000-08-21,19.8125
2000-08-22,20.625
2000-08-23,20.25
2000-08-24,20.25
2000-08-25,20.375
2000-08-28,20.25
2000-08-29,20.4375
2000-08-30,20.125
2000-08-31,20.203125
2000-09-01,20.0625
2000-09-05,20.1875
2000-09-06,20.1875
2000-09-07,20.0
2000-09-08,20.3125
2000-09-11,20.5
2000-09-12,20.125
2000-09-13,19.9375
2000-09-14,19.5
2000-09-15,19.125
2000-09-18,18.0
2000-09-19,17.75
2000-09-20,17.8125
2000-09-21,18.0
2000-09-22,18.1875
2000-09-25,17.8125
2000-09-26,17.4375
2000-09-27,17.25
2000-09-28,18.375
2000-09-29,18.0
2000-10-02,17.8125
2000-10-03,17.5625
2000-10-04,17.25
2000-10-05,16.6875
2000-10-06,16.375
2000-10-09,16.1875
2000-10-10,16.3125
2000-10-11,16.0
2000-10-12,15.875
2000-10-13,15.875
2000-10-16,15.6875
2000-10-17,15.75
2000-10-18,15.8125
2000-10-19,15.8125
2000-10-20,16.5625
2000-10-23,16.125
2000-10-24,15.625
2000-10-25,15.5625
2000-10-26,15.9375
2000-10-27,15.8125
2000-10-30,16.75
2000-10-31,17.125
2000-11-01,17.1875
2000-11-02,17.5625
2000-11-03,17.6875
2000-11-06,17.75
2000-11-07,17.3125
2000-11-08,18.0
2000-11-09,17.875
2000-11-10,18.25
2000-11-13,18.5625
2000-11-14,18.25
2000-11-15,18.375
2000-11-16,18.5
2000-11-17,18.9375
2000-11-20,18.9375
2000-11-21,18.375
2000-11-22,18.0625
2000-11-24,18.0
2000-11-27,17.875
2000-11-28,17.6875
2000-11-29,18.125
2000-11-30,18.25
2000-12-01,18.5
2000-12-04,18.9375
2000-12-05,19.5
2000-12-06,18.8125
2000-12-07,18.1875
2000-12-08,18.1875
2000-12-11,18.4375
2000-12-12,18.875
2000-12-13,18.4375
2000-12-14,18.125
2000-12-15,17.0625
2000-12-18,18.1875
2000-12-19,18.125
2000-12-20,17.9375
2000-12-21,18.375
2000-12-22,18.5
2000-12-26,18.4375
2000-12-27,18.875
2000-12-28,20.5625
2000-12-29,20.4375
2001-01-02,19.6875
2001-01-03,20.0
2001-01-04,19.875
2001-01-05,19.5
2001-01-08,19.9375
2001-01-09,20.75
2001-01-10,21.375
2001-01-11,22.3125
2001-01-12,22.375
2001-01-16,22.875
2001-01-17,23.125
2001-01-18,22.8125
2001-01-19,22.625
2001-01-22,22.6875
2001-01-23,23.0
2001-01-24,22.5625
2001-01-25,22.6875
2001-01-26,22.3125
2001-01-29,22.4
2001-01-30,21.15
2001-01-31,21.059998999999998
2001-02-01,21.280001000000002
2001-02-02,21.76
2001-02-05,22.23
2001-02-06,22.549999
2001-02-07,22.5
2001-02-08,22.75
2001-02-09,22.68
2001-02-12,22.83
2001-02-13,22.65
2001-02-14,22.620001000000002
2001-02-15,22.549999
2001-02-16,22.49
2001-02-20,22.700001
2001-02-21,22.450001
2001-02-22,21.950001
2001-02-23,22.16
2001-02-26,22.940001000000002
2001-02-27,23.049999
2001-02-28,23.6
2001-03-01,22.57
2001-03-02,23.549999
2001-03-05,23.83
2001-03-06,24.5
2001-03-07,24.629998999999998
2001-03-08,24.84
2001-03-09,25.139999
2001-03-12,24.75
2001-03-13,24.309998999999998
2001-03-14,24.629998999999998
2001-03-15,24.91
2001-03-16,24.879998999999998
2001-03-19,24.75
2001-03-20,24.450001
