Date,PDLI
1993-04-30,2.34375
1993-05-03,2.375
1993-05-04,2.4375
1993-05-05,2.5
1993-05-06,2.625
1993-05-07,2.4375
1993-05-10,2.46875
1993-05-11,2.4375
1993-05-12,2.5
1993-05-13,2.46875
1993-05-14,2.40625
1993-05-17,2.40625
1993-05-18,2.40625
1993-05-19,2.4375
1993-05-20,2.46875
1993-05-21,2.46875
1993-05-24,2.46875
1993-05-25,2.5
1993-05-26,2.5625
1993-05-27,2.625
1993-05-28,2.5625
1993-06-01,2.59375
1993-06-02,2.59375
1993-06-03,2.75
1993-06-04,2.75
1993-06-07,2.75
1993-06-08,2.90625
1993-06-09,2.96875
1993-06-10,2.8125
1993-06-11,2.59375
1993-06-14,2.625
1993-06-15,2.65625
1993-06-16,2.625
1993-06-17,2.5625
1993-06-18,2.53125
1993-06-21,2.53125
1993-06-22,2.65625
1993-06-23,2.75
1993-06-24,2.71875
1993-06-25,2.8125
1993-06-28,2.875
1993-06-29,3.0
1993-06-30,3.0625
1993-07-01,2.9375
1993-07-02,3.0
1993-07-06,2.9375
1993-07-07,2.78125
1993-07-08,2.875
1993-07-09,2.84375
1993-07-12,2.875
1993-07-13,2.875
1993-07-14,2.84375
1993-07-15,2.875
1993-07-16,2.84375
1993-07-19,2.84375
1993-07-20,2.96875
1993-07-21,2.90625
1993-07-22,2.90625
1993-07-23,2.90625
1993-07-26,2.90625
1993-07-27,2.90625
1993-07-28,2.90625
1993-07-29,2.78125
1993-07-30,2.84375
1993-08-02,2.84375
1993-08-03,2.78125
1993-08-04,2.78125
1993-08-05,2.8125
1993-08-06,2.71875
1993-08-09,2.59375
1993-08-10,2.5625
1993-08-11,2.5625
1993-08-12,2.59375
1993-08-13,2.5625
1993-08-16,2.53125
1993-08-17,2.625
1993-08-18,2.75
1993-08-19,2.78125
1993-08-20,2.75
1993-08-23,2.75
1993-08-24,2.78125
1993-08-25,2.96875
1993-08-26,2.90625
1993-08-27,3.0
1993-08-30,3.0
1993-08-31,3.03125
1993-09-01,2.96875
1993-09-02,3.0625
1993-09-03,3.0
1993-09-07,3.0
1993-09-08,3.0
1993-09-09,2.90625
1993-09-10,2.96875
1993-09-13,3.0625
1993-09-14,3.0
1993-09-15,3.03125
1993-09-16,2.96875
1993-09-17,2.96875
1993-09-20,3.0
1993-09-21,3.125
1993-09-22,3.375
1993-09-23,3.4375
1993-09-24,3.40625
1993-09-27,3.375
1993-09-28,3.375
1993-09-29,3.40625
1993-09-30,3.53125
1993-10-01,3.53125
1993-10-04,3.75
1993-10-05,3.75
1993-10-06,3.75
1993-10-07,3.75
1993-10-08,3.78125
1993-10-11,4.0
1993-10-12,4.25
1993-10-13,4.46875
1993-10-14,4.4375
1993-10-15,4.5625
1993-10-18,4.65625
1993-10-19,4.53125
1993-10-20,4.125
1993-10-21,3.96875
1993-10-22,4.0625
1993-10-25,3.9375
1993-10-26,4.0
1993-10-27,3.9375
1993-10-28,4.03125
1993-10-29,5.25
1993-11-01,5.65625
1993-11-02,5.25
1993-11-03,5.28125
1993-11-04,5.125
1993-11-05,5.03125
1993-11-08,5.28125
1993-11-09,5.4375
1993-11-10,5.9375
1993-11-11,6.3125
1993-11-12,5.90625
1993-11-15,5.6875
1993-11-16,5.59375
1993-11-17,5.4375
1993-11-18,5.4375
1993-11-19,5.5625
1993-11-22,5.5
1993-11-23,5.5625
1993-11-24,5.71875
1993-11-26,5.78125
1993-11-29,5.90625
1993-11-30,5.96875
1993-12-01,6.0625
1993-12-02,6.125
1993-12-03,6.0625
1993-12-06,6.1875
1993-12-07,6.5625
1993-12-08,6.40625
1993-12-09,6.25
1993-12-10,6.1875
1993-12-13,6.09375
1993-12-14,5.6875
1993-12-15,5.75
1993-12-16,5.71875
1993-12-17,5.84375
1993-12-20,5.96875
1993-12-21,5.84375
1993-12-22,5.84375
1993-12-23,5.84375
1993-12-27,5.90625
1993-12-28,5.90625
1993-12-29,6.15625
1993-12-30,6.28125
1993-12-31,6.0625
1994-01-03,5.8125
1994-01-04,5.875
1994-01-05,5.9375
1994-01-06,5.96875
1994-01-07,6.125
1994-01-10,6.03125
1994-01-11,6.21875
1994-01-12,6.3125
1994-01-13,6.3125
1994-01-14,6.34375
1994-01-17,6.625
1994-01-18,6.53125
1994-01-19,6.3125
1994-01-20,6.375
1994-01-21,6.28125
1994-01-24,6.3125
1994-01-25,6.3125
1994-01-26,6.40625
1994-01-27,6.6875
1994-01-28,6.96875
1994-01-31,7.40625
1994-02-01,7.1875
1994-02-02,7.125
1994-02-03,7.09375
1994-02-04,6.625
1994-02-07,6.53125
1994-02-08,6.78125
1994-02-09,6.8125
1994-02-10,6.59375
1994-02-11,6.46875
1994-02-14,6.46875
1994-02-15,6.5
1994-02-16,6.4375
1994-02-17,6.4375
1994-02-18,6.5
1994-02-22,6.5
1994-02-23,6.40625
1994-02-24,6.25
1994-02-25,6.125
1994-02-28,6.4375
1994-03-01,6.71875
1994-03-02,6.3125
1994-03-03,6.28125
1994-03-04,6.28125
1994-03-07,6.34375
1994-03-08,6.46875
1994-03-09,6.75
1994-03-10,6.8125
1994-03-11,6.75
1994-03-14,6.65625
1994-03-15,6.875
1994-03-16,6.90625
1994-03-17,6.875
1994-03-18,6.84375
1994-03-21,6.71875
1994-03-22,6.5625
1994-03-23,6.6875
1994-03-24,6.6875
1994-03-25,6.5
1994-03-28,6.3125
1994-03-29,6.28125
1994-03-30,5.9375
1994-03-31,5.5
1994-04-04,5.28125
1994-04-05,5.78125
1994-04-06,5.875
1994-04-07,5.96875
1994-04-08,5.65625
1994-04-11,5.46875
1994-04-12,5.34375
1994-04-13,5.15625
1994-04-14,5.0625
1994-04-15,5.0625
1994-04-18,4.84375
1994-04-19,4.46875
1994-04-20,4.25
1994-04-21,4.375
1994-04-22,4.40625
1994-04-25,4.875
1994-04-26,5.34375
1994-04-28,5.03125
1994-04-29,5.03125
1994-05-02,5.28125
1994-05-03,5.640625
1994-05-04,5.625
1994-05-05,5.4375
1994-05-06,5.15625
1994-05-09,5.21875
1994-05-10,4.65625
1994-05-11,4.84375
1994-05-12,4.8125
1994-05-13,5.0625
1994-05-16,4.84375
1994-05-17,4.765625
1994-05-18,4.75
1994-05-19,4.9375
1994-05-20,4.90625
1994-05-23,4.859375
1994-05-24,4.71875
1994-05-25,4.59375
1994-05-26,4.5
1994-05-27,4.5
1994-05-31,4.53125
1994-06-01,4.625
1994-06-02,4.875
1994-06-03,4.9375
1994-06-06,4.8125
1994-06-07,4.5
1994-06-08,4.0
1994-06-09,4.09375
1994-06-10,4.4375
1994-06-13,4.71875
1994-06-14,4.71875
1994-06-15,4.46875
1994-06-16,4.46875
1994-06-17,4.28125
1994-06-20,4.21875
1994-06-21,4.125
1994-06-22,4.3125
1994-06-23,4.46875
1994-06-24,4.4375
1994-06-27,4.59375
1994-06-28,4.4375
1994-06-29,4.4375
1994-06-30,4.5625
1994-07-01,4.71875
1994-07-05,4.75
1994-07-06,4.78125
1994-07-07,4.71875
1994-07-08,4.90625
1994-07-11,4.84375
1994-07-12,4.78125
1994-07-13,4.65625
1994-07-14,4.84375
1994-07-15,4.78125
1994-07-18,4.703125
1994-07-19,4.5625
1994-07-20,4.5
1994-07-21,4.71875
1994-07-22,4.625
1994-07-25,4.59375
1994-07-26,4.5
1994-07-27,4.875
1994-07-28,4.84375
1994-07-29,4.734375
1994-08-01,4.8125
1994-08-02,5.0
1994-08-03,5.46875
1994-08-04,5.5625
1994-08-05,5.46875
1994-08-08,5.1875
1994-08-09,5.21875
1994-08-10,5.25
1994-08-11,5.375
1994-08-12,5.40625
1994-08-15,5.53125
1994-08-16,5.5
1994-08-17,5.59375
1994-08-18,5.578125
1994-08-19,5.8125
1994-08-22,5.90625
1994-08-23,5.96875
1994-08-24,6.0
1994-08-25,6.09375
1994-08-26,6.1875
1994-08-29,6.21875
1994-08-30,6.375
1994-08-31,6.375
1994-09-01,6.15625
1994-09-02,5.96875
1994-09-06,5.9375
1994-09-07,5.90625
1994-09-08,5.65625
1994-09-09,5.65625
1994-09-12,5.734375
1994-09-13,6.0
1994-09-14,6.0
1994-09-15,6.0
1994-09-16,5.984375
1994-09-19,6.03125
1994-09-20,5.875
1994-09-21,5.78125
1994-09-22,5.78125
1994-09-23,5.640625
1994-09-26,4.5
1994-09-27,4.1875
1994-09-28,4.25
1994-09-29,4.28125
1994-09-30,4.875
1994-10-03,4.78125
1994-10-04,4.625
1994-10-05,4.59375
1994-10-06,4.5625
1994-10-07,4.78125
1994-10-10,4.78125
1994-10-11,4.8125
1994-10-12,4.8125
1994-10-13,4.46875
1994-10-14,4.46875
1994-10-17,4.53125
1994-10-18,4.59375
1994-10-19,4.3125
1994-10-20,4.25
1994-10-21,4.15625
1994-10-24,3.96875
1994-10-25,4.0
1994-10-26,4.0625
1994-10-27,4.25
1994-10-28,4.4375
1994-10-31,4.3125
1994-11-01,4.375
1994-11-02,4.28125
1994-11-03,4.21875
1994-11-04,4.03125
1994-11-07,3.65625
1994-11-08,3.90625
1994-11-09,4.1875
1994-11-10,4.40625
1994-11-11,4.4375
1994-11-14,4.53125
1994-11-15,4.3125
1994-11-16,4.28125
1994-11-17,4.40625
1994-11-18,4.484375
1994-11-21,4.3125
1994-11-22,4.34375
1994-11-23,4.3125
1994-11-25,4.3125
1994-11-28,4.03125
1994-11-29,4.0625
1994-11-30,3.90625
1994-12-01,4.03125
1994-12-02,4.1875
1994-12-05,4.09375
1994-12-06,4.109375
1994-12-07,4.125
1994-12-08,4.0
1994-12-09,3.6875
1994-12-12,3.5
1994-12-13,3.84375
1994-12-14,3.875
1994-12-15,3.8125
1994-12-16,3.78125
1994-12-19,3.75
1994-12-20,3.6875
1994-12-21,3.640625
1994-12-22,3.75
1994-12-23,4.03125
1994-12-27,4.25
1994-12-28,4.1875
1994-12-29,4.15625
1994-12-30,3.9375
1995-01-03,4.0
1995-01-04,4.3125
1995-01-05,4.375
1995-01-06,4.15625
1995-01-09,4.09375
1995-01-10,4.03125
1995-01-11,3.875
1995-01-12,3.65625
1995-01-13,3.65625
1995-01-16,3.875
1995-01-17,4.0
1995-01-18,3.96875
1995-01-19,3.875
1995-01-20,3.75
1995-01-23,3.53125
1995-01-24,3.75
1995-01-25,3.6875
1995-01-26,3.75
1995-01-27,3.78125
1995-01-30,3.765625
1995-01-31,3.875
1995-02-01,4.21875
1995-02-02,4.125
1995-02-03,4.25
1995-02-06,4.0625
1995-02-07,4.0625
1995-02-08,4.25
1995-02-09,4.34375
1995-02-10,4.25
1995-02-13,4.21875
1995-02-14,4.0625
1995-02-15,4.0
1995-02-16,3.96875
1995-02-17,3.9375
1995-02-21,3.90625
1995-02-22,3.90625
1995-02-23,4.03125
1995-02-24,4.03125
1995-02-27,4.15625
1995-02-28,4.21875
1995-03-01,4.34375
1995-03-02,4.375
1995-03-03,4.25
1995-03-06,4.078125
1995-03-07,4.09375
1995-03-08,4.1875
1995-03-09,4.28125
1995-03-10,4.375
1995-03-13,4.578125
1995-03-14,4.5
1995-03-15,4.46875
1995-03-16,4.375
1995-03-17,4.46875
1995-03-20,4.5625
1995-03-21,4.5625
1995-03-22,4.5625
1995-03-23,4.5625
1995-03-24,4.6875
1995-03-27,4.75
1995-03-28,4.65625
1995-03-29,5.4375
1995-03-30,5.1875
1995-03-31,5.03125
1995-04-03,4.984375
1995-04-04,5.0
1995-04-05,5.03125
1995-04-06,5.09375
1995-04-07,5.1875
1995-04-10,5.1875
1995-04-11,5.375
1995-04-12,5.71875
1995-04-13,5.71875
1995-04-17,6.0625
1995-04-18,5.945313
1995-04-19,6.03125
1995-04-20,6.03125
1995-04-21,5.9375
1995-04-24,5.90625
1995-04-25,6.0
1995-04-26,5.96875
1995-04-27,5.96875
1995-04-28,6.21875
1995-05-01,6.125
1995-05-02,6.03125
1995-05-03,5.6875
1995-05-04,5.5
1995-05-05,5.15625
1995-05-08,5.25
1995-05-09,5.21875
1995-05-10,5.03125
1995-05-11,5.203125
1995-05-12,5.40625
1995-05-15,5.34375
1995-05-16,5.53125
1995-05-17,5.15625
1995-05-18,5.59375
1995-05-19,5.53125
1995-05-22,5.25
1995-05-23,5.15625
1995-05-24,5.34375
1995-05-25,5.5
1995-05-26,5.59375
1995-05-30,5.625
1995-05-31,5.875
1995-06-01,5.84375
1995-06-02,5.75
1995-06-05,5.75
1995-06-06,5.65625
1995-06-07,5.65625
1995-06-08,5.59375
1995-06-09,5.59375
1995-06-12,5.65625
1995-06-13,5.53125
1995-06-14,5.125
1995-06-15,5.28125
1995-06-16,5.1875
1995-06-19,5.296875
1995-06-20,5.375
1995-06-21,5.46875
1995-06-22,5.28125
1995-06-23,5.34375
1995-06-26,5.21875
1995-06-27,5.125
1995-06-28,4.9375
1995-06-29,5.09375
1995-06-30,5.1875
1995-07-03,3.46875
1995-07-05,3.75
1995-07-06,3.78125
1995-07-07,3.71875
1995-07-10,3.96875
1995-07-11,3.875
1995-07-12,3.875
1995-07-13,3.8125
1995-07-14,3.78125
1995-07-17,3.84375
1995-07-18,3.96875
1995-07-19,3.859375
1995-07-20,3.875
1995-07-21,4.0
1995-07-24,4.0
1995-07-25,3.9375
1995-07-26,3.8125
1995-07-27,3.90625
1995-07-28,3.90625
1995-07-31,4.0
1995-08-01,4.0
1995-08-02,4.0
1995-08-03,4.125
1995-08-04,4.15625
1995-08-07,4.0
1995-08-08,4.0
1995-08-09,4.28125
1995-08-10,4.53125
1995-08-11,5.0
1995-08-14,4.78125
1995-08-15,4.75
1995-08-16,4.71875
1995-08-17,4.765625
1995-08-18,4.625
1995-08-21,4.625
1995-08-22,4.515625
1995-08-23,4.65625
1995-08-24,4.71875
1995-08-25,4.6875
1995-08-28,4.59375
1995-08-29,4.53125
1995-08-30,4.53125
1995-08-31,4.53125
1995-09-01,4.5
1995-09-05,4.40625
1995-09-06,4.375
1995-09-07,4.40625
1995-09-08,4.40625
1995-09-11,4.875
1995-09-12,4.875
1995-09-13,4.8125
1995-09-14,4.90625
1995-09-15,4.734375
1995-09-18,4.78125
1995-09-19,4.6875
1995-09-20,4.78125
1995-09-21,4.71875
1995-09-22,4.625
1995-09-25,4.625
1995-09-26,4.8125
1995-09-27,4.65625
1995-09-28,5.09375
1995-09-29,4.96875
1995-10-02,4.5
1995-10-03,4.25
1995-10-04,4.125
1995-10-05,3.9375
1995-10-06,4.0625
1995-10-09,3.875
1995-10-10,4.0625
1995-10-11,4.03125
1995-10-12,4.09375
1995-10-13,4.3125
1995-10-16,4.34375
1995-10-17,4.15625
1995-10-18,4.109375
1995-10-19,4.125
1995-10-20,4.03125
1995-10-23,4.0
1995-10-24,3.9375
1995-10-25,3.75
1995-10-26,3.71875
1995-10-27,3.75
1995-10-30,3.90625
1995-10-31,4.1875
1995-11-01,4.28125
1995-11-02,4.28125
1995-11-03,4.3125
1995-11-06,4.21875
1995-11-07,4.1875
1995-11-08,4.3125
1995-11-09,4.40625
1995-11-10,4.28125
1995-11-13,4.09375
1995-11-14,4.15625
1995-11-15,3.96875
1995-11-16,4.3125
1995-11-17,4.3125
1995-11-20,4.1875
1995-11-21,4.34375
1995-11-22,4.375
1995-11-24,4.59375
1995-11-27,4.5625
1995-11-28,4.6875
1995-11-29,4.875
1995-11-30,4.6875
1995-12-01,4.75
1995-12-04,4.8125
1995-12-05,4.6875
1995-12-06,4.4375
1995-12-07,4.4375
1995-12-08,4.59375
1995-12-11,4.5625
1995-12-12,4.375
1995-12-13,4.46875
1995-12-14,4.53125
1995-12-15,4.53125
1995-12-18,4.09375
1995-12-19,4.375
1995-12-20,4.5625
1995-12-21,4.78125
1995-12-22,5.09375
1995-12-26,5.6875
1995-12-27,5.65625
1995-12-28,5.875
1995-12-29,5.78125
1996-01-02,5.6875
1996-01-03,6.03125
1996-01-04,5.59375
1996-01-05,5.34375
1996-01-08,5.8125
1996-01-09,5.46875
1996-01-10,5.5
1996-01-11,5.59375
1996-01-12,5.65625
1996-01-15,5.75
1996-01-16,5.65625
1996-01-17,5.625
1996-01-18,5.6875
1996-01-19,5.5625
1996-01-22,5.59375
1996-01-23,5.6875
1996-01-24,6.0
1996-01-25,6.4375
1996-01-26,6.625
1996-01-29,6.78125
1996-01-30,6.90625
1996-01-31,6.90625
1996-02-01,6.375
1996-02-02,6.0
1996-02-05,5.96875
1996-02-06,5.9375
1996-02-07,6.03125
1996-02-08,5.875
1996-02-09,6.09375
1996-02-12,6.4375
1996-02-13,6.28125
1996-02-14,6.3125
1996-02-15,6.71875
1996-02-16,6.8125
1996-02-20,6.59375
1996-02-21,6.609375
1996-02-22,6.65625
1996-02-23,6.8125
1996-02-26,6.84375
1996-02-27,6.875
1996-02-28,6.75
1996-02-29,6.78125
1996-03-01,6.25
1996-03-04,6.53125
1996-03-05,6.46875
1996-03-06,6.40625
1996-03-07,6.734375
1996-03-08,6.578125
1996-03-11,6.46875
1996-03-12,6.46875
1996-03-13,6.28125
1996-03-14,6.25
1996-03-15,6.21875
1996-03-18,6.125
1996-03-19,5.90625
1996-03-20,5.84375
1996-03-21,5.8125
1996-03-22,5.890625
1996-03-25,5.96875
1996-03-26,5.84375
1996-03-27,5.8125
1996-03-28,5.875
1996-03-29,6.15625
1996-04-01,6.375
1996-04-02,6.21875
1996-04-03,6.25
1996-04-04,6.5
1996-04-08,6.46875
1996-04-09,6.21875
1996-04-10,5.953125
1996-04-11,5.84375
1996-04-12,5.8125
1996-04-15,6.0625
1996-04-16,6.1875
1996-04-17,6.28125
1996-04-18,6.40625
1996-04-19,6.5625
1996-04-22,6.5625
1996-04-23,6.25
1996-04-24,6.0
1996-04-25,6.03125
1996-04-26,5.9375
1996-04-29,6.21875
1996-04-30,6.625
1996-05-01,6.71875
1996-05-02,6.40625
1996-05-03,6.03125
1996-05-06,6.15625
1996-05-07,6.25
1996-05-08,6.125
1996-05-09,6.15625
1996-05-10,6.421875
1996-05-13,6.78125
1996-05-14,6.96875
1996-05-15,6.90625
1996-05-16,7.34375
1996-05-17,7.21875
1996-05-20,7.25
1996-05-21,7.34375
1996-05-22,7.15625
1996-05-23,7.015625
1996-05-24,6.96875
1996-05-28,6.84375
1996-05-29,6.6875
1996-05-30,6.625
1996-05-31,6.5625
1996-06-03,6.90625
1996-06-04,7.0
1996-06-05,7.0625
1996-06-06,6.96875
1996-06-07,6.75
1996-06-10,6.75
1996-06-11,6.75
1996-06-12,6.8125
1996-06-13,6.6875
1996-06-14,6.625
1996-06-17,6.59375
1996-06-18,6.5625
1996-06-19,5.65625
1996-06-20,5.53125
1996-06-21,5.78125
1996-06-24,6.125
1996-06-25,6.1875
1996-06-26,5.875
1996-06-27,5.84375
1996-06-28,5.625
1996-07-01,5.21875
1996-07-02,5.3125
1996-07-03,5.21875
1996-07-05,5.0625
1996-07-08,5.0
1996-07-09,5.09375
1996-07-10,5.09375
1996-07-11,5.3125
1996-07-12,5.3125
1996-07-15,4.875
1996-07-16,4.125
1996-07-17,4.9375
1996-07-18,5.25
1996-07-19,5.34375
1996-07-22,5.125
1996-07-23,5.0
1996-07-24,4.75
1996-07-25,4.875
1996-07-26,4.65625
1996-07-29,4.625
1996-07-30,4.5625
1996-07-31,4.453125
1996-08-01,4.96875
1996-08-02,5.65625
1996-08-05,5.78125
1996-08-06,5.53125
1996-08-07,5.6875
1996-08-08,5.78125
1996-08-09,5.8125
1996-08-12,5.8125
1996-08-13,5.84375
1996-08-14,5.78125
1996-08-15,3.875
1996-08-16,3.6875
1996-08-19,3.5
1996-08-20,3.8125
1996-08-21,3.875
1996-08-22,3.859375
1996-08-23,3.71875
1996-08-26,3.6875
1996-08-27,3.90625
1996-08-28,3.96875
1996-08-29,3.71875
1996-08-30,3.78125
1996-09-03,3.71875
1996-09-04,3.6875
1996-09-05,3.59375
1996-09-06,3.84375
1996-09-09,3.71875
1996-09-10,3.71875
1996-09-11,3.71875
1996-09-12,3.90625
1996-09-13,4.15625
1996-09-16,4.28125
1996-09-17,4.25
1996-09-18,3.9375
1996-09-19,3.75
1996-09-20,3.96875
1996-09-23,3.875
1996-09-24,4.03125
1996-09-25,6.5
1996-09-26,6.0
1996-09-27,6.0
1996-09-30,6.3125
1996-10-01,6.21875
1996-10-02,6.375
1996-10-03,6.125
1996-10-04,6.09375
1996-10-07,6.0625
1996-10-08,5.84375
1996-10-09,5.9375
1996-10-10,6.0
1996-10-11,5.875
1996-10-14,5.8125
