Date,MYL
1982-05-25,2.166667
1982-05-26,2.0370369999999998
1982-05-27,2.092592
1982-05-28,2.1851849999999997
1982-06-01,2.222222
1982-06-02,2.333333
1982-06-03,2.259259
1982-06-04,2.111111
1982-06-07,2.092592
1982-06-08,2.092592
1982-06-09,2.0
1982-06-10,2.0
1982-06-11,1.981481
1982-06-14,2.0
1982-06-15,1.962963
1982-06-16,1.981481
1982-06-17,1.981481
1982-06-18,1.981481
1982-06-21,1.962963
1982-06-22,2.111111
1982-06-23,2.3148150000000003
1982-06-24,2.296296
1982-06-25,2.296296
1982-06-28,2.37037
1982-06-29,2.3148150000000003
1982-06-30,2.3148150000000003
1982-07-01,2.3148150000000003
1982-07-02,2.296296
1982-07-06,2.296296
1982-07-07,2.296296
1982-07-08,2.203704
1982-07-09,2.222222
1982-07-12,2.222222
1982-07-13,2.222222
1982-07-14,2.203704
1982-07-15,2.203704
1982-07-16,2.203704
1982-07-19,2.111111
1982-07-20,2.111111
1982-07-21,2.092592
1982-07-22,2.055556
1982-07-23,2.074074
1982-07-26,2.0370369999999998
1982-07-27,2.0370369999999998
1982-07-28,1.962963
1982-07-29,1.9444439999999998
1982-07-30,1.962963
1982-08-02,2.0
1982-08-03,2.0
1982-08-04,2.0
1982-08-05,1.851852
1982-08-06,1.740741
1982-08-09,1.555556
1982-08-10,1.592593
1982-08-11,1.574074
1982-08-12,1.314815
1982-08-13,1.407407
1982-08-16,1.555556
1982-08-17,1.611111
1982-08-18,1.7222220000000001
1982-08-19,1.759259
1982-08-20,1.759259
1982-08-23,1.703704
1982-08-24,1.462963
1982-08-25,1.592593
1982-08-26,1.685185
1982-08-27,1.685185
1982-08-30,1.666667
1982-08-31,1.666667
1982-09-01,1.592593
1982-09-02,1.611111
1982-09-03,1.611111
1982-09-07,1.555556
1982-09-08,1.481481
1982-09-09,1.481481
1982-09-10,1.462963
1982-09-13,1.444444
1982-09-14,1.62963
1982-09-15,1.740741
1982-09-16,1.851852
1982-09-17,1.888889
1982-09-20,1.9259259999999998
1982-09-21,2.148148
1982-09-22,2.166667
1982-09-23,2.12963
1982-09-24,2.111111
1982-09-27,2.222222
1982-09-28,2.222222
1982-09-29,2.111111
1982-09-30,2.055556
1982-10-01,2.055556
1982-10-04,2.018518
1982-10-05,2.018518
1982-10-06,2.0370369999999998
1982-10-07,2.0
1982-10-08,2.0370369999999998
1982-10-11,2.0
1982-10-12,1.981481
1982-10-13,2.0
1982-10-14,2.0
1982-10-15,2.0
1982-10-18,2.074074
1982-10-19,2.148148
1982-10-20,2.1851849999999997
1982-10-21,2.111111
1982-10-22,2.0
1982-10-25,1.907407
1982-10-26,2.018518
1982-10-27,2.092592
1982-10-28,2.222222
1982-10-29,2.3148150000000003
1982-11-01,2.296296
1982-11-02,2.259259
1982-11-03,2.203704
1982-11-04,2.12963
1982-11-05,2.166667
1982-11-08,2.12963
1982-11-09,2.259259
1982-11-10,2.240741
1982-11-11,2.277778
1982-11-12,2.592592
1982-11-15,2.555556
1982-11-16,2.5
1982-11-17,2.592592
1982-11-18,2.574074
1982-11-19,2.574074
1982-11-22,2.481482
1982-11-23,2.574074
1982-11-24,2.703704
1982-11-26,2.888889
1982-11-29,2.740741
1982-11-30,2.722222
1982-12-01,2.8148150000000003
1982-12-02,2.796296
1982-12-03,2.944444
1982-12-06,3.203704
1982-12-07,3.092592
1982-12-08,3.074074
1982-12-09,2.925926
1982-12-10,2.833333
1982-12-13,2.925926
1982-12-14,2.796296
1982-12-15,2.648148
1982-12-16,2.722222
1982-12-17,2.740741
1982-12-20,2.777778
1982-12-21,2.925926
1982-12-22,2.888889
1982-12-23,2.87037
1982-12-27,2.87037
1982-12-28,2.851852
1982-12-29,2.777778
1982-12-30,2.703704
1982-12-31,2.666667
1983-01-03,2.759259
1983-01-04,2.87037
1983-01-05,3.0370369999999998
1983-01-06,3.074074
1983-01-07,3.0370369999999998
1983-01-10,3.0
1983-01-11,2.925926
1983-01-12,2.9629630000000002
1983-01-13,2.9629630000000002
1983-01-14,2.9629630000000002
1983-01-17,2.925926
1983-01-18,2.925926
1983-01-19,2.907408
1983-01-20,2.888889
1983-01-21,2.851852
1983-01-24,2.648148
1983-01-25,2.722222
1983-01-26,2.592592
1983-01-27,2.851852
1983-01-28,2.851852
1983-01-31,2.87037
1983-02-01,2.833333
1983-02-02,2.8148150000000003
1983-02-03,2.833333
1983-02-04,2.851852
1983-02-07,2.851852
1983-02-08,2.777778
1983-02-09,2.722222
1983-02-10,2.796296
1983-02-11,2.87037
1983-02-14,2.925926
1983-02-15,2.888889
1983-02-16,2.888889
1983-02-17,2.888889
1983-02-18,2.888889
1983-02-22,2.87037
1983-02-23,2.87037
1983-02-24,2.888889
1983-02-25,2.8148150000000003
1983-02-28,2.796296
1983-03-01,2.777778
1983-03-02,2.777778
1983-03-03,2.925926
1983-03-04,2.925926
1983-03-07,2.925926
1983-03-08,2.925926
1983-03-09,2.925926
1983-03-10,2.87037
1983-03-11,2.740741
1983-03-14,2.6851849999999997
1983-03-15,2.851852
1983-03-16,2.907408
1983-03-17,3.0
1983-03-18,3.0
1983-03-21,3.0
1983-03-22,2.9629630000000002
1983-03-23,2.981482
1983-03-24,2.9629630000000002
1983-03-25,2.925926
1983-03-28,2.925926
1983-03-29,2.925926
1983-03-30,2.944444
1983-03-31,2.907408
1983-04-04,2.888889
1983-04-05,2.851852
1983-04-06,2.796296
1983-04-07,2.777778
1983-04-08,2.796296
1983-04-11,2.796296
1983-04-12,2.8148150000000003
1983-04-13,2.833333
1983-04-14,2.87037
1983-04-15,2.87037
1983-04-18,2.907408
1983-04-19,2.907408
1983-04-20,2.944444
1983-04-21,2.944444
1983-04-22,2.907408
1983-04-25,2.907408
1983-04-26,2.888889
1983-04-27,2.851852
1983-04-28,2.796296
1983-04-29,2.888889
1983-05-02,3.0
1983-05-03,2.9629630000000002
1983-05-04,2.9629630000000002
1983-05-05,2.9629630000000002
1983-05-06,3.111111
1983-05-09,3.3518519999999996
1983-05-10,3.4444440000000003
1983-05-11,3.5
1983-05-12,3.4444440000000003
1983-05-13,3.5
1983-05-16,3.518518
1983-05-17,3.6481480000000004
1983-05-18,3.8148150000000003
1983-05-19,4.1666669999999995
1983-05-20,4.185185
1983-05-23,3.9444440000000003
1983-05-24,3.703704
1983-05-25,3.666667
1983-05-26,3.6851849999999997
1983-05-27,3.796296
1983-05-31,3.796296
1983-06-01,3.833333
1983-06-02,4.222222
1983-06-03,4.185185
1983-06-06,4.351852
1983-06-07,4.370369999999999
1983-06-08,4.259258999999999
1983-06-09,4.351852
1983-06-10,4.407407
1983-06-13,4.444445
1983-06-14,4.481482
1983-06-15,4.481482
1983-06-16,4.407407
1983-06-17,4.370369999999999
1983-06-20,4.296296
1983-06-21,4.203704
1983-06-22,4.203704
1983-06-23,4.092593
1983-06-24,4.0740739999999995
1983-06-27,4.129630000000001
1983-06-28,4.111111
1983-06-29,4.185185
1983-06-30,4.777778
1983-07-01,2.407408
1983-07-05,2.3148150000000003
1983-07-06,2.425926
1983-07-07,2.425926
1983-07-08,2.425926
1983-07-11,2.425926
1983-07-12,2.388889
1983-07-13,2.351852
1983-07-14,2.37037
1983-07-15,2.407408
1983-07-18,2.259259
1983-07-19,2.166667
1983-07-20,2.166667
1983-07-21,2.222222
1983-07-22,2.240741
1983-07-25,2.351852
1983-07-26,2.481482
1983-07-27,2.4629630000000002
1983-07-28,2.4629630000000002
1983-07-29,2.5
1983-08-01,2.407408
1983-08-02,2.37037
1983-08-03,2.333333
1983-08-04,2.222222
1983-08-05,2.240741
1983-08-08,2.166667
1983-08-09,2.166667
1983-08-10,2.333333
1983-08-11,2.3148150000000003
1983-08-12,2.333333
1983-08-15,2.3148150000000003
1983-08-16,2.3148150000000003
1983-08-17,2.296296
1983-08-18,2.1851849999999997
1983-08-19,2.1851849999999997
1983-08-22,2.148148
1983-08-23,2.111111
1983-08-24,2.1851849999999997
1983-08-25,2.203704
1983-08-26,2.222222
1983-08-29,2.203704
1983-08-30,2.1851849999999997
1983-08-31,2.166667
1983-09-01,2.166667
1983-09-02,2.1851849999999997
1983-09-06,2.203704
1983-09-07,2.203704
1983-09-08,2.203704
1983-09-09,2.166667
1983-09-12,2.055556
1983-09-13,2.0370369999999998
1983-09-14,2.092592
1983-09-15,2.092592
1983-09-16,2.074074
1983-09-19,2.074074
1983-09-20,2.074074
1983-09-21,2.055556
1983-09-22,2.055556
1983-09-23,2.0370369999999998
1983-09-26,2.166667
1983-09-27,2.259259
1983-09-28,2.407408
1983-09-29,2.481482
1983-09-30,2.518518
1983-10-03,2.481482
1983-10-04,2.4629630000000002
1983-10-05,2.4629630000000002
1983-10-06,2.4629630000000002
1983-10-07,2.481482
1983-10-10,2.5
1983-10-11,2.5
1983-10-12,2.481482
1983-10-13,2.592592
1983-10-14,2.8148150000000003
1983-10-17,2.87037
1983-10-18,2.648148
1983-10-19,2.666667
1983-10-20,2.703704
1983-10-21,2.722222
1983-10-24,2.648148
1983-10-25,2.759259
1983-10-26,2.851852
1983-10-27,2.777778
1983-10-28,2.796296
1983-10-31,2.851852
1983-11-01,2.851852
1983-11-02,2.888889
1983-11-03,2.907408
1983-11-04,2.87037
1983-11-07,2.87037
1983-11-08,3.148148
1983-11-09,3.074074
1983-11-10,3.0370369999999998
1983-11-11,3.018518
1983-11-14,3.092592
1983-11-15,3.1851849999999997
1983-11-16,3.203704
1983-11-17,3.259259
1983-11-18,3.3148150000000003
1983-11-21,3.62963
1983-11-22,3.611111
1983-11-23,3.37037
1983-11-25,3.4444440000000003
1983-11-28,3.3518519999999996
1983-11-29,3.37037
1983-11-30,3.3518519999999996
1983-12-01,3.3148150000000003
1983-12-02,2.8148150000000003
1983-12-05,3.12963
1983-12-06,2.944444
1983-12-07,3.018518
1983-12-08,3.0370369999999998
1983-12-09,3.111111
1983-12-12,3.074074
1983-12-13,2.9629630000000002
1983-12-14,2.777778
1983-12-15,2.8148150000000003
1983-12-16,2.944444
1983-12-19,2.944444
1983-12-20,2.944444
1983-12-21,2.981482
1983-12-22,3.055556
1983-12-23,3.055556
1983-12-27,3.055556
1983-12-28,3.0
1983-12-29,2.944444
1983-12-30,2.944444
1984-01-03,2.87037
1984-01-04,2.888889
1984-01-05,2.888889
1984-01-06,2.944444
1984-01-09,2.944444
1984-01-10,2.87037
1984-01-11,2.87037
1984-01-12,2.740741
1984-01-13,2.925926
1984-01-16,2.944444
1984-01-17,3.074074
1984-01-18,3.111111
1984-01-19,3.092592
1984-01-20,3.074074
1984-01-23,3.074074
1984-01-24,3.055556
1984-01-25,3.074074
1984-01-26,3.092592
1984-01-27,3.4444440000000003
1984-01-30,3.333333
1984-01-31,3.3518519999999996
1984-02-01,3.3518519999999996
1984-02-02,3.4444440000000003
1984-02-03,3.5
1984-02-06,3.462963
1984-02-07,3.5
1984-02-08,3.518518
1984-02-09,3.277778
1984-02-10,3.277778
1984-02-13,3.166667
1984-02-14,3.074074
1984-02-15,2.925926
1984-02-16,2.981482
1984-02-17,3.0
1984-02-21,3.0
1984-02-22,3.074074
1984-02-23,3.092592
1984-02-24,3.148148
1984-02-27,3.1851849999999997
1984-02-28,3.166667
1984-02-29,3.074074
1984-03-01,3.074074
1984-03-02,2.055556
1984-03-05,2.055556
1984-03-06,2.259259
1984-03-07,2.37037
1984-03-08,2.518518
1984-03-09,2.592592
1984-03-12,2.481482
1984-03-13,2.37037
1984-03-14,2.62963
1984-03-15,2.666667
1984-03-16,2.481482
1984-03-19,2.62963
1984-03-20,2.62963
1984-03-21,2.444444
1984-03-22,2.481482
1984-03-23,2.555556
1984-03-26,2.555556
1984-03-27,2.574074
1984-03-28,2.574074
1984-03-29,2.592592
1984-03-30,2.62963
1984-04-02,2.666667
1984-04-03,2.62963
1984-04-04,2.648148
1984-04-05,2.611111
1984-04-06,2.62963
1984-04-09,2.62963
1984-04-10,2.574074
1984-04-11,2.481482
1984-04-12,2.5
1984-04-13,2.648148
1984-04-16,2.703704
1984-04-17,2.796296
1984-04-18,2.777778
1984-04-19,2.833333
1984-04-23,2.87037
1984-04-24,3.111111
1984-04-25,3.166667
1984-04-26,3.074074
1984-04-27,3.203704
1984-04-30,3.092592
1984-05-01,3.0
1984-05-02,2.8148150000000003
1984-05-03,2.740741
1984-05-04,2.722222
1984-05-07,2.648148
1984-05-08,2.648148
1984-05-09,2.703704
1984-05-10,2.6851849999999997
1984-05-11,2.703704
1984-05-14,2.722222
1984-05-15,2.759259
1984-05-16,2.759259
1984-05-17,2.925926
1984-05-18,2.888889
1984-05-21,2.925926
1984-05-22,2.981482
1984-05-23,2.907408
1984-05-24,2.925926
1984-05-25,2.9629630000000002
1984-05-29,2.9629630000000002
1984-05-30,2.925926
1984-05-31,2.981482
1984-06-01,3.018518
1984-06-04,3.148148
1984-06-05,3.148148
1984-06-06,3.12963
1984-06-07,3.055556
1984-06-08,3.166667
1984-06-11,3.259259
1984-06-12,3.296296
1984-06-13,3.3148150000000003
1984-06-14,3.4444440000000003
1984-06-15,3.5555559999999997
1984-06-18,3.611111
1984-06-19,3.592592
1984-06-20,3.62963
1984-06-21,3.537037
1984-06-22,3.722222
1984-06-25,3.9444440000000003
1984-06-26,3.8518519999999996
1984-06-27,3.9444440000000003
1984-06-28,3.981482
1984-06-29,4.0
1984-07-02,4.018518
1984-07-03,4.037037000000001
1984-07-05,4.185185
1984-07-06,4.259258999999999
1984-07-09,4.444445
1984-07-10,4.481482
1984-07-11,4.129630000000001
1984-07-12,4.3333330000000005
1984-07-13,4.351852
1984-07-16,4.240741000000001
1984-07-17,4.240741000000001
1984-07-18,4.222222
1984-07-19,4.203704
1984-07-20,4.203704
1984-07-23,4.351852
1984-07-24,4.388889
1984-07-25,4.3333330000000005
1984-07-26,4.3333330000000005
1984-07-27,4.351852
1984-07-30,4.370369999999999
1984-07-31,4.407407
1984-08-01,3.166667
1984-08-02,3.166667
1984-08-03,3.12963
1984-08-06,3.277778
1984-08-07,3.722222
1984-08-08,3.666667
1984-08-09,4.092593
1984-08-10,4.185185
1984-08-13,4.222222
1984-08-14,4.296296
1984-08-15,4.351852
1984-08-16,4.518518
1984-08-17,4.6666669999999995
1984-08-20,4.740741000000001
