Date,BCO
1997-01-08,29.5
1997-01-09,29.0
1997-01-10,29.125
1997-01-13,28.0
1997-01-14,28.75
1997-01-15,28.75
1997-01-16,28.375
1997-01-17,29.25
1997-01-20,28.625
1997-01-21,28.25
1997-01-22,28.5
1997-01-23,28.875
1997-01-24,28.25
1997-01-27,28.0
1997-01-28,28.125
1997-01-29,28.375
1997-01-30,28.125
1997-01-31,28.25
1997-02-03,28.875
1997-02-04,28.125
1997-02-05,28.0
1997-02-06,28.0
1997-02-07,28.0
1997-02-10,27.5
1997-02-11,27.375
1997-02-12,27.5
1997-02-13,27.5
1997-02-14,27.875
1997-02-18,27.0
1997-02-19,27.25
1997-02-20,27.25
1997-02-21,26.625
1997-02-24,25.5
1997-02-25,25.75
1997-02-26,26.375
1997-02-27,26.0
1997-02-28,25.75
1997-03-03,25.75
1997-03-04,25.75
1997-03-05,25.875
1997-03-06,26.25
1997-03-07,26.25
1997-03-10,26.125
1997-03-11,26.0
1997-03-12,26.0
1997-03-13,26.0
1997-03-14,26.125
1997-03-17,26.0
1997-03-18,26.0
1997-03-19,25.625
1997-03-20,26.0
1997-03-21,26.75
1997-03-24,26.125
1997-03-25,25.875
1997-03-26,26.0
1997-03-27,26.625
1997-03-31,25.25
1997-04-01,26.0
1997-04-02,26.125
1997-04-03,27.5
1997-04-04,28.375
1997-04-07,29.125
1997-04-08,29.125
1997-04-09,28.75
1997-04-10,29.125
1997-04-11,29.5
1997-04-14,29.875
1997-04-15,31.25
1997-04-16,31.625
1997-04-17,31.75
1997-04-18,32.75
1997-04-21,32.25
1997-04-22,32.125
1997-04-23,32.25
1997-04-24,30.875
1997-04-25,30.5
1997-04-28,30.5
1997-04-29,32.25
1997-04-30,31.75
1997-05-01,32.125
1997-05-02,31.5
1997-05-05,31.75
1997-05-06,32.375
1997-05-07,31.625
1997-05-08,31.75
1997-05-09,32.25
1997-05-12,32.0
1997-05-13,31.875
1997-05-14,31.625
1997-05-15,30.875
1997-05-16,30.75
1997-05-19,30.625
1997-05-20,30.5
1997-05-21,30.25
1997-05-22,30.375
1997-05-23,30.875
1997-05-27,31.125
1997-05-28,30.75
1997-05-29,31.0
1997-05-30,31.25
1997-06-02,31.125
1997-06-03,31.875
1997-06-04,31.375
1997-06-05,31.375
1997-06-06,31.0
1997-06-09,30.625
1997-06-10,31.125
1997-06-11,30.625
1997-06-12,30.875
1997-06-13,30.75
1997-06-16,30.875
1997-06-17,30.875
1997-06-18,30.5
1997-06-19,29.125
1997-06-20,28.75
1997-06-23,28.75
1997-06-24,28.875
1997-06-25,28.875
1997-06-26,29.1875
1997-06-27,29.5625
1997-06-30,30.0
1997-07-01,29.6875
1997-07-02,30.0
1997-07-03,30.3125
1997-07-07,30.6875
1997-07-08,30.25
1997-07-09,32.25
1997-07-10,31.875
1997-07-11,32.0
1997-07-14,33.25
1997-07-15,32.625
1997-07-16,33.0
1997-07-17,33.1875
1997-07-18,32.4375
1997-07-21,32.75
1997-07-22,33.0
1997-07-23,33.25
1997-07-24,32.5
1997-07-25,32.5625
1997-07-28,32.625
1997-07-29,32.1875
1997-07-30,33.3125
1997-07-31,34.8125
1997-08-01,33.875
1997-08-04,35.5
1997-08-05,35.0
1997-08-06,35.125
1997-08-07,34.3125
1997-08-08,33.8125
1997-08-11,34.5625
1997-08-12,34.875
1997-08-13,34.8125
1997-08-14,35.625
1997-08-15,35.25
1997-08-18,35.875
1997-08-19,36.5
1997-08-20,35.75
1997-08-21,35.8125
1997-08-22,35.5
1997-08-25,35.5
1997-08-26,35.75
1997-08-27,35.4375
1997-08-28,35.375
1997-08-29,35.5
1997-09-02,35.9375
1997-09-03,36.0
1997-09-04,38.0
1997-09-05,37.5
1997-09-08,38.75
1997-09-09,38.75
1997-09-10,38.125
1997-09-11,37.9375
1997-09-12,38.5
1997-09-15,38.625
1997-09-16,38.6875
1997-09-17,39.375
1997-09-18,41.1875
1997-09-19,40.8125
1997-09-22,41.4375
1997-09-23,40.0625
1997-09-24,40.25
1997-09-25,37.375
1997-09-26,39.125
1997-09-29,39.5625
1997-09-30,40.0625
1997-10-01,40.9375
1997-10-02,40.75
1997-10-03,41.5
1997-10-06,41.125
1997-10-07,40.25
1997-10-08,39.625
1997-10-09,38.5
1997-10-10,37.5625
1997-10-13,38.9375
1997-10-14,39.25
1997-10-15,38.0625
1997-10-16,38.4375
1997-10-17,37.3125
1997-10-20,37.5
1997-10-21,37.625
1997-10-22,37.3125
1997-10-23,37.0
1997-10-24,36.75
1997-10-27,35.5
1997-10-28,36.75
1997-10-29,36.9375
1997-10-30,36.625
1997-10-31,36.125
1997-11-03,37.0
1997-11-04,37.1875
1997-11-05,37.5
1997-11-06,36.5625
1997-11-07,36.3125
1997-11-10,36.875
1997-11-11,36.4375
1997-11-12,36.5625
1997-11-13,35.375
1997-11-14,34.875
1997-11-17,35.625
1997-11-18,36.5
1997-11-19,35.8125
1997-11-20,35.75
1997-11-21,36.3125
1997-11-24,35.5
1997-11-25,35.25
1997-11-26,36.75
1997-11-28,36.625
1997-12-01,37.1875
1997-12-02,36.9375
1997-12-03,37.375
1997-12-04,38.0
1997-12-05,38.125
1997-12-08,39.4375
1997-12-09,39.875
1997-12-10,39.0
1997-12-11,39.0
1997-12-12,38.25
1997-12-15,37.375
1997-12-16,39.0
1997-12-17,39.875
1997-12-18,39.5
1997-12-19,38.5625
1997-12-22,38.875
1997-12-23,39.25
1997-12-24,39.3125
1997-12-26,39.625
1997-12-29,39.875
1997-12-30,40.5625
1997-12-31,40.25
1998-01-02,41.0
1998-01-05,41.375
1998-01-06,41.6875
1998-01-07,41.6875
1998-01-08,40.5
1998-01-09,39.625
1998-01-12,39.5625
1998-01-13,40.1875
1998-01-14,40.0625
1998-01-15,39.875
1998-01-16,40.5625
1998-01-20,41.9375
1998-01-21,42.625
1998-01-22,42.0
1998-01-23,42.1875
1998-01-26,41.9375
1998-01-27,41.0
1998-01-28,40.375
1998-01-29,41.0
1998-01-30,40.5625
1998-02-02,40.9375
1998-02-03,40.5
1998-02-04,39.5
1998-02-05,39.3125
1998-02-06,39.375
1998-02-09,39.0625
1998-02-10,38.625
1998-02-11,39.1875
1998-02-12,39.0625
1998-02-13,39.125
1998-02-17,39.0
1998-02-18,38.0
1998-02-19,38.125
1998-02-20,38.0
1998-02-23,38.125
1998-02-24,37.9375
1998-02-25,38.5625
1998-02-26,38.4375
1998-02-27,38.625
1998-03-02,39.0
1998-03-03,38.125
1998-03-04,38.5
1998-03-05,38.0
1998-03-06,39.25
1998-03-09,38.375
1998-03-10,38.5625
1998-03-11,38.0625
1998-03-12,37.6875
1998-03-13,38.0
1998-03-16,38.5
1998-03-17,38.25
1998-03-18,38.125
1998-03-19,39.5
1998-03-20,39.0
1998-03-23,38.75
1998-03-24,39.0625
1998-03-25,38.6875
1998-03-26,39.125
1998-03-27,38.6875
1998-03-30,38.0625
1998-03-31,38.125
1998-04-01,39.625
1998-04-02,39.5625
1998-04-03,39.75
1998-04-06,39.0
1998-04-07,38.0625
1998-04-08,38.75
1998-04-09,38.8125
1998-04-13,38.5625
1998-04-14,39.25
1998-04-15,38.5
1998-04-16,38.5625
1998-04-17,39.375
1998-04-20,40.625
1998-04-21,40.125
1998-04-22,40.125
1998-04-23,38.0625
1998-04-24,37.625
1998-04-27,36.0
1998-04-28,36.375
1998-04-29,38.625
1998-04-30,39.125
1998-05-01,39.5
1998-05-04,39.4375
1998-05-05,39.5625
1998-05-06,39.75
1998-05-07,39.5625
1998-05-08,40.625
1998-05-11,40.5
1998-05-12,39.625
1998-05-13,39.0625
1998-05-14,39.0625
1998-05-15,38.5
1998-05-18,38.8125
1998-05-19,39.625
1998-05-20,38.9375
1998-05-21,39.0
1998-05-22,38.375
1998-05-26,37.75
1998-05-27,38.4375
1998-05-28,38.625
1998-05-29,38.6875
1998-06-01,39.0625
1998-06-02,39.5
1998-06-03,39.875
1998-06-04,40.0
1998-06-05,40.5625
1998-06-08,40.1875
1998-06-09,40.9375
1998-06-10,39.625
1998-06-11,39.375
1998-06-12,39.5
1998-06-15,38.6875
1998-06-16,37.375
1998-06-17,37.25
1998-06-18,37.25
1998-06-19,36.9375
1998-06-22,36.4375
1998-06-23,37.4375
1998-06-24,36.9375
1998-06-25,37.125
1998-06-26,37.3125
1998-06-29,37.125
1998-06-30,36.875
1998-07-01,37.75
1998-07-02,38.0
1998-07-06,38.3125
1998-07-07,38.375
1998-07-08,38.9375
1998-07-09,38.9375
1998-07-10,39.0
1998-07-13,38.125
1998-07-14,38.25
1998-07-15,38.125
1998-07-16,37.5625
1998-07-17,37.9375
1998-07-20,37.5
1998-07-21,37.625
1998-07-22,36.0
1998-07-23,35.5
1998-07-24,35.875
1998-07-27,35.5
1998-07-28,35.5
1998-07-29,35.25
1998-07-30,35.9375
1998-07-31,35.6875
1998-08-03,35.3125
1998-08-04,35.0
1998-08-05,35.0
1998-08-06,35.6875
1998-08-07,36.5625
1998-08-10,36.25
1998-08-11,35.1875
1998-08-12,35.9375
1998-08-13,35.0625
1998-08-14,35.0625
1998-08-17,36.0
1998-08-18,36.25
1998-08-19,35.0625
1998-08-20,35.1875
1998-08-21,34.75
1998-08-24,34.6875
1998-08-25,34.9375
1998-08-26,33.6875
1998-08-27,32.125
1998-08-28,33.1875
1998-08-31,31.375
1998-09-01,31.8125
1998-09-02,32.5
1998-09-03,32.375
1998-09-04,32.5625
1998-09-08,34.8125
1998-09-09,33.875
1998-09-10,33.125
1998-09-11,33.5625
1998-09-14,34.125
1998-09-15,34.5625
1998-09-16,34.5
1998-09-17,34.0
1998-09-18,35.375
1998-09-21,34.875
1998-09-22,34.625
1998-09-23,35.75
1998-09-24,35.6875
1998-09-25,34.5625
1998-09-28,35.0
1998-09-29,35.875
1998-09-30,35.0
1998-10-01,33.0
1998-10-02,34.25
1998-10-05,34.3125
1998-10-06,33.9375
1998-10-07,33.875
1998-10-08,32.9375
1998-10-09,32.25
1998-10-12,32.75
1998-10-13,32.0625
1998-10-14,31.75
1998-10-15,32.9375
1998-10-16,34.5625
1998-10-19,36.3125
1998-10-20,34.625
1998-10-21,33.1875
1998-10-22,33.4375
1998-10-23,32.5
1998-10-26,33.6875
1998-10-27,34.0625
1998-10-28,28.125
1998-10-29,29.875
1998-10-30,29.75
1998-11-02,30.1875
1998-11-03,30.0
1998-11-04,29.625
1998-11-05,29.375
1998-11-06,29.75
1998-11-09,29.4375
1998-11-10,30.0625
1998-11-11,30.125
1998-11-12,30.0625
1998-11-13,29.9375
1998-11-16,29.5625
1998-11-17,29.125
1998-11-18,28.9375
1998-11-19,29.75
1998-11-20,31.125
1998-11-23,29.8125
1998-11-24,29.875
1998-11-25,30.1875
1998-11-27,30.0625
1998-11-30,30.0
1998-12-01,30.0625
1998-12-02,30.0
1998-12-03,30.0
1998-12-04,30.625
1998-12-07,31.9375
1998-12-08,30.6875
1998-12-09,30.1875
1998-12-10,30.0625
1998-12-11,30.125
1998-12-14,29.875
1998-12-15,29.625
1998-12-16,29.75
1998-12-17,30.1875
1998-12-18,29.875
1998-12-21,30.75
1998-12-22,30.9375
1998-12-23,30.75
1998-12-24,30.75
1998-12-28,30.4375
1998-12-29,30.0
1998-12-30,31.25
1998-12-31,31.875
1999-01-04,30.0
1999-01-05,30.4375
1999-01-06,30.25
1999-01-07,30.25
1999-01-08,30.4375
1999-01-11,30.3125
1999-01-12,30.6875
1999-01-13,30.0
1999-01-14,30.0625
1999-01-15,30.0
1999-01-19,29.6875
1999-01-20,29.9375
1999-01-21,30.0
1999-01-22,29.375
1999-01-25,28.375
1999-01-26,27.375
1999-01-27,28.625
1999-01-28,28.9375
1999-01-29,28.875
1999-02-01,28.75
1999-02-02,28.3125
1999-02-03,28.375
1999-02-04,28.5
1999-02-05,28.5
1999-02-08,28.5
1999-02-09,28.5625
1999-02-10,28.3125
1999-02-11,26.9375
1999-02-12,25.75
1999-02-16,25.6875
1999-02-17,25.0
1999-02-18,25.125
1999-02-19,24.75
1999-02-22,25.1875
1999-02-23,25.25
1999-02-24,25.0
1999-02-25,24.375
1999-02-26,24.5
1999-03-01,24.625
1999-03-02,24.5625
1999-03-03,24.4375
1999-03-04,23.8125
1999-03-05,23.875
1999-03-08,22.9375
1999-03-09,23.25
1999-03-10,23.0
1999-03-11,23.125
1999-03-12,23.375
1999-03-15,23.375
1999-03-16,23.75
1999-03-17,23.5625
1999-03-18,23.8125
1999-03-19,23.375
1999-03-22,23.5625
1999-03-23,23.8125
1999-03-24,23.6875
1999-03-25,23.625
1999-03-26,23.4375
1999-03-29,23.625
1999-03-30,23.25
1999-03-31,23.5
1999-04-01,23.0625
1999-04-05,23.5
1999-04-06,22.5625
1999-04-07,22.25
1999-04-08,22.375
1999-04-09,22.0
1999-04-12,22.3125
1999-04-13,21.75
1999-04-14,22.3125
1999-04-15,23.0
1999-04-16,23.4375
1999-04-19,25.3125
1999-04-20,24.875
1999-04-21,24.875
1999-04-22,24.875
1999-04-23,24.875
1999-04-26,24.8125
1999-04-27,25.1875
1999-04-28,24.5625
1999-04-29,26.625
1999-04-30,26.375
1999-05-03,26.625
1999-05-04,26.9375
1999-05-05,27.5
1999-05-06,27.375
1999-05-07,27.4375
1999-05-10,28.375
1999-05-11,27.875
1999-05-12,28.125
1999-05-13,28.6875
1999-05-14,28.3125
1999-05-17,27.9375
1999-05-18,27.9375
1999-05-19,28.5625
1999-05-20,28.5
1999-05-21,28.375
1999-05-24,28.0
1999-05-25,27.9375
1999-05-26,27.25
1999-05-27,27.875
1999-05-28,28.5
1999-06-01,28.3125
1999-06-02,28.625
1999-06-03,29.0
1999-06-04,29.375
1999-06-07,29.875
1999-06-08,29.8125
1999-06-09,29.75
1999-06-10,29.4375
1999-06-11,29.5625
1999-06-14,28.9375
1999-06-15,28.9375
1999-06-16,28.875
1999-06-17,28.375
1999-06-18,28.0
1999-06-21,27.875
1999-06-22,27.625
1999-06-23,27.625
1999-06-24,27.0
1999-06-25,27.0625
1999-06-28,27.0
1999-06-29,27.0
1999-06-30,26.75
1999-07-01,26.75
1999-07-02,27.0
1999-07-06,27.5
1999-07-07,27.125
1999-07-08,26.875
1999-07-09,27.625
1999-07-12,27.9375
1999-07-13,27.4375
1999-07-14,27.0625
1999-07-15,27.6875
1999-07-16,27.4375
1999-07-19,28.0
1999-07-20,27.3125
1999-07-21,27.375
1999-07-22,28.0
1999-07-23,27.9375
1999-07-26,28.0
1999-07-27,28.0
1999-07-28,26.9375
1999-07-29,26.9375
1999-07-30,27.1875
1999-08-02,26.0
1999-08-03,25.75
1999-08-04,24.9375
1999-08-05,24.8125
1999-08-06,24.4375
1999-08-09,24.5625
1999-08-10,23.625
1999-08-11,24.0625
1999-08-12,24.125
1999-08-13,24.125
1999-08-16,24.25
1999-08-17,24.1875
1999-08-18,23.25
1999-08-19,25.375
1999-08-20,25.5
1999-08-23,24.5625
1999-08-24,24.75
1999-08-25,24.8125
1999-08-26,24.125
1999-08-27,23.875
1999-08-30,23.6875
1999-08-31,23.8125
1999-09-01,24.0625
1999-09-02,23.875
1999-09-03,24.6875
1999-09-07,25.0
1999-09-08,24.0625
1999-09-09,23.75
1999-09-10,23.9375
1999-09-13,23.5
1999-09-14,23.0
1999-09-15,23.0
1999-09-16,22.8125
1999-09-17,23.125
1999-09-20,22.75
1999-09-21,22.9375
1999-09-22,23.125
1999-09-23,22.6875
1999-09-24,22.0
1999-09-27,22.6875
1999-09-28,23.1875
1999-09-29,22.625
1999-09-30,23.1875
1999-10-01,22.1875
1999-10-04,22.75
1999-10-05,22.1875
1999-10-06,22.0625
1999-10-07,22.0625
1999-10-08,21.875
1999-10-11,21.75
1999-10-12,20.875
1999-10-13,19.9375
1999-10-14,19.5
1999-10-15,19.4375
1999-10-18,19.1875
1999-10-19,19.4375
1999-10-20,19.5
1999-10-21,19.375
1999-10-22,19.3125
1999-10-25,18.9375
1999-10-26,18.75
1999-10-27,18.6875
1999-10-28,18.5
1999-10-29,19.1875
1999-11-01,18.625
1999-11-02,19.0
1999-11-03,19.1875
1999-11-04,19.0
1999-11-05,18.625
1999-11-08,19.0625
1999-11-09,18.8125
1999-11-10,18.9375
1999-11-11,18.9375
1999-11-12,19.1875
1999-11-15,19.5625
1999-11-16,19.3125
1999-11-17,19.75
1999-11-18,20.125
1999-11-19,19.375
1999-11-22,19.0625
1999-11-23,18.875
1999-11-24,19.0
1999-11-26,19.0625
1999-11-29,18.875
1999-11-30,19.0
1999-12-01,18.6875
1999-12-02,18.625
1999-12-03,18.375
1999-12-06,21.5
1999-12-07,22.4375
1999-12-08,21.9375
1999-12-09,20.875
1999-12-10,21.3125
1999-12-13,20.875
1999-12-14,20.3125
1999-12-15,21.375
1999-12-16,21.0625
1999-12-17,21.0
1999-12-20,20.8125
1999-12-21,20.9375
1999-12-22,21.0625
1999-12-23,21.1875
1999-12-27,20.6875
1999-12-28,21.0625
1999-12-29,22.0
1999-12-30,21.9375
1999-12-31,22.0
2000-01-03,21.375
2000-01-04,20.5625
2000-01-05,21.5
2000-01-06,21.3125
2000-01-07,21.3125
2000-01-10,21.6875
2000-01-11,21.0625
2000-01-12,20.875
2000-01-13,21.9375
2000-01-14,21.8125
2000-01-18,21.75
2000-01-19,22.0
2000-01-20,22.0
2000-01-21,21.3125
2000-01-24,20.5625
2000-01-25,19.625
2000-01-26,19.875
2000-01-27,20.0625
2000-01-28,20.25
2000-01-31,19.5
2000-02-01,20.125
2000-02-02,19.5625
2000-02-03,19.0625
2000-02-04,19.6875
2000-02-07,19.0
2000-02-08,18.6875
2000-02-09,18.875
2000-02-10,18.125
2000-02-11,18.375
2000-02-14,18.125
2000-02-15,18.75
2000-02-16,17.875
2000-02-17,17.625
2000-02-18,16.9375
2000-02-22,17.0
2000-02-23,16.9375
2000-02-24,16.8125
2000-02-25,16.375
2000-02-28,16.6875
2000-02-29,17.875
2000-03-01,17.1875
2000-03-02,16.4375
2000-03-03,16.3125
2000-03-06,16.0
2000-03-07,15.8125
2000-03-08,15.9375
2000-03-09,15.875
2000-03-10,15.25
2000-03-13,15.375
2000-03-14,15.5
2000-03-15,16.0625
2000-03-16,16.6875
2000-03-17,16.0
2000-03-20,16.0625
2000-03-21,16.4375
2000-03-22,16.75
2000-03-23,17.1875
2000-03-24,16.6875
2000-03-27,16.75
2000-03-28,16.875
2000-03-29,16.0625
2000-03-30,16.375
2000-03-31,17.0
2000-04-03,16.25
2000-04-04,16.625
2000-04-05,16.375
2000-04-06,16.375
2000-04-07,16.5
2000-04-10,16.3125
2000-04-11,16.625
2000-04-12,16.8125
2000-04-13,17.0
2000-04-14,16.375
2000-04-17,16.625
2000-04-18,17.0625
2000-04-19,16.6875
2000-04-20,16.25
2000-04-24,16.1875
2000-04-25,16.5
2000-04-26,16.625
2000-04-27,15.875
2000-04-28,16.375
2000-05-01,16.5
2000-05-02,15.25
2000-05-03,14.8125
2000-05-04,14.9375
2000-05-05,15.25
2000-05-08,14.875
2000-05-09,14.6875
2000-05-10,14.6875
2000-05-11,15.0625
2000-05-12,15.0
2000-05-15,14.8125
2000-05-16,14.8125
2000-05-17,14.6875
2000-05-18,14.9375
2000-05-19,14.625
2000-05-22,14.5625
2000-05-23,14.3125
2000-05-24,14.75
2000-05-25,14.75
2000-05-26,14.6875
2000-05-30,14.6875
2000-05-31,15.1875
2000-06-01,15.875
2000-06-02,15.3125
2000-06-05,15.0
2000-06-06,15.5625
2000-06-07,15.625
2000-06-08,15.75
2000-06-09,15.875
2000-06-12,15.0625
2000-06-13,15.5
2000-06-14,15.375
2000-06-15,15.1875
2000-06-16,15.3125
2000-06-19,15.25
2000-06-20,14.75
2000-06-21,14.3125
2000-06-22,13.9375
2000-06-23,14.4375
2000-06-26,14.25
2000-06-27,14.0625
2000-06-28,14.25
2000-06-29,14.4375
2000-06-30,14.125
2000-07-03,14.5
2000-07-05,13.875
2000-07-06,13.75
2000-07-07,14.25
2000-07-10,14.375
2000-07-11,13.875
2000-07-12,13.75
2000-07-13,13.5
2000-07-14,13.1875
2000-07-17,13.25
2000-07-18,13.0
2000-07-19,12.5625
2000-07-20,12.375
2000-07-21,11.9375
2000-07-24,11.3125
2000-07-25,11.6875
2000-07-26,11.5
2000-07-27,10.9375
2000-07-28,11.0
2000-07-31,12.0
2000-08-01,11.5625
2000-08-02,12.125
2000-08-03,13.8125
2000-08-04,14.75
2000-08-07,14.0625
2000-08-08,13.625
2000-08-09,13.875
2000-08-10,13.5
2000-08-11,14.0625
2000-08-14,14.125
2000-08-15,14.25
2000-08-16,14.4375
2000-08-17,14.875
2000-08-18,14.9375
2000-08-21,14.9375
2000-08-22,15.125
2000-08-23,15.0
2000-08-24,15.1875
2000-08-25,15.5
2000-08-28,15.6875
2000-08-29,16.6875
2000-08-30,16.5
2000-08-31,15.5625
2000-09-01,16.1875
2000-09-05,16.0625
2000-09-06,16.1875
2000-09-07,16.375
2000-09-08,16.9375
2000-09-11,17.1875
2000-09-12,17.0
2000-09-13,16.9375
2000-09-14,16.1875
2000-09-15,16.0
2000-09-18,15.625
2000-09-19,15.5625
2000-09-20,15.4375
2000-09-21,15.125
2000-09-22,15.25
2000-09-25,15.0625
2000-09-26,14.9375
2000-09-27,15.4375
2000-09-28,15.25
2000-09-29,15.5
2000-10-02,14.8125
2000-10-03,15.0
2000-10-04,15.875
2000-10-05,15.6875
2000-10-06,16.0625
2000-10-09,15.875
2000-10-10,15.5625
2000-10-11,15.0625
2000-10-12,14.75
2000-10-13,15.25
2000-10-16,14.9375
2000-10-17,14.5
2000-10-18,14.5
2000-10-19,14.8125
2000-10-20,14.75
2000-10-23,14.9375
2000-10-24,15.0
2000-10-25,14.5
2000-10-26,14.75
2000-10-27,14.875
2000-10-30,14.875
2000-10-31,15.875
2000-11-01,14.125
2000-11-02,14.6875
2000-11-03,14.125
2000-11-06,14.4375
2000-11-07,15.0
2000-11-08,15.5625
2000-11-09,15.25
2000-11-10,15.0
2000-11-13,15.6875
2000-11-14,15.8125
2000-11-15,15.875
2000-11-16,15.3125
2000-11-17,15.375
2000-11-20,15.375
2000-11-21,15.4375
2000-11-22,15.5
