Date,CBT
1982-08-13,4.1875
1982-08-16,4.28125
1982-08-17,4.3125
1982-08-18,4.3125
1982-08-19,4.3125
1982-08-20,4.3125
1982-08-23,4.625
1982-08-24,4.90625
1982-08-25,4.90625
1982-08-26,4.90625
1982-08-27,4.9375
1982-08-30,5.03125
1982-08-31,5.0
1982-09-01,4.90625
1982-09-02,4.90625
1982-09-03,5.0625
1982-09-07,5.0625
1982-09-08,5.0625
1982-09-09,5.0625
1982-09-10,5.1875
1982-09-13,5.375
1982-09-14,5.625
1982-09-15,5.75
1982-09-16,5.5
1982-09-17,5.375
1982-09-20,5.1875
1982-09-21,5.5
1982-09-22,5.375
1982-09-23,5.3125
1982-09-24,5.5
1982-09-27,5.375
1982-09-28,5.375
1982-09-29,5.3125
1982-09-30,5.3125
1982-10-01,5.21875
1982-10-04,5.1875
1982-10-05,5.09375
1982-10-06,5.03125
1982-10-07,5.59375
1982-10-08,5.53125
1982-10-11,5.65625
1982-10-12,5.75
1982-10-13,6.0625
1982-10-14,6.125
1982-10-15,6.25
1982-10-18,6.21875
1982-10-19,6.0625
1982-10-20,5.96875
1982-10-21,6.0625
1982-10-22,5.78125
1982-10-25,5.53125
1982-10-26,5.65625
1982-10-27,5.625
1982-10-28,5.625
1982-10-29,5.59375
1982-11-01,5.59375
1982-11-02,5.65625
1982-11-03,5.8125
1982-11-04,6.25
1982-11-05,5.78125
1982-11-08,5.625
1982-11-09,5.5
1982-11-10,5.375
1982-11-11,5.375
1982-11-12,5.4375
1982-11-15,5.3125
1982-11-16,5.21875
1982-11-17,5.21875
1982-11-18,5.21875
1982-11-19,5.21875
1982-11-22,5.15625
1982-11-23,5.0625
1982-11-24,5.0625
1982-11-26,5.0625
1982-11-29,5.03125
1982-11-30,5.09375
1982-12-01,5.03125
1982-12-02,5.0
1982-12-03,5.0625
1982-12-06,5.0
1982-12-07,5.03125
1982-12-08,5.15625
1982-12-09,5.0625
1982-12-10,5.15625
1982-12-13,5.1875
1982-12-14,5.3125
1982-12-15,5.1875
1982-12-16,5.0625
1982-12-17,5.09375
1982-12-20,5.0
1982-12-21,4.875
1982-12-22,4.75
1982-12-23,4.90625
1982-12-27,5.03125
1982-12-28,5.09375
1982-12-29,5.25
1982-12-30,5.15625
1982-12-31,5.21875
1983-01-03,5.21875
1983-01-04,5.34375
1983-01-05,5.375
1983-01-06,6.0
1983-01-07,5.90625
1983-01-10,6.0625
1983-01-11,6.125
1983-01-12,6.21875
1983-01-13,6.25
1983-01-14,6.28125
1983-01-17,6.4375
1983-01-18,6.28125
1983-01-19,6.28125
1983-01-20,6.3125
1983-01-21,6.28125
1983-01-24,5.90625
1983-01-25,6.125
1983-01-26,6.15625
1983-01-27,6.28125
1983-01-28,6.21875
1983-01-31,6.0
1983-02-01,5.96875
1983-02-02,6.09375
1983-02-03,6.09375
1983-02-04,6.125
1983-02-07,6.25
1983-02-08,6.15625
1983-02-09,6.125
1983-02-10,6.125
1983-02-11,6.5625
1983-02-14,6.8125
1983-02-15,7.03125
1983-02-16,6.875
1983-02-17,6.65625
1983-02-18,6.59375
1983-02-22,6.59375
1983-02-23,6.6875
1983-02-24,6.6875
1983-02-25,6.5
1983-02-28,6.59375
1983-03-01,6.6875
1983-03-02,6.71875
1983-03-03,6.75
1983-03-04,6.71875
1983-03-07,6.71875
1983-03-08,6.6875
1983-03-09,6.84375
1983-03-10,6.71875
1983-03-11,6.5625
1983-03-14,6.6875
1983-03-15,6.5625
1983-03-16,6.5625
1983-03-17,6.5625
1983-03-18,6.84375
1983-03-21,6.875
1983-03-22,6.8125
1983-03-23,6.96875
1983-03-24,7.0
1983-03-25,6.8125
1983-03-28,6.8125
1983-03-29,6.875
1983-03-30,7.03125
1983-03-31,7.0625
1983-04-04,6.875
1983-04-05,6.875
1983-04-06,6.875
1983-04-07,6.8125
1983-04-08,6.71875
1983-04-11,6.5625
1983-04-12,6.71875
1983-04-13,6.6875
1983-04-14,6.84375
1983-04-15,7.0625
1983-04-18,7.21875
1983-04-19,7.1875
1983-04-20,7.21875
1983-04-21,7.3125
1983-04-22,7.34375
1983-04-25,7.1875
1983-04-26,7.28125
1983-04-27,7.34375
1983-04-28,7.34375
1983-04-29,7.4375
1983-05-02,7.34375
1983-05-03,7.34375
1983-05-04,7.28125
1983-05-05,7.15625
1983-05-06,7.1875
1983-05-09,7.0625
1983-05-10,7.03125
1983-05-11,7.1875
1983-05-12,7.1875
1983-05-13,7.3125
1983-05-16,7.15625
1983-05-17,7.15625
1983-05-18,7.0625
1983-05-19,7.03125
1983-05-20,7.125
1983-05-23,6.96875
1983-05-24,6.90625
1983-05-25,7.03125
1983-05-26,7.1875
1983-05-27,7.21875
1983-05-31,7.21875
1983-06-01,7.21875
1983-06-02,7.21875
1983-06-03,7.1875
1983-06-06,7.21875
1983-06-07,7.1875
1983-06-08,7.03125
1983-06-09,7.15625
1983-06-10,7.1875
1983-06-13,7.1875
1983-06-14,7.1875
1983-06-15,7.3125
1983-06-16,7.4375
1983-06-17,7.46875
1983-06-20,7.625
1983-06-21,7.625
1983-06-22,7.625
1983-06-23,7.5625
1983-06-24,7.625
1983-06-27,7.625
1983-06-28,7.46875
1983-06-29,7.46875
1983-06-30,7.46875
1983-07-01,7.5625
1983-07-05,7.4375
1983-07-06,7.4375
1983-07-07,7.34375
1983-07-08,7.34375
1983-07-11,7.34375
1983-07-12,7.21875
1983-07-13,7.15625
1983-07-14,7.0625
1983-07-15,7.125
1983-07-18,7.03125
1983-07-19,7.15625
1983-07-20,7.34375
1983-07-21,7.34375
1983-07-22,7.375
1983-07-25,7.34375
1983-07-26,7.0625
1983-07-27,6.84375
1983-07-28,6.75
1983-07-29,6.84375
1983-08-01,6.65625
1983-08-02,6.5
1983-08-03,6.5
1983-08-04,6.4375
1983-08-05,6.4375
1983-08-08,6.28125
1983-08-09,6.28125
1983-08-10,6.28125
1983-08-11,6.28125
1983-08-12,6.40625
1983-08-15,6.375
1983-08-16,6.25
1983-08-17,6.28125
1983-08-18,6.375
1983-08-19,6.3125
1983-08-22,6.4375
1983-08-23,6.40625
1983-08-24,6.4375
1983-08-25,6.4375
1983-08-26,6.40625
1983-08-29,6.25
1983-08-30,6.15625
1983-08-31,6.28125
1983-09-01,6.375
1983-09-02,6.375
1983-09-06,6.4375
1983-09-07,6.53125
1983-09-08,6.5625
1983-09-09,6.5625
1983-09-12,6.875
1983-09-13,6.84375
1983-09-14,7.0
1983-09-15,6.875
1983-09-16,7.0
1983-09-19,7.21875
1983-09-20,7.125
1983-09-21,7.21875
1983-09-22,7.28125
1983-09-23,7.15625
1983-09-26,7.03125
1983-09-27,6.875
1983-09-28,6.71875
1983-09-29,6.75
1983-09-30,6.75
1983-10-03,6.71875
1983-10-04,6.84375
1983-10-05,6.84375
1983-10-06,6.8125
1983-10-07,6.8125
1983-10-10,6.875
1983-10-11,6.875
1983-10-12,6.875
1983-10-13,6.84375
1983-10-14,6.8125
1983-10-17,7.0
1983-10-18,6.8125
1983-10-19,6.875
1983-10-20,7.0
1983-10-21,6.84375
1983-10-24,6.84375
1983-10-25,6.8125
1983-10-26,6.8125
1983-10-27,6.71875
1983-10-28,6.59375
1983-10-31,6.5625
1983-11-01,6.5625
1983-11-02,6.59375
1983-11-03,6.59375
1983-11-04,6.65625
1983-11-07,6.65625
1983-11-08,6.59375
1983-11-09,6.6875
1983-11-10,6.6875
1983-11-11,6.71875
1983-11-14,6.6875
1983-11-15,6.71875
1983-11-16,6.71875
1983-11-17,6.8125
1983-11-18,6.875
1983-11-21,6.84375
1983-11-22,6.8125
1983-11-23,6.8125
1983-11-25,6.875
1983-11-28,6.875
1983-11-29,6.96875
1983-11-30,6.8125
1983-12-01,6.6875
1983-12-02,6.6875
1983-12-05,6.6875
1983-12-06,6.65625
1983-12-07,6.71875
1983-12-08,6.53125
1983-12-09,6.40625
1983-12-12,6.5
1983-12-13,6.53125
1983-12-14,6.5625
1983-12-15,6.5625
1983-12-16,6.5625
1983-12-19,6.5
1983-12-20,6.53125
1983-12-21,6.53125
1983-12-22,6.40625
1983-12-23,6.40625
1983-12-27,6.4375
1983-12-28,6.40625
1983-12-29,6.3125
1983-12-30,6.25
1984-01-03,6.28125
1984-01-04,6.40625
1984-01-05,6.53125
1984-01-06,6.65625
1984-01-09,6.59375
1984-01-10,6.59375
1984-01-11,6.5625
1984-01-12,6.59375
1984-01-13,6.5625
1984-01-16,6.65625
1984-01-17,6.71875
1984-01-18,6.6875
1984-01-19,6.875
1984-01-20,6.875
1984-01-23,6.75
1984-01-24,6.71875
1984-01-25,6.71875
1984-01-26,6.5625
1984-01-27,6.65625
1984-01-30,6.59375
1984-01-31,6.65625
1984-02-01,6.65625
1984-02-02,6.59375
1984-02-03,6.4375
1984-02-06,6.28125
1984-02-07,6.375
1984-02-08,6.375
1984-02-09,6.125
1984-02-10,6.125
1984-02-13,6.125
1984-02-14,6.125
1984-02-15,6.15625
1984-02-16,6.125
1984-02-17,6.21875
1984-02-21,6.125
1984-02-22,6.125
1984-02-23,6.125
1984-02-24,6.21875
1984-02-27,6.3125
1984-02-28,6.25
1984-02-29,6.25
1984-03-01,6.3125
1984-03-02,6.375
1984-03-05,6.4375
1984-03-06,6.4375
1984-03-07,6.5
1984-03-08,6.4375
1984-03-09,6.5625
1984-03-12,6.53125
1984-03-13,6.53125
1984-03-14,6.5625
1984-03-15,6.5625
1984-03-16,6.5625
1984-03-19,6.53125
1984-03-20,6.53125
1984-03-21,6.4375
1984-03-22,6.4375
1984-03-23,6.4375
1984-03-26,6.4375
1984-03-27,6.4375
1984-03-28,6.5625
1984-03-29,6.5625
1984-03-30,6.59375
1984-04-02,6.5625
1984-04-03,6.4375
1984-04-04,6.4375
1984-04-05,6.28125
1984-04-06,6.125
1984-04-09,6.125
1984-04-10,6.125
1984-04-11,6.15625
1984-04-12,6.25
1984-04-13,6.25
1984-04-16,6.21875
1984-04-17,6.21875
1984-04-18,6.125
1984-04-19,6.0625
1984-04-23,5.9375
1984-04-24,6.0625
1984-04-25,6.125
1984-04-26,6.28125
1984-04-27,6.28125
1984-04-30,6.3125
1984-05-01,6.375
1984-05-02,6.5625
1984-05-03,6.5
1984-05-04,6.4375
1984-05-07,6.5
1984-05-08,6.5625
1984-05-09,6.53125
1984-05-10,6.4375
1984-05-11,6.4375
1984-05-14,6.5
1984-05-15,6.59375
1984-05-16,6.5
1984-05-17,6.5
1984-05-18,6.375
1984-05-21,6.25
1984-05-22,6.28125
1984-05-23,6.28125
1984-05-24,6.28125
1984-05-25,6.125
1984-05-29,6.09375
1984-05-30,6.25
1984-05-31,6.21875
1984-06-01,6.125
1984-06-04,6.28125
1984-06-05,6.25
1984-06-06,6.3125
1984-06-07,6.375
1984-06-08,6.375
1984-06-11,6.3125
1984-06-12,6.40625
1984-06-13,6.5
1984-06-14,6.4375
1984-06-15,6.375
1984-06-18,6.28125
1984-06-19,6.25
1984-06-20,6.25
1984-06-21,6.25
1984-06-22,6.25
1984-06-25,6.21875
1984-06-26,6.125
1984-06-27,6.25
1984-06-28,6.0625
1984-06-29,6.125
1984-07-02,6.125
1984-07-03,6.125
1984-07-05,6.21875
1984-07-06,6.28125
1984-07-09,6.125
1984-07-10,6.125
1984-07-11,5.96875
1984-07-12,5.9375
1984-07-13,6.0625
1984-07-16,5.96875
1984-07-17,5.9375
1984-07-18,5.90625
1984-07-19,5.90625
1984-07-20,5.78125
1984-07-23,5.8125
1984-07-24,5.75
1984-07-25,5.65625
1984-07-26,5.65625
1984-07-27,5.6875
1984-07-30,5.75
1984-07-31,5.75
1984-08-01,5.8125
1984-08-02,5.84375
1984-08-03,6.125
1984-08-06,6.21875
1984-08-07,6.09375
1984-08-08,6.21875
1984-08-09,6.15625
1984-08-10,6.21875
1984-08-13,6.25
1984-08-14,6.40625
1984-08-15,6.25
1984-08-16,6.28125
1984-08-17,6.28125
1984-08-20,6.28125
1984-08-21,6.28125
1984-08-22,6.3125
1984-08-23,6.4375
1984-08-24,6.4375
1984-08-27,6.5
1984-08-28,6.5
1984-08-29,6.59375
1984-08-30,6.5625
1984-08-31,6.59375
1984-09-04,6.65625
1984-09-05,6.6875
1984-09-06,6.8125
1984-09-07,6.90625
1984-09-10,7.0
1984-09-11,7.0625
1984-09-12,7.0625
1984-09-13,7.125
1984-09-14,7.09375
1984-09-17,7.09375
1984-09-18,7.09375
1984-09-19,7.0625
1984-09-20,7.0625
1984-09-21,7.09375
1984-09-24,7.03125
1984-09-25,6.9375
1984-09-26,6.84375
1984-09-27,6.8125
1984-09-28,6.75
1984-10-01,6.71875
1984-10-02,6.65625
1984-10-03,6.5625
1984-10-04,6.5625
1984-10-05,6.625
1984-10-08,6.5625
1984-10-09,6.59375
1984-10-10,6.53125
1984-10-11,6.5625
1984-10-12,6.53125
1984-10-15,6.65625
1984-10-16,6.625
1984-10-17,6.71875
1984-10-18,6.78125
1984-10-19,6.75
1984-10-22,6.625
1984-10-23,6.6875
1984-10-24,6.65625
1984-10-25,6.71875
1984-10-26,6.625
1984-10-29,6.625
1984-10-30,6.5625
1984-10-31,6.5625
1984-11-01,6.71875
1984-11-02,6.875
1984-11-05,6.875
1984-11-06,6.875
1984-11-07,6.78125
1984-11-08,6.78125
1984-11-09,6.8125
1984-11-12,6.78125
1984-11-13,6.65625
1984-11-14,6.625
1984-11-15,6.71875
1984-11-16,6.625
1984-11-19,6.5625
1984-11-20,6.625
1984-11-21,6.75
1984-11-23,6.90625
1984-11-26,6.71875
1984-11-27,6.65625
1984-11-28,6.625
1984-11-29,6.59375
1984-11-30,6.53125
1984-12-03,6.5
1984-12-04,6.3125
1984-12-05,6.40625
1984-12-06,6.375
1984-12-07,6.4375
1984-12-10,6.59375
1984-12-11,6.65625
1984-12-12,6.75
1984-12-13,6.75
1984-12-14,6.71875
1984-12-17,6.90625
1984-12-18,6.84375
1984-12-19,6.75
1984-12-20,6.59375
1984-12-21,6.5625
1984-12-24,6.65625
1984-12-26,6.5625
1984-12-27,6.5625
1984-12-28,6.65625
1984-12-31,6.65625
1985-01-02,6.6875
1985-01-03,6.65625
1985-01-04,6.75
1985-01-07,6.875
1985-01-08,6.875
1985-01-09,6.84375
1985-01-10,7.0625
1985-01-11,7.15625
1985-01-14,7.3125
1985-01-15,7.4375
1985-01-16,7.4375
1985-01-17,7.4375
1985-01-18,7.4375
1985-01-21,7.34375
1985-01-22,7.40625
1985-01-23,7.6875
1985-01-24,8.0
1985-01-25,7.96875
1985-01-28,7.84375
1985-01-29,7.75
1985-01-30,7.625
1985-01-31,7.6875
1985-02-01,7.65625
1985-02-04,7.75
1985-02-05,8.21875
1985-02-06,8.125
1985-02-07,8.03125
1985-02-08,7.96875
1985-02-11,7.875
1985-02-12,7.75
1985-02-13,7.90625
1985-02-14,8.03125
1985-02-15,7.9375
1985-02-19,8.40625
1985-02-20,8.34375
1985-02-21,8.125
1985-02-22,8.03125
1985-02-25,7.84375
1985-02-26,8.0
1985-02-27,8.0
1985-02-28,7.9375
1985-03-01,7.90625
1985-03-04,7.8125
1985-03-05,7.65625
1985-03-06,7.5
1985-03-07,7.4375
1985-03-08,7.5
1985-03-11,7.625
1985-03-12,7.53125
1985-03-13,7.40625
1985-03-14,7.15625
1985-03-15,6.90625
1985-03-18,6.84375
1985-03-19,7.0625
1985-03-20,7.0
1985-03-21,7.0
1985-03-22,6.96875
1985-03-25,6.78125
1985-03-26,6.8125
1985-03-27,6.875
1985-03-28,7.0625
1985-03-29,7.03125
1985-04-01,7.0625
1985-04-02,7.03125
1985-04-03,6.9375
1985-04-04,6.875
1985-04-08,7.0
1985-04-09,6.96875
1985-04-10,7.0
1985-04-11,6.9375
1985-04-12,6.90625
1985-04-15,6.90625
1985-04-16,6.875
1985-04-17,6.71875
1985-04-18,6.71875
1985-04-19,6.75
1985-04-22,6.71875
1985-04-23,6.5625
1985-04-24,6.25
1985-04-25,6.3125
1985-04-26,6.4375
1985-04-29,6.375
1985-04-30,6.40625
1985-05-01,6.4375
1985-05-02,6.375
1985-05-03,6.375
1985-05-06,6.4375
1985-05-07,6.5625
1985-05-08,6.59375
1985-05-09,6.5625
1985-05-10,6.59375
1985-05-13,6.59375
1985-05-14,6.5
1985-05-15,6.46875
1985-05-16,6.53125
1985-05-17,6.5
1985-05-20,6.5625
1985-05-21,6.65625
1985-05-22,6.53125
1985-05-23,6.5625
1985-05-24,6.59375
1985-05-28,6.6875
1985-05-29,6.75
1985-05-30,6.75
1985-05-31,6.65625
1985-06-03,6.625
1985-06-04,6.6875
1985-06-05,6.6875
1985-06-06,6.8125
1985-06-07,6.75
1985-06-10,6.8125
1985-06-11,6.75
1985-06-12,6.78125
1985-06-13,6.71875
1985-06-14,6.71875
1985-06-17,6.65625
1985-06-18,6.6875
1985-06-19,6.625
1985-06-20,6.625
1985-06-21,6.65625
1985-06-24,6.71875
1985-06-25,6.75
1985-06-26,6.75
1985-06-27,6.6875
1985-06-28,6.78125
1985-07-01,6.84375
1985-07-02,6.875
1985-07-03,6.9375
1985-07-05,7.125
1985-07-08,7.125
1985-07-09,7.21875
1985-07-10,6.90625
1985-07-11,6.875
1985-07-12,6.96875
1985-07-15,6.875
1985-07-16,6.875
1985-07-17,6.65625
1985-07-18,6.5625
1985-07-19,6.5625
1985-07-22,6.4375
1985-07-23,6.53125
1985-07-24,6.625
1985-07-25,6.75
