Date,PAA
1999-07-21,9.46875
1999-07-22,9.40625
1999-07-23,9.5
1999-07-26,9.34375
1999-07-27,9.5625
1999-07-28,9.625
1999-07-29,9.65625
1999-07-30,9.34375
1999-08-02,9.53125
1999-08-03,9.53125
1999-08-04,9.46875
1999-08-05,9.25
1999-08-06,9.3125
1999-08-09,9.34375
1999-08-10,9.375
1999-08-11,9.375
1999-08-12,9.375
1999-08-13,9.25
1999-08-16,9.375
1999-08-17,9.40625
1999-08-18,9.375
1999-08-19,9.375
1999-08-20,9.5
1999-08-23,9.5
1999-08-24,9.75
1999-08-25,9.75
1999-08-26,9.71875
1999-08-27,9.6875
1999-08-30,9.6875
1999-08-31,9.5625
1999-09-01,9.59375
1999-09-02,9.5
1999-09-03,9.53125
1999-09-07,9.6875
1999-09-08,9.75
1999-09-09,9.75
1999-09-10,9.84375
1999-09-13,9.8125
1999-09-14,9.65625
1999-09-15,9.71875
1999-09-16,9.875
1999-09-17,9.96875
1999-09-20,9.90625
1999-09-21,9.78125
1999-09-22,9.65625
1999-09-23,9.5
1999-09-24,9.3125
1999-09-27,9.34375
1999-09-28,9.28125
1999-09-29,9.09375
1999-09-30,9.0
1999-10-01,9.03125
1999-10-04,9.28125
1999-10-05,9.25
1999-10-06,9.28125
1999-10-07,9.25
1999-10-08,9.25
1999-10-11,9.4375
1999-10-12,9.5
1999-10-13,9.75
1999-10-14,9.90625
1999-10-15,9.375
1999-10-18,9.21875
1999-10-19,9.25
1999-10-20,9.5
1999-10-21,9.71875
1999-10-22,9.84375
1999-10-25,9.75
1999-10-26,9.71875
1999-10-27,9.625
1999-10-28,9.59375
1999-10-29,9.59375
1999-11-01,9.59375
1999-11-02,9.5
1999-11-03,9.46875
1999-11-04,9.75
1999-11-05,9.90625
1999-11-08,9.96875
1999-11-09,10.09375
1999-11-10,9.9375
1999-11-11,9.96875
1999-11-12,9.8125
1999-11-15,10.0
1999-11-16,10.03125
1999-11-17,10.0
1999-11-18,10.0
1999-11-19,10.0
1999-11-22,9.96875
1999-11-23,9.71875
1999-11-24,9.6875
1999-11-26,9.75
1999-11-29,5.1875
1999-11-30,5.5
1999-12-01,5.6875
1999-12-02,6.1875
1999-12-03,6.0625
1999-12-06,5.90625
1999-12-07,5.4375
1999-12-08,5.46875
1999-12-09,5.6875
1999-12-10,5.625
1999-12-13,5.46875
1999-12-14,5.5625
1999-12-15,5.9375
1999-12-16,6.375
1999-12-17,6.59375
1999-12-20,6.5625
1999-12-21,6.0
1999-12-22,5.6875
1999-12-23,5.625
1999-12-27,5.625
1999-12-28,5.65625
1999-12-29,6.03125
1999-12-30,6.4375
1999-12-31,6.5
2000-01-03,6.625
2000-01-04,6.625
2000-01-05,6.90625
2000-01-06,7.25
2000-01-07,7.3125
2000-01-10,7.15625
2000-01-11,7.1875
2000-01-12,7.09375
2000-01-13,7.0
2000-01-14,7.0
2000-01-18,7.0
2000-01-19,7.0625
2000-01-20,6.9375
2000-01-21,7.03125
2000-01-24,7.21875
2000-01-25,7.21875
2000-01-26,7.5
2000-01-27,7.4375
2000-01-28,7.40625
2000-01-31,7.3125
2000-02-01,7.25
2000-02-02,7.34375
2000-02-03,7.46875
2000-02-04,7.21875
2000-02-07,7.09375
2000-02-08,7.3125
2000-02-09,7.375
2000-02-10,7.25
2000-02-11,7.3125
2000-02-14,7.3125
2000-02-15,7.34375
2000-02-16,7.46875
2000-02-17,7.4375
2000-02-18,7.375
2000-02-22,7.375
2000-02-23,7.4375
2000-02-24,7.4375
2000-02-25,7.3125
2000-02-28,7.3125
2000-02-29,7.34375
2000-03-01,7.25
2000-03-02,7.3125
2000-03-03,7.5
2000-03-06,7.53125
2000-03-07,7.5625
2000-03-08,7.5625
2000-03-09,7.5
2000-03-10,7.53125
2000-03-13,7.65625
2000-03-14,7.75
2000-03-15,7.9375
2000-03-16,8.125
2000-03-17,8.0
2000-03-20,8.125
2000-03-21,8.15625
2000-03-22,8.1875
2000-03-23,8.09375
2000-03-24,8.03125
2000-03-27,8.0625
2000-03-28,7.9375
2000-03-29,8.03125
2000-03-30,8.09375
2000-03-31,8.1875
2000-04-03,8.375
2000-04-04,8.25
2000-04-05,8.40625
2000-04-06,8.375
2000-04-07,8.375
2000-04-10,8.28125
2000-04-11,8.21875
2000-04-12,7.96875
2000-04-13,7.96875
2000-04-14,7.75
2000-04-17,7.9375
2000-04-18,8.0625
2000-04-19,8.03125
2000-04-20,8.0
2000-04-24,7.90625
2000-04-25,8.0625
2000-04-26,8.3125
2000-04-27,8.5625
2000-04-28,8.71875
2000-05-01,8.5
2000-05-02,8.4375
2000-05-03,8.125
2000-05-04,8.09375
2000-05-05,8.09375
2000-05-08,8.15625
2000-05-09,8.15625
2000-05-10,8.40625
2000-05-11,8.375
2000-05-12,8.1875
2000-05-15,8.375
2000-05-16,8.46875
2000-05-17,8.5625
2000-05-18,8.84375
2000-05-19,8.9375
2000-05-22,8.9375
2000-05-23,8.9375
2000-05-24,9.0
2000-05-25,9.25
2000-05-26,9.125
2000-05-30,8.6875
2000-05-31,8.9375
2000-06-01,8.90625
2000-06-02,8.8125
2000-06-05,8.71875
2000-06-06,8.71875
2000-06-07,8.6875
2000-06-08,8.625
2000-06-09,8.65625
2000-06-12,8.65625
2000-06-13,8.9375
2000-06-14,8.9375
2000-06-15,8.96875
2000-06-16,9.03125
2000-06-19,9.09375
2000-06-20,9.1875
2000-06-21,9.125
2000-06-22,9.125
2000-06-23,9.15625
2000-06-26,9.15625
2000-06-27,9.28125
2000-06-28,9.25
2000-06-29,9.21875
2000-06-30,9.3125
2000-07-03,9.3125
2000-07-05,9.3125
2000-07-06,9.1875
2000-07-07,9.1875
2000-07-10,9.21875
2000-07-11,9.3125
2000-07-12,9.5
2000-07-13,9.5
2000-07-14,9.375
2000-07-17,9.40625
2000-07-18,9.4375
2000-07-19,9.5
2000-07-20,9.5
2000-07-21,9.625
2000-07-24,9.28125
2000-07-25,9.375
2000-07-26,9.53125
2000-07-27,9.4375
2000-07-28,9.25
2000-07-31,9.46875
2000-08-01,9.46875
2000-08-02,9.34375
2000-08-03,9.25
2000-08-04,9.3125
2000-08-07,9.132813
2000-08-08,9.53125
2000-08-09,9.5
2000-08-10,9.75
2000-08-11,9.78125
2000-08-14,9.5
2000-08-15,9.59375
2000-08-16,9.5
2000-08-17,9.34375
2000-08-18,9.46875
2000-08-21,9.46875
2000-08-22,9.46875
2000-08-23,9.5
2000-08-24,9.53125
2000-08-25,9.5
2000-08-28,9.40625
2000-08-29,9.40625
2000-08-30,9.40625
2000-08-31,9.4375
2000-09-01,9.375
2000-09-05,9.4375
2000-09-06,9.46875
2000-09-07,9.3125
2000-09-08,9.3125
2000-09-11,9.375
2000-09-12,9.375
2000-09-13,9.375
2000-09-14,9.34375
2000-09-15,9.53125
2000-09-18,9.5
2000-09-19,9.375
2000-09-20,9.46875
2000-09-21,9.5
2000-09-22,9.625
2000-09-25,9.625
2000-09-26,9.71875
2000-09-27,9.71875
2000-09-28,9.75
2000-09-29,9.6875
2000-10-02,9.78125
2000-10-03,9.8125
2000-10-04,9.9375
2000-10-05,9.96875
2000-10-06,9.78125
2000-10-09,9.8125
2000-10-10,9.84375
2000-10-11,9.6875
2000-10-12,9.59375
2000-10-13,9.5625
2000-10-16,9.5
2000-10-17,9.4375
2000-10-18,9.5
2000-10-19,9.375
2000-10-20,9.1875
2000-10-23,9.34375
2000-10-24,9.375
2000-10-25,9.375
2000-10-26,9.3125
2000-10-27,9.46875
2000-10-30,9.3125
2000-10-31,9.625
2000-11-01,9.46875
2000-11-02,9.3125
2000-11-03,9.34375
2000-11-06,9.4375
2000-11-07,9.5
2000-11-08,9.625
2000-11-09,9.5625
2000-11-10,9.4375
2000-11-13,9.375
2000-11-14,9.5625
2000-11-15,9.625
2000-11-16,9.625
2000-11-17,9.8125
2000-11-20,9.8125
2000-11-21,9.90625
2000-11-22,10.0
2000-11-24,9.96875
2000-11-27,9.96875
2000-11-28,9.8125
2000-11-29,9.78125
2000-11-30,9.875
2000-12-01,9.625
2000-12-04,9.75
2000-12-05,9.6875
2000-12-06,9.6875
2000-12-07,9.625
2000-12-08,9.6875
2000-12-11,9.59375
2000-12-12,9.5625
2000-12-13,9.4375
2000-12-14,9.375
2000-12-15,9.4375
2000-12-18,9.4375
2000-12-19,9.625
2000-12-20,9.5625
2000-12-21,9.25
2000-12-22,9.1875
2000-12-26,9.09375
2000-12-27,9.21875
2000-12-28,9.15625
2000-12-29,9.5625
2001-01-02,9.75
2001-01-03,9.875
2001-01-04,9.8125
2001-01-05,9.8125
2001-01-08,9.84375
2001-01-09,10.0
2001-01-10,10.0625
2001-01-11,10.0
2001-01-12,10.0
2001-01-16,10.0625
2001-01-17,9.96875
2001-01-18,10.03125
2001-01-19,10.0625
2001-01-22,10.03125
2001-01-23,10.0625
2001-01-24,10.03125
2001-01-25,10.15625
2001-01-26,10.375
2001-01-29,10.555
2001-01-30,10.7
2001-01-31,10.405
2001-02-01,10.36
2001-02-02,10.76
2001-02-05,10.65
2001-02-06,10.65
2001-02-07,10.755
2001-02-08,10.87
2001-02-09,10.75
2001-02-12,10.775
2001-02-13,10.65
2001-02-14,10.425
2001-02-15,10.56
2001-02-16,10.56
2001-02-20,10.59
2001-02-21,10.405
2001-02-22,10.31
2001-02-23,10.33
2001-02-26,10.425
2001-02-27,10.72
2001-02-28,11.0
2001-03-01,11.315
2001-03-02,11.15
2001-03-05,11.39
2001-03-06,11.44
2001-03-07,11.5
2001-03-08,11.64
2001-03-09,11.795
2001-03-12,11.3
2001-03-13,11.425
2001-03-14,11.02
2001-03-15,11.045
2001-03-16,11.0
2001-03-19,11.075
2001-03-20,11.3
2001-03-21,11.305
2001-03-22,11.4
2001-03-23,11.375
2001-03-26,11.35
2001-03-27,11.185
2001-03-28,11.21
2001-03-29,11.145
2001-03-30,11.15
2001-04-02,11.235
2001-04-03,11.13
2001-04-04,11.17
2001-04-05,11.19
2001-04-06,11.235
2001-04-09,11.42
2001-04-10,11.59
2001-04-11,11.48
2001-04-12,11.605
2001-04-16,11.71
2001-04-17,11.905
2001-04-18,11.775
2001-04-19,11.8
2001-04-20,11.72
2001-04-23,11.775
2001-04-24,11.82
2001-04-25,11.825
2001-04-26,12.025
2001-04-27,12.35
2001-04-30,12.46
2001-05-01,12.19
2001-05-02,11.92
2001-05-03,11.825
2001-05-04,12.015
2001-05-07,12.295
2001-05-08,11.895
2001-05-09,12.8
2001-05-10,13.125
2001-05-11,12.985
2001-05-14,13.34
2001-05-15,13.56
2001-05-16,13.85
2001-05-17,13.93
2001-05-18,13.675
2001-05-21,13.605
2001-05-22,13.65
2001-05-23,13.425
2001-05-24,13.235
2001-05-25,13.025
2001-05-29,13.07
2001-05-30,12.9
2001-05-31,12.88
2001-06-01,12.68
2001-06-04,12.75
2001-06-05,12.775
2001-06-06,12.675
2001-06-07,12.69
2001-06-08,12.745
2001-06-11,12.6
2001-06-12,12.925
2001-06-13,12.9
2001-06-14,12.9
2001-06-15,12.825
2001-06-18,12.875
2001-06-19,12.925
2001-06-20,13.075
2001-06-21,12.95
2001-06-22,12.89
2001-06-25,12.15
2001-06-26,11.625
2001-06-27,11.9
2001-06-28,12.205
2001-06-29,11.575
2001-07-02,11.735
2001-07-03,12.0
2001-07-05,12.225
2001-07-06,12.305
2001-07-09,12.61
2001-07-10,12.555
2001-07-11,12.52
2001-07-12,12.57
2001-07-13,12.535
2001-07-16,12.75
2001-07-17,12.665
2001-07-18,12.915
2001-07-19,12.74
2001-07-20,12.95
2001-07-23,12.95
2001-07-24,12.9
2001-07-25,13.025
2001-07-26,13.0
2001-07-27,13.0
2001-07-30,12.99
2001-07-31,13.0
2001-08-01,12.775
2001-08-02,12.71
2001-08-03,12.44
2001-08-06,12.45
2001-08-07,12.675
2001-08-08,12.855
2001-08-09,12.91
2001-08-10,13.0
2001-08-13,13.0
2001-08-14,13.3
2001-08-15,13.15
2001-08-16,13.5
2001-08-17,13.92
2001-08-20,14.265
2001-08-21,14.475
2001-08-22,14.56
2001-08-23,14.625
2001-08-24,14.525
2001-08-27,14.655
2001-08-28,14.25
2001-08-29,14.445
2001-08-30,14.52
2001-08-31,14.105
2001-09-04,14.75
2001-09-05,14.575
2001-09-06,14.49
2001-09-07,14.385
2001-09-10,14.55
2001-09-17,14.355
2001-09-18,13.8
2001-09-19,12.5
2001-09-20,12.36
2001-09-21,12.45
2001-09-24,12.7
2001-09-25,12.925
2001-09-26,12.6
2001-09-27,12.49
2001-09-28,12.8
2001-10-01,12.55
2001-10-02,12.74
2001-10-03,12.755
2001-10-04,12.725
2001-10-05,13.0
2001-10-08,13.275
2001-10-09,13.375
2001-10-10,13.435
2001-10-11,13.65
2001-10-12,13.7
2001-10-15,13.73
2001-10-16,13.7
2001-10-17,13.575
2001-10-18,13.405
2001-10-19,13.6
2001-10-22,13.265
2001-10-23,13.12
2001-10-24,12.73
2001-10-25,13.2
2001-10-26,13.225
2001-10-29,13.3
2001-10-30,13.2
2001-10-31,12.94
2001-11-01,12.95
2001-11-02,13.15
2001-11-05,13.225
2001-11-06,13.155
2001-11-07,13.175
2001-11-08,13.215
2001-11-09,13.295
2001-11-12,13.29
2001-11-13,13.11
2001-11-14,13.14
2001-11-15,12.425
2001-11-16,12.7
2001-11-19,12.675
2001-11-20,12.81
2001-11-21,13.255
2001-11-23,13.225
2001-11-26,13.15
2001-11-27,13.115
2001-11-28,13.0
2001-11-29,13.03
2001-11-30,13.155
2001-12-03,13.1
2001-12-04,13.095
2001-12-05,13.125
2001-12-06,13.225
2001-12-07,13.05
2001-12-10,13.07
2001-12-11,12.445
2001-12-12,12.595
2001-12-13,12.44
2001-12-14,12.59
2001-12-17,12.38
2001-12-18,12.49
2001-12-19,12.5
2001-12-20,12.51
2001-12-21,12.575
2001-12-24,12.75
2001-12-26,12.615
2001-12-27,12.725
2001-12-28,12.925
2001-12-31,12.995
2002-01-02,12.89
2002-01-03,13.0
2002-01-04,13.075
2002-01-07,13.065
2002-01-08,12.995
2002-01-09,12.995
2002-01-10,12.9
2002-01-11,12.63
2002-01-14,12.475
2002-01-15,12.59
2002-01-16,12.615
2002-01-17,12.7
2002-01-18,12.675
2002-01-22,12.73
2002-01-23,12.75
2002-01-24,12.92
2002-01-25,13.3
2002-01-28,13.205
2002-01-29,13.135
2002-01-30,13.16
2002-01-31,13.15
2002-02-01,13.06
2002-02-04,12.975
2002-02-05,12.69
2002-02-06,12.685
2002-02-07,12.8
2002-02-08,12.795
2002-02-11,12.825
2002-02-12,12.675
2002-02-13,12.8
2002-02-14,12.75
2002-02-15,12.825
2002-02-19,12.75
2002-02-20,12.69
2002-02-21,12.6
2002-02-22,12.35
2002-02-25,12.425
2002-02-26,12.675
2002-02-27,12.71
2002-02-28,12.465
2002-03-01,12.6
2002-03-04,12.675
2002-03-05,12.955
2002-03-06,12.8
2002-03-07,12.8
2002-03-08,12.7
2002-03-11,12.4
2002-03-12,12.595
2002-03-13,12.8
2002-03-14,12.825
2002-03-15,12.805
2002-03-18,12.755
2002-03-19,12.82
2002-03-20,12.605
2002-03-21,12.445
2002-03-22,12.355
2002-03-25,12.3
2002-03-26,12.25
2002-03-27,12.525
2002-03-28,12.575
2002-04-01,12.6
2002-04-02,12.55
2002-04-03,12.675
2002-04-04,12.54
2002-04-05,12.575
2002-04-08,12.915
2002-04-09,13.205
2002-04-10,13.15
2002-04-11,13.085
2002-04-12,13.14
2002-04-15,13.25
2002-04-16,13.24
2002-04-17,13.21
2002-04-18,13.23
2002-04-19,13.255
2002-04-22,13.315
2002-04-23,13.24
2002-04-24,13.33
2002-04-25,13.19
2002-04-26,13.14
2002-04-29,13.3
2002-04-30,13.405
2002-05-01,13.375
2002-05-02,13.115
2002-05-03,13.325
2002-05-06,13.55
2002-05-07,13.35
2002-05-08,13.2
2002-05-09,13.2
2002-05-10,13.275
2002-05-13,13.24
2002-05-14,13.2
2002-05-15,13.04
2002-05-16,12.95
2002-05-17,13.155
2002-05-20,13.15
2002-05-21,13.06
2002-05-22,13.175
2002-05-23,13.025
2002-05-24,13.05
2002-05-28,13.1
2002-05-29,13.04
2002-05-30,13.125
2002-05-31,13.05
2002-06-03,12.75
2002-06-04,12.81
2002-06-05,12.67
2002-06-06,12.775
2002-06-07,12.725
2002-06-10,12.625
2002-06-11,12.465
2002-06-12,12.455
2002-06-13,12.585
2002-06-14,12.775
2002-06-17,12.75
2002-06-18,12.95
2002-06-19,12.975
2002-06-20,12.995
2002-06-21,12.95
2002-06-24,12.67
2002-06-25,13.0
2002-06-26,12.865
2002-06-27,12.925
2002-06-28,12.895
2002-07-01,12.7
2002-07-02,12.575
2002-07-03,12.575
2002-07-05,12.635
2002-07-08,12.96
2002-07-09,13.05
2002-07-10,12.725
2002-07-11,12.425
2002-07-12,12.4
2002-07-15,12.29
2002-07-16,12.355
2002-07-17,12.4
2002-07-18,12.375
2002-07-19,12.375
2002-07-22,11.3
2002-07-23,10.675
2002-07-24,11.6
2002-07-25,12.025
2002-07-26,12.005
2002-07-29,12.715
2002-07-30,13.0
2002-07-31,12.94
2002-08-01,12.415
2002-08-02,11.91
2002-08-05,12.0
2002-08-06,12.175
2002-08-07,12.35
2002-08-08,12.4
2002-08-09,12.295
2002-08-12,11.57
2002-08-13,11.535
2002-08-14,11.86
2002-08-15,11.775
2002-08-16,11.79
2002-08-19,11.89
2002-08-20,11.75
2002-08-21,11.775
2002-08-22,11.765
2002-08-23,11.9
2002-08-26,11.975
2002-08-27,11.85
2002-08-28,12.005
2002-08-29,12.125
2002-08-30,11.95
2002-09-03,11.86
2002-09-04,11.98
2002-09-05,11.9
2002-09-06,11.855
2002-09-09,11.925
2002-09-10,11.925
2002-09-11,12.04
2002-09-12,11.97
2002-09-13,12.06
2002-09-16,12.105
2002-09-17,11.915
2002-09-18,11.85
2002-09-19,11.855
2002-09-20,11.945
2002-09-23,11.905
2002-09-24,11.825
2002-09-25,11.975
2002-09-26,12.115
2002-09-27,12.085
2002-09-30,12.15
2002-10-01,12.0
2002-10-02,12.085
2002-10-03,11.95
2002-10-04,11.905
2002-10-07,11.825
2002-10-08,11.675
2002-10-09,11.5
2002-10-10,11.7
2002-10-11,11.95
2002-10-14,11.925
2002-10-15,11.99
2002-10-16,12.0
2002-10-17,12.0
2002-10-18,12.0
2002-10-21,12.075
2002-10-22,12.125
2002-10-23,12.1
2002-10-24,12.07
2002-10-25,12.22
2002-10-28,12.15
2002-10-29,12.145
2002-10-30,12.02
2002-10-31,11.65
2002-11-01,11.375
2002-11-04,11.4
2002-11-05,11.33
2002-11-06,11.33
2002-11-07,11.325
2002-11-08,11.2
2002-11-11,11.2
2002-11-12,11.16
2002-11-13,11.02
2002-11-14,11.195
2002-11-15,11.25
2002-11-18,11.195
2002-11-19,11.195
2002-11-20,11.135
2002-11-21,11.1
2002-11-22,11.215
2002-11-25,11.2
2002-11-26,11.275
2002-11-27,11.42
2002-11-29,11.56
2002-12-02,11.445
2002-12-03,11.795
2002-12-04,11.51
2002-12-05,11.76
2002-12-06,11.79
2002-12-09,11.675
2002-12-10,11.77
2002-12-11,11.8
2002-12-12,11.765
2002-12-13,11.875
2002-12-16,11.865
2002-12-17,11.87
2002-12-18,11.795
2002-12-19,11.885
2002-12-20,11.95
2002-12-23,11.92
2002-12-24,12.01
2002-12-26,12.1
2002-12-27,11.995
2002-12-30,12.045
2002-12-31,12.2
2003-01-02,12.325
2003-01-03,12.3
2003-01-06,12.55
2003-01-07,12.38
2003-01-08,12.43
2003-01-09,12.4
2003-01-10,12.55
2003-01-13,12.505
2003-01-14,12.58
2003-01-15,12.545
2003-01-16,12.63
2003-01-17,12.695
2003-01-21,12.655
2003-01-22,12.58
2003-01-23,12.71
2003-01-24,12.705
2003-01-27,12.975
2003-01-28,12.95
2003-01-29,13.22
2003-01-30,13.22
2003-01-31,12.915
2003-02-03,12.91
2003-02-04,12.565
2003-02-05,12.375
2003-02-06,12.35
2003-02-07,12.39
2003-02-10,12.275
2003-02-11,12.44
2003-02-12,12.42
2003-02-13,12.395
2003-02-14,12.37
2003-02-18,12.645
2003-02-19,12.85
2003-02-20,12.74
2003-02-21,12.7
2003-02-24,12.745
2003-02-25,12.72
2003-02-26,12.565
2003-02-27,12.65
2003-02-28,12.605
2003-03-03,12.795
2003-03-04,12.705
2003-03-05,12.4
2003-03-06,12.415
2003-03-07,12.455
2003-03-10,12.45
2003-03-11,12.345
2003-03-12,12.12
2003-03-13,12.31
2003-03-14,12.36
2003-03-17,12.465
2003-03-18,12.38
2003-03-19,12.395
2003-03-20,12.4
2003-03-21,12.35
2003-03-24,12.3
2003-03-25,12.3
2003-03-26,12.25
2003-03-27,12.325
2003-03-28,12.445
2003-03-31,12.4
2003-04-01,12.345
2003-04-02,12.39
2003-04-03,12.495
2003-04-04,12.615
2003-04-07,12.65
2003-04-08,12.625
2003-04-09,12.675
2003-04-10,12.72
2003-04-11,12.8
2003-04-14,12.89
2003-04-15,12.965
2003-04-16,13.08
2003-04-17,13.25
2003-04-21,13.39
2003-04-22,13.335
2003-04-23,13.425
2003-04-24,13.55
2003-04-25,13.615
2003-04-28,13.8
2003-04-29,14.005
2003-04-30,14.24
2003-05-01,13.61
2003-05-02,13.65
2003-05-05,13.8
2003-05-06,13.55
2003-05-07,13.63
2003-05-08,13.885
2003-05-09,13.88
2003-05-12,14.0
2003-05-13,14.055
2003-05-14,13.995
2003-05-15,14.05
2003-05-16,14.315
2003-05-19,14.45
2003-05-20,14.465
2003-05-21,14.545
2003-05-22,14.83
2003-05-23,15.06
2003-05-27,15.05
2003-05-28,14.57
2003-05-29,14.525
2003-05-30,14.6
2003-06-02,14.895
2003-06-03,14.935
2003-06-04,14.925
2003-06-05,14.965
2003-06-06,14.93
2003-06-09,14.86
2003-06-10,14.855
2003-06-11,15.215
2003-06-12,15.225
2003-06-13,15.185
2003-06-16,15.415
2003-06-17,15.36
2003-06-18,15.405
2003-06-19,15.355
2003-06-20,15.42
2003-06-23,15.49
2003-06-24,15.285
2003-06-25,15.41
2003-06-26,15.485
2003-06-27,15.56
2003-06-30,15.74
2003-07-01,15.77
2003-07-02,15.95
2003-07-03,15.855
2003-07-07,15.915
2003-07-08,15.87
2003-07-09,15.965
2003-07-10,16.1
2003-07-11,16.030001000000002
2003-07-14,16.174999
2003-07-15,16.135
2003-07-16,15.83
2003-07-17,15.585
2003-07-18,15.725
2003-07-21,15.7
2003-07-22,15.545
2003-07-23,15.605
2003-07-24,15.6
2003-07-25,15.575
2003-07-28,15.55
2003-07-29,15.675
2003-07-30,15.645
2003-07-31,15.475
2003-08-01,15.53
2003-08-04,15.255
2003-08-05,15.2
2003-08-06,15.42
2003-08-07,15.3
2003-08-08,15.6
2003-08-11,15.555
2003-08-12,15.625
2003-08-13,15.575
2003-08-14,15.625
2003-08-15,15.74
2003-08-18,15.85
2003-08-19,15.74
2003-08-20,15.625
2003-08-21,15.705
2003-08-22,15.65
2003-08-25,15.745
2003-08-26,15.84
2003-08-27,15.875
2003-08-28,15.785
2003-08-29,15.9
2003-09-02,15.775
2003-09-03,15.72
2003-09-04,15.695
2003-09-05,15.755
2003-09-08,15.875
2003-09-09,15.455
2003-09-10,15.46
2003-09-11,15.455
2003-09-12,15.455
2003-09-15,15.46
2003-09-16,15.475
2003-09-17,15.375
2003-09-18,15.28
2003-09-19,15.225
2003-09-22,15.185
2003-09-23,15.3
2003-09-24,15.24
2003-09-25,15.19
2003-09-26,14.97
2003-09-29,14.91
2003-09-30,15.025
2003-10-01,15.275
2003-10-02,15.3
2003-10-03,15.425
2003-10-06,15.335
2003-10-07,15.465
2003-10-08,15.485
2003-10-09,15.45
2003-10-10,15.485
2003-10-13,15.445
2003-10-14,15.45
2003-10-15,15.42
2003-10-16,15.385
2003-10-17,15.4
2003-10-20,15.415
2003-10-21,15.35
