Date,PCZ
2013-08-16,37.5
2013-08-19,37.5
2013-08-20,37.5
2013-08-21,37.5
2013-08-22,37.5
2013-08-23,37.5
2013-08-26,37.5
2013-08-27,37.5
2013-08-28,37.5
2013-08-29,37.5
2013-08-30,37.5
2013-09-03,37.5
2013-09-04,37.5
2013-09-05,37.5
2013-09-06,37.5
2013-09-09,37.5
2013-09-10,37.5
2013-09-11,37.5
2013-09-12,37.5
2013-09-13,37.5
2013-09-16,37.5
2013-09-17,37.5
2013-09-18,37.5
2013-09-19,37.5
2013-09-20,
2013-09-23,37.5
2013-09-24,37.5
2013-09-25,37.5
2013-09-26,37.5
2013-09-27,37.5
2013-09-30,37.5
2013-10-01,37.5
2013-10-02,37.5
2013-10-03,37.5
2013-10-04,37.5
2013-10-07,37.5
2013-10-08,37.5
2013-10-09,37.5
2013-10-10,37.5
2013-10-11,37.5
2013-10-14,37.5
2013-10-15,37.5
2013-10-16,37.5
2013-10-17,37.5
2013-10-18,37.5
2013-10-21,37.5
2013-10-22,37.5
2013-10-23,37.5
2013-10-24,37.5
2013-10-25,37.5
2013-10-28,37.5
2013-10-29,37.5
2013-10-30,37.5
2013-10-31,37.5
2013-11-01,37.5
2013-11-04,37.5
2013-11-05,37.5
2013-11-06,37.5
2013-11-07,37.5
2013-11-08,37.5
2013-11-11,37.5
2013-11-12,37.5
2013-11-13,37.5
2013-11-14,37.5
2013-11-15,37.5
2013-11-18,37.5
2013-11-19,37.5
2013-11-20,37.5
2013-11-21,37.5
2013-11-22,37.5
2013-11-25,37.5
2013-11-26,37.5
2013-11-27,37.5
2013-11-29,37.5
2013-12-02,37.5
2013-12-03,37.5
2013-12-04,37.5
2013-12-05,37.5
2013-12-06,37.5
2013-12-09,37.5
2013-12-10,37.5
2013-12-11,37.5
2013-12-12,37.5
2013-12-13,37.5
2013-12-16,37.5
2013-12-17,37.5
2013-12-18,37.5
2013-12-19,37.5
2013-12-20,37.5
2013-12-23,37.5
2013-12-24,37.5
2013-12-26,37.5
2013-12-27,37.5
2013-12-30,37.5
2013-12-31,37.5
2014-01-02,37.5
2014-01-03,37.5
2014-01-06,37.5
2014-01-07,37.5
2014-01-08,37.5
2014-01-09,37.5
2014-01-10,37.5
2014-01-13,37.5
2014-01-14,37.5
2014-01-15,37.5
2014-01-16,37.5
2014-01-17,37.5
2014-01-21,37.5
2014-01-22,37.5
2014-01-23,37.5
2014-01-24,37.5
2014-01-27,37.5
2014-01-28,37.5
2014-01-29,37.5
2014-01-30,37.5
2014-01-31,37.5
2014-02-03,37.5
2014-02-04,37.5
2014-02-05,37.5
2014-02-06,37.5
2014-02-07,37.5
2014-02-10,37.5
2014-02-11,37.5
2014-02-12,37.5
2014-02-13,37.5
2014-02-14,37.5
2014-02-18,37.5
2014-02-19,37.5
2014-02-20,37.5
2014-02-21,37.5
2014-02-24,37.5
2014-02-25,37.5
2014-02-26,37.5
2014-02-27,37.5
2014-02-28,37.5
2014-03-03,37.5
2014-03-04,37.5
2014-03-05,37.5
2014-03-06,37.5
2014-03-07,37.5
2014-03-10,37.5
2014-03-11,37.5
2014-03-12,37.5
2014-03-13,37.5
2014-03-14,37.5
2014-03-17,37.5
2014-03-18,37.5
2014-03-19,37.5
2014-03-20,37.5
2014-03-21,37.5
2014-03-24,37.5
2014-03-25,37.5
2014-03-26,37.5
2014-03-27,37.5
2014-03-28,37.5
2014-03-31,37.5
2014-04-01,37.5
2014-04-02,37.5
2014-04-03,37.5
2014-04-04,37.5
2014-04-07,37.5
2014-04-08,37.5
2014-04-09,37.5
2014-04-10,37.5
2014-04-11,37.5
2014-04-14,37.5
2014-04-15,37.5
2014-04-16,37.5
2014-04-17,37.5
2014-04-21,37.5
2014-04-22,37.5
2014-04-23,37.5
2014-04-24,37.5
2014-04-25,37.5
2014-04-28,37.5
2014-04-29,37.5
2014-04-30,37.5
2014-05-01,37.5
2014-05-02,37.5
2014-05-05,37.5
2014-05-06,10.0
2014-05-07,10.0
2014-05-08,10.0
2014-05-09,10.0
2014-05-12,10.0
2014-05-13,10.0
2014-05-14,10.0
2014-05-15,10.0
2014-05-16,10.0
2014-05-19,10.0
2014-05-20,10.0
2014-05-21,10.0
2014-05-22,10.5
2014-05-23,10.5
2014-05-27,10.0
2014-05-28,10.0
2014-05-29,10.1
2014-05-30,10.1
2014-06-02,10.1
2014-06-03,10.1
2014-06-04,10.1
2014-06-05,10.1
2014-06-06,10.1
2014-06-09,10.2
2014-06-10,10.2
2014-06-11,10.2
2014-06-12,10.2
2014-06-13,10.2
2014-06-16,10.2
2014-06-17,10.0
2014-06-18,10.0
2014-06-19,10.0
2014-06-20,10.2
2014-06-23,10.2
2014-06-24,10.64
2014-06-25,10.64
2014-06-26,10.34
2014-06-27,10.34
2014-06-30,10.34
2014-07-01,10.4
2014-07-02,10.68
2014-07-03,10.68
2014-07-07,10.68
2014-07-08,10.68
2014-07-09,10.68
2014-07-10,10.68
2014-07-11,10.4
2014-07-14,10.4
2014-07-15,10.4
2014-07-16,10.4
2014-07-17,10.4
2014-07-18,10.4
2014-07-21,10.4
2014-07-22,10.4
2014-07-23,10.4
2014-07-24,10.4
2014-07-25,10.4
2014-07-28,10.4
2014-07-29,10.4
2014-07-30,10.4
2014-07-31,10.5
2014-08-01,10.5
2014-08-04,10.5
2014-08-05,10.5
2014-08-06,10.5
2014-08-07,10.5
2014-08-08,11.1
2014-08-11,10.74
2014-08-12,10.74
2014-08-13,10.74
2014-08-14,10.74
2014-08-15,10.74
2014-08-18,10.74
2014-08-19,10.74
2014-08-20,10.74
2014-08-21,10.74
2014-08-22,10.74
2014-08-25,10.74
2014-08-26,10.6
2014-08-27,10.6
2014-08-28,10.6
2014-08-29,10.6
2014-09-02,10.3
2014-09-03,10.3
2014-09-04,10.3
2014-09-05,10.7
2014-09-08,11.05
2014-09-09,11.05
2014-09-10,11.05
2014-09-11,11.05
2014-09-12,11.05
2014-09-15,11.05
2014-09-16,11.05
2014-09-17,11.05
2014-09-18,11.05
2014-09-19,11.05
2014-09-22,11.05
2014-09-23,11.05
2014-09-24,10.6
2014-09-25,10.6
2014-09-26,11.05
2014-09-29,11.9
2014-09-30,11.95
2014-10-01,11.23
2014-10-02,11.95
2014-10-03,11.96
2014-10-06,11.96
2014-10-07,11.96
2014-10-08,11.2
2014-10-09,11.2
2014-10-10,11.3
2014-10-13,11.2
2014-10-14,11.2
2014-10-15,11.2
2014-10-16,11.67
2014-10-17,11.67
2014-10-20,11.67
2014-10-21,11.9
2014-10-22,11.9
2014-10-23,11.4
2014-10-24,11.4
2014-10-27,11.4
2014-10-28,10.8
2014-10-29,10.35
2014-10-30,10.8
2014-10-31,10.09
2014-11-03,12.0
2014-11-04,13.0
2014-11-05,12.1
2014-11-06,13.4
2014-11-07,13.4
2014-11-10,13.4
2014-11-11,13.4
2014-11-12,12.6
2014-11-13,12.1
2014-11-14,12.1
2014-11-17,12.1
2014-11-18,12.6
2014-11-19,12.6
2014-11-20,12.4
2014-11-21,12.4
2014-11-24,12.4
2014-11-25,11.4
2014-11-26,11.4
2014-11-28,11.4
2014-12-01,11.6
2014-12-02,11.6
2014-12-03,11.23
2014-12-04,11.43
2014-12-05,11.43
2014-12-08,11.43
2014-12-09,11.43
2014-12-10,11.43
2014-12-11,11.43
2014-12-12,11.43
2014-12-15,11.43
2014-12-16,11.43
2014-12-17,11.3
2014-12-18,11.3
2014-12-19,11.3
2014-12-22,13.4
2014-12-23,12.0
2014-12-24,12.0
2014-12-26,12.0
2014-12-29,14.1
2014-12-30,16.0
2014-12-31,16.0
2015-01-02,12.0
2015-01-05,12.0
2015-01-06,12.0
2015-01-07,12.0
2015-01-08,12.0
2015-01-09,12.0
2015-01-12,12.0
2015-01-13,12.0
2015-01-14,12.0
2015-01-15,12.0
2015-01-16,12.0
2015-01-20,12.0
2015-01-21,12.0
2015-01-22,12.0
2015-01-23,12.0
2015-01-26,12.0
2015-01-27,12.0
2015-01-28,12.0
2015-01-29,12.0
2015-01-30,12.0
2015-02-02,12.0
2015-02-03,12.0
2015-02-04,12.0
2015-02-05,12.0
2015-02-06,12.0
2015-02-09,12.0
2015-02-10,12.0
2015-02-11,12.0
2015-02-12,12.0
2015-02-13,11.3
2015-02-17,11.05
2015-02-18,11.05
2015-02-19,11.05
2015-02-20,11.05
2015-02-23,11.05
2015-02-24,11.05
2015-02-25,11.05
2015-02-26,11.05
2015-02-27,11.05
2015-03-02,11.05
2015-03-03,11.05
2015-03-04,11.05
2015-03-05,11.05
2015-03-06,11.05
2015-03-09,11.05
2015-03-10,11.05
2015-03-11,11.05
2015-03-12,13.4
2015-03-13,15.0
2015-03-16,15.0
2015-03-17,15.5
2015-03-18,15.5
2015-03-19,18.5
2015-03-20,18.5
2015-03-23,23.0
2015-03-24,25.9
2015-03-25,25.9
2015-03-26,21.0
2015-03-27,23.9
2015-03-30,26.0
2015-03-31,24.0
2015-04-01,24.0
2015-04-02,24.0
2015-04-06,24.0
2015-04-07,26.0
2015-04-08,26.0
2015-04-09,26.0
2015-04-10,26.0
2015-04-13,26.0
2015-04-14,26.0
2015-04-15,26.0
2015-04-16,26.0
2015-04-17,26.0
2015-04-20,26.0
2015-04-21,26.0
2015-04-22,26.0
2015-04-23,23.9
2015-04-24,22.629998999999998
2015-04-27,22.629998999999998
2015-04-28,21.0
2015-04-29,21.0
2015-04-30,21.0
2015-05-01,21.0
2015-05-04,21.0
2015-05-05,21.0
2015-05-06,21.0
2015-05-07,20.27
2015-05-08,17.23
2015-05-11,17.23
2015-05-12,17.23
2015-05-13,17.23
2015-05-14,20.0
2015-05-15,21.620001000000002
2015-05-18,20.16
2015-05-19,20.16
2015-05-20,20.16
2015-05-21,20.16
2015-05-22,20.16
2015-05-26,20.219998999999998
2015-05-27,20.540001
2015-05-28,20.540001
2015-05-29,20.540001
2015-06-01,20.540001
2015-06-02,20.540001
2015-06-03,21.26
2015-06-04,21.26
2015-06-05,21.26
2015-06-08,21.26
2015-06-09,21.26
2015-06-10,21.26
2015-06-11,21.26
2015-06-12,21.26
2015-06-15,21.26
2015-06-16,21.26
2015-06-17,20.0
2015-06-18,17.5
2015-06-19,15.0
2015-06-22,10.1
2015-06-23,9.0
2015-06-24,8.6
2015-06-25,8.6
2015-06-26,8.6
2015-06-29,8.6
2015-06-30,8.6
2015-07-01,8.0
2015-07-02,8.0
2015-07-06,6.4
2015-07-07,6.4
2015-07-08,6.4
2015-07-09,6.4
2015-07-10,6.4
2015-07-13,6.4
2015-07-14,6.4
2015-07-15,6.4
2015-07-16,6.4
2015-07-17,6.4
2015-07-20,6.4
2015-07-21,6.4
2015-07-22,6.4
2015-07-23,6.4
2015-07-24,6.4
2015-07-27,6.4
2015-07-28,6.4
2015-07-29,6.4
2015-07-30,6.4
2015-07-31,6.4
2015-08-03,6.4
2015-08-04,6.4
2015-08-05,6.4
2015-08-06,6.4
2015-08-07,6.4
2015-08-10,6.4
2015-08-11,6.4
2015-08-12,6.4
2015-08-13,6.4
2015-08-14,6.4
2015-08-17,6.4
2015-08-18,6.4
2015-08-19,6.4
2015-08-20,6.4
2015-08-21,6.4
2015-08-24,6.4
2015-08-25,6.4
2015-08-26,6.4
2015-08-27,6.4
2015-08-28,6.4
2015-08-31,6.4
2015-09-01,6.4
2015-09-02,6.4
2015-09-03,6.4
2015-09-04,6.4
2015-09-08,6.4
2015-09-09,6.4
2015-09-10,6.4
2015-09-11,6.4
2015-09-14,6.4
2015-09-15,6.4
2015-09-16,6.4
2015-09-17,6.4
2015-09-18,6.4
2015-09-21,6.4
2015-09-22,6.4
2015-09-23,6.4
2015-09-24,6.4
2015-09-25,6.4
2015-09-28,6.4
2015-09-29,6.4
2015-09-30,6.4
2015-10-01,6.4
2015-10-02,6.4
2015-10-05,6.4
2015-10-06,6.4
2015-10-07,6.4
2015-10-08,6.4
2015-10-09,6.4
2015-10-12,6.4
2015-10-13,6.4
2015-10-14,6.4
2015-10-15,6.4
2015-10-16,6.4
2015-10-19,6.4
2015-10-20,6.4
2015-10-21,6.4
2015-10-22,6.4
2015-10-23,6.4
2015-10-26,6.4
2015-10-27,6.4
2015-10-28,6.4
2015-10-29,6.4
2015-10-30,6.4
2015-11-02,6.4
2015-11-03,6.4
2015-11-04,6.4
2015-11-05,6.4
2015-11-06,6.4
2015-11-09,6.4
2015-11-10,6.4
2015-11-11,6.4
2015-11-12,6.4
2015-11-13,6.4
2015-11-16,6.4
2015-11-17,6.4
2015-11-18,6.4
2015-11-19,6.4
2015-11-20,6.4
2015-11-23,6.4
2015-11-24,6.4
2015-11-25,6.4
2015-11-27,6.4
2015-11-30,6.4
2015-12-01,6.4
2015-12-02,6.4
2015-12-03,6.4
2015-12-04,6.4
2015-12-07,6.4
2015-12-08,6.4
2015-12-09,6.4
2015-12-10,6.4
2015-12-11,6.4
2015-12-14,6.4
2015-12-15,6.4
2015-12-16,6.4
2015-12-17,6.4
2015-12-18,6.4
2015-12-21,6.4
2015-12-22,6.4
2015-12-23,6.4
2015-12-24,6.4
2015-12-28,6.4
2015-12-29,6.4
2015-12-30,6.4
2015-12-31,6.4
2016-01-04,6.4
2016-01-05,6.4
2016-01-06,6.4
2016-01-07,6.4
2016-01-08,6.4
2016-01-11,6.4
2016-01-12,6.4
2016-01-13,6.4
2016-01-14,6.4
2016-01-15,6.4
2016-01-19,6.4
2016-01-20,6.4
2016-01-21,6.4
2016-01-22,6.4
2016-01-25,6.4
2016-01-26,6.4
2016-01-27,6.4
2016-01-28,6.4
2016-01-29,6.4
2016-02-01,6.4
2016-02-02,6.4
2016-02-03,6.4
2016-02-04,6.4
2016-02-05,6.4
2016-02-08,6.4
2016-02-09,6.4
2016-02-10,6.4
2016-02-11,6.4
2016-02-12,6.4
2016-02-16,6.4
2016-02-17,6.4
2016-02-18,6.4
2016-02-19,6.4
2016-02-22,6.4
2016-02-23,6.4
2016-02-24,6.4
2016-02-25,6.4
2016-02-26,6.4
2016-02-29,6.4
2016-03-01,6.4
2016-03-02,6.4
2016-03-03,6.4
2016-03-04,6.4
2016-03-07,6.4
2016-03-08,6.4
2016-03-09,6.4
2016-03-10,6.4
2016-03-11,6.4
2016-03-14,6.4
2016-03-15,6.4
2016-03-16,6.4
2016-03-17,6.4
2016-03-18,6.4
2016-03-21,6.4
2016-03-22,6.4
2016-03-23,6.4
2016-03-24,6.4
2016-03-28,6.4
2016-03-29,6.4
2016-03-30,6.4
2016-03-31,6.4
2016-04-01,6.4
2016-04-04,6.4
2016-04-05,6.4
2016-04-06,6.4
2016-04-07,6.4
2016-04-08,6.4
2016-04-11,6.4
2016-04-12,6.4
2016-04-13,6.4
2016-04-14,6.4
2016-04-15,6.4
2016-04-18,6.4
2016-04-19,6.4
2016-04-20,6.4
2016-04-21,6.4
2016-04-22,6.4
2016-04-25,6.4
2016-04-26,6.4
2016-04-27,6.4
2016-04-28,6.4
2016-04-29,6.4
2016-05-02,6.4
2016-05-03,6.4
2016-05-04,6.4
2016-05-05,6.4
2016-05-06,6.4
2016-05-09,6.4
2016-05-10,6.4
2016-05-11,6.4
2016-05-12,6.4
2016-05-13,6.4
2016-05-16,6.4
2016-05-17,6.4
2016-05-18,6.4
2016-05-19,6.4
2016-05-20,6.4
2016-05-23,6.4
2016-05-24,6.4
2016-05-25,6.4
2016-05-26,6.4
2016-05-27,6.4
2016-05-31,6.4
2016-06-01,6.4
2016-06-02,6.4
2016-06-03,6.4
2016-06-06,6.4
2016-06-07,6.4
2016-06-08,6.4
2016-06-09,6.4
2016-06-10,6.4
2016-06-13,6.4
2016-06-14,6.4
2016-06-15,6.4
2016-06-16,6.4
2016-06-17,6.4
2016-06-20,6.4
2016-06-21,6.4
2016-06-22,6.4
2016-06-23,6.4
2016-06-24,6.4
2016-06-27,6.4
2016-06-28,6.4
2016-06-29,6.4
2016-06-30,6.4
2016-07-01,6.4
2016-07-05,6.4
2016-07-06,6.4
2016-07-07,6.4
2016-07-08,6.4
2016-07-11,6.4
2016-07-12,6.4
2016-07-13,6.4
2016-07-14,6.4
2016-07-15,6.4
2016-07-18,6.4
2016-07-19,6.4
2016-07-20,6.4
2016-07-21,6.4
2016-07-22,6.4
2016-07-25,6.4
2016-07-26,6.4
2016-07-27,6.4
2016-07-28,6.4
2016-07-29,6.4
2016-08-01,6.4
2016-08-02,6.4
2016-08-03,6.4
2016-08-04,6.4
2016-08-05,6.4
2016-08-08,6.4
2016-08-09,6.4
2016-08-10,6.4
2016-08-11,6.4
2016-08-12,6.4
2016-08-15,6.4
2016-08-16,6.4
2016-08-17,6.4
2016-08-18,6.4
2016-08-19,6.4
2016-08-22,6.4
2016-08-23,6.4
2016-08-24,6.4
2016-08-25,6.4
2016-08-26,6.4
2016-08-29,6.4
2016-08-30,6.4
2016-08-31,6.4
2016-09-01,6.4
2016-09-02,6.4
2016-09-06,6.4
2016-09-07,6.4
2016-09-08,6.4
2016-09-09,6.4
2016-09-12,6.4
2016-09-13,6.4
2016-09-14,6.4
2016-09-15,6.4
2016-09-16,6.4
2016-09-19,6.4
2016-09-20,6.4
2016-09-21,6.4
2016-09-22,6.4
2016-09-23,6.4
2016-09-26,6.4
2016-09-27,6.4
2016-09-28,6.4
