Date,ANF
1997-02-03,6.625
1997-02-04,6.875
1997-02-05,6.8125
1997-02-06,6.8125
1997-02-07,6.8125
1997-02-10,6.75
1997-02-11,6.6875
1997-02-12,6.75
1997-02-13,7.3125
1997-02-14,7.5
1997-02-18,7.375
1997-02-19,7.625
1997-02-20,7.8125
1997-02-21,8.3125
1997-02-24,8.8125
1997-02-25,8.625
1997-02-26,8.625
1997-02-27,8.6875
1997-02-28,8.6875
1997-03-03,8.4375
1997-03-04,8.4375
1997-03-05,8.3125
1997-03-06,8.4375
1997-03-07,8.375
1997-03-10,8.3125
1997-03-11,8.25
1997-03-12,8.375
1997-03-13,8.125
1997-03-14,8.1875
1997-03-17,8.3125
1997-03-18,8.3125
1997-03-19,8.0625
1997-03-20,7.9375
1997-03-21,7.9375
1997-03-24,7.9375
1997-03-25,7.875
1997-03-26,7.75
1997-03-27,7.6875
1997-03-31,7.625
1997-04-01,7.3125
1997-04-02,7.375
1997-04-03,7.0
1997-04-04,7.5
1997-04-07,7.5625
1997-04-08,7.375
1997-04-09,7.3125
1997-04-10,7.25
1997-04-11,7.0
1997-04-14,6.5
1997-04-15,6.5625
1997-04-16,6.4375
1997-04-17,6.6875
1997-04-18,6.6875
1997-04-21,6.5625
1997-04-22,7.0
1997-04-23,7.25
1997-04-24,7.125
1997-04-25,7.0
1997-04-28,7.0
1997-04-29,7.0
1997-04-30,7.3125
1997-05-01,7.4375
1997-05-02,7.625
1997-05-05,8.0
1997-05-06,8.0
1997-05-07,7.875
1997-05-08,8.1875
1997-05-09,8.125
1997-05-12,8.0625
1997-05-13,8.0
1997-05-14,8.625
1997-05-15,9.125
1997-05-16,9.0
1997-05-19,9.1875
1997-05-20,9.125
1997-05-21,9.0625
1997-05-22,9.0
1997-05-23,9.0
1997-05-27,8.875
1997-05-28,8.75
1997-05-29,8.6875
1997-05-30,8.6875
1997-06-02,9.125
1997-06-03,9.0625
1997-06-04,8.9375
1997-06-05,9.0
1997-06-06,9.25
1997-06-09,9.5
1997-06-10,9.625
1997-06-11,9.6875
1997-06-12,9.5
1997-06-13,9.375
1997-06-16,9.5
1997-06-17,9.3125
1997-06-18,9.3125
1997-06-19,9.125
1997-06-20,9.0
1997-06-23,8.6875
1997-06-24,8.625
1997-06-25,8.8125
1997-06-26,8.625
1997-06-27,8.78125
1997-06-30,9.125
1997-07-01,9.5
1997-07-02,10.125
1997-07-03,9.9375
1997-07-07,10.25
1997-07-08,10.1875
1997-07-09,9.9375
1997-07-10,10.0
1997-07-11,10.0
1997-07-14,9.125
1997-07-15,9.1875
1997-07-16,9.40625
1997-07-17,9.46875
1997-07-18,9.4375
1997-07-21,9.375
1997-07-22,9.5
1997-07-23,9.75
1997-07-24,10.125
1997-07-25,9.96875
1997-07-28,9.875
1997-07-29,9.90625
1997-07-30,10.0
1997-07-31,9.9375
1997-08-01,9.6875
1997-08-04,9.625
1997-08-05,10.125
1997-08-06,10.5
1997-08-07,10.4375
1997-08-08,10.34375
1997-08-11,10.8125
1997-08-12,11.0625
1997-08-13,11.0
1997-08-14,10.625
1997-08-15,10.375
1997-08-18,10.4375
1997-08-19,10.9375
1997-08-20,11.1875
1997-08-21,10.96875
1997-08-22,10.9375
1997-08-25,10.8125
1997-08-26,11.3125
1997-08-27,12.0
1997-08-28,11.9375
1997-08-29,12.0
1997-09-02,12.5
1997-09-03,12.4375
1997-09-04,12.34375
1997-09-05,12.4375
1997-09-08,12.40625
1997-09-09,12.59375
1997-09-10,12.6875
1997-09-11,13.09375
1997-09-12,13.4375
1997-09-15,13.21875
1997-09-16,13.3125
1997-09-17,13.0
1997-09-18,13.40625
1997-09-19,13.625
1997-09-22,13.25
1997-09-23,13.03125
1997-09-24,12.875
1997-09-25,12.625
1997-09-26,12.9375
1997-09-29,13.4375
1997-09-30,13.125
1997-10-01,13.03125
1997-10-02,13.1875
1997-10-03,13.375
1997-10-06,13.5
1997-10-07,13.0
1997-10-08,12.46875
1997-10-09,12.21875
1997-10-10,12.0625
1997-10-13,12.1875
1997-10-14,12.15625
1997-10-15,11.875
1997-10-16,11.59375
1997-10-17,11.5625
1997-10-20,11.875
1997-10-21,11.625
1997-10-22,11.40625
1997-10-23,11.46875
1997-10-24,11.875
1997-10-27,10.90625
1997-10-28,10.5
1997-10-29,11.75
1997-10-30,11.875
1997-10-31,13.0
1997-11-03,13.09375
1997-11-04,12.84375
1997-11-05,12.90625
1997-11-06,13.0
1997-11-07,12.875
1997-11-10,13.25
1997-11-11,13.25
1997-11-12,15.0625
1997-11-13,15.78125
1997-11-14,15.0
1997-11-17,15.3125
1997-11-18,15.8125
1997-11-19,16.75
1997-11-20,17.125
1997-11-21,16.21875
1997-11-24,15.125
1997-11-25,14.625
1997-11-26,14.875
1997-11-28,14.96875
1997-12-01,15.1875
1997-12-02,14.84375
1997-12-03,14.875
1997-12-04,14.96875
1997-12-05,15.3125
1997-12-08,15.5625
1997-12-09,16.0
1997-12-10,15.71875
1997-12-11,15.625
1997-12-12,16.375
1997-12-15,15.1875
1997-12-16,15.1875
1997-12-17,15.125
1997-12-18,13.75
1997-12-19,14.34375
1997-12-22,14.125
1997-12-23,14.3125
1997-12-24,14.9375
1997-12-26,15.0
1997-12-29,15.0
1997-12-30,15.1875
1997-12-31,15.625
1998-01-02,15.375
1998-01-05,15.5625
1998-01-06,16.3125
1998-01-07,15.84375
1998-01-08,16.0
1998-01-09,16.0
1998-01-12,16.625
1998-01-13,16.53125
1998-01-14,16.21875
1998-01-15,16.15625
1998-01-16,16.40625
1998-01-20,17.34375
1998-01-21,17.09375
1998-01-22,16.59375
1998-01-23,15.875
1998-01-26,15.15625
1998-01-27,14.78125
1998-01-28,15.34375
1998-01-29,16.0
1998-01-30,15.5625
1998-02-02,15.875
1998-02-03,15.6875
1998-02-04,15.6875
1998-02-05,15.59375
1998-02-06,16.8125
1998-02-09,17.0
1998-02-10,16.5
1998-02-11,16.6875
1998-02-12,17.40625
1998-02-13,18.25
1998-02-17,18.5625
1998-02-18,18.25
1998-02-19,17.84375
1998-02-20,17.65625
1998-02-23,17.8125
1998-02-24,17.21875
1998-02-25,17.40625
1998-02-26,17.5
1998-02-27,17.25
1998-03-02,17.5
1998-03-03,18.03125
1998-03-04,18.1875
1998-03-05,18.59375
1998-03-06,18.84375
1998-03-09,19.0625
1998-03-10,19.6875
1998-03-11,19.78125
1998-03-12,21.03125
1998-03-13,21.375
1998-03-16,21.25
1998-03-17,22.25
1998-03-18,22.1875
1998-03-19,22.5625
1998-03-20,23.75
1998-03-23,22.75
1998-03-24,22.875
1998-03-25,21.5
1998-03-26,21.34375
1998-03-27,21.09375
1998-03-30,20.90625
1998-03-31,21.03125
1998-04-01,20.5
1998-04-02,20.75
1998-04-03,20.9375
1998-04-06,20.8125
1998-04-07,20.0
1998-04-08,20.71875
1998-04-09,22.71875
1998-04-13,22.15625
1998-04-14,21.90625
1998-04-15,21.4375
1998-04-16,21.03125
1998-04-17,20.84375
1998-04-20,21.5
1998-04-21,22.0
1998-04-22,21.5
1998-04-23,21.5
1998-04-24,21.40625
1998-04-27,20.75
1998-04-28,21.34375
1998-04-29,21.53125
1998-04-30,22.25
1998-05-01,22.25
1998-05-04,22.96875
1998-05-05,23.375
1998-05-06,23.0625
1998-05-07,22.59375
1998-05-08,22.46875
1998-05-11,21.90625
1998-05-12,21.1875
1998-05-13,21.8125
1998-05-14,20.75
1998-05-15,21.15625
1998-05-18,20.90625
1998-05-19,21.15625
1998-05-20,21.34375
1998-05-21,21.1875
1998-05-22,20.8125
1998-05-26,20.8125
1998-05-27,20.4375
1998-05-28,20.5625
1998-05-29,21.125
1998-06-01,21.0
1998-06-02,20.96875
1998-06-03,20.6875
1998-06-04,21.0
1998-06-05,21.21875
1998-06-08,22.1875
1998-06-09,22.21875
1998-06-10,21.875
1998-06-11,21.125
1998-06-12,20.78125
1998-06-15,20.34375
1998-06-16,20.0
1998-06-17,20.25
1998-06-18,20.125
1998-06-19,20.0
1998-06-22,19.84375
1998-06-23,20.03125
1998-06-24,20.75
1998-06-25,21.5
1998-06-26,21.46875
1998-06-29,21.46875
1998-06-30,22.0
1998-07-01,22.5
1998-07-02,22.875
1998-07-06,23.4375
1998-07-07,22.75
1998-07-08,23.25
1998-07-09,22.625
1998-07-10,22.4375
1998-07-13,22.40625
1998-07-14,23.25
1998-07-15,24.375
1998-07-16,24.28125
1998-07-17,24.15625
1998-07-20,23.40625
1998-07-21,23.375
1998-07-22,24.09375
1998-07-23,23.625
1998-07-24,23.25
1998-07-27,22.90625
1998-07-28,22.65625
1998-07-29,22.96875
1998-07-30,22.96875
1998-07-31,23.21875
1998-08-03,23.40625
1998-08-04,23.03125
1998-08-05,22.5
1998-08-06,22.53125
1998-08-07,23.25
1998-08-10,24.15625
1998-08-11,24.9375
1998-08-12,25.71875
1998-08-13,26.1875
1998-08-14,26.09375
1998-08-17,26.71875
1998-08-18,26.96875
1998-08-19,26.53125
1998-08-20,26.875
1998-08-21,26.40625
1998-08-24,26.6875
1998-08-25,26.625
1998-08-26,25.6875
1998-08-27,23.75
1998-08-28,23.75
1998-08-31,21.5
1998-09-01,21.0
1998-09-02,21.3125
1998-09-03,22.4375
1998-09-04,22.40625
1998-09-08,23.59375
1998-09-09,23.6875
1998-09-10,23.21875
1998-09-11,23.625
1998-09-14,24.375
1998-09-15,24.5
1998-09-16,25.4375
1998-09-17,25.59375
1998-09-18,25.6875
1998-09-21,24.40625
1998-09-22,25.1875
1998-09-23,24.75
1998-09-24,24.0
1998-09-25,22.8125
1998-09-28,21.71875
1998-09-29,20.9375
1998-09-30,22.0
1998-10-01,18.96875
1998-10-02,17.875
1998-10-05,17.1875
1998-10-06,17.375
1998-10-07,17.34375
1998-10-08,16.375
1998-10-09,16.6875
1998-10-12,17.875
1998-10-13,17.4375
1998-10-14,17.71875
1998-10-15,18.5625
1998-10-16,20.0625
1998-10-19,20.5625
1998-10-20,20.75
1998-10-21,20.40625
1998-10-22,20.40625
1998-10-23,19.34375
1998-10-26,18.75
1998-10-27,18.25
1998-10-28,18.8125
1998-10-29,18.90625
1998-10-30,19.84375
1998-11-02,20.90625
1998-11-03,21.21875
1998-11-04,22.5
1998-11-05,22.625
1998-11-06,23.5
1998-11-09,24.15625
1998-11-10,24.25
1998-11-11,25.0
1998-11-12,25.65625
1998-11-13,25.96875
1998-11-16,26.21875
1998-11-17,26.59375
1998-11-18,27.25
1998-11-19,26.90625
1998-11-20,27.78125
1998-11-23,29.1875
1998-11-24,28.125
1998-11-25,27.625
1998-11-27,27.8125
1998-11-30,28.0
1998-12-01,27.40625
1998-12-02,27.4375
1998-12-03,27.09375
1998-12-04,26.75
1998-12-07,26.75
1998-12-08,28.25
1998-12-09,29.125
1998-12-10,28.75
1998-12-11,29.59375
1998-12-14,28.75
1998-12-15,29.6875
1998-12-16,29.3125
1998-12-17,30.0
1998-12-18,30.375
1998-12-21,31.5
1998-12-22,32.46875
1998-12-23,30.75
1998-12-24,31.78125
1998-12-28,31.875
1998-12-29,33.6875
1998-12-30,36.125
1998-12-31,35.375
1999-01-04,33.59375
1999-01-05,33.65625
1999-01-06,34.25
1999-01-07,33.625
1999-01-08,32.5
1999-01-11,33.78125
1999-01-12,32.75
1999-01-13,32.5
1999-01-14,32.8125
1999-01-15,33.40625
1999-01-19,34.875
1999-01-20,34.15625
1999-01-21,34.8125
1999-01-22,34.875
1999-01-25,35.9375
1999-01-26,36.96875
1999-01-27,36.875
1999-01-28,36.5
1999-01-29,38.375
1999-02-01,37.6875
1999-02-02,37.71875
1999-02-03,38.9375
1999-02-04,38.375
1999-02-05,36.8125
1999-02-08,39.25
1999-02-09,36.8125
1999-02-10,35.6875
1999-02-11,37.75
1999-02-12,37.28125
1999-02-16,39.0
1999-02-17,37.3125
1999-02-18,36.78125
1999-02-19,35.53125
1999-02-22,39.875
1999-02-23,38.1875
1999-02-24,37.5625
1999-02-25,36.84375
1999-02-26,38.0
1999-03-01,39.28125
1999-03-02,40.375
1999-03-03,41.09375
1999-03-04,42.90625
1999-03-05,43.5
1999-03-08,44.25
1999-03-09,43.59375
1999-03-10,42.5
1999-03-11,42.0
1999-03-12,40.65625
1999-03-15,41.71875
1999-03-16,42.625
1999-03-17,42.90625
1999-03-18,43.40625
1999-03-19,43.25
1999-03-22,43.84375
1999-03-23,43.09375
1999-03-24,42.375
1999-03-25,45.03125
1999-03-26,45.03125
1999-03-29,47.4375
1999-03-30,46.78125
1999-03-31,46.125
1999-04-01,45.625
1999-04-05,44.9375
1999-04-06,46.375
1999-04-07,46.46875
1999-04-08,47.65625
1999-04-09,48.3125
1999-04-12,50.125
1999-04-13,48.625
1999-04-14,47.09375
1999-04-15,45.875
1999-04-16,44.875
1999-04-19,41.4375
1999-04-20,43.28125
1999-04-21,46.03125
1999-04-22,47.6875
1999-04-23,47.9375
1999-04-26,48.65625
1999-04-27,47.375
1999-04-28,49.0
1999-04-29,45.9375
1999-04-30,47.40625
1999-05-03,47.8125
1999-05-04,46.0625
1999-05-05,44.84375
1999-05-06,45.25
1999-05-07,45.59375
1999-05-10,46.625
1999-05-11,46.75
1999-05-12,44.65625
1999-05-13,44.5625
1999-05-14,43.0
1999-05-17,42.34375
1999-05-18,41.25
1999-05-19,41.03125
1999-05-20,40.8125
1999-05-21,42.0
1999-05-24,39.5
1999-05-25,38.5
1999-05-26,40.71875
1999-05-27,41.0
1999-05-28,42.0625
1999-06-01,41.625
1999-06-02,40.21875
1999-06-03,40.03125
1999-06-04,40.6875
1999-06-07,42.8125
1999-06-08,41.65625
1999-06-09,42.28125
1999-06-10,41.875
1999-06-11,40.09375
1999-06-14,38.6875
1999-06-15,36.96875
1999-06-16,41.5
1999-06-17,41.0625
1999-06-18,43.125
1999-06-21,45.375
1999-06-22,43.0625
1999-06-23,44.0
1999-06-24,44.5
1999-06-25,44.75
1999-06-28,45.375
1999-06-29,47.5
1999-06-30,48.0
1999-07-01,48.0625
1999-07-02,47.375
1999-07-06,47.25
1999-07-07,48.25
1999-07-08,48.3125
1999-07-09,48.375
1999-07-12,47.0
1999-07-13,45.3125
1999-07-14,45.9375
1999-07-15,46.0
1999-07-16,44.875
1999-07-19,44.75
1999-07-20,41.875
1999-07-21,41.9375
1999-07-22,43.3125
1999-07-23,44.0
1999-07-26,42.25
1999-07-27,42.4375
1999-07-28,43.0
1999-07-29,41.5
1999-07-30,41.5
1999-08-02,42.0
1999-08-03,42.625
1999-08-04,40.125
1999-08-05,38.0
1999-08-06,37.3125
1999-08-09,36.6875
1999-08-10,37.5
1999-08-11,37.875
1999-08-12,40.0625
1999-08-13,37.3125
1999-08-16,37.9375
1999-08-17,39.25
1999-08-18,39.0625
1999-08-19,39.375
1999-08-20,38.3125
1999-08-23,37.0
1999-08-24,35.625
1999-08-25,36.25
1999-08-26,35.3125
1999-08-27,33.375
1999-08-30,32.9375
1999-08-31,35.25
1999-09-01,37.4375
1999-09-02,37.625
1999-09-03,39.25
1999-09-07,39.0625
1999-09-08,39.0
1999-09-09,38.5625
1999-09-10,39.875
1999-09-13,39.875
1999-09-14,40.9375
1999-09-15,39.0625
1999-09-16,38.625
1999-09-17,38.875
1999-09-20,36.625
1999-09-21,35.6875
1999-09-22,35.25
1999-09-23,36.875
1999-09-24,35.75
1999-09-27,36.1875
1999-09-28,35.75
1999-09-29,34.375
1999-09-30,34.0625
1999-10-01,33.4375
1999-10-04,36.0
1999-10-05,36.6875
1999-10-06,38.4375
1999-10-07,38.9375
1999-10-08,34.0
1999-10-11,34.5
1999-10-12,32.5
1999-10-13,26.3125
1999-10-14,25.25
1999-10-15,24.375
1999-10-18,22.875
1999-10-19,23.125
1999-10-20,23.0625
1999-10-21,21.8125
1999-10-22,21.8125
1999-10-25,24.6875
1999-10-26,24.0625
1999-10-27,23.5
1999-10-28,25.3125
1999-10-29,27.25
1999-11-01,26.5
1999-11-02,26.3125
1999-11-03,25.625
1999-11-04,25.1875
1999-11-05,24.0
1999-11-08,23.875
1999-11-09,28.0
1999-11-10,28.0
1999-11-11,27.4375
1999-11-12,27.25
1999-11-15,28.25
1999-11-16,26.75
1999-11-17,26.4375
1999-11-18,25.25
1999-11-19,26.0
1999-11-22,26.9375
1999-11-23,27.1875
1999-11-24,28.5
1999-11-26,29.375
1999-11-29,32.0
1999-11-30,32.375
1999-12-01,31.75
1999-12-02,31.375
1999-12-03,30.125
1999-12-06,30.375
1999-12-07,29.1875
1999-12-08,29.8125
1999-12-09,29.1875
1999-12-10,29.5
1999-12-13,27.0
1999-12-14,24.25
1999-12-15,27.375
1999-12-16,26.4375
1999-12-17,25.5625
1999-12-20,25.125
1999-12-21,25.25
1999-12-22,24.5
1999-12-23,25.0
1999-12-27,26.875
1999-12-28,26.0
1999-12-29,27.5
1999-12-30,28.125
1999-12-31,26.6875
2000-01-03,27.5
2000-01-04,25.9375
2000-01-05,26.625
2000-01-06,25.25
2000-01-07,25.0
2000-01-10,25.5625
2000-01-11,24.0625
2000-01-12,24.4375
2000-01-13,24.9375
2000-01-14,23.8125
2000-01-18,23.5
2000-01-19,21.5625
2000-01-20,21.5
2000-01-21,20.25
2000-01-24,20.1875
2000-01-25,20.875
2000-01-26,22.875
2000-01-27,22.0
2000-01-28,22.25
2000-01-31,21.375
2000-02-01,20.8125
2000-02-02,21.125
2000-02-03,20.6875
2000-02-04,23.0
2000-02-07,21.28125
2000-02-08,21.75
2000-02-09,21.0625
2000-02-10,20.6875
2000-02-11,22.3125
2000-02-14,23.75
2000-02-15,19.5
2000-02-16,15.25
2000-02-17,15.5
2000-02-18,14.75
2000-02-22,14.5625
2000-02-23,14.0
2000-02-24,13.5
2000-02-25,14.0
2000-02-28,14.0
2000-02-29,14.5625
2000-03-01,14.625
2000-03-02,14.125
2000-03-03,13.875
2000-03-06,13.5625
2000-03-07,13.9375
2000-03-08,14.25
2000-03-09,16.0
2000-03-10,15.25
2000-03-13,14.875
2000-03-14,15.3125
2000-03-15,16.1875
2000-03-16,16.875
2000-03-17,16.625
2000-03-20,16.5
2000-03-21,16.75
2000-03-22,16.375
2000-03-23,16.3125
2000-03-24,15.9375
2000-03-27,15.875
2000-03-28,15.125
2000-03-29,14.9375
2000-03-30,14.4375
2000-03-31,15.9375
2000-04-03,15.75
2000-04-04,14.75
2000-04-05,14.9375
2000-04-06,14.125
2000-04-07,13.75
2000-04-10,13.75
2000-04-11,13.125
2000-04-12,12.8125
2000-04-13,12.25
2000-04-14,11.625
2000-04-17,10.6875
2000-04-18,11.75
2000-04-19,12.0625
2000-04-20,11.125
2000-04-24,11.25
2000-04-25,11.0
2000-04-26,10.75
2000-04-27,10.3125
2000-04-28,11.0
2000-05-01,10.75
2000-05-02,10.125
2000-05-03,10.0
2000-05-04,10.25
2000-05-05,10.5
2000-05-08,11.9375
2000-05-09,10.5
2000-05-10,10.0
2000-05-11,9.875
2000-05-12,9.75
2000-05-15,9.625
2000-05-16,9.4375
2000-05-17,9.3125
2000-05-18,9.125
2000-05-19,9.0
2000-05-22,8.9375
2000-05-23,8.4375
2000-05-24,8.1875
2000-05-25,8.875
2000-05-26,8.625
2000-05-30,9.1875
2000-05-31,9.8125
2000-06-01,8.6875
2000-06-02,9.1875
2000-06-05,9.1875
2000-06-06,8.8125
2000-06-07,9.625
2000-06-08,9.4375
2000-06-09,9.0625
2000-06-12,8.875
2000-06-13,9.125
2000-06-14,9.9375
2000-06-15,9.625
2000-06-16,10.125
2000-06-19,10.0625
2000-06-20,10.5625
2000-06-21,10.375
2000-06-22,10.625
2000-06-23,10.875
2000-06-26,11.5625
2000-06-27,11.9375
2000-06-28,12.0
2000-06-29,12.25
2000-06-30,12.1875
2000-07-03,11.5625
2000-07-05,11.625
2000-07-06,14.375
2000-07-07,14.875
2000-07-10,15.4375
2000-07-11,16.5
2000-07-12,15.0
2000-07-13,14.5
2000-07-14,14.9375
2000-07-17,15.0
2000-07-18,14.1875
2000-07-19,14.0625
2000-07-20,15.0625
2000-07-21,14.8125
2000-07-24,14.0
2000-07-25,14.3125
2000-07-26,14.25
2000-07-27,14.75
2000-07-28,15.5625
2000-07-31,16.0
2000-08-01,15.5625
2000-08-02,15.9375
2000-08-03,18.875
2000-08-04,19.625
2000-08-07,19.5
2000-08-08,19.9375
2000-08-09,19.5
2000-08-10,18.0
2000-08-11,18.8125
2000-08-14,19.5
2000-08-15,19.5
2000-08-16,20.8125
2000-08-17,20.125
2000-08-18,21.75
2000-08-21,22.5
2000-08-22,23.5
2000-08-23,24.4375
2000-08-24,22.3125
2000-08-25,23.125
2000-08-28,23.25
2000-08-29,24.0
2000-08-30,25.1875
2000-08-31,23.1875
2000-09-01,24.0
2000-09-05,23.4375
2000-09-06,23.8125
2000-09-07,23.6875
2000-09-08,24.625
2000-09-11,25.125
2000-09-12,24.8125
2000-09-13,24.3125
2000-09-14,24.875
2000-09-15,25.5
2000-09-18,24.0
2000-09-19,24.5625
2000-09-20,24.375
2000-09-21,24.6875
2000-09-22,25.5
2000-09-25,25.9375
2000-09-26,22.1875
2000-09-27,19.0
2000-09-28,20.375
2000-09-29,19.0625
2000-10-02,18.6875
2000-10-03,19.1875
2000-10-04,19.9375
2000-10-05,23.125
2000-10-06,22.625
2000-10-09,22.9375
2000-10-10,22.8125
2000-10-11,21.0
2000-10-12,22.25
2000-10-13,21.4375
2000-10-16,23.375
2000-10-17,23.3125
2000-10-18,23.25
2000-10-19,23.9375
2000-10-20,22.625
2000-10-23,21.9375
2000-10-24,23.1875
2000-10-25,21.9375
2000-10-26,21.8125
2000-10-27,22.8125
2000-10-30,23.0
2000-10-31,23.5625
2000-11-01,24.3125
2000-11-02,24.4375
2000-11-03,22.75
2000-11-06,22.125
2000-11-07,21.9375
2000-11-08,24.625
2000-11-09,25.5
2000-11-10,25.5
2000-11-13,25.5
2000-11-14,26.75
2000-11-15,28.3125
2000-11-16,28.375
2000-11-17,28.4375
2000-11-20,27.25
2000-11-21,27.4375
2000-11-22,27.5
2000-11-24,28.9375
2000-11-27,29.625
2000-11-28,28.0
2000-11-29,28.1875
2000-11-30,20.875
2000-12-01,20.5
2000-12-04,19.875
2000-12-05,17.625
2000-12-06,18.25
2000-12-07,18.4375
2000-12-08,20.6875
2000-12-11,19.1875
2000-12-12,19.75
2000-12-13,19.4375
2000-12-14,18.125
2000-12-15,18.0
2000-12-18,18.0
2000-12-19,15.9375
2000-12-20,15.5625
2000-12-21,16.4375
2000-12-22,17.125
2000-12-26,16.8125
2000-12-27,20.9375
2000-12-28,19.875
2000-12-29,20.0
2001-01-02,17.8125
2001-01-03,20.25
2001-01-04,22.75
2001-01-05,22.3125
2001-01-08,20.5625
2001-01-09,20.75
2001-01-10,21.125
2001-01-11,22.6875
2001-01-12,23.625
2001-01-16,24.125
2001-01-17,24.75
2001-01-18,24.0
2001-01-19,22.9375
2001-01-22,25.125
2001-01-23,26.5
2001-01-24,26.25
2001-01-25,27.3125
2001-01-26,27.25
2001-01-29,30.0
2001-01-30,28.959999
2001-01-31,29.809998999999998
2001-02-01,30.18
2001-02-02,29.860001
2001-02-05,29.469998999999998
2001-02-06,30.48
2001-02-07,31.15
2001-02-08,29.860001
2001-02-09,29.26
2001-02-12,30.52
2001-02-13,30.18
2001-02-14,30.9
2001-02-15,30.9
2001-02-16,30.34
2001-02-20,27.9
2001-02-21,28.709999
2001-02-22,28.18
2001-02-23,28.209999
2001-02-26,30.450001
2001-02-27,29.389999
2001-02-28,28.360001
2001-03-01,28.84
2001-03-02,28.75
2001-03-05,27.809998999999998
2001-03-06,29.51
2001-03-07,31.4
2001-03-08,33.0
2001-03-09,32.299999
2001-03-12,31.85
2001-03-13,31.959999
2001-03-14,31.08
2001-03-15,32.389998999999996
2001-03-16,31.99
2001-03-19,33.98
2001-03-20,33.5
2001-03-21,33.900002
2001-03-22,33.099998
2001-03-23,33.009997999999996
2001-03-26,33.950001
2001-03-27,35.75
2001-03-28,33.169998
2001-03-29,32.860001000000004
2001-03-30,32.700001
2001-04-02,32.619999
2001-04-03,32.139998999999996
2001-04-04,31.91
2001-04-05,35.0
2001-04-06,34.790001000000004
2001-04-09,34.48
2001-04-10,36.0
2001-04-11,34.990002000000004
2001-04-12,31.93
2001-04-16,30.77
2001-04-17,29.700001
2001-04-18,31.67
2001-04-19,32.400002
2001-04-20,32.549999
2001-04-23,32.639998999999996
2001-04-24,31.85
2001-04-25,32.09
2001-04-26,32.759997999999996
2001-04-27,34.110001000000004
2001-04-30,33.299999
2001-05-01,34.34
2001-05-02,34.75
2001-05-03,33.650002
2001-05-04,33.75
2001-05-07,34.150002
2001-05-08,33.630001
2001-05-09,33.889998999999996
2001-05-10,37.599998
2001-05-11,39.240002000000004
2001-05-14,39.349998
2001-05-15,39.73
2001-05-16,42.099998
2001-05-17,44.509997999999996
2001-05-18,43.25
2001-05-21,45.48
2001-05-22,44.0
2001-05-23,41.810001
2001-05-24,41.75
2001-05-25,41.799999
2001-05-29,41.23
2001-05-30,40.279999
2001-05-31,41.23
2001-06-01,41.060001
2001-06-04,41.0
2001-06-05,42.0
2001-06-06,43.099998
2001-06-07,41.439999
2001-06-08,42.299999
2001-06-11,41.450001
2001-06-12,42.25
2001-06-13,41.32
2001-06-14,40.259997999999996
2001-06-15,40.91
2001-06-18,42.75
2001-06-19,43.27
2001-06-20,45.52
2001-06-21,45.98
2001-06-22,43.540001000000004
2001-06-25,43.02
2001-06-26,42.200001
2001-06-27,42.02
2001-06-28,42.57
2001-06-29,44.52
2001-07-02,44.209998999999996
2001-07-03,44.25
2001-07-05,43.060001
2001-07-06,40.860001000000004
2001-07-09,40.560001
2001-07-10,40.139998999999996
2001-07-11,39.049999
2001-07-12,40.049999
2001-07-13,42.09
