Date,UL
1982-05-03,1.194444
1982-05-04,1.194444
1982-05-05,1.194444
1982-05-06,1.194444
1982-05-07,1.194444
1982-05-10,1.229167
1982-05-11,1.232639
1982-05-12,1.232639
1982-05-13,1.232639
1982-05-14,1.232639
1982-05-17,1.232639
1982-05-18,1.232639
1982-05-19,1.232639
1982-05-20,1.166667
1982-05-21,1.166667
1982-05-24,1.166667
1982-05-25,1.166667
1982-05-26,1.166667
1982-05-27,1.166667
1982-05-28,1.166667
1982-06-01,1.166667
1982-06-02,1.166667
1982-06-03,1.166667
1982-06-04,1.166667
1982-06-07,1.166667
1982-06-08,1.166667
1982-06-09,1.166667
1982-06-10,1.166667
1982-06-11,1.166667
1982-06-14,1.166667
1982-06-15,1.166667
1982-06-16,1.166667
1982-06-17,1.166667
1982-06-18,1.166667
1982-06-21,1.166667
1982-06-22,1.166667
1982-06-23,1.166667
1982-06-24,1.166667
1982-06-25,1.166667
1982-06-28,1.166667
1982-06-29,1.166667
1982-06-30,1.166667
1982-07-01,1.166667
1982-07-02,1.166667
1982-07-06,1.166667
1982-07-07,1.166667
1982-07-08,1.166667
1982-07-09,1.166667
1982-07-12,1.166667
1982-07-13,1.166667
1982-07-14,1.166667
1982-07-15,1.166667
1982-07-16,1.166667
1982-07-19,1.166667
1982-07-20,1.166667
1982-07-21,1.173611
1982-07-22,1.173611
1982-07-23,1.194444
1982-07-26,1.208333
1982-07-27,1.208333
1982-07-28,1.208333
1982-07-29,1.208333
1982-07-30,1.25
1982-08-02,1.25
1982-08-03,1.25
1982-08-04,1.25
1982-08-05,1.25
1982-08-06,1.25
1982-08-09,1.25
1982-08-10,1.25
1982-08-11,1.25
1982-08-12,1.25
1982-08-13,1.138889
1982-08-16,1.138889
1982-08-17,1.138889
1982-08-18,1.138889
1982-08-19,1.138889
1982-08-20,1.138889
1982-08-23,1.138889
1982-08-24,1.138889
1982-08-25,1.138889
1982-08-26,1.138889
1982-08-27,1.138889
1982-08-30,1.138889
1982-08-31,1.138889
1982-09-01,1.138889
1982-09-02,1.159722
1982-09-03,1.159722
1982-09-07,1.159722
1982-09-08,1.159722
1982-09-09,1.291667
1982-09-10,1.291667
1982-09-13,1.291667
1982-09-14,1.25
1982-09-15,1.25
1982-09-16,1.25
1982-09-17,1.305556
1982-09-20,1.260417
1982-09-21,1.298611
1982-09-22,1.319444
1982-09-23,1.305556
1982-09-24,1.305556
1982-09-27,1.305556
1982-09-28,1.305556
1982-09-29,1.305556
1982-09-30,1.305556
1982-10-01,1.305556
1982-10-04,1.305556
1982-10-05,1.305556
1982-10-06,1.305556
1982-10-07,1.305556
1982-10-08,1.388889
1982-10-11,1.4375
1982-10-12,1.4375
1982-10-13,1.4375
1982-10-14,1.4375
1982-10-15,1.388889
1982-10-18,1.385417
1982-10-19,1.416667
1982-10-20,1.416667
1982-10-21,1.416667
1982-10-22,1.409722
1982-10-25,1.413194
1982-10-26,1.381944
1982-10-27,1.381944
1982-10-28,1.399306
1982-10-29,1.409722
1982-11-01,1.409722
1982-11-02,1.409722
1982-11-03,1.409722
1982-11-04,1.486111
1982-11-05,1.486111
1982-11-08,1.5
1982-11-09,1.5
1982-11-10,1.5
1982-11-11,1.5
1982-11-12,1.5
1982-11-15,1.458333
1982-11-16,1.409722
1982-11-17,1.381944
1982-11-18,1.381944
1982-11-19,1.381944
1982-11-22,1.381944
1982-11-23,1.381944
1982-11-24,1.381944
1982-11-26,1.381944
1982-11-29,1.375
1982-11-30,1.375
1982-12-01,1.375
1982-12-02,1.361111
1982-12-03,1.361111
1982-12-06,1.361111
1982-12-07,1.361111
1982-12-08,1.361111
1982-12-09,1.430556
1982-12-10,1.381944
1982-12-13,1.381944
1982-12-14,1.381944
1982-12-15,1.354167
1982-12-16,1.354167
1982-12-17,1.333333
1982-12-20,1.333333
1982-12-21,1.333333
1982-12-22,1.333333
1982-12-23,1.333333
1982-12-27,1.333333
1982-12-28,1.333333
1982-12-29,1.333333
1982-12-30,1.333333
1982-12-31,1.333333
1983-01-03,1.333333
1983-01-04,1.333333
1983-01-05,1.375
1983-01-06,1.375
1983-01-07,1.402778
1983-01-10,1.402778
1983-01-11,1.402778
1983-01-12,1.402778
1983-01-13,1.402778
1983-01-14,1.402778
1983-01-17,1.402778
1983-01-18,1.402778
1983-01-19,1.402778
1983-01-20,1.402778
1983-01-21,1.402778
1983-01-24,1.402778
1983-01-25,1.402778
1983-01-26,1.402778
1983-01-27,1.402778
1983-01-28,1.402778
1983-01-31,1.402778
1983-02-01,1.402778
1983-02-02,1.402778
1983-02-03,1.402778
1983-02-04,1.402778
1983-02-07,1.402778
1983-02-08,1.430556
1983-02-09,1.430556
1983-02-10,1.430556
1983-02-11,1.409722
1983-02-14,1.409722
1983-02-15,1.409722
1983-02-16,1.409722
1983-02-17,1.409722
1983-02-18,1.381944
1983-02-22,1.381944
1983-02-23,1.381944
1983-02-24,1.381944
1983-02-25,1.381944
1983-02-28,1.381944
1983-03-01,1.381944
1983-03-02,1.375
1983-03-03,1.333333
1983-03-04,1.333333
1983-03-07,1.375
1983-03-08,1.388889
1983-03-09,1.388889
1983-03-10,1.388889
1983-03-11,1.388889
1983-03-14,1.388889
1983-03-15,1.388889
1983-03-16,1.388889
1983-03-17,1.388889
1983-03-18,1.361111
1983-03-21,1.361111
1983-03-22,1.361111
1983-03-23,1.340278
1983-03-24,1.361111
1983-03-25,1.361111
1983-03-28,1.361111
1983-03-29,1.326389
1983-03-30,1.368056
1983-03-31,1.388889
1983-04-04,1.347222
1983-04-05,1.361111
1983-04-06,1.361111
1983-04-07,1.361111
1983-04-08,1.361111
1983-04-11,1.388889
1983-04-12,1.430556
1983-04-13,1.430556
1983-04-14,1.430556
1983-04-15,1.430556
1983-04-18,1.416667
1983-04-19,1.416667
1983-04-20,1.416667
1983-04-21,1.416667
1983-04-22,1.416667
1983-04-25,1.416667
1983-04-26,1.416667
1983-04-27,1.416667
1983-04-28,1.416667
1983-04-29,1.416667
1983-05-02,1.347222
1983-05-03,1.347222
1983-05-04,1.319444
1983-05-05,1.319444
1983-05-06,1.319444
1983-05-09,1.319444
1983-05-10,1.347222
1983-05-11,1.347222
1983-05-12,1.305556
1983-05-13,1.305556
1983-05-16,1.305556
1983-05-17,1.305556
1983-05-18,1.263889
1983-05-19,1.277778
1983-05-20,1.277778
1983-05-23,1.277778
1983-05-24,1.277778
1983-05-25,1.277778
1983-05-26,1.277778
1983-05-27,1.277778
1983-05-31,1.277778
1983-06-01,1.277778
1983-06-02,1.277778
1983-06-03,1.25
1983-06-06,1.229167
1983-06-07,1.270833
1983-06-08,1.270833
1983-06-09,1.291667
1983-06-10,1.291667
1983-06-13,1.291667
1983-06-14,1.291667
1983-06-15,1.291667
1983-06-16,1.291667
1983-06-17,1.291667
1983-06-20,1.284722
1983-06-21,1.284722
1983-06-22,1.295139
1983-06-23,1.295139
1983-06-24,1.295139
1983-06-27,1.295139
1983-06-28,1.295139
1983-06-29,1.295139
1983-06-30,1.295139
1983-07-01,1.295139
1983-07-05,1.260417
1983-07-06,1.260417
1983-07-07,1.260417
1983-07-08,1.246528
1983-07-11,1.246528
1983-07-12,1.253472
1983-07-13,1.253472
1983-07-14,1.253472
1983-07-15,1.253472
1983-07-18,1.253472
1983-07-19,1.253472
1983-07-20,1.253472
1983-07-21,1.253472
1983-07-22,1.253472
1983-07-25,1.253472
1983-07-26,1.253472
1983-07-27,1.229167
1983-07-28,1.229167
1983-07-29,1.277778
1983-08-01,1.277778
1983-08-02,1.194444
1983-08-03,1.25
1983-08-04,1.270833
1983-08-05,1.222222
1983-08-08,1.25
1983-08-09,1.25
1983-08-10,1.25
1983-08-11,1.25
1983-08-12,1.25
1983-08-15,1.25
1983-08-16,1.295139
1983-08-17,1.295139
1983-08-18,1.295139
1983-08-19,1.295139
1983-08-22,1.295139
1983-08-23,1.295139
1983-08-24,1.270833
1983-08-25,1.270833
1983-08-26,1.270833
1983-08-29,1.270833
1983-08-30,1.270833
1983-08-31,1.270833
1983-09-01,1.270833
1983-09-02,1.25
1983-09-06,1.291667
1983-09-07,1.291667
1983-09-08,1.291667
1983-09-09,1.291667
1983-09-12,1.298611
1983-09-13,1.298611
1983-09-14,1.298611
1983-09-15,1.298611
1983-09-16,1.305556
1983-09-19,1.305556
1983-09-20,1.333333
1983-09-21,1.347222
1983-09-22,1.354167
1983-09-23,1.354167
1983-09-26,1.354167
1983-09-27,1.354167
1983-09-28,1.354167
1983-09-29,1.347222
1983-09-30,1.347222
1983-10-03,1.375
1983-10-04,1.368056
1983-10-05,1.388889
1983-10-06,1.388889
1983-10-07,1.388889
1983-10-10,1.402778
1983-10-11,1.402778
1983-10-12,1.402778
1983-10-13,1.402778
1983-10-14,1.402778
1983-10-17,1.402778
1983-10-18,1.402778
1983-10-19,1.402778
1983-10-20,1.402778
1983-10-21,1.402778
1983-10-24,1.402778
1983-10-25,1.402778
1983-10-26,1.402778
1983-10-27,1.402778
1983-10-28,1.402778
1983-10-31,1.361111
1983-11-01,1.361111
1983-11-02,1.354167
1983-11-03,1.361111
1983-11-04,1.361111
1983-11-07,1.361111
1983-11-08,1.354167
1983-11-09,1.354167
1983-11-10,1.381944
1983-11-11,1.381944
1983-11-14,1.381944
1983-11-15,1.381944
1983-11-16,1.381944
1983-11-17,1.381944
1983-11-18,1.381944
1983-11-21,1.381944
1983-11-22,1.381944
1983-11-23,1.381944
1983-11-25,1.381944
1983-11-28,1.381944
1983-11-29,1.381944
1983-11-30,1.381944
1983-12-01,1.381944
1983-12-02,1.381944
1983-12-05,1.402778
1983-12-06,1.402778
1983-12-07,1.402778
1983-12-08,1.430556
1983-12-09,1.430556
1983-12-12,1.430556
1983-12-13,1.430556
1983-12-14,1.430556
1983-12-15,1.402778
1983-12-16,1.402778
1983-12-19,1.375
1983-12-20,1.409722
1983-12-21,1.409722
1983-12-22,1.388889
1983-12-23,1.388889
1983-12-27,1.416667
1983-12-28,1.444444
1983-12-29,1.444444
1983-12-30,1.444444
1984-01-03,1.444444
1984-01-04,1.444444
1984-01-05,1.479167
1984-01-06,1.479167
1984-01-09,1.479167
1984-01-10,1.479167
1984-01-11,1.479167
1984-01-12,1.479167
1984-01-13,1.479167
1984-01-16,1.5
1984-01-17,1.472222
1984-01-18,1.493056
1984-01-19,1.493056
1984-01-20,1.493056
1984-01-23,1.493056
1984-01-24,1.493056
1984-01-25,1.493056
1984-01-26,1.493056
1984-01-27,1.493056
1984-01-30,1.493056
1984-01-31,1.493056
1984-02-01,1.493056
1984-02-02,1.493056
1984-02-03,1.493056
1984-02-06,1.493056
1984-02-07,1.493056
1984-02-08,1.493056
1984-02-09,1.493056
1984-02-10,1.493056
1984-02-13,1.493056
1984-02-14,1.493056
1984-02-15,1.493056
1984-02-16,1.493056
1984-02-17,1.493056
1984-02-21,1.493056
1984-02-22,1.472222
1984-02-23,1.444444
1984-02-24,1.444444
1984-02-27,1.472222
1984-02-28,1.472222
1984-02-29,1.472222
1984-03-01,1.527778
1984-03-02,1.527778
1984-03-05,1.527778
1984-03-06,1.527778
1984-03-07,1.527778
1984-03-08,1.527778
1984-03-09,1.5
1984-03-12,1.5
1984-03-13,1.541667
1984-03-14,1.541667
1984-03-15,1.541667
1984-03-16,1.541667
1984-03-19,1.513889
1984-03-20,1.513889
1984-03-21,1.513889
1984-03-22,1.486111
1984-03-23,1.486111
1984-03-26,1.486111
1984-03-27,1.458333
1984-03-28,1.458333
1984-03-29,1.472222
1984-03-30,1.472222
1984-04-02,1.472222
1984-04-03,1.472222
1984-04-04,1.458333
1984-04-05,1.5
1984-04-06,1.486111
1984-04-09,1.486111
1984-04-10,1.472222
1984-04-11,1.472222
1984-04-12,1.472222
1984-04-13,1.472222
1984-04-16,1.472222
1984-04-17,1.472222
1984-04-18,1.472222
1984-04-19,1.472222
1984-04-23,1.472222
1984-04-24,1.472222
1984-04-25,1.472222
1984-04-26,1.472222
1984-04-27,1.472222
1984-04-30,1.472222
1984-05-01,1.472222
1984-05-02,1.472222
1984-05-03,1.472222
1984-05-04,1.472222
1984-05-07,1.472222
1984-05-08,1.472222
1984-05-09,1.402778
1984-05-10,1.402778
1984-05-11,1.402778
1984-05-14,1.402778
1984-05-15,1.402778
1984-05-16,1.402778
1984-05-17,1.402778
1984-05-18,1.402778
1984-05-21,1.375
1984-05-22,1.375
1984-05-23,1.375
1984-05-24,1.388889
1984-05-25,1.375
1984-05-29,1.375
1984-05-30,1.347222
1984-05-31,1.347222
1984-06-01,1.347222
1984-06-04,1.347222
1984-06-05,1.347222
1984-06-06,1.347222
1984-06-07,1.347222
1984-06-08,1.347222
1984-06-11,1.347222
1984-06-12,1.347222
1984-06-13,1.381944
1984-06-14,1.381944
1984-06-15,1.347222
1984-06-18,1.347222
1984-06-19,1.371528
1984-06-20,1.347222
1984-06-21,1.347222
1984-06-22,1.347222
1984-06-25,1.347222
1984-06-26,1.347222
1984-06-27,1.347222
1984-06-28,1.347222
1984-06-29,1.347222
1984-07-02,1.347222
1984-07-03,1.347222
1984-07-05,1.347222
1984-07-06,1.347222
1984-07-09,1.347222
1984-07-10,1.347222
1984-07-11,1.347222
1984-07-12,1.277778
1984-07-13,1.277778
1984-07-16,1.277778
1984-07-17,1.277778
1984-07-18,1.25
1984-07-19,1.25
1984-07-20,1.277778
1984-07-23,1.277778
1984-07-24,1.277778
1984-07-25,1.277778
1984-07-26,1.277778
1984-07-27,1.277778
1984-07-30,1.277778
1984-07-31,1.277778
1984-08-01,1.277778
1984-08-02,1.305556
1984-08-03,1.305556
1984-08-06,1.319444
1984-08-07,1.284722
1984-08-08,1.284722
1984-08-09,1.263889
1984-08-10,1.263889
1984-08-13,1.3125
1984-08-14,1.3125
1984-08-15,1.381944
1984-08-16,1.381944
1984-08-17,1.381944
1984-08-20,1.381944
1984-08-21,1.381944
1984-08-22,1.361111
1984-08-23,1.361111
1984-08-24,1.361111
1984-08-27,1.361111
1984-08-28,1.361111
1984-08-29,1.361111
1984-08-30,1.34375
1984-08-31,1.34375
1984-09-04,1.34375
1984-09-05,1.34375
1984-09-06,1.34375
1984-09-07,1.34375
1984-09-10,1.34375
1984-09-11,1.34375
1984-09-12,1.34375
1984-09-13,1.34375
1984-09-14,1.34375
1984-09-17,1.34375
1984-09-18,1.319444
1984-09-19,1.319444
1984-09-20,1.291667
1984-09-21,1.291667
1984-09-24,1.291667
1984-09-25,1.277778
1984-09-26,1.305556
1984-09-27,1.305556
1984-09-28,1.305556
1984-10-01,1.305556
1984-10-02,1.305556
1984-10-03,1.333333
1984-10-04,1.333333
1984-10-05,1.361111
1984-10-08,1.361111
1984-10-09,1.388889
1984-10-10,1.416667
1984-10-11,1.416667
1984-10-12,1.416667
1984-10-15,1.416667
1984-10-16,1.444444
1984-10-17,1.388889
1984-10-18,1.361111
1984-10-19,1.361111
1984-10-22,1.430556
1984-10-23,1.430556
1984-10-24,1.416667
1984-10-25,1.444444
1984-10-26,1.416667
1984-10-29,1.416667
1984-10-30,1.444444
1984-10-31,1.472222
1984-11-01,1.472222
1984-11-02,1.472222
1984-11-05,1.472222
1984-11-06,1.472222
