Date,RRC
1983-05-06,17.5
1983-05-09,17.5
1983-05-10,17.5
1983-05-11,17.5
1983-05-12,17.5
1983-05-13,17.5
1983-05-16,17.5
1983-05-17,17.5
1983-05-18,17.5
1983-05-19,17.5
1983-05-20,17.5
1983-05-23,17.5
1983-05-24,17.5
1983-05-25,18.75
1983-05-26,18.75
1983-05-27,18.75
1983-05-31,17.5
1983-06-01,17.5
1983-06-02,17.5
1983-06-03,17.5
1983-06-06,18.75
1983-06-07,18.75
1983-06-08,17.5
1983-06-09,17.5
1983-06-10,17.5
1983-06-13,17.5
1983-06-14,18.75
1983-06-15,18.75
1983-06-16,18.75
1983-06-17,18.75
1983-06-20,18.75
1983-06-21,18.75
1983-06-22,18.75
1983-06-23,18.75
1983-06-24,18.75
1983-06-27,17.5
1983-06-28,17.5
1983-06-29,17.5
1983-06-30,17.5
1983-07-01,18.75
1983-07-05,18.75
1983-07-06,18.75
1983-07-07,22.5
1983-07-08,21.25
1983-07-11,22.5
1983-07-12,21.25
1983-07-13,21.25
1983-07-14,21.25
1983-07-15,21.25
1983-07-18,21.25
1983-07-19,21.25
1983-07-20,21.25
1983-07-21,21.25
1983-07-22,20.0
1983-07-25,20.0
1983-07-26,20.0
1983-07-27,20.0
1983-07-28,20.0
1983-07-29,20.0
1983-08-01,20.0
1983-08-02,20.0
1983-08-03,20.0
1983-08-04,18.75
1983-08-05,18.75
1983-08-08,18.75
1983-08-09,18.75
1983-08-10,18.75
1983-08-11,18.75
1983-08-12,18.75
1983-08-15,18.75
1983-08-16,18.75
1983-08-17,18.75
1983-08-18,18.75
1983-08-19,18.75
1983-08-22,18.75
1983-08-23,18.75
1983-08-24,18.75
1983-08-25,18.75
1983-08-26,18.75
1983-08-29,18.75
1983-08-30,18.75
1983-08-31,18.75
1983-09-01,18.75
1983-09-02,18.75
1983-09-06,18.75
1983-09-07,18.75
1983-09-08,18.75
1983-09-09,18.75
1983-09-12,18.75
1983-09-13,18.75
1983-09-14,18.75
1983-09-15,18.75
1983-09-16,17.5
1983-09-19,17.5
1983-09-20,17.5
1983-09-21,16.25
1983-09-22,16.25
1983-09-23,16.25
1983-09-26,16.25
1983-09-27,16.25
1983-09-28,16.25
1983-09-29,16.25
1983-09-30,16.25
1983-10-03,16.25
1983-10-04,16.25
1983-10-05,16.25
1983-10-06,16.25
1983-10-07,16.25
1983-10-10,16.25
1983-10-11,16.25
1983-10-12,16.25
1983-10-13,16.25
1983-10-14,16.25
1983-10-17,16.25
1983-10-18,16.25
1983-10-19,16.25
1983-10-20,16.25
1983-10-21,16.25
1983-10-24,16.25
1983-10-25,16.25
1983-10-26,16.25
1983-10-27,16.25
1983-10-28,16.25
1983-10-31,16.25
1983-11-01,16.25
1983-11-02,16.25
1983-11-03,16.25
1983-11-04,16.25
1983-11-07,16.25
1983-11-08,16.25
1983-11-09,16.25
1983-11-10,16.25
1983-11-11,15.0
1983-11-14,13.75
1983-11-15,13.75
1983-11-16,13.75
1983-11-17,13.75
1983-11-18,13.75
1983-11-21,13.75
1983-11-22,13.75
1983-11-23,13.75
1983-11-25,13.75
1983-11-28,13.75
1983-11-29,13.75
1983-11-30,13.75
1983-12-01,13.75
1983-12-02,13.75
1983-12-05,13.75
1983-12-06,13.75
1983-12-07,13.75
1983-12-08,12.5
1983-12-09,12.5
1983-12-12,12.5
1983-12-13,12.5
1983-12-14,12.5
1983-12-15,12.5
1983-12-16,12.5
1983-12-19,12.5
1983-12-20,12.5
1983-12-21,12.5
1983-12-22,12.5
1983-12-23,12.5
1983-12-27,12.5
1983-12-28,12.5
1983-12-29,12.5
1983-12-30,12.5
1984-01-03,12.5
1984-01-04,13.75
1984-01-05,13.75
1984-01-06,13.75
1984-01-09,13.75
1984-01-10,13.75
1984-01-11,13.75
1984-01-12,13.75
1984-01-13,13.75
1984-01-16,13.75
1984-01-17,13.75
1984-01-18,13.75
1984-01-19,13.75
1984-01-20,13.75
1984-01-23,13.75
1984-01-24,13.75
1984-01-25,13.75
1984-01-26,13.75
1984-01-27,13.75
1984-01-30,13.75
1984-01-31,13.75
1984-02-01,13.75
1984-02-02,13.75
1984-02-03,13.75
1984-02-06,12.5
1984-02-07,12.5
1984-02-08,12.5
1984-02-09,11.25
1984-02-10,11.25
1984-02-13,11.25
1984-02-14,11.25
1984-02-15,11.25
1984-02-16,11.25
1984-02-17,11.25
1984-02-21,10.0
1984-02-22,10.0
1984-02-23,10.0
1984-02-24,10.0
1984-02-27,11.25
1984-02-28,12.5
1984-02-29,12.5
1984-03-01,12.5
1984-03-02,12.5
1984-03-05,12.5
1984-03-06,13.75
1984-03-07,13.75
1984-03-08,13.75
1984-03-09,12.5
1984-03-12,12.5
1984-03-13,12.5
1984-03-14,12.5
1984-03-15,12.5
1984-03-16,12.5
1984-03-19,12.5
1984-03-20,12.5
1984-03-21,12.5
1984-03-22,12.5
1984-03-23,12.5
1984-03-26,12.5
1984-03-27,12.5
1984-03-28,12.5
1984-03-29,12.5
1984-03-30,11.25
1984-04-02,11.25
1984-04-03,11.25
1984-04-04,10.0
1984-04-05,10.0
1984-04-06,10.0
1984-04-09,10.0
1984-04-10,10.0
1984-04-11,10.0
1984-04-12,10.0
1984-04-13,10.0
1984-04-16,10.0
1984-04-17,10.0
1984-04-18,10.0
1984-04-19,10.0
1984-04-23,10.0
1984-04-24,10.0
1984-04-25,10.0
1984-04-26,10.0
1984-04-27,10.0
1984-04-30,10.0
1984-05-01,10.0
1984-05-02,10.0
1984-05-03,10.0
1984-05-04,10.0
1984-05-07,10.0
1984-05-08,10.0
1984-05-09,9.375
1984-05-10,10.0
1984-05-11,10.0
1984-05-14,10.0
1984-05-15,10.0
1984-05-16,10.0
1984-05-17,10.0
1984-05-18,10.0
1984-05-21,10.0
1984-05-22,10.0
1984-05-23,10.0
1984-05-24,10.0
1984-05-25,10.0
1984-05-29,10.0
1984-05-30,10.0
1984-05-31,10.0
1984-06-01,10.0
1984-06-04,11.25
1984-06-05,11.25
1984-06-06,11.25
1984-06-07,11.25
1984-06-08,11.25
1984-06-11,11.25
1984-06-12,10.0
1984-06-13,10.0
1984-06-14,10.0
1984-06-15,10.0
1984-06-18,10.0
1984-06-19,10.0
1984-06-20,10.0
1984-06-21,10.0
1984-06-22,10.0
1984-06-25,10.0
1984-06-26,10.0
1984-06-27,10.0
1984-06-28,10.0
1984-06-29,10.0
1984-07-02,10.0
1984-07-03,10.0
1984-07-05,10.0
1984-07-06,10.0
1984-07-09,10.0
1984-07-10,10.0
1984-07-11,10.0
1984-07-12,10.0
1984-07-13,10.0
1984-07-16,10.0
1984-07-17,11.25
1984-07-18,10.0
1984-07-19,10.0
1984-07-20,10.0
1984-07-23,10.0
1984-07-24,10.0
1984-07-25,10.0
1984-07-26,10.0
1984-07-27,10.0
1984-07-30,10.0
1984-07-31,10.0
1984-08-01,10.0
1984-08-02,10.0
1984-08-03,10.0
1984-08-06,10.0
1984-08-07,10.0
1984-08-08,10.0
1984-08-09,10.0
1984-08-10,10.0
1984-08-13,10.0
1984-08-14,10.0
1984-08-15,10.0
1984-08-16,10.0
1984-08-17,10.0
1984-08-20,10.0
1984-08-21,10.0
1984-08-22,10.0
1984-08-23,10.0
1984-08-24,10.0
1984-08-27,10.0
1984-08-28,10.0
1984-08-29,10.0
1984-08-30,10.0
1984-08-31,10.0
1984-09-04,10.0
1984-09-05,10.0
1984-09-06,10.0
1984-09-07,10.0
1984-09-10,10.0
1984-09-11,10.0
1984-09-12,10.0
1984-09-13,10.0
1984-09-14,10.0
1984-09-17,10.0
1984-09-18,10.0
1984-09-19,10.0
1984-09-20,10.0
1984-09-21,10.0
1984-09-24,10.0
1984-09-25,10.0
1984-09-26,10.0
1984-09-27,10.0
1984-09-28,10.0
1984-10-01,10.0
1984-10-02,10.0
1984-10-03,9.375
1984-10-04,9.375
1984-10-05,9.375
1984-10-08,9.375
1984-10-09,9.375
1984-10-10,9.375
1984-10-11,9.375
1984-10-12,9.375
1984-10-15,9.375
1984-10-16,8.125
1984-10-17,8.125
1984-10-18,8.125
1984-10-19,8.125
1984-10-22,8.125
1984-10-23,8.125
1984-10-24,8.125
1984-10-25,8.125
1984-10-26,8.125
1984-10-29,8.125
1984-10-30,6.25
1984-10-31,6.875
1984-11-01,6.875
1984-11-02,6.25
1984-11-05,5.625
1984-11-06,6.25
1984-11-07,6.25
1984-11-08,7.5
1984-11-09,8.125
1984-11-12,8.75
1984-11-13,8.75
1984-11-14,8.75
1984-11-15,8.75
1984-11-16,8.75
1984-11-19,8.75
1984-11-20,8.75
1984-11-21,8.75
1984-11-23,8.75
1984-11-26,8.75
1984-11-27,8.75
1984-11-28,8.75
1984-11-29,7.5
1984-11-30,7.5
1984-12-03,7.5
1984-12-04,7.5
1984-12-05,7.5
1984-12-06,7.5
1984-12-07,7.5
1984-12-10,7.5
1984-12-11,7.5
1984-12-12,8.125
1984-12-13,8.125
1984-12-14,8.125
1984-12-17,8.125
1984-12-18,8.125
1984-12-19,8.125
1984-12-20,8.125
1984-12-21,8.125
1984-12-24,8.125
1984-12-26,8.125
1984-12-27,8.125
1984-12-28,8.125
1984-12-31,8.75
1985-01-02,8.125
1985-01-03,8.125
1985-01-04,8.125
1985-01-07,8.125
1985-01-08,7.5
1985-01-09,7.5
1985-01-10,7.5
1985-01-11,7.5
1985-01-14,7.5
1985-01-15,7.5
1985-01-16,7.5
1985-01-17,7.5
1985-01-18,7.5
1985-01-21,7.5
1985-01-22,7.5
1985-01-23,7.5
1985-01-24,7.5
1985-01-25,7.5
1985-01-28,7.5
1985-01-29,7.5
1985-01-30,7.5
1985-01-31,7.5
1985-02-01,7.5
1985-02-04,7.5
1985-02-05,7.5
1985-02-06,8.125
1985-02-07,8.125
1985-02-08,8.125
1985-02-11,8.125
1985-02-12,8.125
1985-02-13,8.125
1985-02-14,8.75
1985-02-15,8.75
1985-02-19,8.125
1985-02-20,8.75
1985-02-21,8.125
1985-02-22,8.125
1985-02-25,8.125
1985-02-26,8.125
1985-02-27,8.125
1985-02-28,8.125
1985-03-01,8.125
1985-03-04,8.125
1985-03-05,8.125
1985-03-06,8.125
1985-03-07,8.125
1985-03-08,8.125
1985-03-11,8.125
1985-03-12,6.875
1985-03-13,6.25
1985-03-14,6.25
1985-03-15,6.25
1985-03-18,6.25
1985-03-19,6.25
1985-03-20,6.25
1985-03-21,6.25
1985-03-22,6.875
1985-03-25,6.875
1985-03-26,6.875
1985-03-27,6.875
1985-03-28,6.875
1985-03-29,6.875
1985-04-01,6.875
1985-04-02,6.875
1985-04-03,6.875
1985-04-04,6.875
1985-04-08,6.875
1985-04-09,6.875
1985-04-10,6.875
1985-04-11,6.25
1985-04-12,6.25
1985-04-15,6.25
1985-04-16,6.25
1985-04-17,5.625
1985-04-18,5.625
1985-04-19,5.625
1985-04-22,5.625
1985-04-23,5.625
1985-04-24,5.625
1985-04-25,5.625
1985-04-26,5.625
1985-04-29,5.625
1985-04-30,5.625
1985-05-01,5.625
1985-05-02,5.625
1985-05-03,5.625
1985-05-06,5.625
1985-05-07,5.625
1985-05-08,5.625
1985-05-09,5.625
1985-05-10,5.625
1985-05-13,5.625
1985-05-14,5.625
1985-05-15,5.625
1985-05-16,5.625
1985-05-17,5.625
1985-05-20,5.625
1985-05-21,5.625
1985-05-22,5.625
1985-05-23,5.625
1985-05-24,5.625
1985-05-28,5.625
1985-05-29,5.625
1985-05-30,5.625
1985-05-31,6.25
1985-06-03,6.25
1985-06-04,6.25
1985-06-05,6.25
1985-06-06,6.25
1985-06-07,6.25
1985-06-10,6.25
1985-06-11,6.25
1985-06-12,6.25
1985-06-13,6.25
1985-06-14,6.25
1985-06-17,6.25
1985-06-18,6.25
1985-06-19,6.25
1985-06-20,6.25
1985-06-21,6.875
1985-06-24,6.875
1985-06-25,6.875
1985-06-26,6.875
1985-06-27,6.875
