Date,BYD
1994-07-21,13.5
1994-07-22,13.625
1994-07-25,13.75
1994-07-26,13.75
1994-07-27,13.1875
1994-07-28,13.375
1994-07-29,13.0
1994-08-01,12.875
1994-08-02,12.5
1994-08-03,12.875
1994-08-04,12.875
1994-08-05,12.5
1994-08-08,12.375
1994-08-09,12.0
1994-08-10,12.25
1994-08-11,12.75
1994-08-12,13.0
1994-08-15,13.25
1994-08-16,14.25
1994-08-17,14.5
1994-08-18,14.25
1994-08-19,14.25
1994-08-22,13.875
1994-08-23,13.875
1994-08-24,13.875
1994-08-25,13.875
1994-08-26,13.375
1994-08-29,12.625
1994-08-30,13.125
1994-08-31,12.625
1994-09-01,13.0
1994-09-02,13.0
1994-09-06,13.25
1994-09-07,13.125
1994-09-08,13.0
1994-09-09,13.125
1994-09-12,13.125
1994-09-13,12.875
1994-09-14,13.0
1994-09-15,12.875
1994-09-16,13.0
1994-09-19,12.875
1994-09-20,12.75
1994-09-21,12.75
1994-09-22,12.75
1994-09-23,12.75
1994-09-26,12.75
1994-09-27,13.0
1994-09-28,12.875
1994-09-29,12.875
1994-09-30,12.875
1994-10-03,12.625
1994-10-04,12.5
1994-10-05,12.625
1994-10-06,12.75
1994-10-07,12.875
1994-10-10,13.375
1994-10-11,13.375
1994-10-12,13.25
1994-10-13,13.125
1994-10-14,13.125
1994-10-17,13.25
1994-10-18,13.125
1994-10-19,13.25
1994-10-20,13.625
1994-10-21,14.125
1994-10-24,14.0
1994-10-25,14.625
1994-10-26,14.0
1994-10-27,14.125
1994-10-28,14.25
1994-10-31,14.0
1994-11-01,14.125
1994-11-02,14.0
1994-11-03,14.0
1994-11-04,14.375
1994-11-07,14.25
1994-11-08,14.25
1994-11-09,14.0
1994-11-10,14.375
1994-11-11,14.125
1994-11-14,13.875
1994-11-15,13.625
1994-11-16,13.25
1994-11-17,12.875
1994-11-18,12.875
1994-11-21,12.625
1994-11-22,12.5
1994-11-23,11.75
1994-11-25,11.875
1994-11-28,12.125
1994-11-29,12.0
1994-11-30,11.625
1994-12-01,11.375
1994-12-02,11.5
1994-12-05,11.625
1994-12-06,11.375
1994-12-07,11.375
1994-12-08,11.125
1994-12-09,11.25
1994-12-12,11.25
1994-12-13,10.75
1994-12-14,10.75
1994-12-15,10.625
1994-12-16,10.875
1994-12-19,10.875
1994-12-20,11.125
1994-12-21,10.875
1994-12-22,10.875
1994-12-23,10.75
1994-12-27,10.875
1994-12-28,10.875
1994-12-29,11.0
1994-12-30,10.75
1995-01-03,10.875
1995-01-04,11.0
1995-01-05,11.125
1995-01-06,11.25
1995-01-09,11.375
1995-01-10,11.5
1995-01-11,11.5
1995-01-12,11.375
1995-01-13,11.375
1995-01-16,11.375
1995-01-17,11.375
1995-01-18,11.375
1995-01-19,11.25
1995-01-20,11.375
1995-01-23,10.875
1995-01-24,11.125
1995-01-25,10.625
1995-01-26,11.0
1995-01-27,11.875
1995-01-30,12.0
1995-01-31,11.75
1995-02-01,11.875
1995-02-02,12.0
1995-02-03,12.125
1995-02-06,12.125
1995-02-07,12.875
1995-02-08,13.75
1995-02-09,14.0
1995-02-10,13.375
1995-02-13,13.625
1995-02-14,13.0
1995-02-15,12.875
1995-02-16,13.0
1995-02-17,13.125
1995-02-21,13.5
1995-02-22,13.5
1995-02-23,13.75
1995-02-24,13.75
1995-02-27,13.625
1995-02-28,14.125
1995-03-01,14.0
1995-03-02,13.875
1995-03-03,13.875
1995-03-06,13.875
1995-03-07,13.75
1995-03-08,13.625
1995-03-09,13.625
1995-03-10,13.5
1995-03-13,13.5
1995-03-14,13.375
1995-03-15,13.25
1995-03-16,13.125
1995-03-17,13.125
1995-03-20,13.25
1995-03-21,13.375
1995-03-22,13.0
1995-03-23,12.75
1995-03-24,12.625
1995-03-27,13.0
1995-03-28,13.125
1995-03-29,13.0
1995-03-30,13.25
1995-03-31,13.125
1995-04-03,13.75
1995-04-04,13.5
1995-04-05,13.5
1995-04-06,13.625
1995-04-07,13.5
1995-04-10,13.625
1995-04-11,13.625
1995-04-12,13.5
1995-04-13,13.5
1995-04-17,13.5
1995-04-18,13.5
1995-04-19,13.5
1995-04-20,13.5
1995-04-21,13.625
1995-04-24,13.625
1995-04-25,13.5
1995-04-26,13.625
1995-04-27,13.5
1995-04-28,13.625
1995-05-01,13.5
1995-05-02,13.625
1995-05-03,13.875
1995-05-04,13.75
1995-05-05,13.75
1995-05-08,13.625
1995-05-09,13.875
1995-05-10,13.875
1995-05-11,13.75
1995-05-12,13.625
1995-05-15,14.125
1995-05-16,14.25
1995-05-17,14.25
1995-05-18,13.75
1995-05-19,14.0
1995-05-22,14.25
1995-05-23,14.5
1995-05-24,14.25
1995-05-25,14.25
1995-05-26,14.25
1995-05-30,14.375
1995-05-31,14.5
1995-06-01,14.125
1995-06-02,14.5
1995-06-05,15.25
1995-06-06,15.0
1995-06-07,14.875
1995-06-08,15.0
1995-06-09,14.875
1995-06-12,14.75
1995-06-13,14.875
1995-06-14,14.75
1995-06-15,15.0
1995-06-16,15.0
1995-06-19,15.0
1995-06-20,14.75
1995-06-21,15.125
1995-06-22,15.375
1995-06-23,15.75
1995-06-26,16.625
1995-06-27,17.0
1995-06-28,17.75
1995-06-29,18.625
1995-06-30,17.0
1995-07-03,14.5
1995-07-05,15.375
1995-07-06,15.5
1995-07-07,15.875
1995-07-10,15.75
1995-07-11,15.375
1995-07-12,15.5
1995-07-13,15.375
1995-07-14,15.25
1995-07-17,14.5
1995-07-18,14.0
1995-07-19,14.25
1995-07-20,14.375
1995-07-21,13.75
1995-07-24,14.0
1995-07-25,14.0
1995-07-26,14.375
1995-07-27,14.75
1995-07-28,14.875
1995-07-31,15.125
1995-08-01,15.0
1995-08-02,14.75
1995-08-03,14.5
1995-08-04,14.5
1995-08-07,15.125
1995-08-08,14.875
1995-08-09,15.25
1995-08-10,15.125
1995-08-11,14.75
1995-08-14,14.875
1995-08-15,14.625
1995-08-16,14.875
1995-08-17,14.375
1995-08-18,14.375
1995-08-21,14.5
1995-08-22,14.625
1995-08-23,15.0
1995-08-24,14.625
1995-08-25,14.875
1995-08-28,15.0
1995-08-29,14.625
1995-08-30,14.25
1995-08-31,14.5
1995-09-01,14.875
1995-09-05,15.125
1995-09-06,15.0
1995-09-07,14.625
1995-09-08,15.375
1995-09-11,15.75
1995-09-12,16.125
1995-09-13,16.25
1995-09-14,16.0
1995-09-15,15.25
1995-09-18,15.25
1995-09-19,15.5
1995-09-20,15.25
1995-09-21,15.25
1995-09-22,14.875
1995-09-25,15.0
1995-09-26,14.625
1995-09-27,14.375
1995-09-28,14.625
1995-09-29,14.875
1995-10-02,14.75
1995-10-03,15.0
1995-10-04,14.75
1995-10-05,14.875
1995-10-06,14.75
1995-10-09,14.75
1995-10-10,14.875
1995-10-11,14.75
1995-10-12,14.75
1995-10-13,14.75
1995-10-16,14.75
1995-10-17,14.625
1995-10-18,14.625
1995-10-19,14.625
1995-10-20,14.75
1995-10-23,14.625
1995-10-24,14.5
1995-10-25,14.25
1995-10-26,13.75
1995-10-27,13.375
1995-10-30,13.375
1995-10-31,13.5
1995-11-01,14.125
1995-11-02,13.875
1995-11-03,14.0
1995-11-06,14.25
1995-11-07,14.375
1995-11-08,14.25
1995-11-09,14.375
1995-11-10,14.25
1995-11-13,14.125
1995-11-14,14.125
1995-11-15,14.0
1995-11-16,13.875
1995-11-17,14.0
1995-11-20,13.125
1995-11-21,13.0
1995-11-22,13.125
1995-11-24,13.125
1995-11-27,12.875
1995-11-28,12.625
1995-11-29,11.875
1995-11-30,12.0
1995-12-01,11.625
1995-12-04,11.5
1995-12-05,11.5
1995-12-06,10.625
1995-12-07,10.375
1995-12-08,10.75
1995-12-11,10.75
1995-12-12,10.875
1995-12-13,11.0
1995-12-14,10.875
1995-12-15,10.875
1995-12-18,10.75
1995-12-19,10.75
1995-12-20,11.75
1995-12-21,11.5
1995-12-22,11.125
1995-12-26,10.875
1995-12-27,11.125
1995-12-28,11.0
1995-12-29,11.625
1996-01-02,12.0
1996-01-03,12.125
1996-01-04,12.75
1996-01-05,12.375
1996-01-08,12.5
1996-01-09,12.0
1996-01-10,11.5
1996-01-11,11.625
1996-01-12,11.75
1996-01-15,11.5
1996-01-16,11.375
1996-01-17,11.5
1996-01-18,11.375
1996-01-19,11.25
1996-01-22,11.125
1996-01-23,11.0
1996-01-24,11.125
1996-01-25,11.0
1996-01-26,11.125
1996-01-29,11.125
1996-01-30,11.0
1996-01-31,11.0
1996-02-01,11.125
1996-02-02,11.5
1996-02-05,11.5
1996-02-06,11.375
1996-02-07,11.5
1996-02-08,11.375
1996-02-09,11.625
1996-02-12,11.625
1996-02-13,11.25
1996-02-14,11.25
1996-02-15,11.375
1996-02-16,11.625
1996-02-20,11.5
1996-02-21,11.5
1996-02-22,11.375
1996-02-23,11.5
1996-02-26,11.375
1996-02-27,11.625
1996-02-28,11.375
1996-02-29,11.25
1996-03-01,11.375
1996-03-04,11.5
1996-03-05,11.5
1996-03-06,11.375
1996-03-07,11.5
1996-03-08,11.25
1996-03-11,11.375
1996-03-12,11.25
1996-03-13,11.0
1996-03-14,10.875
1996-03-15,11.25
1996-03-18,11.125
1996-03-19,11.25
1996-03-20,11.375
1996-03-21,11.375
1996-03-22,11.375
1996-03-25,11.125
1996-03-26,11.125
1996-03-27,11.375
1996-03-28,11.25
1996-03-29,11.125
1996-04-01,11.25
1996-04-02,11.125
1996-04-03,11.375
1996-04-04,11.625
1996-04-08,11.375
1996-04-09,11.75
1996-04-10,12.0
1996-04-11,12.125
1996-04-12,12.125
1996-04-15,12.375
1996-04-16,12.375
1996-04-17,12.875
1996-04-18,12.75
1996-04-19,12.75
1996-04-22,13.0
1996-04-23,12.5
1996-04-24,12.875
1996-04-25,13.25
1996-04-26,13.5
1996-04-29,14.0
1996-04-30,14.0
1996-05-01,14.0
1996-05-02,13.75
1996-05-03,13.75
1996-05-06,13.625
1996-05-07,13.75
1996-05-08,13.875
1996-05-09,13.875
1996-05-10,13.625
1996-05-13,13.75
1996-05-14,13.875
1996-05-15,13.75
1996-05-16,13.75
1996-05-17,14.375
1996-05-20,14.25
1996-05-21,14.0
1996-05-22,14.25
1996-05-23,14.25
1996-05-24,15.375
1996-05-28,15.875
1996-05-29,15.375
1996-05-30,16.0
1996-05-31,16.75
1996-06-03,16.625
1996-06-04,16.875
1996-06-05,16.75
1996-06-06,16.75
1996-06-07,16.75
1996-06-10,15.875
1996-06-11,16.0
1996-06-12,16.375
1996-06-13,16.625
1996-06-14,17.0
1996-06-17,17.25
1996-06-18,16.875
1996-06-19,16.75
1996-06-20,16.25
1996-06-21,15.625
1996-06-24,15.0
1996-06-25,14.75
1996-06-26,14.25
1996-06-27,14.25
1996-06-28,15.0
1996-07-01,14.875
1996-07-02,15.25
1996-07-03,12.75
1996-07-05,13.125
1996-07-08,13.375
1996-07-09,13.25
1996-07-10,13.125
1996-07-11,13.0
1996-07-12,13.0
1996-07-15,12.875
1996-07-16,12.75
1996-07-17,13.125
1996-07-18,12.75
1996-07-19,12.5
1996-07-22,12.0
1996-07-23,12.125
1996-07-24,11.75
1996-07-25,12.125
1996-07-26,12.625
1996-07-29,12.25
1996-07-30,12.25
1996-07-31,12.375
1996-08-01,12.25
1996-08-02,12.0
1996-08-05,12.0
1996-08-06,11.5
1996-08-07,11.25
1996-08-08,11.25
1996-08-09,11.375
1996-08-12,11.625
1996-08-13,11.5
1996-08-14,11.5
1996-08-15,11.625
1996-08-16,11.75
1996-08-19,11.625
1996-08-20,11.75
1996-08-21,11.625
1996-08-22,11.5
1996-08-23,11.5
1996-08-26,11.375
1996-08-27,11.625
1996-08-28,11.5
1996-08-29,11.5
1996-08-30,11.625
1996-09-03,11.625
1996-09-04,11.5
1996-09-05,11.375
1996-09-06,11.375
1996-09-09,11.25
1996-09-10,10.875
1996-09-11,10.5
1996-09-12,10.5
1996-09-13,10.375
1996-09-16,10.75
1996-09-17,10.625
1996-09-18,10.75
1996-09-19,10.5
1996-09-20,10.5
1996-09-23,10.5
1996-09-24,10.375
1996-09-25,10.125
1996-09-26,10.0
1996-09-27,9.875
1996-09-30,9.375
1996-10-01,9.125
1996-10-02,9.0
1996-10-03,8.875
1996-10-04,8.875
1996-10-07,8.75
1996-10-08,8.5
1996-10-09,8.25
1996-10-10,8.125
1996-10-11,8.0
1996-10-14,8.0
1996-10-15,7.875
1996-10-16,7.625
1996-10-17,7.375
1996-10-18,7.5
1996-10-21,7.75
1996-10-22,7.75
1996-10-23,7.5
1996-10-24,7.625
1996-10-25,7.5
1996-10-28,7.375
1996-10-29,7.25
1996-10-30,7.25
1996-10-31,7.25
1996-11-01,7.375
1996-11-04,7.5
1996-11-05,7.625
1996-11-06,8.0
1996-11-07,8.25
1996-11-08,8.125
1996-11-11,8.125
1996-11-12,8.125
1996-11-13,7.875
1996-11-14,7.75
1996-11-15,7.875
1996-11-18,7.75
1996-11-19,7.625
1996-11-20,7.5
1996-11-21,7.75
1996-11-22,8.0
1996-11-25,7.875
1996-11-26,7.875
1996-11-27,8.0
1996-11-29,8.0
1996-12-02,8.0
1996-12-03,8.25
1996-12-04,8.25
1996-12-05,8.25
1996-12-06,8.0
1996-12-09,8.0
1996-12-10,8.375
1996-12-11,8.375
1996-12-12,8.5
1996-12-13,8.625
1996-12-16,8.625
1996-12-17,8.375
1996-12-18,8.375
1996-12-19,8.375
1996-12-20,8.375
1996-12-23,8.5
1996-12-24,8.375
1996-12-26,8.375
1996-12-27,8.5
1996-12-30,8.375
1996-12-31,8.25
1997-01-02,8.625
1997-01-03,8.625
1997-01-06,8.125
1997-01-07,8.0
1997-01-08,8.0
1997-01-09,8.0
1997-01-10,7.875
1997-01-13,7.875
1997-01-14,7.75
1997-01-15,7.625
1997-01-16,7.5
1997-01-17,7.375
1997-01-20,7.5
1997-01-21,7.375
1997-01-22,7.25
1997-01-23,7.125
1997-01-24,7.0
1997-01-27,6.875
1997-01-28,6.625
1997-01-29,6.375
1997-01-30,6.25
1997-01-31,6.25
1997-02-03,6.125
1997-02-04,6.125
1997-02-05,5.875
1997-02-06,5.875
1997-02-07,5.625
1997-02-10,5.75
1997-02-11,5.75
1997-02-12,5.625
1997-02-13,5.625
1997-02-14,5.75
1997-02-18,5.75
1997-02-19,5.75
1997-02-20,5.75
1997-02-21,5.625
1997-02-24,5.75
1997-02-25,5.625
1997-02-26,5.625
1997-02-27,5.625
1997-02-28,5.75
1997-03-03,5.75
1997-03-04,5.75
1997-03-05,5.75
1997-03-06,5.5
1997-03-07,5.5
1997-03-10,5.625
1997-03-11,6.0
1997-03-12,6.0
1997-03-13,5.875
1997-03-14,5.75
1997-03-17,5.75
1997-03-18,5.75
1997-03-19,5.75
1997-03-20,5.625
1997-03-21,5.625
1997-03-24,5.625
1997-03-25,5.625
1997-03-26,5.625
1997-03-27,5.5
1997-03-31,5.625
1997-04-01,5.5
1997-04-02,5.625
1997-04-03,5.5
1997-04-04,5.625
1997-04-07,5.5
1997-04-08,5.75
1997-04-09,5.75
1997-04-10,6.0
1997-04-11,6.0
1997-04-14,6.0
1997-04-15,6.0
1997-04-16,6.0
1997-04-17,5.875
1997-04-18,5.875
1997-04-21,5.75
1997-04-22,5.875
1997-04-23,5.875
1997-04-24,6.0
1997-04-25,5.875
1997-04-28,5.875
1997-04-29,5.875
1997-04-30,5.75
1997-05-01,5.875
1997-05-02,5.875
1997-05-05,6.125
1997-05-06,6.0
1997-05-07,6.0
1997-05-08,6.0
1997-05-09,6.0
1997-05-12,6.0
1997-05-13,6.0
1997-05-14,6.0
1997-05-15,5.75
1997-05-16,5.75
1997-05-19,5.75
1997-05-20,5.75
1997-05-21,5.625
1997-05-22,5.75
1997-05-23,5.75
1997-05-27,5.75
1997-05-28,5.75
1997-05-29,5.75
1997-05-30,5.875
1997-06-02,5.75
1997-06-03,5.875
1997-06-04,5.875
1997-06-05,5.75
1997-06-06,5.625
1997-06-09,5.75
1997-06-10,5.625
1997-06-11,5.75
1997-06-12,5.75
1997-06-13,5.75
1997-06-16,5.75
1997-06-17,5.625
1997-06-18,5.625
1997-06-19,5.75
1997-06-20,5.625
1997-06-23,5.75
1997-06-24,5.6875
1997-06-25,5.625
1997-06-26,5.75
1997-06-27,5.75
1997-06-30,5.75
1997-07-01,5.75
1997-07-02,5.75
1997-07-03,5.6875
1997-07-07,5.625
1997-07-08,5.625
1997-07-09,5.625
1997-07-10,5.5
1997-07-11,5.375
1997-07-14,5.5
1997-07-15,5.375
1997-07-16,5.5
1997-07-17,5.5
1997-07-18,5.375
1997-07-21,5.4375
1997-07-22,5.3125
1997-07-23,5.3125
1997-07-24,5.375
1997-07-25,5.4375
1997-07-28,5.3125
1997-07-29,5.125
1997-07-30,5.125
1997-07-31,5.1875
1997-08-01,5.25
1997-08-04,5.1875
1997-08-05,5.0625
1997-08-06,5.4375
1997-08-07,5.625
1997-08-08,5.5
1997-08-11,5.5
1997-08-12,5.5
1997-08-13,5.5
1997-08-14,5.6875
1997-08-15,5.9375
1997-08-18,5.9375
1997-08-19,5.9375
1997-08-20,6.0625
1997-08-21,7.25
1997-08-22,8.6875
1997-08-25,8.625
1997-08-26,8.1875
1997-08-27,8.25
1997-08-28,8.125
1997-08-29,8.125
1997-09-02,8.4375
1997-09-03,9.0
1997-09-04,8.5
1997-09-05,8.6875
1997-09-08,8.8125
1997-09-09,8.75
1997-09-10,8.5
1997-09-11,8.5
1997-09-12,8.4375
1997-09-15,8.75
1997-09-16,8.8125
1997-09-17,8.6875
1997-09-18,8.6875
1997-09-19,8.5625
1997-09-22,8.625
1997-09-23,8.5625
1997-09-24,8.5
1997-09-25,8.5
1997-09-26,8.5
1997-09-29,8.4375
1997-09-30,8.625
1997-10-01,8.375
1997-10-02,8.5625
1997-10-03,8.5
1997-10-06,8.5625
1997-10-07,8.5625
1997-10-08,8.5625
1997-10-09,8.5
1997-10-10,8.625
1997-10-13,8.625
1997-10-14,8.5625
1997-10-15,8.8125
1997-10-16,8.75
1997-10-17,8.6875
1997-10-20,8.875
1997-10-21,8.875
1997-10-22,9.0
1997-10-23,8.9375
1997-10-24,8.8125
1997-10-27,8.0
1997-10-28,8.125
1997-10-29,8.4375
1997-10-30,8.25
1997-10-31,8.25
1997-11-03,8.125
1997-11-04,8.125
1997-11-05,7.6875
1997-11-06,7.5625
1997-11-07,7.5625
1997-11-10,7.5
1997-11-11,7.375
1997-11-12,8.0
1997-11-13,7.875
1997-11-14,7.9375
1997-11-17,7.75
1997-11-18,7.5625
1997-11-19,7.5625
1997-11-20,7.4375
1997-11-21,7.375
1997-11-24,7.25
1997-11-25,6.9375
1997-11-26,7.125
1997-11-28,7.25
1997-12-01,7.25
1997-12-02,7.25
1997-12-03,7.25
1997-12-04,7.75
1997-12-05,7.75
1997-12-08,7.75
1997-12-09,7.4375
1997-12-10,7.375
1997-12-11,7.125
1997-12-12,6.8125
1997-12-15,6.75
1997-12-16,6.9375
1997-12-17,6.8125
1997-12-18,6.875
1997-12-19,7.125
1997-12-22,6.875
1997-12-23,6.9375
1997-12-24,6.9375
1997-12-26,6.9375
1997-12-29,6.8125
1997-12-30,7.0625
1997-12-31,6.625
1998-01-02,6.875
1998-01-05,7.1875
1998-01-06,6.6875
1998-01-07,6.5625
1998-01-08,6.5
1998-01-09,5.875
1998-01-12,5.5
1998-01-13,6.1875
1998-01-14,6.375
1998-01-15,6.9375
1998-01-16,7.75
1998-01-20,7.625
1998-01-21,7.6875
1998-01-22,7.5
1998-01-23,7.375
1998-01-26,7.0625
1998-01-27,7.375
1998-01-28,7.375
1998-01-29,7.25
1998-01-30,7.125
1998-02-02,7.25
1998-02-03,7.25
1998-02-04,7.4375
1998-02-05,7.375
1998-02-06,7.875
1998-02-09,8.0625
1998-02-10,8.1875
1998-02-11,7.8125
1998-02-12,7.75
1998-02-13,7.75
1998-02-17,7.4375
1998-02-18,7.875
1998-02-19,7.5
1998-02-20,7.375
1998-02-23,7.25
1998-02-24,7.375
1998-02-25,7.625
1998-02-26,7.875
1998-02-27,7.9375
1998-03-02,7.9375
1998-03-03,7.6875
1998-03-04,7.75
1998-03-05,7.625
1998-03-06,7.75
1998-03-09,7.625
1998-03-10,7.9375
1998-03-11,8.0
1998-03-12,7.625
1998-03-13,7.75
1998-03-16,7.5
1998-03-17,7.625
1998-03-18,7.5
1998-03-19,7.375
1998-03-20,7.375
1998-03-23,7.1875
1998-03-24,7.0625
1998-03-25,7.0625
1998-03-26,7.3125
1998-03-27,7.1875
1998-03-30,6.875
1998-03-31,7.1875
1998-04-01,6.8125
1998-04-02,7.1875
1998-04-03,7.25
1998-04-06,6.6875
1998-04-07,6.9375
1998-04-08,6.9375
1998-04-09,6.875
1998-04-13,6.75
1998-04-14,6.8125
1998-04-15,6.75
1998-04-16,6.9375
1998-04-17,6.9375
1998-04-20,6.9375
1998-04-21,6.9375
1998-04-22,7.0625
1998-04-23,6.8125
1998-04-24,6.875
1998-04-27,6.75
1998-04-28,6.625
1998-04-29,6.8125
1998-04-30,7.0
1998-05-01,7.0
1998-05-04,7.125
1998-05-05,7.0
1998-05-06,6.9375
1998-05-07,6.875
1998-05-08,6.9375
1998-05-11,7.0
1998-05-12,7.0
1998-05-13,6.875
1998-05-14,7.125
1998-05-15,7.1875
1998-05-18,7.0
1998-05-19,6.9375
1998-05-20,6.9375
1998-05-21,6.875
1998-05-22,6.8125
1998-05-26,6.6875
1998-05-27,6.5625
1998-05-28,6.625
1998-05-29,6.6875
1998-06-01,6.5625
1998-06-02,6.5
1998-06-03,6.3125
1998-06-04,6.25
1998-06-05,6.3125
1998-06-08,6.375
1998-06-09,6.25
1998-06-10,5.9375
1998-06-11,5.6875
1998-06-12,5.9375
1998-06-15,6.0
1998-06-16,6.0
1998-06-17,6.1875
1998-06-18,6.0
1998-06-19,5.9375
1998-06-22,5.875
1998-06-23,6.0625
1998-06-24,6.0
1998-06-25,5.9375
1998-06-26,5.875
1998-06-29,5.9375
1998-06-30,5.75
1998-07-01,6.0625
1998-07-02,6.0625
1998-07-06,6.125
1998-07-07,6.1875
1998-07-08,6.0
1998-07-09,6.3125
1998-07-10,5.8125
1998-07-13,5.625
1998-07-14,5.8125
1998-07-15,5.8125
1998-07-16,5.625
1998-07-17,5.9375
1998-07-20,6.5
1998-07-21,6.1875
1998-07-22,5.9375
1998-07-23,5.875
1998-07-24,5.625
1998-07-27,5.5
1998-07-28,5.625
1998-07-29,5.6875
1998-07-30,5.75
1998-07-31,5.5625
1998-08-03,5.75
1998-08-04,5.4375
1998-08-05,5.4375
1998-08-06,5.375
1998-08-07,5.375
1998-08-10,5.375
1998-08-11,5.125
1998-08-12,5.3125
1998-08-13,5.125
1998-08-14,5.3125
1998-08-17,5.1875
1998-08-18,5.0
1998-08-19,4.625
1998-08-20,4.6875
1998-08-21,4.5625
1998-08-24,4.0625
1998-08-25,4.3125
1998-08-26,4.0625
1998-08-27,3.625
1998-08-28,3.875
1998-08-31,4.0
1998-09-01,4.25
1998-09-02,4.25
1998-09-03,4.0625
1998-09-04,4.25
1998-09-08,4.375
1998-09-09,4.3125
1998-09-10,4.125
1998-09-11,4.0
1998-09-14,4.0625
1998-09-15,4.3125
1998-09-16,4.5
1998-09-17,4.5625
1998-09-18,4.8125
1998-09-21,4.5625
1998-09-22,4.5625
1998-09-23,4.375
1998-09-24,4.0
1998-09-25,3.875
1998-09-28,3.875
1998-09-29,3.875
1998-09-30,3.625
1998-10-01,3.6875
1998-10-02,3.375
1998-10-05,2.9375
1998-10-06,2.875
1998-10-07,2.8125
