Date,AMV
2007-08-27,415.0
2007-08-28,415.0
2007-08-29,410.0
2007-08-30,402.5
2007-08-31,480.0
2007-09-04,449.0
2007-09-05,445.0
2007-09-06,438.0
2007-09-07,415.0
2007-09-10,448.0
2007-09-11,473.0
2007-09-12,448.0
2007-09-13,460.0
2007-09-14,448.0
2007-09-17,470.0
2007-09-18,455.0
2007-09-19,465.0
2007-09-20,443.0
2007-09-21,473.0
2007-09-24,480.0
2007-09-25,448.0
2007-09-26,473.0
2007-09-27,473.0
2007-09-28,443.0
2007-10-01,453.0
2007-10-02,422.0
2007-10-03,399.0
2007-10-04,386.0
2007-10-05,365.0
2007-10-08,347.0
2007-10-09,323.0
2007-10-10,311.0
2007-10-11,300.0
2007-10-12,300.0
2007-10-15,290.0
2007-10-16,288.0
2007-10-17,291.0
2007-10-18,285.0
2007-10-19,270.0
2007-10-22,268.0
2007-10-23,320.0
2007-10-24,300.0
2007-10-25,303.0
2007-10-26,308.0
2007-10-29,306.0
2007-10-30,305.0
2007-10-31,325.0
2007-11-01,320.0
2007-11-02,313.0
2007-11-05,303.0
2007-11-06,308.0
2007-11-07,308.0
2007-11-08,305.0
2007-11-09,295.0
2007-11-12,315.0
2007-11-13,283.0
2007-11-14,287.0
2007-11-15,287.0
2007-11-16,285.0
2007-11-19,285.0
2007-11-20,285.0
2007-11-21,283.0
2007-11-23,288.0
2007-11-26,278.0
2007-11-27,268.0
2007-11-28,275.0
2007-11-29,275.0
2007-11-30,300.0
2007-12-03,275.0
2007-12-04,278.0
2007-12-05,275.0
2007-12-06,275.0
2007-12-07,290.0
2007-12-10,290.0
2007-12-11,295.0
2007-12-12,296.0
2007-12-13,289.0
2007-12-14,295.0
2007-12-17,300.0
2007-12-18,288.0
2007-12-19,288.0
2007-12-20,290.0
2007-12-21,283.0
2007-12-24,280.0
2007-12-26,280.0
2007-12-27,285.0
2007-12-28,287.0
2007-12-31,270.0
2008-01-02,280.0
2008-01-03,283.0
2008-01-04,271.0
2008-01-07,288.0
2008-01-08,275.0
2008-01-09,290.0
2008-01-10,280.0
2008-01-11,270.0
2008-01-14,275.0
2008-01-15,280.0
2008-01-16,278.0
2008-01-17,273.0
2008-01-18,280.0
2008-01-22,265.0
2008-01-23,260.0
2008-01-24,265.0
2008-01-25,265.0
2008-01-28,265.0
2008-01-29,265.0
2008-01-30,263.0
2008-01-31,255.0
2008-02-01,275.0
2008-02-04,273.0
2008-02-05,270.0
2008-02-06,273.0
2008-02-07,273.0
2008-02-08,273.0
2008-02-11,270.0
2008-02-12,263.0
2008-02-13,263.0
2008-02-14,255.0
2008-02-15,253.0
2008-02-19,250.0
2008-02-20,250.0
2008-02-21,250.0
2008-02-22,250.0
2008-02-25,267.0
2008-02-26,255.0
2008-02-27,253.0
2008-02-28,253.0
2008-02-29,253.0
2008-03-03,253.0
2008-03-04,253.0
2008-03-05,248.0
2008-03-06,253.0
2008-03-07,243.0
2008-03-10,248.0
2008-03-11,198.0
2008-03-12,195.0
2008-03-13,195.0
2008-03-14,195.0
2008-03-17,188.0
2008-03-18,193.0
2008-03-19,188.0
2008-03-20,185.0
2008-03-24,185.0
2008-03-25,184.0
2008-03-26,183.0
2008-03-27,183.0
2008-03-28,174.0
2008-03-31,183.0
2008-04-01,173.0
2008-04-02,169.0
2008-04-03,163.0
2008-04-04,173.0
2008-04-07,173.0
2008-04-08,172.0
2008-04-09,182.0
2008-04-10,225.0
2008-04-11,213.0
2008-04-14,210.0
2008-04-15,200.0
2008-04-16,200.0
2008-04-17,188.0
2008-04-18,189.0
2008-04-21,189.0
2008-04-22,195.0
2008-04-23,180.0
2008-04-24,180.0
2008-04-25,180.0
2008-04-28,178.0
2008-04-29,171.0
2008-04-30,190.0
2008-05-01,185.0
2008-05-02,188.0
2008-05-05,188.0
2008-05-06,163.0
2008-05-07,170.0
2008-05-08,170.0
2008-05-09,180.0
2008-05-12,185.0
2008-05-13,174.0
2008-05-14,185.0
2008-05-15,176.0
2008-05-16,188.0
2008-05-19,171.0
2008-05-20,176.0
2008-05-21,160.0
2008-05-22,171.0
2008-05-23,176.0
2008-05-27,163.0
2008-05-28,170.0
2008-05-29,165.0
2008-05-30,180.0
2008-06-02,167.0
2008-06-03,170.0
2008-06-04,185.0
2008-06-05,195.0
2008-06-06,206.0
2008-06-09,195.0
2008-06-10,195.0
2008-06-11,188.0
2008-06-12,188.0
2008-06-13,185.0
2008-06-16,188.0
2008-06-17,170.0
2008-06-18,
2008-06-19,
2008-06-20,
2008-06-23,
2008-06-24,
2008-06-25,
2008-06-26,
2008-06-27,
2008-06-30,200.0
2008-07-01,200.0
2008-07-02,200.0
2008-07-03,
2008-07-07,200.0
2008-07-08,200.0
2008-07-09,200.0
2008-07-10,200.0
2008-07-11,200.0
2008-07-14,200.0
2008-07-15,200.0
2008-07-16,200.0
2008-07-17,200.0
2008-07-18,200.0
2008-07-21,200.0
2008-07-22,200.0
2008-07-23,200.0
2008-07-24,200.0
2008-07-25,200.0
2008-07-28,200.0
2008-07-29,200.0
2008-07-30,200.0
2008-07-31,200.0
2008-08-01,200.0
2008-08-04,200.0
2008-08-05,200.0
2008-08-06,200.0
2008-08-07,200.0
2008-08-08,200.0
2008-08-11,200.0
2008-08-12,200.0
2008-08-13,200.0
2008-08-14,200.0
2008-08-15,200.0
2008-08-18,200.0
2008-08-19,200.0
2008-08-20,200.0
2008-08-21,200.0
2008-08-22,200.0
2008-08-25,200.0
2008-08-26,200.0
2008-08-27,200.0
2008-08-28,200.0
2008-08-29,200.0
2008-09-02,200.0
2008-09-03,200.0
2008-09-04,200.0
2008-09-05,200.0
2008-09-08,200.0
2008-09-09,200.0
2008-09-10,200.0
2008-09-11,200.0
2008-09-12,200.0
2008-09-15,200.0
2008-09-16,200.0
2008-09-17,200.0
2008-09-18,200.0
2008-09-19,200.0
2008-09-22,200.0
2008-09-23,200.0
2008-09-24,200.0
2008-09-25,200.0
2008-09-26,200.0
2008-09-29,200.0
2008-09-30,200.0
2008-10-01,200.0
2008-10-02,200.0
2008-10-03,200.0
2008-10-06,200.0
2008-10-07,200.0
2008-10-08,200.0
2008-10-09,200.0
2008-10-10,200.0
2008-10-13,200.0
2008-10-14,200.0
2008-10-15,200.0
2008-10-16,200.0
2008-10-17,200.0
2008-10-20,200.0
2008-10-21,200.0
2008-10-22,200.0
2008-10-23,200.0
2008-10-24,200.0
2008-10-27,200.0
2008-10-28,200.0
2008-10-29,200.0
2008-10-30,200.0
2008-10-31,200.0
2008-11-03,200.0
2008-11-04,200.0
2008-11-05,200.0
2008-11-06,200.0
2008-11-07,200.0
2008-11-10,200.0
2008-11-11,200.0
2008-11-12,200.0
2008-11-13,200.0
2008-11-14,200.0
2008-11-17,200.0
2008-11-18,200.0
2008-11-19,200.0
2008-11-20,200.0
2008-11-21,200.0
2008-11-24,200.0
2008-11-25,200.0
2008-11-26,200.0
2008-11-28,200.0
2008-12-01,200.0
2008-12-02,200.0
2008-12-03,200.0
2008-12-04,200.0
2008-12-05,200.0
2008-12-08,200.0
2008-12-09,200.0
2008-12-10,200.0
2008-12-11,200.0
2008-12-12,200.0
2008-12-15,200.0
2008-12-16,200.0
2008-12-17,200.0
2008-12-18,200.0
2008-12-19,200.0
2008-12-22,200.0
2008-12-23,200.0
2008-12-24,200.0
2008-12-26,200.0
2008-12-29,200.0
2008-12-30,200.0
2008-12-31,200.0
2009-01-02,200.0
2009-01-05,200.0
2009-01-06,200.0
2009-01-07,200.0
2009-01-08,200.0
2009-01-09,200.0
2009-01-12,200.0
2009-01-13,200.0
2009-01-14,200.0
2009-01-15,200.0
2009-01-16,200.0
2009-01-20,200.0
2009-01-21,200.0
2009-01-22,200.0
2009-01-23,200.0
2009-01-26,200.0
2009-01-27,200.0
2009-01-28,200.0
2009-01-29,200.0
2009-01-30,200.0
2009-02-02,200.0
2009-02-03,200.0
2009-02-04,
2009-02-05,200.0
2009-02-06,200.0
2009-02-09,200.0
2009-02-10,200.0
2009-02-11,200.0
2009-02-12,200.0
2009-02-13,200.0
2009-02-17,200.0
2009-02-18,200.0
2009-02-19,200.0
2009-02-20,200.0
2009-02-23,200.0
2009-02-24,200.0
2009-02-25,200.0
2009-02-26,200.0
2009-02-27,200.0
2009-03-02,200.0
2009-03-03,200.0
2009-03-04,200.0
2009-03-05,200.0
2009-03-06,200.0
2009-03-09,190.0
2009-03-10,190.0
2009-03-11,200.0
2009-03-12,200.0
2009-03-13,200.0
2009-03-16,200.0
2009-03-17,200.0
2009-03-18,200.0
2009-03-19,200.0
2009-03-20,200.0
2009-03-23,200.0
2009-03-24,200.0
2009-03-25,200.0
2009-03-26,200.0
2009-03-27,200.0
2009-03-30,200.0
2009-03-31,200.0
2009-04-01,200.0
2009-04-02,200.0
2009-04-03,200.0
2009-04-06,200.0
2009-04-07,200.0
2009-04-08,200.0
2009-04-09,200.0
2009-04-13,200.0
2009-04-14,200.0
2009-04-15,200.0
2009-04-16,200.0
2009-04-17,200.0
2009-04-20,200.0
2009-04-21,200.0
2009-04-22,200.0
2009-04-23,200.0
2009-04-24,200.0
2009-04-27,200.0
2009-04-28,200.0
2009-04-29,200.0
2009-04-30,200.0
2009-05-01,200.0
2009-05-04,200.0
2009-05-05,200.0
2009-05-06,200.0
2009-05-07,200.0
2009-05-08,200.0
2009-05-11,200.0
2009-05-12,200.0
2009-05-13,190.0
2009-05-14,200.0
2009-05-15,200.0
2009-05-18,200.0
2009-05-19,200.0
2009-05-20,200.0
2009-05-21,200.0
2009-05-22,200.0
2009-05-26,200.0
2009-05-27,200.0
2009-05-28,200.0
2009-05-29,200.0
2009-06-01,200.0
2009-06-02,200.0
2009-06-03,200.0
2009-06-04,200.0
2009-06-05,200.0
2009-06-08,200.0
2009-06-09,200.0
2009-06-10,200.0
2009-06-11,200.0
2009-06-12,200.0
2009-06-15,200.0
2009-06-16,200.0
2009-06-17,200.0
2009-06-18,200.0
2009-06-19,200.0
2009-06-22,200.0
2009-06-23,200.0
2009-06-24,200.0
2009-06-25,200.0
2009-06-26,200.0
2009-06-29,200.0
2009-06-30,200.0
2009-07-01,200.0
2009-07-02,200.0
2009-07-06,200.0
2009-07-07,200.0
2009-07-08,200.0
2009-07-09,200.0
2009-07-10,200.0
2009-07-13,200.0
2009-07-14,200.0
2009-07-15,200.0
2009-07-16,200.0
2009-07-17,200.0
2009-07-20,200.0
2009-07-21,200.0
2009-07-22,200.0
2009-07-23,200.0
2009-07-24,200.0
2009-07-27,200.0
2009-07-28,200.0
2009-07-29,200.0
2009-07-30,200.0
2009-07-31,200.0
2009-08-03,200.0
2009-08-04,200.0
2009-08-05,200.0
2009-08-06,200.0
2009-08-07,200.0
2009-08-10,200.0
2009-08-11,200.0
2009-08-12,200.0
2009-08-13,200.0
2009-08-14,200.0
2009-08-17,200.0
2009-08-18,200.0
2009-08-19,200.0
2009-08-20,200.0
2009-08-21,200.0
2009-08-24,200.0
2009-08-25,200.0
2009-08-26,200.0
2009-08-27,200.0
2009-08-28,200.0
2009-08-31,200.0
2009-09-01,200.0
2009-09-02,200.0
2009-09-03,200.0
2009-09-04,200.0
2009-09-08,200.0
2009-09-09,200.0
2009-09-10,200.0
2009-09-11,200.0
2009-09-14,200.0
2009-09-15,200.0
2009-09-16,200.0
2009-09-17,200.0
2009-09-18,200.0
2009-09-21,200.0
2009-09-22,200.0
2009-09-23,200.0
2009-09-24,200.0
2009-09-25,200.0
2009-09-28,200.0
2009-09-29,200.0
2009-09-30,200.0
2009-10-01,200.0
2009-10-02,200.0
2009-10-05,200.0
2009-10-06,200.0
2009-10-07,200.0
2009-10-08,200.0
2009-10-09,200.0
2009-10-12,200.0
2009-10-13,200.0
2009-10-14,200.0
2009-10-15,200.0
2009-10-16,200.0
2009-10-19,200.0
2009-10-20,200.0
2009-10-21,200.0
2009-10-22,
2009-10-23,200.0
2009-10-26,200.0
2009-10-27,200.0
2009-10-28,
2009-10-29,200.0
2009-10-30,
2009-11-02,
2009-11-03,
2009-11-04,
2009-11-05,
2009-11-06,
2009-11-09,
2009-11-10,200.0
2009-11-11,
2009-11-12,200.0
2009-11-13,
2009-11-16,200.0
2009-11-17,200.0
2009-11-18,200.0
2009-11-19,
2009-11-20,200.0
2009-11-23,200.0
2009-11-24,200.0
2009-11-25,
2009-11-27,
2009-11-30,200.0
2009-12-01,190.0
2009-12-02,
2009-12-03,
2009-12-04,
2009-12-07,200.0
2009-12-08,
2009-12-09,
2009-12-10,
2009-12-11,
2009-12-14,200.0
2009-12-15,
2009-12-16,
2009-12-17,200.0
2009-12-18,
2009-12-21,200.0
2009-12-22,
2009-12-23,
2009-12-24,200.0
2009-12-28,
2009-12-29,
2009-12-30,
2009-12-31,200.0
2010-01-04,
2010-01-05,200.0
2010-01-06,200.0
2010-01-07,
2010-01-08,
2010-01-11,
2010-01-12,
2010-01-13,200.0
2010-01-14,
2010-01-15,
2010-01-19,200.0
2010-01-20,
2010-01-21,200.0
2010-01-22,
2010-01-25,
2010-01-26,200.0
2010-01-27,200.0
2010-01-28,
2010-01-29,200.0
2010-02-01,200.0
2010-02-02,
2010-02-03,190.0
2010-02-04,
2010-02-05,190.0
2010-02-08,
2010-02-09,190.0
2010-02-10,190.0
2010-02-11,190.0
2010-02-12,190.0
2010-02-16,190.0
2010-02-17,190.0
2010-02-18,190.0
2010-02-19,190.0
2010-02-22,190.0
2010-02-23,190.0
2010-02-24,190.0
2010-02-25,190.0
2010-02-26,190.0
2010-03-01,190.0
2010-03-02,190.0
2010-03-03,190.0
2010-03-04,190.0
2010-03-05,190.0
2010-03-08,190.0
2010-03-09,190.0
2010-03-10,190.0
2010-03-11,190.0
2010-03-12,190.0
2010-03-15,190.0
2010-03-16,190.0
2010-03-17,190.0
2010-03-18,190.0
2010-03-19,190.0
2010-03-22,190.0
2010-03-23,190.0
2010-03-24,190.0
2010-03-25,190.0
2010-03-26,190.0
2010-03-29,190.0
2010-03-30,190.0
2010-03-31,190.0
2010-04-01,190.0
2010-04-05,190.0
2010-04-06,190.0
2010-04-07,190.0
2010-04-08,190.0
2010-04-09,190.0
2010-04-12,190.0
2010-04-13,190.0
2010-04-14,190.0
2010-04-15,190.0
2010-04-16,190.0
2010-04-19,190.0
2010-04-20,190.0
2010-04-21,190.0
2010-04-22,190.0
2010-04-23,190.0
2010-04-26,190.0
2010-04-27,190.0
2010-04-28,190.0
2010-04-29,190.0
2010-04-30,190.0
2010-05-03,190.0
2010-05-04,190.0
2010-05-05,190.0
2010-05-06,190.0
2010-05-07,190.0
2010-05-10,190.0
2010-05-11,190.0
2010-05-12,190.0
2010-05-13,190.0
2010-05-14,190.0
2010-05-17,190.0
2010-05-18,190.0
2010-05-19,190.0
2010-05-20,190.0
2010-05-21,190.0
2010-05-24,190.0
2010-05-25,190.0
2010-05-26,190.0
2010-05-27,190.0
2010-05-28,190.0
2010-06-01,200.0
2010-06-02,190.0
2010-06-03,190.0
2010-06-04,190.0
2010-06-07,190.0
2010-06-08,190.0
2010-06-09,190.0
2010-06-10,190.0
2010-06-11,190.0
2010-06-14,190.0
2010-06-15,190.0
2010-06-16,190.0
2010-06-17,190.0
2010-06-18,190.0
2010-06-21,190.0
2010-06-22,190.0
2010-06-23,190.0
2010-06-24,190.0
2010-06-25,190.0
2010-06-28,190.0
2010-06-29,190.0
2010-06-30,190.0
2010-07-01,190.0
2010-07-02,190.0
2010-07-06,190.0
2010-07-07,190.0
2010-07-08,190.0
2010-07-09,190.0
2010-07-12,190.0
2010-07-13,190.0
2010-07-14,190.0
2010-07-15,190.0
2010-07-16,190.0
2010-07-19,190.0
2010-07-20,190.0
2010-07-21,190.0
2010-07-22,190.0
2010-07-23,190.0
2010-07-26,190.0
2010-07-27,190.0
2010-07-28,190.0
2010-07-29,190.0
2010-07-30,190.0
2010-08-02,190.0
2010-08-03,190.0
2010-08-04,190.0
2010-08-05,190.0
2010-08-06,190.0
2010-08-09,190.0
2010-08-10,190.0
2010-08-11,190.0
2010-08-12,190.0
2010-08-13,190.0
2010-08-16,190.0
2010-08-17,190.0
2010-08-18,190.0
2010-08-19,190.0
2010-08-20,190.0
2010-08-23,190.0
2010-08-24,190.0
2010-08-25,190.0
2010-08-26,190.0
2010-08-27,190.0
2010-08-30,190.0
2010-08-31,190.0
2010-09-01,190.0
2010-09-02,190.0
2010-09-03,190.0
2010-09-07,190.0
2010-09-08,190.0
2010-09-09,190.0
2010-09-10,190.0
2010-09-13,190.0
2010-09-14,190.0
2010-09-15,190.0
2010-09-16,190.0
2010-09-17,190.0
2010-09-20,190.0
2010-09-21,190.0
2010-09-22,190.0
2010-09-23,190.0
2010-09-24,190.0
2010-09-27,190.0
2010-09-28,190.0
2010-09-29,190.0
2010-09-30,190.0
2010-10-01,190.0
2010-10-04,190.0
2010-10-05,190.0
2010-10-06,190.0
2010-10-07,190.0
2010-10-08,190.0
2010-10-11,190.0
2010-10-12,190.0
2010-10-13,190.0
2010-10-14,190.0
2010-10-15,190.0
2010-10-18,190.0
2010-10-19,190.0
2010-10-20,190.0
2010-10-21,190.0
2010-10-22,190.0
2010-10-25,190.0
2010-10-26,190.0
2010-10-27,190.0
2010-10-28,190.0
2010-10-29,200.0
2010-11-01,200.0
2010-11-02,200.0
2010-11-03,200.0
2010-11-04,200.0
2010-11-05,200.0
2010-11-08,200.0
2010-11-09,200.0
2010-11-10,200.0
2010-11-11,200.0
2010-11-12,200.0
2010-11-15,200.0
2010-11-16,200.0
2010-11-17,200.0
2010-11-18,200.0
2010-11-19,200.0
2010-11-22,200.0
2010-11-23,200.0
2010-11-24,200.0
2010-11-26,200.0
2010-11-29,200.0
2010-11-30,200.0
2010-12-01,200.0
2010-12-02,200.0
2010-12-03,200.0
2010-12-06,200.0
2010-12-07,200.0
2010-12-08,190.0
2010-12-09,200.0
2010-12-10,190.0
2010-12-13,190.0
2010-12-14,200.0
2010-12-15,200.0
2010-12-16,200.0
2010-12-17,200.0
2010-12-20,200.0
2010-12-21,200.0
2010-12-22,200.0
2010-12-23,200.0
2010-12-27,200.0
2010-12-28,
2010-12-29,200.0
2010-12-30,200.0
2010-12-31,
2011-01-03,
2011-01-04,200.0
2011-01-05,200.0
2011-01-06,200.0
2011-01-07,200.0
2011-01-10,200.0
2011-01-11,200.0
2011-01-12,200.0
2011-01-13,200.0
2011-01-14,200.0
2011-01-18,200.0
2011-01-19,200.0
2011-01-20,200.0
2011-01-21,200.0
2011-01-24,200.0
2011-01-25,200.0
2011-01-26,200.0
2011-01-27,200.0
2011-01-28,200.0
2011-01-31,200.0
2011-02-01,200.0
2011-02-02,200.0
2011-02-03,200.0
2011-02-04,200.0
2011-02-07,200.0
2011-02-08,200.0
2011-02-09,200.0
2011-02-10,200.0
2011-02-11,200.0
2011-02-14,200.0
2011-02-15,200.0
2011-02-16,200.0
2011-02-17,200.0
2011-02-18,200.0
2011-02-22,200.0
2011-02-23,200.0
2011-02-24,200.0
2011-02-25,200.0
2011-02-28,200.0
2011-03-01,200.0
2011-03-02,200.0
2011-03-03,200.0
2011-03-04,
2011-03-07,
2011-03-08,
2011-03-09,
2011-03-10,
2011-03-11,
2011-03-14,
2011-03-15,
2011-03-16,
2011-03-17,
2011-03-18,
2011-03-21,
2011-03-22,
2011-03-23,
2011-03-24,
2011-03-25,
2011-03-28,
2011-03-29,
2011-03-30,
2011-03-31,
2011-04-01,
2011-04-04,
2011-04-05,
2011-04-06,
2011-04-07,
2011-04-08,
2011-04-11,
2011-04-12,
2011-04-13,
2011-04-14,
2011-04-15,
2011-04-18,
2011-04-19,
2011-04-20,
2011-04-21,
2011-04-25,
2011-04-26,
2011-04-27,
2011-04-28,
2011-04-29,
2011-05-02,
2011-05-03,
2011-05-04,
2011-05-05,
2011-05-06,
2011-05-09,
2011-05-10,
2011-05-11,
2011-05-12,
2011-05-13,
2011-05-16,200.0
2011-05-17,200.0
2011-05-18,200.0
2011-05-19,200.0
2011-05-20,200.0
2011-05-23,200.0
2011-05-24,200.0
2011-05-25,200.0
2011-05-26,200.0
2011-05-27,200.0
2011-05-31,200.0
2011-06-01,200.0
2011-06-02,200.0
2011-06-03,200.0
2011-06-06,200.0
2011-06-07,200.0
2011-06-08,200.0
2011-06-09,200.0
2011-06-10,200.0
2011-06-13,200.0
2011-06-14,200.0
2011-06-15,200.0
2011-06-16,200.0
2011-06-17,200.0
2011-06-20,200.0
2011-06-21,200.0
2011-06-22,200.0
2011-06-23,200.0
2011-06-24,200.0
2011-06-27,200.0
2011-06-28,200.0
2011-06-29,200.0
2011-06-30,200.0
2011-07-01,200.0
2011-07-05,200.0
2011-07-06,200.0
2011-07-07,200.0
2011-07-08,200.0
2011-07-11,200.0
2011-07-12,200.0
2011-07-13,200.0
2011-07-14,200.0
2011-07-15,200.0
2011-07-18,200.0
2011-07-19,200.0
2011-07-20,200.0
2011-07-21,200.0
2011-07-22,200.0
2011-07-25,200.0
2011-07-26,200.0
2011-07-27,200.0
2011-07-28,200.0
2011-07-29,200.0
2011-08-01,200.0
2011-08-02,200.0
2011-08-03,200.0
2011-08-04,200.0
2011-08-05,200.0
2011-08-08,200.0
2011-08-09,200.0
2011-08-10,200.0
2011-08-11,200.0
2011-08-12,200.0
2011-08-15,200.0
2011-08-16,200.0
2011-08-17,200.0
2011-08-18,200.0
2011-08-19,200.0
2011-08-22,200.0
2011-08-23,200.0
2011-08-24,200.0
2011-08-25,200.0
2011-08-26,200.0
2011-08-29,
2011-08-30,200.0
2011-08-31,200.0
2011-09-01,200.0
2011-09-02,200.0
2011-09-06,200.0
2011-09-07,200.0
2011-09-08,200.0
2011-09-09,200.0
2011-09-12,200.0
2011-09-13,200.0
2011-09-14,200.0
2011-09-15,200.0
2011-09-16,200.0
2011-09-19,200.0
2011-09-20,200.0
2011-09-21,200.0
2011-09-22,
2011-09-23,200.0
2011-09-26,200.0
2011-09-27,200.0
2011-09-28,200.0
2011-09-29,200.0
2011-09-30,200.0
2011-10-03,200.0
2011-10-04,
2011-10-05,200.0
2011-10-06,200.0
2011-10-07,200.0
2011-10-10,200.0
2011-10-11,200.0
2011-10-12,200.0
2011-10-13,200.0
2011-10-14,200.0
2011-10-17,200.0
2011-10-18,200.0
2011-10-19,200.0
2011-10-20,200.0
