Date,EPD
1998-12-07,3.875
1998-12-08,3.875
1998-12-09,3.828125
1998-12-10,3.71875
1998-12-11,3.859375
1998-12-14,3.75
1998-12-15,3.5625
1998-12-16,3.546875
1998-12-17,3.5625
1998-12-18,3.5
1998-12-21,3.53125
1998-12-22,3.5
1998-12-23,3.84375
1998-12-24,3.953125
1998-12-28,4.0
1998-12-29,3.8125
1998-12-30,3.6875
1998-12-31,3.71875
1999-01-04,4.03125
1999-01-05,4.1875
1999-01-06,4.40625
1999-01-07,4.375
1999-01-08,4.40625
1999-01-11,4.34375
1999-01-12,4.484375
1999-01-13,4.40625
1999-01-14,4.4375
1999-01-15,4.46875
1999-01-19,4.453125
1999-01-20,4.5
1999-01-21,4.421875
1999-01-22,4.484375
1999-01-25,4.515625
1999-01-26,4.5625
1999-01-27,4.375
1999-01-28,4.390625
1999-01-29,4.5625
1999-02-01,4.5625
1999-02-02,4.5625
1999-02-03,4.484375
1999-02-04,4.421875
1999-02-05,4.46875
1999-02-08,4.484375
1999-02-09,4.484375
1999-02-10,4.46875
1999-02-11,4.421875
1999-02-12,4.40625
1999-02-16,4.25
1999-02-17,4.1875
1999-02-18,4.15625
1999-02-19,4.15625
1999-02-22,4.046875
1999-02-23,4.09375
1999-02-24,4.15625
1999-02-25,4.03125
1999-02-26,4.0
1999-03-01,4.03125
1999-03-02,4.015625
1999-03-03,4.0
1999-03-04,4.0625
1999-03-05,4.09375
1999-03-08,4.046875
1999-03-09,4.078125
1999-03-10,4.15625
1999-03-11,4.0625
1999-03-12,4.0625
1999-03-15,4.0
1999-03-16,3.84375
1999-03-17,3.9375
1999-03-18,3.921875
1999-03-19,3.9375
1999-03-22,3.84375
1999-03-23,3.78125
1999-03-24,3.9375
1999-03-25,3.96875
1999-03-26,3.984375
1999-03-29,3.90625
1999-03-30,3.875
1999-03-31,3.96875
1999-04-01,3.90625
1999-04-05,3.96875
1999-04-06,3.984375
1999-04-07,3.84375
1999-04-08,3.8125
1999-04-09,3.90625
1999-04-12,3.84375
1999-04-13,4.03125
1999-04-14,4.1875
1999-04-15,4.28125
1999-04-16,4.5
1999-04-19,4.40625
1999-04-20,4.53125
1999-04-21,4.53125
1999-04-22,4.4375
1999-04-23,4.53125
1999-04-26,4.453125
1999-04-27,4.4375
1999-04-28,4.46875
1999-04-29,4.453125
1999-04-30,4.46875
1999-05-03,4.46875
1999-05-04,4.46875
1999-05-05,4.453125
1999-05-06,4.453125
1999-05-07,4.484375
1999-05-10,4.484375
1999-05-11,4.484375
1999-05-12,4.53125
1999-05-13,4.5
1999-05-14,4.484375
1999-05-17,4.484375
1999-05-18,4.5
1999-05-19,4.46875
1999-05-20,4.46875
1999-05-21,4.4375
1999-05-24,4.375
1999-05-25,4.40625
1999-05-26,4.4375
1999-05-27,4.46875
1999-05-28,4.484375
1999-06-01,4.421875
1999-06-02,4.453125
1999-06-03,4.5
1999-06-04,4.5
1999-06-07,4.484375
1999-06-08,4.5
1999-06-09,4.46875
1999-06-10,4.421875
1999-06-11,4.375
1999-06-14,4.28125
1999-06-15,4.21875
1999-06-16,4.28125
1999-06-17,4.421875
1999-06-18,4.453125
1999-06-21,4.484375
1999-06-22,4.5
1999-06-23,4.5
1999-06-24,4.546875
1999-06-25,4.625
1999-06-28,4.59375
1999-06-29,4.625
1999-06-30,4.625
1999-07-01,4.484375
1999-07-02,4.5625
1999-07-06,4.59375
1999-07-07,4.65625
1999-07-08,4.8125
1999-07-09,4.90625
1999-07-12,4.765625
1999-07-13,4.78125
1999-07-14,4.765625
1999-07-15,4.8125
1999-07-16,4.8125
1999-07-19,4.875
1999-07-20,4.8125
1999-07-21,4.84375
1999-07-22,4.921875
1999-07-23,4.921875
1999-07-26,4.859375
1999-07-27,4.75
1999-07-28,4.5625
1999-07-29,4.5625
1999-07-30,4.625
1999-08-02,4.5625
1999-08-03,4.5625
1999-08-04,4.515625
1999-08-05,4.53125
1999-08-06,4.65625
1999-08-09,4.734375
1999-08-10,4.75
1999-08-11,4.65625
1999-08-12,4.65625
1999-08-13,4.65625
1999-08-16,4.71875
1999-08-17,4.84375
1999-08-18,4.78125
1999-08-19,4.78125
1999-08-20,4.75
1999-08-23,4.765625
1999-08-24,4.8125
1999-08-25,4.890625
1999-08-26,4.859375
1999-08-27,4.78125
1999-08-30,4.796875
1999-08-31,4.9375
1999-09-01,4.84375
1999-09-02,4.71875
1999-09-03,4.78125
1999-09-07,4.84375
1999-09-08,4.84375
1999-09-09,4.75
1999-09-10,4.90625
1999-09-13,4.84375
1999-09-14,4.84375
1999-09-15,4.890625
1999-09-16,4.90625
1999-09-17,5.0
1999-09-20,4.90625
1999-09-21,4.875
1999-09-22,4.921875
1999-09-23,5.03125
1999-09-24,5.09375
1999-09-27,4.984375
1999-09-28,5.046875
1999-09-29,5.015625
1999-09-30,4.90625
1999-10-01,4.875
1999-10-04,4.9375
1999-10-05,4.921875
1999-10-06,4.921875
1999-10-07,4.90625
1999-10-08,4.859375
1999-10-11,4.84375
1999-10-12,4.859375
1999-10-13,4.84375
1999-10-14,4.84375
1999-10-15,4.796875
1999-10-18,4.875
1999-10-19,4.875
1999-10-20,4.890625
1999-10-21,4.875
1999-10-22,4.78125
1999-10-25,4.75
1999-10-26,4.6875
1999-10-27,4.625
1999-10-28,4.796875
1999-10-29,4.75
1999-11-01,4.78125
1999-11-02,4.859375
1999-11-03,4.875
1999-11-04,4.828125
1999-11-05,4.875
1999-11-08,4.890625
1999-11-09,4.875
1999-11-10,4.84375
1999-11-11,4.8125
1999-11-12,4.890625
1999-11-15,4.8125
1999-11-16,4.765625
1999-11-17,4.875
1999-11-18,4.875
1999-11-19,4.84375
1999-11-22,4.78125
1999-11-23,4.921875
1999-11-24,4.859375
1999-11-26,4.765625
1999-11-29,4.75
1999-11-30,4.75
1999-12-01,4.6875
1999-12-02,4.625
1999-12-03,4.625
1999-12-06,4.671875
1999-12-07,4.625
1999-12-08,4.40625
1999-12-09,4.34375
1999-12-10,4.3125
1999-12-13,4.53125
1999-12-14,4.625
1999-12-15,4.5625
1999-12-16,4.78125
1999-12-17,4.90625
1999-12-20,4.875
1999-12-21,4.890625
1999-12-22,4.734375
1999-12-23,4.625
1999-12-27,4.6875
1999-12-28,4.78125
1999-12-29,4.609375
1999-12-30,4.46875
1999-12-31,4.609375
2000-01-03,4.59375
2000-01-04,4.6875
2000-01-05,4.75
2000-01-06,4.6875
2000-01-07,4.609375
2000-01-10,4.609375
2000-01-11,4.625
2000-01-12,4.609375
2000-01-13,4.5625
2000-01-14,4.6875
2000-01-18,4.875
2000-01-19,4.953125
2000-01-20,4.890625
2000-01-21,4.84375
2000-01-24,4.9375
2000-01-25,5.0
2000-01-26,5.015625
2000-01-27,4.84375
2000-01-28,4.953125
2000-01-31,5.09375
2000-02-01,5.046875
2000-02-02,4.75
2000-02-03,5.0
2000-02-04,5.03125
2000-02-07,4.9375
2000-02-08,4.78125
2000-02-09,4.75
2000-02-10,4.875
2000-02-11,4.875
2000-02-14,4.90625
2000-02-15,4.890625
2000-02-16,5.0
2000-02-17,5.0625
2000-02-18,4.9375
2000-02-22,4.984375
2000-02-23,4.953125
2000-02-24,4.859375
2000-02-25,4.828125
2000-02-28,4.921875
2000-02-29,4.9375
2000-03-01,4.9375
2000-03-02,4.9375
2000-03-03,4.984375
2000-03-06,4.90625
2000-03-07,5.0
2000-03-08,5.0
2000-03-09,5.109375
2000-03-10,5.109375
2000-03-13,5.03125
2000-03-14,5.125
2000-03-15,5.09375
2000-03-16,4.9375
2000-03-17,4.9375
2000-03-20,4.96875
2000-03-21,4.9375
2000-03-22,5.03125
2000-03-23,5.015625
2000-03-24,4.96875
2000-03-27,5.0
2000-03-28,5.0
2000-03-29,5.015625
2000-03-30,5.0
2000-03-31,4.9375
2000-04-03,4.921875
2000-04-04,4.953125
2000-04-05,4.90625
2000-04-06,4.90625
2000-04-07,4.9375
2000-04-10,4.96875
2000-04-11,5.0
2000-04-12,5.03125
2000-04-13,4.921875
2000-04-14,4.875
2000-04-17,4.9375
2000-04-18,4.96875
2000-04-19,4.96875
2000-04-20,4.984375
2000-04-24,4.953125
2000-04-25,5.0625
2000-04-26,4.96875
2000-04-27,5.0625
2000-04-28,5.15625
2000-05-01,5.3125
2000-05-02,5.34375
2000-05-03,5.234375
2000-05-04,5.375
2000-05-05,5.3125
2000-05-08,5.28125
2000-05-09,5.25
2000-05-10,5.25
2000-05-11,5.1875
2000-05-12,5.203125
2000-05-15,5.21875
2000-05-16,5.25
2000-05-17,5.265625
2000-05-18,5.328125
2000-05-19,5.296875
2000-05-22,5.3125
2000-05-23,5.265625
2000-05-24,5.328125
2000-05-25,5.4375
2000-05-26,5.453125
2000-05-30,5.421875
2000-05-31,5.421875
2000-06-01,5.421875
2000-06-02,5.4375
2000-06-05,5.34375
2000-06-06,5.3125
2000-06-07,5.28125
2000-06-08,5.265625
2000-06-09,5.5
2000-06-12,5.484375
2000-06-13,5.546875
2000-06-14,5.546875
2000-06-15,5.578125
2000-06-16,5.640625
2000-06-19,5.640625
2000-06-20,5.59375
2000-06-21,5.5625
2000-06-22,5.546875
2000-06-23,5.234375
2000-06-26,5.25
2000-06-27,5.34375
2000-06-28,5.5625
2000-06-29,5.625
2000-06-30,5.625
2000-07-03,5.671875
2000-07-05,5.5625
2000-07-06,5.6875
2000-07-07,5.6875
2000-07-10,5.6875
2000-07-11,5.703125
2000-07-12,5.71875
2000-07-13,5.734375
2000-07-14,5.734375
2000-07-17,5.78125
2000-07-18,5.75
2000-07-19,5.71875
2000-07-20,5.78125
2000-07-21,5.8125
2000-07-24,5.828125
2000-07-25,5.8125
2000-07-26,5.96875
2000-07-27,5.90625
2000-07-28,5.859375
2000-07-31,5.765625
2000-08-01,5.6875
2000-08-02,5.65625
2000-08-03,5.78125
2000-08-04,5.8125
2000-08-07,5.796875
2000-08-08,5.875
2000-08-09,6.0
2000-08-10,5.9375
2000-08-11,6.03125
2000-08-14,6.3125
2000-08-15,6.015625
2000-08-16,6.125
2000-08-17,6.15625
2000-08-18,6.21875
2000-08-21,6.15625
2000-08-22,6.0625
2000-08-23,6.09375
2000-08-24,6.0625
2000-08-25,6.15625
2000-08-28,6.21875
2000-08-29,6.234375
2000-08-30,6.28125
2000-08-31,6.390625
2000-09-01,6.359375
2000-09-05,6.46875
2000-09-06,6.5
2000-09-07,6.484375
2000-09-08,6.484375
2000-09-11,6.625
2000-09-12,6.796875
2000-09-13,6.765625
2000-09-14,6.71875
2000-09-15,6.796875
2000-09-18,6.625
2000-09-19,6.5625
2000-09-20,6.609375
2000-09-21,6.5
2000-09-22,6.578125
2000-09-25,6.578125
2000-09-26,6.578125
2000-09-27,6.71875
2000-09-28,7.0
2000-09-29,7.234375
2000-10-02,7.09375
2000-10-03,7.109375
2000-10-04,7.046875
2000-10-05,6.953125
2000-10-06,7.0
2000-10-09,7.0
2000-10-10,7.109375
2000-10-11,7.3125
2000-10-12,7.15625
2000-10-13,7.0625
2000-10-16,6.84375
2000-10-17,6.6875
2000-10-18,6.53125
2000-10-19,6.46875
2000-10-20,6.28125
2000-10-23,6.65625
2000-10-24,6.59375
2000-10-25,6.8125
2000-10-26,6.6875
2000-10-27,6.5
2000-10-30,6.515625
2000-10-31,6.453125
2000-11-01,6.484375
2000-11-02,6.5
2000-11-03,6.546875
2000-11-06,6.6875
2000-11-07,6.875
2000-11-08,6.875
2000-11-09,6.828125
2000-11-10,6.890625
2000-11-13,6.90625
2000-11-14,6.8125
2000-11-15,6.921875
2000-11-16,7.125
2000-11-17,7.0625
2000-11-20,7.15625
2000-11-21,7.140625
2000-11-22,7.140625
2000-11-24,7.15625
2000-11-27,7.109375
2000-11-28,6.90625
2000-11-29,6.890625
2000-11-30,6.65625
2000-12-01,6.71875
2000-12-04,6.515625
2000-12-05,6.34375
2000-12-06,6.25
2000-12-07,6.671875
2000-12-08,6.71875
2000-12-11,6.90625
2000-12-12,7.0
2000-12-13,6.9375
2000-12-14,6.90625
2000-12-15,6.90625
2000-12-18,7.15625
2000-12-19,7.1875
2000-12-20,7.0625
2000-12-21,7.03125
2000-12-22,7.140625
2000-12-26,7.15625
2000-12-27,7.90625
2000-12-28,7.859375
2000-12-29,7.859375
2001-01-02,7.296875
2001-01-03,6.84375
2001-01-04,6.71875
2001-01-05,7.125
2001-01-08,6.9375
2001-01-09,7.0
2001-01-10,7.25
2001-01-11,7.3125
2001-01-12,7.375
2001-01-16,7.546875
2001-01-17,7.703125
2001-01-18,7.71875
2001-01-19,7.765625
2001-01-22,7.8125
2001-01-23,7.8125
2001-01-24,7.6875
2001-01-25,7.828125
2001-01-26,7.515625
2001-01-29,7.7125
2001-01-30,8.1225
2001-01-31,8.09
2001-02-01,7.9625
2001-02-02,8.0275
2001-02-05,7.975
2001-02-06,7.975
2001-02-07,8.27
2001-02-08,8.0975
2001-02-09,8.0
2001-02-12,8.2375
2001-02-13,8.2375
2001-02-14,8.25
2001-02-15,8.225
2001-02-16,8.17
2001-02-20,8.2275
2001-02-21,8.3275
2001-02-22,8.255
2001-02-23,8.25
2001-02-26,8.375
2001-02-27,8.45
2001-02-28,8.4775
2001-03-01,8.5225
2001-03-02,8.7375
2001-03-05,8.895
2001-03-06,9.0125
2001-03-07,9.0025
2001-03-08,8.995
2001-03-09,8.9875
2001-03-12,8.7725
2001-03-13,8.625
2001-03-14,8.47
2001-03-15,8.6875
2001-03-16,8.6125
2001-03-19,8.5225
2001-03-20,8.745
2001-03-21,8.3175
2001-03-22,7.7375
2001-03-23,8.025
2001-03-26,8.3375
2001-03-27,8.4125
2001-03-28,8.4375
2001-03-29,8.425
2001-03-30,8.6625
2001-04-02,8.7425
2001-04-03,8.6625
2001-04-04,8.425
2001-04-05,8.3375
2001-04-06,8.3625
2001-04-09,8.3
2001-04-10,8.4875
2001-04-11,8.5
2001-04-12,8.7125
2001-04-16,8.625
2001-04-17,8.6375
2001-04-18,8.6875
2001-04-19,8.7275
2001-04-20,8.88
2001-04-23,9.05
2001-04-24,9.1875
2001-04-25,9.4475
2001-04-26,9.5625
2001-04-27,9.3625
2001-04-30,9.6875
2001-05-01,9.7875
2001-05-02,9.35
2001-05-03,9.5875
2001-05-04,9.695
2001-05-07,10.0275
2001-05-08,10.0
2001-05-09,10.1
2001-05-10,10.255
2001-05-11,10.275
2001-05-14,10.3625
2001-05-15,10.765
2001-05-16,10.5125
2001-05-17,10.3975
2001-05-18,10.025
2001-05-21,10.17
2001-05-22,10.225
2001-05-23,10.2525
2001-05-24,10.0625
2001-05-25,10.09
2001-05-29,10.065
2001-05-30,9.375
2001-05-31,9.46
2001-06-01,9.625
2001-06-04,9.9875
2001-06-05,10.45
2001-06-06,10.6875
2001-06-07,10.5525
2001-06-08,10.255
2001-06-11,10.4425
2001-06-12,10.4525
2001-06-13,10.3025
2001-06-14,10.2125
2001-06-15,10.09
2001-06-18,10.025
2001-06-19,9.875
2001-06-20,9.9525
2001-06-21,9.975
2001-06-22,9.945
2001-06-25,9.95
2001-06-26,10.105
2001-06-27,10.1175
2001-06-28,9.8375
2001-06-29,9.88
2001-07-02,9.9625
2001-07-03,9.975
2001-07-05,10.1075
2001-07-06,10.2
2001-07-09,10.2025
2001-07-10,10.2925
2001-07-11,10.19
2001-07-12,10.0975
2001-07-13,9.9725
2001-07-16,9.955
2001-07-17,10.1
2001-07-18,10.0375
2001-07-19,10.195
2001-07-20,10.25
2001-07-23,10.275
2001-07-24,10.2075
2001-07-25,10.31
2001-07-26,10.425
2001-07-27,10.2625
2001-07-30,10.6
2001-07-31,10.6875
2001-08-01,10.8625
2001-08-02,10.95
2001-08-03,10.7625
2001-08-06,10.575
2001-08-07,10.6625
2001-08-08,10.6625
2001-08-09,10.7875
2001-08-10,10.9275
2001-08-13,11.2375
2001-08-14,11.6
2001-08-15,11.6975
2001-08-16,11.625
2001-08-17,11.8
2001-08-20,11.975
2001-08-21,11.45
2001-08-22,11.8125
2001-08-23,11.7125
2001-08-24,11.575
2001-08-27,11.2
2001-08-28,11.2375
2001-08-29,11.4125
2001-08-30,11.175
2001-08-31,11.575
2001-09-04,11.6775
2001-09-05,11.4925
2001-09-06,11.54
2001-09-07,11.5925
2001-09-10,11.45
2001-09-17,11.5
2001-09-18,11.725
2001-09-19,11.0025
2001-09-20,10.6875
2001-09-21,10.75
2001-09-24,11.2525
2001-09-25,11.5
2001-09-26,11.5025
2001-09-27,11.4075
2001-09-28,11.575
2001-10-01,11.7125
2001-10-02,12.0775
2001-10-03,12.475
2001-10-04,12.4625
2001-10-05,12.875
2001-10-08,12.55
2001-10-09,12.5625
2001-10-10,12.8
2001-10-11,12.69
2001-10-12,12.4875
2001-10-15,12.4975
2001-10-16,12.8775
2001-10-17,12.9875
2001-10-18,12.625
2001-10-19,12.675
2001-10-22,12.65
2001-10-23,12.5975
2001-10-24,12.4
2001-10-25,12.2875
2001-10-26,12.2225
2001-10-29,12.05
2001-10-30,11.6625
2001-10-31,11.7125
2001-11-01,11.79
2001-11-02,11.95
2001-11-05,11.8725
2001-11-06,11.57
2001-11-07,11.4425
2001-11-08,11.855
2001-11-09,12.1
2001-11-12,12.4225
2001-11-13,12.33
2001-11-14,11.975
2001-11-15,11.3
2001-11-16,11.7
2001-11-19,11.6175
2001-11-20,11.8025
2001-11-21,11.815
2001-11-23,11.8875
2001-11-26,12.125
2001-11-27,12.2625
2001-11-28,12.275
2001-11-29,12.06
2001-11-30,12.0
2001-12-03,11.85
2001-12-04,11.525
2001-12-05,11.6375
2001-12-06,11.6875
2001-12-07,11.775
2001-12-10,11.725
2001-12-11,11.7
2001-12-12,11.3025
2001-12-13,11.125
2001-12-14,11.5
2001-12-17,11.375
2001-12-18,11.575
2001-12-19,11.5025
2001-12-20,11.575
2001-12-21,11.6
2001-12-24,11.6625
2001-12-26,12.0
2001-12-27,12.0375
2001-12-28,11.7275
2001-12-31,11.7625
2002-01-02,12.0775
2002-01-03,11.995
2002-01-04,12.0025
2002-01-07,12.0875
2002-01-08,12.16
2002-01-09,12.25
2002-01-10,12.15
2002-01-11,12.1775
2002-01-14,12.19
2002-01-15,12.35
2002-01-16,12.3
2002-01-17,12.3775
2002-01-18,12.455
2002-01-22,12.635
2002-01-23,12.215
2002-01-24,12.275
2002-01-25,12.2875
2002-01-28,12.25
2002-01-29,11.875
2002-01-30,12.0775
2002-01-31,12.6225
2002-02-01,12.3625
2002-02-04,12.4975
2002-02-05,12.4075
2002-02-06,12.35
2002-02-07,12.31
2002-02-08,12.15
2002-02-11,12.175
2002-02-12,12.2625
2002-02-13,12.2125
2002-02-14,12.15
2002-02-15,12.15
2002-02-19,12.1225
2002-02-20,12.15
2002-02-21,12.4825
2002-02-22,12.4475
2002-02-25,12.5
2002-02-26,12.55
2002-02-27,12.675
2002-02-28,12.425
2002-03-01,11.88
2002-03-04,11.6525
2002-03-05,11.91
2002-03-06,12.31
2002-03-07,12.6
2002-03-08,12.525
2002-03-11,12.54
2002-03-12,12.3775
2002-03-13,12.2475
2002-03-14,12.15
2002-03-15,12.2025
2002-03-18,12.1625
2002-03-19,12.215
2002-03-20,12.175
2002-03-21,12.0375
2002-03-22,12.125
2002-03-25,12.15
2002-03-26,11.9075
2002-03-27,11.985
2002-03-28,12.0875
2002-04-01,12.175
2002-04-02,11.5875
2002-04-03,11.45
2002-04-04,11.25
2002-04-05,11.025
2002-04-08,11.0
2002-04-09,10.94
2002-04-10,11.485
2002-04-11,11.3375
2002-04-12,11.375
2002-04-15,11.555
2002-04-16,11.5625
2002-04-17,11.5325
2002-04-18,11.54
2002-04-19,11.725
2002-04-22,11.56
2002-04-23,11.6
2002-04-24,11.7975
2002-04-25,11.875
2002-04-26,11.6875
2002-04-29,11.74
2002-04-30,11.63
2002-05-01,11.3275
2002-05-02,11.44
2002-05-03,11.505
2002-05-06,11.575
2002-05-07,11.3025
2002-05-08,11.1275
2002-05-09,11.2975
2002-05-10,11.36
2002-05-13,11.555
2002-05-14,11.55
2002-05-15,11.5425
2002-05-16,11.45
2002-05-17,11.7
2002-05-20,11.8
2002-05-21,11.6
2002-05-22,11.65
2002-05-23,11.67
2002-05-24,11.575
2002-05-28,11.315
2002-05-29,11.205
2002-05-30,11.085
2002-05-31,11.17
2002-06-03,11.08
2002-06-04,10.825
2002-06-05,10.77
2002-06-06,10.775
2002-06-07,10.825
2002-06-10,10.95
2002-06-11,11.05
2002-06-12,10.85
2002-06-13,10.95
2002-06-14,10.945
2002-06-17,10.795
2002-06-18,10.8
2002-06-19,10.62
2002-06-20,10.37
2002-06-21,10.16
2002-06-24,10.05
2002-06-25,9.82
2002-06-26,9.575
2002-06-27,9.335
2002-06-28,8.125
2002-07-01,8.55
2002-07-02,8.85
2002-07-03,9.005
2002-07-05,9.375
2002-07-08,9.53
2002-07-09,9.675
2002-07-10,9.275
2002-07-11,9.1
2002-07-12,9.105
2002-07-15,8.425
2002-07-16,8.815
2002-07-17,9.225
2002-07-18,9.425
2002-07-19,9.42
2002-07-22,8.705
2002-07-23,8.375
2002-07-24,8.65
2002-07-25,9.15
2002-07-26,9.2
2002-07-29,9.065
2002-07-30,8.88
2002-07-31,10.07
2002-08-01,10.065
2002-08-02,10.5
2002-08-05,9.725
2002-08-06,9.65
2002-08-07,10.05
2002-08-08,10.5
2002-08-09,10.89
2002-08-12,10.6
2002-08-13,10.47
2002-08-14,10.59
2002-08-15,10.48
2002-08-16,10.495
2002-08-19,10.355
2002-08-20,10.38
2002-08-21,10.505
2002-08-22,10.87
2002-08-23,10.705
2002-08-26,10.87
2002-08-27,10.975
2002-08-28,11.0
2002-08-29,10.845
2002-08-30,10.9
2002-09-03,10.9
2002-09-04,10.65
2002-09-05,10.475
2002-09-06,10.6
2002-09-09,10.575
2002-09-10,10.575
2002-09-11,10.45
2002-09-12,10.45
2002-09-13,10.575
2002-09-16,10.795
2002-09-17,10.605
2002-09-18,10.75
2002-09-19,10.975
2002-09-20,10.705
2002-09-23,10.775
2002-09-24,10.45
2002-09-25,10.2
2002-09-26,10.46
2002-09-27,10.05
2002-09-30,9.755
2002-10-01,9.64
2002-10-02,9.495
2002-10-03,9.475
2002-10-04,9.45
2002-10-07,9.25
2002-10-08,9.25
2002-10-09,8.815
2002-10-10,8.5
2002-10-11,8.85
2002-10-14,8.99
2002-10-15,9.1
2002-10-16,8.95
2002-10-17,8.87
2002-10-18,8.725
2002-10-21,9.0
2002-10-22,9.255
2002-10-23,9.2
2002-10-24,9.325
2002-10-25,9.35
2002-10-28,9.25
2002-10-29,9.05
2002-10-30,9.25
2002-10-31,9.31
2002-11-01,9.075
2002-11-04,8.8
2002-11-05,8.625
2002-11-06,8.89
2002-11-07,8.825
2002-11-08,8.75
2002-11-11,8.65
2002-11-12,8.51
2002-11-13,8.55
2002-11-14,8.7
2002-11-15,8.995
2002-11-18,9.005
2002-11-19,8.975
2002-11-20,8.62
2002-11-21,8.505
2002-11-22,8.875
2002-11-25,8.875
2002-11-26,8.7
2002-11-27,8.905
2002-11-29,8.88
2002-12-02,8.815
2002-12-03,8.725
2002-12-04,8.81
2002-12-05,8.84
2002-12-06,8.95
2002-12-09,8.75
2002-12-10,8.85
2002-12-11,9.0
2002-12-12,8.9
2002-12-13,9.2
2002-12-16,9.195
2002-12-17,9.2
2002-12-18,9.42
2002-12-19,9.61
2002-12-20,9.64
2002-12-23,9.58
2002-12-24,9.69
2002-12-26,9.7
2002-12-27,9.725
2002-12-30,9.595
2002-12-31,9.7
2003-01-02,9.745
2003-01-03,9.745
2003-01-06,9.525
2003-01-07,9.15
2003-01-08,9.075
2003-01-09,9.005
2003-01-10,9.1
2003-01-13,9.375
2003-01-14,9.325
2003-01-15,9.355
2003-01-16,9.375
2003-01-17,9.405
2003-01-21,9.22
2003-01-22,9.31
2003-01-23,9.445
2003-01-24,9.405
2003-01-27,9.48
2003-01-28,9.45
2003-01-29,9.475
2003-01-30,9.425
2003-01-31,9.5
2003-02-03,9.455
2003-02-04,9.5
2003-02-05,9.505
2003-02-06,9.5
2003-02-07,9.5
2003-02-10,9.545
2003-02-11,9.475
2003-02-12,9.49
2003-02-13,9.395
2003-02-14,9.45
2003-02-18,9.46
2003-02-19,9.55
2003-02-20,9.585
2003-02-21,9.775
2003-02-24,9.74
2003-02-25,9.705
2003-02-26,9.71
2003-02-27,9.9
2003-02-28,10.095
2003-03-03,10.025
2003-03-04,9.995
2003-03-05,10.075
2003-03-06,10.17
2003-03-07,10.14
2003-03-10,10.07
2003-03-11,10.1
2003-03-12,10.03
2003-03-13,10.095
2003-03-14,10.2
2003-03-17,10.3
2003-03-18,10.39
2003-03-19,10.24
2003-03-20,10.27
2003-03-21,10.375
2003-03-24,10.3
2003-03-25,10.325
2003-03-26,10.13
2003-03-27,10.255
2003-03-28,10.4
2003-03-31,10.425
2003-04-01,10.415
2003-04-02,10.525
2003-04-03,10.72
2003-04-04,10.6
2003-04-07,10.605
2003-04-08,10.52
2003-04-09,10.935
2003-04-10,10.88
2003-04-11,10.805
2003-04-14,10.825
2003-04-15,10.875
2003-04-16,11.05
2003-04-17,11.005
2003-04-21,11.125
2003-04-22,11.24
2003-04-23,11.375
2003-04-24,11.425
2003-04-25,11.435
2003-04-28,11.2
2003-04-29,11.49
2003-04-30,11.32
2003-05-01,10.955
2003-05-02,11.15
2003-05-05,11.08
2003-05-06,10.785
2003-05-07,10.955
2003-05-08,11.085
2003-05-09,11.3
2003-05-12,11.85
2003-05-13,11.635
2003-05-14,11.75
2003-05-15,11.885
2003-05-16,12.155
2003-05-19,12.19
2003-05-20,11.98
2003-05-21,11.94
