Date,LECO
1994-11-15,10.5
1994-11-16,10.5
1994-11-17,10.375
1994-11-18,10.375
1994-11-21,10.375
1994-11-22,9.5
1994-11-23,9.75
1994-11-25,10.0
1994-11-28,10.0
1994-11-29,9.875
1994-11-30,10.0625
1994-12-01,9.6875
1994-12-02,9.875
1994-12-05,9.6875
1994-12-06,9.5625
1994-12-07,9.6875
1994-12-08,9.5625
1994-12-09,9.875
1994-12-12,9.4375
1994-12-13,9.4375
1994-12-14,9.3125
1994-12-15,9.4375
1994-12-16,9.4375
1994-12-19,9.3125
1994-12-20,9.5
1994-12-21,9.5
1994-12-22,9.3125
1994-12-23,9.5
1994-12-27,9.375
1994-12-28,9.1875
1994-12-29,9.375
1994-12-30,9.375
1995-01-03,9.125
1995-01-04,8.875
1995-01-05,9.0
1995-01-06,8.8125
1995-01-09,9.0625
1995-01-10,9.0625
1995-01-11,8.8125
1995-01-12,9.0
1995-01-13,8.65625
1995-01-16,8.75
1995-01-17,8.5625
1995-01-18,8.75
1995-01-19,8.5625
1995-01-20,8.875
1995-01-23,9.0625
1995-01-24,9.125
1995-01-25,9.125
1995-01-26,9.125
1995-01-27,9.125
1995-01-30,9.125
1995-01-31,9.125
1995-02-01,9.125
1995-02-02,9.125
1995-02-03,9.0
1995-02-06,9.125
1995-02-07,9.25
1995-02-08,9.375
1995-02-09,9.4375
1995-02-10,9.4375
1995-02-13,9.4375
1995-02-14,9.25
1995-02-15,9.375
1995-02-16,9.625
1995-02-17,9.625
1995-02-21,9.75
1995-02-22,10.0
1995-02-23,10.5
1995-02-24,10.4375
1995-02-27,10.125
1995-02-28,10.375
1995-03-01,10.25
1995-03-02,10.1875
1995-03-03,10.25
1995-03-06,10.625
1995-03-07,10.25
1995-03-08,10.125
1995-03-09,10.625
1995-03-10,10.25
1995-03-13,10.6875
1995-03-14,10.8125
1995-03-15,10.875
1995-03-16,10.75
1995-03-17,10.75
1995-03-20,10.875
1995-03-21,10.875
1995-03-22,10.8125
1995-03-23,10.625
1995-03-24,10.5
1995-03-27,10.8125
1995-03-28,10.6875
1995-03-29,10.8125
1995-03-30,10.875
1995-03-31,12.375
1995-04-03,12.3125
1995-04-04,13.0
1995-04-05,13.1875
1995-04-06,13.125
1995-04-07,13.125
1995-04-10,13.375
1995-04-11,13.125
1995-04-12,13.4375
1995-04-13,13.8125
1995-04-17,14.0
1995-04-18,14.125
1995-04-19,14.375
1995-04-20,14.875
1995-04-21,14.75
1995-04-24,14.6875
1995-04-25,14.5
1995-04-26,14.1875
1995-04-27,14.1875
1995-04-28,14.0625
1995-05-01,14.0
1995-05-02,14.0
1995-05-03,14.625
1995-05-04,14.0625
1995-05-05,14.375
1995-05-08,14.625
1995-05-09,14.25
1995-05-10,14.5625
1995-05-11,14.75
1995-05-12,14.4375
1995-05-15,14.9375
1995-05-16,14.9375
1995-05-17,14.5625
1995-05-18,14.8125
1995-05-19,14.625
1995-05-22,14.5
1995-05-23,14.5625
1995-05-24,14.4375
1995-05-25,14.5
1995-05-26,14.375
1995-05-30,14.3125
1995-05-31,14.5625
1995-06-01,14.625
1995-06-02,14.625
1995-06-05,14.625
1995-06-06,14.625
1995-06-07,14.625
1995-06-08,14.5625
1995-06-09,14.875
1995-06-12,14.875
1995-06-13,7.75
1995-06-14,8.625
1995-06-15,8.75
1995-06-16,9.0625
1995-06-19,8.6875
1995-06-20,8.25
1995-06-21,8.125
1995-06-22,8.1875
1995-06-23,8.0625
1995-06-26,8.1875
1995-06-27,8.25
1995-06-28,8.375
1995-06-29,8.0
1995-06-30,7.8125
1995-07-03,8.0
1995-07-05,8.0625
1995-07-06,8.0625
1995-07-07,8.1875
1995-07-10,8.0625
1995-07-11,8.1875
1995-07-12,7.875
1995-07-13,7.875
1995-07-14,8.0
1995-07-17,8.0
1995-07-18,7.875
1995-07-19,7.875
1995-07-20,7.9375
1995-07-21,7.9375
1995-07-24,7.75
1995-07-25,7.90625
1995-07-26,7.75
1995-07-27,8.1875
1995-07-28,8.375
1995-07-31,8.0625
1995-08-01,7.8125
1995-08-02,7.625
1995-08-03,7.5625
1995-08-04,7.5625
1995-08-07,7.5625
1995-08-08,7.3125
1995-08-09,7.5
1995-08-10,7.3125
1995-08-11,7.5
1995-08-14,7.625
1995-08-15,7.6875
1995-08-16,7.625
1995-08-17,7.6875
1995-08-18,7.65625
1995-08-21,7.5
1995-08-22,7.5
1995-08-23,7.625
1995-08-24,7.40625
1995-08-25,7.375
1995-08-28,7.375
1995-08-29,7.46875
1995-08-30,7.375
1995-08-31,7.375
1995-09-01,7.5
1995-09-05,7.5
1995-09-06,7.1875
1995-09-07,7.375
1995-09-08,7.375
1995-09-11,7.4375
1995-09-12,7.1875
1995-09-13,7.1875
1995-09-14,7.4375
1995-09-15,7.1875
1995-09-18,7.1875
1995-09-19,7.1875
1995-09-20,7.125
1995-09-21,7.0
1995-09-22,7.125
1995-09-25,6.875
1995-09-26,7.0
1995-09-27,6.75
1995-09-28,6.8125
1995-09-29,6.8125
1995-10-02,6.75
1995-10-03,6.625
1995-10-04,6.6875
1995-10-05,6.5625
1995-10-06,6.5625
1995-10-09,6.5
1995-10-10,6.3125
1995-10-11,6.3125
1995-10-12,6.625
1995-10-13,6.84375
1995-10-16,6.84375
1995-10-17,6.625
1995-10-18,6.84375
1995-10-19,6.625
1995-10-20,6.875
1995-10-23,6.875
1995-10-24,6.75
1995-10-25,6.6875
1995-10-26,6.1875
1995-10-27,6.3125
1995-10-30,6.3125
1995-10-31,6.125
1995-11-01,6.25
1995-11-02,6.125
1995-11-03,6.25
1995-11-06,6.125
1995-11-07,6.125
1995-11-08,6.25
1995-11-09,6.3125
1995-11-10,6.25
1995-11-13,6.3125
1995-11-14,6.3125
1995-11-15,6.3125
1995-11-16,6.1875
1995-11-17,6.3125
1995-11-20,6.1875
1995-11-21,6.3125
1995-11-22,6.0625
1995-11-24,6.0625
1995-11-27,6.25
1995-11-28,6.0
1995-11-29,6.125
1995-11-30,6.125
1995-12-01,6.0
1995-12-04,6.0
1995-12-05,6.0
1995-12-06,5.75
1995-12-07,5.8125
1995-12-08,5.8125
1995-12-11,5.6875
1995-12-12,5.4375
1995-12-13,5.65625
1995-12-14,5.8125
1995-12-15,5.625
1995-12-18,5.625
1995-12-19,5.625
1995-12-20,5.625
1995-12-21,5.75
1995-12-22,5.75
1995-12-26,5.921875
1995-12-27,5.75
1995-12-28,5.875
1995-12-29,6.25
1996-01-02,6.25
1996-01-03,6.25
1996-01-04,6.25
1996-01-05,6.25
1996-01-08,6.25
1996-01-09,6.25
1996-01-10,6.25
1996-01-11,6.0625
1996-01-12,6.25
1996-01-15,6.0625
1996-01-16,6.0
1996-01-17,5.84375
1996-01-18,6.0
1996-01-19,6.0
1996-01-22,6.0
1996-01-23,6.0
1996-01-24,6.0625
1996-01-25,5.8125
1996-01-26,6.1875
1996-01-29,6.1875
1996-01-30,6.375
1996-01-31,6.375
1996-02-01,6.375
1996-02-02,6.375
1996-02-05,6.125
1996-02-06,6.15625
1996-02-07,6.5
1996-02-08,6.625
1996-02-09,6.6875
1996-02-12,6.5625
1996-02-13,6.65625
1996-02-14,6.5
1996-02-15,6.5
1996-02-16,6.6875
1996-02-20,6.59375
1996-02-21,6.6875
1996-02-22,6.5
1996-02-23,6.6875
1996-02-26,6.6875
1996-02-27,6.6875
1996-02-28,6.6875
1996-02-29,6.4375
1996-03-01,6.4375
1996-03-04,6.4375
1996-03-05,6.375
1996-03-06,6.25
1996-03-07,6.1875
1996-03-08,6.25
1996-03-11,6.25
1996-03-12,6.25
1996-03-13,6.4375
1996-03-14,6.1875
1996-03-15,6.375
1996-03-18,6.253906
1996-03-19,6.375
1996-03-20,6.375
1996-03-21,6.6875
1996-03-22,6.6875
1996-03-25,6.5625
1996-03-26,6.5625
1996-03-27,6.75
1996-03-28,6.5625
1996-03-29,6.5625
1996-04-01,6.71875
1996-04-02,6.75
1996-04-03,6.75
1996-04-04,6.59375
1996-04-08,6.625
1996-04-09,6.8125
1996-04-10,6.9375
1996-04-11,6.75
1996-04-12,6.6875
1996-04-15,6.5625
1996-04-16,6.625
1996-04-17,6.5
1996-04-18,6.5
1996-04-19,6.5625
1996-04-22,6.75
1996-04-23,6.75
1996-04-24,6.625
1996-04-25,6.75
1996-04-26,6.625
1996-04-29,6.75
1996-04-30,6.75
1996-05-01,6.625
1996-05-02,6.625
1996-05-03,6.5625
1996-05-06,6.75
1996-05-07,6.75
1996-05-08,6.75
1996-05-09,6.8125
1996-05-10,6.625
1996-05-13,6.625
1996-05-14,6.84375
1996-05-15,6.84375
1996-05-16,6.6875
1996-05-17,7.0625
1996-05-20,7.0
1996-05-21,7.0
1996-05-22,7.1875
1996-05-23,7.0
1996-05-24,7.1875
1996-05-28,7.125
1996-05-29,7.0
1996-05-30,7.0625
1996-05-31,6.9375
1996-06-03,6.9375
1996-06-04,6.96875
1996-06-05,6.875
1996-06-06,6.9375
1996-06-07,7.0625
1996-06-10,7.0
1996-06-11,6.96875
1996-06-12,7.0
1996-06-13,7.0
1996-06-14,7.0625
1996-06-17,7.25
1996-06-18,7.0625
1996-06-19,7.25
1996-06-20,7.15625
1996-06-21,7.5
1996-06-24,7.9375
1996-06-25,7.8125
1996-06-26,8.0
1996-06-27,8.3125
1996-06-28,8.8125
1996-07-01,8.5
1996-07-02,8.3125
1996-07-03,8.4375
1996-07-05,8.3125
1996-07-08,8.25
1996-07-09,8.4375
1996-07-10,8.1875
1996-07-11,8.1875
1996-07-12,8.1875
1996-07-15,8.1875
1996-07-16,7.9375
1996-07-17,8.125
1996-07-18,7.875
1996-07-19,7.875
1996-07-22,7.875
1996-07-23,7.8125
1996-07-24,7.75
1996-07-25,7.6875
1996-07-26,7.75
1996-07-29,7.6875
1996-07-30,7.75
1996-07-31,7.75
1996-08-01,7.75
1996-08-02,7.8125
1996-08-05,7.8125
1996-08-06,8.0
1996-08-07,8.1875
1996-08-08,8.125
1996-08-09,8.375
1996-08-12,8.125
1996-08-13,8.1875
1996-08-14,8.125
1996-08-15,8.25
1996-08-16,8.25
1996-08-19,8.25
1996-08-20,8.1875
1996-08-21,8.0
1996-08-22,8.0625
1996-08-23,7.8125
1996-08-26,7.8125
1996-08-27,7.8125
1996-08-28,7.75
1996-08-29,7.6875
1996-08-30,7.6875
1996-09-03,7.4375
1996-09-04,7.4375
1996-09-05,7.4375
1996-09-06,7.4375
1996-09-09,7.5625
1996-09-10,7.40625
1996-09-11,7.40625
1996-09-12,7.375
1996-09-13,7.3125
1996-09-16,7.3125
1996-09-17,7.625
1996-09-18,7.375
1996-09-19,7.5625
1996-09-20,7.75
1996-09-23,7.625
1996-09-24,7.5
1996-09-25,7.5
1996-09-26,7.5
1996-09-27,7.625
1996-09-30,7.5
1996-10-01,7.5
1996-10-02,7.5
1996-10-03,7.5
1996-10-04,7.5
1996-10-07,7.3125
1996-10-08,7.1875
1996-10-09,7.21875
1996-10-10,7.28125
1996-10-11,7.34375
1996-10-14,7.4375
1996-10-15,7.5
1996-10-16,7.3125
1996-10-17,7.3125
1996-10-18,7.3125
1996-10-21,7.3125
1996-10-22,7.25
1996-10-23,7.1875
1996-10-24,6.875
1996-10-25,6.96875
1996-10-28,7.0625
1996-10-29,7.0625
1996-10-30,7.0625
1996-10-31,6.9375
1996-11-01,7.0
1996-11-04,7.0625
1996-11-05,7.078125
1996-11-06,7.125
1996-11-07,7.25
1996-11-08,7.1875
1996-11-11,7.3125
1996-11-12,7.25
1996-11-13,7.1875
1996-11-14,7.25
1996-11-15,7.25
1996-11-18,7.1875
1996-11-19,7.25
1996-11-20,7.1875
1996-11-21,7.28125
1996-11-22,7.1875
1996-11-25,7.625
1996-11-26,7.6875
1996-11-27,7.8125
1996-11-29,8.0
1996-12-02,8.25
1996-12-03,8.125
1996-12-04,8.3125
1996-12-05,8.25
1996-12-06,8.0
1996-12-09,8.0
1996-12-10,8.0625
1996-12-11,8.09375
1996-12-12,8.0
1996-12-13,7.8125
1996-12-16,7.859375
1996-12-17,7.59375
1996-12-18,7.375
1996-12-19,7.4375
1996-12-20,7.5625
1996-12-23,7.6875
1996-12-24,7.6875
1996-12-26,7.8125
1996-12-27,7.9375
1996-12-30,7.9375
1996-12-31,8.21875
1997-01-02,8.0
1997-01-03,7.875
1997-01-06,8.0625
1997-01-07,8.25
1997-01-08,8.5
1997-01-09,8.625
1997-01-10,8.6875
1997-01-13,8.5
1997-01-14,8.5
1997-01-15,8.21875
1997-01-16,8.1875
1997-01-17,8.28125
1997-01-20,8.4375
1997-01-21,8.65625
1997-01-22,8.75
1997-01-23,8.5
1997-01-24,8.5
1997-01-27,8.25
1997-01-28,8.125
1997-01-29,8.375
1997-01-30,8.5625
1997-01-31,8.4375
1997-02-03,8.4375
1997-02-04,8.3125
1997-02-05,8.5
1997-02-06,8.53125
1997-02-07,8.4375
1997-02-10,8.625
1997-02-11,8.75
1997-02-12,8.5
1997-02-13,8.625
1997-02-14,8.625
1997-02-18,8.625
1997-02-19,8.75
1997-02-20,9.125
1997-02-21,8.9375
1997-02-24,9.1875
1997-02-25,9.0
1997-02-26,9.0
1997-02-27,9.1875
1997-02-28,9.09375
1997-03-03,9.0
1997-03-04,9.0625
1997-03-05,9.0625
1997-03-06,9.0625
1997-03-07,9.0625
1997-03-10,9.0625
1997-03-11,9.1875
1997-03-12,9.15625
1997-03-13,9.3125
1997-03-14,9.15625
1997-03-17,9.0625
1997-03-18,9.0625
1997-03-19,9.09375
1997-03-20,9.125
1997-03-21,9.25
1997-03-24,9.21875
1997-03-25,9.0625
1997-03-26,9.3125
1997-03-27,9.3125
1997-03-31,9.125
1997-04-01,9.1875
1997-04-02,9.0625
1997-04-03,9.078125
1997-04-04,9.125
1997-04-07,9.0625
1997-04-08,9.09375
1997-04-09,9.25
1997-04-10,9.125
1997-04-11,9.3125
1997-04-14,9.25
1997-04-15,9.5
1997-04-16,9.40625
1997-04-17,9.5
1997-04-18,9.875
1997-04-21,9.75
1997-04-22,9.5625
1997-04-23,9.5625
1997-04-24,9.5625
1997-04-25,9.5625
1997-04-28,9.5625
1997-04-29,9.5625
1997-04-30,9.625
1997-05-01,9.75
1997-05-02,9.875
1997-05-05,9.6875
1997-05-06,9.75
1997-05-07,9.8125
1997-05-08,9.6875
1997-05-09,9.5625
1997-05-12,9.75
1997-05-13,9.5625
1997-05-14,9.75
1997-05-15,9.5625
1997-05-16,9.640625
1997-05-19,9.6875
1997-05-20,9.75
1997-05-21,9.75
1997-05-22,9.5625
1997-05-23,9.6875
1997-05-27,9.4375
1997-05-28,9.65625
1997-05-29,9.65625
1997-05-30,9.78125
1997-06-02,9.75
1997-06-03,9.734375
1997-06-04,9.78125
1997-06-05,9.78125
1997-06-06,9.78125
1997-06-09,9.9375
1997-06-10,9.8125
1997-06-11,9.84375
1997-06-12,9.9375
1997-06-13,10.0
1997-06-16,10.34375
1997-06-17,10.03125
1997-06-18,10.125
1997-06-19,10.125
1997-06-20,9.75
1997-06-23,9.8125
1997-06-24,9.625
1997-06-25,9.53125
1997-06-26,9.125
1997-06-27,8.75
1997-06-30,8.75
1997-07-01,9.28125
1997-07-02,9.078125
1997-07-03,9.15625
1997-07-07,9.0625
1997-07-08,9.09375
1997-07-09,9.09375
1997-07-10,9.15625
1997-07-11,9.28125
1997-07-14,9.40625
1997-07-15,9.375
1997-07-16,9.375
1997-07-17,9.25
1997-07-18,9.0625
1997-07-21,9.1875
1997-07-22,9.1875
1997-07-23,9.40625
1997-07-24,9.46875
1997-07-25,9.6875
1997-07-28,9.6875
1997-07-29,9.9375
1997-07-30,9.875
1997-07-31,10.03125
1997-08-01,10.03125
1997-08-04,9.90625
1997-08-05,9.8125
1997-08-06,10.0
1997-08-07,10.0
1997-08-08,9.75
1997-08-11,9.8125
1997-08-12,9.78125
1997-08-13,9.6875
1997-08-14,9.75
1997-08-15,9.625
1997-08-18,9.5
1997-08-19,9.65625
1997-08-20,9.59375
1997-08-21,9.78125
1997-08-22,9.5
1997-08-25,9.5
1997-08-26,9.5625
1997-08-27,9.5
1997-08-28,9.625
1997-08-29,9.625
1997-09-02,9.6875
1997-09-03,9.75
1997-09-04,9.90625
1997-09-05,9.921875
1997-09-08,10.03125
1997-09-09,10.21875
1997-09-10,10.25
1997-09-11,10.1875
1997-09-12,10.375
1997-09-15,10.5
1997-09-16,10.5
1997-09-17,10.5
1997-09-18,10.4375
1997-09-19,10.375
1997-09-22,10.28125
1997-09-23,10.25
1997-09-24,10.3125
1997-09-25,10.3125
1997-09-26,10.4375
1997-09-29,10.28125
1997-09-30,10.53125
1997-10-01,10.53125
1997-10-02,10.375
1997-10-03,10.34375
1997-10-06,10.4375
1997-10-07,10.375
1997-10-08,10.5
1997-10-09,10.25
1997-10-10,10.25
1997-10-13,10.1875
1997-10-14,10.21875
1997-10-15,10.0625
1997-10-16,10.0625
1997-10-17,9.8125
1997-10-20,9.84375
1997-10-21,9.8125
1997-10-22,9.84375
1997-10-23,9.8125
1997-10-24,10.0
1997-10-27,9.75
1997-10-28,9.46875
1997-10-29,9.625
1997-10-30,9.5625
1997-10-31,9.4375
1997-11-03,9.65625
1997-11-04,9.6875
1997-11-05,9.75
1997-11-06,9.75
1997-11-07,9.640625
1997-11-10,9.5
1997-11-11,9.53125
1997-11-12,9.5
1997-11-13,9.59375
1997-11-14,9.8125
1997-11-17,9.75
1997-11-18,9.625
1997-11-19,9.5625
1997-11-20,9.625
1997-11-21,9.75
1997-11-24,9.75
1997-11-25,9.75
1997-11-26,9.625
1997-11-28,9.4375
1997-12-01,9.71875
1997-12-02,9.8125
1997-12-03,9.875
1997-12-04,9.90625
1997-12-05,9.84375
1997-12-08,9.90625
1997-12-09,9.9375
1997-12-10,9.78125
1997-12-11,9.625
1997-12-12,9.5
1997-12-15,9.4375
1997-12-16,9.5625
1997-12-17,9.5625
1997-12-18,9.5
1997-12-19,9.4375
1997-12-22,9.5
1997-12-23,9.5
1997-12-24,9.40625
1997-12-26,9.53125
1997-12-29,9.5
1997-12-30,9.53125
1997-12-31,9.75
1998-01-02,9.5
1998-01-05,9.4375
1998-01-06,9.5625
1998-01-07,9.53125
1998-01-08,9.5
1998-01-09,9.40625
1998-01-12,8.9375
1998-01-13,9.125
1998-01-14,8.96875
1998-01-15,8.984375
1998-01-16,9.0625
1998-01-20,9.125
1998-01-21,9.15625
1998-01-22,9.03125
1998-01-23,9.0
1998-01-26,9.0
1998-01-27,9.15625
1998-01-28,9.0
1998-01-29,9.1875
1998-01-30,9.1875
1998-02-02,9.3125
1998-02-03,9.4375
1998-02-04,9.25
1998-02-05,9.21875
1998-02-06,9.28125
1998-02-09,9.34375
1998-02-10,9.625
1998-02-11,9.59375
1998-02-12,10.0
1998-02-13,10.03125
1998-02-17,9.953125
1998-02-18,9.9375
1998-02-19,9.78125
1998-02-20,9.625
1998-02-23,9.46875
1998-02-24,9.46875
1998-02-25,9.4375
1998-02-26,9.46875
1998-02-27,9.5
1998-03-02,9.65625
1998-03-03,9.5
1998-03-04,9.59375
1998-03-05,9.875
1998-03-06,10.8125
1998-03-09,11.5
1998-03-10,11.375
1998-03-11,11.03125
1998-03-12,10.875
1998-03-13,11.0625
1998-03-16,10.9375
1998-03-17,10.8125
1998-03-18,10.78125
1998-03-19,10.90625
1998-03-20,10.796875
1998-03-23,10.75
1998-03-24,11.0625
1998-03-25,11.53125
1998-03-26,11.5625
1998-03-27,11.3125
1998-03-30,11.3125
1998-03-31,11.40625
1998-04-01,11.3125
1998-04-02,11.53125
1998-04-03,11.6875
1998-04-06,11.40625
1998-04-07,11.453125
1998-04-08,11.546875
1998-04-09,11.40625
1998-04-13,11.59375
1998-04-14,11.40625
1998-04-15,11.5
1998-04-16,11.5625
1998-04-17,11.875
1998-04-20,11.875
1998-04-21,12.1875
1998-04-22,12.21875
1998-04-23,12.1875
1998-04-24,12.25
1998-04-27,12.0
1998-04-28,12.0625
1998-04-29,11.84375
1998-04-30,11.8125
1998-05-01,11.96875
1998-05-04,11.8125
1998-05-05,11.625
1998-05-06,11.75
1998-05-07,11.6875
1998-05-08,11.734375
1998-05-11,11.65625
1998-05-12,11.484375
1998-05-13,11.34375
1998-05-14,11.3125
1998-05-15,11.40625
1998-05-18,11.484375
1998-05-19,11.5625
1998-05-20,11.59375
1998-05-21,11.46875
1998-05-22,11.375
1998-05-26,11.1875
1998-05-27,11.375
1998-05-28,11.359375
1998-05-29,11.21875
1998-06-01,11.125
1998-06-02,11.15625
1998-06-03,10.875
1998-06-04,11.03125
1998-06-05,11.015625
1998-06-08,11.03125
1998-06-09,11.046875
1998-06-10,10.96875
1998-06-11,10.84375
1998-06-12,10.5625
1998-06-15,10.34375
1998-06-16,10.71875
1998-06-17,10.875
1998-06-18,10.9375
1998-06-19,10.25
1998-06-22,10.125
1998-06-23,10.34375
1998-06-24,10.4375
1998-06-25,10.375
1998-06-26,10.625
1998-06-29,11.0625
1998-06-30,11.0625
1998-07-01,10.875
1998-07-02,10.9375
1998-07-06,11.125
1998-07-07,12.25
1998-07-08,12.25
1998-07-09,12.25
1998-07-10,12.0
1998-07-13,12.09375
1998-07-14,12.3125
1998-07-15,12.125
1998-07-16,12.4375
1998-07-17,12.3125
1998-07-20,12.375
1998-07-21,11.8125
1998-07-22,11.5
1998-07-23,11.125
1998-07-24,11.0
1998-07-27,10.875
1998-07-28,11.0625
1998-07-29,11.1875
1998-07-30,11.125
1998-07-31,11.125
1998-08-03,11.25
1998-08-04,10.5
1998-08-05,10.5
1998-08-06,12.0
1998-08-07,11.0
1998-08-10,10.6875
1998-08-11,10.8125
1998-08-12,10.6875
1998-08-13,10.78125
1998-08-14,10.5625
1998-08-17,10.875
1998-08-18,10.875
1998-08-19,10.75
1998-08-20,10.75
1998-08-21,10.3125
1998-08-24,10.3125
1998-08-25,10.03125
1998-08-26,9.375
1998-08-27,8.875
1998-08-28,8.5
1998-08-31,8.75
1998-09-01,8.9375
1998-09-02,9.0625
1998-09-03,9.0
1998-09-04,8.9375
1998-09-08,10.0625
1998-09-09,9.1875
1998-09-10,9.03125
1998-09-11,9.25
1998-09-14,9.0
1998-09-15,8.8125
1998-09-16,8.9375
1998-09-17,9.125
1998-09-18,10.0
1998-09-21,9.75
1998-09-22,9.3125
1998-09-23,11.125
1998-09-24,11.1875
1998-09-25,10.9375
1998-09-28,10.9375
1998-09-29,10.84375
1998-09-30,11.625
1998-10-01,10.1875
1998-10-02,10.625
1998-10-05,10.4375
1998-10-06,10.0
1998-10-07,10.125
1998-10-08,10.03125
1998-10-09,10.3125
1998-10-12,10.5
1998-10-13,10.3125
1998-10-14,9.6875
1998-10-15,10.5
1998-10-16,10.5
1998-10-19,10.375
1998-10-20,10.375
1998-10-21,10.71875
1998-10-22,10.78125
1998-10-23,10.5
1998-10-26,10.875
1998-10-27,10.75
1998-10-28,10.71875
1998-10-29,10.6875
1998-10-30,10.96875
1998-11-02,11.09375
1998-11-03,11.203125
1998-11-04,11.5
1998-11-05,11.25
1998-11-06,11.375
1998-11-09,11.40625
1998-11-10,11.1875
1998-11-11,11.21875
1998-11-12,11.34375
1998-11-13,11.625
1998-11-16,11.875
1998-11-17,11.5
1998-11-18,11.34375
1998-11-19,11.28125
1998-11-20,11.4375
1998-11-23,11.28125
1998-11-24,11.34375
1998-11-25,11.75
1998-11-27,11.8125
1998-11-30,11.75
1998-12-01,11.6875
1998-12-02,11.5625
1998-12-03,11.5625
1998-12-04,11.25
1998-12-07,11.625
1998-12-08,11.875
1998-12-09,11.875
1998-12-10,11.875
1998-12-11,11.53125
1998-12-14,11.25
1998-12-15,11.4375
1998-12-16,11.71875
1998-12-17,11.59375
1998-12-18,11.21875
1998-12-21,11.09375
1998-12-22,11.0625
1998-12-23,10.75
1998-12-24,10.8125
1998-12-28,11.3125
1998-12-29,10.96875
1998-12-30,11.125
1998-12-31,11.125
1999-01-04,11.375
1999-01-05,10.96875
1999-01-06,11.25
1999-01-07,11.0625
1999-01-08,11.5625
1999-01-11,11.3125
1999-01-12,11.5
1999-01-13,11.46875
1999-01-14,11.375
1999-01-15,11.21875
1999-01-19,11.28125
1999-01-20,11.0625
1999-01-21,10.875
1999-01-22,11.15625
1999-01-25,11.0
1999-01-26,11.03125
1999-01-27,11.0
