Date,LBTYK
2006-05-15,10.965
2006-05-16,11.385
2006-05-17,11.355
2006-05-18,11.435
2006-05-19,11.42
2006-05-22,11.32
2006-05-23,11.18
2006-05-24,11.04
2006-05-25,11.105
2006-05-26,11.26
2006-05-30,11.1
2006-05-31,11.08
2006-06-01,11.345
2006-06-02,11.26
2006-06-05,11.18
2006-06-06,11.155
2006-06-07,11.41
2006-06-08,11.47
2006-06-09,11.53
2006-06-12,11.255
2006-06-13,11.215
2006-06-14,10.995
2006-06-15,11.32
2006-06-16,11.075
2006-06-19,11.21
2006-06-20,11.085
2006-06-21,11.18
2006-06-22,10.79
2006-06-23,10.84
2006-06-26,10.745
2006-06-27,10.415
2006-06-28,10.35
2006-06-29,10.34
2006-06-30,10.285
2006-07-03,10.375
2006-07-05,10.325
2006-07-06,10.37
2006-07-07,10.41
2006-07-10,10.415
2006-07-11,10.385
2006-07-12,10.29
2006-07-13,10.265
2006-07-14,10.24
2006-07-17,10.285
2006-07-18,10.275
2006-07-19,10.245
2006-07-20,10.34
2006-07-21,10.195
2006-07-24,10.33
2006-07-25,10.1
2006-07-26,10.08
2006-07-27,10.37
2006-07-28,10.525
2006-07-31,10.59
2006-08-01,10.52
2006-08-02,10.72
2006-08-03,10.76
2006-08-04,10.815
2006-08-07,10.84
2006-08-08,10.88
2006-08-09,10.92
2006-08-10,11.365
2006-08-11,11.34
2006-08-14,11.435
2006-08-15,11.585
2006-08-16,11.66
2006-08-17,11.51
2006-08-18,11.39
2006-08-21,11.46
2006-08-22,11.53
2006-08-23,11.535
2006-08-24,11.58
2006-08-25,11.605
2006-08-28,11.62
2006-08-29,11.56
2006-08-30,11.57
2006-08-31,11.54
2006-09-01,11.635
2006-09-05,11.825
2006-09-06,11.83
2006-09-07,11.93
2006-09-08,11.9
2006-09-11,12.245
2006-09-12,12.255
2006-09-13,12.125
2006-09-14,12.26
2006-09-15,12.485
2006-09-18,12.48
2006-09-19,12.44
2006-09-20,12.55
2006-09-21,12.48
2006-09-22,12.535
2006-09-25,12.555
2006-09-26,12.555
2006-09-27,12.54
2006-09-28,12.49
2006-09-29,12.53
2006-10-02,12.495
2006-10-03,12.535
2006-10-04,12.6
2006-10-05,12.715
2006-10-06,12.785
2006-10-09,12.85
2006-10-10,12.84
2006-10-11,12.685
2006-10-12,12.805
2006-10-13,12.785
2006-10-16,12.735
2006-10-17,12.615
2006-10-18,12.755
2006-10-19,12.74
2006-10-20,12.645
2006-10-23,12.535
2006-10-24,12.425
2006-10-25,12.25
2006-10-26,12.745
2006-10-27,12.76
2006-10-30,12.53
2006-10-31,12.715
2006-11-01,12.52
2006-11-02,12.66
2006-11-03,12.53
2006-11-06,12.74
2006-11-07,12.835
2006-11-08,12.905
2006-11-09,13.125
2006-11-10,13.26
2006-11-13,13.225
2006-11-14,13.175
2006-11-15,13.295
2006-11-16,13.28
2006-11-17,13.125
2006-11-20,13.06
2006-11-21,12.88
2006-11-22,13.03
2006-11-24,12.905
2006-11-27,12.885
2006-11-28,12.895
2006-11-29,13.25
2006-11-30,13.08
2006-12-01,13.29
2006-12-04,13.415
2006-12-05,13.49
2006-12-06,13.575
2006-12-07,13.48
2006-12-08,13.72
2006-12-11,13.74
2006-12-12,13.85
2006-12-13,13.89
2006-12-14,13.91
2006-12-15,13.755
2006-12-18,13.83
2006-12-19,13.655
2006-12-20,13.625
2006-12-21,13.735
2006-12-22,13.84
2006-12-26,13.895
2006-12-27,13.98
2006-12-28,13.925
2006-12-29,14.0
2007-01-03,14.155
2007-01-04,14.04
2007-01-05,14.02
2007-01-08,14.155
2007-01-09,14.26
2007-01-10,14.51
2007-01-11,14.465
2007-01-12,14.41
2007-01-16,14.5
2007-01-17,14.52
2007-01-18,14.6
2007-01-19,14.565
2007-01-22,14.585
2007-01-23,14.715
2007-01-24,14.68
2007-01-25,14.425
2007-01-26,14.16
2007-01-29,14.05
2007-01-30,14.15
2007-01-31,14.115
2007-02-01,14.095
2007-02-02,14.165
2007-02-05,14.315
2007-02-06,14.33
2007-02-07,14.26
2007-02-08,14.245
2007-02-09,14.075
2007-02-12,13.92
2007-02-13,14.06
2007-02-14,14.24
2007-02-15,14.18
2007-02-16,14.17
2007-02-20,14.35
2007-02-21,14.335
2007-02-22,14.265
2007-02-23,14.15
2007-02-26,14.16
2007-02-27,13.745
2007-02-28,13.63
2007-03-01,14.205
2007-03-02,14.39
2007-03-05,14.06
2007-03-06,14.295
2007-03-07,14.34
2007-03-08,14.485
2007-03-09,14.345
2007-03-12,14.535
2007-03-13,14.415
2007-03-14,14.25
2007-03-15,14.585
2007-03-16,14.475
2007-03-19,14.65
2007-03-20,14.965
2007-03-21,15.105
2007-03-22,15.185
2007-03-23,15.075
2007-03-26,15.14
2007-03-27,15.21
2007-03-28,15.185
2007-03-29,15.15
2007-03-30,15.32
2007-04-02,15.57
2007-04-03,15.915
2007-04-04,16.125
2007-04-05,16.385
2007-04-09,16.475
2007-04-10,16.495001000000002
2007-04-11,16.375
2007-04-12,16.5
2007-04-13,16.450001
2007-04-16,16.540001
2007-04-17,16.434998999999998
2007-04-18,16.455
2007-04-19,16.35
2007-04-20,16.465
2007-04-23,16.485001
2007-04-24,16.525
2007-04-25,17.200001
2007-04-26,17.1
2007-04-27,16.805
2007-04-30,16.705
2007-05-01,16.99
2007-05-02,17.184998999999998
2007-05-03,17.205
2007-05-04,17.245001000000002
2007-05-07,17.555
2007-05-08,17.610001
2007-05-09,17.334999
2007-05-10,17.365
2007-05-11,17.665001
2007-05-14,17.655001000000002
2007-05-15,17.584999
2007-05-16,17.700001
2007-05-17,17.68
2007-05-18,17.780001000000002
2007-05-21,17.924999
2007-05-22,17.875
2007-05-23,17.860001
2007-05-24,17.799999
2007-05-25,17.775
2007-05-29,17.639999
2007-05-30,17.9
2007-05-31,17.875
2007-06-01,18.254998999999998
2007-06-04,18.34
2007-06-05,18.07
2007-06-06,17.735001
2007-06-07,17.504998999999998
2007-06-08,17.51
2007-06-11,17.795
2007-06-12,18.049999
2007-06-13,18.735001
2007-06-14,18.934998999999998
2007-06-15,18.620001000000002
2007-06-18,18.705
2007-06-19,18.754998999999998
2007-06-20,18.754998999999998
2007-06-21,19.434998999999998
2007-06-22,19.190001000000002
2007-06-25,19.245001000000002
2007-06-26,19.5
2007-06-27,19.690001000000002
2007-06-28,19.555
2007-06-29,19.65
2007-07-02,19.99
2007-07-03,19.975
2007-07-05,20.205
2007-07-06,20.32
2007-07-09,20.715
2007-07-10,20.575001
2007-07-11,20.75
2007-07-12,20.895
2007-07-13,21.155001000000002
2007-07-16,21.184998999999998
2007-07-17,21.245001000000002
2007-07-18,21.245001000000002
2007-07-19,21.24
2007-07-20,20.785
2007-07-23,20.82
2007-07-24,20.43
2007-07-25,20.190001000000002
2007-07-26,19.385
2007-07-27,19.35
2007-07-30,19.540001
2007-07-31,19.92
2007-08-01,19.905001000000002
2007-08-02,19.945
2007-08-03,20.655001000000002
2007-08-06,20.434998999999998
2007-08-07,20.540001
2007-08-08,20.469998999999998
2007-08-09,19.375
2007-08-10,19.235001
2007-08-13,19.865
2007-08-14,19.924999
2007-08-15,19.709999
2007-08-16,18.504998999999998
2007-08-17,18.875
2007-08-20,18.9
2007-08-21,19.08
2007-08-22,19.5
2007-08-23,19.375
2007-08-24,19.540001
2007-08-27,19.35
2007-08-28,18.91
2007-08-29,19.16
2007-08-30,19.379998999999998
2007-08-31,19.725
2007-09-04,19.995001000000002
2007-09-05,20.02
2007-09-06,19.93
2007-09-07,19.860001
2007-09-10,20.254998999999998
2007-09-11,19.58
2007-09-12,19.485001
2007-09-13,19.58
2007-09-14,19.995001000000002
2007-09-17,19.99
2007-09-18,20.495001000000002
2007-09-19,20.065001000000002
2007-09-20,20.02
2007-09-21,20.08
2007-09-24,20.02
2007-09-25,19.870001000000002
2007-09-26,19.950001
2007-09-27,19.775
2007-09-28,19.33
2007-10-01,19.66
2007-10-02,19.59
2007-10-03,19.545
2007-10-04,19.719998999999998
2007-10-05,19.855
2007-10-08,19.719998999999998
2007-10-09,19.700001
2007-10-10,19.75
2007-10-11,19.525
2007-10-12,19.745001000000002
2007-10-15,19.584999
2007-10-16,19.459999
2007-10-17,19.5
2007-10-18,19.485001
2007-10-19,18.809998999999998
2007-10-22,18.735001
2007-10-23,18.584999
2007-10-24,18.395
2007-10-25,18.075001
2007-10-26,18.1
2007-10-29,18.135
2007-10-30,18.09
2007-10-31,18.34
2007-11-01,18.620001000000002
2007-11-02,19.02
2007-11-05,19.1
2007-11-06,19.165001
2007-11-07,18.82
2007-11-08,18.475
2007-11-09,17.360001
2007-11-12,16.715
2007-11-13,17.115
2007-11-14,16.92
2007-11-15,17.059998999999998
2007-11-16,16.995001000000002
2007-11-19,17.135
2007-11-20,17.0
2007-11-21,17.045
2007-11-23,17.34
2007-11-26,17.709999
2007-11-27,18.139999
2007-11-28,18.535
2007-11-29,18.875
2007-11-30,19.125
2007-12-03,19.305
2007-12-04,19.26
2007-12-05,19.125
2007-12-06,19.004998999999998
2007-12-07,19.07
2007-12-10,19.235001
2007-12-11,18.879998999999998
2007-12-12,18.959999
2007-12-13,18.955
2007-12-14,18.655001000000002
2007-12-17,18.799999
2007-12-18,18.684998999999998
2007-12-19,18.67
2007-12-20,18.545
2007-12-21,18.440001000000002
2007-12-24,18.405001000000002
2007-12-26,18.52
2007-12-27,18.35
2007-12-28,18.309998999999998
2007-12-31,18.295
2008-01-02,18.174999
2008-01-03,18.065001000000002
2008-01-04,17.495001000000002
2008-01-07,17.495001000000002
2008-01-08,16.995001000000002
2008-01-09,17.215
2008-01-10,17.66
2008-01-11,17.790001
2008-01-14,18.08
2008-01-15,18.25
2008-01-16,18.965
2008-01-17,18.424999
2008-01-18,17.965
2008-01-22,17.379998999999998
2008-01-23,17.014999
2008-01-24,17.48
2008-01-25,17.075001
2008-01-28,17.915001
2008-01-29,18.280001000000002
2008-01-30,17.934998999999998
2008-01-31,18.6
2008-02-01,18.924999
2008-02-04,18.58
2008-02-05,18.235001
2008-02-06,17.6
2008-02-07,17.32
2008-02-08,17.245001000000002
2008-02-11,17.525
2008-02-12,17.315001000000002
2008-02-13,17.5
2008-02-14,17.615
2008-02-15,18.035
2008-02-19,17.6
2008-02-20,18.025
2008-02-21,17.4
2008-02-22,17.65
2008-02-25,17.495001000000002
2008-02-26,17.764999
2008-02-27,18.18
2008-02-28,18.4
2008-02-29,17.535
2008-03-03,17.405001000000002
2008-03-04,17.01
2008-03-05,17.290001
2008-03-06,17.09
2008-03-07,17.245001000000002
2008-03-10,16.74
2008-03-11,17.139999
2008-03-12,17.219998999999998
2008-03-13,17.17
2008-03-14,16.870001000000002
2008-03-17,16.5
2008-03-18,16.834999
2008-03-19,16.620001000000002
2008-03-20,16.48
2008-03-24,16.67
2008-03-25,16.955
2008-03-26,16.825001
2008-03-27,16.865
2008-03-28,15.995
2008-03-31,16.24
2008-04-01,16.605
2008-04-02,16.629998999999998
2008-04-03,16.735001
2008-04-04,16.715
2008-04-07,16.865
2008-04-08,16.879998999999998
2008-04-09,16.610001
2008-04-10,16.52
2008-04-11,16.415001
2008-04-14,15.975
2008-04-15,15.86
2008-04-16,16.395
2008-04-17,16.43
2008-04-18,16.450001
2008-04-21,16.5
2008-04-22,16.545
2008-04-23,16.514999
2008-04-24,16.455
2008-04-25,15.905
2008-04-28,15.955
2008-04-29,16.309998999999998
2008-04-30,16.6
2008-05-01,17.15
2008-05-02,17.25
2008-05-05,16.65
2008-05-06,16.799999
2008-05-07,17.115
2008-05-08,16.665001
2008-05-09,16.535
2008-05-12,16.575001
2008-05-13,16.610001
2008-05-14,16.530001000000002
2008-05-15,16.75
2008-05-16,16.665001
2008-05-19,16.615
2008-05-20,16.535
2008-05-21,16.440001000000002
2008-05-22,16.674999
2008-05-23,16.754998999999998
2008-05-27,16.905001000000002
2008-05-28,16.709999
2008-05-29,16.82
2008-05-30,16.889999
2008-06-02,16.9
2008-06-03,16.715
2008-06-04,17.075001
2008-06-05,17.16
2008-06-06,16.82
2008-06-09,16.620001000000002
2008-06-10,16.190001000000002
2008-06-11,15.89
2008-06-12,15.7
2008-06-13,16.215
2008-06-16,16.105
2008-06-17,15.905
2008-06-18,15.73
2008-06-19,15.515
2008-06-20,15.4
2008-06-23,15.19
2008-06-24,15.12
2008-06-25,15.475
2008-06-26,15.285
2008-06-27,15.225
2008-06-30,15.18
2008-07-01,14.9
2008-07-02,14.59
2008-07-03,14.71
2008-07-07,14.555
2008-07-08,14.515
2008-07-09,14.505
2008-07-10,14.48
2008-07-11,14.02
2008-07-14,14.015
2008-07-15,13.895
2008-07-16,14.255
2008-07-17,14.29
2008-07-18,14.23
2008-07-21,14.135
2008-07-22,13.98
2008-07-23,14.135
2008-07-24,13.77
2008-07-25,13.695
2008-07-28,13.295
2008-07-29,13.555
2008-07-30,13.47
2008-07-31,13.7
2008-08-01,13.605
2008-08-04,13.685
2008-08-05,14.175
2008-08-06,14.46
2008-08-07,14.46
2008-08-08,14.93
2008-08-11,15.395
2008-08-12,15.6
2008-08-13,15.56
2008-08-14,15.99
2008-08-15,16.17
2008-08-18,15.59
2008-08-19,15.385
2008-08-20,15.75
2008-08-21,15.75
2008-08-22,15.825
2008-08-25,15.64
2008-08-26,16.084999
2008-08-27,16.405001000000002
2008-08-28,16.690001000000002
2008-08-29,16.610001
2008-09-02,16.665001
2008-09-03,16.475
2008-09-04,16.075001
2008-09-05,15.91
2008-09-08,15.905
2008-09-09,15.355
2008-09-10,15.175
2008-09-11,15.245
2008-09-12,15.145
2008-09-15,14.555
2008-09-16,14.545
2008-09-17,13.75
2008-09-18,13.99
2008-09-19,14.245
2008-09-22,13.965
2008-09-23,14.03
2008-09-24,14.4
2008-09-25,14.525
2008-09-26,14.505
2008-09-29,13.22
2008-09-30,14.045
2008-10-01,14.06
2008-10-02,13.51
2008-10-03,13.305
2008-10-06,12.725
2008-10-07,11.445
2008-10-08,11.045
2008-10-09,10.595
2008-10-10,9.125
2008-10-13,10.07
2008-10-14,9.815
2008-10-15,8.635
2008-10-16,8.695
2008-10-17,8.855
2008-10-20,9.22
2008-10-21,8.825
2008-10-22,8.43
2008-10-23,7.73
2008-10-24,6.8
2008-10-27,5.98
2008-10-28,6.7
2008-10-29,7.025
2008-10-30,7.755
2008-10-31,8.08
2008-11-03,8.3
2008-11-04,8.58
2008-11-05,7.885
2008-11-06,7.435
2008-11-07,7.775
2008-11-10,7.51
2008-11-11,7.085
2008-11-12,6.82
2008-11-13,7.385
2008-11-14,6.935
2008-11-17,6.52
2008-11-18,6.495
2008-11-19,6.03
2008-11-20,5.285
2008-11-21,5.465
2008-11-24,6.255
2008-11-25,6.44
2008-11-26,6.58
2008-11-28,7.07
2008-12-01,5.6
2008-12-02,5.98
2008-12-03,6.105
2008-12-04,5.92
2008-12-05,5.995
2008-12-08,6.355
2008-12-09,6.355
2008-12-10,6.32
2008-12-11,6.17
2008-12-12,6.175
2008-12-15,5.875
2008-12-16,6.045
2008-12-17,6.03
2008-12-18,6.29
2008-12-19,6.545
2008-12-22,6.345
2008-12-23,6.695
2008-12-24,6.82
2008-12-26,7.175
2008-12-29,6.935
2008-12-30,7.23
2008-12-31,7.59
2009-01-02,8.16
2009-01-05,7.73
2009-01-06,8.45
2009-01-07,8.18
2009-01-08,9.06
2009-01-09,8.83
2009-01-12,8.24
2009-01-13,8.28
2009-01-14,8.08
2009-01-15,8.355
2009-01-16,8.555
2009-01-20,7.595
2009-01-21,8.02
2009-01-22,7.775
2009-01-23,7.425
2009-01-26,7.625
2009-01-27,7.43
2009-01-28,7.835
2009-01-29,7.505
2009-01-30,7.16
2009-02-02,7.155
2009-02-03,7.245
2009-02-04,7.095
2009-02-05,6.975
2009-02-06,7.315
2009-02-09,7.35
2009-02-10,6.86
2009-02-11,6.8
2009-02-12,6.85
2009-02-13,6.96
2009-02-17,6.245
2009-02-18,5.87
2009-02-19,5.7
2009-02-20,5.55
2009-02-23,5.38
2009-02-24,6.2
2009-02-25,6.045
2009-02-26,5.965
2009-02-27,5.945
2009-03-02,5.815
2009-03-03,5.675
2009-03-04,5.87
2009-03-05,5.45
2009-03-06,5.165
2009-03-09,4.56
2009-03-10,4.945
2009-03-11,5.065
2009-03-12,5.375
2009-03-13,5.425
2009-03-16,5.295
2009-03-17,5.915
2009-03-18,6.15
2009-03-19,6.26
2009-03-20,6.26
2009-03-23,6.765
2009-03-24,6.95
2009-03-25,7.09
2009-03-26,7.46
2009-03-27,7.405
2009-03-30,7.03
2009-03-31,7.065
2009-04-01,7.34
2009-04-02,7.725
2009-04-03,8.25
2009-04-06,8.345
2009-04-07,7.835
2009-04-08,8.035
2009-04-09,8.44
2009-04-13,8.43
2009-04-14,8.255
2009-04-15,8.3
2009-04-16,9.025
2009-04-17,8.88
2009-04-20,8.29
2009-04-21,8.535
2009-04-22,8.3
2009-04-23,8.09
2009-04-24,7.92
2009-04-27,7.875
2009-04-28,7.72
2009-04-29,8.0
2009-04-30,8.18
2009-05-01,8.275
2009-05-04,8.875
2009-05-05,9.005
2009-05-06,8.425
2009-05-07,8.145
2009-05-08,8.625
2009-05-11,8.38
2009-05-12,7.89
2009-05-13,7.38
2009-05-14,7.29
2009-05-15,7.17
2009-05-18,7.83
2009-05-19,7.78
2009-05-20,7.675
2009-05-21,7.295
2009-05-22,7.225
2009-05-26,7.295
2009-05-27,7.07
2009-05-28,6.945
2009-05-29,6.84
2009-06-01,7.11
2009-06-02,7.1
2009-06-03,6.8
2009-06-04,6.835
2009-06-05,6.7
2009-06-08,6.675
2009-06-09,6.935
2009-06-10,7.055
2009-06-11,7.295
2009-06-12,7.455
2009-06-15,7.35
2009-06-16,7.25
2009-06-17,7.41
2009-06-18,7.45
2009-06-19,7.455
2009-06-22,7.365
2009-06-23,7.435
2009-06-24,7.585
2009-06-25,7.805
2009-06-26,7.79
2009-06-29,7.86
2009-06-30,7.905
2009-07-01,7.935
2009-07-02,7.65
2009-07-06,7.6
2009-07-07,7.41
2009-07-08,7.28
2009-07-09,7.62
2009-07-10,7.585
2009-07-13,7.64
2009-07-14,7.83
2009-07-15,8.33
2009-07-16,8.835
2009-07-17,8.9
2009-07-20,9.24
2009-07-21,9.215
2009-07-22,9.605
2009-07-23,10.0
2009-07-24,10.075
2009-07-27,10.485
2009-07-28,10.335
2009-07-29,10.05
2009-07-30,10.37
2009-07-31,10.42
2009-08-03,10.405
2009-08-04,10.68
2009-08-05,10.7
2009-08-06,10.33
2009-08-07,10.83
2009-08-10,10.825
2009-08-11,10.655
2009-08-12,10.81
2009-08-13,10.915
2009-08-14,10.65
2009-08-17,10.195
2009-08-18,10.275
2009-08-19,10.42
2009-08-20,10.63
2009-08-21,11.005
2009-08-24,10.915
2009-08-25,11.025
2009-08-26,10.96
2009-08-27,11.06
2009-08-28,11.165
2009-08-31,10.845
2009-09-01,10.59
2009-09-02,10.885
2009-09-03,10.925
2009-09-04,11.48
2009-09-08,11.515
2009-09-09,11.885
2009-09-10,12.155
2009-09-11,11.97
2009-09-14,12.31
2009-09-15,12.29
2009-09-16,12.45
2009-09-17,12.22
2009-09-18,12.16
2009-09-21,12.215
2009-09-22,12.16
2009-09-23,11.795
2009-09-24,11.445
2009-09-25,11.515
2009-09-28,11.8
2009-09-29,11.47
2009-09-30,11.23
2009-10-01,10.4
2009-10-02,10.38
2009-10-05,10.68
2009-10-06,10.665
2009-10-07,10.73
2009-10-08,10.915
2009-10-09,11.24
2009-10-12,11.015
2009-10-13,11.15
2009-10-14,11.26
2009-10-15,11.48
2009-10-16,11.31
2009-10-19,11.415
2009-10-20,11.345
2009-10-21,11.12
2009-10-22,11.355
2009-10-23,10.875
2009-10-26,10.65
2009-10-27,10.695
2009-10-28,10.345
2009-10-29,10.66
2009-10-30,10.29
2009-11-02,10.3
2009-11-03,10.405
2009-11-04,10.53
2009-11-05,10.855
2009-11-06,10.85
2009-11-09,11.235
2009-11-10,11.435
2009-11-11,11.7
2009-11-12,11.505
2009-11-13,10.685
2009-11-16,10.855
2009-11-17,10.755
2009-11-18,10.685
2009-11-19,10.475
2009-11-20,10.16
2009-11-23,10.275
2009-11-24,10.085
2009-11-25,10.1
2009-11-27,9.885
2009-11-30,9.695
2009-12-01,9.67
2009-12-02,9.885
2009-12-03,9.95
2009-12-04,10.26
2009-12-07,10.475
2009-12-08,10.435
2009-12-09,10.475
2009-12-10,10.7
2009-12-11,10.525
2009-12-14,10.56
2009-12-15,10.35
2009-12-16,10.455
2009-12-17,10.24
2009-12-18,10.285
2009-12-21,10.54
2009-12-22,10.78
2009-12-23,10.8
2009-12-24,10.925
2009-12-28,10.875
2009-12-29,10.985
2009-12-30,11.0
2009-12-31,10.93
2010-01-04,10.965
2010-01-05,10.95
2010-01-06,11.555
2010-01-07,11.59
2010-01-08,11.92
2010-01-11,11.815
2010-01-12,11.555
2010-01-13,11.56
2010-01-14,11.51
2010-01-15,11.355
2010-01-19,11.765
2010-01-20,12.105
2010-01-21,11.985
2010-01-22,11.765
2010-01-25,12.535
2010-01-26,12.575
2010-01-27,12.645
2010-01-28,12.475
2010-01-29,12.53
2010-02-01,12.8
2010-02-02,12.885
2010-02-03,12.79
2010-02-04,12.345
2010-02-05,12.015
2010-02-08,11.965
2010-02-09,12.17
2010-02-10,12.045
2010-02-11,12.02
2010-02-12,12.01
2010-02-16,12.15
2010-02-17,12.285
2010-02-18,12.35
2010-02-19,12.575
2010-02-22,13.05
2010-02-23,12.92
2010-02-24,13.15
2010-02-25,12.91
2010-02-26,13.235
2010-03-01,13.455
2010-03-02,13.585
2010-03-03,13.595
2010-03-04,13.675
2010-03-05,13.845
2010-03-08,13.92
2010-03-09,13.93
2010-03-10,13.99
2010-03-11,14.045
2010-03-12,13.97
2010-03-15,13.86
2010-03-16,13.955
2010-03-17,14.225
2010-03-18,14.07
2010-03-19,13.7
2010-03-22,14.095
2010-03-23,14.305
2010-03-24,14.24
2010-03-25,14.04
2010-03-26,14.125
2010-03-29,14.175
2010-03-30,14.4
2010-03-31,14.445
2010-04-01,14.525
2010-04-05,14.64
2010-04-06,14.575
2010-04-07,14.44
2010-04-08,14.3
2010-04-09,14.525
2010-04-12,14.7
2010-04-13,14.47
2010-04-14,14.69
2010-04-15,14.605
2010-04-16,14.315
2010-04-19,14.19
2010-04-20,14.39
2010-04-21,14.55
2010-04-22,14.565
2010-04-23,14.575
2010-04-26,14.19
2010-04-27,13.675
2010-04-28,13.395
2010-04-29,13.625
2010-04-30,13.54
2010-05-03,13.78
2010-05-04,13.55
2010-05-05,13.025
2010-05-06,12.57
2010-05-07,11.905
2010-05-10,12.4
2010-05-11,12.395
2010-05-12,12.915
2010-05-13,12.925
2010-05-14,12.705
2010-05-17,12.73
2010-05-18,12.455
2010-05-19,12.405
2010-05-20,11.535
2010-05-21,11.745
2010-05-24,11.725
2010-05-25,12.035
2010-05-26,12.065
2010-05-27,12.805
2010-05-28,12.83
2010-06-01,12.665
2010-06-02,13.06
2010-06-03,13.285
2010-06-04,12.47
2010-06-07,12.195
2010-06-08,12.195
2010-06-09,12.07
2010-06-10,12.55
2010-06-11,12.685
2010-06-14,12.68
2010-06-15,13.135
2010-06-16,13.06
2010-06-17,13.395
2010-06-18,13.35
2010-06-21,13.205
2010-06-22,13.09
2010-06-23,13.065
2010-06-24,13.11
2010-06-25,13.32
2010-06-28,13.42
2010-06-29,12.985
2010-06-30,12.995
2010-07-01,13.07
2010-07-02,12.99
2010-07-06,13.2
2010-07-07,13.67
2010-07-08,13.625
2010-07-09,13.785
2010-07-12,13.84
2010-07-13,14.165
2010-07-14,13.92
2010-07-15,13.865
2010-07-16,13.62
2010-07-19,13.83
2010-07-20,13.93
2010-07-21,13.685
2010-07-22,14.02
2010-07-23,14.34
2010-07-26,14.375
2010-07-27,14.28
2010-07-28,14.51
2010-07-29,14.39
2010-07-30,14.625
2010-08-02,14.9
2010-08-03,14.875
2010-08-04,14.79
2010-08-05,14.685
2010-08-06,14.705
2010-08-09,14.735
