Date,WDC
1979-06-28,1.3125
1979-06-29,1.3125
1979-07-02,1.3125
1979-07-03,1.25
1979-07-05,1.25
1979-07-06,1.3125
1979-07-09,1.3125
1979-07-10,1.3125
1979-07-11,1.3125
1979-07-12,1.3125
1979-07-13,1.25
1979-07-16,1.25
1979-07-17,1.1875
1979-07-18,1.125
1979-07-19,1.125
1979-07-20,1.125
1979-07-23,1.125
1979-07-24,1.125
1979-07-25,1.125
1979-07-26,1.0625
1979-07-27,1.0625
1979-07-30,1.0625
1979-07-31,1.125
1979-08-01,1.125
1979-08-02,1.1875
1979-08-03,1.1875
1979-08-06,1.1875
1979-08-07,1.1875
1979-08-08,1.1875
1979-08-09,1.1875
1979-08-10,1.1875
1979-08-13,1.1875
1979-08-14,1.1875
1979-08-15,1.1875
1979-08-16,1.1875
1979-08-17,1.1875
1979-08-20,1.125
1979-08-21,1.1875
1979-08-22,1.25
1979-08-23,1.3125
1979-08-24,1.3125
1979-08-27,1.375
1979-08-28,1.375
1979-08-29,1.375
1979-08-30,1.4375
1979-08-31,1.4375
1979-09-04,1.375
1979-09-05,1.375
1979-09-06,1.4375
1979-09-07,1.5
1979-09-10,1.4375
1979-09-11,1.4375
1979-09-12,1.625
1979-09-13,1.5
1979-09-14,1.5
1979-09-17,1.5
1979-09-18,1.5
1979-09-19,1.5625
1979-09-20,1.625
1979-09-21,1.5625
1979-09-24,1.4375
1979-09-25,1.5
1979-09-26,1.5625
1979-09-27,1.5
1979-09-28,1.375
1979-10-01,1.375
1979-10-02,1.375
1979-10-03,1.375
1979-10-04,1.375
1979-10-05,1.5
1979-10-08,1.4375
1979-10-09,1.3125
1979-10-10,1.1875
1979-10-11,1.1875
1979-10-12,1.1875
1979-10-15,1.25
1979-10-16,1.25
1979-10-17,1.25
1979-10-18,1.25
1979-10-19,1.25
1979-10-22,1.25
1979-10-23,1.375
1979-10-24,1.375
1979-10-25,1.3125
1979-10-26,1.3125
1979-10-29,1.3125
1979-10-30,1.375
1979-10-31,1.3125
1979-11-01,1.5
1979-11-02,1.375
1979-11-05,1.375
1979-11-06,1.375
1979-11-07,1.375
1979-11-08,1.375
1979-11-09,1.375
1979-11-12,1.375
1979-11-13,1.4375
1979-11-14,1.4375
1979-11-15,1.4375
1979-11-16,1.4375
1979-11-19,1.4375
1979-11-20,1.4375
1979-11-21,1.375
1979-11-23,1.375
1979-11-26,1.4375
1979-11-27,1.5
1979-11-28,1.4375
1979-11-29,1.4375
1979-11-30,1.375
1979-12-03,1.5
1979-12-04,1.5
1979-12-05,1.625
1979-12-06,1.6875
1979-12-07,1.6875
1979-12-10,1.5625
1979-12-11,1.5625
1979-12-12,1.5625
1979-12-13,1.625
1979-12-14,1.625
1979-12-17,1.625
1979-12-18,1.5
1979-12-19,1.5
1979-12-20,1.4375
1979-12-21,1.5
1979-12-24,1.5
1979-12-26,1.5
1979-12-27,1.4375
1979-12-28,1.4375
1979-12-31,1.5
1980-01-02,1.375
1980-01-03,1.375
1980-01-04,1.375
1980-01-07,1.5625
1980-01-08,1.875
1980-01-09,1.875
1980-01-10,1.9375
1980-01-11,1.9375
1980-01-14,2.0
1980-01-15,2.0625
1980-01-16,2.125
1980-01-17,2.5625
1980-01-18,2.75
1980-01-21,2.875
1980-01-22,2.5625
1980-01-23,2.625
1980-01-24,2.5625
1980-01-25,2.5625
1980-01-28,2.625
1980-01-29,2.625
1980-01-30,2.5625
1980-01-31,2.5
1980-02-01,2.375
1980-02-04,2.375
1980-02-05,2.375
1980-02-06,2.4375
1980-02-07,2.5
1980-02-08,2.4375
1980-02-11,2.3125
1980-02-12,2.3125
1980-02-13,2.375
1980-02-14,2.3125
1980-02-15,2.25
1980-02-19,2.1875
1980-02-20,2.1875
1980-02-21,2.125
1980-02-22,2.0
1980-02-25,2.0
1980-02-26,2.0625
1980-02-27,2.125
1980-02-28,2.125
1980-02-29,2.1875
1980-03-03,2.1875
1980-03-04,2.1875
1980-03-05,2.125
1980-03-06,2.0
1980-03-07,2.0
1980-03-10,1.9375
1980-03-11,1.9375
1980-03-12,2.0625
1980-03-13,2.25
1980-03-14,2.3125
1980-03-17,2.1875
1980-03-18,2.1875
1980-03-19,2.125
1980-03-20,2.1875
1980-03-21,2.125
1980-03-24,2.0
1980-03-25,1.9375
1980-03-26,1.9375
1980-03-27,1.75
1980-03-28,1.9375
1980-03-31,1.9375
1980-04-01,1.875
1980-04-02,1.875
1980-04-03,2.0
1980-04-07,1.9375
1980-04-08,1.875
1980-04-09,1.9375
1980-04-10,2.0
1980-04-11,1.9375
1980-04-14,1.9375
1980-04-15,1.9375
1980-04-16,1.875
1980-04-17,1.8125
1980-04-18,1.875
1980-04-21,1.75
1980-04-22,1.8125
1980-04-23,1.8125
1980-04-24,1.8125
1980-04-25,1.8125
1980-04-28,1.875
1980-04-29,1.875
1980-04-30,1.875
1980-05-01,1.875
1980-05-02,1.875
1980-05-05,1.9375
1980-05-06,1.8125
1980-05-07,1.8125
1980-05-08,1.8125
1980-05-09,1.75
1980-05-12,1.75
1980-05-13,1.75
1980-05-14,1.75
1980-05-15,1.8125
1980-05-16,1.875
1980-05-19,2.0
1980-05-20,2.0
1980-05-21,1.9375
1980-05-22,2.125
1980-05-23,2.1875
1980-05-27,2.1875
1980-05-28,2.3125
1980-05-29,2.25
1980-05-30,2.1875
1980-06-02,2.1875
1980-06-03,2.125
1980-06-04,2.0625
1980-06-05,2.0625
1980-06-06,2.0625
1980-06-09,2.0
1980-06-10,2.0
1980-06-11,2.0
1980-06-12,2.0625
1980-06-13,2.0
1980-06-16,2.0
1980-06-17,2.0
1980-06-18,1.9375
1980-06-19,1.9375
1980-06-20,1.875
1980-06-23,1.9375
1980-06-24,1.875
1980-06-25,2.0
1980-06-26,2.0
1980-06-27,2.125
1980-06-30,2.125
1980-07-01,2.0
1980-07-02,2.0
1980-07-03,2.1875
1980-07-07,2.25
1980-07-08,2.1875
1980-07-09,2.25
1980-07-10,2.375
1980-07-11,2.5
1980-07-14,2.625
1980-07-15,2.625
1980-07-16,2.625
1980-07-17,2.6875
1980-07-18,2.8125
1980-07-21,2.9375
1980-07-22,2.9375
1980-07-23,2.9375
1980-07-24,2.75
1980-07-25,2.8125
1980-07-28,2.8125
1980-07-29,2.9375
1980-07-30,3.0
1980-07-31,2.9375
1980-08-01,3.0
1980-08-04,3.0
1980-08-05,3.0625
1980-08-06,3.25
1980-08-07,3.375
1980-08-08,3.625
1980-08-11,3.625
1980-08-12,3.4375
1980-08-13,3.8125
1980-08-14,3.9375
1980-08-15,3.9375
1980-08-18,4.5625
1980-08-19,4.1875
1980-08-20,4.5
1980-08-21,4.6875
1980-08-22,4.75
1980-08-25,4.75
1980-08-26,4.8125
1980-08-27,4.75
1980-08-28,4.75
1980-08-29,4.75
1980-09-02,4.75
1980-09-03,4.875
1980-09-04,5.25
1980-09-05,5.4375
1980-09-08,5.5
1980-09-09,5.5
1980-09-10,5.875
1980-09-11,6.125
1980-09-12,6.375
1980-09-15,6.375
1980-09-16,6.0
1980-09-17,6.25
1980-09-18,6.4375
1980-09-19,7.1875
1980-09-22,6.9375
1980-09-23,6.5
1980-09-24,6.375
1980-09-25,6.1875
1980-09-26,5.75
1980-09-29,5.25
1980-09-30,5.6875
1980-10-01,5.8125
1980-10-02,5.8125
1980-10-03,6.4375
1980-10-06,6.8125
1980-10-07,6.625
1980-10-08,6.75
1980-10-09,6.8125
1980-10-10,6.875
1980-10-13,6.875
1980-10-14,6.875
1980-10-15,7.0625
1980-10-16,6.875
1980-10-17,6.75
1980-10-20,6.6875
1980-10-21,6.375
1980-10-22,6.75
1980-10-23,6.875
1980-10-24,7.3125
1980-10-27,6.6875
1980-10-28,6.625
1980-10-29,6.25
1980-10-30,6.0
1980-10-31,6.0
1980-11-03,6.125
1980-11-05,6.3125
1980-11-06,6.25
1980-11-07,6.25
1980-11-10,6.125
1980-11-11,6.375
1980-11-12,6.5625
1980-11-13,6.8125
1980-11-14,6.9375
1980-11-17,6.8125
1980-11-18,6.75
1980-11-19,6.5625
1980-11-20,6.625
1980-11-21,6.4375
1980-11-24,6.3125
1980-11-25,6.375
1980-11-26,6.3125
1980-11-28,6.3125
1980-12-01,5.9375
1980-12-02,5.9375
1980-12-03,6.0
1980-12-04,5.9375
1980-12-05,5.9375
1980-12-08,5.8125
1980-12-09,5.625
1980-12-10,5.375
1980-12-11,5.125
1980-12-12,5.25
1980-12-15,5.375
1980-12-16,5.375
1980-12-17,5.5625
1980-12-18,5.625
1980-12-19,5.5
1980-12-22,5.0625
1980-12-23,4.875
1980-12-24,4.875
1980-12-26,5.0
1980-12-29,5.0
1980-12-30,4.6875
1980-12-31,4.9375
1981-01-02,5.4375
1981-01-05,5.875
1981-01-06,5.875
1981-01-07,5.4375
1981-01-08,5.25
1981-01-09,5.375
1981-01-12,5.375
1981-01-13,5.4375
1981-01-14,5.625
1981-01-15,6.0625
1981-01-16,5.9375
1981-01-19,5.9375
1981-01-20,5.8125
1981-01-21,5.75
1981-01-22,5.8125
1981-01-23,6.0
1981-01-26,5.875
1981-01-27,5.6875
1981-01-28,5.5625
1981-01-29,5.4375
1981-01-30,5.0625
1981-02-02,4.75
1981-02-03,5.0
1981-02-04,5.25
1981-02-05,5.125
1981-02-06,5.25
1981-02-09,5.0
1981-02-10,5.0625
1981-02-11,4.9375
1981-02-12,4.875
1981-02-13,4.8125
1981-02-17,4.8125
1981-02-18,5.0
1981-02-19,4.875
1981-02-20,4.875
1981-02-23,4.9375
1981-02-24,5.0625
1981-02-25,4.75
1981-02-26,4.5625
1981-02-27,4.625
1981-03-02,4.4375
1981-03-03,4.625
1981-03-04,4.8125
1981-03-05,5.0
1981-03-06,5.0625
1981-03-09,5.0
1981-03-10,4.875
1981-03-11,4.75
1981-03-12,5.0625
1981-03-13,5.0
1981-03-16,5.0625
1981-03-17,5.0
1981-03-18,5.0
1981-03-19,4.875
1981-03-20,4.75
1981-03-23,4.6875
1981-03-24,4.8125
1981-03-25,4.9375
1981-03-26,4.9375
1981-03-27,4.9375
1981-03-30,4.9375
1981-03-31,5.3125
1981-04-01,5.75
1981-04-02,6.0625
1981-04-03,6.0625
1981-04-06,5.875
1981-04-07,6.0
1981-04-08,6.0625
1981-04-09,6.3125
1981-04-10,6.625
1981-04-13,6.6875
1981-04-14,6.25
1981-04-15,6.25
1981-04-16,6.25
1981-04-20,6.25
1981-04-21,6.25
1981-04-22,5.9375
1981-04-23,5.75
1981-04-24,5.625
1981-04-27,5.625
1981-04-28,5.4375
1981-04-29,5.25
1981-04-30,5.375
1981-05-01,5.5
1981-05-04,5.625
1981-05-05,5.5625
1981-05-06,5.5
1981-05-07,5.5
1981-05-08,5.3125
1981-05-11,5.0625
1981-05-12,5.125
1981-05-13,5.125
1981-05-14,5.1875
1981-05-15,5.25
1981-05-18,5.5
1981-05-19,5.5
1981-05-20,5.75
1981-05-21,5.75
1981-05-22,5.75
1981-05-26,5.6875
1981-05-27,5.6875
1981-05-28,5.625
1981-05-29,5.625
1981-06-01,5.625
1981-06-02,5.75
1981-06-03,5.8125
1981-06-04,6.0
1981-06-05,6.6875
1981-06-08,6.6875
1981-06-09,6.4375
1981-06-10,6.3125
1981-06-11,6.3125
1981-06-12,6.125
1981-06-15,6.1875
1981-06-16,5.6875
1981-06-17,5.75
1981-06-18,5.6875
1981-06-19,5.75
1981-06-22,5.5
1981-06-23,5.4375
1981-06-24,5.625
1981-06-25,5.625
1981-06-26,5.625
1981-06-29,5.5
1981-06-30,5.1875
1981-07-01,5.125
1981-07-02,5.125
1981-07-06,4.75
1981-07-07,4.6875
1981-07-08,4.75
1981-07-09,5.0625
1981-07-10,4.9375
1981-07-13,4.875
1981-07-14,4.75
1981-07-15,4.8125
1981-07-16,4.875
1981-07-17,4.875
1981-07-20,4.75
1981-07-21,4.75
1981-07-22,4.75
1981-07-23,4.75
1981-07-24,4.8125
1981-07-27,4.75
1981-07-28,4.75
1981-07-29,4.6875
1981-07-30,4.625
1981-07-31,4.625
1981-08-03,4.5
1981-08-04,4.5
1981-08-05,4.5
1981-08-06,4.375
1981-08-07,4.3125
1981-08-10,4.3125
1981-08-11,4.375
1981-08-12,4.375
1981-08-13,4.5625
1981-08-14,4.5625
1981-08-17,4.5
1981-08-18,4.3125
1981-08-19,4.375
1981-08-20,4.625
1981-08-21,4.625
1981-08-24,4.4375
1981-08-25,4.3125
1981-08-26,4.125
1981-08-27,3.8125
1981-08-28,3.875
1981-08-31,3.9375
1981-09-01,4.0
1981-09-02,4.0
1981-09-03,3.75
1981-09-04,3.6875
1981-09-08,3.5625
1981-09-09,3.5
1981-09-10,3.5
1981-09-11,3.625
1981-09-14,3.625
1981-09-15,3.5625
1981-09-16,3.4375
1981-09-17,3.4375
1981-09-18,3.4375
1981-09-21,3.375
1981-09-22,3.1875
1981-09-23,3.0625
1981-09-24,3.4375
1981-09-25,3.5625
1981-09-28,3.6875
1981-09-29,3.8125
1981-09-30,4.125
1981-10-01,4.4375
1981-10-02,4.3125
1981-10-05,4.1875
1981-10-06,4.1875
1981-10-07,4.3125
1981-10-08,4.4375
1981-10-09,4.1875
1981-10-12,4.125
1981-10-13,4.3125
1981-10-14,4.3125
1981-10-15,4.3125
1981-10-16,4.1875
1981-10-19,4.25
1981-10-20,4.4375
1981-10-21,4.625
1981-10-22,4.5
1981-10-23,4.3125
1981-10-26,4.25
1981-10-27,4.3125
1981-10-28,4.1875
1981-10-29,4.1875
1981-10-30,4.125
1981-11-02,4.1875
1981-11-03,4.1875
1981-11-04,4.1875
1981-11-05,3.9375
1981-11-06,3.875
1981-11-09,3.875
1981-11-10,3.875
1981-11-11,3.875
1981-11-12,3.875
1981-11-13,3.875
1981-11-16,3.875
1981-11-17,4.0
1981-11-18,4.125
1981-11-19,4.0625
1981-11-20,4.0
1981-11-23,3.875
1981-11-24,3.8125
1981-11-25,3.6875
1981-11-27,3.6875
1981-11-30,3.625
1981-12-01,3.625
1981-12-02,3.6875
1981-12-03,3.9375
1981-12-04,4.0
1981-12-07,3.8125
1981-12-08,3.625
1981-12-09,3.625
1981-12-10,3.625
1981-12-11,3.625
1981-12-14,3.5
1981-12-15,3.5
1981-12-16,3.5
1981-12-17,3.5
1981-12-18,3.625
1981-12-21,3.625
1981-12-22,3.5
1981-12-23,3.5
1981-12-24,3.5
1981-12-28,3.4375
1981-12-29,3.25
1981-12-30,3.3125
1981-12-31,3.3125
1982-01-04,3.3125
1982-01-05,3.375
1982-01-06,3.625
1982-01-07,3.5625
1982-01-08,3.8125
1982-01-11,3.625
1982-01-12,3.5625
1982-01-13,3.5625
1982-01-14,3.5625
1982-01-15,3.625
1982-01-18,3.625
1982-01-19,3.4375
1982-01-20,3.4375
1982-01-21,3.4375
1982-01-22,3.625
1982-01-25,3.625
1982-01-26,3.5625
1982-01-27,3.6875
1982-01-28,3.875
1982-01-29,3.875
1982-02-01,3.8125
1982-02-02,3.8125
1982-02-03,3.875
1982-02-04,4.125
1982-02-05,4.1875
1982-02-08,3.9375
1982-02-09,3.8125
1982-02-10,3.8125
1982-02-11,3.875
1982-02-12,4.0
1982-02-16,4.0
1982-02-17,4.0
1982-02-18,4.0625
1982-02-19,4.0625
1982-02-22,3.75
1982-02-23,3.6875
1982-02-24,3.875
1982-02-25,3.875
1982-02-26,3.875
1982-03-01,3.9375
1982-03-02,4.125
1982-03-03,4.125
1982-03-04,4.0625
1982-03-05,3.875
1982-03-08,3.9375
1982-03-09,3.875
1982-03-10,3.8125
1982-03-11,3.875
1982-03-12,3.8125
1982-03-15,3.875
1982-03-16,3.875
1982-03-17,3.875
1982-03-18,3.875
1982-03-19,4.0625
1982-03-22,4.1875
1982-03-23,4.1875
1982-03-24,3.5
1982-03-25,3.4375
1982-03-26,3.375
1982-03-29,3.375
1982-03-30,3.3125
1982-03-31,3.375
1982-04-01,3.375
1982-04-02,3.4375
1982-04-05,3.4375
1982-04-06,3.375
1982-04-07,3.5625
1982-04-08,3.5
1982-04-12,3.375
1982-04-13,3.4375
1982-04-14,3.4375
1982-04-15,3.5
1982-04-16,3.625
1982-04-19,3.75
1982-04-20,3.625
1982-04-21,3.625
1982-04-22,3.6875
1982-04-23,3.625
1982-04-26,3.375
1982-04-27,3.0625
1982-04-28,3.0
1982-04-29,2.75
1982-04-30,2.875
1982-05-03,3.1875
1982-05-04,3.25
1982-05-05,3.25
1982-05-06,3.1875
1982-05-07,3.1875
1982-05-10,3.0625
1982-05-11,2.9375
1982-05-12,2.9375
1982-05-13,2.875
1982-05-14,2.875
1982-05-17,2.6875
1982-05-18,2.75
1982-05-19,2.75
1982-05-20,2.75
1982-05-21,2.6875
1982-05-24,2.6875
1982-05-25,2.6875
1982-05-26,2.75
1982-05-27,2.9375
1982-05-28,3.0
1982-06-01,3.1875
1982-06-02,3.1875
1982-06-03,3.1875
1982-06-04,3.1875
1982-06-07,3.125
1982-06-08,3.125
1982-06-09,3.0
1982-06-10,2.9375
1982-06-11,3.0
1982-06-14,2.6875
1982-06-15,2.5625
1982-06-16,2.6875
1982-06-17,2.5625
1982-06-18,2.5
1982-06-21,2.5
1982-06-22,2.6875
1982-06-23,2.8125
1982-06-24,2.75
1982-06-25,2.75
1982-06-28,2.75
1982-06-29,2.75
1982-06-30,2.75
1982-07-01,2.6875
1982-07-02,2.625
1982-07-06,2.5
1982-07-07,2.5
1982-07-08,2.5
1982-07-09,2.5
1982-07-12,2.5
1982-07-13,2.5
1982-07-14,2.5
1982-07-15,2.5
1982-07-16,2.5
1982-07-19,2.3125
1982-07-20,2.125
1982-07-21,2.125
1982-07-22,2.125
1982-07-23,2.0625
1982-07-26,2.0
1982-07-27,2.0
1982-07-28,2.0
1982-07-29,2.0
1982-07-30,2.0
1982-08-02,1.875
1982-08-03,2.1875
1982-08-04,2.375
1982-08-05,2.3125
1982-08-06,2.125
1982-08-09,2.0
1982-08-10,2.0625
1982-08-11,2.0625
1982-08-12,2.0
1982-08-13,2.0
1982-08-16,2.0
1982-08-17,2.0
1982-08-18,2.0
1982-08-19,1.9375
1982-08-20,1.875
1982-08-23,2.0
1982-08-24,2.0
1982-08-25,2.0625
1982-08-26,2.375
1982-08-27,2.3125
1982-08-30,2.25
1982-08-31,2.3125
1982-09-01,2.125
1982-09-02,2.25
1982-09-03,2.0625
1982-09-07,1.875
1982-09-08,2.0625
1982-09-09,2.3125
1982-09-10,2.3125
1982-09-13,2.3125
1982-09-14,2.375
1982-09-15,2.25
1982-09-16,2.1875
1982-09-17,2.1875
1982-09-20,2.0625
1982-09-21,2.0
1982-09-22,1.9375
1982-09-23,1.875
1982-09-24,1.875
1982-09-27,1.75
1982-09-28,1.8125
1982-09-29,1.875
1982-09-30,1.875
1982-10-01,1.875
1982-10-04,1.875
1982-10-05,1.9375
1982-10-06,1.9375
1982-10-07,1.9375
1982-10-08,1.9375
1982-10-11,1.9375
1982-10-12,1.8125
1982-10-13,2.0625
1982-10-14,2.0
1982-10-15,2.0625
1982-10-18,2.375
1982-10-19,2.3125
1982-10-20,2.5
1982-10-21,2.4375
1982-10-22,2.375
1982-10-25,2.3125
1982-10-26,2.3125
1982-10-27,2.375
1982-10-28,2.25
1982-10-29,2.3125
1982-11-01,2.25
1982-11-02,2.3125
1982-11-03,2.375
1982-11-04,2.625
1982-11-05,2.8125
1982-11-08,2.8125
1982-11-09,3.0
1982-11-10,3.0625
1982-11-11,3.0
1982-11-12,3.0625
1982-11-15,3.0
1982-11-16,2.6875
1982-11-17,2.75
1982-11-18,2.625
1982-11-19,2.4375
1982-11-22,2.375
1982-11-23,2.4375
1982-11-24,2.5
1982-11-26,2.5
1982-11-29,2.4375
1982-11-30,2.5
1982-12-01,2.5625
1982-12-02,2.5625
1982-12-03,2.5
1982-12-06,2.4375
1982-12-07,2.3125
1982-12-08,2.1875
1982-12-09,2.125
1982-12-10,2.0625
1982-12-13,2.0
1982-12-14,1.9375
1982-12-15,1.875
1982-12-16,1.875
1982-12-17,2.125
1982-12-20,2.125
1982-12-21,2.1875
1982-12-22,2.4375
1982-12-23,2.375
1982-12-27,2.5
1982-12-28,2.375
1982-12-29,2.375
1982-12-30,2.375
1982-12-31,2.3125
1983-01-03,2.375
1983-01-04,2.5625
1983-01-05,2.625
1983-01-06,2.875
1983-01-07,3.1875
1983-01-10,3.25
1983-01-11,3.25
1983-01-12,3.4375
1983-01-13,3.4375
1983-01-14,3.5
1983-01-17,3.5625
1983-01-18,3.6875
1983-01-19,3.625
1983-01-20,3.5625
1983-01-21,3.4375
1983-01-24,3.1875
1983-01-25,3.375
1983-01-26,3.75
1983-01-27,3.9375
1983-01-28,3.9375
1983-01-31,4.25
1983-02-01,4.0625
1983-02-02,4.0625
1983-02-03,4.3125
1983-02-04,4.5
1983-02-07,4.3125
1983-02-08,4.125
1983-02-09,4.125
1983-02-10,4.4375
1983-02-11,4.5
1983-02-14,4.75
1983-02-15,4.75
1983-02-16,4.4375
1983-02-17,4.6875
1983-02-18,4.6875
1983-02-22,4.375
1983-02-23,4.5
1983-02-24,4.625
1983-02-25,4.5625
1983-02-28,4.75
1983-03-01,4.875
1983-03-02,4.8125
1983-03-03,4.8125
1983-03-04,4.6875
1983-03-07,4.4375
1983-03-08,4.3125
1983-03-09,4.3125
1983-03-10,4.3125
1983-03-11,4.3125
1983-03-14,4.1875
1983-03-15,4.0625
1983-03-16,3.875
1983-03-17,4.125
1983-03-18,4.25
1983-03-21,4.4375
1983-03-22,4.3125
1983-03-23,4.4375
1983-03-24,4.4375
1983-03-25,4.4375
1983-03-28,4.25
1983-03-29,4.25
1983-03-30,4.375
1983-03-31,4.375
1983-04-04,4.25
1983-04-05,4.25
1983-04-06,4.1875
1983-04-07,4.1875
1983-04-08,4.3125
1983-04-11,4.375
1983-04-12,4.5
1983-04-13,4.6875
1983-04-14,4.875
1983-04-15,5.0
1983-04-18,4.9375
1983-04-19,4.75
1983-04-20,4.75
1983-04-21,5.125
1983-04-22,5.5
1983-04-25,5.4375
1983-04-26,5.5625
1983-04-27,5.375
1983-04-28,5.375
1983-04-29,5.5625
1983-05-02,5.4375
1983-05-03,5.3125
1983-05-04,5.4375
1983-05-05,5.5625
1983-05-06,5.5625
1983-05-09,5.9375
1983-05-10,6.0
1983-05-11,5.8125
1983-05-12,5.75
1983-05-13,5.75
1983-05-16,5.375
1983-05-17,5.4375
1983-05-18,5.75
1983-05-19,5.5625
1983-05-20,5.4375
1983-05-23,5.5625
1983-05-24,5.5625
1983-05-25,5.375
1983-05-26,5.375
1983-05-27,5.4375
1983-05-31,5.5
1983-06-01,5.5
1983-06-02,5.5625
1983-06-03,5.5625
1983-06-06,6.0
1983-06-07,6.0
1983-06-08,5.8125
1983-06-09,6.0
1983-06-10,6.1875
1983-06-13,6.4375
1983-06-14,7.0
1983-06-15,6.9375
1983-06-16,6.9375
1983-06-17,6.75
1983-06-20,6.5
1983-06-21,6.5625
1983-06-22,7.0625
1983-06-23,7.1875
1983-06-24,7.0
1983-06-27,6.75
1983-06-28,6.125
1983-06-29,6.3125
1983-06-30,6.6875
1983-07-01,6.8125
1983-07-05,6.4375
1983-07-06,6.5625
1983-07-07,6.8125
1983-07-08,6.875
1983-07-11,6.8125
1983-07-12,6.375
1983-07-13,6.25
1983-07-14,6.375
1983-07-15,6.375
1983-07-18,6.125
1983-07-19,6.1875
1983-07-20,6.4375
1983-07-21,6.75
1983-07-22,6.4375
1983-07-25,6.3125
1983-07-26,6.375
1983-07-27,6.0
1983-07-28,6.0
1983-07-29,5.6875
1983-08-01,5.4375
1983-08-02,5.4375
1983-08-03,5.8125
1983-08-04,5.5
1983-08-05,5.5625
1983-08-08,5.375
1983-08-09,5.3125
1983-08-10,5.3125
1983-08-11,5.25
1983-08-12,5.125
1983-08-15,5.3125
1983-08-16,5.25
1983-08-17,5.4375
1983-08-18,5.375
1983-08-19,5.5625
1983-08-22,5.6875
1983-08-23,5.625
1983-08-24,5.5625
1983-08-25,5.375
