Date,CSX
1982-12-22,1.388889
1982-12-23,1.430556
1982-12-27,1.444444
1982-12-28,1.440972
1982-12-29,1.451389
1982-12-30,1.434028
1982-12-31,1.420139
1983-01-03,1.388889
1983-01-04,1.388889
1983-01-05,1.354167
1983-01-06,1.46875
1983-01-07,1.472222
1983-01-10,1.5
1983-01-11,1.493056
1983-01-12,1.527778
1983-01-13,1.513889
1983-01-14,1.538194
1983-01-17,1.534722
1983-01-18,1.513889
1983-01-19,1.46875
1983-01-20,1.5
1983-01-21,1.475694
1983-01-24,1.461806
1983-01-25,1.482639
1983-01-26,1.461806
1983-01-27,1.482639
1983-01-28,1.472222
1983-01-31,1.458333
1983-02-01,1.430556
1983-02-02,1.395833
1983-02-03,1.493056
1983-02-04,1.513889
1983-02-07,1.503472
1983-02-08,1.496528
1983-02-09,1.486111
1983-02-10,1.527778
1983-02-11,1.548611
1983-02-14,1.559028
1983-02-15,1.524306
1983-02-16,1.538194
1983-02-17,1.538194
1983-02-18,1.53125
1983-02-22,1.524306
1983-02-23,1.555556
1983-02-24,1.583333
1983-02-25,1.583333
1983-02-28,1.586806
1983-03-01,1.579861
1983-03-02,1.5625
1983-03-03,1.597222
1983-03-04,1.590278
1983-03-07,1.611111
1983-03-08,1.579861
1983-03-09,1.576389
1983-03-10,1.576389
1983-03-11,1.572917
1983-03-14,1.572917
1983-03-15,1.5625
1983-03-16,1.565972
1983-03-17,1.572917
1983-03-18,1.597222
1983-03-21,1.604167
1983-03-22,1.6597220000000001
1983-03-23,1.666667
1983-03-24,1.6875
1983-03-25,1.670139
1983-03-28,1.666667
1983-03-29,1.670139
1983-03-30,1.6805560000000002
1983-03-31,1.666667
1983-04-04,1.666667
1983-04-05,1.645833
1983-04-06,1.65625
1983-04-07,1.642361
1983-04-08,1.618056
1983-04-11,1.635417
1983-04-12,1.666667
1983-04-13,1.7118060000000002
1983-04-14,1.763889
1983-04-15,1.7465279999999999
1983-04-18,1.739583
1983-04-19,1.7430560000000002
1983-04-20,1.7534720000000001
1983-04-21,1.7881939999999998
1983-04-22,1.767361
1983-04-25,1.760417
1983-04-26,1.7847220000000001
1983-04-27,1.7881939999999998
1983-04-28,1.8125
1983-04-29,1.802083
1983-05-02,1.7430560000000002
1983-05-03,1.729167
1983-05-04,1.75
1983-05-05,1.8055560000000002
1983-05-06,1.833333
1983-05-09,1.8194439999999998
1983-05-10,1.833333
1983-05-11,1.829861
1983-05-12,1.8368060000000002
1983-05-13,1.8784720000000001
1983-05-16,1.8506939999999998
1983-05-17,1.885417
1983-05-18,1.892361
1983-05-19,1.885417
1983-05-20,1.888889
1983-05-23,1.8819439999999998
1983-05-24,1.9409720000000001
1983-05-25,1.9722220000000001
1983-05-26,2.006944
1983-05-27,1.9340279999999999
1983-05-31,1.9131939999999998
1983-06-01,1.8784720000000001
1983-06-02,1.892361
1983-06-03,1.888889
1983-06-06,1.8993060000000002
1983-06-07,1.833333
1983-06-08,1.795139
1983-06-09,1.8506939999999998
1983-06-10,1.892361
1983-06-13,1.892361
1983-06-14,1.9027779999999999
1983-06-15,1.923611
1983-06-16,1.954861
1983-06-17,1.9409720000000001
1983-06-20,1.986111
1983-06-21,1.9652779999999999
1983-06-22,1.96875
1983-06-23,1.958333
1983-06-24,1.9722220000000001
1983-06-27,1.958333
1983-06-28,1.9305560000000002
1983-06-29,1.9409720000000001
1983-06-30,1.989583
1983-07-01,1.979167
1983-07-05,1.927083
1983-07-06,1.9131939999999998
1983-07-07,1.833333
1983-07-08,1.885417
1983-07-11,1.888889
1983-07-12,1.861111
1983-07-13,1.8819439999999998
1983-07-14,1.8993060000000002
1983-07-15,1.875
1983-07-18,1.9027779999999999
1983-07-19,1.9444439999999998
1983-07-20,1.989583
1983-07-21,1.979167
1983-07-22,1.9444439999999998
1983-07-25,1.96875
1983-07-26,1.9965279999999999
1983-07-27,1.9722220000000001
1983-07-28,1.923611
1983-07-29,1.8680560000000002
1983-08-01,1.8784720000000001
1983-08-02,1.9027779999999999
1983-08-03,2.020833
1983-08-04,1.951389
1983-08-05,1.9027779999999999
1983-08-08,1.8819439999999998
1983-08-09,1.875
1983-08-10,1.916667
1983-08-11,1.90625
1983-08-12,1.9305560000000002
1983-08-15,1.9027779999999999
1983-08-16,1.9097220000000001
1983-08-17,1.892361
1983-08-18,1.8993060000000002
1983-08-19,1.90625
1983-08-22,1.9027779999999999
1983-08-23,1.875
1983-08-24,1.861111
1983-08-25,1.854167
1983-08-26,1.861111
1983-08-29,1.885417
1983-08-30,1.892361
1983-08-31,1.916667
1983-09-01,1.923611
1983-09-02,1.923611
1983-09-06,1.986111
1983-09-07,2.027778
1983-09-08,2.006944
1983-09-09,2.0
1983-09-12,1.989583
1983-09-13,1.9930560000000002
1983-09-14,1.9965279999999999
1983-09-15,1.9965279999999999
1983-09-16,2.017361
1983-09-19,2.076389
1983-09-20,2.138889
1983-09-21,2.048611
1983-09-22,2.072917
1983-09-23,2.065972
1983-09-26,2.065972
1983-09-27,2.045139
1983-09-28,2.059028
1983-09-29,2.0625
1983-09-30,2.041667
1983-10-03,2.03125
1983-10-04,2.059028
1983-10-05,2.0625
1983-10-06,2.104167
1983-10-07,2.107639
1983-10-10,2.104167
1983-10-11,2.0625
1983-10-12,2.045139
1983-10-13,2.013889
1983-10-14,2.038194
1983-10-17,2.055556
1983-10-18,2.072917
1983-10-19,2.086806
1983-10-20,2.090278
1983-10-21,2.059028
1983-10-24,2.090278
1983-10-25,2.090278
1983-10-26,2.0
1983-10-27,2.020833
1983-10-28,2.020833
1983-10-31,2.020833
1983-11-01,2.020833
1983-11-02,2.020833
1983-11-03,2.0
1983-11-04,2.03125
1983-11-07,2.03125
1983-11-08,2.041667
1983-11-09,2.020833
1983-11-10,1.989583
1983-11-11,2.052083
1983-11-14,2.125
1983-11-15,2.125
1983-11-16,2.15625
1983-11-17,2.083333
1983-11-18,2.104167
1983-11-21,2.208333
1983-11-22,2.291667
1983-11-23,2.25
1983-11-25,2.208333
1983-11-28,2.1875
1983-11-29,2.25
1983-11-30,2.239583
1983-12-01,2.166667
1983-12-02,2.114583
1983-12-05,2.135417
1983-12-06,2.177083
1983-12-07,2.208333
1983-12-08,2.21875
1983-12-09,2.208333
1983-12-12,2.239583
1983-12-13,2.25
1983-12-14,2.208333
1983-12-15,2.135417
1983-12-16,2.177083
1983-12-19,2.166667
1983-12-20,2.1875
1983-12-21,2.21875
1983-12-22,2.09375
1983-12-23,2.125
1983-12-27,2.135417
1983-12-28,2.083333
1983-12-29,2.083333
1983-12-30,2.0625
1984-01-03,2.010417
1984-01-04,2.020833
1984-01-05,2.09375
1984-01-06,2.177083
1984-01-09,2.177083
1984-01-10,2.09375
1984-01-11,2.072917
1984-01-12,2.114583
1984-01-13,2.072917
1984-01-16,2.052083
1984-01-17,2.104167
1984-01-18,2.072917
1984-01-19,2.083333
1984-01-20,2.041667
1984-01-23,2.0
1984-01-24,1.989583
1984-01-25,1.979167
1984-01-26,1.90625
1984-01-27,1.895833
1984-01-30,1.791667
1984-01-31,1.875
1984-02-01,1.90625
1984-02-02,1.96875
1984-02-03,1.833333
1984-02-06,1.833333
1984-02-07,1.864583
1984-02-08,1.802083
1984-02-09,1.8125
1984-02-10,1.833333
1984-02-13,1.84375
1984-02-14,1.885417
1984-02-15,1.895833
1984-02-16,1.90625
1984-02-17,1.875
1984-02-21,1.833333
1984-02-22,1.729167
1984-02-23,1.760417
1984-02-24,1.84375
1984-02-27,1.864583
1984-02-28,1.8125
1984-02-29,1.791667
1984-03-01,1.770833
1984-03-02,1.770833
1984-03-05,1.78125
1984-03-06,1.770833
1984-03-07,1.6875
1984-03-08,1.739583
1984-03-09,1.708333
1984-03-12,1.78125
1984-03-13,1.802083
1984-03-14,1.822917
1984-03-15,1.854167
1984-03-16,1.9375
1984-03-19,1.875
1984-03-20,1.927083
1984-03-21,1.90625
1984-03-22,1.864583
1984-03-23,1.854167
1984-03-26,1.802083
1984-03-27,1.833333
1984-03-28,1.958333
1984-03-29,1.958333
1984-03-30,1.958333
1984-04-02,1.96875
1984-04-03,1.9375
1984-04-04,1.90625
1984-04-05,1.822917
1984-04-06,1.822917
1984-04-09,1.854167
1984-04-10,1.885417
1984-04-11,1.84375
1984-04-12,1.927083
1984-04-13,1.916667
1984-04-16,1.916667
1984-04-17,1.916667
1984-04-18,1.875
1984-04-19,1.885417
1984-04-23,1.864583
1984-04-24,1.90625
1984-04-25,1.864583
1984-04-26,1.90625
1984-04-27,1.875
1984-04-30,1.885417
1984-05-01,1.979167
1984-05-02,1.96875
1984-05-03,1.927083
1984-05-04,1.916667
1984-05-07,1.9375
1984-05-08,1.916667
1984-05-09,1.927083
1984-05-10,1.90625
1984-05-11,1.875
1984-05-14,1.875
1984-05-15,1.864583
1984-05-16,1.875
1984-05-17,1.854167
1984-05-18,1.864583
1984-05-21,1.791667
1984-05-22,1.802083
1984-05-23,1.791667
1984-05-24,1.697917
1984-05-25,1.71875
1984-05-29,1.739583
1984-05-30,1.791667
1984-05-31,1.739583
1984-06-01,1.78125
1984-06-04,1.8125
1984-06-05,1.770833
1984-06-06,1.770833
1984-06-07,1.75
1984-06-08,1.75
1984-06-11,1.729167
1984-06-12,1.708333
1984-06-13,1.708333
1984-06-14,1.708333
1984-06-15,1.708333
1984-06-18,1.760417
1984-06-19,1.78125
1984-06-20,1.78125
1984-06-21,1.729167
1984-06-22,1.739583
1984-06-25,1.729167
1984-06-26,1.708333
1984-06-27,1.697917
1984-06-28,1.708333
1984-06-29,1.729167
1984-07-02,1.75
1984-07-03,1.760417
1984-07-05,1.729167
1984-07-06,1.729167
1984-07-09,1.729167
1984-07-10,1.729167
1984-07-11,1.708333
1984-07-12,1.71875
1984-07-13,1.71875
1984-07-16,1.708333
1984-07-17,1.729167
1984-07-18,1.65625
1984-07-19,1.604167
1984-07-20,1.625
1984-07-23,1.614583
1984-07-24,1.53125
1984-07-25,1.552083
1984-07-26,1.604167
1984-07-27,1.677083
1984-07-30,1.708333
1984-07-31,1.71875
1984-08-01,1.760417
1984-08-02,1.895833
1984-08-03,2.0
1984-08-06,1.979167
1984-08-07,1.96875
1984-08-08,1.947917
1984-08-09,2.0
1984-08-10,2.010417
1984-08-13,2.020833
1984-08-14,1.989583
1984-08-15,1.979167
1984-08-16,1.979167
1984-08-17,2.020833
1984-08-20,2.010417
1984-08-21,2.041667
1984-08-22,2.0625
1984-08-23,2.072917
1984-08-24,2.041667
1984-08-27,2.010417
1984-08-28,2.041667
1984-08-29,2.0
1984-08-30,2.0
1984-08-31,2.0
1984-09-04,2.0
1984-09-05,1.979167
1984-09-06,2.0
1984-09-07,1.958333
1984-09-10,1.885417
1984-09-11,1.885417
1984-09-12,1.927083
1984-09-13,1.96875
1984-09-14,2.010417
1984-09-17,2.020833
1984-09-18,2.020833
1984-09-19,2.0
1984-09-20,2.03125
1984-09-21,2.010417
1984-09-24,2.0
1984-09-25,1.979167
1984-09-26,1.989583
1984-09-27,2.041667
1984-09-28,2.041667
1984-10-01,2.020833
1984-10-02,1.947917
1984-10-03,1.927083
1984-10-04,1.895833
1984-10-05,1.927083
1984-10-08,1.916667
1984-10-09,1.916667
1984-10-10,1.927083
1984-10-11,1.9375
1984-10-12,1.916667
1984-10-15,1.947917
1984-10-16,1.875
1984-10-17,1.854167
1984-10-18,1.916667
1984-10-19,1.989583
1984-10-22,1.958333
1984-10-23,1.947917
1984-10-24,1.9375
1984-10-25,1.90625
1984-10-26,1.895833
1984-10-29,1.895833
1984-10-30,1.916667
1984-10-31,1.875
1984-11-01,1.895833
1984-11-02,1.916667
1984-11-05,1.958333
1984-11-06,1.96875
1984-11-07,1.979167
1984-11-08,1.96875
1984-11-09,1.958333
1984-11-12,1.947917
1984-11-13,1.958333
1984-11-14,1.9375
1984-11-15,1.90625
1984-11-16,1.90625
1984-11-19,1.916667
1984-11-20,1.90625
1984-11-21,1.895833
1984-11-23,1.916667
1984-11-26,1.90625
1984-11-27,1.864583
1984-11-28,1.854167
1984-11-29,1.84375
1984-11-30,1.864583
1984-12-03,1.84375
1984-12-04,1.854167
1984-12-05,1.822917
1984-12-06,1.802083
1984-12-07,1.854167
1984-12-10,1.875
1984-12-11,1.90625
1984-12-12,1.90625
1984-12-13,1.864583
1984-12-14,1.885417
1984-12-17,1.90625
1984-12-18,1.989583
1984-12-19,1.979167
1984-12-20,2.0
1984-12-21,2.0
1984-12-24,2.0
1984-12-26,1.989583
1984-12-27,1.96875
1984-12-28,1.96875
1984-12-31,2.0
1985-01-02,1.979167
1985-01-03,1.916667
1985-01-04,1.90625
1985-01-07,1.885417
1985-01-08,1.895833
1985-01-09,1.916667
1985-01-10,1.9375
1985-01-11,1.947917
1985-01-14,2.010417
1985-01-15,2.052083
1985-01-16,2.083333
1985-01-17,2.0625
1985-01-18,2.072917
1985-01-21,2.166667
1985-01-22,2.125
1985-01-23,2.135417
1985-01-24,2.15625
1985-01-25,2.145833
1985-01-28,2.15625
1985-01-29,2.25
1985-01-30,2.260417
1985-01-31,2.270833
1985-02-01,2.25
1985-02-04,2.260417
1985-02-05,2.25
1985-02-06,2.197917
1985-02-07,2.229167
1985-02-08,2.145833
1985-02-11,2.114583
1985-02-12,2.145833
1985-02-13,2.208333
1985-02-14,2.145833
1985-02-15,2.15625
1985-02-19,2.135417
1985-02-20,2.177083
1985-02-21,2.177083
1985-02-22,2.166667
1985-02-25,2.15625
1985-02-26,2.177083
1985-02-27,2.15625
1985-02-28,2.125
1985-03-01,2.166667
1985-03-04,2.1875
1985-03-05,2.197917
1985-03-06,2.1875
1985-03-07,2.145833
1985-03-08,2.125
1985-03-11,2.072917
1985-03-12,2.041667
1985-03-13,2.010417
1985-03-14,1.989583
1985-03-15,1.979167
1985-03-18,1.989583
1985-03-19,2.020833
1985-03-20,2.0
1985-03-21,2.0
1985-03-22,1.989583
1985-03-25,1.989583
1985-03-26,1.958333
1985-03-27,1.958333
1985-03-28,1.895833
1985-03-29,1.9375
1985-04-01,2.0
1985-04-02,1.989583
1985-04-03,1.979167
1985-04-04,1.979167
1985-04-08,1.927083
1985-04-09,1.9375
1985-04-10,1.979167
1985-04-11,1.96875
1985-04-12,1.979167
1985-04-15,2.020833
1985-04-16,2.041667
1985-04-17,2.010417
1985-04-18,1.979167
1985-04-19,1.989583
1985-04-22,1.958333
1985-04-23,2.010417
1985-04-24,1.989583
1985-04-25,1.989583
1985-04-26,2.0
1985-04-29,1.958333
1985-04-30,1.958333
1985-05-01,1.947917
1985-05-02,2.0
1985-05-03,2.0
1985-05-06,1.979167
1985-05-07,1.96875
1985-05-08,1.96875
1985-05-09,2.03125
1985-05-10,2.083333
1985-05-13,2.09375
1985-05-14,2.114583
1985-05-15,2.09375
1985-05-16,2.104167
1985-05-17,2.09375
1985-05-20,2.15625
1985-05-21,2.166667
1985-05-22,2.166667
1985-05-23,2.177083
1985-05-24,2.1875
