Date,IT
1994-09-29,7.25
1994-09-30,7.125
1994-10-03,7.25
1994-10-04,7.1875
1994-10-05,7.0625
1994-10-06,7.0625
1994-10-07,7.1875
1994-10-10,7.0625
1994-10-11,7.71875
1994-10-12,7.625
1994-10-13,7.625
1994-10-14,7.5625
1994-10-17,7.5625
1994-10-18,7.5625
1994-10-19,7.4375
1994-10-20,7.4375
1994-10-21,7.25
1994-10-24,7.1875
1994-10-25,7.40625
1994-10-26,7.5
1994-10-27,7.5
1994-10-28,7.875
1994-10-31,8.09375
1994-11-01,7.8125
1994-11-02,8.1875
1994-11-03,8.375
1994-11-04,8.25
1994-11-07,8.375
1994-11-08,8.359375
1994-11-09,8.5
1994-11-10,8.4375
1994-11-11,8.453125
1994-11-14,8.5
1994-11-15,9.5
1994-11-16,9.21875
1994-11-17,9.0625
1994-11-18,8.9375
1994-11-21,8.8125
1994-11-22,8.375
1994-11-23,8.3125
1994-11-25,8.25
1994-11-28,8.125
1994-11-29,8.375
1994-11-30,8.5
1994-12-01,8.4375
1994-12-02,8.625
1994-12-05,8.6875
1994-12-06,8.6875
1994-12-07,8.71875
1994-12-08,8.03125
1994-12-09,8.3125
1994-12-12,8.4375
1994-12-13,8.5625
1994-12-14,8.5
1994-12-15,8.5
1994-12-16,8.5625
1994-12-19,8.59375
1994-12-20,8.875
1994-12-21,9.3125
1994-12-22,9.625
1994-12-23,9.5
1994-12-27,9.25
1994-12-28,9.1875
1994-12-29,9.71875
1994-12-30,9.75
1995-01-03,9.5
1995-01-04,9.28125
1995-01-05,9.25
1995-01-06,9.25
1995-01-09,9.5625
1995-01-10,9.75
1995-01-11,9.75
1995-01-12,9.03125
1995-01-13,9.125
1995-01-16,9.4375
1995-01-17,9.9375
1995-01-18,10.03125
1995-01-19,9.59375
1995-01-20,9.6875
1995-01-23,9.625
1995-01-24,9.4375
1995-01-25,9.625
1995-01-26,9.5625
1995-01-27,9.78125
1995-01-30,9.625
1995-01-31,9.625
1995-02-01,9.5
1995-02-02,9.5
1995-02-03,10.0
1995-02-06,10.3125
1995-02-07,10.0625
1995-02-08,10.125
1995-02-09,10.25
1995-02-10,10.25
1995-02-13,10.625
1995-02-14,10.9375
1995-02-15,11.09375
1995-02-16,10.625
1995-02-17,10.40625
1995-02-21,10.375
1995-02-22,10.375
1995-02-23,10.46875
1995-02-24,10.6875
1995-02-27,10.4375
1995-02-28,10.375
1995-03-01,10.375
1995-03-02,10.375
1995-03-03,10.5
1995-03-06,10.1875
1995-03-07,10.15625
1995-03-08,10.1875
1995-03-09,10.375
1995-03-10,10.96875
1995-03-13,11.03125
1995-03-14,11.21875
1995-03-15,11.0625
1995-03-16,11.0625
1995-03-17,11.1875
1995-03-20,11.3125
1995-03-21,11.0
1995-03-22,11.140625
1995-03-23,11.125
1995-03-24,11.875
1995-03-27,11.8125
1995-03-28,11.9375
1995-03-29,11.75
1995-03-30,11.5625
1995-03-31,10.75
1995-04-03,10.8125
1995-04-04,10.8125
1995-04-05,11.0
1995-04-06,10.75
1995-04-07,10.5
1995-04-10,10.46875
1995-04-11,10.5
1995-04-12,10.0625
1995-04-13,10.234375
1995-04-17,10.375
1995-04-18,10.296875
1995-04-19,10.3125
1995-04-20,10.375
1995-04-21,9.9375
1995-04-24,9.5625
1995-04-25,9.5625
1995-04-26,9.84375
1995-04-27,10.375
1995-04-28,10.34375
1995-05-01,10.21875
1995-05-02,9.96875
1995-05-03,10.65625
1995-05-04,10.46875
1995-05-05,10.53125
1995-05-08,10.5625
1995-05-09,11.5
1995-05-10,11.875
1995-05-11,11.625
1995-05-12,12.0
1995-05-15,12.03125
1995-05-16,12.34375
1995-05-17,12.25
1995-05-18,12.25
1995-05-19,12.09375
1995-05-22,12.0
1995-05-23,11.84375
1995-05-24,12.0
1995-05-25,11.84375
1995-05-26,11.875
1995-05-30,11.625
1995-05-31,11.9375
1995-06-01,11.9375
1995-06-02,12.09375
1995-06-05,12.5625
1995-06-06,12.8125
1995-06-07,12.875
1995-06-08,12.625
1995-06-09,13.0
1995-06-12,13.21875
1995-06-13,12.875
1995-06-14,13.0
1995-06-15,13.6875
1995-06-16,13.4375
1995-06-19,14.4375
1995-06-20,14.84375
1995-06-21,14.65625
1995-06-22,14.5
1995-06-23,14.25
1995-06-26,14.0
1995-06-27,13.5625
1995-06-28,13.3125
1995-06-29,13.875
1995-06-30,14.5
1995-07-03,14.1875
1995-07-05,14.75
1995-07-06,15.875
1995-07-07,15.875
1995-07-10,15.0625
1995-07-11,15.3125
1995-07-12,15.4375
1995-07-13,14.875
1995-07-14,15.1875
1995-07-17,15.0
1995-07-18,14.625
1995-07-19,13.625
1995-07-20,13.5
1995-07-21,13.625
1995-07-24,13.375
1995-07-25,14.375
1995-07-26,14.5
1995-07-27,15.1875
1995-07-28,15.25
1995-07-31,15.375
1995-08-01,15.0625
1995-08-02,14.75
1995-08-03,14.625
1995-08-04,14.5
1995-08-07,14.625
1995-08-08,14.4375
1995-08-09,14.25
1995-08-10,13.5
1995-08-11,14.0
1995-08-14,14.25
1995-08-15,14.375
1995-08-16,14.5
1995-08-17,15.0
1995-08-18,15.25
1995-08-21,15.125
1995-08-22,15.3125
1995-08-23,15.25
1995-08-24,15.25
1995-08-25,14.625
1995-08-28,14.875
1995-08-29,14.75
1995-08-30,14.5
1995-08-31,14.1875
1995-09-01,14.125
1995-09-05,14.9375
1995-09-06,15.625
1995-09-07,16.5
1995-09-08,16.75
1995-09-11,16.5
1995-09-12,16.75
1995-09-13,16.75
1995-09-14,16.5
1995-09-15,16.0
1995-09-18,15.875
1995-09-19,16.0
1995-09-20,16.84375
1995-09-21,16.625
1995-09-22,16.5
1995-09-25,15.90625
1995-09-26,15.6875
1995-09-27,15.25
1995-09-28,16.0
1995-09-29,16.375
1995-10-02,16.875
1995-10-03,16.75
1995-10-04,16.25
1995-10-05,16.75
1995-10-06,16.875
1995-10-09,16.875
1995-10-10,16.5
1995-10-11,16.5
1995-10-12,17.125
1995-10-13,17.6875
1995-10-16,18.125
1995-10-17,18.1875
1995-10-18,17.875
1995-10-19,18.125
1995-10-20,18.75
1995-10-23,19.25
1995-10-24,19.5
1995-10-25,19.25
1995-10-26,19.625
1995-10-27,19.75
1995-10-30,21.4375
1995-10-31,21.8125
1995-11-01,21.5625
1995-11-02,20.875
1995-11-03,20.625
1995-11-06,20.125
1995-11-07,19.6875
1995-11-08,19.6875
1995-11-09,19.0
1995-11-10,19.375
1995-11-13,18.75
1995-11-14,17.625
1995-11-15,18.25
1995-11-16,18.75
1995-11-17,18.625
1995-11-20,18.875
1995-11-21,18.875
1995-11-22,19.5625
1995-11-24,20.0
1995-11-27,19.5625
1995-11-28,22.625
1995-11-29,22.25
1995-11-30,21.75
1995-12-01,21.125
1995-12-04,21.375
1995-12-05,21.5
1995-12-06,21.6875
1995-12-07,21.75
1995-12-08,21.125
1995-12-11,21.5625
1995-12-12,21.5
1995-12-13,21.6875
1995-12-14,21.375
1995-12-15,20.6875
1995-12-18,20.625
1995-12-19,20.9375
1995-12-20,21.625
1995-12-21,22.5
1995-12-22,23.03125
1995-12-26,23.8125
1995-12-27,23.25
1995-12-28,23.0
1995-12-29,23.9375
1996-01-02,23.3125
1996-01-03,23.1875
1996-01-04,21.375
1996-01-05,22.0625
1996-01-08,22.0
1996-01-09,20.25
1996-01-10,20.375
1996-01-11,23.0
1996-01-12,23.625
1996-01-15,23.0
1996-01-16,23.25
1996-01-17,23.28125
1996-01-18,24.375
1996-01-19,25.0
1996-01-22,26.8125
1996-01-23,26.0
1996-01-24,26.25
1996-01-25,26.25
1996-01-26,26.5
1996-01-29,27.75
1996-01-30,28.4375
1996-01-31,27.625
1996-02-01,27.5625
1996-02-02,28.0625
1996-02-05,27.875
1996-02-06,27.875
1996-02-07,26.875
1996-02-08,26.25
1996-02-09,27.125
1996-02-12,27.875
1996-02-13,27.625
1996-02-14,28.125
1996-02-15,28.5
1996-02-16,28.71875
1996-02-20,28.0
1996-02-21,28.0
1996-02-22,28.0
1996-02-23,28.75
1996-02-26,28.5
1996-02-27,27.75
1996-02-28,27.4375
1996-02-29,27.0625
1996-03-01,26.375
1996-03-04,26.875
1996-03-05,26.875
1996-03-06,27.125
1996-03-07,27.5
1996-03-08,27.1875
1996-03-11,27.25
1996-03-12,27.0
1996-03-13,28.375
1996-03-14,29.75
1996-03-15,32.0
1996-03-18,33.0
1996-03-19,31.625
1996-03-20,31.125
1996-03-21,31.0
1996-03-22,30.25
1996-03-25,28.5
1996-03-26,30.875
1996-03-27,31.25
1996-03-28,30.0
1996-03-29,30.5
1996-04-01,31.75
1996-04-02,32.25
1996-04-03,34.0
1996-04-04,35.5
1996-04-08,34.5
1996-04-09,35.125
1996-04-10,34.5
1996-04-11,35.0
1996-04-12,35.375
1996-04-15,34.0
1996-04-16,34.0
1996-04-17,33.625
1996-04-18,34.25
1996-04-19,35.25
1996-04-22,33.5
1996-04-23,33.5
1996-04-24,34.75
1996-04-25,34.25
1996-04-26,34.25
1996-04-29,34.75
1996-04-30,34.25
1996-05-01,35.0
1996-05-02,34.0
1996-05-03,32.75
1996-05-06,33.125
1996-05-07,35.125
1996-05-08,35.0
1996-05-09,35.75
1996-05-10,35.25
1996-05-13,35.75
1996-05-14,38.5
1996-05-15,39.5
1996-05-16,42.5
1996-05-17,41.375
1996-05-20,40.375
1996-05-21,39.5
1996-05-22,39.0
1996-05-23,37.75
1996-05-24,37.25
1996-05-28,36.75
1996-05-29,36.0
1996-05-30,35.75
1996-05-31,35.75
1996-06-03,34.625
1996-06-04,37.75
1996-06-05,39.0
1996-06-06,38.0
1996-06-07,37.0
1996-06-10,37.75
1996-06-11,37.75
1996-06-12,35.5
1996-06-13,34.75
1996-06-14,35.5
1996-06-17,36.0
1996-06-18,33.75
1996-06-19,32.0
1996-06-20,30.875
1996-06-21,32.75
1996-06-24,33.0
1996-06-25,34.0
1996-06-26,34.375
1996-06-27,35.25
1996-06-28,36.625
1996-07-01,38.625
1996-07-02,38.5
1996-07-03,37.375
1996-07-05,36.0
1996-07-08,34.625
1996-07-09,35.1875
1996-07-10,32.75
1996-07-11,32.75
1996-07-12,32.75
1996-07-15,29.25
1996-07-16,30.5
1996-07-17,34.0
1996-07-18,36.5
1996-07-19,34.5
1996-07-22,33.8125
1996-07-23,33.125
1996-07-24,33.25
1996-07-25,33.0
1996-07-26,34.0
1996-07-29,32.75
1996-07-30,31.5
1996-07-31,32.625
1996-08-01,33.25
1996-08-02,36.375
1996-08-05,35.0
1996-08-06,35.0
1996-08-07,34.625
1996-08-08,34.625
1996-08-09,34.0
1996-08-12,33.0
1996-08-13,33.5
1996-08-14,33.875
1996-08-15,33.5
1996-08-16,32.6875
1996-08-19,32.1875
1996-08-20,32.0
1996-08-21,31.25
1996-08-22,31.0
1996-08-23,31.5
1996-08-26,31.375
1996-08-27,31.5
1996-08-28,31.875
1996-08-29,31.5
1996-08-30,31.25
1996-09-03,30.25
1996-09-04,29.25
1996-09-05,27.375
1996-09-06,29.5
1996-09-09,30.625
1996-09-10,29.375
1996-09-11,30.125
1996-09-12,30.25
1996-09-13,33.5
1996-09-16,34.5
1996-09-17,33.375
1996-09-18,32.0
1996-09-19,33.25
1996-09-20,33.75
1996-09-23,33.375
1996-09-24,33.375
1996-09-25,33.75
1996-09-26,35.0
1996-09-27,36.5
1996-09-30,34.0
1996-10-01,34.0
1996-10-02,35.75
1996-10-03,34.25
1996-10-04,35.0
1996-10-07,36.0
1996-10-08,35.0
1996-10-09,37.0
1996-10-10,35.0
1996-10-11,34.5
1996-10-14,34.5
1996-10-15,34.625
1996-10-16,33.25
1996-10-17,31.75
1996-10-18,30.75
1996-10-21,31.0
1996-10-22,29.875
1996-10-23,30.75
1996-10-24,29.875
1996-10-25,30.125
1996-10-28,30.125
1996-10-29,30.0
1996-10-30,30.125
1996-10-31,30.75
1996-11-01,30.75
1996-11-04,29.75
1996-11-05,32.5
1996-11-06,34.125
1996-11-07,33.875
1996-11-08,36.25
1996-11-11,36.5
1996-11-12,36.75
1996-11-13,37.0
1996-11-14,38.5
1996-11-15,37.125
1996-11-18,34.6875
1996-11-19,35.5
1996-11-20,35.25
1996-11-21,33.125
1996-11-22,33.125
1996-11-25,35.75
1996-11-26,35.75
1996-11-27,37.0
1996-11-29,36.5
1996-12-02,37.0
1996-12-03,37.25
1996-12-04,37.25
1996-12-05,37.5
1996-12-06,37.0
1996-12-09,36.375
1996-12-10,35.375
1996-12-11,36.375
1996-12-12,35.875
1996-12-13,34.25
1996-12-16,34.25
1996-12-17,36.875
1996-12-18,37.75
1996-12-19,37.25
1996-12-20,37.5
1996-12-23,36.4375
1996-12-24,36.75
1996-12-26,37.125
1996-12-27,37.375
1996-12-30,38.125
1996-12-31,38.9375
1997-01-02,39.125
1997-01-03,40.0
1997-01-06,40.625
1997-01-07,42.0625
1997-01-08,40.75
1997-01-09,41.5
1997-01-10,40.75
1997-01-13,39.75
1997-01-14,40.5
1997-01-15,39.5
1997-01-16,35.75
1997-01-17,35.5
1997-01-20,33.625
1997-01-21,32.25
1997-01-22,34.25
1997-01-23,34.5
1997-01-24,32.75
1997-01-27,32.3125
1997-01-28,34.375
1997-01-29,35.0
1997-01-30,34.25
1997-01-31,34.25
1997-02-03,34.0625
1997-02-04,34.25
1997-02-05,34.875
1997-02-06,34.25
1997-02-07,34.5
1997-02-10,31.75
1997-02-11,32.125
1997-02-12,33.125
1997-02-13,32.75
1997-02-14,32.3125
1997-02-18,30.5
1997-02-19,27.0625
1997-02-20,28.75
1997-02-21,29.25
1997-02-24,28.0
1997-02-25,28.375
1997-02-26,27.625
1997-02-27,26.5
1997-02-28,26.5
1997-03-03,26.25
1997-03-04,26.625
1997-03-05,26.375
1997-03-06,27.5
1997-03-07,28.125
1997-03-10,28.8125
1997-03-11,28.625
1997-03-12,27.75
1997-03-13,28.0
1997-03-14,29.25
1997-03-17,27.375
1997-03-18,27.3125
1997-03-19,27.5
1997-03-20,27.875
1997-03-21,27.5
1997-03-24,26.625
1997-03-25,26.5625
1997-03-26,23.625
1997-03-27,20.375
1997-03-31,21.625
1997-04-01,20.625
1997-04-02,21.0
1997-04-03,20.6875
1997-04-04,21.5
1997-04-07,23.875
1997-04-08,23.5
1997-04-09,23.875
1997-04-10,24.5
1997-04-11,23.75
1997-04-14,25.25
1997-04-15,25.375
1997-04-16,25.75
1997-04-17,27.5
1997-04-18,26.0
1997-04-21,24.25
1997-04-22,23.75
1997-04-23,24.25
1997-04-24,22.875
1997-04-25,22.0
1997-04-28,23.25
1997-04-29,25.25
1997-04-30,26.25
1997-05-01,27.875
1997-05-02,29.125
1997-05-05,28.0
1997-05-06,26.5
1997-05-07,26.0
1997-05-08,25.625
1997-05-09,27.75
1997-05-12,28.125
1997-05-13,27.625
1997-05-14,27.5
1997-05-15,27.0
1997-05-16,28.625
1997-05-19,28.375
1997-05-20,29.75
1997-05-21,29.625
1997-05-22,28.75
1997-05-23,29.0
1997-05-27,29.875
1997-05-28,29.0
1997-05-29,28.3125
1997-05-30,29.125
1997-06-02,29.125
1997-06-03,27.5
1997-06-04,27.875
1997-06-05,28.0625
1997-06-06,26.875
1997-06-09,28.75
1997-06-10,29.375
1997-06-11,29.125
1997-06-12,29.75
1997-06-13,31.0
1997-06-16,32.625
1997-06-17,33.75
1997-06-18,33.875
1997-06-19,34.75
1997-06-20,34.125
1997-06-23,34.0
1997-06-24,34.3125
1997-06-25,33.03125
1997-06-26,33.1875
1997-06-27,35.0
1997-06-30,35.9375
1997-07-01,35.0
1997-07-02,33.875
1997-07-03,34.25
1997-07-07,36.0
1997-07-08,36.625
1997-07-09,35.125
1997-07-10,34.0
1997-07-11,35.0
1997-07-14,35.5
1997-07-15,34.8125
1997-07-16,35.125
1997-07-17,32.0
1997-07-18,31.8125
1997-07-21,31.6875
1997-07-22,32.375
1997-07-23,32.25
1997-07-24,30.25
1997-07-25,30.75
1997-07-28,28.875
1997-07-29,28.75
1997-07-30,29.0
1997-07-31,28.375
1997-08-01,29.0625
1997-08-04,29.875
1997-08-05,30.0625
1997-08-06,30.25
1997-08-07,28.75
1997-08-08,28.875
1997-08-11,28.0
1997-08-12,27.5
1997-08-13,28.3125
1997-08-14,27.875
1997-08-15,27.375
1997-08-18,25.625
1997-08-19,26.625
1997-08-20,26.9375
1997-08-21,26.875
1997-08-22,27.3125
1997-08-25,27.5
1997-08-26,25.5
1997-08-27,27.75
1997-08-28,27.0625
1997-08-29,26.4375
1997-09-02,26.5
1997-09-03,27.8125
1997-09-04,28.0
1997-09-05,27.75
1997-09-08,28.125
1997-09-09,28.875
1997-09-10,28.75
1997-09-11,28.8125
1997-09-12,29.0625
1997-09-15,27.75
1997-09-16,29.1875
1997-09-17,29.8125
1997-09-18,30.125
1997-09-19,30.25
1997-09-22,31.5
1997-09-23,32.0
1997-09-24,31.9375
1997-09-25,31.1875
1997-09-26,31.125
1997-09-29,30.875
1997-09-30,30.0
1997-10-01,30.0625
1997-10-02,32.0625
1997-10-03,31.625
1997-10-06,31.0
1997-10-07,31.5
1997-10-08,32.125
1997-10-09,32.125
1997-10-10,30.9375
1997-10-13,31.375
1997-10-14,31.0
1997-10-15,30.125
1997-10-16,29.75
1997-10-17,30.125
1997-10-20,31.25
1997-10-21,32.125
1997-10-22,32.375
1997-10-23,30.375
1997-10-24,29.125
1997-10-27,26.75
1997-10-28,28.125
1997-10-29,28.0
1997-10-30,27.25
1997-10-31,28.25
1997-11-03,27.875
1997-11-04,27.625
1997-11-05,28.75
1997-11-06,28.375
1997-11-07,27.625
1997-11-10,27.8125
1997-11-11,27.0
1997-11-12,29.25
1997-11-13,29.625
1997-11-14,30.75
1997-11-17,28.8125
1997-11-18,29.0
1997-11-19,29.25
1997-11-20,30.25
1997-11-21,29.5
1997-11-24,29.25
1997-11-25,29.0625
1997-11-26,29.4375
1997-11-28,29.125
1997-12-01,30.25
1997-12-02,30.875
1997-12-03,31.5625
1997-12-04,31.4375
1997-12-05,31.125
1997-12-08,32.75
1997-12-09,33.9375
1997-12-10,33.5
1997-12-11,33.25
1997-12-12,33.375
1997-12-15,34.0
1997-12-16,35.625
1997-12-17,34.1875
1997-12-18,34.5625
1997-12-19,35.1875
1997-12-22,36.0625
1997-12-23,35.0
1997-12-24,34.375
1997-12-26,36.1875
1997-12-29,36.09375
1997-12-30,36.875
1997-12-31,37.25
1998-01-02,36.875
1998-01-05,36.0625
1998-01-06,35.25
1998-01-07,35.625
1998-01-08,35.0
1998-01-09,33.375
1998-01-12,34.125
1998-01-13,34.625
1998-01-14,33.875
1998-01-15,34.625
1998-01-16,34.75
1998-01-20,37.75
1998-01-21,37.375
1998-01-22,36.875
1998-01-23,37.0
1998-01-26,36.5
1998-01-27,36.375
1998-01-28,36.375
1998-01-29,37.25
1998-01-30,37.3125
1998-02-02,37.3125
1998-02-03,37.25
1998-02-04,36.9375
1998-02-05,35.9375
1998-02-06,37.0
1998-02-09,35.625
1998-02-10,37.125
1998-02-11,40.375
1998-02-12,39.375
1998-02-13,38.875
1998-02-17,38.75
1998-02-18,38.1875
1998-02-19,39.375
1998-02-20,38.5
1998-02-23,38.5
1998-02-24,37.75
1998-02-25,37.75
1998-02-26,38.5
1998-02-27,39.875
1998-03-02,39.375
1998-03-03,38.875
1998-03-04,38.5625
1998-03-05,37.375
1998-03-06,38.25
1998-03-09,38.4375
1998-03-10,39.75
1998-03-11,40.0625
1998-03-12,39.5625
1998-03-13,39.125
1998-03-16,40.8125
1998-03-17,39.625
1998-03-18,40.0
1998-03-19,40.25
1998-03-20,38.375
1998-03-23,38.375
1998-03-24,39.375
1998-03-25,38.0
1998-03-26,37.0
1998-03-27,37.0
1998-03-30,36.25
1998-03-31,37.375
1998-04-01,35.1875
1998-04-02,34.75
1998-04-03,34.875
1998-04-06,33.375
1998-04-07,32.1875
1998-04-08,32.0
1998-04-09,34.0
1998-04-13,32.875
1998-04-14,33.375
1998-04-15,35.125
1998-04-16,32.3125
1998-04-17,32.3125
1998-04-20,32.0
1998-04-21,33.625
1998-04-22,33.375
1998-04-23,33.875
1998-04-24,34.3125
1998-04-27,34.0
1998-04-28,35.0
1998-04-29,33.6875
1998-04-30,33.125
1998-05-01,34.0625
1998-05-04,34.8125
1998-05-05,33.75
1998-05-06,32.75
1998-05-07,31.0
1998-05-08,31.375
1998-05-11,30.4375
1998-05-12,31.4375
1998-05-13,31.5625
1998-05-14,31.0
1998-05-15,31.625
1998-05-18,32.75
1998-05-19,33.3125
1998-05-20,33.625
1998-05-21,33.625
1998-05-22,32.6875
1998-05-26,30.625
1998-05-27,32.375
1998-05-28,34.25
1998-05-29,33.0625
1998-06-01,32.25
1998-06-02,34.25
1998-06-03,33.375
1998-06-04,33.125
1998-06-05,32.5
1998-06-08,31.875
1998-06-09,33.0
1998-06-10,32.1875
1998-06-11,32.25
1998-06-12,32.625
1998-06-15,32.125
1998-06-16,32.9375
1998-06-17,32.875
1998-06-18,32.0
1998-06-19,33.0
1998-06-22,33.0
1998-06-23,33.125
1998-06-24,34.25
1998-06-25,33.75
1998-06-26,33.375
1998-06-29,33.53125
1998-06-30,35.0
1998-07-01,35.1875
1998-07-02,32.75
1998-07-06,32.25
1998-07-07,32.0
1998-07-08,33.25
1998-07-09,33.5
1998-07-10,32.875
1998-07-13,32.125
1998-07-14,31.75
1998-07-15,32.125
1998-07-16,33.375
1998-07-17,33.0
1998-07-20,32.0
1998-07-21,33.1875
1998-07-22,33.75
1998-07-23,32.125
1998-07-24,33.0625
1998-07-27,32.25
1998-07-28,31.25
1998-07-29,31.5
1998-07-30,32.25
1998-07-31,30.625
1998-08-03,31.25
1998-08-04,30.5
1998-08-05,29.625
1998-08-06,30.875
1998-08-07,31.3125
1998-08-10,31.9375
1998-08-11,29.75
1998-08-12,29.25
1998-08-13,28.5
1998-08-14,28.3125
1998-08-17,27.6875
1998-08-18,27.0
1998-08-19,27.125
