Date,HKHHF
2009-01-28,28.75
2009-01-29,28.75
2009-01-30,26.5
2009-02-02,26.25
2009-02-03,26.25
2009-02-04,26.25
2009-02-05,26.950001
2009-02-06,26.299999
2009-02-09,26.299999
2009-02-10,26.200001
2009-02-11,25.6
2009-02-12,24.85
2009-02-13,25.15
2009-02-17,23.1
2009-02-18,24.049999
2009-02-19,25.1
2009-02-20,24.450001
2009-02-23,24.25
2009-02-24,24.0
2009-02-25,23.299999
2009-02-26,23.1
2009-02-27,23.6
2009-03-02,22.1
2009-03-03,22.25
2009-03-04,22.25
2009-03-05,22.25
2009-03-06,21.5
2009-03-09,20.950001
2009-03-10,21.1
2009-03-11,21.6
2009-03-12,22.4
2009-03-13,21.15
2009-03-16,22.700001
2009-03-17,23.5
2009-03-18,23.65
2009-03-19,23.0
2009-03-20,22.6
2009-03-23,24.299999
2009-03-24,24.700001
2009-03-25,24.700001
2009-03-26,26.0
2009-03-27,24.1
2009-03-30,23.469998999999998
2009-03-31,23.469998999999998
2009-04-01,25.0
2009-04-02,26.200001
2009-04-03,26.0
2009-04-06,26.25
2009-04-07,26.4
2009-04-08,26.4
2009-04-09,25.0
2009-04-13,25.75
2009-04-14,24.85
2009-04-15,24.85
2009-04-16,24.85
2009-04-17,24.65
2009-04-20,23.9
2009-04-21,24.0
2009-04-22,22.5
2009-04-23,23.219998999999998
2009-04-24,23.1
2009-04-27,23.1
2009-04-28,23.0
2009-04-29,23.51
2009-04-30,23.5
2009-05-01,23.5
2009-05-04,25.950001
2009-05-05,25.450001
2009-05-06,25.450001
2009-05-07,27.780001000000002
2009-05-08,27.85
2009-05-11,27.85
2009-05-12,28.950001
2009-05-13,28.0
2009-05-14,29.0
2009-05-15,29.0
2009-05-18,28.450001
2009-05-19,29.299999
2009-05-20,29.450001
2009-05-21,28.66
2009-05-22,29.0
2009-05-26,29.0
2009-05-27,29.25
2009-05-28,29.5
2009-05-29,29.65
2009-06-01,29.65
2009-06-02,29.65
2009-06-03,29.75
2009-06-04,29.950001
2009-06-05,29.5
2009-06-08,29.5
2009-06-09,29.5
2009-06-10,29.5
2009-06-11,29.549999
2009-06-12,29.549999
2009-06-15,28.25
2009-06-16,28.25
2009-06-17,28.25
2009-06-18,28.799999
2009-06-19,28.799999
2009-06-22,29.639999
2009-06-23,30.799999
2009-06-24,30.799999
2009-06-25,31.6
2009-06-26,31.6
2009-06-29,32.099998
2009-06-30,32.099998
2009-07-01,32.950001
2009-07-02,32.950001
2009-07-06,32.150002
2009-07-07,32.150002
2009-07-08,32.150002
2009-07-09,32.150002
2009-07-10,31.299999
2009-07-13,31.049999
2009-07-14,31.049999
2009-07-15,32.099998
2009-07-16,32.349998
2009-07-17,32.349998
2009-07-20,32.349998
2009-07-21,33.200001
2009-07-22,33.599998
2009-07-23,33.599998
2009-07-24,34.650002
2009-07-27,34.200001
2009-07-28,34.200001
2009-07-29,34.200001
2009-07-30,34.049999
2009-07-31,34.049999
2009-08-03,35.450001
2009-08-04,35.450001
2009-08-05,35.0
2009-08-06,35.400002
2009-08-07,34.5
2009-08-10,34.5
2009-08-11,33.799999
2009-08-12,33.799999
2009-08-13,33.150002
2009-08-14,33.150002
2009-08-17,33.200001
2009-08-18,33.200001
2009-08-19,33.200001
2009-08-20,33.400002
2009-08-21,34.75
2009-08-24,33.450001
2009-08-25,34.200001
2009-08-26,36.25
2009-08-27,36.25
2009-08-28,36.25
2009-08-31,36.25
2009-09-01,35.25
2009-09-02,35.099998
2009-09-03,35.099998
2009-09-04,35.099998
2009-09-08,36.299999
2009-09-09,36.5
2009-09-10,37.599998
2009-09-11,37.5
2009-09-14,37.5
2009-09-15,38.25
2009-09-16,38.849998
2009-09-17,39.0
2009-09-18,39.59
2009-09-21,39.59
2009-09-22,40.950001
2009-09-23,41.25
2009-09-24,40.450001
2009-09-25,40.25
2009-09-28,40.25
2009-09-29,40.25
2009-09-30,40.099998
2009-10-01,40.099998
2009-10-02,39.25
2009-10-05,39.25
2009-10-06,40.93
2009-10-07,40.93
2009-10-08,40.93
2009-10-09,41.150002
2009-10-12,39.5
2009-10-13,39.5
2009-10-14,40.400002
2009-10-15,40.400002
2009-10-16,40.400002
2009-10-19,40.400002
2009-10-20,40.400002
2009-10-21,41.099998
2009-10-22,41.0
2009-10-23,41.0
2009-10-26,40.049999
2009-10-27,40.049999
2009-10-28,40.049999
2009-10-29,39.18
2009-10-30,38.299999
2009-11-02,39.0
2009-11-03,38.75
2009-11-04,38.75
2009-11-05,39.700001
2009-11-06,39.700001
2009-11-09,40.900002
2009-11-10,40.849998
2009-11-11,40.849998
2009-11-12,40.619999
2009-11-13,40.599998
2009-11-16,41.75
2009-11-17,41.5
2009-11-18,41.669998
2009-11-19,41.669998
2009-11-20,40.849998
2009-11-23,41.650002
2009-11-24,41.75
2009-11-25,42.0
2009-11-27,42.0
2009-11-30,41.0
2009-12-01,41.0
2009-12-02,41.709998999999996
2009-12-03,41.709998999999996
2009-12-04,41.709998999999996
2009-12-07,41.709998999999996
2009-12-08,42.400002
2009-12-09,42.650002
2009-12-10,42.650002
2009-12-11,42.650002
2009-12-14,42.650002
2009-12-15,42.150002
2009-12-16,41.75
2009-12-17,40.900002
2009-12-18,40.849998
2009-12-21,40.849998
2009-12-22,41.5
2009-12-23,41.5
2009-12-24,41.5
2009-12-28,41.5
2009-12-29,42.150002
2009-12-30,41.599998
2009-12-31,41.900002
2010-01-04,42.75
2010-01-05,42.75
2010-01-06,42.0
2010-01-07,42.0
2010-01-08,42.0
2010-01-11,43.0
2010-01-12,43.439999
2010-01-13,43.400002
2010-01-14,43.400002
2010-01-15,43.400002
2010-01-19,44.549999
2010-01-20,44.549999
2010-01-21,44.549999
2010-01-22,44.549999
2010-01-25,44.549999
2010-01-26,44.549999
2010-01-27,44.549999
2010-01-28,42.099998
2010-01-29,42.400002
2010-02-01,42.599998
2010-02-02,42.25
2010-02-03,42.299999
2010-02-04,41.0
2010-02-05,39.700001
2010-02-08,39.700001
2010-02-09,39.75
2010-02-10,39.75
2010-02-11,39.75
2010-02-12,39.75
2010-02-16,39.75
2010-02-17,39.650002
2010-02-18,39.799999
2010-02-19,40.25
2010-02-22,40.25
2010-02-23,40.650002
2010-02-24,40.0
2010-02-25,40.0
2010-02-26,40.0
2010-03-01,41.849998
2010-03-02,41.849998
2010-03-03,41.849998
2010-03-04,43.5
2010-03-05,43.5
2010-03-08,43.75
2010-03-09,43.849998
2010-03-10,43.849998
2010-03-11,43.849998
2010-03-12,43.75
2010-03-15,43.75
2010-03-16,43.75
2010-03-17,43.75
2010-03-18,43.75
2010-03-19,43.5
2010-03-22,43.5
2010-03-23,43.5
2010-03-24,43.5
2010-03-25,43.5
2010-03-26,43.5
2010-03-29,43.5
2010-03-30,43.5
2010-03-31,43.5
2010-04-01,43.5
2010-04-05,44.150002
2010-04-06,44.150002
2010-04-07,43.799999
2010-04-08,43.799999
2010-04-09,43.799999
2010-04-12,44.5
2010-04-13,42.5
2010-04-14,42.5
2010-04-15,42.25
2010-04-16,42.400002
2010-04-19,41.599998
2010-04-20,41.599998
2010-04-21,41.599998
2010-04-22,41.599998
2010-04-23,41.599998
2010-04-26,42.099998
2010-04-27,41.0
2010-04-28,38.799999
2010-04-29,41.599998
2010-04-30,41.200001
2010-05-03,41.200001
2010-05-04,41.200001
2010-05-05,38.799999
2010-05-06,38.799999
2010-05-07,37.150002
2010-05-10,38.0
2010-05-11,38.150002
2010-05-12,37.400002
2010-05-13,37.700001
2010-05-14,37.700001
2010-05-17,37.700001
2010-05-18,36.75
2010-05-19,36.25
2010-05-20,35.349998
2010-05-21,35.349998
2010-05-24,36.0
2010-05-25,34.75
2010-05-26,36.0
2010-05-27,36.049999
2010-05-28,36.049999
2010-06-01,36.049999
2010-06-02,36.049999
2010-06-03,36.049999
2010-06-04,37.75
2010-06-07,36.5
2010-06-08,36.5
2010-06-09,37.400002
2010-06-10,37.400002
2010-06-11,38.169998
2010-06-14,38.02
2010-06-15,38.900002
2010-06-16,38.650002
2010-06-17,39.150002
2010-06-18,39.150002
2010-06-21,39.310001
2010-06-22,39.0
2010-06-23,38.25
2010-06-24,38.25
2010-06-25,38.25
2010-06-28,39.200001
2010-06-29,39.200001
2010-06-30,36.049999
2010-07-01,36.049999
2010-07-02,36.049999
2010-07-06,36.049999
2010-07-07,36.049999
2010-07-08,38.0
2010-07-09,38.0
2010-07-12,38.0
2010-07-13,39.5
2010-07-14,39.5
2010-07-15,39.5
2010-07-16,39.5
2010-07-19,40.5
2010-07-20,39.400002
2010-07-21,39.400002
2010-07-22,40.599998
2010-07-23,40.450001
2010-07-26,40.450001
2010-07-27,40.700001
2010-07-28,40.0
2010-07-29,40.0
2010-07-30,39.25
2010-08-02,39.25
2010-08-03,39.25
2010-08-04,39.25
2010-08-05,39.25
2010-08-06,39.25
2010-08-09,39.25
2010-08-10,39.25
2010-08-11,39.25
2010-08-12,39.0
2010-08-13,39.0
2010-08-16,39.450001
2010-08-17,39.450001
2010-08-18,38.75
2010-08-19,38.75
2010-08-20,38.75
2010-08-23,37.5
2010-08-24,37.5
2010-08-25,37.950001
2010-08-26,38.200001
2010-08-27,38.799999
2010-08-30,38.0
2010-08-31,38.400002
2010-09-01,38.400002
2010-09-02,38.400002
2010-09-03,38.400002
2010-09-07,39.349998
2010-09-08,39.650002
2010-09-09,39.650002
2010-09-10,39.650002
2010-09-13,39.650002
2010-09-14,41.25
2010-09-15,41.299999
2010-09-16,41.299999
2010-09-17,41.299999
2010-09-20,42.25
2010-09-21,41.549999
2010-09-22,43.200001
2010-09-23,42.400002
2010-09-24,43.299999
2010-09-27,43.200001
2010-09-28,43.200001
2010-09-29,43.549999
2010-09-30,43.549999
2010-10-01,44.0
2010-10-04,44.0
2010-10-05,44.150002
2010-10-06,44.150002
2010-10-07,44.150002
2010-10-08,44.73
2010-10-11,44.73
2010-10-12,44.73
2010-10-13,44.73
2010-10-14,45.93
2010-10-15,45.709998999999996
2010-10-18,45.709998999999996
2010-10-19,44.599998
2010-10-20,44.650002
2010-10-21,44.73
2010-10-22,44.73
2010-10-25,45.25
2010-10-26,45.25
2010-10-27,42.970001
2010-10-28,42.970001
2010-10-29,43.299999
2010-11-01,43.580002
2010-11-02,44.470001
2010-11-03,44.549999
2010-11-04,44.549999
2010-11-05,44.549999
2010-11-08,43.849998
2010-11-09,43.009997999999996
2010-11-10,42.77
2010-11-11,42.77
2010-11-12,42.77
2010-11-15,43.049999
2010-11-16,43.049999
2010-11-17,43.049999
2010-11-18,43.560001
2010-11-19,43.560001
2010-11-22,43.41
2010-11-23,43.41
2010-11-24,42.049999
2010-11-26,42.049999
2010-11-29,42.049999
2010-11-30,42.049999
2010-12-01,41.380001
2010-12-02,41.380001
2010-12-03,41.380001
2010-12-06,41.380001
2010-12-07,42.259997999999996
2010-12-08,42.259997999999996
2010-12-09,42.259997999999996
2010-12-10,41.830002
2010-12-13,41.830002
2010-12-14,42.049999
2010-12-15,41.209998999999996
2010-12-16,41.599998
2010-12-17,41.950001
2010-12-20,41.950001
2010-12-21,41.950001
2010-12-22,43.0
2010-12-23,43.0
2010-12-27,43.099998
2010-12-28,42.950001
2010-12-29,43.349998
2010-12-30,43.349998
2010-12-31,43.310001
2011-01-03,43.310001
2011-01-04,44.150002
2011-01-05,44.150002
2011-01-06,42.900002
2011-01-07,42.900002
2011-01-10,42.900002
2011-01-11,42.900002
2011-01-12,43.5
2011-01-13,44.200001
2011-01-14,44.200001
2011-01-18,44.91
2011-01-19,44.849998
2011-01-20,44.150002
2011-01-21,44.150002
2011-01-24,45.049999
2011-01-25,44.849998
2011-01-26,45.150002
2011-01-27,45.150002
2011-01-28,44.849998
2011-01-31,44.099998
2011-02-01,46.0
2011-02-02,45.450001
2011-02-03,45.150002
2011-02-04,44.849998
2011-02-07,45.0
2011-02-08,44.560001
2011-02-09,44.139998999999996
2011-02-10,43.650002
2011-02-11,43.599998
2011-02-14,43.599998
2011-02-15,43.599998
2011-02-16,44.560001
2011-02-17,45.200001
2011-02-18,45.799999
2011-02-22,45.099998
2011-02-23,44.860001000000004
2011-02-24,45.009997999999996
2011-02-25,45.599998
2011-02-28,45.599998
2011-03-01,45.93
2011-03-02,45.93
2011-03-03,45.93
2011-03-04,45.93
2011-03-07,46.240002000000004
2011-03-08,46.240002000000004
2011-03-09,46.240002000000004
2011-03-10,46.290001000000004
2011-03-11,45.650002
2011-03-14,45.650002
2011-03-15,44.959998999999996
2011-03-16,43.75
2011-03-17,44.98
2011-03-18,44.98
2011-03-21,46.5
2011-03-22,46.5
2011-03-23,47.040001000000004
2011-03-24,46.619999
2011-03-25,47.130001
2011-03-28,46.950001
2011-03-29,46.939999
2011-03-30,46.939999
2011-03-31,47.889998999999996
2011-04-01,48.650002
2011-04-04,48.650002
2011-04-05,49.75
2011-04-06,49.439999
2011-04-07,49.369999
2011-04-08,50.200001
2011-04-11,50.200001
2011-04-12,50.060001
2011-04-13,50.700001
2011-04-14,50.650002
2011-04-15,51.349998
2011-04-18,50.25
2011-04-19,51.02
2011-04-20,51.450001
2011-04-21,51.950001
2011-04-25,51.650002
2011-04-26,52.849998
2011-04-27,52.450001
2011-04-28,52.349998
2011-04-29,52.349998
2011-05-02,52.91
2011-05-03,52.91
2011-05-04,53.84
2011-05-05,52.990002000000004
2011-05-06,52.990002000000004
2011-05-09,52.0
2011-05-10,52.849998
2011-05-11,52.849998
2011-05-12,53.099998
2011-05-13,53.099998
2011-05-16,53.150002
2011-05-17,52.720001
2011-05-18,52.720001
2011-05-19,54.650002
2011-05-20,53.150002
2011-05-23,52.299999
2011-05-24,51.799999
2011-05-25,51.25
2011-05-26,51.099998
2011-05-27,51.349998
2011-05-31,52.299999
2011-06-01,52.900002
2011-06-02,52.450001
2011-06-03,52.450001
2011-06-06,52.450001
2011-06-07,52.450001
2011-06-08,50.959998999999996
2011-06-09,50.959998999999996
2011-06-10,50.049999
2011-06-13,50.450001
2011-06-14,50.450001
2011-06-15,50.450001
2011-06-16,48.650002
2011-06-17,49.799999
2011-06-20,49.860001000000004
2011-06-21,49.860001000000004
2011-06-22,50.599998
2011-06-23,50.599998
2011-06-24,50.599998
2011-06-27,49.900002
2011-06-28,50.150002
2011-06-29,50.900002
2011-06-30,51.549999
2011-07-01,51.049999
2011-07-05,51.630001
2011-07-06,51.630001
2011-07-07,51.630001
2011-07-08,51.25
2011-07-11,51.25
2011-07-12,51.25
2011-07-13,49.900002
2011-07-14,49.900002
2011-07-15,49.950001
2011-07-18,48.450001
2011-07-19,48.450001
2011-07-20,48.450001
2011-07-21,51.009997999999996
2011-07-22,51.299999
2011-07-25,51.470001
2011-07-26,52.099998
2011-07-27,52.099998
2011-07-28,51.299999
2011-07-29,51.299999
2011-08-01,50.360001000000004
2011-08-02,50.360001000000004
2011-08-03,49.299999
2011-08-04,47.75
2011-08-05,47.5
2011-08-08,45.0
2011-08-09,45.450001
2011-08-10,45.450001
2011-08-11,45.450001
2011-08-12,44.91
2011-08-15,46.849998
2011-08-16,46.849998
2011-08-17,46.849998
2011-08-18,44.43
2011-08-19,43.950001
2011-08-22,44.299999
2011-08-23,44.299999
2011-08-24,41.299999
2011-08-25,40.849998
2011-08-26,40.849998
2011-08-29,41.349998
2011-08-30,41.110001000000004
2011-08-31,41.110001000000004
2011-09-01,41.110001000000004
2011-09-02,41.66
2011-09-06,41.66
2011-09-07,40.450001
2011-09-08,40.650002
2011-09-09,39.049999
2011-09-12,39.049999
2011-09-13,38.419998
2011-09-14,39.0
2011-09-15,39.0
2011-09-16,39.0
2011-09-19,38.459998999999996
2011-09-20,38.459998999999996
2011-09-21,39.75
2011-09-22,39.75
2011-09-23,38.41
2011-09-26,38.41
2011-09-27,39.849998
2011-09-28,39.849998
2011-09-29,39.380001
2011-09-30,38.310001
2011-10-03,37.900002
2011-10-04,37.400002
2011-10-05,37.400002
2011-10-06,38.279999
2011-10-07,38.75
2011-10-10,39.599998
2011-10-11,39.599998
2011-10-12,40.900002
2011-10-13,41.360001000000004
2011-10-14,41.360001000000004
2011-10-17,40.849998
2011-10-18,40.709998999999996
2011-10-19,41.200001
2011-10-20,40.950001
2011-10-21,40.950001
2011-10-24,43.73
2011-10-25,43.389998999999996
2011-10-26,43.389998999999996
2011-10-27,44.959998999999996
2011-10-28,44.610001000000004
2011-10-31,44.610001000000004
2011-11-01,44.610001000000004
2011-11-02,44.610001000000004
2011-11-03,41.389998999999996
2011-11-04,41.389998999999996
2011-11-07,41.389998999999996
2011-11-08,41.389998999999996
2011-11-09,39.900002
2011-11-10,40.0
2011-11-11,41.009997999999996
2011-11-14,40.599998
2011-11-15,40.549999
2011-11-16,40.389998999999996
2011-11-17,39.060001
2011-11-18,39.830002
2011-11-21,38.130001
2011-11-22,38.130001
2011-11-23,38.32
2011-11-25,37.349998
2011-11-28,38.669998
2011-11-29,38.450001
2011-11-30,40.290001000000004
2011-12-01,40.290001000000004
2011-12-02,40.029999
2011-12-05,40.689999
2011-12-06,40.700001
2011-12-07,40.700001
2011-12-08,40.700001
2011-12-09,39.880001
2011-12-12,39.790001000000004
2011-12-13,37.07
2011-12-14,37.990002000000004
2011-12-15,37.599998
2011-12-16,38.18
2011-12-19,38.990002000000004
2011-12-20,39.419998
2011-12-21,40.0
2011-12-22,39.400002
2011-12-23,40.290001000000004
2011-12-27,41.049999
2011-12-28,41.049999
2011-12-29,40.66
2011-12-30,40.66
2012-01-03,42.900002
2012-01-04,42.130001
2012-01-05,42.130001
2012-01-06,42.130001
2012-01-09,41.25
2012-01-10,41.740002000000004
2012-01-11,40.349998
2012-01-12,40.599998
2012-01-13,38.880001
2012-01-17,40.080002
2012-01-18,40.389998999999996
2012-01-19,40.740002000000004
2012-01-20,40.540001000000004
2012-01-23,40.540001000000004
2012-01-24,40.73
2012-01-25,40.73
2012-01-26,41.169998
2012-01-27,41.049999
2012-01-30,41.049999
2012-01-31,41.049999
2012-02-01,41.759997999999996
2012-02-02,40.950001
2012-02-03,41.349998
2012-02-06,41.380001
2012-02-07,41.389998999999996
2012-02-08,41.389998999999996
2012-02-09,42.040001000000004
2012-02-10,41.290001000000004
2012-02-13,41.290001000000004
2012-02-14,41.290001000000004
2012-02-15,41.290001000000004
2012-02-16,42.360001000000004
2012-02-17,42.669998
2012-02-21,44.150002
2012-02-22,44.150002
2012-02-23,44.25
2012-02-24,45.189999
2012-02-27,45.080002
2012-02-28,44.849998
2012-02-29,44.849998
2012-03-01,45.130001
2012-03-02,45.130001
2012-03-05,45.09
2012-03-06,43.540001000000004
2012-03-07,44.400002
2012-03-08,44.400002
2012-03-09,45.310001
2012-03-12,45.310001
2012-03-13,45.900002
2012-03-14,45.900002
2012-03-15,46.380001
2012-03-16,46.330002
2012-03-19,46.330002
2012-03-20,45.880001
2012-03-21,46.169998
2012-03-22,46.02
2012-03-23,46.02
2012-03-26,47.82
2012-03-27,47.82
2012-03-28,46.709998999999996
2012-03-29,46.150002
2012-03-30,47.07
2012-04-02,46.860001000000004
2012-04-03,47.150002
2012-04-04,45.450001
2012-04-05,45.189999
2012-04-09,45.189999
2012-04-10,45.099998
2012-04-11,45.099998
2012-04-12,46.52
2012-04-13,46.52
2012-04-16,46.52
2012-04-17,46.52
2012-04-18,47.5
2012-04-19,47.939999
2012-04-20,48.169998
2012-04-23,48.169998
2012-04-24,46.34
2012-04-25,46.34
2012-04-26,46.34
2012-04-27,46.490002000000004
2012-04-30,46.560001
2012-05-01,46.560001
2012-05-02,46.560001
2012-05-03,46.299999
2012-05-04,46.299999
2012-05-07,46.080002
2012-05-08,45.049999
2012-05-09,45.299999
2012-05-10,44.279999
2012-05-11,45.549999
2012-05-14,44.400002
2012-05-15,44.5
2012-05-16,43.360001000000004
2012-05-17,43.360001000000004
2012-05-18,41.810001
2012-05-21,42.720001
2012-05-22,42.720001
2012-05-23,42.720001
2012-05-24,42.720001
2012-05-25,41.849998
2012-05-29,41.849998
2012-05-30,41.849998
2012-05-31,40.349998
2012-06-01,40.349998
2012-06-04,39.549999
2012-06-05,39.490002000000004
2012-06-06,40.68
2012-06-07,40.799999
2012-06-08,40.380001
2012-06-11,39.950001
2012-06-12,39.400002
2012-06-13,40.099998
2012-06-14,40.099998
2012-06-15,40.099998
2012-06-18,40.990002000000004
2012-06-19,41.110001000000004
2012-06-20,41.299999
2012-06-21,41.349998
2012-06-22,41.68
2012-06-25,41.389998999999996
2012-06-26,41.25
2012-06-27,42.27
2012-06-28,42.009997999999996
2012-06-29,44.98
2012-07-02,44.98
2012-07-03,44.98
2012-07-05,44.900002
2012-07-06,44.700001
2012-07-09,44.5
2012-07-10,44.5
2012-07-11,44.5
2012-07-12,43.389998999999996
2012-07-13,44.049999
2012-07-16,44.049999
2012-07-17,44.689999
2012-07-18,44.25
2012-07-19,44.25
2012-07-20,45.0
2012-07-23,43.490002000000004
2012-07-24,43.799999
2012-07-25,43.799999
2012-07-26,45.279999
2012-07-27,45.860001000000004
2012-07-30,45.860001000000004
2012-07-31,46.299999
2012-08-01,46.68
2012-08-02,45.220001
2012-08-03,45.220001
2012-08-06,47.240002000000004
2012-08-07,47.240002000000004
2012-08-08,45.400002
2012-08-09,44.900002
2012-08-10,44.900002
2012-08-13,44.900002
2012-08-14,45.32
2012-08-15,45.16
2012-08-16,45.130001
2012-08-17,44.25
2012-08-20,44.25
2012-08-21,45.75
2012-08-22,45.799999
2012-08-23,46.970001
2012-08-24,46.970001
2012-08-27,46.700001
2012-08-28,46.5
2012-08-29,47.0
2012-08-30,47.0
2012-08-31,47.0
2012-09-04,46.849998
2012-09-05,46.779999
2012-09-06,47.360001000000004
2012-09-07,47.400002
2012-09-10,45.990002000000004
2012-09-11,46.34
2012-09-12,46.130001
2012-09-13,46.75
2012-09-14,46.68
2012-09-17,46.59
2012-09-18,47.049999
2012-09-19,49.84
2012-09-20,49.040001000000004
2012-09-21,49.5
2012-09-24,49.5
2012-09-25,49.450001
2012-09-26,49.0
2012-09-27,49.0
2012-09-28,48.860001000000004
2012-10-01,49.52
2012-10-02,50.290001000000004
2012-10-03,50.349998
2012-10-04,51.459998999999996
2012-10-05,52.389998999999996
2012-10-08,52.0
2012-10-09,51.139998999999996
2012-10-10,51.139998999999996
2012-10-11,51.27
2012-10-12,51.689999
2012-10-15,52.049999
2012-10-16,52.32
2012-10-17,52.32
2012-10-18,52.32
2012-10-19,51.400002
2012-10-22,51.84
2012-10-23,50.889998999999996
2012-10-24,49.849998
2012-10-25,49.849998
2012-10-26,50.599998
2012-10-31,51.150002
2012-11-01,51.43
2012-11-02,51.200001
2012-11-05,51.310001
2012-11-06,51.75
2012-11-07,51.41
2012-11-08,51.41
2012-11-09,51.439999
2012-11-12,51.790001000000004
2012-11-13,51.970001
2012-11-14,52.299999
2012-11-15,51.189999
2012-11-16,50.700001
2012-11-19,51.369999
2012-11-20,51.869999
2012-11-21,51.599998
2012-11-23,51.599998
2012-11-26,52.900002
2012-11-27,53.799999
2012-11-28,54.349998
2012-11-29,54.740002000000004
2012-11-30,54.450001
2012-12-03,54.509997999999996
2012-12-04,54.84
2012-12-05,55.18
2012-12-06,54.57
2012-12-07,54.57
2012-12-10,54.57
2012-12-11,54.700001
2012-12-12,55.029999
2012-12-13,54.099998
2012-12-14,54.200001
2012-12-17,54.099998
2012-12-18,54.150002
2012-12-19,55.200001
2012-12-20,55.169998
2012-12-21,54.75
2012-12-24,54.75
2012-12-26,54.75
2012-12-27,54.450001
2012-12-28,54.369999
2012-12-31,54.560001
2013-01-02,54.560001
2013-01-03,54.560001
2013-01-04,55.599998
2013-01-07,55.349998
2013-01-08,56.049999
2013-01-09,55.5
2013-01-10,55.5
2013-01-11,55.349998
2013-01-14,54.549999
2013-01-15,55.040001000000004
2013-01-16,55.450001
2013-01-17,56.200001
2013-01-18,56.400002
2013-01-22,56.400002
2013-01-23,57.0
2013-01-24,56.959998999999996
2013-01-25,57.970001
2013-01-28,58.650002
2013-01-29,58.799999
2013-01-30,59.959998999999996
2013-01-31,59.369999
2013-02-01,60.950001
2013-02-04,60.299999
2013-02-05,61.099998
2013-02-06,60.990002000000004
2013-02-07,60.27
2013-02-08,59.540001000000004
2013-02-11,59.119999
2013-02-12,59.439999
2013-02-13,62.419998
2013-02-14,61.619999
2013-02-15,60.860001000000004
2013-02-19,61.599998
2013-02-20,61.880001
