Date,KMX
1997-12-19,4.4375
1997-12-22,4.625
1997-12-23,4.5
1997-12-24,4.5
1997-12-26,4.4375
1997-12-29,4.40625
1997-12-30,4.53125
1997-12-31,4.5
1998-01-02,4.78125
1998-01-05,4.6875
1998-01-06,4.625
1998-01-07,4.25
1998-01-08,3.90625
1998-01-09,3.78125
1998-01-12,3.96875
1998-01-13,3.875
1998-01-14,3.84375
1998-01-15,3.6875
1998-01-16,3.75
1998-01-20,3.6875
1998-01-21,3.5625
1998-01-22,3.46875
1998-01-23,3.40625
1998-01-26,3.5
1998-01-27,3.875
1998-01-28,4.0
1998-01-29,3.96875
1998-01-30,3.84375
1998-02-02,3.9375
1998-02-03,4.0
1998-02-04,4.0
1998-02-05,4.5625
1998-02-06,4.40625
1998-02-09,4.8125
1998-02-10,4.90625
1998-02-11,4.6875
1998-02-12,4.78125
1998-02-13,4.6875
1998-02-17,4.59375
1998-02-18,4.5
1998-02-19,4.5625
1998-02-20,4.59375
1998-02-23,4.5
1998-02-24,4.5625
1998-02-25,4.5625
1998-02-26,4.5625
1998-02-27,4.625
1998-03-02,5.0
1998-03-03,4.9375
1998-03-04,5.1875
1998-03-05,4.96875
1998-03-06,5.03125
1998-03-09,5.0
1998-03-10,5.4375
1998-03-11,5.375
1998-03-12,5.40625
1998-03-13,5.5625
1998-03-16,5.75
1998-03-17,5.84375
1998-03-18,5.8125
1998-03-19,5.875
1998-03-20,5.78125
1998-03-23,5.90625
1998-03-24,5.8125
1998-03-25,5.84375
1998-03-26,5.78125
1998-03-27,5.6875
1998-03-30,5.6875
1998-03-31,5.8125
1998-04-01,5.96875
1998-04-02,6.03125
1998-04-03,6.125
1998-04-06,6.125
1998-04-07,6.1875
1998-04-08,6.25
1998-04-09,6.3125
1998-04-13,6.34375
1998-04-14,6.40625
1998-04-15,6.40625
1998-04-16,6.28125
1998-04-17,6.375
1998-04-20,6.3125
1998-04-21,6.46875
1998-04-22,6.6875
1998-04-23,6.4375
1998-04-24,6.25
1998-04-27,5.9375
1998-04-28,6.125
1998-04-29,6.3125
1998-04-30,6.375
1998-05-01,6.34375
1998-05-04,6.25
1998-05-05,6.34375
1998-05-06,6.03125
1998-05-07,5.8125
1998-05-08,5.5
1998-05-11,5.5
1998-05-12,5.4375
1998-05-13,5.40625
1998-05-14,5.1875
1998-05-15,5.03125
1998-05-18,4.96875
1998-05-19,5.0
1998-05-20,4.9375
1998-05-21,4.75
1998-05-22,4.59375
1998-05-26,4.625
1998-05-27,4.71875
1998-05-28,4.78125
1998-05-29,4.84375
1998-06-01,4.65625
1998-06-02,4.53125
1998-06-03,4.4375
1998-06-04,4.3125
1998-06-05,4.8125
1998-06-08,4.8125
1998-06-09,4.6875
1998-06-10,4.40625
1998-06-11,4.46875
1998-06-12,4.40625
1998-06-15,4.40625
1998-06-16,4.40625
1998-06-17,4.59375
1998-06-18,4.25
1998-06-19,4.1875
1998-06-22,4.21875
1998-06-23,4.125
1998-06-24,4.1875
1998-06-25,4.40625
1998-06-26,4.28125
1998-06-29,4.625
1998-06-30,5.09375
1998-07-01,5.25
1998-07-02,5.3125
1998-07-06,5.375
1998-07-07,5.3125
1998-07-08,5.1875
1998-07-09,4.8125
1998-07-10,4.65625
1998-07-13,4.5625
1998-07-14,4.53125
1998-07-15,4.59375
1998-07-16,4.46875
1998-07-17,4.34375
1998-07-20,4.28125
1998-07-21,4.5
1998-07-22,4.5625
1998-07-23,4.4375
1998-07-24,4.46875
1998-07-27,4.3125
1998-07-28,4.375
1998-07-29,4.34375
1998-07-30,4.3125
1998-07-31,4.3125
1998-08-03,4.34375
1998-08-04,4.34375
1998-08-05,4.3125
1998-08-06,4.21875
1998-08-07,4.21875
1998-08-10,4.1875
1998-08-11,4.09375
1998-08-12,4.0625
1998-08-13,3.875
1998-08-14,3.65625
1998-08-17,3.59375
1998-08-18,3.625
1998-08-19,3.5
1998-08-20,3.46875
1998-08-21,3.4375
1998-08-24,3.5
1998-08-25,3.5
1998-08-26,3.5
1998-08-27,3.25
1998-08-28,3.28125
1998-08-31,2.84375
1998-09-01,3.75
1998-09-02,3.65625
1998-09-03,3.65625
1998-09-04,3.75
1998-09-08,3.96875
1998-09-09,3.96875
1998-09-10,3.9375
1998-09-11,3.875
1998-09-14,3.5625
1998-09-15,3.40625
1998-09-16,3.375
1998-09-17,3.25
1998-09-18,3.28125
1998-09-21,3.03125
1998-09-22,3.0
1998-09-23,2.96875
1998-09-24,3.0
1998-09-25,2.96875
1998-09-28,2.9375
1998-09-29,3.0
1998-09-30,2.9375
1998-10-01,2.75
1998-10-02,2.65625
1998-10-05,2.53125
1998-10-06,2.375
1998-10-07,2.1875
1998-10-08,2.15625
1998-10-09,2.09375
1998-10-12,1.96875
1998-10-13,2.0
1998-10-14,1.96875
1998-10-15,2.0
1998-10-16,1.84375
1998-10-19,1.9375
1998-10-20,2.21875
1998-10-21,2.3125
1998-10-22,2.71875
1998-10-23,2.8125
1998-10-26,3.28125
1998-10-27,3.21875
1998-10-28,3.125
1998-10-29,3.03125
1998-10-30,3.0625
1998-11-02,3.0
1998-11-03,2.625
1998-11-04,2.625
1998-11-05,2.5625
1998-11-06,2.625
1998-11-09,2.65625
1998-11-10,2.84375
1998-11-11,2.71875
1998-11-12,2.875
1998-11-13,2.78125
1998-11-16,2.90625
1998-11-17,2.8125
1998-11-18,2.78125
1998-11-19,2.84375
1998-11-20,2.8125
1998-11-23,2.8125
1998-11-24,2.78125
1998-11-25,2.84375
1998-11-27,2.8125
1998-11-30,2.6875
1998-12-01,2.6875
1998-12-02,2.71875
1998-12-03,2.8125
1998-12-04,2.78125
1998-12-07,2.71875
1998-12-08,2.5
1998-12-09,2.46875
1998-12-10,2.34375
1998-12-11,2.40625
1998-12-14,2.21875
1998-12-15,2.0625
1998-12-16,2.0625
1998-12-17,2.15625
1998-12-18,2.25
1998-12-21,2.15625
1998-12-22,2.0625
1998-12-23,2.25
1998-12-24,2.625
1998-12-28,2.5
1998-12-29,2.34375
1998-12-30,2.3125
1998-12-31,2.6875
1999-01-04,2.75
1999-01-05,2.78125
1999-01-06,2.75
1999-01-07,2.65625
1999-01-08,2.625
1999-01-11,2.53125
1999-01-12,2.4375
1999-01-13,2.40625
1999-01-14,2.40625
1999-01-15,2.46875
1999-01-19,2.53125
1999-01-20,2.4375
1999-01-21,2.40625
1999-01-22,2.4375
1999-01-25,2.375
1999-01-26,2.40625
1999-01-27,2.4375
1999-01-28,2.46875
1999-01-29,2.4375
1999-02-01,2.21875
1999-02-02,2.21875
1999-02-03,2.25
1999-02-04,2.34375
1999-02-05,2.40625
1999-02-08,2.4375
1999-02-09,2.4375
1999-02-10,2.28125
1999-02-11,2.3125
1999-02-12,2.21875
1999-02-16,2.15625
1999-02-17,2.09375
1999-02-18,2.0
1999-02-19,2.125
1999-02-22,2.1875
1999-02-23,2.21875
1999-02-24,2.25
1999-02-25,2.21875
1999-02-26,2.25
1999-03-01,2.21875
1999-03-02,2.21875
1999-03-03,2.125
1999-03-04,2.1875
1999-03-05,2.25
1999-03-08,2.15625
1999-03-09,2.09375
1999-03-10,2.03125
1999-03-11,2.0
1999-03-12,2.03125
1999-03-15,2.125
1999-03-16,2.125
1999-03-17,2.09375
1999-03-18,2.0625
1999-03-19,2.0
1999-03-22,2.03125
1999-03-23,1.90625
1999-03-24,1.96875
1999-03-25,1.96875
1999-03-26,1.96875
1999-03-29,1.9375
1999-03-30,1.9375
1999-03-31,1.96875
1999-04-01,1.96875
1999-04-05,1.9375
1999-04-06,1.96875
1999-04-07,1.90625
1999-04-08,1.875
1999-04-09,2.03125
1999-04-12,1.9375
1999-04-13,1.90625
1999-04-14,1.96875
1999-04-15,2.03125
1999-04-16,2.03125
1999-04-19,2.0625
1999-04-20,1.96875
1999-04-21,2.0
1999-04-22,1.96875
1999-04-23,1.9375
1999-04-26,1.9375
1999-04-27,2.03125
1999-04-28,2.1875
1999-04-29,2.34375
1999-04-30,2.25
1999-05-03,2.3125
1999-05-04,2.46875
1999-05-05,2.46875
1999-05-06,2.4375
1999-05-07,2.25
1999-05-10,2.5
1999-05-11,2.5
1999-05-12,2.5
1999-05-13,2.5
1999-05-14,2.46875
1999-05-17,2.5
1999-05-18,2.65625
1999-05-19,2.59375
1999-05-20,2.625
1999-05-21,2.625
1999-05-24,2.53125
1999-05-25,2.34375
1999-05-26,2.40625
1999-05-27,2.40625
1999-05-28,2.5
1999-06-01,2.4375
1999-06-02,2.53125
1999-06-03,2.6875
1999-06-04,2.78125
1999-06-07,2.9375
1999-06-08,3.125
1999-06-09,3.28125
1999-06-10,3.03125
1999-06-11,3.03125
1999-06-14,3.0
1999-06-15,3.09375
1999-06-16,3.03125
1999-06-17,3.03125
1999-06-18,2.90625
1999-06-21,2.90625
1999-06-22,2.9375
1999-06-23,2.9375
1999-06-24,2.90625
1999-06-25,2.875
1999-06-28,2.53125
1999-06-29,2.6875
1999-06-30,2.6875
1999-07-01,2.65625
1999-07-02,2.65625
1999-07-06,2.65625
1999-07-07,2.5
1999-07-08,2.46875
1999-07-09,2.21875
1999-07-12,2.15625
1999-07-13,2.125
1999-07-14,2.15625
1999-07-15,2.3125
1999-07-16,2.25
1999-07-19,2.1875
1999-07-20,2.21875
1999-07-21,2.09375
1999-07-22,2.0
1999-07-23,2.0
1999-07-26,2.0
1999-07-27,2.03125
1999-07-28,2.03125
1999-07-29,2.0
1999-07-30,2.0
1999-08-02,1.96875
1999-08-03,1.96875
1999-08-04,1.9375
1999-08-05,1.90625
1999-08-06,1.90625
1999-08-09,1.8125
1999-08-10,1.8125
1999-08-11,1.78125
1999-08-12,1.84375
1999-08-13,1.8125
1999-08-16,1.8125
1999-08-17,1.84375
1999-08-18,1.84375
1999-08-19,1.84375
1999-08-20,1.84375
1999-08-23,1.84375
1999-08-24,1.84375
1999-08-25,1.75
1999-08-26,1.71875
1999-08-27,1.71875
1999-08-30,1.71875
1999-08-31,1.71875
1999-09-01,1.71875
1999-09-02,1.6875
1999-09-03,1.6875
1999-09-07,1.84375
1999-09-08,2.0
1999-09-09,1.90625
1999-09-10,1.9375
1999-09-13,1.875
1999-09-14,1.84375
1999-09-15,1.8125
1999-09-16,1.875
1999-09-17,1.875
1999-09-20,1.875
1999-09-21,1.8125
1999-09-22,1.71875
1999-09-23,1.71875
1999-09-24,1.6875
1999-09-27,1.71875
1999-09-28,1.65625
1999-09-29,1.65625
1999-09-30,1.6875
1999-10-01,1.6875
1999-10-04,1.65625
1999-10-05,1.65625
1999-10-06,1.625
1999-10-07,1.5625
1999-10-08,1.59375
1999-10-11,1.53125
1999-10-12,1.5
1999-10-13,1.53125
1999-10-14,1.5625
1999-10-15,1.5
1999-10-18,1.5
1999-10-19,1.5
1999-10-20,1.53125
1999-10-21,1.46875
1999-10-22,1.46875
1999-10-25,1.375
1999-10-26,1.125
1999-10-27,0.90625
1999-10-28,1.34375
1999-10-29,1.40625
1999-11-01,1.4375
1999-11-02,1.4375
1999-11-03,1.375
1999-11-04,1.5
1999-11-05,1.5
1999-11-08,1.4375
1999-11-09,1.375
1999-11-10,1.40625
1999-11-11,1.46875
1999-11-12,1.34375
1999-11-15,1.34375
1999-11-16,1.40625
1999-11-17,1.34375
1999-11-18,1.375
1999-11-19,1.40625
1999-11-22,1.375
1999-11-23,1.3125
1999-11-24,1.3125
1999-11-26,1.375
1999-11-29,1.25
1999-11-30,1.21875
1999-12-01,1.46875
1999-12-02,1.5625
1999-12-03,1.5
1999-12-06,1.5
1999-12-07,1.375
1999-12-08,1.28125
1999-12-09,1.3125
1999-12-10,1.28125
1999-12-13,1.21875
1999-12-14,1.1875
1999-12-15,1.09375
1999-12-16,1.0625
1999-12-17,1.0625
1999-12-20,1.0625
1999-12-21,1.125
1999-12-22,1.1875
1999-12-23,1.25
1999-12-27,1.25
1999-12-28,1.15625
1999-12-29,1.1875
1999-12-30,1.1875
1999-12-31,1.15625
2000-01-03,1.125
2000-01-04,1.09375
2000-01-05,1.0625
2000-01-06,1.125
2000-01-07,1.1875
2000-01-10,1.21875
2000-01-11,1.15625
2000-01-12,1.09375
2000-01-13,1.0
2000-01-14,1.0
2000-01-18,1.0
2000-01-19,1.0
2000-01-20,0.71875
2000-01-21,0.78125
2000-01-24,0.78125
2000-01-25,0.78125
2000-01-26,0.78125
2000-01-27,0.78125
2000-01-28,0.75
2000-01-31,0.78125
2000-02-01,0.84375
2000-02-02,0.84375
2000-02-03,0.8125
2000-02-04,0.84375
2000-02-07,0.875
2000-02-08,0.84375
2000-02-09,0.8125
2000-02-10,0.78125
2000-02-11,0.75
2000-02-14,0.75
2000-02-15,0.78125
2000-02-16,0.75
2000-02-17,0.75
2000-02-18,0.8125
2000-02-22,0.8125
2000-02-23,0.8125
2000-02-24,0.8125
2000-02-25,0.8125
2000-02-28,0.8125
2000-02-29,0.8125
2000-03-01,0.8125
2000-03-02,0.84375
2000-03-03,0.8125
2000-03-06,1.03125
2000-03-07,1.21875
2000-03-08,1.28125
2000-03-09,1.3125
2000-03-10,1.28125
2000-03-13,1.25
2000-03-14,1.1875
2000-03-15,1.0625
2000-03-16,1.125
2000-03-17,1.125
2000-03-20,1.15625
2000-03-21,1.09375
2000-03-22,1.15625
2000-03-23,1.3125
2000-03-24,1.4375
2000-03-27,1.65625
2000-03-28,1.9375
2000-03-29,1.9375
2000-03-30,1.75
2000-03-31,1.65625
2000-04-03,1.90625
2000-04-04,1.875
2000-04-05,1.84375
2000-04-06,1.71875
2000-04-07,1.53125
2000-04-10,1.5625
2000-04-11,1.46875
2000-04-12,1.3125
2000-04-13,1.234375
2000-04-14,1.25
2000-04-17,1.09375
2000-04-18,1.15625
2000-04-19,1.09375
2000-04-20,1.125
2000-04-24,1.125
2000-04-25,1.1875
2000-04-26,1.15625
2000-04-27,1.15625
2000-04-28,1.28125
2000-05-01,1.28125
2000-05-02,1.375
2000-05-03,1.375
2000-05-04,1.5
2000-05-05,1.5
2000-05-08,1.34375
2000-05-09,1.25
2000-05-10,1.21875
2000-05-11,1.21875
2000-05-12,1.28125
2000-05-15,1.1875
2000-05-16,1.1875
2000-05-17,1.21875
2000-05-18,1.21875
2000-05-19,1.21875
2000-05-22,1.1875
2000-05-23,1.21875
2000-05-24,1.21875
2000-05-25,1.21875
2000-05-26,1.25
2000-05-30,1.375
2000-05-31,1.34375
2000-06-01,1.34375
2000-06-02,1.34375
2000-06-05,1.4375
2000-06-06,1.65625
2000-06-07,1.6875
2000-06-08,1.625
2000-06-09,1.59375
2000-06-12,1.5625
2000-06-13,1.625
2000-06-14,1.6875
2000-06-15,1.6875
2000-06-16,1.65625
2000-06-19,1.625
2000-06-20,1.5625
2000-06-21,1.59375
2000-06-22,1.5625
2000-06-23,1.59375
2000-06-26,1.59375
2000-06-27,1.5625
2000-06-28,1.53125
2000-06-29,1.5625
2000-06-30,1.6875
2000-07-03,1.625
2000-07-05,1.65625
2000-07-06,1.6875
2000-07-07,1.65625
2000-07-10,1.6875
2000-07-11,1.65625
2000-07-12,1.6875
2000-07-13,1.65625
2000-07-14,1.65625
2000-07-17,1.6875
2000-07-18,1.6875
2000-07-19,1.65625
2000-07-20,1.65625
2000-07-21,1.65625
2000-07-24,1.65625
2000-07-25,1.65625
2000-07-26,1.65625
2000-07-27,1.65625
2000-07-28,1.625
2000-07-31,1.65625
2000-08-01,1.90625
2000-08-02,2.0
2000-08-03,2.0
2000-08-04,1.9375
2000-08-07,1.90625
2000-08-08,2.21875
2000-08-09,2.15625
2000-08-10,2.09375
2000-08-11,2.125
2000-08-14,2.28125
2000-08-15,2.28125
2000-08-16,2.25
2000-08-17,2.25
2000-08-18,2.21875
2000-08-21,2.1875
2000-08-22,2.1875
2000-08-23,2.28125
2000-08-24,2.3125
2000-08-25,2.34375
2000-08-28,2.28125
2000-08-29,2.40625
2000-08-30,2.375
2000-08-31,2.34375
2000-09-01,2.3125
2000-09-05,2.34375
2000-09-06,2.40625
2000-09-07,2.65625
2000-09-08,2.5
2000-09-11,2.375
2000-09-12,2.3125
2000-09-13,2.34375
2000-09-14,2.40625
2000-09-15,2.4375
2000-09-18,2.40625
2000-09-19,2.4375
2000-09-20,2.375
2000-09-21,2.28125
2000-09-22,2.1875
2000-09-25,2.15625
2000-09-26,2.0
2000-09-27,1.9375
2000-09-28,2.0625
2000-09-29,2.28125
2000-10-02,2.4375
2000-10-03,2.34375
2000-10-04,2.34375
2000-10-05,2.34375
2000-10-06,2.3125
2000-10-09,2.1875
2000-10-10,2.15625
2000-10-11,2.09375
2000-10-12,2.03125
2000-10-13,2.28125
2000-10-16,2.15625
2000-10-17,2.125
2000-10-18,2.15625
2000-10-19,2.15625
2000-10-20,2.125
2000-10-23,2.09375
2000-10-24,2.0
2000-10-25,1.96875
2000-10-26,1.84375
2000-10-27,1.84375
2000-10-30,1.75
2000-10-31,1.84375
2000-11-01,2.0
2000-11-02,2.0
2000-11-03,2.03125
2000-11-06,2.03125
2000-11-07,2.25
2000-11-08,2.125
2000-11-09,2.125
2000-11-10,2.0
2000-11-13,2.25
2000-11-14,2.28125
2000-11-15,2.1875
2000-11-16,2.15625
2000-11-17,2.15625
2000-11-20,2.09375
2000-11-21,2.125
2000-11-22,2.03125
2000-11-24,2.0625
2000-11-27,2.0625
2000-11-28,2.03125
2000-11-29,2.0625
2000-11-30,2.0
2000-12-01,1.96875
2000-12-04,1.9375
2000-12-05,1.9375
2000-12-06,2.0
2000-12-07,1.9375
2000-12-08,2.0
2000-12-11,2.03125
2000-12-12,2.0
2000-12-13,1.96875
2000-12-14,1.9375
2000-12-15,1.90625
2000-12-18,1.90625
2000-12-19,2.09375
2000-12-20,1.96875
2000-12-21,1.96875
2000-12-22,1.90625
2000-12-26,1.90625
2000-12-27,2.0
2000-12-28,2.0
2000-12-29,1.96875
2001-01-02,2.0
2001-01-03,2.15625
2001-01-04,2.28125
2001-01-05,2.21875
2001-01-08,2.0625
2001-01-09,2.1875
2001-01-10,2.21875
2001-01-11,2.3125
2001-01-12,2.34375
2001-01-16,2.5
2001-01-17,2.65625
2001-01-18,2.59375
2001-01-19,2.5625
2001-01-22,2.5
2001-01-23,2.625
2001-01-24,2.53125
2001-01-25,2.40625
2001-01-26,2.34375
2001-01-29,2.225
2001-01-30,2.5
2001-01-31,2.425
2001-02-01,2.365
2001-02-02,2.4
2001-02-05,2.52
2001-02-06,2.52
2001-02-07,2.585
2001-02-08,2.6
2001-02-09,2.525
2001-02-12,2.55
2001-02-13,2.75
2001-02-14,2.625
2001-02-15,2.625
2001-02-16,2.55
2001-02-20,2.475
2001-02-21,2.625
2001-02-22,2.625
2001-02-23,2.6
2001-02-26,2.625
2001-02-27,2.57
2001-02-28,2.575
2001-03-01,2.525
2001-03-02,2.6
2001-03-05,2.55
2001-03-06,2.775
2001-03-07,3.0
2001-03-08,2.84
2001-03-09,2.935
2001-03-12,2.7
2001-03-13,2.765
2001-03-14,2.7
2001-03-15,2.705
2001-03-16,2.6
2001-03-19,2.675
2001-03-20,2.87
2001-03-21,2.79
2001-03-22,2.85
2001-03-23,3.005
2001-03-26,3.35
2001-03-27,3.755
2001-03-28,4.0
2001-03-29,3.925
2001-03-30,3.77
2001-04-02,3.82
2001-04-03,3.875
2001-04-04,3.85
2001-04-05,3.85
2001-04-06,3.85
2001-04-09,3.77
2001-04-10,3.8
2001-04-11,3.8
2001-04-12,3.995
2001-04-16,3.995
2001-04-17,4.175
2001-04-18,4.02
2001-04-19,4.055
2001-04-20,4.195
2001-04-23,4.68
2001-04-24,5.12
2001-04-25,4.95
2001-04-26,4.915
2001-04-27,5.205
2001-04-30,5.05
2001-05-01,5.025
2001-05-02,5.15
2001-05-03,5.35
2001-05-04,5.275
2001-05-07,5.49
2001-05-08,6.24
2001-05-09,6.285
2001-05-10,5.825
2001-05-11,6.53
2001-05-14,7.2
2001-05-15,7.5
2001-05-16,7.06
2001-05-17,6.775
2001-05-18,6.88
2001-05-21,6.825
2001-05-22,6.78
2001-05-23,6.995
2001-05-24,7.495
2001-05-25,7.5
2001-05-29,7.455
2001-05-30,7.045
2001-05-31,7.43
2001-06-01,7.725
2001-06-04,8.3
2001-06-05,8.225
2001-06-06,7.54
2001-06-07,7.4
2001-06-08,7.475
2001-06-11,7.375
2001-06-12,7.5
2001-06-13,7.3
2001-06-14,7.005
2001-06-15,6.525
2001-06-18,6.45
2001-06-19,6.625
2001-06-20,6.95
2001-06-21,7.24
2001-06-22,7.3
2001-06-25,7.45
2001-06-26,7.505
2001-06-27,7.485
2001-06-28,7.685
2001-06-29,7.98
2001-07-02,8.05
2001-07-03,8.25
2001-07-05,8.275
2001-07-06,7.85
2001-07-09,8.15
2001-07-10,7.85
2001-07-11,7.7
2001-07-12,7.755
2001-07-13,7.85
2001-07-16,7.94
2001-07-17,8.505
2001-07-18,9.765
2001-07-19,9.445
2001-07-20,9.26
2001-07-23,9.06
2001-07-24,8.625
2001-07-25,8.25
2001-07-26,7.75
2001-07-27,7.8
2001-07-30,7.71
2001-07-31,7.88
2001-08-01,8.03
2001-08-02,8.55
2001-08-03,8.88
2001-08-06,8.875
2001-08-07,8.65
2001-08-08,8.325
2001-08-09,7.665
2001-08-10,7.95
2001-08-13,8.01
2001-08-14,8.265
2001-08-15,8.545
2001-08-16,8.475
2001-08-17,7.69
2001-08-20,8.13
2001-08-21,8.125
2001-08-22,8.255
2001-08-23,7.99
2001-08-24,7.635
2001-08-27,7.475
2001-08-28,6.8
2001-08-29,6.875
2001-08-30,7.205
2001-08-31,7.1
2001-09-04,7.15
2001-09-05,6.89
2001-09-06,6.975
2001-09-07,6.75
2001-09-10,6.25
2001-09-17,5.125
2001-09-18,4.975
2001-09-19,5.19
2001-09-20,5.275
2001-09-21,4.8
2001-09-24,5.505
2001-09-25,5.18
2001-09-26,5.0
2001-09-27,4.765
2001-09-28,5.625
2001-10-01,5.95
2001-10-02,6.2
2001-10-03,7.13
2001-10-04,7.245
2001-10-05,7.575
2001-10-08,7.46
2001-10-09,7.425
2001-10-10,7.745
2001-10-11,7.845
2001-10-12,7.995
2001-10-15,8.1
2001-10-16,8.035
2001-10-17,8.005
2001-10-18,8.64
2001-10-19,9.03
2001-10-22,9.03
2001-10-23,9.05
2001-10-24,8.8
2001-10-25,8.68
2001-10-26,9.04
2001-10-29,8.45
2001-10-30,8.74
2001-10-31,9.15
2001-11-01,9.625
2001-11-02,9.3
2001-11-05,9.43
2001-11-06,9.995
2001-11-07,9.95
2001-11-08,9.245
2001-11-09,9.345
2001-11-12,9.6
2001-11-13,9.5
2001-11-14,9.75
2001-11-15,9.725
2001-11-16,9.285
2001-11-19,9.65
2001-11-20,9.275
