Date,RNR
1997-11-07,14.541667000000002
1997-11-10,14.666667000000002
1997-11-11,14.5625
1997-11-12,14.333332999999998
1997-11-13,13.875
1997-11-14,14.083332999999998
1997-11-17,14.208332999999998
1997-11-18,14.0
1997-11-19,14.0
1997-11-20,14.0
1997-11-21,13.916667000000002
1997-11-24,13.9375
1997-11-25,13.916667000000002
1997-11-26,13.979167000000002
1997-11-28,13.958332999999998
1997-12-01,14.041667000000002
1997-12-02,14.395832999999998
1997-12-03,14.3125
1997-12-04,14.208332999999998
1997-12-05,14.291667000000002
1997-12-08,14.3125
1997-12-09,14.104167000000002
1997-12-10,13.520832999999998
1997-12-11,13.291667000000002
1997-12-12,13.333332999999998
1997-12-15,13.375
1997-12-16,13.666667000000002
1997-12-17,13.791667000000002
1997-12-18,14.1875
1997-12-19,14.145832999999998
1997-12-22,14.208332999999998
1997-12-23,14.333332999999998
1997-12-24,14.208332999999998
1997-12-26,14.083332999999998
1997-12-29,14.395832999999998
1997-12-30,14.666667000000002
1997-12-31,14.708332999999998
1998-01-02,14.75
1998-01-05,14.8125
1998-01-06,14.604167000000002
1998-01-07,14.375
1998-01-08,14.041667000000002
1998-01-09,13.875
1998-01-12,13.375
1998-01-13,14.020832999999998
1998-01-14,13.875
1998-01-15,13.333332999999998
1998-01-16,13.75
1998-01-20,14.083332999999998
1998-01-21,13.854167000000002
1998-01-22,13.729167000000002
1998-01-23,13.625
1998-01-26,13.791667000000002
1998-01-27,14.0
1998-01-28,14.0
1998-01-29,13.9375
1998-01-30,13.916667000000002
1998-02-02,14.083332999999998
1998-02-03,14.0
1998-02-04,13.916667000000002
1998-02-05,14.0
1998-02-06,14.1875
1998-02-09,14.416667000000002
1998-02-10,14.666667000000002
1998-02-11,14.5625
1998-02-12,14.375
1998-02-13,14.354167000000002
1998-02-17,14.416667000000002
1998-02-18,14.291667000000002
1998-02-19,14.708332999999998
1998-02-20,14.458332999999998
1998-02-23,14.520832999999998
1998-02-24,14.375
1998-02-25,14.770832999999998
1998-02-26,14.833332999999998
1998-02-27,14.458332999999998
1998-03-02,14.291667000000002
1998-03-03,14.354167000000002
1998-03-04,14.666667000000002
1998-03-05,14.291667000000002
1998-03-06,14.666667000000002
1998-03-09,14.916667000000002
1998-03-10,15.020832999999998
1998-03-11,15.083332999999998
1998-03-12,15.145832999999998
1998-03-13,14.958332999999998
1998-03-16,15.666667000000002
1998-03-17,15.5
1998-03-18,15.583332999999998
1998-03-19,15.541667000000002
1998-03-20,15.645832999999998
1998-03-23,16.0
1998-03-24,15.979167000000002
1998-03-25,16.208334
1998-03-26,16.604166
1998-03-27,16.6875
1998-03-30,16.583334
1998-03-31,16.666666
1998-04-01,16.354166
1998-04-02,16.041666
1998-04-03,16.1875
1998-04-06,16.270834
1998-04-07,16.333334
1998-04-08,16.479166
1998-04-09,16.333334
1998-04-13,16.208334
1998-04-14,16.270834
1998-04-15,16.5
1998-04-16,16.75
1998-04-17,16.6875
1998-04-20,16.5625
1998-04-21,16.625
1998-04-22,16.6875
1998-04-23,16.666666
1998-04-24,16.5
1998-04-27,15.875
1998-04-28,15.875
1998-04-29,15.916667000000002
1998-04-30,15.916667000000002
1998-05-01,16.083334
1998-05-04,16.104166
1998-05-05,15.854167000000002
1998-05-06,15.8125
1998-05-07,15.583332999999998
1998-05-08,15.625
1998-05-11,15.479167000000002
1998-05-12,15.5625
1998-05-13,15.5625
1998-05-14,15.791667000000002
1998-05-15,15.625
1998-05-18,15.458332999999998
1998-05-19,15.645832999999998
1998-05-20,15.479167000000002
1998-05-21,15.458332999999998
1998-05-22,15.354167000000002
1998-05-26,15.208332999999998
1998-05-27,14.666667000000002
1998-05-28,15.3125
1998-05-29,15.583332999999998
1998-06-01,15.416667000000002
1998-06-02,15.0
1998-06-03,15.0
1998-06-04,15.083332999999998
1998-06-05,15.270832999999998
1998-06-08,15.0625
1998-06-09,15.208332999999998
1998-06-10,15.125
1998-06-11,15.145832999999998
1998-06-12,14.958332999999998
1998-06-15,14.833332999999998
1998-06-16,14.9375
1998-06-17,14.979167000000002
1998-06-18,14.416667000000002
1998-06-19,14.666667000000002
1998-06-22,14.5
1998-06-23,14.875
1998-06-24,15.041667000000002
1998-06-25,15.0625
1998-06-26,14.958332999999998
1998-06-29,15.0
1998-06-30,15.4375
1998-07-01,15.5
1998-07-02,15.458332999999998
1998-07-06,15.604167000000002
1998-07-07,15.666667000000002
1998-07-08,15.770832999999998
1998-07-09,15.645832999999998
1998-07-10,15.354167000000002
1998-07-13,15.5625
1998-07-14,15.479167000000002
1998-07-15,15.458332999999998
1998-07-16,15.416667000000002
1998-07-17,15.1875
1998-07-20,14.833332999999998
1998-07-21,14.708332999999998
1998-07-22,14.541667000000002
1998-07-23,14.5
1998-07-24,14.291667000000002
1998-07-27,14.458332999999998
1998-07-28,15.625
1998-07-29,15.208332999999998
1998-07-30,15.25
1998-07-31,14.895832999999998
1998-08-03,14.458332999999998
1998-08-04,14.666667000000002
1998-08-05,14.833332999999998
1998-08-06,15.520832999999998
1998-08-07,15.875
1998-08-10,15.854167000000002
1998-08-11,15.25
1998-08-12,15.3125
1998-08-13,15.3125
1998-08-14,15.291667000000002
1998-08-17,15.25
1998-08-18,15.333332999999998
1998-08-19,15.041667000000002
1998-08-20,14.916667000000002
1998-08-21,14.75
1998-08-24,14.645832999999998
1998-08-25,14.833332999999998
1998-08-26,14.416667000000002
1998-08-27,13.958332999999998
1998-08-28,14.104167000000002
1998-08-31,13.958332999999998
1998-09-01,14.3125
1998-09-02,14.5
1998-09-03,14.4375
1998-09-04,14.208332999999998
1998-09-08,14.333332999999998
1998-09-09,14.166667000000002
1998-09-10,13.9375
1998-09-11,13.833332999999998
1998-09-14,14.229167000000002
1998-09-15,14.125
1998-09-16,14.3125
1998-09-17,14.3125
1998-09-18,14.666667000000002
1998-09-21,14.791667000000002
1998-09-22,15.0
1998-09-23,15.0
1998-09-24,14.895832999999998
1998-09-25,14.625
1998-09-28,14.5
1998-09-29,14.833332999999998
1998-09-30,15.125
1998-10-01,14.291667000000002
1998-10-02,14.166667000000002
1998-10-05,13.854167000000002
1998-10-06,13.5625
1998-10-07,13.104167
1998-10-08,12.791667
1998-10-09,13.166667000000002
1998-10-12,13.354167000000002
1998-10-13,13.333332999999998
1998-10-14,13.604167000000002
1998-10-15,13.583332999999998
1998-10-16,13.541667000000002
1998-10-19,13.5
1998-10-20,13.583332999999998
1998-10-21,13.125
1998-10-22,13.5625
1998-10-23,13.666667000000002
1998-10-26,13.6875
1998-10-27,13.5625
1998-10-28,13.020833
1998-10-29,12.854167
1998-10-30,12.583333
1998-11-02,12.354167
1998-11-03,12.291667
1998-11-04,12.5625
1998-11-05,12.8125
1998-11-06,13.104167
1998-11-09,13.375
1998-11-10,13.583332999999998
1998-11-11,13.645832999999998
1998-11-12,13.4375
1998-11-13,13.333332999999998
1998-11-16,13.375
1998-11-17,13.3125
1998-11-18,13.416667000000002
1998-11-19,13.6875
1998-11-20,13.541667000000002
1998-11-23,12.583333
1998-11-24,12.6875
1998-11-25,12.5625
1998-11-27,12.583333
1998-11-30,12.666667
1998-12-01,13.333332999999998
1998-12-02,13.3125
1998-12-03,13.291667000000002
1998-12-04,13.333332999999998
1998-12-07,13.25
1998-12-08,13.3125
1998-12-09,13.0625
1998-12-10,12.708333
1998-12-11,12.729167
1998-12-14,12.583333
1998-12-15,12.666667
1998-12-16,12.375
1998-12-17,11.916667
1998-12-18,11.958333
1998-12-21,11.895833
1998-12-22,11.729167
1998-12-23,11.666667
1998-12-24,11.645833
1998-12-28,11.604167
1998-12-29,11.645833
1998-12-30,12.041667
1998-12-31,12.208333
1999-01-04,12.270833
1999-01-05,12.0
1999-01-06,11.8125
1999-01-07,11.729167
1999-01-08,11.75
1999-01-11,11.354167
1999-01-12,11.375
1999-01-13,11.625
1999-01-14,11.479167
1999-01-15,11.5
1999-01-19,11.583333
1999-01-20,11.458333
1999-01-21,11.354167
1999-01-22,11.604167
1999-01-25,11.333333
1999-01-26,11.3125
1999-01-27,11.0625
1999-01-28,11.104167
1999-01-29,11.166667
1999-02-01,11.208333
1999-02-02,11.020833
1999-02-03,10.9375
1999-02-04,10.75
1999-02-05,10.5625
1999-02-08,10.666667
1999-02-09,10.958333
1999-02-10,10.875
1999-02-11,11.125
1999-02-12,11.333333
1999-02-16,11.416667
1999-02-17,11.354167
1999-02-18,11.479167
1999-02-19,11.416667
1999-02-22,11.416667
1999-02-23,11.395833
1999-02-24,11.4375
1999-02-25,11.4375
1999-02-26,11.333333
1999-03-01,11.4375
1999-03-02,11.4375
1999-03-03,11.458333
1999-03-04,11.458333
1999-03-05,11.4375
1999-03-08,11.645833
1999-03-09,11.645833
1999-03-10,11.5
1999-03-11,11.541667
1999-03-12,11.541667
1999-03-15,11.6875
1999-03-16,11.666667
1999-03-17,11.666667
1999-03-18,11.708333
1999-03-19,11.666667
1999-03-22,11.729167
1999-03-23,11.666667
1999-03-24,11.666667
1999-03-25,11.666667
1999-03-26,11.708333
1999-03-29,11.666667
1999-03-30,11.666667
1999-03-31,11.645833
1999-04-01,11.541667
1999-04-05,11.479167
1999-04-06,11.458333
1999-04-07,11.3125
1999-04-08,11.333333
1999-04-09,11.416667
1999-04-12,11.416667
1999-04-13,11.25
1999-04-14,11.333333
1999-04-15,11.25
1999-04-16,11.208333
1999-04-19,11.145833
1999-04-20,11.104167
1999-04-21,11.041667
1999-04-22,10.958333
1999-04-23,10.916667
1999-04-26,10.6875
1999-04-27,10.333333
1999-04-28,10.458333
1999-04-29,10.583333
1999-04-30,10.395833
1999-05-03,10.3125
1999-05-04,11.3125
1999-05-05,11.333333
1999-05-06,11.958333
1999-05-07,11.958333
1999-05-10,11.9375
1999-05-11,11.854167
1999-05-12,11.854167
1999-05-13,12.291667
1999-05-14,12.0
1999-05-17,12.041667
1999-05-18,12.0
1999-05-19,11.75
1999-05-20,12.083333
1999-05-21,12.083333
1999-05-24,12.416667
1999-05-25,12.541667
1999-05-26,12.229167
1999-05-27,12.270833
1999-05-28,12.416667
1999-06-01,12.375
1999-06-02,12.395833
1999-06-03,12.375
1999-06-04,12.4375
1999-06-07,12.708333
1999-06-08,12.6875
1999-06-09,12.645833
1999-06-10,12.5
1999-06-11,12.583333
1999-06-14,12.541667
1999-06-15,12.5
1999-06-16,12.4375
1999-06-17,12.458333
1999-06-18,12.416667
1999-06-21,12.4375
1999-06-22,12.4375
1999-06-23,12.416667
1999-06-24,12.333333
1999-06-25,12.291667
1999-06-28,12.25
1999-06-29,12.291667
1999-06-30,12.333333
1999-07-01,12.1875
1999-07-02,12.375
1999-07-06,12.4375
1999-07-07,12.354167
1999-07-08,12.1875
1999-07-09,12.166667
1999-07-12,12.208333
1999-07-13,12.1875
1999-07-14,12.3125
1999-07-15,12.270833
1999-07-16,12.208333
1999-07-19,12.104167
1999-07-20,12.145833
1999-07-21,11.9375
1999-07-22,11.854167
1999-07-23,11.8125
1999-07-26,11.854167
1999-07-27,12.125
1999-07-28,12.208333
1999-07-29,12.291667
1999-07-30,12.354167
1999-08-02,12.354167
1999-08-03,12.416667
1999-08-04,12.375
1999-08-05,12.333333
1999-08-06,12.270833
1999-08-09,12.375
1999-08-10,12.270833
1999-08-11,12.145833
1999-08-12,12.145833
1999-08-13,12.145833
1999-08-16,12.104167
1999-08-17,12.083333
1999-08-18,12.0
1999-08-19,11.8125
1999-08-20,11.8125
1999-08-23,11.583333
1999-08-24,11.666667
1999-08-25,11.770833
1999-08-26,11.75
1999-08-27,11.75
1999-08-30,12.0
1999-08-31,12.041667
1999-09-01,12.0
1999-09-02,12.125
1999-09-03,12.0
1999-09-07,12.104167
1999-09-08,12.125
1999-09-09,12.020833
1999-09-10,12.104167
1999-09-13,11.791667
1999-09-14,11.625
1999-09-15,11.916667
1999-09-16,11.875
1999-09-17,11.9375
1999-09-20,11.854167
1999-09-21,11.854167
1999-09-22,11.666667
1999-09-23,11.791667
1999-09-24,11.6875
1999-09-27,11.75
1999-09-28,11.625
1999-09-29,11.583333
1999-09-30,11.5625
1999-10-01,11.333333
1999-10-04,11.1875
1999-10-05,11.166667
1999-10-06,11.1875
1999-10-07,11.208333
1999-10-08,11.416667
1999-10-11,11.416667
1999-10-12,11.354167
1999-10-13,11.666667
1999-10-14,11.979167
1999-10-15,12.125
1999-10-18,12.083333
1999-10-19,12.0
1999-10-20,11.958333
1999-10-21,11.645833
1999-10-22,11.833333
1999-10-25,11.833333
1999-10-26,11.708333
1999-10-27,11.625
1999-10-28,11.666667
1999-10-29,12.145833
1999-11-01,12.229167
1999-11-02,12.354167
1999-11-03,12.208333
1999-11-04,12.166667
1999-11-05,12.333333
1999-11-08,12.604167
1999-11-09,12.416667
1999-11-10,12.5
1999-11-11,12.666667
1999-11-12,12.5
1999-11-15,12.145833
1999-11-16,12.104167
1999-11-17,12.333333
1999-11-18,12.770833
1999-11-19,13.333332999999998
1999-11-22,13.958332999999998
1999-11-23,13.854167000000002
1999-11-24,13.625
1999-11-26,13.479167000000002
1999-11-29,13.604167000000002
1999-11-30,13.895832999999998
1999-12-01,14.041667000000002
1999-12-02,13.666667000000002
1999-12-03,13.625
1999-12-06,13.625
1999-12-07,13.479167000000002
1999-12-08,13.333332999999998
1999-12-09,12.791667
1999-12-10,12.979167
1999-12-13,12.770833
1999-12-14,12.645833
1999-12-15,12.395833
1999-12-16,12.479167
1999-12-17,12.625
1999-12-20,12.8125
1999-12-21,12.979167
1999-12-22,12.958333
1999-12-23,13.041667
1999-12-27,12.895833
1999-12-28,13.291667000000002
1999-12-29,13.458332999999998
1999-12-30,13.583332999999998
1999-12-31,13.625
2000-01-03,13.5
2000-01-04,13.1875
2000-01-05,13.25
2000-01-06,13.166667000000002
2000-01-07,13.3125
