Date,LAD
1997-12-03,15.5
1997-12-04,15.5
1997-12-05,15.5625
1997-12-08,15.5625
1997-12-09,15.5
1997-12-10,15.75
1997-12-11,15.5
1997-12-12,15.5
1997-12-15,15.5
1997-12-16,15.0
1997-12-17,15.0
1997-12-18,15.0625
1997-12-19,15.0
1997-12-22,15.125
1997-12-23,14.75
1997-12-24,14.875
1997-12-26,14.25
1997-12-29,14.25
1997-12-30,14.5
1997-12-31,14.75
1998-01-02,14.75
1998-01-05,14.75
1998-01-06,14.5
1998-01-07,14.25
1998-01-08,14.75
1998-01-09,13.0
1998-01-12,13.5
1998-01-13,13.0
1998-01-14,14.0
1998-01-15,14.25
1998-01-16,14.375
1998-01-20,13.75
1998-01-21,13.75
1998-01-22,13.0
1998-01-23,13.75
1998-01-26,14.1875
1998-01-27,14.1875
1998-01-28,14.1875
1998-01-29,14.0
1998-01-30,14.25
1998-02-02,14.625
1998-02-03,15.0
1998-02-04,15.5
1998-02-05,15.875
1998-02-06,15.75
1998-02-09,16.375
1998-02-10,16.25
1998-02-11,17.0
1998-02-12,16.75
1998-02-13,16.5
1998-02-17,15.75
1998-02-18,15.75
1998-02-19,16.75
1998-02-20,17.0
1998-02-23,17.0
1998-02-24,16.5
1998-02-25,17.0
1998-02-26,17.0
1998-02-27,16.0
1998-03-02,17.0
1998-03-03,16.75
1998-03-04,16.25
1998-03-05,17.0
1998-03-06,16.25
1998-03-09,16.75
1998-03-10,17.25
1998-03-11,16.875
1998-03-12,17.25
1998-03-13,17.125
1998-03-16,17.25
1998-03-17,16.75
1998-03-18,16.25
1998-03-19,16.625
1998-03-20,17.0
1998-03-23,16.25
1998-03-24,16.0
1998-03-25,16.5
1998-03-26,16.0
1998-03-27,16.0
1998-03-30,16.0
1998-03-31,16.75
1998-04-01,16.375
1998-04-02,17.0
1998-04-03,16.25
1998-04-06,16.875
1998-04-07,16.875
1998-04-08,16.5
1998-04-09,16.25
1998-04-13,16.875
1998-04-14,16.75
1998-04-15,16.5
1998-04-16,16.875
1998-04-17,16.875
1998-04-20,16.875
1998-04-21,16.875
1998-04-22,16.875
1998-04-23,16.875
1998-04-24,16.5625
1998-04-27,15.5
1998-04-28,15.5
1998-04-29,15.125
1998-04-30,15.0
1998-05-01,14.375
1998-05-04,14.5
1998-05-05,14.625
1998-05-06,14.9375
1998-05-07,14.625
1998-05-08,14.75
1998-05-11,14.75
1998-05-12,14.625
1998-05-13,14.625
1998-05-14,14.75
1998-05-15,14.625
1998-05-18,14.5
1998-05-19,14.5
1998-05-20,14.375
1998-05-21,14.25
1998-05-22,14.375
1998-05-26,14.375
1998-05-27,14.0625
1998-05-28,14.375
1998-05-29,14.0
1998-06-01,14.0
1998-06-02,14.6875
1998-06-03,14.25
1998-06-04,14.25
1998-06-05,14.5
1998-06-08,14.4375
1998-06-09,14.375
1998-06-10,14.625
1998-06-11,14.125
1998-06-12,14.375
1998-06-15,14.0625
1998-06-16,13.125
1998-06-17,13.3125
1998-06-18,14.5
1998-06-19,14.75
1998-06-22,14.25
1998-06-23,14.375
1998-06-24,14.125
1998-06-25,14.5
1998-06-26,14.5
1998-06-29,14.5625
1998-06-30,14.75
1998-07-01,14.6875
1998-07-02,14.75
1998-07-06,14.6875
1998-07-07,14.5625
1998-07-08,14.5
1998-07-09,14.375
1998-07-10,15.0
1998-07-13,15.0
1998-07-14,15.375
1998-07-15,15.625
1998-07-16,16.375
1998-07-17,17.0
1998-07-20,17.125
1998-07-21,16.8125
1998-07-22,16.9375
1998-07-23,16.375
1998-07-24,16.0
1998-07-27,15.875
1998-07-28,16.0
1998-07-29,16.375
1998-07-30,17.75
1998-07-31,17.0
1998-08-03,16.875
1998-08-04,16.5
1998-08-05,16.5
1998-08-06,16.5
1998-08-07,16.5
1998-08-10,16.375
1998-08-11,15.75
1998-08-12,16.125
1998-08-13,16.0
1998-08-14,16.25
1998-08-17,16.25
1998-08-18,16.5
1998-08-19,16.25
1998-08-20,16.625
1998-08-21,15.75
1998-08-24,15.0
1998-08-25,15.125
1998-08-26,14.625
1998-08-27,14.0
1998-08-28,13.3125
1998-08-31,11.0
1998-09-01,11.625
1998-09-02,11.25
1998-09-03,10.9375
1998-09-04,11.125
1998-09-08,11.25
1998-09-09,10.75
1998-09-10,10.875
1998-09-11,11.0
1998-09-14,11.0
1998-09-15,11.125
1998-09-16,10.75
1998-09-17,10.375
1998-09-18,11.875
1998-09-21,10.875
1998-09-22,10.875
1998-09-23,11.0
1998-09-24,11.125
1998-09-25,11.0625
1998-09-28,11.0
1998-09-29,11.375
1998-09-30,11.125
1998-10-01,11.0
1998-10-02,11.0
1998-10-05,10.5
1998-10-06,11.25
1998-10-07,10.875
1998-10-08,10.25
1998-10-09,10.25
1998-10-12,10.125
1998-10-13,10.0
1998-10-14,9.75
1998-10-15,10.125
1998-10-16,10.875
1998-10-19,13.125
1998-10-20,14.125
1998-10-21,15.625
1998-10-22,15.25
1998-10-23,15.0
1998-10-26,15.125
1998-10-27,16.0
1998-10-28,15.5
1998-10-29,15.25
1998-10-30,15.0
1998-11-02,14.875
1998-11-03,15.125
1998-11-04,15.5
1998-11-05,14.9375
1998-11-06,15.0
1998-11-09,15.125
1998-11-10,14.9375
1998-11-11,15.25
1998-11-12,14.875
1998-11-13,14.875
1998-11-16,15.0
1998-11-17,14.625
1998-11-18,14.875
1998-11-19,15.375
1998-11-20,15.25
1998-11-23,15.75
1998-11-24,15.5
1998-11-25,15.75
1998-11-27,16.0
1998-11-30,17.375
1998-12-01,16.75
1998-12-02,16.125
1998-12-03,16.0
1998-12-04,16.25
1998-12-07,16.75
1998-12-08,16.875
1998-12-09,17.4375
1998-12-10,17.5
1998-12-11,17.25
1998-12-14,16.875
1998-12-15,15.75
1998-12-16,15.0
1998-12-17,14.125
1998-12-18,15.25
1998-12-21,15.125
1998-12-22,15.1875
1998-12-23,15.0
1998-12-24,16.375
1998-12-28,17.125
1998-12-29,16.0
1998-12-30,15.125
1998-12-31,16.5
1999-01-04,18.25
1999-01-05,16.5
1999-01-06,16.75
1999-01-07,17.875
1999-01-08,18.5
1999-01-11,20.25
1999-01-12,19.125
1999-01-13,19.5
1999-01-14,19.8125
1999-01-15,20.125
1999-01-19,19.875
1999-01-20,19.5625
1999-01-21,19.5625
1999-01-22,19.25
1999-01-25,18.875
1999-01-26,18.1875
1999-01-27,17.8125
1999-01-28,17.9375
1999-01-29,18.0625
1999-02-01,18.0
1999-02-02,17.8125
1999-02-03,17.875
1999-02-04,18.0
1999-02-05,17.9375
1999-02-08,17.9375
1999-02-09,18.125
1999-02-10,18.6875
1999-02-11,18.8125
1999-02-12,19.25
1999-02-16,19.0
1999-02-17,18.375
1999-02-18,18.625
1999-02-19,18.625
1999-02-22,19.0625
1999-02-23,18.75
1999-02-24,18.3125
1999-02-25,18.4375
1999-02-26,18.4375
1999-03-01,18.6875
1999-03-02,18.6875
1999-03-03,18.9375
1999-03-04,18.75
1999-03-05,19.0
1999-03-08,18.625
1999-03-09,18.5
1999-03-10,18.0
1999-03-11,17.0
1999-03-12,16.625
1999-03-15,16.625
1999-03-16,16.5
1999-03-17,16.5
1999-03-18,16.5
1999-03-19,16.3125
1999-03-22,16.0
1999-03-23,15.9375
1999-03-24,15.9375
1999-03-25,16.75
1999-03-26,16.75
1999-03-29,16.125
1999-03-30,15.75
1999-03-31,15.875
1999-04-01,16.4375
1999-04-05,15.375
1999-04-06,15.375
1999-04-07,15.625
1999-04-08,15.875
1999-04-09,16.5
1999-04-12,16.5
1999-04-13,17.4375
1999-04-14,18.0
1999-04-15,18.5
1999-04-16,18.9375
1999-04-19,19.25
1999-04-20,18.625
1999-04-21,18.375
1999-04-22,18.625
1999-04-23,18.375
1999-04-26,18.375
1999-04-27,18.0625
1999-04-28,18.375
1999-04-29,18.75
1999-04-30,18.8125
1999-05-03,18.5
1999-05-04,18.1875
1999-05-05,18.0
1999-05-06,18.5
1999-05-07,18.4375
1999-05-10,18.25
1999-05-11,18.125
1999-05-12,18.3125
1999-05-13,18.9375
1999-05-14,19.4375
1999-05-17,19.5
1999-05-18,19.375
1999-05-19,19.125
1999-05-20,19.0
1999-05-21,19.0
1999-05-24,18.75
1999-05-25,18.375
1999-05-26,18.6875
1999-05-27,18.875
1999-05-28,18.9375
1999-06-01,18.875
1999-06-02,18.75
1999-06-03,18.8125
1999-06-04,18.5
1999-06-07,18.75
1999-06-08,18.625
1999-06-09,18.625
1999-06-10,18.5
1999-06-11,18.4375
1999-06-14,18.40625
1999-06-15,17.875
1999-06-16,18.125
1999-06-17,18.625
1999-06-18,18.5
1999-06-21,18.375
1999-06-22,18.25
1999-06-23,18.0625
1999-06-24,18.4375
1999-06-25,18.0
1999-06-28,17.75
1999-06-29,17.625
1999-06-30,20.5
1999-07-01,18.8125
1999-07-02,18.875
1999-07-06,18.6875
1999-07-07,20.125
1999-07-08,20.75
1999-07-09,20.8125
1999-07-12,21.0
1999-07-13,21.0625
1999-07-14,21.75
1999-07-15,21.59375
1999-07-16,22.875
1999-07-19,23.4375
1999-07-20,22.6875
1999-07-21,22.0625
1999-07-22,22.5
1999-07-23,22.375
1999-07-26,22.4375
1999-07-27,22.125
1999-07-28,21.6875
1999-07-29,22.0
1999-07-30,21.6875
1999-08-02,21.0
1999-08-03,21.3125
1999-08-04,21.3125
1999-08-05,21.0
1999-08-06,20.8125
1999-08-09,20.3125
1999-08-10,18.125
1999-08-11,18.5
1999-08-12,19.0
1999-08-13,19.5
1999-08-16,19.4375
1999-08-17,19.4375
1999-08-18,19.0
1999-08-19,18.125
1999-08-20,18.3125
1999-08-23,18.875
1999-08-24,19.8125
1999-08-25,20.625
1999-08-26,20.375
1999-08-27,19.875
1999-08-30,19.8125
1999-08-31,20.25
1999-09-01,19.9375
1999-09-02,19.9375
1999-09-03,19.6875
1999-09-07,20.5
1999-09-08,20.1875
1999-09-09,20.125
1999-09-10,21.0
1999-09-13,21.375
1999-09-14,21.5625
1999-09-15,22.0
1999-09-16,22.3125
1999-09-17,22.8125
1999-09-20,23.125
1999-09-21,23.3125
1999-09-22,23.125
1999-09-23,23.1875
1999-09-24,22.75
1999-09-27,22.6875
1999-09-28,22.625
1999-09-29,22.625
1999-09-30,22.9375
1999-10-01,22.75
1999-10-04,22.4375
1999-10-05,22.0
1999-10-06,21.75
1999-10-07,21.8125
1999-10-08,21.375
1999-10-11,21.3125
1999-10-12,20.9375
1999-10-13,21.0
1999-10-14,21.0
1999-10-15,20.5
1999-10-18,20.375
1999-10-19,20.125
1999-10-20,20.0
1999-10-21,19.75
1999-10-22,19.75
1999-10-25,19.875
1999-10-26,19.625
1999-10-27,19.75
1999-10-28,19.625
1999-10-29,19.9375
1999-11-01,19.5625
1999-11-02,19.5625
1999-11-03,19.375
1999-11-04,19.1875
1999-11-05,19.0625
1999-11-08,18.875
1999-11-09,18.5
1999-11-10,18.875
1999-11-11,18.8125
1999-11-12,18.6875
1999-11-15,18.625
1999-11-16,18.375
1999-11-17,18.0625
1999-11-18,18.1875
1999-11-19,18.0
1999-11-22,18.0625
1999-11-23,18.6875
1999-11-24,18.875
1999-11-26,18.8125
1999-11-29,18.875
1999-11-30,18.9375
1999-12-01,18.6875
1999-12-02,18.9375
1999-12-03,19.0
1999-12-06,18.875
1999-12-07,18.6875
1999-12-08,18.625
1999-12-09,18.4375
1999-12-10,18.3125
1999-12-13,18.25
1999-12-14,17.75
1999-12-15,17.9375
1999-12-16,18.125
1999-12-17,18.1875
1999-12-20,18.125
1999-12-21,18.375
1999-12-22,17.5
1999-12-23,17.0625
1999-12-27,16.8125
1999-12-28,16.1875
1999-12-29,16.6875
1999-12-30,16.875
1999-12-31,17.875
2000-01-03,17.6875
2000-01-04,16.875
2000-01-05,17.3125
2000-01-06,16.75
2000-01-07,16.5625
2000-01-10,16.4375
2000-01-11,16.5
2000-01-12,16.875
2000-01-13,16.5
2000-01-14,16.5
2000-01-18,16.1875
2000-01-19,15.9375
2000-01-20,15.9375
2000-01-21,16.0625
2000-01-24,14.75
2000-01-25,14.375
2000-01-26,13.375
2000-01-27,13.875
2000-01-28,14.0625
2000-01-31,13.375
2000-02-01,13.875
2000-02-02,13.625
2000-02-03,13.8125
2000-02-04,13.625
2000-02-07,13.625
2000-02-08,13.6875
2000-02-09,13.6875
2000-02-10,14.0
2000-02-11,13.875
2000-02-14,13.9375
2000-02-15,14.0
2000-02-16,13.9375
2000-02-17,13.8125
2000-02-18,13.875
2000-02-22,13.75
2000-02-23,14.75
2000-02-24,15.4375
2000-02-25,14.375
2000-02-28,14.875
2000-02-29,14.9375
2000-03-01,15.1875
2000-03-02,14.5625
2000-03-03,14.9375
2000-03-06,14.375
2000-03-07,14.375
2000-03-08,14.4375
2000-03-09,14.4375
2000-03-10,14.4375
2000-03-13,14.4375
2000-03-14,14.5
2000-03-15,14.625
2000-03-16,14.9375
2000-03-17,15.5
2000-03-20,16.0
2000-03-21,17.0
2000-03-22,17.6875
2000-03-23,17.5
2000-03-24,17.375
2000-03-27,17.1875
2000-03-28,16.875
2000-03-29,16.5
2000-03-30,15.5
2000-03-31,15.25
2000-04-03,15.625
2000-04-04,16.0625
2000-04-05,16.0
2000-04-06,15.9375
2000-04-07,15.875
2000-04-10,15.875
2000-04-11,15.6875
2000-04-12,16.125
2000-04-13,16.0625
2000-04-14,15.75
2000-04-17,15.75
2000-04-18,16.4375
2000-04-19,16.25
2000-04-20,16.5
2000-04-24,16.5
2000-04-25,16.375
2000-04-26,16.4375
2000-04-27,16.125
2000-04-28,15.9375
2000-05-01,16.3125
2000-05-02,16.25
2000-05-03,17.125
2000-05-04,16.9375
2000-05-05,16.875
2000-05-08,15.8125
2000-05-09,15.625
2000-05-10,15.375
2000-05-11,14.75
2000-05-12,14.0
2000-05-15,14.0
2000-05-16,12.75
2000-05-17,12.25
2000-05-18,12.0
2000-05-19,12.625
2000-05-22,12.625
2000-05-23,12.5
2000-05-24,12.875
2000-05-25,12.5
2000-05-26,12.4375
2000-05-30,12.125
2000-05-31,12.125
2000-06-01,12.375
2000-06-02,12.625
2000-06-05,12.1875
2000-06-06,12.125
2000-06-07,12.0625
2000-06-08,12.0625
2000-06-09,12.5
2000-06-12,12.1875
2000-06-13,12.25
2000-06-14,12.125
2000-06-15,11.75
2000-06-16,12.0
2000-06-19,11.9375
2000-06-20,12.25
2000-06-21,12.3125
2000-06-22,12.1875
2000-06-23,12.0
2000-06-26,12.3125
2000-06-27,12.25
2000-06-28,12.3125
2000-06-29,13.4375
2000-06-30,13.0
2000-07-03,13.25
2000-07-05,12.6875
2000-07-06,12.5625
2000-07-07,12.3125
2000-07-10,12.3125
2000-07-11,12.375
2000-07-12,12.25
2000-07-13,12.5625
2000-07-14,12.4375
2000-07-17,12.4375
2000-07-18,11.875
2000-07-19,11.875
2000-07-20,11.75
2000-07-21,11.75
2000-07-24,12.25
2000-07-25,12.125
2000-07-26,12.5625
2000-07-27,12.6875
2000-07-28,12.1875
2000-07-31,12.0
2000-08-01,12.25
2000-08-02,12.375
2000-08-03,12.0625
2000-08-04,11.875
2000-08-07,11.9375
2000-08-08,11.9375
2000-08-09,12.1875
2000-08-10,12.25
2000-08-11,12.1875
2000-08-14,12.3125
2000-08-15,12.4375
2000-08-16,12.375
2000-08-17,12.375
2000-08-18,12.0625
2000-08-21,12.25
2000-08-22,12.125
2000-08-23,12.5
2000-08-24,12.3125
2000-08-25,12.3125
2000-08-28,12.25
2000-08-29,12.0
2000-08-30,12.4375
2000-08-31,12.25
2000-09-01,12.125
2000-09-05,11.9375
2000-09-06,12.0625
2000-09-07,12.1875
2000-09-08,12.8125
2000-09-11,13.125
2000-09-12,13.0
2000-09-13,13.25
2000-09-14,13.375
2000-09-15,13.1875
2000-09-18,12.9375
2000-09-19,12.9375
2000-09-20,12.9375
2000-09-21,13.0
2000-09-22,12.875
2000-09-25,12.375
2000-09-26,12.0
2000-09-27,12.0
2000-09-28,12.125
2000-09-29,12.125
2000-10-02,12.125
2000-10-03,12.1875
2000-10-04,12.875
2000-10-05,12.5
2000-10-06,12.5
2000-10-09,12.375
2000-10-10,12.25
2000-10-11,11.875
2000-10-12,11.875
2000-10-13,12.125
2000-10-16,12.0625
2000-10-17,12.0
2000-10-18,11.8125
2000-10-19,11.6875
2000-10-20,11.5625
2000-10-23,11.625
2000-10-24,11.625
2000-10-25,11.625
2000-10-26,11.625
2000-10-27,11.625
2000-10-30,11.6875
2000-10-31,12.0625
2000-11-01,12.0
2000-11-02,12.125
2000-11-03,12.1875
2000-11-06,12.25
2000-11-07,12.25
2000-11-08,12.3125
2000-11-09,12.1875
2000-11-10,12.25
2000-11-13,12.5625
2000-11-14,12.5625
2000-11-15,12.5625
2000-11-16,12.5625
2000-11-17,12.75
2000-11-20,12.8125
2000-11-21,12.8125
2000-11-22,12.875
2000-11-24,12.8125
2000-11-27,13.1875
2000-11-28,14.125
2000-11-29,13.8125
2000-11-30,13.9375
2000-12-01,13.75
2000-12-04,13.6875
2000-12-05,13.875
2000-12-06,13.625
2000-12-07,13.0625
2000-12-08,13.0
2000-12-11,13.125
2000-12-12,13.0625
2000-12-13,13.0
2000-12-14,12.375
2000-12-15,12.25
2000-12-18,11.875
2000-12-19,11.875
2000-12-20,11.65625
2000-12-21,11.375
2000-12-22,11.8125
2000-12-26,11.8125
2000-12-27,12.375
2000-12-28,12.25
2000-12-29,12.4375
2001-01-02,12.875
2001-01-03,12.625
2001-01-04,12.5625
2001-01-05,12.0625
2001-01-08,12.375
2001-01-09,12.5
2001-01-10,12.4375
2001-01-11,12.9375
2001-01-12,13.0
2001-01-16,13.375
2001-01-17,13.5
2001-01-18,13.5625
2001-01-19,13.3125
2001-01-22,13.3125
2001-01-23,13.125
2001-01-24,13.3125
2001-01-25,13.625
2001-01-26,13.875
2001-01-29,13.9
2001-01-30,14.25
2001-01-31,14.55
2001-02-01,14.5
2001-02-02,14.99
2001-02-05,14.5
2001-02-06,14.3
2001-02-07,14.4
2001-02-08,14.5
2001-02-09,14.5
2001-02-12,14.75
2001-02-13,14.75
2001-02-14,14.75
2001-02-15,14.97
2001-02-16,14.8
2001-02-20,14.75
2001-02-21,12.95
2001-02-22,13.3
2001-02-23,13.45
2001-02-26,13.25
2001-02-27,13.15
2001-02-28,13.23
2001-03-01,13.34
2001-03-02,13.54
2001-03-05,13.55
2001-03-06,13.53
2001-03-07,13.53
2001-03-08,13.6
2001-03-09,14.18
2001-03-12,14.43
2001-03-13,14.2
2001-03-14,14.21
2001-03-15,14.35
2001-03-16,14.5
2001-03-19,14.41
2001-03-20,14.41
2001-03-21,14.57
2001-03-22,14.45
2001-03-23,14.5
2001-03-26,14.5
2001-03-27,14.95
2001-03-28,14.8
2001-03-29,15.03
2001-03-30,15.05
2001-04-02,15.05
2001-04-03,14.55
2001-04-04,14.48
2001-04-05,14.52
2001-04-06,14.64
2001-04-09,14.4
2001-04-10,14.35
2001-04-11,14.4
2001-04-12,14.46
2001-04-16,14.4
2001-04-17,14.4
2001-04-18,14.0
2001-04-19,14.4
2001-04-20,14.5
2001-04-23,14.4
2001-04-24,15.65
2001-04-25,16.610001
2001-04-26,17.299999
2001-04-27,17.0
2001-04-30,17.9
2001-05-01,18.0
2001-05-02,18.799999
2001-05-03,18.52
2001-05-04,18.360001
2001-05-07,19.1
2001-05-08,18.92
2001-05-09,19.620001000000002
2001-05-10,20.1
2001-05-11,19.9
2001-05-14,20.9
2001-05-15,21.379998999999998
2001-05-16,19.9
2001-05-17,18.549999
2001-05-18,18.700001
2001-05-21,18.549999
2001-05-22,18.950001
2001-05-23,19.17
2001-05-24,19.549999
2001-05-25,19.9
2001-05-29,19.4
2001-05-30,18.85
2001-05-31,19.299999
2001-06-01,18.82
2001-06-04,18.5
2001-06-05,18.4
2001-06-06,18.379998999999998
2001-06-07,17.200001
2001-06-08,17.0
2001-06-11,16.25
2001-06-12,15.25
2001-06-13,14.9
2001-06-14,15.15
2001-06-15,15.0
2001-06-18,14.9
2001-06-19,15.0
2001-06-20,15.87
2001-06-21,16.219998999999998
2001-06-22,16.49
2001-06-25,16.49
2001-06-26,16.9
2001-06-27,17.5
2001-06-28,16.92
2001-06-29,16.799999
2001-07-02,16.9
2001-07-03,17.75
2001-07-05,17.950001
2001-07-06,17.85
2001-07-09,17.1
2001-07-10,16.959999
2001-07-11,16.700001
2001-07-12,16.98
2001-07-13,17.23
2001-07-16,17.799999
2001-07-17,17.940001000000002
2001-07-18,18.9
2001-07-19,18.9
2001-07-20,18.700001
2001-07-23,18.700001
2001-07-24,18.65
2001-07-25,18.6
2001-07-26,18.440001000000002
2001-07-27,18.379998999999998
2001-07-30,18.15
2001-07-31,18.49
2001-08-01,18.35
2001-08-02,18.5
2001-08-03,18.629998999999998
2001-08-06,18.65
2001-08-07,18.58
2001-08-08,18.389999
2001-08-09,18.139999
2001-08-10,18.15
2001-08-13,18.0
2001-08-14,18.049999
2001-08-15,17.99
2001-08-16,18.0
2001-08-17,17.870001000000002
2001-08-20,17.549999
2001-08-21,17.6
2001-08-22,17.299999
2001-08-23,17.09
2001-08-24,17.049999
2001-08-27,16.950001
2001-08-28,16.950001
2001-08-29,16.940001000000002
2001-08-30,16.889999
2001-08-31,16.799999
2001-09-04,17.129998999999998
2001-09-05,16.99
2001-09-06,16.83
2001-09-07,16.700001
2001-09-10,16.4
2001-09-17,15.05
2001-09-18,14.86
2001-09-19,14.55
2001-09-20,14.6
2001-09-21,13.8
2001-09-24,13.15
2001-09-25,13.79
2001-09-26,13.2
2001-09-27,13.09
2001-09-28,13.9
2001-10-01,13.5
2001-10-02,12.71
2001-10-03,12.3
2001-10-04,13.03
2001-10-05,13.04
2001-10-08,13.25
2001-10-09,15.2
2001-10-10,14.99
2001-10-11,16.0
2001-10-12,15.65
2001-10-15,15.95
2001-10-16,16.08
2001-10-17,15.95
2001-10-18,16.549999
2001-10-19,17.200001
2001-10-22,17.450001
2001-10-23,17.299999
2001-10-24,17.15
2001-10-25,17.5
2001-10-26,17.25
2001-10-29,17.15
2001-10-30,16.889999
2001-10-31,16.85
2001-11-01,17.25
2001-11-02,16.860001
2001-11-05,17.25
2001-11-06,17.219998999999998
2001-11-07,17.049999
2001-11-08,17.5
2001-11-09,18.030001000000002
2001-11-12,18.24
2001-11-13,19.1
2001-11-14,19.299999
2001-11-15,19.450001
2001-11-16,19.1
2001-11-19,18.549999
2001-11-20,18.9
2001-11-21,18.85
2001-11-23,18.9
