Date,MLM
1995-01-19,18.875
1995-01-20,18.75
1995-01-23,19.375
1995-01-24,18.5
1995-01-25,18.75
1995-01-26,18.75
1995-01-27,18.375
1995-01-30,18.5
1995-01-31,18.375
1995-02-01,18.625
1995-02-02,18.5
1995-02-03,18.75
1995-02-06,19.25
1995-02-07,19.125
1995-02-08,18.75
1995-02-09,19.0
1995-02-10,18.75
1995-02-13,19.0
1995-02-14,19.0
1995-02-15,19.125
1995-02-16,19.0
1995-02-17,18.5
1995-02-21,18.75
1995-02-22,18.75
1995-02-23,18.75
1995-02-24,18.75
1995-02-27,18.625
1995-02-28,18.625
1995-03-01,18.625
1995-03-02,18.5
1995-03-03,18.5
1995-03-06,18.5
1995-03-07,18.5
1995-03-08,18.625
1995-03-09,18.625
1995-03-10,18.75
1995-03-13,18.875
1995-03-14,19.0
1995-03-15,19.125
1995-03-16,19.125
1995-03-17,19.125
1995-03-20,19.125
1995-03-21,18.75
1995-03-22,18.75
1995-03-23,19.0
1995-03-24,18.875
1995-03-27,19.0
1995-03-28,19.375
1995-03-29,19.125
1995-03-30,19.0
1995-03-31,19.125
1995-04-03,19.375
1995-04-04,19.5
1995-04-05,19.375
1995-04-06,19.75
1995-04-07,19.875
1995-04-10,19.875
1995-04-11,20.0
1995-04-12,20.125
1995-04-13,20.125
1995-04-17,20.125
1995-04-18,20.125
1995-04-19,20.125
1995-04-20,20.0
1995-04-21,19.625
1995-04-24,20.25
1995-04-25,20.5
1995-04-26,20.5
1995-04-27,20.5
1995-04-28,20.75
1995-05-01,20.625
1995-05-02,20.625
1995-05-03,20.625
1995-05-04,20.875
1995-05-05,20.875
1995-05-08,21.0
1995-05-09,21.375
1995-05-10,21.5
1995-05-11,21.5
1995-05-12,21.375
1995-05-15,21.375
1995-05-16,21.5
1995-05-17,21.5
1995-05-18,21.5
1995-05-19,21.75
1995-05-22,21.5
1995-05-23,21.625
1995-05-24,21.375
1995-05-25,21.25
1995-05-26,21.25
1995-05-30,21.25
1995-05-31,21.25
1995-06-01,21.0
1995-06-02,21.0
1995-06-05,21.0
1995-06-06,21.125
1995-06-07,21.0
1995-06-08,21.25
1995-06-09,21.125
1995-06-12,21.375
1995-06-13,21.125
1995-06-14,21.0
1995-06-15,20.375
1995-06-16,20.75
1995-06-19,20.0
1995-06-20,20.0
1995-06-21,19.875
1995-06-22,19.875
1995-06-23,20.0
1995-06-26,19.875
1995-06-27,19.875
1995-06-28,19.875
1995-06-29,19.75
1995-06-30,20.0
1995-07-03,20.0
1995-07-05,19.875
1995-07-06,20.0
1995-07-07,20.0
1995-07-10,20.25
1995-07-11,19.875
1995-07-12,20.25
1995-07-13,20.5
1995-07-14,19.75
1995-07-17,20.0
1995-07-18,20.0
1995-07-19,19.25
1995-07-20,19.5
1995-07-21,19.5
1995-07-24,19.875
1995-07-25,20.0
1995-07-26,20.0
1995-07-27,20.25
1995-07-28,20.125
1995-07-31,20.0
1995-08-01,20.0
1995-08-02,19.75
1995-08-03,20.0
1995-08-04,20.0
1995-08-07,19.875
1995-08-08,20.0
1995-08-09,19.625
1995-08-10,19.625
1995-08-11,19.5
1995-08-14,19.75
1995-08-15,20.0
1995-08-16,19.375
1995-08-17,19.5
1995-08-18,19.625
1995-08-21,19.375
1995-08-22,19.375
1995-08-23,19.375
1995-08-24,19.0
1995-08-25,18.75
1995-08-28,18.75
1995-08-29,18.875
1995-08-30,18.75
1995-08-31,19.0
1995-09-01,18.875
1995-09-05,18.875
1995-09-06,18.875
1995-09-07,18.5
1995-09-08,18.625
1995-09-11,18.625
1995-09-12,19.125
1995-09-13,19.375
1995-09-14,19.25
1995-09-15,19.375
1995-09-18,19.375
1995-09-19,19.5
1995-09-20,19.75
1995-09-21,19.5
1995-09-22,19.75
1995-09-25,19.625
1995-09-26,19.75
1995-09-27,19.75
1995-09-28,19.75
1995-09-29,19.625
1995-10-02,19.625
1995-10-03,19.375
1995-10-04,18.875
1995-10-05,18.875
1995-10-06,19.375
1995-10-09,19.375
1995-10-10,19.5
1995-10-11,19.875
1995-10-12,19.75
1995-10-13,19.875
1995-10-16,19.875
1995-10-17,20.0
1995-10-18,20.375
1995-10-19,20.25
1995-10-20,20.0
1995-10-23,19.75
1995-10-24,19.75
1995-10-25,19.5
1995-10-26,19.375
1995-10-27,19.25
1995-10-30,19.375
1995-10-31,19.0
1995-11-01,19.0
1995-11-02,19.125
1995-11-03,19.625
1995-11-06,19.75
1995-11-07,19.75
1995-11-08,19.875
1995-11-09,20.125
1995-11-10,20.0
1995-11-13,20.0
1995-11-14,20.0
1995-11-15,19.875
1995-11-16,20.25
1995-11-17,20.25
1995-11-20,20.0
1995-11-21,20.0
1995-11-22,19.75
1995-11-24,19.75
1995-11-27,20.25
1995-11-28,20.25
1995-11-29,20.375
1995-11-30,20.375
1995-12-01,20.25
1995-12-04,20.5
1995-12-05,20.625
1995-12-06,20.75
1995-12-07,21.0
1995-12-08,21.375
1995-12-11,21.375
1995-12-12,21.5
1995-12-13,22.0
1995-12-14,21.875
1995-12-15,22.0
1995-12-18,21.75
1995-12-19,21.875
1995-12-20,21.5
1995-12-21,21.5
1995-12-22,21.375
1995-12-26,21.375
1995-12-27,21.25
1995-12-28,21.0
1995-12-29,20.625
1996-01-02,20.625
1996-01-03,20.75
1996-01-04,20.5
1996-01-05,20.5
1996-01-08,20.625
1996-01-09,20.875
1996-01-10,20.875
1996-01-11,21.0
1996-01-12,21.25
1996-01-15,21.375
1996-01-16,21.125
1996-01-17,21.125
1996-01-18,20.5
1996-01-19,20.375
1996-01-22,20.5
1996-01-23,21.0
1996-01-24,21.0
1996-01-25,21.0
1996-01-26,20.875
1996-01-29,20.625
1996-01-30,21.125
1996-01-31,21.125
1996-02-01,21.75
1996-02-02,22.0
1996-02-05,22.0
1996-02-06,22.125
1996-02-07,22.125
1996-02-08,22.75
1996-02-09,22.75
1996-02-12,22.75
1996-02-13,22.375
1996-02-14,22.5
1996-02-15,23.0
1996-02-16,23.25
1996-02-20,23.0
1996-02-21,23.0
1996-02-22,22.875
1996-02-23,22.75
1996-02-26,22.75
1996-02-27,22.75
1996-02-28,22.625
1996-02-29,22.5
1996-03-01,22.375
1996-03-04,22.75
1996-03-05,22.625
1996-03-06,22.625
1996-03-07,22.5
1996-03-08,21.875
1996-03-11,21.875
1996-03-12,21.75
1996-03-13,21.75
1996-03-14,22.125
1996-03-15,22.375
1996-03-18,22.5
1996-03-19,22.75
1996-03-20,22.875
1996-03-21,22.5
1996-03-22,22.5
1996-03-25,22.75
1996-03-26,22.875
1996-03-27,22.875
1996-03-28,23.0
1996-03-29,22.75
1996-04-01,22.75
1996-04-02,22.5
1996-04-03,22.5
1996-04-04,22.75
1996-04-08,22.625
1996-04-09,22.5
1996-04-10,22.5
1996-04-11,21.875
1996-04-12,22.0
1996-04-15,22.0
1996-04-16,21.5
1996-04-17,21.625
1996-04-18,21.5
1996-04-19,21.75
1996-04-22,22.25
1996-04-23,21.875
1996-04-24,22.0
1996-04-25,22.0
1996-04-26,22.25
1996-04-29,22.25
1996-04-30,22.875
1996-05-01,23.125
1996-05-02,23.0
1996-05-03,23.125
1996-05-06,23.5
1996-05-07,23.625
1996-05-08,23.875
1996-05-09,24.125
1996-05-10,24.375
1996-05-13,24.625
1996-05-14,24.375
1996-05-15,24.25
1996-05-16,24.125
1996-05-17,24.0
1996-05-20,24.125
1996-05-21,24.125
1996-05-22,24.125
1996-05-23,24.125
1996-05-24,24.5
1996-05-28,24.375
1996-05-29,24.25
1996-05-30,24.125
1996-05-31,24.125
1996-06-03,24.0
1996-06-04,24.125
1996-06-05,24.125
1996-06-06,24.0
1996-06-07,24.0
1996-06-10,24.0
1996-06-11,24.125
1996-06-12,24.125
1996-06-13,24.0
1996-06-14,24.125
1996-06-17,24.0
1996-06-18,24.0
1996-06-19,24.0
1996-06-20,24.0
1996-06-21,24.125
1996-06-24,24.0
1996-06-25,23.75
1996-06-26,23.375
1996-06-27,23.625
1996-06-28,24.25
1996-07-01,24.25
1996-07-02,24.125
1996-07-03,24.75
1996-07-05,24.75
1996-07-08,24.375
1996-07-09,24.375
1996-07-10,24.25
1996-07-11,24.0
1996-07-12,23.875
1996-07-15,23.375
1996-07-16,22.875
1996-07-17,22.625
1996-07-18,22.5
1996-07-19,22.625
1996-07-22,23.0
1996-07-23,22.875
1996-07-24,22.5
1996-07-25,22.5
1996-07-26,23.125
1996-07-29,22.875
1996-07-30,23.0
1996-07-31,22.625
1996-08-01,23.25
1996-08-02,23.25
1996-08-05,23.5
1996-08-06,23.125
1996-08-07,23.125
1996-08-08,23.0
1996-08-09,23.125
1996-08-12,23.0
1996-08-13,22.875
1996-08-14,22.75
1996-08-15,22.75
1996-08-16,22.625
1996-08-19,22.625
1996-08-20,22.375
1996-08-21,22.375
1996-08-22,22.5
1996-08-23,22.375
1996-08-26,22.25
1996-08-27,21.875
1996-08-28,21.5
1996-08-29,22.125
1996-08-30,22.0
1996-09-03,21.875
1996-09-04,22.125
1996-09-05,22.0
1996-09-06,22.0
1996-09-09,22.125
1996-09-10,22.0
1996-09-11,22.0
1996-09-12,22.0
1996-09-13,21.75
1996-09-16,20.5
1996-09-17,20.0
1996-09-18,20.5
1996-09-19,21.0
1996-09-20,21.125
1996-09-23,21.5
1996-09-24,22.125
1996-09-25,22.625
1996-09-26,22.0
1996-09-27,21.875
1996-09-30,21.375
1996-10-01,21.375
1996-10-02,21.625
1996-10-03,21.625
1996-10-04,21.75
1996-10-07,22.125
1996-10-08,22.75
1996-10-09,22.0
1996-10-10,21.5
1996-10-11,21.5
1996-10-14,21.25
1996-10-15,21.375
1996-10-16,21.125
1996-10-17,21.0
1996-10-18,21.125
1996-10-21,24.25
1996-10-22,23.875
1996-10-23,23.75
1996-10-24,23.875
1996-10-25,24.75
1996-10-28,25.125
1996-10-29,24.375
1996-10-30,23.875
1996-10-31,23.75
1996-11-01,23.78125
1996-11-04,22.875
1996-11-05,23.25
1996-11-06,23.625
1996-11-07,23.5
1996-11-08,23.625
1996-11-11,23.625
1996-11-12,23.375
1996-11-13,23.0
1996-11-14,23.25
1996-11-15,23.625
1996-11-18,23.625
1996-11-19,23.625
1996-11-20,23.75
1996-11-21,23.625
1996-11-22,23.625
1996-11-25,23.5
1996-11-26,23.375
1996-11-27,23.375
1996-11-29,23.5
1996-12-02,23.5
1996-12-03,23.5
1996-12-04,23.5
1996-12-05,23.25
1996-12-06,23.125
1996-12-09,23.375
1996-12-10,23.25
1996-12-11,22.75
1996-12-12,23.0
1996-12-13,23.125
1996-12-16,23.25
1996-12-17,23.125
1996-12-18,23.375
1996-12-19,23.375
1996-12-20,23.5
1996-12-23,23.375
1996-12-24,23.5
1996-12-26,23.0
1996-12-27,23.5
1996-12-30,23.5
1996-12-31,23.25
1997-01-02,23.25
1997-01-03,24.125
1997-01-06,24.0
1997-01-07,23.875
1997-01-08,24.375
1997-01-09,24.875
1997-01-10,24.75
1997-01-13,24.75
1997-01-14,25.5
1997-01-15,26.125
1997-01-16,25.875
1997-01-17,26.0
1997-01-20,25.75
1997-01-21,25.125
1997-01-22,25.875
1997-01-23,25.75
1997-01-24,25.625
1997-01-27,25.75
1997-01-28,25.875
1997-01-29,26.125
1997-01-30,26.625
1997-01-31,26.625
1997-02-03,26.625
1997-02-04,26.5
1997-02-05,26.25
1997-02-06,26.25
1997-02-07,26.0
1997-02-10,25.875
1997-02-11,26.0
1997-02-12,26.0
1997-02-13,26.875
1997-02-14,28.375
1997-02-18,27.25
1997-02-19,27.125
1997-02-20,26.5
1997-02-21,26.5
1997-02-24,27.25
1997-02-25,27.0
1997-02-26,27.0
1997-02-27,26.875
1997-02-28,26.375
1997-03-03,26.875
1997-03-04,26.875
1997-03-05,26.5
1997-03-06,26.625
1997-03-07,27.0
1997-03-10,27.75
1997-03-11,27.125
1997-03-12,26.75
1997-03-13,26.75
1997-03-14,26.5
1997-03-17,26.625
1997-03-18,26.75
1997-03-19,26.375
1997-03-20,26.125
1997-03-21,26.25
1997-03-24,26.0
1997-03-25,25.875
1997-03-26,26.125
1997-03-27,26.25
1997-03-31,25.75
1997-04-01,25.875
1997-04-02,25.75
1997-04-03,25.25
1997-04-04,25.875
1997-04-07,25.625
1997-04-08,25.875
1997-04-09,25.75
1997-04-10,25.625
1997-04-11,25.375
1997-04-14,25.25
1997-04-15,25.625
1997-04-16,25.875
1997-04-17,26.125
1997-04-18,26.0
1997-04-21,26.125
1997-04-22,27.0
1997-04-23,27.125
1997-04-24,27.0
1997-04-25,26.875
1997-04-28,27.25
1997-04-29,27.125
1997-04-30,27.25
1997-05-01,27.375
1997-05-02,27.375
1997-05-05,27.625
1997-05-06,27.375
1997-05-07,27.5
1997-05-08,27.625
1997-05-09,27.75
1997-05-12,28.125
1997-05-13,28.375
1997-05-14,28.625
1997-05-15,28.5
1997-05-16,28.375
1997-05-19,28.375
1997-05-20,28.625
1997-05-21,28.625
1997-05-22,28.75
1997-05-23,29.375
1997-05-27,29.0
1997-05-28,28.75
1997-05-29,29.0
1997-05-30,28.75
1997-06-02,28.625
1997-06-03,29.125
1997-06-04,29.125
1997-06-05,29.5
1997-06-06,29.375
1997-06-09,29.875
1997-06-10,30.5
1997-06-11,30.875
1997-06-12,30.875
1997-06-13,31.0
1997-06-16,31.25
1997-06-17,31.25
1997-06-18,31.0
1997-06-19,31.25
1997-06-20,31.375
1997-06-23,31.5
1997-06-24,31.75
1997-06-25,31.75
1997-06-26,32.0625
1997-06-27,32.375
1997-06-30,32.375
1997-07-01,32.5625
1997-07-02,32.25
1997-07-03,32.875
1997-07-07,33.0625
1997-07-08,33.8125
1997-07-09,33.25
1997-07-10,33.25
1997-07-11,33.625
1997-07-14,33.125
1997-07-15,32.5
1997-07-16,32.6875
1997-07-17,32.8125
1997-07-18,32.625
1997-07-21,32.375
1997-07-22,34.375
1997-07-23,33.75
1997-07-24,33.75
1997-07-25,33.25
1997-07-28,33.875
1997-07-29,34.0
1997-07-30,34.625
1997-07-31,34.5625
1997-08-01,34.4375
1997-08-04,35.0
1997-08-05,35.5
1997-08-06,35.75
1997-08-07,35.5
1997-08-08,35.375
1997-08-11,35.375
1997-08-12,35.0
1997-08-13,35.3125
1997-08-14,35.5
1997-08-15,34.6875
1997-08-18,33.375
1997-08-19,34.8125
1997-08-20,34.5625
1997-08-21,34.8125
1997-08-22,34.3125
1997-08-25,34.75
1997-08-26,35.375
1997-08-27,34.875
1997-08-28,34.625
1997-08-29,34.9375
1997-09-02,35.0
1997-09-03,34.9375
1997-09-04,34.875
1997-09-05,34.875
1997-09-08,34.75
1997-09-09,35.125
1997-09-10,35.0625
1997-09-11,34.5625
1997-09-12,34.75
1997-09-15,34.4375
1997-09-16,35.0
1997-09-17,34.8125
1997-09-18,34.75
1997-09-19,34.875
1997-09-22,34.9375
1997-09-23,34.875
1997-09-24,34.6875
1997-09-25,35.125
1997-09-26,35.4375
1997-09-29,35.4375
1997-09-30,36.0
1997-10-01,36.0
1997-10-02,35.8125
1997-10-03,35.75
1997-10-06,35.5
1997-10-07,35.375
1997-10-08,35.6875
1997-10-09,35.4375
1997-10-10,35.0
1997-10-13,34.8125
1997-10-14,35.1875
1997-10-15,35.125
1997-10-16,35.125
1997-10-17,35.0625
1997-10-20,35.25
1997-10-21,37.0
1997-10-22,36.6875
1997-10-23,37.0
1997-10-24,36.5625
1997-10-27,35.0625
1997-10-28,35.6875
1997-10-29,35.125
1997-10-30,34.75
1997-10-31,34.875
1997-11-03,35.1875
1997-11-04,35.5625
1997-11-05,35.625
1997-11-06,35.0625
1997-11-07,34.875
1997-11-10,35.125
1997-11-11,34.875
1997-11-12,34.8125
1997-11-13,34.75
1997-11-14,35.6875
1997-11-17,36.1875
1997-11-18,35.75
1997-11-19,35.8125
1997-11-20,35.8125
1997-11-21,35.375
1997-11-24,34.5625
1997-11-25,34.75
1997-11-26,34.375
1997-11-28,34.625
1997-12-01,34.875
1997-12-02,35.1875
1997-12-03,35.375
1997-12-04,35.5
1997-12-05,35.9375
1997-12-08,36.0
1997-12-09,35.625
1997-12-10,35.5
1997-12-11,35.0625
1997-12-12,34.3125
1997-12-15,35.25
1997-12-16,35.0625
1997-12-17,35.625
1997-12-18,34.8125
1997-12-19,35.1875
1997-12-22,35.5625
1997-12-23,35.9375
1997-12-24,35.9375
1997-12-26,35.625
1997-12-29,37.0
1997-12-30,36.4375
1997-12-31,36.5625
1998-01-02,37.0
1998-01-05,37.125
1998-01-06,37.25
1998-01-07,37.0625
1998-01-08,37.3125
1998-01-09,36.3125
1998-01-12,36.3125
1998-01-13,36.875
1998-01-14,36.625
1998-01-15,36.25
1998-01-16,36.5
1998-01-20,36.5
1998-01-21,36.0
1998-01-22,36.1875
1998-01-23,36.3125
1998-01-26,36.3125
1998-01-27,36.25
1998-01-28,37.0
1998-01-29,37.8125
1998-01-30,38.0
1998-02-02,38.875
1998-02-03,38.0
1998-02-04,37.8125
1998-02-05,38.0
1998-02-06,38.3125
1998-02-09,38.75
1998-02-10,39.25
1998-02-11,39.0
1998-02-12,38.5
1998-02-13,38.375
1998-02-17,37.5
1998-02-18,37.8125
1998-02-19,37.8125
1998-02-20,37.5625
1998-02-23,37.3125
1998-02-24,37.25
1998-02-25,37.375
1998-02-26,38.125
1998-02-27,38.0625
1998-03-02,38.1875
1998-03-03,38.125
1998-03-04,37.8125
1998-03-05,38.625
1998-03-06,39.625
1998-03-09,39.875
1998-03-10,40.9375
1998-03-11,43.125
1998-03-12,43.0
1998-03-13,43.625
1998-03-16,44.5625
1998-03-17,46.6875
1998-03-18,46.9375
1998-03-19,47.0625
1998-03-20,46.125
1998-03-23,44.6875
1998-03-24,44.625
1998-03-25,43.3125
1998-03-26,43.1875
1998-03-27,44.5
1998-03-30,43.4375
1998-03-31,43.1875
1998-04-01,43.75
1998-04-02,45.8125
1998-04-03,47.0
1998-04-06,46.875
1998-04-07,46.875
1998-04-08,46.8125
1998-04-09,47.125
1998-04-13,47.25
1998-04-14,48.0
1998-04-15,47.875
1998-04-16,47.625
1998-04-17,48.75
1998-04-20,47.9375
1998-04-21,48.75
1998-04-22,48.375
1998-04-23,48.3125
1998-04-24,48.25
1998-04-27,45.625
1998-04-28,47.1875
1998-04-29,46.625
1998-04-30,46.9375
1998-05-01,48.0
1998-05-04,48.5
1998-05-05,48.125
1998-05-06,47.0
1998-05-07,46.4375
1998-05-08,47.75
1998-05-11,47.25
1998-05-12,46.6875
1998-05-13,46.5
1998-05-14,47.8125
1998-05-15,46.0
1998-05-18,46.0625
1998-05-19,46.4375
1998-05-20,46.0625
1998-05-21,46.375
1998-05-22,45.75
1998-05-26,47.0
1998-05-27,46.1875
1998-05-28,46.625
1998-05-29,46.0
1998-06-01,45.875
1998-06-02,47.0
1998-06-03,45.6875
1998-06-04,45.75
1998-06-05,45.8125
1998-06-08,45.9375
1998-06-09,45.8125
1998-06-10,45.5625
1998-06-11,44.25
1998-06-12,43.6875
1998-06-15,43.25
1998-06-16,44.5
1998-06-17,45.4375
1998-06-18,44.625
1998-06-19,43.4375
1998-06-22,43.375
1998-06-23,44.25
1998-06-24,43.625
1998-06-25,43.9375
1998-06-26,43.5
1998-06-29,43.3125
1998-06-30,45.0
1998-07-01,45.5
1998-07-02,44.4375
1998-07-06,45.0
1998-07-07,46.25
1998-07-08,46.0625
1998-07-09,46.4375
1998-07-10,45.9375
1998-07-13,46.0
1998-07-14,45.0
1998-07-15,46.75
1998-07-16,48.25
1998-07-17,48.0625
1998-07-20,49.25
1998-07-21,49.5
1998-07-22,50.25
1998-07-23,50.375
1998-07-24,50.5625
1998-07-27,50.625
1998-07-28,48.75
1998-07-29,48.8125
1998-07-30,48.9375
1998-07-31,49.5
1998-08-03,47.5625
1998-08-04,47.1875
1998-08-05,47.8125
1998-08-06,49.9375
1998-08-07,50.6875
1998-08-10,49.875
1998-08-11,47.875
1998-08-12,48.0
1998-08-13,48.0
1998-08-14,47.4375
1998-08-17,47.9375
1998-08-18,47.4375
1998-08-19,47.0625
1998-08-20,47.75
1998-08-21,46.8125
1998-08-24,47.5625
1998-08-25,47.5
1998-08-26,46.4375
1998-08-27,44.875
1998-08-28,44.1875
1998-08-31,42.625
1998-09-01,43.4375
1998-09-02,44.5625
1998-09-03,45.5625
1998-09-04,45.75
1998-09-08,46.5
1998-09-09,46.5625
1998-09-10,42.9375
1998-09-11,44.375
1998-09-14,44.25
1998-09-15,43.6875
1998-09-16,43.6875
1998-09-17,42.75
1998-09-18,42.6875
1998-09-21,43.1875
1998-09-22,42.3125
1998-09-23,43.0
1998-09-24,42.75
1998-09-25,42.875
1998-09-28,43.0625
1998-09-29,43.0
1998-09-30,43.1875
1998-10-01,42.5625
1998-10-02,44.0
1998-10-05,43.8125
1998-10-06,42.75
1998-10-07,42.5
1998-10-08,39.9375
1998-10-09,41.75
1998-10-12,41.875
1998-10-13,41.8125
1998-10-14,41.375
1998-10-15,41.25
1998-10-16,41.5
1998-10-19,43.0
1998-10-20,45.625
1998-10-21,46.0
1998-10-22,47.5625
1998-10-23,47.5
1998-10-26,47.1875
1998-10-27,47.5
1998-10-28,47.5
1998-10-29,49.25
1998-10-30,49.0625
1998-11-02,49.9375
1998-11-03,49.8125
1998-11-04,50.0
1998-11-05,50.0
1998-11-06,49.8125
1998-11-09,49.875
1998-11-10,49.25
1998-11-11,48.4375
1998-11-12,47.6875
1998-11-13,47.375
1998-11-16,47.875
1998-11-17,47.125
1998-11-18,47.625
1998-11-19,47.1875
1998-11-20,46.875
1998-11-23,47.75
1998-11-24,47.3125
1998-11-25,48.0
1998-11-27,48.5
1998-11-30,48.5
1998-12-01,48.625
1998-12-02,49.75
1998-12-03,48.75
1998-12-04,48.75
1998-12-07,49.0
1998-12-08,49.0
1998-12-09,48.875
1998-12-10,48.875
1998-12-11,48.625
1998-12-14,49.4375
1998-12-15,50.0
1998-12-16,52.0
1998-12-17,54.875
1998-12-18,55.1875
1998-12-21,56.125
1998-12-22,55.625
1998-12-23,56.625
1998-12-24,56.5625
1998-12-28,56.8125
1998-12-29,57.625
1998-12-30,56.875
1998-12-31,62.1875
1999-01-04,58.0
1999-01-05,58.875
1999-01-06,57.75
1999-01-07,58.4375
1999-01-08,57.875
1999-01-11,56.6875
1999-01-12,58.375
1999-01-13,56.4375
1999-01-14,54.75
1999-01-15,54.0
1999-01-19,54.625
1999-01-20,54.9375
1999-01-21,54.75
1999-01-22,53.875
1999-01-25,52.875
1999-01-26,53.3125
1999-01-27,53.9375
1999-01-28,53.0
1999-01-29,53.0
1999-02-01,53.125
1999-02-02,52.5
1999-02-03,52.3125
1999-02-04,52.9375
1999-02-05,52.625
1999-02-08,51.9375
1999-02-09,50.9375
