Date,NBR
1973-07-03,46.875
1973-07-05,50.0
1973-07-06,50.0
1973-07-09,46.875
1973-07-10,46.875
1973-07-11,46.875
1973-07-12,43.75
1973-07-13,46.875
1973-07-16,46.875
1973-07-17,46.875
1973-07-18,46.875
1973-07-19,43.75
1973-07-20,43.75
1973-07-23,50.0
1973-07-24,43.75
1973-07-25,43.75
1973-07-26,43.75
1973-07-27,43.75
1973-07-30,43.75
1973-07-31,43.75
1973-08-01,46.875
1973-08-02,43.75
1973-08-03,43.75
1973-08-06,46.875
1973-08-07,50.0
1973-08-08,43.75
1973-08-09,43.75
1973-08-10,46.875
1973-08-13,46.875
1973-08-14,46.875
1973-08-15,46.875
1973-08-16,46.875
1973-08-17,46.875
1973-08-20,46.875
1973-08-21,46.875
1973-08-22,43.75
1973-08-23,46.875
1973-08-24,46.875
1973-08-27,46.875
1973-08-28,43.75
1973-08-29,43.75
1973-08-30,43.75
1973-08-31,43.75
1973-09-04,43.75
1973-09-05,43.75
1973-09-06,43.75
1973-09-07,46.875
1973-09-10,43.75
1973-09-11,43.75
1973-09-12,50.0
1973-09-13,50.0
1973-09-14,46.875
1973-09-17,50.0
1973-09-18,50.0
1973-09-19,50.0
1973-09-20,46.875
1973-09-21,46.875
1973-09-24,50.0
1973-09-25,50.0
1973-09-26,46.875
1973-09-27,50.0
1973-09-28,50.0
1973-10-01,46.875
1973-10-02,46.875
1973-10-03,46.875
1973-10-04,46.875
1973-10-05,50.0
1973-10-08,46.875
1973-10-09,46.875
1973-10-10,50.0
1973-10-11,53.125
1973-10-12,50.0
1973-10-15,50.0
1973-10-16,46.875
1973-10-17,46.875
1973-10-18,46.875
1973-10-19,46.875
1973-10-22,46.875
1973-10-23,46.875
1973-10-24,46.875
1973-10-25,50.0
1973-10-26,50.0
1973-10-29,50.0
1973-10-30,46.875
1973-10-31,43.75
1973-11-01,46.875
1973-11-02,50.0
1973-11-05,50.0
1973-11-06,50.0
1973-11-07,53.125
1973-11-08,50.0
1973-11-09,50.0
1973-11-12,43.75
1973-11-13,46.875
1973-11-14,46.875
1973-11-15,46.875
1973-11-16,46.875
1973-11-19,46.875
1973-11-20,46.875
1973-11-21,46.875
1973-11-23,50.0
1973-11-26,46.875
1973-11-27,46.875
1973-11-28,43.75
1973-11-29,37.5
1973-11-30,43.75
1973-12-03,37.5
1973-12-04,43.75
1973-12-05,37.5
1973-12-06,37.5
1973-12-07,40.625
1973-12-10,43.75
1973-12-11,43.75
1973-12-12,43.75
1973-12-13,40.625
1973-12-14,37.5
1973-12-17,40.625
1973-12-18,40.625
1973-12-19,40.625
1973-12-20,43.75
1973-12-21,40.625
1973-12-24,40.625
1973-12-26,37.5
1973-12-27,40.625
1973-12-28,37.5
1973-12-31,37.5
1974-01-02,37.5
1974-01-03,40.625
1974-01-04,43.75
1974-01-07,43.75
1974-01-08,40.625
1974-01-09,37.5
1974-01-10,40.625
1974-01-11,40.625
1974-01-14,40.625
1974-01-15,43.75
1974-01-16,43.75
1974-01-17,43.75
1974-01-18,46.875
1974-01-21,43.75
1974-01-22,46.875
1974-01-23,43.75
1974-01-24,50.0
1974-01-25,59.375
1974-01-28,62.5
1974-01-29,62.5
1974-01-30,59.375
1974-01-31,59.375
1974-02-01,56.25
1974-02-04,59.375
1974-02-05,56.25
1974-02-06,56.25
1974-02-07,59.375
1974-02-08,59.375
1974-02-11,50.0
1974-02-12,59.375
1974-02-13,59.375
1974-02-14,62.5
1974-02-15,59.375
1974-02-19,62.5
1974-02-20,62.5
1974-02-21,56.25
1974-02-22,62.5
1974-02-25,62.5
1974-02-26,62.5
1974-02-27,59.375
1974-02-28,59.375
1974-03-01,56.25
1974-03-04,59.375
1974-03-05,59.375
1974-03-06,56.25
1974-03-07,59.375
1974-03-08,56.25
1974-03-11,56.25
1974-03-12,53.125
1974-03-13,56.25
1974-03-14,56.25
1974-03-15,56.25
1974-03-18,56.25
1974-03-19,53.125
1974-03-20,56.25
1974-03-21,59.375
1974-03-22,56.25
1974-03-25,56.25
1974-03-26,56.25
1974-03-27,53.125
1974-03-28,59.375
1974-03-29,62.5
1974-04-01,62.5
1974-04-02,53.125
1974-04-03,62.5
1974-04-04,59.375
1974-04-05,56.25
1974-04-08,53.125
1974-04-09,53.125
1974-04-10,53.125
1974-04-11,53.125
1974-04-15,56.25
1974-04-16,53.125
1974-04-17,53.125
1974-04-18,53.125
1974-04-19,53.125
1974-04-22,53.125
1974-04-23,46.875
1974-04-24,53.125
1974-04-25,53.125
1974-04-26,46.875
1974-04-29,53.125
1974-04-30,50.0
1974-05-01,56.25
1974-05-02,56.25
1974-05-03,50.0
1974-05-06,50.0
1974-05-07,53.125
1974-05-08,53.125
1974-05-09,50.0
1974-05-10,56.25
1974-05-13,53.125
1974-05-14,50.0
1974-05-15,46.875
1974-05-16,46.875
1974-05-17,50.0
1974-05-20,50.0
1974-05-21,50.0
1974-05-22,53.125
1974-05-23,53.125
1974-05-24,53.125
1974-05-28,50.0
1974-05-29,53.125
1974-05-30,46.875
1974-05-31,46.875
1974-06-03,50.0
1974-06-04,50.0
1974-06-05,46.875
1974-06-06,50.0
1974-06-07,46.875
1974-06-10,46.875
1974-06-11,50.0
1974-06-12,50.0
1974-06-13,50.0
1974-06-14,46.875
1974-06-17,46.875
1974-06-18,46.875
1974-06-19,46.875
1974-06-20,43.75
1974-06-21,43.75
1974-06-24,46.875
1974-06-25,46.875
1974-06-26,46.875
1974-06-27,46.875
1974-06-28,46.875
1974-07-01,46.875
1974-07-02,46.875
1974-07-03,46.875
1974-07-05,46.875
1974-07-08,46.875
1974-07-09,43.75
1974-07-10,43.75
1974-07-11,43.75
1974-07-12,40.625
1974-07-15,37.5
1974-07-16,43.75
1974-07-17,46.875
1974-07-18,46.875
1974-07-19,43.75
1974-07-22,46.875
1974-07-23,43.75
1974-07-24,50.0
1974-07-25,50.0
1974-07-26,46.875
1974-07-29,43.75
1974-07-30,43.75
1974-07-31,43.75
1974-08-01,46.875
1974-08-02,43.75
1974-08-05,43.75
1974-08-06,43.75
1974-08-07,43.75
1974-08-08,43.75
1974-08-09,43.75
1974-08-12,43.75
1974-08-13,43.75
1974-08-14,43.75
1974-08-15,43.75
1974-08-16,46.875
1974-08-19,46.875
1974-08-20,43.75
1974-08-21,43.75
1974-08-22,40.625
1974-08-23,37.5
1974-08-26,37.5
1974-08-27,40.625
1974-08-28,43.75
1974-08-29,40.625
1974-08-30,40.625
1974-09-03,40.625
1974-09-04,43.75
1974-09-05,43.75
1974-09-06,43.75
1974-09-09,43.75
1974-09-10,37.5
1974-09-11,40.625
1974-09-12,37.5
1974-09-13,34.375
1974-09-16,34.375
1974-09-17,40.625
1974-09-18,40.625
1974-09-19,40.625
1974-09-20,43.75
1974-09-23,43.75
1974-09-24,46.875
1974-09-25,43.75
1974-09-26,43.75
1974-09-27,43.75
1974-09-30,43.75
1974-10-01,43.75
1974-10-02,46.875
1974-10-03,46.875
1974-10-04,46.875
1974-10-07,43.75
1974-10-08,43.75
1974-10-09,46.875
1974-10-10,43.75
1974-10-11,43.75
1974-10-14,46.875
1974-10-15,43.75
1974-10-16,43.75
1974-10-17,46.875
1974-10-18,40.625
1974-10-21,43.75
1974-10-22,43.75
1974-10-23,43.75
1974-10-24,43.75
1974-10-25,46.875
1974-10-28,46.875
1974-10-29,46.875
1974-10-30,46.875
1974-10-31,43.75
1974-11-01,46.875
1974-11-04,46.875
1974-11-05,43.75
1974-11-06,46.875
1974-11-07,56.25
1974-11-08,62.5
1974-11-11,56.25
1974-11-12,56.25
1974-11-13,53.125
1974-11-14,56.25
1974-11-15,56.25
1974-11-18,56.25
1974-11-19,46.875
1974-11-20,43.75
1974-11-21,43.75
1974-11-22,46.875
1974-11-25,40.625
1974-11-26,43.75
1974-11-27,43.75
1974-11-29,46.875
1974-12-02,43.75
1974-12-03,40.625
1974-12-04,40.625
1974-12-05,40.625
1974-12-06,43.75
1974-12-09,50.0
1974-12-10,56.25
1974-12-11,59.375
1974-12-12,50.0
1974-12-13,53.125
1974-12-16,50.0
1974-12-17,50.0
1974-12-18,46.875
1974-12-19,46.875
1974-12-20,50.0
1974-12-23,50.0
1974-12-24,43.75
1974-12-26,43.75
1974-12-27,43.75
1974-12-30,40.625
1974-12-31,46.875
1975-01-02,50.0
1975-01-03,50.0
1975-01-06,46.875
1975-01-07,50.0
1975-01-08,50.0
1975-01-09,50.0
1975-01-10,50.0
1975-01-13,46.875
1975-01-14,50.0
1975-01-15,46.875
1975-01-16,46.875
1975-01-17,50.0
1975-01-20,50.0
1975-01-21,56.25
1975-01-22,56.25
1975-01-23,53.125
1975-01-24,56.25
1975-01-27,50.0
1975-01-28,53.125
1975-01-29,50.0
1975-01-30,53.125
1975-01-31,53.125
1975-02-03,50.0
1975-02-04,50.0
1975-02-05,50.0
1975-02-06,50.0
1975-02-07,53.125
1975-02-10,53.125
1975-02-11,50.0
1975-02-12,50.0
1975-02-13,50.0
1975-02-14,50.0
1975-02-18,53.125
1975-02-19,50.0
1975-02-20,50.0
1975-02-21,46.875
1975-02-24,46.875
1975-02-25,50.0
1975-02-26,46.875
1975-02-27,46.875
1975-02-28,46.875
1975-03-03,46.875
1975-03-04,50.0
1975-03-05,43.75
1975-03-06,43.75
1975-03-07,46.875
1975-03-10,43.75
1975-03-11,43.75
1975-03-12,43.75
1975-03-13,43.75
1975-03-14,46.875
1975-03-17,43.75
1975-03-18,43.75
1975-03-19,46.875
1975-03-20,43.75
1975-03-21,46.875
1975-03-24,46.875
1975-03-25,46.875
1975-03-26,46.875
1975-03-27,43.75
1975-03-31,43.75
1975-04-01,43.75
1975-04-02,43.75
1975-04-03,46.875
1975-04-04,43.75
1975-04-07,46.875
1975-04-08,46.875
1975-04-09,43.75
1975-04-10,46.875
1975-04-11,46.875
1975-04-14,50.0
1975-04-15,50.0
1975-04-16,46.875
1975-04-17,50.0
1975-04-18,46.875
1975-04-21,46.875
1975-04-22,50.0
1975-04-23,53.125
1975-04-24,50.0
1975-04-25,46.875
1975-04-28,46.875
1975-04-29,50.0
1975-04-30,53.125
1975-05-01,50.0
1975-05-02,50.0
1975-05-05,53.125
1975-05-06,53.125
1975-05-07,53.125
1975-05-08,56.25
1975-05-09,62.5
1975-05-12,71.875
1975-05-13,71.875
1975-05-14,68.75
1975-05-15,71.875
1975-05-16,68.75
1975-05-19,68.75
1975-05-20,65.625
1975-05-21,62.5
1975-05-22,65.625
1975-05-23,65.625
1975-05-27,68.75
1975-05-28,65.625
1975-05-29,62.5
1975-05-30,65.625
1975-06-02,65.625
1975-06-03,65.625
1975-06-04,68.75
1975-06-05,87.5
1975-06-06,81.25
1975-06-09,68.75
1975-06-10,71.875
1975-06-11,75.0
1975-06-12,71.875
1975-06-13,75.0
1975-06-16,68.75
1975-06-17,71.875
1975-06-18,75.0
1975-06-19,78.125
1975-06-20,75.0
1975-06-23,75.0
1975-06-24,81.25
1975-06-25,78.125
1975-06-26,81.25
1975-06-27,81.25
1975-06-30,75.0
1975-07-01,75.0
1975-07-02,71.875
1975-07-03,75.0
1975-07-07,75.0
1975-07-08,75.0
1975-07-09,71.875
1975-07-10,75.0
1975-07-11,71.875
1975-07-14,78.125
1975-07-15,75.0
1975-07-16,71.875
1975-07-17,75.0
1975-07-18,78.125
1975-07-21,81.25
1975-07-22,75.0
1975-07-23,75.0
1975-07-24,78.125
1975-07-25,75.0
1975-07-28,71.875
1975-07-29,75.0
1975-07-30,71.875
1975-07-31,78.125
1975-08-01,78.125
1975-08-04,75.0
1975-08-05,71.875
1975-08-06,71.875
1975-08-07,71.875
1975-08-08,68.75
1975-08-11,62.5
1975-08-12,65.625
1975-08-13,62.5
1975-08-14,65.625
1975-08-15,62.5
1975-08-18,62.5
1975-08-19,59.375
1975-08-20,59.375
1975-08-21,56.25
1975-08-22,56.25
1975-08-25,59.375
1975-08-26,56.25
1975-08-27,59.375
1975-08-28,62.5
1975-08-29,59.375
1975-09-02,62.5
1975-09-03,59.375
1975-09-04,59.375
1975-09-05,62.5
1975-09-08,59.375
1975-09-09,59.375
1975-09-10,53.125
1975-09-11,53.125
1975-09-12,53.125
1975-09-15,56.25
1975-09-16,56.25
1975-09-17,56.25
1975-09-18,56.25
1975-09-19,59.375
1975-09-22,59.375
1975-09-23,59.375
1975-09-24,59.375
1975-09-25,59.375
1975-09-26,59.375
1975-09-29,56.25
1975-09-30,56.25
1975-10-01,56.25
1975-10-02,56.25
1975-10-03,65.625
1975-10-06,59.375
1975-10-07,59.375
1975-10-08,56.25
1975-10-09,59.375
1975-10-10,59.375
1975-10-13,62.5
1975-10-14,62.5
1975-10-15,59.375
1975-10-16,56.25
1975-10-17,59.375
1975-10-20,56.25
1975-10-21,59.375
1975-10-22,59.375
1975-10-23,56.25
1975-10-24,59.375
1975-10-27,59.375
1975-10-28,56.25
1975-10-29,59.375
1975-10-30,56.25
1975-10-31,56.25
1975-11-03,56.25
1975-11-04,59.375
1975-11-05,56.25
1975-11-06,56.25
1975-11-07,56.25
1975-11-10,56.25
1975-11-11,56.25
1975-11-12,59.375
1975-11-13,59.375
1975-11-14,59.375
1975-11-17,59.375
1975-11-18,59.375
1975-11-19,59.375
1975-11-20,56.25
1975-11-21,56.25
1975-11-24,56.25
1975-11-25,56.25
1975-11-26,53.125
1975-11-28,53.125
1975-12-01,56.25
1975-12-02,53.125
1975-12-03,53.125
1975-12-04,53.125
1975-12-05,53.125
1975-12-08,50.0
1975-12-09,53.125
1975-12-10,50.0
1975-12-11,53.125
1975-12-12,53.125
1975-12-15,56.25
1975-12-16,56.25
1975-12-17,56.25
1975-12-18,53.125
1975-12-19,53.125
1975-12-22,59.375
1975-12-23,59.375
1975-12-24,56.25
1975-12-26,56.25
1975-12-29,56.25
1975-12-30,59.375
1975-12-31,56.25
1976-01-02,59.375
1976-01-05,62.5
1976-01-06,59.375
1976-01-07,59.375
1976-01-08,56.25
1976-01-09,56.25
1976-01-12,56.25
1976-01-13,53.125
1976-01-14,56.25
1976-01-15,53.125
1976-01-16,56.25
1976-01-19,56.25
1976-01-20,53.125
1976-01-21,53.125
1976-01-22,53.125
1976-01-23,56.25
1976-01-26,53.125
1976-01-27,56.25
1976-01-28,56.25
1976-01-29,56.25
1976-01-30,59.375
1976-02-02,62.5
1976-02-03,68.75
1976-02-04,68.75
1976-02-05,68.75
1976-02-06,68.75
1976-02-09,65.625
1976-02-10,62.5
1976-02-11,62.5
1976-02-12,62.5
1976-02-13,62.5
1976-02-17,59.375
1976-02-18,65.625
1976-02-19,71.875
1976-02-20,71.875
1976-02-23,71.875
1976-02-24,68.75
1976-02-25,68.75
1976-02-26,68.75
1976-02-27,68.75
1976-03-01,68.75
1976-03-02,62.5
1976-03-03,68.75
1976-03-04,62.5
1976-03-05,62.5
1976-03-08,68.75
1976-03-09,68.75
1976-03-10,68.75
1976-03-11,65.625
1976-03-12,65.625
1976-03-15,65.625
1976-03-16,62.5
1976-03-17,65.625
1976-03-18,68.75
1976-03-19,62.5
1976-03-22,62.5
1976-03-23,62.5
1976-03-24,68.75
1976-03-25,68.75
1976-03-26,62.5
1976-03-29,62.5
1976-03-30,62.5
1976-03-31,62.5
1976-04-01,62.5
1976-04-02,59.375
1976-04-05,59.375
1976-04-06,59.375
1976-04-07,59.375
1976-04-08,59.375
1976-04-09,59.375
1976-04-12,56.25
1976-04-13,56.25
1976-04-14,59.375
1976-04-15,59.375
1976-04-19,59.375
1976-04-20,56.25
1976-04-21,56.25
1976-04-22,59.375
1976-04-23,59.375
1976-04-26,59.375
1976-04-27,56.25
1976-04-28,62.5
1976-04-29,62.5
1976-04-30,59.375
1976-05-03,59.375
1976-05-04,56.25
1976-05-05,56.25
1976-05-06,56.25
1976-05-07,56.25
1976-05-10,56.25
1976-05-11,59.375
1976-05-12,56.25
1976-05-13,59.375
1976-05-14,59.375
1976-05-17,62.5
1976-05-18,59.375
1976-05-19,59.375
1976-05-20,59.375
1976-05-21,56.25
1976-05-24,56.25
1976-05-25,56.25
1976-05-26,56.25
1976-05-27,56.25
1976-05-28,59.375
1976-06-01,59.375
1976-06-02,59.375
1976-06-03,56.25
1976-06-04,59.375
1976-06-07,59.375
1976-06-08,56.25
1976-06-09,56.25
1976-06-10,53.125
1976-06-11,56.25
1976-06-14,59.375
1976-06-15,59.375
1976-06-16,56.25
1976-06-17,56.25
1976-06-18,56.25
1976-06-21,59.375
1976-06-22,56.25
1976-06-23,56.25
1976-06-24,62.5
1976-06-25,62.5
1976-06-28,59.375
1976-06-29,59.375
1976-06-30,59.375
1976-07-01,59.375
1976-07-02,59.375
1976-07-06,59.375
1976-07-07,59.375
1976-07-08,59.375
1976-07-09,59.375
1976-07-12,59.375
1976-07-13,59.375
1976-07-14,59.375
1976-07-15,56.25
1976-07-16,59.375
1976-07-19,59.375
1976-07-20,56.25
1976-07-21,59.375
1976-07-22,56.25
1976-07-23,56.25
1976-07-26,56.25
1976-07-27,59.375
1976-07-28,56.25
1976-07-29,56.25
1976-07-30,59.375
1976-08-02,62.5
1976-08-03,62.5
1976-08-04,59.375
1976-08-05,56.25
1976-08-06,59.375
1976-08-09,56.25
1976-08-10,56.25
1976-08-11,59.375
1976-08-12,56.25
1976-08-13,56.25
1976-08-16,53.125
1976-08-17,56.25
1976-08-18,50.0
1976-08-19,56.25
1976-08-20,56.25
1976-08-23,56.25
1976-08-24,59.375
1976-08-25,56.25
1976-08-26,56.25
1976-08-27,56.25
1976-08-30,56.25
1976-08-31,56.25
1976-09-01,56.25
1976-09-02,56.25
1976-09-03,53.125
1976-09-07,53.125
1976-09-08,53.125
1976-09-09,53.125
1976-09-10,53.125
1976-09-13,53.125
1976-09-14,53.125
1976-09-15,53.125
1976-09-16,53.125
1976-09-17,56.25
1976-09-20,53.125
1976-09-21,53.125
1976-09-22,53.125
1976-09-23,53.125
1976-09-24,53.125
1976-09-27,53.125
1976-09-28,53.125
1976-09-29,50.0
1976-09-30,53.125
1976-10-01,53.125
1976-10-04,53.125
1976-10-05,53.125
1976-10-06,53.125
1976-10-07,50.0
1976-10-08,50.0
1976-10-11,53.125
1976-10-12,50.0
1976-10-13,50.0
1976-10-14,50.0
1976-10-15,50.0
1976-10-18,53.125
1976-10-19,50.0
1976-10-20,53.125
1976-10-21,53.125
1976-10-22,53.125
1976-10-25,53.125
1976-10-26,53.125
1976-10-27,53.125
1976-10-28,56.25
1976-10-29,53.125
1976-11-01,53.125
1976-11-03,56.25
1976-11-04,56.25
1976-11-05,56.25
1976-11-08,56.25
1976-11-09,56.25
1976-11-10,53.125
1976-11-11,53.125
1976-11-12,56.25
1976-11-15,56.25
1976-11-16,53.125
1976-11-17,50.0
1976-11-18,50.0
1976-11-19,53.125
1976-11-22,56.25
1976-11-23,53.125
1976-11-24,53.125
1976-11-26,53.125
1976-11-29,53.125
1976-11-30,56.25
1976-12-01,53.125
1976-12-02,56.25
1976-12-03,59.375
1976-12-06,56.25
1976-12-07,59.375
1976-12-08,56.25
1976-12-09,56.25
1976-12-10,59.375
1976-12-13,56.25
1976-12-14,59.375
1976-12-15,62.5
1976-12-16,59.375
1976-12-17,62.5
1976-12-20,62.5
1976-12-21,59.375
1976-12-22,62.5
1976-12-23,56.25
1976-12-27,59.375
1976-12-28,59.375
1976-12-29,59.375
1976-12-30,59.375
1976-12-31,59.375
1977-01-03,59.375
1977-01-04,59.375
1977-01-05,59.375
1977-01-06,59.375
1977-01-07,59.375
1977-01-10,56.25
1977-01-11,56.25
1977-01-12,53.125
1977-01-13,53.125
1977-01-14,59.375
1977-01-17,56.25
1977-01-18,59.375
1977-01-19,56.25
1977-01-20,56.25
1977-01-21,62.5
1977-01-24,68.75
1977-01-25,68.75
1977-01-26,65.625
1977-01-27,65.625
1977-01-28,65.625
1977-01-31,65.625
1977-02-01,65.625
1977-02-02,62.5
1977-02-03,65.625
1977-02-04,65.625
1977-02-07,68.75
1977-02-08,71.875
1977-02-09,71.875
1977-02-10,75.0
1977-02-11,75.0
1977-02-14,71.875
1977-02-15,71.875
1977-02-16,71.875
1977-02-17,75.0
1977-02-18,75.0
1977-02-22,71.875
1977-02-23,75.0
1977-02-24,75.0
1977-02-25,75.0
1977-02-28,71.875
1977-03-01,71.875
1977-03-02,71.875
1977-03-03,68.75
1977-03-04,68.75
1977-03-07,71.875
1977-03-08,68.75
1977-03-09,71.875
1977-03-10,65.625
1977-03-11,71.875
1977-03-14,87.5
1977-03-15,84.375
1977-03-16,84.375
1977-03-17,87.5
1977-03-18,87.5
1977-03-21,87.5
1977-03-22,87.5
1977-03-23,84.375
1977-03-24,87.5
1977-03-25,87.5
1977-03-28,84.375
1977-03-29,87.5
1977-03-30,81.25
1977-03-31,84.375
1977-04-01,81.25
1977-04-04,84.375
1977-04-05,81.25
1977-04-06,84.375
1977-04-07,81.25
1977-04-11,78.125
1977-04-12,78.125
1977-04-13,81.25
1977-04-14,78.125
1977-04-15,81.25
1977-04-18,87.5
1977-04-19,87.5
1977-04-20,84.375
1977-04-21,87.5
1977-04-22,87.5
1977-04-25,84.375
1977-04-26,81.25
1977-04-27,84.375
1977-04-28,87.5
1977-04-29,84.375
1977-05-02,87.5
1977-05-03,87.5
1977-05-04,90.625
1977-05-05,96.875
1977-05-06,96.875
1977-05-09,90.625
1977-05-10,93.75
1977-05-11,96.875
1977-05-12,109.375
1977-05-13,106.25
1977-05-16,109.375
1977-05-17,109.375
1977-05-18,112.5
1977-05-19,112.5
1977-05-20,112.5
1977-05-23,106.25
1977-05-24,106.25
1977-05-25,103.125
1977-05-26,96.875
1977-05-27,100.0
1977-05-31,96.875
1977-06-01,93.75
1977-06-02,93.75
1977-06-03,100.0
1977-06-06,100.0
1977-06-07,100.0
1977-06-08,96.875
1977-06-09,96.875
1977-06-10,96.875
1977-06-13,106.25
1977-06-14,109.375
1977-06-15,109.375
1977-06-16,106.25
1977-06-17,106.25
1977-06-20,106.25
1977-06-21,109.375
1977-06-22,106.25
1977-06-23,106.25
1977-06-24,109.375
1977-06-27,112.5
1977-06-28,112.5
1977-06-29,112.5
1977-06-30,115.625
1977-07-01,112.5
1977-07-05,118.75
1977-07-06,118.75
1977-07-07,115.625
1977-07-08,131.25
1977-07-11,131.25
1977-07-12,128.125
1977-07-13,121.875
1977-07-15,125.0
1977-07-18,125.0
1977-07-19,121.875
1977-07-20,121.875
1977-07-21,115.625
1977-07-22,125.0
1977-07-25,121.875
1977-07-26,118.75
1977-07-27,112.5
1977-07-28,112.5
1977-07-29,112.5
1977-08-01,109.375
1977-08-02,109.375
1977-08-03,109.375
1977-08-04,109.375
1977-08-05,112.5
1977-08-08,112.5
1977-08-09,112.5
1977-08-10,112.5
1977-08-11,115.625
1977-08-12,112.5
1977-08-15,115.625
1977-08-16,115.625
1977-08-17,112.5
1977-08-18,112.5
1977-08-19,112.5
1977-08-22,112.5
1977-08-23,109.375
1977-08-24,109.375
1977-08-25,109.375
1977-08-26,109.375
1977-08-29,109.375
1977-08-30,112.5
1977-08-31,109.375
1977-09-01,112.5
1977-09-02,118.75
1977-09-06,115.625
1977-09-07,125.0
1977-09-08,125.0
1977-09-09,121.875
1977-09-12,115.625
1977-09-13,121.875
1977-09-14,115.625
1977-09-15,118.75
1977-09-16,115.625
1977-09-19,112.5
1977-09-20,112.5
1977-09-21,115.625
1977-09-22,109.375
1977-09-23,112.5
1977-09-26,112.5
1977-09-27,112.5
1977-09-28,109.375
1977-09-29,118.75
1977-09-30,118.75
1977-10-03,121.875
1977-10-04,121.875
1977-10-05,121.875
1977-10-06,121.875
1977-10-07,115.625
1977-10-10,115.625
1977-10-11,112.5
1977-10-12,112.5
1977-10-13,109.375
1977-10-14,109.375
1977-10-17,109.375
1977-10-18,109.375
1977-10-19,112.5
1977-10-20,112.5
1977-10-21,109.375
1977-10-24,109.375
1977-10-25,103.125
1977-10-26,106.25
1977-10-27,106.25
1977-10-28,106.25
1977-10-31,106.25
1977-11-01,112.5
1977-11-02,109.375
1977-11-03,112.5
1977-11-04,109.375
1977-11-07,118.75
1977-11-08,118.75
1977-11-09,131.25
1977-11-10,134.375
1977-11-11,134.375
1977-11-14,131.25
1977-11-15,137.5
1977-11-16,143.75
1977-11-17,150.0
1977-11-18,150.0
1977-11-21,156.25
1977-11-22,162.5
1977-11-23,168.75
1977-11-25,171.875
1977-11-28,168.75
1977-11-29,153.125
1977-11-30,165.625
1977-12-01,168.75
1977-12-02,187.5
1977-12-05,178.125
1977-12-06,168.75
1977-12-07,171.875
1977-12-08,181.25
1977-12-09,193.75
1977-12-12,193.75
1977-12-13,193.75
1977-12-14,193.75
1977-12-15,190.625
1977-12-16,190.625
1977-12-19,171.875
1977-12-20,175.0
1977-12-21,190.625
1977-12-22,181.25
1977-12-23,178.125
1977-12-27,181.25
1977-12-28,187.5
1977-12-29,181.25
1977-12-30,184.375
1978-01-03,181.25
1978-01-04,181.25
1978-01-05,162.5
1978-01-06,156.25
1978-01-09,162.5
1978-01-10,159.375
1978-01-11,159.375
1978-01-12,162.5
1978-01-13,168.75
1978-01-16,165.625
1978-01-17,171.875
1978-01-18,181.25
1978-01-19,181.25
1978-01-20,184.375
1978-01-23,184.375
1978-01-24,178.125
1978-01-25,175.0
1978-01-26,168.75
1978-01-27,165.625
1978-01-30,175.0
1978-01-31,175.0
1978-02-01,181.25
1978-02-02,178.125
1978-02-03,175.0
1978-02-06,181.25
1978-02-07,193.75
1978-02-08,206.25
1978-02-09,203.125
1978-02-10,203.125
1978-02-13,200.0
1978-02-14,200.0
1978-02-15,196.875
1978-02-16,193.75
1978-02-17,190.625
1978-02-21,193.75
1978-02-22,200.0
1978-02-23,193.75
1978-02-24,193.75
1978-02-27,200.0
1978-02-28,200.0
1978-03-01,187.5
1978-03-02,196.875
