Date,CRI
2006-09-01,23.709999
2006-09-05,23.58
2006-09-06,23.27
2006-09-07,23.549999
2006-09-08,23.690001000000002
2006-09-11,23.379998999999998
2006-09-12,24.27
2006-09-13,24.35
2006-09-14,23.5
2006-09-15,23.57
2006-09-18,24.200001
2006-09-19,24.65
2006-09-20,27.35
2006-09-21,26.950001
2006-09-22,26.620001000000002
2006-09-25,27.0
2006-09-26,26.67
2006-09-27,26.629998999999998
2006-09-28,26.860001
2006-09-29,26.389999
2006-10-02,26.23
2006-10-03,27.66
2006-10-04,28.58
2006-10-05,28.450001
2006-10-06,28.639999
2006-10-09,28.9
2006-10-10,28.84
2006-10-11,28.51
2006-10-12,29.52
2006-10-13,30.139999
2006-10-16,29.450001
2006-10-17,28.139999
2006-10-18,28.309998999999998
2006-10-19,28.209999
2006-10-20,27.92
2006-10-23,28.0
2006-10-24,27.870001000000002
2006-10-25,29.219998999999998
2006-10-26,30.030001000000002
2006-10-27,28.799999
2006-10-30,28.76
2006-10-31,28.23
2006-11-01,27.51
2006-11-02,26.610001
2006-11-03,26.370001000000002
2006-11-06,26.620001000000002
2006-11-07,26.799999
2006-11-08,26.469998999999998
2006-11-09,26.049999
2006-11-10,26.32
2006-11-13,27.25
2006-11-14,27.940001000000002
2006-11-15,28.77
2006-11-16,28.58
2006-11-17,28.34
2006-11-20,28.690001000000002
2006-11-21,28.66
2006-11-22,28.549999
2006-11-24,28.23
2006-11-27,27.469998999999998
2006-11-28,27.799999
2006-11-29,27.799999
2006-11-30,27.559998999999998
2006-12-01,27.190001000000002
2006-12-04,27.450001
2006-12-05,27.360001
2006-12-06,27.719998999999998
2006-12-07,27.530001000000002
2006-12-08,27.219998999999998
2006-12-11,27.01
2006-12-12,26.809998999999998
2006-12-13,26.67
2006-12-14,27.23
2006-12-15,27.23
2006-12-18,26.34
2006-12-19,26.01
2006-12-20,26.17
2006-12-21,25.92
2006-12-22,25.709999
2006-12-26,25.620001000000002
2006-12-27,25.950001
2006-12-28,25.5
2006-12-29,25.5
2007-01-03,25.35
2007-01-04,25.950001
2007-01-05,25.1
2007-01-08,25.360001
2007-01-09,25.530001000000002
2007-01-10,25.379998999999998
2007-01-11,25.690001000000002
2007-01-12,26.290001
2007-01-16,26.559998999999998
2007-01-17,26.639999
2007-01-18,26.75
2007-01-19,26.84
2007-01-22,26.02
2007-01-23,26.25
2007-01-24,26.030001000000002
2007-01-25,25.85
2007-01-26,26.219998999999998
2007-01-29,26.18
2007-01-30,25.35
2007-01-31,25.4
2007-02-01,25.35
2007-02-02,24.98
2007-02-05,24.65
2007-02-06,24.75
2007-02-07,24.950001
2007-02-08,24.77
2007-02-09,24.66
2007-02-12,24.809998999999998
2007-02-13,25.27
2007-02-14,21.049999
2007-02-15,22.190001000000002
2007-02-16,22.42
2007-02-20,22.98
2007-02-21,23.84
2007-02-22,23.799999
2007-02-23,24.41
2007-02-26,24.24
2007-02-27,23.83
2007-02-28,23.959999
2007-03-01,23.639999
2007-03-02,23.450001
2007-03-05,23.08
2007-03-06,23.719998999999998
2007-03-07,23.85
2007-03-08,23.469998999999998
2007-03-09,23.58
2007-03-12,23.77
2007-03-13,23.07
2007-03-14,23.799999
2007-03-15,24.76
2007-03-16,24.68
2007-03-19,25.129998999999998
2007-03-20,25.91
2007-03-21,26.26
2007-03-22,26.02
2007-03-23,26.25
2007-03-26,26.209999
2007-03-27,25.790001
2007-03-28,25.440001000000002
2007-03-29,25.25
2007-03-30,25.34
2007-04-02,25.33
2007-04-03,25.59
2007-04-04,25.57
2007-04-05,25.389999
2007-04-09,25.139999
2007-04-10,25.200001
2007-04-11,25.24
2007-04-12,25.41
2007-04-13,25.58
2007-04-16,25.6
2007-04-17,25.18
2007-04-18,25.700001
2007-04-19,25.41
2007-04-20,25.629998999999998
2007-04-23,25.26
2007-04-24,25.969998999999998
2007-04-25,27.73
2007-04-26,27.6
2007-04-27,26.940001000000002
2007-04-30,26.200001
2007-05-01,25.98
2007-05-02,26.219998999999998
2007-05-03,25.76
2007-05-04,25.75
2007-05-07,25.879998999999998
2007-05-08,25.440001000000002
2007-05-09,25.52
2007-05-10,24.889999
2007-05-11,25.209999
2007-05-14,25.07
2007-05-15,25.049999
2007-05-16,25.25
2007-05-17,25.440001000000002
2007-05-18,25.74
2007-05-21,25.93
2007-05-22,26.110001
2007-05-23,26.27
2007-05-24,25.75
2007-05-25,25.799999
2007-05-29,25.91
2007-05-30,26.620001000000002
2007-05-31,27.120001000000002
2007-06-01,27.620001000000002
2007-06-04,27.540001
2007-06-05,27.059998999999998
2007-06-06,26.809998999999998
2007-06-07,26.26
2007-06-08,26.66
2007-06-11,26.27
2007-06-12,25.85
2007-06-13,26.040001
2007-06-14,26.280001000000002
2007-06-15,26.809998999999998
2007-06-18,26.700001
2007-06-19,26.82
2007-06-20,26.51
2007-06-21,26.299999
2007-06-22,25.99
2007-06-25,25.77
2007-06-26,25.450001
2007-06-27,25.940001000000002
2007-06-28,26.139999
2007-06-29,25.940001000000002
2007-07-02,26.41
2007-07-03,26.190001000000002
2007-07-05,26.51
2007-07-06,26.84
2007-07-09,26.190001000000002
2007-07-10,25.68
2007-07-11,25.51
2007-07-12,26.299999
2007-07-13,26.25
2007-07-16,25.66
2007-07-17,25.629998999999998
2007-07-18,26.01
2007-07-19,25.709999
2007-07-20,24.93
2007-07-23,25.110001
2007-07-24,24.870001000000002
2007-07-25,22.75
2007-07-26,22.059998999999998
2007-07-27,21.68
2007-07-30,21.809998999999998
2007-07-31,21.17
2007-08-01,21.27
2007-08-02,21.1
2007-08-03,20.040001
2007-08-06,19.9
2007-08-07,19.84
2007-08-08,20.58
2007-08-09,21.4
2007-08-10,21.82
2007-08-13,21.1
2007-08-14,20.59
2007-08-15,20.25
2007-08-16,21.709999
2007-08-17,21.68
2007-08-20,21.23
2007-08-21,20.870001000000002
2007-08-22,20.959999
2007-08-23,20.18
2007-08-24,20.559998999999998
2007-08-27,20.049999
2007-08-28,19.57
2007-08-29,19.889999
2007-08-30,19.52
2007-08-31,19.74
2007-09-04,19.9
2007-09-05,19.719998999999998
2007-09-06,20.299999
2007-09-07,20.08
2007-09-10,19.549999
2007-09-11,19.860001
2007-09-12,19.690001000000002
2007-09-13,19.620001000000002
2007-09-14,19.57
2007-09-17,19.950001
2007-09-18,21.1
2007-09-19,20.77
2007-09-20,20.51
2007-09-21,19.940001000000002
2007-09-24,19.84
2007-09-25,19.25
2007-09-26,19.41
2007-09-27,19.93
2007-09-28,19.950001
2007-10-01,20.139999
2007-10-02,20.42
2007-10-03,20.4
2007-10-04,20.43
2007-10-05,21.309998999999998
2007-10-08,21.120001000000002
2007-10-09,20.93
2007-10-10,21.389999
2007-10-11,20.639999
2007-10-12,20.559998999999998
2007-10-15,20.540001
2007-10-16,20.0
2007-10-17,19.82
2007-10-18,19.5
2007-10-19,18.91
2007-10-22,18.98
2007-10-23,18.530001000000002
2007-10-24,20.1
2007-10-25,21.309998999999998
2007-10-26,21.780001000000002
2007-10-29,21.48
2007-10-30,22.01
2007-10-31,22.08
2007-11-01,20.6
2007-11-02,20.639999
2007-11-05,19.9
2007-11-06,20.309998999999998
2007-11-07,19.780001000000002
2007-11-08,20.360001
2007-11-09,20.34
2007-11-12,20.73
2007-11-13,22.0
2007-11-14,22.26
2007-11-15,21.450001
2007-11-16,21.52
2007-11-19,20.57
2007-11-20,20.4
2007-11-21,20.219998999999998
2007-11-23,21.799999
2007-11-26,20.469998999999998
2007-11-27,20.549999
2007-11-28,21.639999
2007-11-29,22.059998999999998
2007-11-30,22.43
2007-12-03,22.790001
2007-12-04,22.549999
2007-12-05,22.68
2007-12-06,22.84
2007-12-07,22.700001
2007-12-10,22.49
2007-12-11,21.77
2007-12-12,22.09
2007-12-13,21.67
2007-12-14,20.5
2007-12-17,19.68
2007-12-18,19.809998999999998
2007-12-19,19.83
2007-12-20,19.860001
2007-12-21,19.940001000000002
2007-12-24,20.35
2007-12-26,20.440001000000002
2007-12-27,19.860001
2007-12-28,19.9
2007-12-31,19.35
2008-01-02,19.15
2008-01-03,19.049999
2008-01-04,18.049999
2008-01-07,18.559998999999998
2008-01-08,17.809998999999998
2008-01-09,17.889999
2008-01-10,17.98
2008-01-11,17.209999
2008-01-14,16.65
2008-01-15,15.91
2008-01-16,15.91
2008-01-17,16.0
2008-01-18,16.0
2008-01-22,17.17
2008-01-23,18.85
2008-01-24,18.08
2008-01-25,17.32
2008-01-28,18.299999
2008-01-29,18.4
2008-01-30,18.0
2008-01-31,18.41
2008-02-01,19.07
2008-02-04,18.860001
2008-02-05,18.75
2008-02-06,18.809998999999998
2008-02-07,19.280001000000002
2008-02-08,19.68
2008-02-11,20.959999
2008-02-12,21.059998999999998
2008-02-13,21.530001000000002
2008-02-14,20.74
2008-02-15,20.92
2008-02-19,20.99
2008-02-20,21.4
2008-02-21,20.6
2008-02-22,21.290001
2008-02-25,21.58
2008-02-26,22.209999
2008-02-27,16.879998999999998
2008-02-28,16.0
2008-02-29,15.43
2008-03-03,15.02
2008-03-04,14.4
2008-03-05,14.94
2008-03-06,14.14
2008-03-07,13.98
2008-03-10,13.59
2008-03-11,14.22
2008-03-12,14.25
2008-03-13,14.19
2008-03-14,14.49
2008-03-17,14.43
2008-03-18,15.02
2008-03-19,14.81
2008-03-20,15.58
2008-03-24,16.24
2008-03-25,16.09
2008-03-26,16.01
2008-03-27,15.85
2008-03-28,15.49
2008-03-31,16.15
2008-04-01,16.84
2008-04-02,16.870001000000002
2008-04-03,16.66
2008-04-04,16.799999
2008-04-07,16.67
2008-04-08,16.84
2008-04-09,16.030001000000002
2008-04-10,16.440001000000002
2008-04-11,15.85
2008-04-14,16.190001000000002
2008-04-15,15.96
2008-04-16,16.200001
2008-04-17,16.0
2008-04-18,16.459999
2008-04-21,16.389999
2008-04-22,15.71
2008-04-23,14.01
2008-04-24,14.11
2008-04-25,14.48
2008-04-28,14.52
2008-04-29,14.76
2008-04-30,14.14
2008-05-01,14.7
2008-05-02,14.34
2008-05-05,14.5
2008-05-06,14.57
2008-05-07,14.39
2008-05-08,14.48
2008-05-09,14.52
2008-05-12,14.47
2008-05-13,14.81
2008-05-14,15.06
2008-05-15,15.56
2008-05-16,15.02
2008-05-19,14.91
2008-05-20,14.77
2008-05-21,14.2
2008-05-22,14.59
2008-05-23,14.49
2008-05-27,15.16
2008-05-28,15.0
2008-05-29,15.32
2008-05-30,14.9
2008-06-02,14.62
2008-06-03,14.62
2008-06-04,14.99
2008-06-05,15.36
2008-06-06,14.6
2008-06-09,14.87
2008-06-10,15.13
2008-06-11,14.13
2008-06-12,14.21
2008-06-13,14.91
2008-06-16,15.13
2008-06-17,14.86
2008-06-18,14.58
2008-06-19,15.23
2008-06-20,14.56
2008-06-23,13.97
2008-06-24,14.26
2008-06-25,15.06
2008-06-26,14.56
2008-06-27,14.28
2008-06-30,13.82
2008-07-01,14.18
2008-07-02,13.56
2008-07-03,13.43
2008-07-07,13.29
2008-07-08,13.89
2008-07-09,13.15
2008-07-10,12.91
2008-07-11,12.7
2008-07-14,12.65
2008-07-15,12.66
2008-07-16,13.26
2008-07-17,13.8
2008-07-18,13.93
