Date,KGC
1981-11-20,2.4375
1981-11-23,2.4375
1981-11-24,2.25
1981-11-25,2.25
1981-11-27,2.25
1981-11-30,2.0625
1981-12-01,2.0625
1981-12-02,1.875
1981-12-03,1.6875
1981-12-04,1.6875
1981-12-07,1.6875
1981-12-08,1.6875
1981-12-09,1.5
1981-12-10,1.5
1981-12-11,1.5
1981-12-14,1.5
1981-12-15,1.5
1981-12-16,1.5
1981-12-17,1.5
1981-12-18,1.6875
1981-12-21,2.0625
1981-12-22,2.25
1981-12-23,2.25
1981-12-24,2.4375
1981-12-28,2.4375
1981-12-29,2.625
1981-12-30,2.8125
1981-12-31,3.0
1982-01-04,3.0
1982-01-05,3.0
1982-01-06,2.8125
1982-01-07,2.8125
1982-01-08,2.8125
1982-01-11,2.8125
1982-01-12,2.8125
1982-01-13,2.8125
1982-01-14,2.8125
1982-01-15,2.8125
1982-01-18,2.8125
1982-01-19,2.8125
1982-01-20,2.8125
1982-01-21,2.625
1982-01-22,2.625
1982-01-25,2.625
1982-01-26,2.8125
1982-01-27,2.8125
1982-01-28,2.8125
1982-01-29,2.8125
1982-02-01,2.8125
1982-02-02,2.8125
1982-02-03,2.8125
1982-02-04,2.8125
1982-02-05,2.8125
1982-02-08,2.625
1982-02-09,2.625
1982-02-10,2.625
1982-02-11,2.625
1982-02-12,2.625
1982-02-16,2.25
1982-02-17,2.25
1982-02-18,2.25
1982-02-19,2.25
1982-02-22,2.25
1982-02-23,2.25
1982-02-24,2.25
1982-02-25,2.25
1982-02-26,2.25
1982-03-01,2.25
1982-03-02,2.25
1982-03-03,2.25
1982-03-04,2.25
1982-03-05,2.25
1982-03-08,2.25
1982-03-09,2.25
1982-03-10,2.25
1982-03-11,2.25
1982-03-12,2.0625
1982-03-15,1.875
1982-03-16,1.875
1982-03-17,1.875
1982-03-18,1.875
1982-03-19,2.0625
1982-03-22,2.0625
1982-03-23,2.25
1982-03-24,2.25
1982-03-25,2.625
1982-03-26,2.625
1982-03-29,2.625
1982-03-30,2.4375
1982-03-31,2.4375
1982-04-01,2.4375
1982-04-02,2.25
1982-04-05,2.4375
1982-04-06,2.4375
1982-04-07,2.4375
1982-04-08,2.4375
1982-04-12,2.4375
1982-04-13,2.625
1982-04-14,2.625
1982-04-15,2.8125
1982-04-16,3.0
1982-04-19,3.0
1982-04-20,3.1875
1982-04-21,3.375
1982-04-22,3.375
1982-04-23,3.375
1982-04-26,3.1875
1982-04-27,3.1875
1982-04-28,3.375
1982-04-29,3.1875
1982-04-30,3.1875
1982-05-03,3.1875
1982-05-04,3.1875
1982-05-05,3.1875
1982-05-06,3.1875
1982-05-07,3.1875
1982-05-10,3.1875
1982-05-11,3.1875
1982-05-12,3.1875
1982-05-13,3.1875
1982-05-14,3.1875
1982-05-17,3.1875
1982-05-18,3.1875
1982-05-19,3.1875
1982-05-20,3.1875
1982-05-21,3.1875
1982-05-24,3.1875
1982-05-25,3.0
1982-05-26,2.8125
1982-05-27,2.625
1982-05-28,2.625
1982-06-01,2.625
1982-06-02,2.625
1982-06-03,2.625
1982-06-04,2.625
1982-06-07,2.625
1982-06-08,2.625
1982-06-09,2.625
1982-06-10,2.625
1982-06-11,2.625
1982-06-14,2.625
1982-06-15,2.625
1982-06-16,2.625
1982-06-17,2.625
1982-06-18,2.625
1982-06-21,2.625
1982-06-22,2.625
1982-06-23,2.625
1982-06-24,2.625
1982-06-25,2.625
1982-06-28,2.25
1982-06-29,2.25
1982-06-30,2.25
1982-07-01,2.25
1982-07-02,2.25
1982-07-06,2.25
1982-07-07,2.25
1982-07-08,2.25
1982-07-09,2.25
1982-07-12,2.25
1982-07-13,2.25
1982-07-14,2.0625
1982-07-15,2.0625
1982-07-16,2.0625
1982-07-19,2.0625
1982-07-20,2.0625
1982-07-21,2.0625
1982-07-22,2.0625
1982-07-23,2.0625
1982-07-26,2.0625
1982-07-27,2.0625
1982-07-28,2.25
1982-07-29,2.25
1982-07-30,2.25
1982-08-02,2.25
1982-08-03,2.25
1982-08-04,2.25
1982-08-05,2.25
1982-08-06,2.25
1982-08-09,2.25
1982-08-10,2.25
1982-08-11,2.25
1982-08-12,2.25
1982-08-13,2.25
1982-08-16,2.25
1982-08-17,2.25
1982-08-18,2.25
1982-08-19,2.25
1982-08-20,2.25
1982-08-23,2.25
1982-08-24,2.25
1982-08-25,2.25
1982-08-26,2.25
1982-08-27,2.25
1982-08-30,2.25
1982-08-31,2.0625
1982-09-01,2.0625
1982-09-02,2.0625
1982-09-03,2.0625
1982-09-07,2.0625
1982-09-08,2.8125
1982-09-09,2.8125
1982-09-10,3.0
1982-09-13,3.0
1982-09-14,2.8125
1982-09-15,2.8125
1982-09-16,2.8125
1982-09-17,3.1875
1982-09-20,3.9375
1982-09-21,4.3125
1982-09-22,4.875
1982-09-23,4.6875
1982-09-24,4.6875
1982-09-27,4.6875
1982-09-28,4.5
1982-09-29,4.125
1982-09-30,3.75
1982-10-01,4.125
1982-10-04,4.125
1982-10-05,4.125
1982-10-06,4.125
1982-10-07,4.125
1982-10-08,4.125
1982-10-11,4.125
1982-10-12,3.75
1982-10-13,3.75
1982-10-14,3.75
1982-10-15,3.75
1982-10-18,3.5625
1982-10-19,3.5625
1982-10-20,3.5625
1982-10-21,3.5625
1982-10-22,3.5625
1982-10-25,3.5625
1982-10-26,3.375
1982-10-27,3.375
1982-10-28,3.375
1982-10-29,3.375
1982-11-01,3.1875
1982-11-02,3.1875
1982-11-03,3.1875
1982-11-04,3.375
1982-11-05,3.375
1982-11-08,3.1875
1982-11-09,3.1875
1982-11-10,3.375
1982-11-11,3.375
1982-11-12,3.1875
1982-11-15,3.375
1982-11-16,3.375
1982-11-17,3.1875
1982-11-18,3.375
1982-11-19,3.1875
1982-11-22,3.1875
1982-11-23,3.0
1982-11-24,3.0
1982-11-26,3.0
1982-11-29,3.0
1982-11-30,3.0
1982-12-01,3.0
1982-12-02,3.0
1982-12-03,3.0
1982-12-06,3.0
1982-12-07,2.625
1982-12-08,2.625
1982-12-09,2.8125
1982-12-10,2.8125
1982-12-13,2.8125
1982-12-14,2.8125
1982-12-15,2.8125
1982-12-16,2.8125
1982-12-17,2.8125
1982-12-20,2.8125
1982-12-21,2.8125
1982-12-22,2.8125
1982-12-23,2.8125
1982-12-27,2.8125
1982-12-28,2.8125
1982-12-29,3.0
1982-12-30,3.1875
1982-12-31,3.1875
1983-01-03,3.375
1983-01-04,3.375
1983-01-05,3.375
1983-01-06,3.9375
1983-01-07,4.125
1983-01-10,4.875
1983-01-11,4.6875
1983-01-12,4.6875
1983-01-13,4.6875
1983-01-14,4.6875
1983-01-17,4.6875
1983-01-18,4.6875
1983-01-19,4.6875
1983-01-20,4.5
1983-01-21,4.3125
1983-01-24,4.125
1983-01-25,4.125
1983-01-26,4.125
1983-01-27,4.125
1983-01-28,4.125
1983-01-31,4.3125
1983-02-01,4.3125
1983-02-02,4.3125
1983-02-03,4.5
1983-02-04,4.5
1983-02-07,4.6875
1983-02-08,4.6875
1983-02-09,4.6875
1983-02-10,4.875
1983-02-11,4.875
1983-02-14,4.875
1983-02-15,4.875
1983-02-16,4.875
1983-02-17,4.875
1983-02-18,4.875
1983-02-22,5.0625
1983-02-23,5.0625
1983-02-24,5.0625
1983-02-25,5.0625
1983-02-28,4.875
1983-03-01,4.875
1983-03-02,4.875
1983-03-03,5.0625
1983-03-04,4.875
1983-03-07,4.875
1983-03-08,5.0625
1983-03-09,4.875
1983-03-10,4.875
1983-03-11,4.875
1983-03-14,4.6875
1983-03-15,4.6875
1983-03-16,4.5
1983-03-17,4.3125
1983-03-18,4.3125
1983-03-21,4.3125
1983-03-22,4.3125
1983-03-23,4.3125
1983-03-24,3.9375
1983-03-25,4.3125
1983-03-28,4.3125
1983-03-29,4.3125
1983-03-30,4.3125
1983-03-31,4.3125
1983-04-04,4.3125
1983-04-05,4.3125
1983-04-06,4.125
1983-04-07,4.125
1983-04-08,4.125
1983-04-11,3.9375
1983-04-12,4.125
1983-04-13,4.125
1983-04-14,4.3125
1983-04-15,4.5
1983-04-18,5.0625
1983-04-19,4.875
1983-04-20,4.875
1983-04-21,5.4375
1983-04-22,5.4375
1983-04-25,5.25
1983-04-26,5.25
1983-04-27,5.25
1983-04-28,5.25
1983-04-29,5.25
1983-05-02,5.4375
1983-05-03,5.4375
1983-05-04,5.4375
1983-05-05,5.625
1983-05-06,5.8125
1983-05-09,5.8125
1983-05-10,5.8125
1983-05-11,5.8125
1983-05-12,5.8125
1983-05-13,5.625
1983-05-16,5.625
1983-05-17,5.8125
1983-05-18,5.625
1983-05-19,5.8125
1983-05-20,5.625
1983-05-23,5.625
1983-05-24,5.625
1983-05-25,5.625
1983-05-26,5.625
1983-05-27,5.8125
1983-05-31,5.4375
1983-06-01,5.4375
1983-06-02,5.25
1983-06-03,5.4375
1983-06-06,5.4375
1983-06-07,5.4375
1983-06-08,5.25
1983-06-09,5.25
1983-06-10,5.25
1983-06-13,5.25
1983-06-14,5.25
1983-06-15,5.25
1983-06-16,5.25
1983-06-17,5.25
1983-06-20,5.25
1983-06-21,5.25
1983-06-22,5.25
1983-06-23,5.0625
1983-06-24,5.25
1983-06-27,5.0625
1983-06-28,5.0625
1983-06-29,5.0625
1983-06-30,4.875
1983-07-01,4.875
1983-07-05,4.875
1983-07-06,5.0625
1983-07-07,5.25
1983-07-08,5.25
1983-07-11,5.25
1983-07-12,5.25
1983-07-13,5.0625
1983-07-14,5.25
1983-07-15,4.6875
1983-07-18,4.6875
1983-07-19,4.5
1983-07-20,4.5
1983-07-21,4.6875
1983-07-22,4.6875
1983-07-25,4.6875
1983-07-26,4.6875
1983-07-27,4.6875
1983-07-28,4.6875
1983-07-29,4.5
1983-08-01,4.5
1983-08-02,4.5
1983-08-03,4.5
1983-08-04,4.5
1983-08-05,4.5
1983-08-08,4.5
1983-08-09,4.6875
1983-08-10,4.5
1983-08-11,4.5
1983-08-12,4.3125
1983-08-15,4.125
1983-08-16,4.5
1983-08-17,4.5
1983-08-18,4.5
1983-08-19,4.6875
1983-08-22,4.6875
1983-08-23,4.6875
1983-08-24,4.6875
1983-08-25,4.6875
1983-08-26,4.6875
1983-08-29,4.6875
1983-08-30,4.6875
1983-08-31,4.6875
1983-09-01,4.6875
1983-09-02,4.6875
1983-09-06,4.6875
1983-09-07,4.875
1983-09-08,4.875
1983-09-09,4.875
1983-09-12,4.875
1983-09-13,4.875
1983-09-14,4.6875
1983-09-15,4.5
1983-09-16,4.5
1983-09-19,4.5
1983-09-20,4.5
1983-09-21,4.5
1983-09-22,4.5
1983-09-23,4.5
1983-09-26,4.5
1983-09-27,4.5
1983-09-28,4.5
1983-09-29,4.3125
1983-09-30,4.3125
1983-10-03,4.3125
1983-10-04,4.125
1983-10-05,4.125
1983-10-06,4.125
1983-10-07,4.125
1983-10-10,4.6875
1983-10-11,4.6875
1983-10-12,4.6875
1983-10-13,4.6875
1983-10-14,4.6875
1983-10-17,4.5
1983-10-18,4.5
1983-10-19,4.5
1983-10-20,4.5
1983-10-21,4.3125
1983-10-24,4.3125
1983-10-25,4.3125
1983-10-26,4.3125
1983-10-27,4.3125
1983-10-28,4.125
1983-10-31,4.5
1983-11-01,4.5
1983-11-02,4.5
1983-11-03,4.5
1983-11-04,4.5
1983-11-07,4.5
1983-11-08,4.5
1983-11-09,4.125
1983-11-10,4.125
1983-11-11,4.3125
1983-11-14,4.3125
1983-11-15,4.3125
1983-11-16,4.3125
1983-11-17,4.3125
1983-11-18,4.3125
1983-11-21,4.3125
1983-11-22,4.3125
1983-11-23,4.3125
1983-11-25,4.5
1983-11-28,4.5
1983-11-29,5.0625
1983-11-30,5.25
1983-12-01,5.25
1983-12-02,5.4375
1983-12-05,5.8125
1983-12-06,5.8125
1983-12-07,6.0
1983-12-08,5.625
1983-12-09,5.625
1983-12-12,5.625
1983-12-13,5.625
1983-12-14,5.625
1983-12-15,5.625
1983-12-16,5.625
1983-12-19,5.4375
1983-12-20,5.625
1983-12-21,5.625
1983-12-22,5.625
1983-12-23,5.8125
1983-12-27,5.8125
1983-12-28,5.8125
1983-12-29,5.8125
1983-12-30,6.1875
1984-01-03,6.1875
1984-01-04,6.1875
1984-01-05,6.1875
1984-01-06,6.1875
1984-01-09,6.0
1984-01-10,6.0
1984-01-11,6.0
1984-01-12,6.0
1984-01-13,6.0
1984-01-16,6.1875
1984-01-17,6.0
1984-01-18,6.0
1984-01-19,6.375
1984-01-20,6.375
1984-01-23,6.375
1984-01-24,6.0
1984-01-25,6.0
1984-01-26,6.1875
1984-01-27,6.1875
1984-01-30,6.1875
1984-01-31,6.1875
1984-02-01,6.1875
1984-02-02,6.0
1984-02-03,6.0
1984-02-06,6.0
1984-02-07,6.0
1984-02-08,6.1875
1984-02-09,6.1875
1984-02-10,6.375
1984-02-13,6.1875
1984-02-14,6.1875
1984-02-15,6.375
1984-02-16,6.375
1984-02-17,6.1875
1984-02-21,6.1875
1984-02-22,6.1875
1984-02-23,6.1875
1984-02-24,6.1875
1984-02-27,6.1875
1984-02-28,6.1875
1984-02-29,6.1875
1984-03-01,6.1875
1984-03-02,6.1875
1984-03-05,6.1875
1984-03-06,6.1875
1984-03-07,6.1875
1984-03-08,6.1875
1984-03-09,6.1875
1984-03-12,5.8125
1984-03-13,5.8125
1984-03-14,5.8125
1984-03-15,5.8125
1984-03-16,5.8125
1984-03-19,5.625
1984-03-20,5.625
1984-03-21,5.625
1984-03-22,5.625
1984-03-23,5.625
1984-03-26,5.25
1984-03-27,5.25
1984-03-28,5.25
1984-03-29,5.25
1984-03-30,5.625
1984-04-02,5.625
1984-04-03,5.625
1984-04-04,5.625
1984-04-05,5.625
1984-04-06,5.625
1984-04-09,5.625
1984-04-10,5.625
1984-04-11,5.625
1984-04-12,5.625
1984-04-13,5.8125
1984-04-16,5.8125
1984-04-17,5.8125
1984-04-18,5.8125
1984-04-19,5.8125
1984-04-23,5.8125
1984-04-24,5.8125
1984-04-25,5.8125
1984-04-26,5.8125
1984-04-27,5.8125
1984-04-30,5.8125
1984-05-01,5.8125
1984-05-02,5.8125
1984-05-03,6.0
1984-05-04,5.8125
1984-05-07,5.8125
1984-05-08,5.625
1984-05-09,5.625
1984-05-10,5.625
1984-05-11,5.625
1984-05-14,5.625
1984-05-15,5.625
1984-05-16,5.4375
1984-05-17,5.25
1984-05-18,5.25
1984-05-21,5.25
1984-05-22,5.4375
1984-05-23,5.4375
1984-05-24,5.4375
1984-05-25,5.25
1984-05-29,5.25
1984-05-30,5.25
1984-05-31,5.25
1984-06-01,5.25
1984-06-04,5.25
1984-06-05,5.25
1984-06-06,5.25
1984-06-07,5.25
1984-06-08,5.25
1984-06-11,5.25
1984-06-12,5.25
1984-06-13,5.25
1984-06-14,4.875
1984-06-15,4.875
1984-06-18,4.875
1984-06-19,4.6875
1984-06-20,4.6875
1984-06-21,4.6875
1984-06-22,4.5
1984-06-25,4.5
1984-06-26,4.5
1984-06-27,4.5
1984-06-28,4.5
1984-06-29,4.5
1984-07-02,4.5
1984-07-03,4.3125
1984-07-05,4.125
1984-07-06,4.125
1984-07-09,3.75
1984-07-10,3.75
1984-07-11,3.75
1984-07-12,3.75
1984-07-13,3.75
1984-07-16,3.5625
1984-07-17,3.5625
1984-07-18,3.5625
1984-07-19,3.5625
1984-07-20,3.5625
1984-07-23,3.5625
1984-07-24,3.5625
1984-07-25,3.5625
1984-07-26,3.5625
1984-07-27,3.75
1984-07-30,3.75
1984-07-31,3.75
1984-08-01,3.75
1984-08-02,3.9375
1984-08-03,3.9375
1984-08-06,3.9375
1984-08-07,3.9375
1984-08-08,3.9375
1984-08-09,3.9375
1984-08-10,3.9375
1984-08-13,3.9375
1984-08-14,3.75
1984-08-15,3.75
1984-08-16,3.5625
1984-08-17,3.5625
1984-08-20,3.5625
1984-08-21,3.75
1984-08-22,3.75
1984-08-23,3.5625
1984-08-24,3.5625
1984-08-27,3.5625
1984-08-28,3.5625
1984-08-29,3.5625
1984-08-30,3.5625
1984-08-31,3.5625
1984-09-04,3.5625
1984-09-05,3.5625
1984-09-06,3.5625
1984-09-07,3.5625
1984-09-10,3.5625
1984-09-11,3.5625
1984-09-12,3.5625
1984-09-13,3.5625
1984-09-14,3.5625
1984-09-17,3.375
1984-09-18,3.375
1984-09-19,3.375
1984-09-20,3.375
1984-09-21,3.375
1984-09-24,3.375
1984-09-25,3.375
1984-09-26,3.375
1984-09-27,3.375
1984-09-28,3.375
1984-10-01,3.375
1984-10-02,3.375
1984-10-03,3.375
1984-10-04,3.375
1984-10-05,3.375
1984-10-08,3.375
1984-10-09,3.375
1984-10-10,3.375
1984-10-11,3.1875
1984-10-12,3.1875
1984-10-15,3.1875
1984-10-16,3.0
1984-10-17,3.1875
1984-10-18,3.1875
1984-10-19,3.1875
1984-10-22,3.1875
1984-10-23,3.0
1984-10-24,3.0
1984-10-25,2.8125
1984-10-26,2.8125
1984-10-29,2.8125
1984-10-30,3.0
1984-10-31,3.0
1984-11-01,3.375
1984-11-02,3.375
1984-11-05,3.375
1984-11-06,3.375
1984-11-07,3.5625
1984-11-08,3.5625
1984-11-09,3.5625
1984-11-12,3.5625
1984-11-13,3.5625
1984-11-14,3.5625
1984-11-15,3.5625
1984-11-16,3.375
1984-11-19,3.375
1984-11-20,3.375
1984-11-21,3.375
1984-11-23,3.375
1984-11-26,3.375
1984-11-27,3.375
1984-11-28,3.0
1984-11-29,3.0
1984-11-30,3.0
1984-12-03,3.0
1984-12-04,3.0
1984-12-05,2.8125
1984-12-06,2.8125
1984-12-07,2.8125
1984-12-10,2.8125
1984-12-11,2.8125
1984-12-12,2.8125
1984-12-13,2.8125
1984-12-14,2.8125
1984-12-17,2.8125
1984-12-18,2.8125
1984-12-19,2.8125
1984-12-20,3.1875
1984-12-21,3.1875
1984-12-24,3.1875
1984-12-26,3.1875
1984-12-27,3.375
1984-12-28,3.375
1984-12-31,3.375
1985-01-02,3.375
1985-01-03,3.1875
1985-01-04,3.1875
1985-01-07,3.0
1985-01-08,3.0
1985-01-09,3.0
1985-01-10,3.375
1985-01-11,3.375
1985-01-14,3.375
1985-01-15,3.375
1985-01-16,3.375
1985-01-17,3.1875
1985-01-18,3.1875
1985-01-21,3.1875
1985-01-22,3.1875
1985-01-23,3.1875
1985-01-24,3.1875
1985-01-25,3.1875
1985-01-28,3.1875
1985-01-29,3.1875
1985-01-30,3.0
1985-01-31,3.0
1985-02-01,3.0
1985-02-04,3.0
1985-02-05,3.0
1985-02-06,3.0
1985-02-07,3.0
1985-02-08,3.0
1985-02-11,3.0
1985-02-12,3.0
1985-02-13,3.0
1985-02-14,3.0
1985-02-15,3.0
1985-02-19,3.0
1985-02-20,3.0
1985-02-21,3.0
1985-02-22,3.0
1985-02-25,3.0
1985-02-26,3.0
1985-02-27,3.375
1985-02-28,3.5625
1985-03-01,3.5625
1985-03-04,3.375
1985-03-05,3.375
1985-03-06,3.1875
1985-03-07,3.375
1985-03-08,3.5625
1985-03-11,3.375
1985-03-12,3.375
1985-03-13,3.1875
1985-03-14,3.1875
1985-03-15,3.1875
1985-03-18,3.1875
1985-03-19,3.1875
1985-03-20,3.1875
1985-03-21,3.1875
1985-03-22,3.1875
1985-03-25,3.1875
1985-03-26,3.1875
1985-03-27,3.1875
1985-03-28,3.0
1985-03-29,3.0
1985-04-01,2.8125
1985-04-02,2.8125
1985-04-03,2.8125
1985-04-04,2.8125
1985-04-08,2.8125
1985-04-09,2.8125
1985-04-10,2.8125
1985-04-11,2.8125
1985-04-12,2.8125
1985-04-15,2.8125
1985-04-16,2.8125
1985-04-17,2.8125
1985-04-18,2.8125
1985-04-19,2.8125
1985-04-22,2.8125
1985-04-23,2.8125
1985-04-24,2.8125
1985-04-25,2.8125
1985-04-26,2.8125
1985-04-29,2.8125
1985-04-30,2.8125
1985-05-01,2.8125
1985-05-02,2.625
1985-05-03,2.625
1985-05-06,2.625
1985-05-07,2.625
1985-05-08,2.625
1985-05-09,2.625
1985-05-10,2.625
1985-05-13,2.625
1985-05-14,2.625
1985-05-15,2.625
1985-05-16,2.625
1985-05-17,2.625
1985-05-20,2.625
1985-05-21,2.625
1985-05-22,2.625
1985-05-23,2.625
1985-05-24,2.625
1985-05-28,2.625
1985-05-29,2.625
1985-05-30,2.4375
1985-05-31,2.4375
1985-06-03,2.4375
1985-06-04,2.4375
1985-06-05,2.4375
1985-06-06,2.4375
1985-06-07,2.4375
1985-06-10,2.25
1985-06-11,2.25
1985-06-12,2.25
1985-06-13,2.25
1985-06-14,2.25
1985-06-17,2.25
1985-06-18,2.25
1985-06-19,2.25
1985-06-20,2.25
1985-06-21,2.25
1985-06-24,2.25
1985-06-25,2.25
1985-06-26,2.25
1985-06-27,2.25
1985-06-28,2.0625
1985-07-01,2.0625
1985-07-02,2.0625
1985-07-03,2.0625
1985-07-05,2.0625
1985-07-08,2.0625
1985-07-09,2.0625
1985-07-10,2.0625
1985-07-11,2.0625
1985-07-12,2.0625
1985-07-15,2.0625
1985-07-16,2.0625
1985-07-17,2.0625
1985-07-18,2.0625
1985-07-19,2.0625
1985-07-22,2.0625
1985-07-23,2.0625
1985-07-24,2.0625
1985-07-25,2.0625
1985-07-26,2.0625
1985-07-29,2.0625
1985-07-30,2.0625
1985-07-31,2.625
1985-08-01,3.1875
1985-08-02,3.5625
1985-08-05,3.5625
1985-08-06,3.1875
1985-08-07,3.0
1985-08-08,3.0
1985-08-09,3.0
1985-08-12,3.0
1985-08-13,3.0
1985-08-14,3.0
1985-08-15,2.8125
1985-08-16,2.8125
1985-08-19,2.8125
1985-08-20,3.0
1985-08-21,3.5625
1985-08-22,3.375
1985-08-23,3.375
1985-08-26,3.75
1985-08-27,3.75
1985-08-28,3.9375
1985-08-29,3.75
1985-08-30,3.75
1985-09-03,3.75
1985-09-04,4.3125
1985-09-05,4.3125
1985-09-06,4.125
1985-09-09,3.75
1985-09-10,3.75
1985-09-11,3.75
1985-09-12,3.75
1985-09-13,3.75
1985-09-16,3.75
1985-09-17,3.5625
1985-09-18,3.5625
1985-09-19,3.5625
1985-09-20,3.5625
1985-09-23,3.5625
1985-09-24,3.5625
1985-09-25,3.1875
1985-09-26,3.1875
1985-09-30,3.375
1985-10-01,3.375
1985-10-02,3.375
1985-10-03,3.375
1985-10-04,3.375
1985-10-07,3.375
1985-10-08,3.5625
1985-10-09,3.5625
1985-10-10,3.75
1985-10-11,3.75
1985-10-14,3.9375
1985-10-15,3.9375
1985-10-16,4.125
1985-10-17,4.125
1985-10-18,4.125
1985-10-21,4.125
1985-10-22,4.125
1985-10-23,3.9375
1985-10-24,3.9375
1985-10-25,3.9375
1985-10-28,3.9375
1985-10-29,3.9375
1985-10-30,3.9375
1985-10-31,3.75
1985-11-01,3.5625
1985-11-04,3.375
1985-11-05,3.375
1985-11-06,3.375
1985-11-07,3.375
1985-11-08,3.5625
1985-11-11,4.3125
1985-11-12,5.25
1985-11-13,4.6875
1985-11-14,4.6875
1985-11-15,4.875
1985-11-18,4.875
1985-11-19,4.875
1985-11-20,5.25
1985-11-21,5.8125
1985-11-22,6.1875
1985-11-25,6.375
1985-11-26,6.5625
1985-11-27,6.375
1985-11-29,6.375
1985-12-02,6.375
1985-12-03,6.0
1985-12-04,6.0
1985-12-05,6.0
1985-12-06,6.5625
1985-12-09,6.1875
1985-12-10,6.1875
1985-12-11,6.1875
1985-12-12,6.375
1985-12-13,6.5625
1985-12-16,6.5625
1985-12-17,6.5625
1985-12-18,6.5625
1985-12-19,6.5625
1985-12-20,6.5625
1985-12-23,6.5625
1985-12-24,6.5625
1985-12-26,6.5625
1985-12-27,6.5625
1985-12-30,6.9375
1985-12-31,7.125
1986-01-02,7.125
1986-01-03,6.75
1986-01-06,7.125
1986-01-07,8.4375
1986-01-08,8.4375
1986-01-09,8.25
1986-01-10,8.4375
1986-01-13,8.8125
1986-01-14,8.625
1986-01-15,9.1875
