Date,GBX
1997-08-01,13.0625
1997-08-04,12.875
1997-08-05,13.0
1997-08-06,12.8125
1997-08-07,12.75
1997-08-08,12.625
1997-08-11,12.625
1997-08-12,12.625
1997-08-13,12.5625
1997-08-14,12.75
1997-08-15,12.875
1997-08-18,12.625
1997-08-19,13.0
1997-08-20,13.25
1997-08-21,12.625
1997-08-22,12.5625
1997-08-25,12.75
1997-08-26,12.625
1997-08-27,12.875
1997-08-28,12.875
1997-08-29,13.0
1997-09-02,12.875
1997-09-03,13.5
1997-09-04,13.75
1997-09-05,13.25
1997-09-08,13.375
1997-09-09,14.0
1997-09-10,15.0
1997-09-11,14.625
1997-09-12,14.6875
1997-09-15,14.0
1997-09-16,14.125
1997-09-17,14.0625
1997-09-18,14.625
1997-09-19,14.75
1997-09-22,14.875
1997-09-23,15.0
1997-09-24,15.1875
1997-09-25,15.5625
1997-09-26,16.0
1997-09-29,15.875
1997-09-30,16.75
1997-10-01,17.875
1997-10-02,17.25
1997-10-03,17.5
1997-10-06,17.625
1997-10-07,17.75
1997-10-08,17.8125
1997-10-09,17.9375
1997-10-10,18.0
1997-10-13,17.5625
1997-10-14,17.75
1997-10-15,17.5
1997-10-16,17.75
1997-10-17,17.625
1997-10-20,17.5
1997-10-21,17.5625
1997-10-22,17.25
1997-10-23,17.25
1997-10-24,17.25
1997-10-27,16.875
1997-10-28,16.125
1997-10-29,16.875
1997-10-30,16.5
1997-10-31,17.0
1997-11-03,16.875
1997-11-04,16.8125
1997-11-05,16.9375
1997-11-06,16.9375
1997-11-07,16.875
1997-11-10,16.625
1997-11-11,16.4375
1997-11-12,16.4375
1997-11-13,16.5625
1997-11-14,16.5
1997-11-17,16.375
1997-11-18,16.4375
1997-11-19,16.3125
1997-11-20,16.125
1997-11-21,16.125
1997-11-24,16.0
1997-11-25,16.5625
1997-11-26,17.0
1997-11-28,17.125
1997-12-01,17.0
1997-12-02,17.0
1997-12-03,17.25
1997-12-04,17.1875
1997-12-05,17.375
1997-12-08,17.3125
1997-12-09,17.0
1997-12-10,17.125
1997-12-11,17.0
1997-12-12,17.375
1997-12-15,17.125
1997-12-16,17.25
1997-12-17,17.25
1997-12-18,17.5625
1997-12-19,17.625
1997-12-22,17.5
1997-12-23,17.3125
1997-12-24,17.3125
1997-12-26,17.25
1997-12-29,17.375
1997-12-30,17.3125
1997-12-31,17.3125
1998-01-02,17.75
1998-01-05,18.0
1998-01-06,17.9375
1998-01-07,17.5
1998-01-08,17.5
1998-01-09,17.375
1998-01-12,17.0625
1998-01-13,17.25
1998-01-14,16.75
1998-01-15,16.875
1998-01-16,16.8125
1998-01-20,16.625
1998-01-21,16.5
1998-01-22,16.375
1998-01-23,16.25
1998-01-26,16.1875
1998-01-27,16.3125
1998-01-28,16.1875
1998-01-29,16.25
1998-01-30,16.25
1998-02-02,16.1875
1998-02-03,16.1875
1998-02-04,16.3125
1998-02-05,16.3125
1998-02-06,16.0
1998-02-09,16.125
1998-02-10,15.875
1998-02-11,15.625
1998-02-12,15.375
1998-02-13,15.25
1998-02-17,15.25
1998-02-18,15.375
1998-02-19,15.25
1998-02-20,15.25
1998-02-23,15.5
1998-02-24,15.9375
1998-02-25,16.0625
1998-02-26,16.0625
1998-02-27,15.875
1998-03-02,16.0
1998-03-03,16.25
1998-03-04,16.375
1998-03-05,16.125
1998-03-06,16.375
1998-03-09,16.25
1998-03-10,16.0
1998-03-11,16.0
1998-03-12,16.0
1998-03-13,16.5
1998-03-16,16.25
1998-03-17,16.5625
1998-03-18,16.5625
1998-03-19,16.375
1998-03-20,16.375
1998-03-23,16.375
1998-03-24,16.625
1998-03-25,17.375
1998-03-26,17.375
1998-03-27,17.25
1998-03-30,17.375
1998-03-31,17.25
1998-04-01,17.375
1998-04-02,17.625
1998-04-03,17.875
1998-04-06,18.0
1998-04-07,17.625
1998-04-08,17.75
1998-04-09,17.75
1998-04-13,17.875
1998-04-14,18.0
1998-04-15,17.875
1998-04-16,17.8125
1998-04-17,18.0625
1998-04-20,18.25
1998-04-21,18.125
1998-04-22,18.25
1998-04-23,18.125
1998-04-24,18.0625
1998-04-27,18.0
1998-04-28,18.4375
1998-04-29,18.0
1998-04-30,18.25
1998-05-01,18.625
1998-05-04,18.25
1998-05-05,18.125
1998-05-06,18.0
1998-05-07,17.875
1998-05-08,18.1875
1998-05-11,18.125
1998-05-12,18.25
1998-05-13,18.125
1998-05-14,18.375
1998-05-15,18.625
1998-05-18,18.3125
1998-05-19,18.3125
1998-05-20,18.0
1998-05-21,17.6875
1998-05-22,17.625
1998-05-26,17.625
1998-05-27,17.625
1998-05-28,17.375
1998-05-29,18.0
1998-06-01,17.75
1998-06-02,17.75
1998-06-03,17.375
1998-06-04,17.375
1998-06-05,17.4375
1998-06-08,17.5625
1998-06-09,17.875
1998-06-10,17.9375
1998-06-11,17.625
1998-06-12,17.25
1998-06-15,17.3125
1998-06-16,17.75
1998-06-17,17.9375
1998-06-18,17.9375
1998-06-19,17.9375
1998-06-22,18.0
1998-06-23,18.0
1998-06-24,17.9375
1998-06-25,17.9375
1998-06-26,17.6875
1998-06-29,17.25
1998-06-30,17.25
1998-07-01,17.1875
1998-07-02,16.6875
1998-07-06,16.8125
1998-07-07,16.8125
1998-07-08,17.625
1998-07-09,17.5625
1998-07-10,17.625
1998-07-13,17.6875
1998-07-14,18.0
1998-07-15,17.9375
1998-07-16,17.8125
1998-07-17,17.375
1998-07-20,17.1875
1998-07-21,17.0
1998-07-22,17.0625
1998-07-23,16.75
1998-07-24,16.3125
1998-07-27,16.09375
1998-07-28,15.875
1998-07-29,16.1875
1998-07-30,16.1875
1998-07-31,16.1875
1998-08-03,15.9375
1998-08-04,15.75
1998-08-05,14.875
1998-08-06,14.875
1998-08-07,15.375
1998-08-10,15.875
1998-08-11,16.25
1998-08-12,17.375
1998-08-13,17.4375
1998-08-14,18.0
1998-08-17,17.9375
1998-08-18,17.3125
1998-08-19,17.3125
1998-08-20,17.3125
1998-08-21,16.75
1998-08-24,16.5625
1998-08-25,16.875
1998-08-26,16.75
1998-08-27,16.6875
1998-08-28,16.5625
1998-08-31,15.625
1998-09-01,15.1875
1998-09-02,15.125
1998-09-03,14.875
1998-09-04,14.875
1998-09-08,14.9375
1998-09-09,14.9375
1998-09-10,14.875
1998-09-11,14.9375
1998-09-14,14.8125
1998-09-15,14.625
1998-09-16,14.625
1998-09-17,14.5
1998-09-18,14.5625
1998-09-21,14.5625
1998-09-22,14.4375
1998-09-23,14.375
1998-09-24,13.375
1998-09-25,13.375
1998-09-28,14.8125
1998-09-29,14.25
1998-09-30,14.1875
1998-10-01,13.875
1998-10-02,14.0
1998-10-05,13.3125
1998-10-06,13.0625
1998-10-07,12.9375
1998-10-08,12.875
1998-10-09,12.625
1998-10-12,13.0
1998-10-13,13.0
1998-10-14,13.375
1998-10-15,13.5625
1998-10-16,13.5625
1998-10-19,14.0
1998-10-20,14.375
1998-10-21,14.75
1998-10-22,17.0
1998-10-23,16.5
1998-10-26,17.0
1998-10-27,16.5
1998-10-28,16.375
1998-10-29,16.25
1998-10-30,15.75
1998-11-02,15.75
1998-11-03,15.75
1998-11-04,15.75
1998-11-05,15.875
1998-11-06,16.5
1998-11-09,16.5
1998-11-10,14.5625
1998-11-11,14.5
1998-11-12,14.4375
1998-11-13,14.125
1998-11-16,14.125
1998-11-17,14.0625
1998-11-18,14.0
1998-11-19,14.625
1998-11-20,14.625
1998-11-23,13.9375
1998-11-24,13.5625
1998-11-25,14.0
1998-11-27,14.0
1998-11-30,14.0
1998-12-01,14.25
1998-12-02,14.25
1998-12-03,14.3125
1998-12-04,14.5
1998-12-07,14.25
1998-12-08,14.25
1998-12-09,14.375
1998-12-10,14.8125
1998-12-11,14.8125
1998-12-14,14.75
1998-12-15,14.75
1998-12-16,14.625
1998-12-17,14.625
1998-12-18,14.625
1998-12-21,14.625
1998-12-22,14.6875
1998-12-23,14.5625
1998-12-24,14.6875
1998-12-28,14.0
1998-12-29,14.25
1998-12-30,14.125
1998-12-31,14.125
1999-01-04,14.125
1999-01-05,14.125
1999-01-06,14.25
1999-01-07,14.25
1999-01-08,14.0
1999-01-11,13.875
1999-01-12,13.5625
1999-01-13,13.375
1999-01-14,13.375
1999-01-15,13.625
1999-01-19,13.5
1999-01-20,13.25
1999-01-21,13.1875
1999-01-22,13.0
1999-01-25,12.75
1999-01-26,12.9375
1999-01-27,12.4375
1999-01-28,12.375
1999-01-29,12.0
1999-02-01,11.75
1999-02-02,11.25
1999-02-03,11.25
1999-02-04,11.25
1999-02-05,11.1875
1999-02-08,11.0
1999-02-09,11.25
1999-02-10,10.875
1999-02-11,10.6875
1999-02-12,10.25
1999-02-16,10.5
1999-02-17,10.0
1999-02-18,10.3125
1999-02-19,10.25
1999-02-22,10.5
1999-02-23,10.4375
1999-02-24,10.25
1999-02-25,10.0625
1999-02-26,10.0
1999-03-01,9.9375
1999-03-02,9.8125
1999-03-03,9.75
1999-03-04,9.75
1999-03-05,9.5625
1999-03-08,9.125
1999-03-09,9.3125
1999-03-10,9.3125
1999-03-11,9.375
1999-03-12,9.375
1999-03-15,9.4375
1999-03-16,9.5
1999-03-17,9.125
1999-03-18,8.75
1999-03-19,8.75
1999-03-22,8.5
1999-03-23,8.1875
1999-03-24,8.75
1999-03-25,8.75
1999-03-26,8.75
1999-03-29,9.0
1999-03-30,9.375
1999-03-31,9.5
1999-04-01,9.375
1999-04-05,9.375
1999-04-06,9.8125
1999-04-07,9.375
1999-04-08,9.1875
1999-04-09,9.25
1999-04-12,9.1875
1999-04-13,8.625
1999-04-14,8.625
1999-04-15,9.0
1999-04-16,8.9375
1999-04-19,8.8125
1999-04-20,8.8125
1999-04-21,8.9375
1999-04-22,9.0
1999-04-23,9.0
1999-04-26,9.0
1999-04-27,9.0
1999-04-28,9.0
1999-04-29,9.0
1999-04-30,9.0
1999-05-03,9.0
1999-05-04,9.1875
1999-05-05,9.125
1999-05-06,9.25
1999-05-07,9.75
1999-05-10,10.625
1999-05-11,10.5625
1999-05-12,10.5
1999-05-13,10.625
1999-05-14,10.3125
1999-05-17,10.25
1999-05-18,10.0
1999-05-19,10.3125
1999-05-20,10.25
1999-05-21,10.1875
1999-05-24,10.1875
1999-05-25,10.1875
1999-05-26,9.9375
1999-05-27,9.375
1999-05-28,9.3125
1999-06-01,9.75
1999-06-02,9.5
1999-06-03,9.625
1999-06-04,9.875
1999-06-07,9.9375
1999-06-08,9.875
1999-06-09,9.875
1999-06-10,10.0
1999-06-11,10.0
1999-06-14,10.0
1999-06-15,10.0625
1999-06-16,10.0
1999-06-17,10.0625
1999-06-18,10.0
1999-06-21,10.25
1999-06-22,10.125
1999-06-23,10.125
1999-06-24,10.0625
1999-06-25,10.0625
1999-06-28,10.25
1999-06-29,10.125
1999-06-30,10.5
1999-07-01,10.4375
1999-07-02,10.4375
