Date,BEN
1986-01-22,0.65679
1986-01-23,0.6444439999999999
1986-01-24,0.691358
1986-01-27,0.745679
1986-01-28,0.8098770000000001
1986-01-29,0.839506
1986-01-30,0.8543209999999999
1986-01-31,0.8888889999999999
1986-02-03,0.9728399999999999
1986-02-04,0.948148
1986-02-05,0.9382719999999999
1986-02-06,0.967901
1986-02-07,0.958025
1986-02-10,0.933333
1986-02-11,0.987654
1986-02-12,0.987654
1986-02-13,0.967901
1986-02-14,0.9283950000000001
1986-02-18,0.933333
1986-02-19,0.9086420000000001
1986-02-20,0.9382719999999999
1986-02-21,0.982716
1986-02-24,0.987654
1986-02-25,0.987654
1986-02-26,0.997531
1986-02-27,0.987654
1986-02-28,0.9728399999999999
1986-03-03,0.9382719999999999
1986-03-04,0.923457
1986-03-05,0.9086420000000001
1986-03-06,0.883951
1986-03-07,0.839506
1986-03-10,0.8444440000000001
1986-03-11,0.77037
1986-03-12,0.814815
1986-03-13,0.8197530000000001
1986-03-14,0.8790120000000001
1986-03-17,0.874074
1986-03-18,0.859259
1986-03-19,0.834568
1986-03-20,0.834568
1986-03-21,0.82963
1986-03-24,0.841975
1986-03-25,0.834568
1986-03-26,0.8444440000000001
1986-03-27,0.849383
1986-03-31,0.893827
1986-04-01,0.8790120000000001
1986-04-02,0.8790120000000001
1986-04-03,0.883951
1986-04-04,0.8790120000000001
1986-04-07,0.869136
1986-04-08,0.869136
1986-04-09,0.8641979999999999
1986-04-10,0.859259
1986-04-11,0.8444440000000001
1986-04-14,0.8641979999999999
1986-04-15,0.859259
1986-04-16,0.8888889999999999
1986-04-17,0.948148
1986-04-18,1.017284
1986-04-21,1.046914
1986-04-22,1.066667
1986-04-23,1.064198
1986-04-24,1.017284
1986-04-25,0.958025
1986-04-28,0.923457
1986-04-29,0.883951
1986-04-30,0.8197530000000001
1986-05-01,0.82963
1986-05-02,0.760494
1986-05-05,0.782716
1986-05-06,0.745679
1986-05-07,0.7308640000000001
1986-05-08,0.750617
1986-05-09,0.7308640000000001
1986-05-12,0.720988
1986-05-13,0.661728
1986-05-14,0.701235
1986-05-15,0.7160489999999999
1986-05-16,0.681481
1986-05-19,0.701235
1986-05-20,0.745679
1986-05-21,0.755556
1986-05-22,0.765432
1986-05-23,0.77037
1986-05-27,0.824691
1986-05-28,0.859259
1986-05-29,0.849383
1986-05-30,0.849383
1986-06-02,0.839506
1986-06-03,0.814815
1986-06-04,0.834568
1986-06-05,0.869136
1986-06-06,0.8543209999999999
1986-06-09,0.8197530000000001
1986-06-10,0.82963
1986-06-11,0.834568
1986-06-12,0.859259
1986-06-13,0.8888889999999999
1986-06-16,0.8987649999999999
1986-06-17,0.8790120000000001
1986-06-18,0.874074
1986-06-19,0.8641979999999999
1986-06-20,0.8987649999999999
1986-06-23,0.883951
1986-06-24,0.883951
1986-06-25,0.8888889999999999
1986-06-26,0.8987649999999999
1986-06-27,0.9037040000000001
1986-06-30,0.967901
1986-07-01,0.9530860000000001
1986-07-02,0.9530860000000001
1986-07-03,0.9629629999999999
1986-07-07,0.9283950000000001
1986-07-08,0.8790120000000001
1986-07-09,0.849383
1986-07-10,0.8641979999999999
1986-07-11,0.8790120000000001
1986-07-14,0.859259
1986-07-15,0.8444440000000001
1986-07-16,0.839506
1986-07-17,0.8790120000000001
1986-07-18,0.8790120000000001
1986-07-21,0.883951
1986-07-22,0.8987649999999999
1986-07-23,0.91358
1986-07-24,0.869136
1986-07-25,0.859259
1986-07-28,0.82963
1986-07-29,0.814815
1986-07-30,0.8
1986-07-31,0.849383
1986-08-01,0.839506
1986-08-04,0.824691
1986-08-05,0.839506
1986-08-06,0.82963
1986-08-07,0.8197530000000001
1986-08-08,0.8098770000000001
1986-08-11,0.814815
1986-08-12,0.837037
1986-08-13,0.883951
1986-08-14,0.8888889999999999
1986-08-15,0.8888889999999999
1986-08-18,0.869136
1986-08-19,0.874074
1986-08-20,0.8987649999999999
1986-08-21,0.91358
1986-08-22,0.893827
1986-08-25,0.91358
1986-08-26,0.9382719999999999
1986-08-27,0.923457
1986-08-28,0.9209879999999999
1986-08-29,0.9283950000000001
1986-09-02,0.9185190000000001
1986-09-03,0.91358
1986-09-04,0.91358
1986-09-05,0.91358
1986-09-08,0.9037040000000001
1986-09-09,0.8888889999999999
1986-09-10,0.869136
1986-09-11,0.824691
1986-09-12,0.797531
1986-09-15,0.785185
1986-09-16,0.750617
1986-09-17,0.77037
1986-09-18,0.760494
1986-09-19,0.760494
1986-09-22,0.780247
1986-09-23,0.780247
1986-09-24,0.77037
1986-09-25,0.765432
1986-09-26,0.760494
1986-09-29,0.760494
1986-09-30,0.8
1986-10-01,0.82963
1986-10-02,0.8641979999999999
1986-10-03,0.859259
1986-10-06,0.8444440000000001
1986-10-07,0.8641979999999999
1986-10-08,0.8641979999999999
1986-10-09,0.869136
1986-10-10,0.883951
1986-10-13,0.8790120000000001
1986-10-14,0.8888889999999999
1986-10-15,0.8987649999999999
1986-10-16,0.9037040000000001
1986-10-17,0.9086420000000001
1986-10-20,0.8790120000000001
1986-10-21,0.8790120000000001
1986-10-22,0.8790120000000001
1986-10-23,0.9086420000000001
1986-10-24,0.9086420000000001
1986-10-27,0.948148
1986-10-28,1.007407
1986-10-29,1.014815
1986-10-30,1.037037
1986-10-31,1.0296299999999998
1986-11-03,1.037037
1986-11-04,1.037037
1986-11-05,1.037037
1986-11-06,1.037037
1986-11-07,0.9851850000000001
1986-11-10,0.955556
1986-11-11,0.955556
1986-11-12,0.948148
1986-11-13,0.948148
1986-11-14,0.955556
1986-11-17,0.955556
1986-11-18,0.955556
1986-11-19,0.9407409999999999
1986-11-20,0.9851850000000001
1986-11-21,1.0
1986-11-24,1.0
1986-11-25,1.007407
1986-11-26,0.9925930000000001
1986-11-28,0.9925930000000001
1986-12-01,0.9925930000000001
1986-12-02,0.9925930000000001
1986-12-03,1.0296299999999998
1986-12-04,1.059259
1986-12-05,1.040741
1986-12-08,1.0259260000000001
1986-12-09,1.011111
1986-12-10,1.037037
1986-12-11,1.011111
1986-12-12,1.0
1986-12-15,0.9629629999999999
1986-12-16,0.9629629999999999
1986-12-17,0.951852
1986-12-18,0.9444440000000001
1986-12-19,0.9407409999999999
1986-12-22,0.974074
1986-12-23,0.951852
1986-12-24,0.9888889999999999
1986-12-26,1.011111
1986-12-29,0.977778
1986-12-30,0.9703700000000001
1986-12-31,0.9814809999999999
1987-01-02,0.9888889999999999
1987-01-05,1.051852
1987-01-06,1.074074
1987-01-07,1.111111
1987-01-08,1.159259
1987-01-09,1.151852
1987-01-12,1.151852
1987-01-13,1.140741
1987-01-14,1.144444
1987-01-15,1.181481
1987-01-16,1.166667
1987-01-19,1.222222
1987-01-20,1.281482
1987-01-21,1.266667
1987-01-22,1.2629629999999998
1987-01-23,1.274074
1987-01-26,1.251852
1987-01-27,1.348148
1987-01-28,1.5037040000000002
1987-01-29,1.477778
1987-01-30,1.4703700000000002
1987-02-02,1.485185
1987-02-03,1.4740739999999999
1987-02-04,1.5444440000000002
1987-02-05,1.518519
1987-02-06,1.5481479999999999
1987-02-09,1.518519
1987-02-10,1.440741
1987-02-11,1.448148
1987-02-12,1.444444
1987-02-13,1.481481
1987-02-17,1.507407
1987-02-18,1.4962959999999998
1987-02-19,1.459259
1987-02-20,1.448148
1987-02-23,1.411111
1987-02-24,1.3814819999999999
1987-02-25,1.4740739999999999
1987-02-26,1.481481
1987-02-27,1.4740739999999999
1987-03-02,1.4518520000000001
1987-03-03,1.42963
1987-03-04,1.440741
1987-03-05,1.407407
1987-03-06,1.362963
1987-03-09,1.325926
1987-03-10,1.281482
1987-03-11,1.3037040000000002
1987-03-12,1.3037040000000002
1987-03-13,1.414815
1987-03-16,1.440741
1987-03-17,1.481481
1987-03-18,1.4518520000000001
1987-03-19,1.4518520000000001
1987-03-20,1.448148
1987-03-23,1.4518520000000001
1987-03-24,1.440741
1987-03-25,1.440741
1987-03-26,1.477778
1987-03-27,1.4962959999999998
1987-03-30,1.4740739999999999
1987-03-31,1.477778
1987-04-01,1.440741
1987-04-02,1.4518520000000001
1987-04-03,1.448148
1987-04-06,1.42963
1987-04-07,1.407407
1987-04-08,1.3814819999999999
1987-04-09,1.355556
1987-04-10,1.040741
1987-04-13,1.266667
1987-04-14,1.1703700000000001
1987-04-15,1.166667
1987-04-16,1.1185180000000001
1987-04-20,1.066667
1987-04-21,1.096296
1987-04-22,1.133333
1987-04-23,1.0296299999999998
1987-04-24,0.977778
1987-04-27,1.0
1987-04-28,1.011111
1987-04-29,0.9851850000000001
1987-04-30,1.0296299999999998
1987-05-01,1.037037
1987-05-04,0.9851850000000001
1987-05-05,1.007407
1987-05-06,1.033333
1987-05-07,1.0
1987-05-08,0.9888889999999999
1987-05-11,0.925926
1987-05-12,0.881481
1987-05-13,0.8777780000000001
1987-05-14,0.8962959999999999
1987-05-15,0.833333
1987-05-18,0.818519
1987-05-19,0.818519
1987-05-20,0.866667
1987-05-21,0.8481479999999999
1987-05-22,0.814815
1987-05-26,0.8703700000000001
1987-05-27,0.885185
1987-05-28,0.911111
1987-05-29,0.933333
1987-06-01,0.907407
1987-06-02,0.885185
1987-06-03,0.8962959999999999
1987-06-04,0.9
1987-06-05,0.881481
1987-06-08,0.874074
1987-06-09,0.855556
1987-06-10,0.851852
1987-06-11,0.9444440000000001
1987-06-12,0.9925930000000001
1987-06-15,0.974074
1987-06-16,0.966667
1987-06-17,0.9814809999999999
1987-06-18,0.966667
1987-06-19,0.955556
1987-06-22,0.9370370000000001
1987-06-23,0.933333
1987-06-24,0.8925930000000001
1987-06-25,0.8888889999999999
1987-06-26,0.874074
1987-06-29,0.8629629999999999
1987-06-30,0.82963
1987-07-01,0.818519
1987-07-02,0.837037
1987-07-06,0.8111109999999999
1987-07-07,0.8222219999999999
1987-07-08,0.8222219999999999
1987-07-09,0.8
1987-07-10,0.8
1987-07-13,0.814815
1987-07-14,0.814815
1987-07-15,0.810185
1987-07-16,0.814815
1987-07-17,0.814815
1987-07-20,0.810185
1987-07-21,0.787037
1987-07-22,0.75
1987-07-23,0.74537
1987-07-24,0.805556
1987-07-27,0.810185
1987-07-28,0.884259
1987-07-29,0.898148
1987-07-30,0.8935190000000001
1987-07-31,0.8935190000000001
1987-08-03,0.898148
1987-08-04,0.8935190000000001
1987-08-05,0.898148
1987-08-06,0.884259
1987-08-07,0.8796299999999999
1987-08-10,0.8888889999999999
1987-08-11,0.907407
1987-08-12,0.9629629999999999
1987-08-13,0.9629629999999999
1987-08-14,0.976852
1987-08-17,1.009259
1987-08-18,0.990741
1987-08-19,0.990741
1987-08-20,0.976852
1987-08-21,0.9444440000000001
1987-08-24,0.935185
1987-08-25,0.949074
1987-08-26,0.9305559999999999
1987-08-27,0.9305559999999999
1987-08-28,0.935185
1987-08-31,0.9537040000000001
1987-09-01,0.925926
1987-09-02,0.851852
1987-09-03,0.796296
1987-09-04,0.833333
1987-09-08,0.824074
1987-09-09,0.814815
1987-09-10,0.824074
1987-09-11,0.8287040000000001
1987-09-14,0.833333
1987-09-15,0.842593
1987-09-16,0.810185
1987-09-17,0.824074
1987-09-18,0.8194440000000001
1987-09-21,0.814815
1987-09-22,0.8379629999999999
1987-09-23,0.851852
1987-09-24,0.824074
1987-09-25,0.814815
1987-09-28,0.824074
1987-09-29,0.8194440000000001
1987-09-30,0.805556
1987-10-01,0.800926
1987-10-02,0.791667
1987-10-05,0.796296
1987-10-06,0.763889
1987-10-07,0.787037
1987-10-08,0.805556
1987-10-09,0.800926
1987-10-12,0.805556
1987-10-13,0.851852
1987-10-14,0.8564809999999999
1987-10-15,0.8287040000000001
1987-10-16,0.805556
1987-10-19,0.62963
1987-10-20,0.490741
1987-10-21,0.638889
1987-10-22,0.62037
1987-10-23,0.62963
1987-10-26,0.601852
1987-10-27,0.62963
1987-10-28,0.601852
1987-10-29,0.583333
1987-10-30,0.62963
1987-11-02,0.643519
1987-11-03,0.62037
1987-11-04,0.625
1987-11-05,0.62037
1987-11-06,0.611111
1987-11-09,0.62037
1987-11-10,0.611111
1987-11-11,0.62037
1987-11-12,0.62037
1987-11-13,0.62037
1987-11-16,0.615741
1987-11-17,0.611111
1987-11-18,0.615741
1987-11-19,0.611111
1987-11-20,0.611111
1987-11-23,0.643519
1987-11-24,0.638889
1987-11-25,0.62037
1987-11-27,0.62963
1987-11-30,0.62963
1987-12-01,0.634259
1987-12-02,0.62963
1987-12-03,0.615741
1987-12-04,0.615741
1987-12-07,0.611111
1987-12-08,0.615741
1987-12-09,0.62963
1987-12-10,0.62963
1987-12-11,0.625
1987-12-14,0.638889
1987-12-15,0.643519
1987-12-16,0.657407
1987-12-17,0.662037
1987-12-18,0.712963
1987-12-21,0.703704
1987-12-22,0.694444
1987-12-23,0.699074
1987-12-24,0.680556
1987-12-28,0.652778
1987-12-29,0.62963
1987-12-30,0.62963
1987-12-31,0.657407
