Date,BKR
1988-06-01,16.25
1988-06-02,16.25
1988-06-03,15.5
1988-06-06,15.25
1988-06-07,15.625
1988-06-08,15.875
1988-06-09,16.0
1988-06-10,15.875
1988-06-13,15.75
1988-06-14,16.25
1988-06-15,16.25
1988-06-16,15.75
1988-06-17,15.75
1988-06-20,15.625
1988-06-21,15.5
1988-06-22,15.375
1988-06-23,15.25
1988-06-24,15.25
1988-06-27,15.25
1988-06-28,15.5
1988-06-29,15.5
1988-06-30,15.375
1988-07-01,15.0
1988-07-05,15.75
1988-07-06,15.375
1988-07-07,15.75
1988-07-08,15.375
1988-07-11,15.25
1988-07-12,15.125
1988-07-13,14.75
1988-07-14,15.375
1988-07-15,15.5
1988-07-18,15.25
1988-07-19,15.125
1988-07-20,15.25
1988-07-21,15.125
1988-07-22,15.25
1988-07-25,15.125
1988-07-26,15.25
1988-07-27,15.25
1988-07-28,15.0
1988-07-29,15.5
1988-08-01,15.25
1988-08-02,14.875
1988-08-03,14.375
1988-08-04,14.125
1988-08-05,14.125
1988-08-08,15.0
1988-08-09,14.875
1988-08-10,14.875
1988-08-11,14.75
1988-08-12,14.375
1988-08-15,13.75
1988-08-16,13.75
1988-08-17,13.75
1988-08-18,13.5
1988-08-19,13.75
1988-08-22,13.5
1988-08-23,13.875
1988-08-24,14.125
1988-08-25,14.125
1988-08-26,14.0
1988-08-29,13.875
1988-08-30,14.0
1988-08-31,13.875
1988-09-01,13.5
1988-09-02,13.875
1988-09-06,13.5
1988-09-07,13.375
1988-09-08,13.375
1988-09-09,13.25
1988-09-12,13.0
1988-09-13,13.25
1988-09-14,13.75
1988-09-15,13.625
1988-09-16,13.75
1988-09-19,13.5
1988-09-20,13.625
1988-09-21,13.25
1988-09-22,13.375
1988-09-23,13.25
1988-09-26,13.5
1988-09-27,12.875
1988-09-28,13.25
1988-09-29,13.375
1988-09-30,13.125
1988-10-03,13.0
1988-10-04,12.625
1988-10-05,12.625
1988-10-06,12.75
1988-10-07,13.0
1988-10-10,12.625
1988-10-11,12.25
1988-10-12,12.375
1988-10-13,12.375
1988-10-14,12.375
1988-10-17,12.75
1988-10-18,12.75
1988-10-19,12.875
1988-10-20,13.5
1988-10-21,13.875
1988-10-24,13.25
1988-10-25,13.375
1988-10-26,13.5
1988-10-27,13.25
1988-10-28,13.125
1988-10-31,13.0
1988-11-01,13.0
1988-11-02,13.25
1988-11-03,13.25
1988-11-04,13.0
1988-11-07,13.0
1988-11-08,13.125
1988-11-09,13.0
1988-11-10,13.0
1988-11-11,12.75
1988-11-14,12.875
1988-11-15,13.125
1988-11-16,12.5
1988-11-17,12.625
1988-11-18,12.625
1988-11-21,12.5
1988-11-22,12.125
1988-11-23,12.25
1988-11-25,12.875
1988-11-28,13.0
1988-11-29,13.0
1988-11-30,12.875
1988-12-01,13.0
1988-12-02,12.875
1988-12-05,13.0
1988-12-06,13.25
1988-12-07,13.375
1988-12-08,13.375
1988-12-09,13.75
1988-12-12,13.875
1988-12-13,13.5
1988-12-14,13.375
1988-12-15,13.375
1988-12-16,13.75
1988-12-19,13.75
1988-12-20,13.5
1988-12-21,13.625
1988-12-22,14.0
1988-12-23,14.0
1988-12-27,14.125
1988-12-28,13.875
1988-12-29,14.0
1988-12-30,14.0
1989-01-03,13.875
1989-01-04,14.0
1989-01-05,14.375
1989-01-06,14.875
1989-01-09,14.625
1989-01-10,14.5
1989-01-11,14.875
1989-01-12,14.875
1989-01-13,14.75
1989-01-16,14.875
1989-01-17,14.875
1989-01-18,15.25
1989-01-19,15.25
1989-01-20,15.25
1989-01-23,15.125
1989-01-24,15.0
1989-01-25,14.5
1989-01-26,15.0
1989-01-27,15.0
1989-01-30,14.875
1989-01-31,14.875
1989-02-01,15.0
1989-02-02,15.0
1989-02-03,14.75
1989-02-06,14.5
1989-02-07,15.0
1989-02-08,14.875
1989-02-09,14.5
1989-02-10,14.5
1989-02-13,14.625
1989-02-14,14.625
1989-02-15,15.0
1989-02-16,15.375
1989-02-17,15.875
1989-02-21,15.5
1989-02-22,15.0
1989-02-23,15.25
1989-02-24,15.0
1989-02-27,15.125
1989-02-28,15.25
1989-03-01,15.25
1989-03-02,15.625
1989-03-03,16.125
1989-03-06,16.75
1989-03-07,17.25
1989-03-08,17.125
1989-03-09,17.125
1989-03-10,16.75
1989-03-13,16.625
1989-03-14,16.75
1989-03-15,17.125
1989-03-16,17.125
1989-03-17,16.625
1989-03-20,16.25
1989-03-21,16.5
1989-03-22,16.625
1989-03-23,16.5
1989-03-27,16.875
1989-03-28,17.25
1989-03-29,17.0
1989-03-30,16.875
1989-03-31,16.875
1989-04-03,16.75
1989-04-04,16.75
1989-04-05,16.875
1989-04-06,16.875
1989-04-07,16.625
1989-04-10,16.875
1989-04-11,17.125
1989-04-12,17.125
1989-04-13,16.75
1989-04-14,17.25
1989-04-17,17.25
1989-04-18,17.625
1989-04-19,17.625
1989-04-20,17.5
1989-04-21,17.75
1989-04-24,18.25
1989-04-25,17.5
1989-04-26,17.75
1989-04-27,17.625
1989-04-28,17.625
1989-05-01,17.625
1989-05-02,17.5
1989-05-03,17.625
1989-05-04,17.625
1989-05-05,17.75
1989-05-08,17.5
1989-05-09,17.625
1989-05-10,17.375
1989-05-11,17.0
1989-05-12,17.75
1989-05-15,17.5
1989-05-16,17.5
1989-05-17,17.5
1989-05-18,17.375
1989-05-19,17.25
1989-05-22,17.25
1989-05-23,17.0
1989-05-24,17.25
1989-05-25,17.375
1989-05-26,17.25
1989-05-30,17.125
1989-05-31,17.0
1989-06-01,17.25
1989-06-02,17.5
1989-06-05,17.5
1989-06-06,17.625
1989-06-07,17.875
1989-06-08,18.0
1989-06-09,18.0
1989-06-12,17.875
1989-06-13,17.5
1989-06-14,17.5
1989-06-15,17.625
1989-06-16,17.75
1989-06-19,17.75
1989-06-20,17.75
1989-06-21,17.75
1989-06-22,17.25
1989-06-23,17.875
1989-06-26,17.75
1989-06-27,19.0
1989-06-28,20.0
1989-06-29,19.125
1989-06-30,19.25
1989-07-03,19.375
1989-07-05,19.125
1989-07-06,19.25
1989-07-07,19.5
1989-07-10,19.75
1989-07-11,19.875
1989-07-12,19.875
1989-07-13,19.5
1989-07-14,19.75
1989-07-17,20.125
1989-07-18,19.875
1989-07-19,19.625
1989-07-20,19.25
1989-07-21,19.375
1989-07-24,18.75
1989-07-25,18.75
1989-07-26,18.875
1989-07-27,20.0
1989-07-28,19.75
1989-07-31,20.0
1989-08-01,19.875
1989-08-02,20.25
1989-08-03,20.0
1989-08-04,20.0
1989-08-07,20.625
1989-08-08,20.375
1989-08-09,20.375
1989-08-10,20.5
1989-08-11,20.0
1989-08-14,19.75
1989-08-15,19.5
1989-08-16,19.625
1989-08-17,19.5
1989-08-18,19.875
1989-08-21,19.75
1989-08-22,19.875
1989-08-23,21.0
1989-08-24,21.375
1989-08-25,21.75
1989-08-28,21.75
1989-08-29,21.5
1989-08-30,21.5
1989-08-31,22.375
1989-09-01,22.5
1989-09-05,22.625
1989-09-06,22.375
1989-09-07,22.625
1989-09-08,22.875
1989-09-11,22.375
1989-09-12,22.375
1989-09-13,22.375
1989-09-14,21.875
1989-09-15,22.25
1989-09-18,22.375
1989-09-19,22.0
1989-09-20,21.625
1989-09-21,21.125
1989-09-22,21.5
1989-09-25,21.25
1989-09-26,21.25
1989-09-27,21.375
1989-09-28,21.375
1989-09-29,21.0
1989-10-02,21.75
1989-10-03,22.25
1989-10-04,22.625
1989-10-05,22.5
1989-10-06,23.0
1989-10-09,23.0
1989-10-10,23.0
1989-10-11,22.875
1989-10-12,22.875
1989-10-13,20.875
1989-10-16,22.0
1989-10-17,22.125
1989-10-18,22.375
1989-10-19,23.0
1989-10-20,23.0
1989-10-23,22.75
1989-10-24,22.875
1989-10-25,21.75
1989-10-26,21.0
1989-10-27,20.75
1989-10-30,20.625
1989-10-31,21.375
1989-11-01,21.875
1989-11-02,21.625
1989-11-03,21.5
1989-11-06,21.0
1989-11-07,21.375
1989-11-08,21.5
1989-11-09,21.25
1989-11-10,21.375
1989-11-13,22.125
1989-11-14,23.0
1989-11-15,24.25
1989-11-16,23.875
1989-11-17,24.0
1989-11-20,23.25
1989-11-21,23.25
1989-11-22,23.125
1989-11-24,23.75
1989-11-27,24.125
1989-11-28,24.125
1989-11-29,24.125
1989-11-30,24.5
1989-12-01,24.375
1989-12-04,24.25
1989-12-05,24.375
1989-12-06,24.375
1989-12-07,25.125
1989-12-08,25.5
1989-12-11,25.5
1989-12-12,26.75
1989-12-13,26.875
1989-12-14,26.375
1989-12-15,25.75
1989-12-18,24.625
1989-12-19,25.0
1989-12-20,25.5
1989-12-21,24.875
1989-12-22,24.625
1989-12-26,25.0
1989-12-27,25.5
1989-12-28,25.625
1989-12-29,25.5
1990-01-02,25.875
1990-01-03,25.5
1990-01-04,24.875
1990-01-05,24.75
1990-01-08,25.0
1990-01-09,24.875
1990-01-10,25.25
1990-01-11,25.75
1990-01-12,25.0
1990-01-15,24.5
1990-01-16,24.875
1990-01-17,24.125
1990-01-18,24.25
1990-01-19,25.125
1990-01-22,24.375
1990-01-23,23.5
1990-01-24,23.875
1990-01-25,22.875
1990-01-26,22.875
1990-01-29,23.125
1990-01-30,23.0
1990-01-31,23.625
1990-02-01,24.125
1990-02-02,24.75
1990-02-05,25.875
1990-02-06,25.5
1990-02-07,26.625
1990-02-08,26.875
1990-02-09,26.875
1990-02-12,26.75
1990-02-13,26.875
1990-02-14,26.375
1990-02-15,26.625
1990-02-16,26.875
1990-02-20,27.5
1990-02-21,27.5
1990-02-22,26.0
1990-02-23,25.375
1990-02-26,25.625
1990-02-27,25.375
1990-02-28,25.625
1990-03-01,26.0
1990-03-02,26.0
1990-03-05,26.375
1990-03-06,26.875
1990-03-07,27.125
1990-03-08,26.75
1990-03-09,26.625
1990-03-12,26.625
1990-03-13,26.375
1990-03-14,26.625
1990-03-15,27.125
1990-03-16,28.0
1990-03-19,28.125
1990-03-20,28.5
1990-03-21,28.25
1990-03-22,27.0
1990-03-23,27.25
1990-03-26,26.5
1990-03-27,26.75
1990-03-28,27.75
1990-03-29,27.75
1990-03-30,27.625
1990-04-02,27.75
1990-04-03,28.625
1990-04-04,28.25
1990-04-05,28.25
1990-04-06,28.25
1990-04-09,28.0
1990-04-10,27.25
1990-04-11,25.875
1990-04-12,26.125
1990-04-16,25.875
1990-04-17,26.0
1990-04-18,26.25
1990-04-19,25.5
1990-04-20,25.625
1990-04-23,25.5
1990-04-24,26.125
1990-04-25,26.0
1990-04-26,26.0
1990-04-27,25.625
1990-04-30,25.75
1990-05-01,26.5
1990-05-02,26.875
1990-05-03,26.875
1990-05-04,27.125
1990-05-07,27.375
1990-05-08,27.5
1990-05-09,27.5
1990-05-10,27.25
1990-05-11,28.75
1990-05-14,29.0
1990-05-15,29.0
1990-05-16,28.625
1990-05-17,29.0
1990-05-18,29.25
1990-05-21,29.375
1990-05-22,29.125
1990-05-23,28.875
1990-05-24,27.75
1990-05-25,27.375
1990-05-29,28.25
1990-05-30,29.0
1990-05-31,29.25
1990-06-01,29.25
1990-06-04,29.625
1990-06-05,27.625
1990-06-06,27.375
1990-06-07,27.125
1990-06-08,27.0
1990-06-11,27.875
1990-06-12,28.875
1990-06-13,28.5
1990-06-14,28.0
1990-06-15,28.75
1990-06-18,28.0
1990-06-19,28.125
1990-06-20,28.375
1990-06-21,28.375
1990-06-22,27.625
1990-06-25,27.375
1990-06-26,27.0
1990-06-27,27.125
1990-06-28,27.75
1990-06-29,27.25
1990-07-02,26.875
1990-07-03,26.875
1990-07-05,26.375
1990-07-06,26.125
1990-07-09,26.125
1990-07-10,26.375
1990-07-11,27.75
1990-07-12,29.375
1990-07-13,28.875
1990-07-16,29.125
1990-07-17,29.25
1990-07-18,28.5
1990-07-19,29.5
1990-07-20,29.875
1990-07-23,29.0
1990-07-24,29.875
1990-07-25,30.125
1990-07-26,29.875
1990-07-27,30.375
1990-07-30,31.0
1990-07-31,31.5
1990-08-01,32.0
1990-08-02,33.375
1990-08-03,32.375
1990-08-06,33.125
1990-08-07,32.875
1990-08-08,32.25
1990-08-09,32.125
1990-08-10,32.875
1990-08-13,32.625
1990-08-14,32.75
1990-08-15,31.5
1990-08-16,31.125
1990-08-17,31.375
1990-08-20,31.875
1990-08-21,32.25
1990-08-22,31.0
1990-08-23,29.125
1990-08-24,30.0
1990-08-27,29.75
1990-08-28,30.0
1990-08-29,30.375
1990-08-30,29.75
1990-08-31,30.5
1990-09-04,31.875
1990-09-05,32.0
1990-09-06,31.875
1990-09-07,31.75
1990-09-10,31.125
1990-09-11,31.375
1990-09-12,31.625
1990-09-13,31.75
1990-09-14,32.5
1990-09-17,33.0
1990-09-18,32.5
1990-09-19,32.125
1990-09-20,31.375
1990-09-21,31.75
1990-09-24,31.75
1990-09-25,30.75
1990-09-26,29.5
1990-09-27,29.125
1990-09-28,29.0
1990-10-01,27.375
1990-10-02,28.0
1990-10-03,29.125
1990-10-04,29.375
1990-10-05,29.0
1990-10-08,29.0
1990-10-09,29.0
1990-10-10,27.875
1990-10-11,26.75
1990-10-12,27.125
1990-10-15,27.125
1990-10-16,26.875
1990-10-17,26.5
1990-10-18,26.375
1990-10-19,27.75
1990-10-22,28.125
1990-10-23,28.5
1990-10-24,28.875
1990-10-25,28.875
1990-10-26,28.75
1990-10-29,27.375
1990-10-30,27.25
1990-10-31,26.5
1990-11-01,27.0
1990-11-02,27.875
1990-11-05,28.0
1990-11-06,27.25
1990-11-07,26.5
1990-11-08,27.0
1990-11-09,27.625
1990-11-12,26.75
1990-11-13,26.375
1990-11-14,26.875
1990-11-15,26.25
1990-11-16,25.625
1990-11-19,25.125
1990-11-20,25.0
1990-11-21,25.25
1990-11-23,24.875
1990-11-26,25.625
1990-11-27,27.625
1990-11-28,27.25
1990-11-29,27.0
1990-11-30,27.5
1990-12-03,27.25
1990-12-04,27.125
1990-12-05,25.75
1990-12-06,26.25
1990-12-07,25.75
1990-12-10,26.375
1990-12-11,25.625
1990-12-12,25.375
1990-12-13,26.125
1990-12-14,26.25
1990-12-17,25.625
1990-12-18,25.25
1990-12-19,25.375
1990-12-20,24.875
1990-12-21,24.625
1990-12-24,24.625
1990-12-26,25.125
1990-12-27,24.5
1990-12-28,25.0
1990-12-31,25.625
1991-01-02,25.25
1991-01-03,24.75
1991-01-04,23.5
1991-01-07,23.125
1991-01-08,23.875
1991-01-09,22.75
1991-01-10,22.875
1991-01-11,21.625
1991-01-14,21.625
1991-01-15,22.875
1991-01-16,22.5
1991-01-17,23.125
1991-01-18,23.875
1991-01-21,23.375
1991-01-22,23.5
1991-01-23,24.0
1991-01-24,24.5
1991-01-25,24.75
1991-01-28,24.625
1991-01-29,24.25
1991-01-30,24.875
1991-01-31,24.875
1991-02-01,24.375
1991-02-04,24.875
1991-02-05,24.5
1991-02-06,26.5
1991-02-07,27.0
1991-02-08,27.5
1991-02-11,28.125
1991-02-12,27.375
1991-02-13,26.875
1991-02-14,26.25
1991-02-15,25.75
1991-02-19,26.0
1991-02-20,25.5
1991-02-21,25.375
1991-02-22,26.625
1991-02-25,28.375
1991-02-26,28.625
1991-02-27,29.875
1991-02-28,29.875
1991-03-01,29.0
1991-03-04,28.375
1991-03-05,28.625
1991-03-06,28.0
1991-03-07,28.25
1991-03-08,28.25
1991-03-11,27.25
1991-03-12,26.25
1991-03-13,26.75
1991-03-14,27.0
1991-03-15,27.25
1991-03-18,27.375
1991-03-19,28.0
1991-03-20,28.25
1991-03-21,27.5
1991-03-22,26.875
1991-03-25,27.625
1991-03-26,27.0
1991-03-27,26.875
1991-03-28,26.875
1991-04-01,26.125
1991-04-02,26.875
1991-04-03,26.125
1991-04-04,26.375
1991-04-05,27.0
1991-04-08,27.625
1991-04-09,26.75
1991-04-10,26.375
1991-04-11,26.125
1991-04-12,26.75
1991-04-15,26.625
1991-04-16,27.5
1991-04-17,27.25
1991-04-18,28.0
1991-04-19,29.0
1991-04-22,28.75
1991-04-23,28.75
1991-04-24,29.125
1991-04-25,29.625
1991-04-26,28.5
1991-04-29,27.875
1991-04-30,28.5
1991-05-01,29.25
1991-05-02,29.0
1991-05-03,28.75
1991-05-06,28.375
1991-05-07,28.625
1991-05-08,29.0
1991-05-09,30.0
1991-05-10,29.625
1991-05-13,29.25
1991-05-14,28.375
1991-05-15,28.125
1991-05-16,28.375
1991-05-17,28.25
1991-05-20,28.0
1991-05-21,27.875
1991-05-22,27.625
1991-05-23,26.875
1991-05-24,26.875
1991-05-28,27.0
1991-05-29,26.75
1991-05-30,27.125
1991-05-31,28.5
1991-06-03,28.75
1991-06-04,27.875
1991-06-05,26.875
1991-06-06,26.75
1991-06-07,26.5
1991-06-10,26.75
1991-06-11,26.875
1991-06-12,26.125
1991-06-13,26.0
1991-06-14,25.75
1991-06-17,25.75
1991-06-18,25.625
1991-06-19,25.25
1991-06-20,24.375
1991-06-21,24.625
1991-06-24,23.5
1991-06-25,23.25
1991-06-26,23.25
1991-06-27,23.875
1991-06-28,23.5
1991-07-01,23.375
1991-07-02,22.75
1991-07-03,22.875
1991-07-05,22.75
1991-07-08,23.25
1991-07-09,23.25
1991-07-10,23.0
1991-07-11,23.5
1991-07-12,24.75
1991-07-15,25.625
1991-07-16,25.75
1991-07-17,26.125
1991-07-18,27.125
1991-07-19,27.375
1991-07-22,26.75
1991-07-23,24.875
1991-07-24,24.75
1991-07-25,25.25
1991-07-26,24.875
1991-07-29,25.875
1991-07-30,26.25
1991-07-31,26.125
1991-08-01,26.0
1991-08-02,26.25
1991-08-05,26.0
1991-08-06,26.375
1991-08-07,26.25
1991-08-08,26.375
1991-08-09,25.625
1991-08-12,25.25
1991-08-13,24.5
1991-08-14,24.875
1991-08-15,24.5
1991-08-16,24.5
1991-08-19,23.875
1991-08-20,23.625
1991-08-21,24.625
1991-08-22,24.75
1991-08-23,24.75
1991-08-26,25.875
1991-08-27,26.5
1991-08-28,26.625
1991-08-29,26.5
1991-08-30,27.0
1991-09-03,26.75
1991-09-04,26.75
1991-09-05,26.75
1991-09-06,26.5
1991-09-09,25.625
1991-09-10,24.75
1991-09-11,25.0
1991-09-12,25.25
1991-09-13,24.25
1991-09-16,24.0
1991-09-17,24.125
1991-09-18,24.625
1991-09-19,24.375
1991-09-20,23.75
1991-09-23,23.75
1991-09-24,24.875
1991-09-25,24.5
1991-09-26,24.5
1991-09-27,24.5
1991-09-30,24.5
1991-10-01,23.375
1991-10-02,23.25
1991-10-03,23.25
1991-10-04,23.25
1991-10-07,23.5
1991-10-08,23.375
1991-10-09,23.5
1991-10-10,24.25
1991-10-11,24.375
1991-10-14,25.5
1991-10-15,25.0
1991-10-16,24.875
1991-10-17,25.25
1991-10-18,25.875
1991-10-21,26.0
1991-10-22,25.0
1991-10-23,25.5
1991-10-24,24.5
1991-10-25,25.0
1991-10-28,26.0
1991-10-29,25.875
1991-10-30,25.75
1991-10-31,25.875
1991-11-01,24.875
1991-11-04,24.75
1991-11-05,24.875
1991-11-06,24.375
1991-11-07,23.0
1991-11-08,22.875
1991-11-11,22.875
1991-11-12,22.5
1991-11-13,22.875
1991-11-14,22.0
1991-11-15,21.25
1991-11-18,21.25
1991-11-19,20.625
1991-11-20,20.375
1991-11-21,20.375
1991-11-22,20.125
1991-11-25,19.125
1991-11-26,18.75
1991-11-27,18.375
1991-11-29,18.75
1991-12-02,18.375
1991-12-03,18.625
1991-12-04,18.625
1991-12-05,18.375
1991-12-06,19.125
1991-12-09,19.375
1991-12-10,19.0
1991-12-11,18.375
1991-12-12,18.375
1991-12-13,18.75
1991-12-16,19.0
1991-12-17,19.25
1991-12-18,19.0
1991-12-19,18.875
1991-12-20,18.375
1991-12-23,18.75
1991-12-24,19.25
1991-12-26,19.0
1991-12-27,18.875
1991-12-30,19.5
1991-12-31,19.25
1992-01-02,20.375
1992-01-03,20.125
1992-01-06,20.5
1992-01-07,19.75
1992-01-08,19.0
1992-01-09,19.125
1992-01-10,19.125
1992-01-13,19.125
1992-01-14,20.0
1992-01-15,19.875
1992-01-16,20.375
1992-01-17,20.125
1992-01-20,20.75
1992-01-21,21.25
1992-01-22,21.0
1992-01-23,20.75
1992-01-24,20.375
1992-01-27,20.375
1992-01-28,20.0
1992-01-29,19.875
1992-01-30,19.875
1992-01-31,19.625
1992-02-03,19.75
1992-02-04,19.875
1992-02-05,19.5
1992-02-06,19.5
1992-02-07,19.625
1992-02-10,20.0
1992-02-11,20.25
1992-02-12,20.375
1992-02-13,19.625
1992-02-14,19.5
1992-02-18,18.625
1992-02-19,18.75
1992-02-20,19.25
1992-02-21,19.25
1992-02-24,19.125
1992-02-25,19.0
1992-02-26,19.125
1992-02-27,19.0
1992-02-28,19.0
1992-03-02,19.0
1992-03-03,19.125
1992-03-04,18.75
1992-03-05,19.0
1992-03-06,19.25
1992-03-09,19.25
1992-03-10,18.625
1992-03-11,18.125
1992-03-12,18.25
1992-03-13,18.25
1992-03-16,18.0
1992-03-17,17.875
1992-03-18,17.875
1992-03-19,17.0
1992-03-20,17.125
1992-03-23,17.25
1992-03-24,17.0
1992-03-25,17.0
1992-03-26,16.75
1992-03-27,16.625
1992-03-30,16.875
1992-03-31,16.75
1992-04-01,16.375
1992-04-02,16.375
1992-04-03,16.625
1992-04-06,17.75
1992-04-07,17.75
1992-04-08,18.0
1992-04-09,17.875
1992-04-10,17.625
1992-04-13,18.125
