Date,CLB
1997-12-11,8.984375
1997-12-12,8.953125
1997-12-15,8.96875
1997-12-16,8.875
1997-12-17,8.5
1997-12-18,8.515625
1997-12-19,8.53125
1997-12-22,7.875
1997-12-23,7.25
1997-12-24,7.375
1997-12-26,7.25
1997-12-29,7.8125
1997-12-30,8.5625
1997-12-31,9.03125
1998-01-02,8.8125
1998-01-05,8.8125
1998-01-06,8.25
1998-01-07,7.875
1998-01-08,8.125
1998-01-09,7.5
1998-01-12,7.5
1998-01-13,7.5
1998-01-14,8.4375
1998-01-15,8.375
1998-01-16,9.0625
1998-01-20,9.5
1998-01-21,9.1875
1998-01-22,9.0
1998-01-23,9.0
1998-01-26,9.0
1998-01-27,8.9375
1998-01-28,9.125
1998-01-29,9.9375
1998-01-30,9.875
1998-02-02,9.9375
1998-02-03,9.78125
1998-02-04,9.8125
1998-02-05,9.75
1998-02-06,9.625
1998-02-09,9.3125
1998-02-10,9.375
1998-02-11,9.1875
1998-02-12,9.3125
1998-02-13,10.0625
1998-02-17,10.625
1998-02-18,11.0625
1998-02-19,11.0
1998-02-20,10.625
1998-02-23,10.3125
1998-02-24,10.0
1998-02-25,10.25
1998-02-26,10.125
1998-02-27,10.25
1998-03-02,10.0
1998-03-03,10.125
1998-03-04,10.1875
1998-03-05,10.4375
1998-03-06,10.5
1998-03-09,9.875
1998-03-10,10.375
1998-03-11,10.25
1998-03-12,10.4375
1998-03-13,10.125
1998-03-16,10.3125
1998-03-17,10.125
1998-03-18,10.625
1998-03-19,10.5
1998-03-20,10.5
1998-03-23,11.4375
1998-03-24,11.15625
1998-03-25,11.0
1998-03-26,11.75
1998-03-27,12.125
1998-03-30,11.875
1998-03-31,12.1875
1998-04-01,12.40625
1998-04-02,12.5
1998-04-03,12.6875
1998-04-06,12.625
1998-04-07,12.75
1998-04-08,13.5625
1998-04-09,13.625
1998-04-13,13.0625
1998-04-14,13.4375
1998-04-15,13.4375
1998-04-16,13.3125
1998-04-17,13.25
1998-04-20,13.1875
1998-04-21,13.0
1998-04-22,13.75
1998-04-23,13.5625
1998-04-24,13.5
1998-04-27,13.4375
1998-04-28,13.75
1998-04-29,13.75
1998-04-30,14.1875
1998-05-01,14.5625
1998-05-04,14.6875
1998-05-05,14.5625
1998-05-06,14.03125
1998-05-07,14.65625
1998-05-08,14.65625
1998-05-11,14.75
1998-05-12,14.8125
1998-05-13,14.78125
1998-05-14,14.5625
1998-05-15,14.5625
1998-05-18,14.125
1998-05-19,13.9375
1998-05-20,13.5625
1998-05-21,13.78125
1998-05-22,13.90625
1998-05-26,13.5
1998-05-27,12.96875
1998-05-28,13.3125
1998-05-29,13.21875
1998-06-01,13.0
1998-06-02,12.90625
1998-06-03,12.625
1998-06-04,12.5625
1998-06-05,13.1875
1998-06-08,13.75
1998-06-09,13.65625
1998-06-10,13.90625
1998-06-11,13.25
1998-06-12,13.3125
1998-06-15,13.15625
1998-06-16,12.75
1998-06-17,12.875
1998-06-18,12.21875
1998-06-19,12.0
1998-06-22,12.1875
1998-06-23,12.15625
1998-06-24,12.40625
1998-06-25,12.1875
1998-06-26,11.5625
1998-06-29,10.4375
1998-06-30,10.8125
1998-07-01,12.75
1998-07-02,13.40625
1998-07-06,13.78125
1998-07-07,12.5
1998-07-08,13.0
1998-07-09,13.0
1998-07-10,12.875
1998-07-13,12.40625
1998-07-14,12.0
1998-07-15,12.75
1998-07-16,12.875
1998-07-17,13.125
1998-07-20,13.0
1998-07-21,12.40625
1998-07-22,11.96875
1998-07-23,11.46875
1998-07-24,11.09375
1998-07-27,11.0
1998-07-28,11.34375
1998-07-29,11.21875
1998-07-30,10.46875
1998-07-31,10.46875
1998-08-03,10.71875
1998-08-04,9.96875
1998-08-05,9.46875
1998-08-06,10.09375
1998-08-07,10.125
1998-08-10,9.375
1998-08-11,9.0
1998-08-12,9.25
1998-08-13,9.1875
1998-08-14,9.03125
1998-08-17,8.9375
1998-08-18,8.75
1998-08-19,9.0625
1998-08-20,9.125
1998-08-21,8.875
1998-08-24,9.28125
1998-08-25,8.90625
1998-08-26,7.5625
1998-08-27,7.0
1998-08-28,6.84375
1998-08-31,6.0625
1998-09-01,7.0
1998-09-02,7.125
1998-09-03,6.90625
1998-09-04,7.25
1998-09-08,7.75
1998-09-09,7.75
1998-09-10,8.0
1998-09-11,8.4375
1998-09-14,9.375
1998-09-15,9.3125
1998-09-16,9.34375
1998-09-17,9.28125
1998-09-18,9.28125
1998-09-21,9.25
1998-09-22,9.09375
1998-09-23,9.34375
1998-09-24,9.21875
1998-09-25,8.8125
1998-09-28,9.0
1998-09-29,8.9375
1998-09-30,8.625
1998-10-01,8.0625
1998-10-02,8.0
1998-10-05,8.03125
1998-10-06,8.1875
1998-10-07,7.59375
1998-10-08,6.96875
1998-10-09,7.40625
1998-10-12,7.84375
1998-10-13,8.40625
1998-10-14,8.0625
1998-10-15,8.96875
1998-10-16,9.21875
1998-10-19,9.25
1998-10-20,9.34375
1998-10-21,9.4375
1998-10-22,10.25
1998-10-23,10.15625
1998-10-26,10.8125
1998-10-27,11.4375
1998-10-28,11.09375
1998-10-29,11.15625
1998-10-30,11.28125
1998-11-02,11.78125
1998-11-03,12.03125
1998-11-04,12.34375
1998-11-05,11.59375
1998-11-06,11.5
1998-11-09,11.0625
1998-11-10,10.90625
1998-11-11,10.8125
1998-11-12,10.4375
1998-11-13,10.875
1998-11-16,10.5625
1998-11-17,10.0625
1998-11-18,9.96875
1998-11-19,10.375
1998-11-20,11.1875
1998-11-23,11.34375
1998-11-24,10.5625
1998-11-25,10.375
1998-11-27,10.40625
1998-11-30,9.46875
1998-12-01,8.96875
1998-12-02,8.28125
1998-12-03,7.4375
1998-12-04,7.84375
1998-12-07,8.5
1998-12-08,8.90625
1998-12-09,8.71875
1998-12-10,8.5625
1998-12-11,8.625
1998-12-14,8.4375
1998-12-15,8.40625
1998-12-16,8.5
1998-12-17,8.46875
1998-12-18,8.34375
1998-12-21,8.375
1998-12-22,8.46875
1998-12-23,8.46875
1998-12-24,8.4375
1998-12-28,8.40625
1998-12-29,8.34375
1998-12-30,8.4375
1998-12-31,9.5625
1999-01-04,9.90625
1999-01-05,10.0625
1999-01-06,10.4375
1999-01-07,10.40625
1999-01-08,10.65625
1999-01-11,11.53125
1999-01-12,11.375
1999-01-13,11.1875
1999-01-14,11.34375
1999-01-15,11.375
1999-01-19,10.8125
1999-01-20,10.90625
1999-01-21,10.59375
1999-01-22,10.5625
1999-01-25,10.40625
1999-01-26,9.96875
1999-01-27,9.9375
1999-01-28,10.0625
1999-01-29,10.0
1999-02-01,10.0625
1999-02-02,9.96875
1999-02-03,9.9375
1999-02-04,9.78125
1999-02-05,9.75
1999-02-08,9.53125
1999-02-09,9.59375
1999-02-10,9.46875
1999-02-11,9.5
1999-02-12,9.65625
1999-02-16,9.59375
1999-02-17,9.53125
1999-02-18,9.375
1999-02-19,9.15625
1999-02-22,9.34375
1999-02-23,9.125
1999-02-24,9.125
1999-02-25,9.21875
1999-02-26,9.21875
1999-03-01,9.3125
1999-03-02,9.125
1999-03-03,9.1875
1999-03-04,9.5625
1999-03-05,9.5625
1999-03-08,10.0
1999-03-09,9.96875
1999-03-10,10.71875
1999-03-11,11.34375
1999-03-12,12.46875
1999-03-15,11.875
1999-03-16,11.46875
1999-03-17,11.5625
1999-03-18,12.625
1999-03-19,12.78125
1999-03-22,12.59375
1999-03-23,12.40625
1999-03-24,11.59375
1999-03-25,8.46875
1999-03-26,8.8125
1999-03-29,9.1875
1999-03-30,9.0
1999-03-31,8.8125
1999-04-01,8.71875
1999-04-05,8.8125
1999-04-06,6.28125
1999-04-07,6.53125
1999-04-08,6.84375
1999-04-09,6.90625
1999-04-12,6.625
1999-04-13,6.65625
1999-04-14,6.59375
1999-04-15,6.59375
1999-04-16,7.09375
1999-04-19,8.71875
1999-04-20,8.53125
1999-04-21,8.03125
1999-04-22,8.3125
1999-04-23,8.21875
1999-04-26,8.0
1999-04-27,8.125
1999-04-28,8.28125
1999-04-29,8.8125
1999-04-30,9.0
1999-05-03,8.78125
1999-05-04,8.875
1999-05-05,8.34375
1999-05-06,8.15625
1999-05-07,8.0625
1999-05-10,7.8125
1999-05-11,8.21875
1999-05-12,8.34375
1999-05-13,8.4375
1999-05-14,8.40625
1999-05-17,8.40625
1999-05-18,8.1875
1999-05-19,7.71875
1999-05-20,7.96875
1999-05-21,8.03125
1999-05-24,7.96875
1999-05-25,7.84375
1999-05-26,7.8125
1999-05-27,7.875
1999-05-28,7.8125
1999-06-01,7.53125
1999-06-02,7.46875
1999-06-03,7.53125
1999-06-04,7.4375
1999-06-07,7.4375
1999-06-08,7.34375
1999-06-09,7.25
1999-06-10,7.28125
1999-06-11,7.125
1999-06-14,7.1875
1999-06-15,7.09375
1999-06-16,7.03125
1999-06-17,7.0625
1999-06-18,7.0625
1999-06-21,6.90625
1999-06-22,6.84375
1999-06-23,6.9375
1999-06-24,6.875
1999-06-25,6.9375
1999-06-28,7.0
1999-06-29,6.9375
1999-06-30,7.0
1999-07-01,7.6875
1999-07-02,8.46875
1999-07-06,9.125
1999-07-07,9.25
1999-07-08,9.25
1999-07-09,9.9375
1999-07-12,10.0
1999-07-13,9.71875
1999-07-14,9.5
1999-07-15,9.375
1999-07-16,9.25
1999-07-19,9.1875
1999-07-20,8.71875
1999-07-21,8.59375
1999-07-22,8.5
1999-07-23,8.46875
1999-07-26,8.25
1999-07-27,8.65625
1999-07-28,9.0625
1999-07-29,9.0
1999-07-30,9.625
1999-08-02,9.53125
1999-08-03,9.53125
1999-08-04,9.5
1999-08-05,9.4375
1999-08-06,9.34375
1999-08-09,9.46875
1999-08-10,9.53125
1999-08-11,9.78125
1999-08-12,9.0625
1999-08-13,9.46875
1999-08-16,9.34375
1999-08-17,9.46875
1999-08-18,9.5625
1999-08-19,9.96875
1999-08-20,9.75
1999-08-23,9.4375
1999-08-24,9.6875
1999-08-25,9.8125
1999-08-26,9.5625
1999-08-27,9.71875
1999-08-30,9.59375
1999-08-31,9.5625
1999-09-01,9.53125
1999-09-02,9.3125
1999-09-03,9.15625
1999-09-07,9.59375
1999-09-08,9.5625
1999-09-09,10.0
1999-09-10,10.59375
1999-09-13,10.625
1999-09-14,10.40625
1999-09-15,10.1875
1999-09-16,10.1875
1999-09-17,10.4375
1999-09-20,10.5625
1999-09-21,10.53125
1999-09-22,10.15625
1999-09-23,10.125
1999-09-24,9.90625
1999-09-27,9.8125
1999-09-28,9.46875
1999-09-29,9.53125
1999-09-30,9.375
1999-10-01,9.375
1999-10-04,9.21875
1999-10-05,8.96875
1999-10-06,9.0
1999-10-07,8.90625
1999-10-08,8.5
1999-10-11,9.03125
1999-10-12,9.4375
1999-10-13,9.28125
1999-10-14,9.40625
1999-10-15,8.9375
1999-10-18,9.0
1999-10-19,9.125
1999-10-20,9.28125
1999-10-21,9.59375
1999-10-22,10.125
1999-10-25,9.59375
1999-10-26,9.53125
1999-10-27,9.4375
1999-10-28,9.5
1999-10-29,9.1875
1999-11-01,9.125
1999-11-02,8.625
1999-11-03,8.625
1999-11-04,8.625
1999-11-05,8.84375
1999-11-08,9.03125
1999-11-09,9.15625
1999-11-10,9.65625
1999-11-11,9.4375
1999-11-12,9.59375
1999-11-15,9.46875
1999-11-16,9.6875
1999-11-17,10.53125
1999-11-18,10.84375
1999-11-19,11.03125
1999-11-22,11.0
1999-11-23,10.625
1999-11-24,10.65625
1999-11-26,10.65625
1999-11-29,10.625
1999-11-30,10.4375
1999-12-01,10.5
1999-12-02,10.46875
1999-12-03,10.53125
1999-12-06,9.8125
1999-12-07,9.3125
1999-12-08,9.34375
1999-12-09,9.0
1999-12-10,8.9375
1999-12-13,9.125
1999-12-14,9.125
1999-12-15,9.6875
1999-12-16,9.8125
1999-12-17,9.75
1999-12-20,9.78125
1999-12-21,9.8125
1999-12-22,9.875
1999-12-23,10.21875
1999-12-27,10.8125
1999-12-28,10.90625
1999-12-29,10.28125
1999-12-30,9.8125
1999-12-31,10.0
2000-01-03,9.625
2000-01-04,9.8125
2000-01-05,9.625
2000-01-06,9.625
2000-01-07,10.21875
2000-01-10,9.96875
2000-01-11,9.875
2000-01-12,9.8125
2000-01-13,10.28125
2000-01-14,10.375
2000-01-18,10.53125
2000-01-19,10.53125
2000-01-20,10.78125
2000-01-21,10.78125
2000-01-24,10.90625
2000-01-25,10.875
2000-01-26,10.78125
2000-01-27,10.25
2000-01-28,10.28125
2000-01-31,10.28125
2000-02-01,10.75
2000-02-02,10.78125
2000-02-03,10.5
2000-02-04,10.375
2000-02-07,10.71875
2000-02-08,10.09375
2000-02-09,10.0
2000-02-10,10.25
2000-02-11,9.59375
2000-02-14,10.15625
2000-02-15,10.4375
2000-02-16,10.3125
2000-02-17,9.9375
2000-02-18,9.75
2000-02-22,9.5625
2000-02-23,9.6875
2000-02-24,9.875
2000-02-25,10.0
2000-02-28,9.84375
2000-02-29,10.59375
2000-03-01,11.15625
2000-03-02,11.3125
2000-03-03,10.9375
2000-03-06,13.03125
2000-03-07,13.8125
2000-03-08,12.9375
2000-03-09,13.0
2000-03-10,13.0625
2000-03-13,12.9375
2000-03-14,12.75
2000-03-15,11.84375
2000-03-16,12.09375
2000-03-17,12.40625
2000-03-20,12.21875
2000-03-21,12.46875
2000-03-22,13.40625
2000-03-23,13.5
2000-03-24,13.5
2000-03-27,12.96875
2000-03-28,12.8125
2000-03-29,12.875
2000-03-30,13.5625
2000-03-31,14.53125
2000-04-03,15.5
2000-04-04,14.625
2000-04-05,15.09375
2000-04-06,14.9375
2000-04-07,14.8125
2000-04-10,14.5625
2000-04-11,14.59375
2000-04-12,14.625
2000-04-13,14.5
2000-04-14,14.3125
2000-04-17,13.75
2000-04-18,13.75
2000-04-19,14.0625
2000-04-20,14.1875
2000-04-24,14.4375
2000-04-25,14.0
2000-04-26,14.21875
2000-04-27,14.5
2000-04-28,14.1875
2000-05-01,13.96875
2000-05-02,13.53125
2000-05-03,13.375
2000-05-04,13.4375
2000-05-05,13.6875
2000-05-08,13.6875
2000-05-09,13.59375
2000-05-10,13.25
2000-05-11,13.40625
2000-05-12,13.59375
2000-05-15,13.84375
2000-05-16,13.53125
2000-05-17,13.125
2000-05-18,12.75
2000-05-19,11.9375
2000-05-22,11.625
2000-05-23,11.96875
2000-05-24,12.8125
2000-05-25,13.0
2000-05-26,13.03125
2000-05-30,13.21875
2000-05-31,12.9375
2000-06-01,13.4375
2000-06-02,13.53125
2000-06-05,13.34375
2000-06-06,13.625
2000-06-07,13.5
2000-06-08,13.90625
2000-06-09,13.71875
2000-06-12,14.09375
2000-06-13,14.25
2000-06-14,14.4375
2000-06-15,14.375
2000-06-16,14.6875
2000-06-19,14.375
2000-06-20,13.96875
2000-06-21,14.9375
2000-06-22,15.40625
2000-06-23,15.40625
