Date,RSH
2013-08-02,37.639998999999996
2013-08-05,37.639998999999996
2013-08-06,37.639998999999996
2013-08-07,36.130001
2013-08-08,36.130001
2013-08-09,36.130001
2013-08-12,36.740002000000004
2013-08-13,36.740002000000004
2013-08-14,36.740002000000004
2013-08-15,36.740002000000004
2013-08-16,36.740002000000004
2013-08-19,36.740002000000004
2013-08-20,36.740002000000004
2013-08-21,36.740002000000004
2013-08-22,36.740002000000004
2013-08-23,36.740002000000004
2013-08-26,36.740002000000004
2013-08-27,36.740002000000004
2013-08-28,35.009997999999996
2013-08-29,35.009997999999996
2013-08-30,35.009997999999996
2013-09-03,35.009997999999996
2013-09-04,35.009997999999996
2013-09-05,35.009997999999996
2013-09-06,36.990002000000004
2013-09-09,36.990002000000004
2013-09-10,36.990002000000004
2013-09-11,36.990002000000004
2013-09-12,38.18
2013-09-13,38.119999
2013-09-16,38.799999
2013-09-17,38.584998999999996
2013-09-18,39.150002
2013-09-19,39.150002
2013-09-20,40.939999
2013-09-23,40.939999
2013-09-24,40.939999
2013-09-25,40.939999
2013-09-26,40.939999
2013-09-27,41.669998
2013-09-30,41.009997999999996
2013-10-01,41.779999
2013-10-02,41.779999
2013-10-03,41.779999
2013-10-04,41.779999
2013-10-07,41.779999
2013-10-08,41.200001
2013-10-09,41.200001
2013-10-10,40.880001
2013-10-11,40.880001
2013-10-14,40.880001
2013-10-15,40.880001
2013-10-16,40.880001
2013-10-17,40.880001
2013-10-18,40.880001
2013-10-21,40.880001
2013-10-22,42.759997999999996
2013-10-23,43.73
2013-10-24,43.73
2013-10-25,43.73
2013-10-28,43.73
2013-10-29,43.139998999999996
2013-10-30,43.139998999999996
2013-10-31,44.700001
2013-11-01,44.700001
2013-11-04,45.75
2013-11-05,45.75
2013-11-06,45.75
2013-11-07,45.75
2013-11-08,45.75
2013-11-11,45.75
2013-11-12,45.75
2013-11-13,45.75
2013-11-14,45.75
2013-11-15,45.75
2013-11-18,45.75
2013-11-19,45.75
2013-11-20,45.75
2013-11-21,44.549999
2013-11-22,44.549999
2013-11-25,44.549999
2013-11-26,44.549999
2013-11-27,44.549999
2013-11-29,46.189999
2013-12-02,46.189999
2013-12-03,46.189999
2013-12-04,46.189999
2013-12-05,46.189999
2013-12-06,46.189999
2013-12-09,46.189999
2013-12-10,46.189999
2013-12-11,46.189999
2013-12-12,46.189999
2013-12-13,46.189999
2013-12-16,46.189999
2013-12-17,44.57
2013-12-18,44.84
2013-12-19,44.84
2013-12-20,45.689999
2013-12-23,45.689999
2013-12-24,45.689999
2013-12-26,45.689999
2013-12-27,47.0
2013-12-30,47.16
2013-12-31,47.16
2014-01-02,47.369999
2014-01-03,47.369999
2014-01-06,47.369999
2014-01-07,47.369999
2014-01-08,47.369999
2014-01-09,49.549999
2014-01-10,49.549999
2014-01-13,48.790001000000004
2014-01-14,48.0
2014-01-15,48.759997999999996
2014-01-16,48.759997999999996
2014-01-17,48.560001
2014-01-21,48.599998
2014-01-22,48.599998
2014-01-23,47.849998
2014-01-24,47.849998
2014-01-27,47.849998
2014-01-28,47.849998
2014-01-29,47.849998
2014-01-30,47.849998
2014-01-31,47.849998
2014-02-03,47.849998
2014-02-04,45.360001000000004
2014-02-05,45.360001000000004
2014-02-06,45.360001000000004
2014-02-07,45.360001000000004
2014-02-10,45.360001000000004
2014-02-11,45.360001000000004
2014-02-12,47.02
2014-02-13,47.02
2014-02-14,47.02
2014-02-18,49.055
2014-02-19,49.055
2014-02-20,45.0
2014-02-21,44.18
2014-02-24,44.18
2014-02-25,44.18
2014-02-26,44.525002
2014-02-27,44.98
2014-02-28,44.98
2014-03-03,44.09
2014-03-04,44.09
2014-03-05,45.220001
2014-03-06,45.220001
2014-03-07,44.889998999999996
2014-03-10,44.889998999999996
2014-03-11,45.470001
2014-03-12,45.470001
2014-03-13,45.470001
2014-03-14,42.619999
2014-03-17,42.619999
2014-03-18,42.619999
2014-03-19,43.200001
2014-03-20,42.240002000000004
2014-03-21,42.240002000000004
2014-03-24,41.5
2014-03-25,41.5
2014-03-26,42.540001000000004
2014-03-27,42.540001000000004
2014-03-28,42.540001000000004
2014-03-31,42.75
2014-04-01,42.75
2014-04-02,42.75
2014-04-03,42.75
2014-04-04,42.75
2014-04-07,42.75
2014-04-08,42.75
2014-04-09,42.07
2014-04-10,42.07
2014-04-11,42.07
2014-04-14,42.07
2014-04-15,39.470001
2014-04-16,39.470001
2014-04-17,39.470001
2014-04-21,39.470001
2014-04-22,39.470001
2014-04-23,43.400002
2014-04-24,43.529999
2014-04-25,43.529999
2014-04-28,43.040001000000004
2014-04-29,43.040001000000004
2014-04-30,41.849998
2014-05-01,41.849998
2014-05-02,41.849998
2014-05-05,41.849998
2014-05-06,41.849998
2014-05-07,41.849998
2014-05-08,
2014-05-09,
2014-05-12,
2014-05-13,
2014-05-14,
2014-05-15,
2014-05-16,41.849998
2014-05-19,
2014-05-20,
2014-05-21,
2014-05-22,
2014-05-23,
2014-05-27,
2014-05-28,
2014-05-29,
2014-05-30,
2014-06-02,
2014-06-03,
2014-06-04,
2014-06-05,
2014-06-06,
2014-06-09,
2014-06-10,
2014-06-11,
2014-06-12,
2014-06-13,
2014-06-16,
2014-06-17,41.849998
2014-06-18,41.849998
2014-06-19,41.849998
2014-06-20,41.849998
2014-06-23,41.849998
2014-06-24,41.849998
2014-06-25,41.849998
2014-06-26,41.849998
2014-06-27,41.849998
2014-06-30,41.849998
2014-07-01,41.849998
2014-07-02,41.849998
2014-07-03,41.849998
2014-07-07,41.849998
2014-07-08,41.849998
2014-07-09,41.849998
2014-07-10,41.849998
2014-07-11,
2014-07-14,41.849998
2014-07-15,
2014-07-16,
2014-07-17,
2014-07-18,41.849998
2014-07-21,41.849998
2014-07-22,41.849998
2014-07-23,41.849998
2014-07-24,41.849998
2014-07-25,41.849998
2014-07-28,41.849998
2014-07-29,41.849998
2014-07-30,
2014-07-31,41.849998
2014-08-01,41.849998
2014-08-04,41.849998
2014-08-05,
2014-08-06,
2014-08-07,
2014-08-08,41.849998
2014-08-11,41.849998
2014-08-12,
2014-08-13,
2014-08-14,
2014-08-15,
2014-08-18,41.849998
2014-08-19,41.849998
2014-08-20,41.849998
2014-08-21,
2014-08-22,
2014-08-25,
2014-08-26,41.849998
2014-08-27,41.849998
2014-08-28,
2014-08-29,
2014-09-02,
2014-09-03,
2014-09-04,
2014-09-05,
2014-09-08,41.849998
2014-09-09,
2014-09-10,
2014-09-11,
2014-09-12,
2014-09-15,
2014-09-16,
2014-09-17,
2014-09-18,
2014-09-19,
2014-09-22,
2014-09-23,
2014-09-24,
2014-09-25,
2014-09-26,
2014-09-29,
2014-09-30,
2014-10-01,
2014-10-02,
2014-10-03,
2014-10-06,
2014-10-07,
2014-10-08,
2014-10-09,
2014-10-10,
2014-10-13,
2014-10-14,
2014-10-15,41.849998
2014-10-16,41.849998
2014-10-17,41.849998
2014-10-20,41.849998
2014-10-21,41.849998
2014-10-22,41.849998
2014-10-23,41.849998
2014-10-24,41.849998
2014-10-27,
2014-10-28,
2014-10-29,
2014-10-30,41.849998
2014-10-31,41.849998
2014-11-03,
2014-11-04,41.849998
2014-11-05,
2014-11-06,41.849998
2014-11-07,
2014-11-10,41.849998
2014-11-11,
2014-11-12,41.849998
2014-11-13,
2014-11-14,41.849998
2014-11-17,41.849998
2014-11-18,
2014-11-19,41.849998
2014-11-20,
2014-11-21,
2014-11-24,41.849998
2014-11-25,
2014-11-26,41.849998
2014-11-28,41.849998
2014-12-01,
2014-12-02,
2014-12-03,41.849998
2014-12-04,
2014-12-05,41.849998
2014-12-08,
2014-12-09,
2014-12-10,
2014-12-11,
2014-12-12,
2014-12-15,
2014-12-16,
2014-12-17,
2014-12-18,
2014-12-19,
2014-12-22,
2014-12-23,
2014-12-24,41.849998
2014-12-26,
2014-12-29,41.849998
2014-12-30,
2014-12-31,
2015-01-02,
2015-01-05,
2015-01-06,
2015-01-07,
2015-01-08,
2015-01-09,
2015-01-12,
2015-01-13,
2015-01-14,
2015-01-15,
2015-01-16,
2015-01-20,
2015-01-21,
2015-01-22,
2015-01-23,
2015-01-26,
2015-01-27,
2015-01-28,41.849998
2015-01-29,41.849998
2015-01-30,41.849998
2015-02-02,41.849998
2015-02-03,41.849998
2015-02-04,41.849998
2015-02-05,41.849998
2015-02-06,41.849998
2015-02-09,41.849998
2015-02-10,41.849998
2015-02-11,41.849998
2015-02-12,41.849998
2015-02-13,41.849998
2015-02-17,41.849998
2015-02-18,41.849998
2015-02-19,41.849998
2015-02-20,41.849998
2015-02-23,
2015-02-24,
2015-02-25,41.849998
2015-02-26,
2015-02-27,41.849998
2015-03-02,
2015-03-03,41.849998
2015-03-04,41.849998
2015-03-05,
2015-03-06,
2015-03-09,
2015-03-10,
2015-03-11,
2015-03-12,41.849998
2015-03-13,
2015-03-16,
2015-03-17,
2015-03-18,41.849998
2015-03-19,41.849998
2015-03-20,
2015-03-23,
2015-03-24,
2015-03-25,
2015-03-26,
2015-03-27,
2015-03-30,
2015-03-31,
2015-04-01,
2015-04-02,
2015-04-06,41.849998
2015-04-07,41.849998
2015-04-08,
2015-04-09,
2015-04-10,41.849998
2015-04-13,
2015-04-14,
2015-04-15,
2015-04-16,41.849998
2015-04-17,
2015-04-20,
2015-04-21,
2015-04-22,
2015-04-23,
2015-04-24,
2015-04-27,
2015-04-28,
2015-04-29,
2015-04-30,
2015-05-01,
2015-05-04,
2015-05-05,
2015-05-06,
2015-05-07,
2015-05-08,
2015-05-11,
2015-05-12,
2015-05-13,
2015-05-14,41.849998
2015-05-15,41.849998
2015-05-18,41.849998
2015-05-19,41.849998
2015-05-20,41.849998
2015-05-21,41.849998
2015-05-22,41.849998
2015-05-26,41.849998
2015-05-27,41.849998
2015-05-28,41.849998
2015-05-29,41.849998
2015-06-01,41.849998
2015-06-02,41.849998
2015-06-03,41.849998
2015-06-04,
2015-06-05,41.849998
2015-06-08,41.849998
2015-06-09,41.849998
2015-06-10,41.849998
2015-06-11,41.849998
2015-06-12,41.849998
2015-06-15,41.849998
2015-06-16,
2015-06-17,41.849998
2015-06-18,41.849998
2015-06-19,
2015-06-22,41.849998
2015-06-23,
2015-06-24,41.849998
2015-06-25,41.849998
2015-06-26,41.849998
2015-06-29,
2015-06-30,
2015-07-01,
2015-07-02,
2015-07-06,
2015-07-07,41.849998
2015-07-08,
2015-07-09,
2015-07-10,
2015-07-13,
2015-07-14,41.849998
2015-07-15,41.849998
2015-07-16,41.849998
2015-07-17,
2015-07-20,
2015-07-21,
2015-07-22,
2015-07-23,
2015-07-24,41.849998
2015-07-27,
2015-07-28,
2015-07-29,41.849998
2015-07-30,
2015-07-31,
2015-08-03,
2015-08-04,
2015-08-05,
2015-08-06,41.849998
2015-08-07,
2015-08-10,
2015-08-11,
2015-08-12,
2015-08-13,
2015-08-14,
2015-08-17,
2015-08-18,
2015-08-19,
2015-08-20,
2015-08-21,
2015-08-24,
2015-08-25,41.849998
2015-08-26,41.849998
2015-08-27,41.849998
2015-08-28,41.849998
2015-08-31,41.849998
2015-09-01,41.849998
2015-09-02,41.849998
2015-09-03,41.849998
2015-09-04,41.849998
2015-09-08,41.849998
2015-09-09,41.849998
2015-09-10,41.849998
2015-09-11,41.849998
2015-09-14,41.849998
2015-09-15,41.849998
2015-09-16,41.849998
2015-09-17,41.849998
2015-09-18,41.849998
2015-09-21,41.849998
2015-09-22,41.849998
2015-09-23,41.849998
2015-09-24,41.849998
2015-09-25,41.849998
2015-09-28,41.849998
2015-09-29,41.849998
2015-09-30,41.849998
2015-10-01,41.849998
2015-10-02,41.849998
2015-10-05,
2015-10-06,
2015-10-07,
2015-10-08,
2015-10-09,
2015-10-12,
2015-10-13,
2015-10-14,
2015-10-15,
2015-10-16,
2015-10-19,
2015-10-20,
2015-10-21,
2015-10-22,
2015-10-23,
2015-10-26,
2015-10-27,
2015-10-28,
2015-10-29,
2015-10-30,
2015-11-02,
2015-11-03,
2015-11-04,
2015-11-05,
2015-11-06,
2015-11-09,53.830002
2015-11-10,53.619999
2015-11-11,53.77
2015-11-12,53.709998999999996
2015-11-13,53.25
2015-11-16,54.117001
2015-11-17,56.389998999999996
2015-11-18,56.950001
2015-11-19,57.16
2015-11-20,57.498001
2015-11-23,
2015-11-24,
2015-11-25,
2015-11-27,
2015-11-30,
2015-12-01,
2015-12-02,
2015-12-03,58.790001000000004
2015-12-04,56.669998
2015-12-07,58.48
2015-12-08,58.290001000000004
2015-12-09,57.52
2015-12-10,55.990002000000004
2015-12-11,56.68
2015-12-14,55.939999
2015-12-15,55.330002
2015-12-16,56.549999
2015-12-17,56.529999
2015-12-18,56.490002000000004
2015-12-21,56.049999
2015-12-22,56.509997999999996
2015-12-23,57.780998
2015-12-24,57.780998
2015-12-28,58.07
2015-12-29,58.200001
2015-12-30,
2015-12-31,
2016-01-04,
2016-01-05,
2016-01-06,
2016-01-07,
2016-01-08,
2016-01-11,51.060001
2016-01-12,51.16
2016-01-13,52.400002
2016-01-14,51.119999
2016-01-15,50.880001
2016-01-19,49.279999
2016-01-20,48.064999
2016-01-21,47.099998
2016-01-22,48.869999
2016-01-25,50.5
2016-01-26,49.240002000000004
2016-01-27,0.08
2016-01-28,49.384997999999996
2016-01-29,49.445
2016-02-01,49.985001000000004
2016-02-02,49.064999
2016-02-03,47.345001
2016-02-04,47.5
2016-02-05,46.759997999999996
2016-02-08,46.099998
2016-02-09,43.330002
2016-02-10,43.055
2016-02-11,43.27
2016-02-12,42.314999
2016-02-16,43.240002000000004
2016-02-17,43.259997999999996
2016-02-18,46.630001
2016-02-19,46.144001
2016-02-22,46.915001000000004
2016-02-23,46.764
2016-02-24,47.314999
2016-02-25,46.285
2016-02-26,46.889998999999996
2016-02-29,46.997002
2016-03-01,48.638
2016-03-02,49.52
2016-03-03,48.875
2016-03-04,49.082001
2016-03-07,47.956001
2016-03-08,47.935001
2016-03-09,47.660999
2016-03-10,48.202
2016-03-11,47.993999
2016-03-14,
2016-03-15,
2016-03-16,
2016-03-17,
2016-03-18,
2016-03-21,
2016-03-22,
2016-03-23,46.799999
2016-03-24,
2016-03-28,
2016-03-29,
2016-03-30,
2016-03-31,
2016-04-01,
2016-04-04,47.200001
2016-04-05,46.720001
2016-04-06,45.459998999999996
2016-04-07,45.450001
2016-04-08,45.544998
2016-04-11,46.349998
2016-04-12,46.949001
2016-04-13,47.380001
2016-04-14,48.349998
2016-04-15,48.645
2016-04-18,47.700001
2016-04-19,48.939999
2016-04-20,49.055
2016-04-21,49.224998
2016-04-22,48.32
2016-04-25,47.875
2016-04-26,47.445
2016-04-27,46.110001000000004
2016-04-28,46.735001000000004
2016-04-29,47.029999
2016-05-02,47.025002
2016-05-03,46.744999
2016-05-04,46.595001
2016-05-05,46.695
2016-05-06,46.555
2016-05-09,47.044998
2016-05-10,47.52
2016-05-11,46.915001000000004
2016-05-12,46.555
2016-05-13,45.345001
2016-05-16,
2016-05-17,
2016-05-18,
2016-05-19,
2016-05-20,
2016-05-23,
2016-05-24,
2016-05-25,
2016-05-26,47.959998999999996
2016-05-27,48.224998
2016-05-31,48.325001
2016-06-01,48.490002000000004
2016-06-02,48.035
2016-06-03,48.625
2016-06-06,47.23
2016-06-07,47.685001
2016-06-08,47.970001
2016-06-09,47.259997999999996
2016-06-10,44.423
2016-06-13,44.215
2016-06-14,43.181
2016-06-15,43.18
2016-06-16,42.540001000000004
2016-06-17,42.884997999999996
2016-06-20,44.279999
2016-06-21,45.577999
2016-06-22,45.695
2016-06-23,46.264998999999996
2016-06-24,41.271
2016-06-27,35.258998999999996
2016-06-28,36.446999
2016-06-29,
2016-06-30,
2016-07-01,
2016-07-05,
2016-07-06,
2016-07-07,
2016-07-08,
2016-07-11,
2016-07-12,
2016-07-13,
2016-07-14,
2016-07-15,
2016-07-18,
2016-07-19,
2016-07-20,39.0
2016-07-21,38.66
2016-07-22,38.799999
2016-07-25,
2016-07-26,
2016-07-27,
2016-07-28,
2016-07-29,
2016-08-01,
2016-08-02,
2016-08-03,37.955002
2016-08-04,
2016-08-05,
2016-08-08,
2016-08-09,
2016-08-10,
2016-08-11,
2016-08-12,
2016-08-15,
2016-08-16,
2016-08-17,
2016-08-18,
2016-08-19,40.860001000000004
2016-08-22,39.889998999999996
2016-08-23,40.415001000000004
2016-08-24,41.965
2016-08-25,42.025002
2016-08-26,41.195
2016-08-29,41.189999
2016-08-30,41.790001000000004
2016-08-31,42.134997999999996
2016-09-01,42.424999
2016-09-02,41.549999
2016-09-06,41.939999
2016-09-07,41.775002
2016-09-08,42.41
2016-09-09,42.654999
2016-09-12,41.470001
2016-09-13,41.029999
2016-09-14,40.200001
2016-09-15,39.755001
2016-09-16,39.855
2016-09-19,39.535
2016-09-20,39.724998
2016-09-21,39.860001000000004
2016-09-22,40.455002
2016-09-23,41.345001
2016-09-26,41.189999
2016-09-27,41.290001000000004
2016-09-28,41.029999
2016-09-29,42.16
2016-09-30,40.305
2016-10-03,40.799999
2016-10-04,41.77
2016-10-05,42.095001
2016-10-06,42.959998999999996
2016-10-07,42.490002000000004
2016-10-10,41.650002
2016-10-11,43.035
2016-10-12,42.775002
2016-10-13,42.330002
2016-10-14,43.224998
2016-10-17,43.115002000000004
2016-10-18,43.445
2016-10-19,44.665001000000004
2016-10-20,44.419998
2016-10-21,44.375
2016-10-24,46.5
2016-10-25,47.154999
2016-10-26,47.009997999999996
2016-10-27,47.384997999999996
2016-10-28,46.84
2016-10-31,46.740002000000004
2016-11-01,47.235001000000004
2016-11-02,46.325001
2016-11-03,45.869999
2016-11-04,45.82
2016-11-07,46.209998999999996
2016-11-08,46.674999
2016-11-09,46.695
2016-11-10,48.645
2016-11-11,48.275002
2016-11-14,48.810001
2016-11-15,48.709998999999996
2016-11-16,48.404999
2016-11-17,48.119999
2016-11-18,47.965
2016-11-21,48.759997999999996
2016-11-22,49.959998999999996
2016-11-23,50.349998
2016-11-25,49.145
2016-11-28,47.814999
2016-11-29,47.965
2016-11-30,48.0
2016-12-01,47.915001000000004
2016-12-02,47.799999
2016-12-05,48.165001000000004
2016-12-06,47.669998
2016-12-07,49.775002
2016-12-08,50.799999
2016-12-09,50.889998999999996
2016-12-12,50.57
2016-12-13,51.169998
2016-12-14,52.16
2016-12-15,52.610001000000004
2016-12-16,52.279999
2016-12-19,51.810001
2016-12-20,52.209998999999996
2016-12-21,52.389998999999996
2016-12-22,52.200001
2016-12-23,51.860001000000004
2016-12-27,51.860001000000004
2016-12-28,51.939999
2016-12-29,51.669998
2016-12-30,51.43
2017-01-03,52.970001
2017-01-04,54.259997999999996
2017-01-05,53.889998999999996
2017-01-06,53.459998999999996
2017-01-09,54.080002
2017-01-10,53.91
2017-01-11,54.549999
2017-01-12,
2017-01-13,
2017-01-17,
2017-01-18,
2017-01-19,
2017-01-20,
2017-01-23,54.029999
2017-01-24,54.259997999999996
2017-01-25,54.900002
2017-01-26,55.639998999999996
2017-01-27,55.32
2017-01-30,54.09
2017-01-31,54.279999
2017-02-01,54.709998999999996
2017-02-02,54.259997999999996
2017-02-03,54.5
2017-02-06,54.5
2017-02-07,53.82
2017-02-08,54.119999
2017-02-09,53.639998999999996
2017-02-10,54.32
2017-02-13,
2017-02-14,
2017-02-15,
2017-02-16,
2017-02-17,
2017-02-21,
2017-02-22,
2017-02-23,
2017-02-24,
2017-02-27,
2017-02-28,
2017-03-01,
2017-03-02,
2017-03-03,
2017-03-06,
2017-03-07,
2017-03-08,
2017-03-09,
2017-03-10,55.5
2017-03-13,55.060001
2017-03-14,55.66
2017-03-15,55.549999
2017-03-16,56.459998999999996
2017-03-17,56.099998
2017-03-20,56.060001
2017-03-21,
2017-03-22,
2017-03-23,
2017-03-24,
2017-03-27,
2017-03-28,
2017-03-29,
2017-03-30,
2017-03-31,
2017-04-03,
2017-04-04,
2017-04-05,
2017-04-06,
2017-04-07,
2017-04-10,
2017-04-11,
2017-04-12,
2017-04-13,
2017-04-17,
2017-04-18,
2017-04-19,
2017-04-20,
2017-04-21,
2017-04-24,
2017-04-25,
2017-04-26,
2017-04-27,
2017-04-28,
2017-05-01,
2017-05-02,
2017-05-03,
2017-05-04,
2017-05-05,
2017-05-08,
2017-05-09,
2017-05-10,
2017-05-11,
2017-05-12,
2017-05-15,
2017-05-16,
2017-05-17,
2017-05-18,
2017-05-19,
2017-05-22,
2017-05-23,
2017-05-24,
2017-05-25,
2017-05-26,
2017-05-30,
2017-05-31,
2017-06-01,
2017-06-02,
2017-06-05,
2017-06-06,
2017-06-07,
2017-06-08,
2017-06-09,
2017-06-12,
2017-06-13,
2017-06-14,
2017-06-15,
2017-06-16,
2017-06-19,
2017-06-20,
2017-06-21,
2017-06-22,
2017-06-23,
2017-06-26,
2017-06-27,
2017-06-28,
2017-06-29,
2017-06-30,
2017-07-03,
2017-07-05,
2017-07-06,
2017-07-07,
2017-07-10,
2017-07-11,
2017-07-12,
2017-07-13,
2017-07-14,
2017-07-17,
2017-07-18,
2017-07-19,
2017-07-20,
2017-07-21,
2017-07-24,
2017-07-25,
2017-07-26,
2017-07-27,
2017-07-28,
2017-07-31,
2017-08-01,
2017-08-02,
2017-08-03,
2017-08-04,
2017-08-07,
2017-08-08,
2017-08-09,
2017-08-10,
2017-08-11,
2017-08-14,
2017-08-15,
2017-08-16,
2017-08-17,
2017-08-18,
2017-08-21,
2017-08-22,
2017-08-23,
2017-08-24,
2017-08-25,
2017-08-28,
2017-08-29,
2017-08-30,
2017-08-31,
2017-09-01,
2017-09-05,
2017-09-06,
2017-09-07,
2017-09-08,
2017-09-11,
2017-09-12,
2017-09-13,
2017-09-14,
2017-09-15,
2017-09-18,
2017-09-19,
2017-09-20,
2017-09-21,
2017-09-22,
2017-09-25,
2017-09-26,
2017-09-27,
2017-09-28,
2017-09-29,
2017-10-02,
2017-10-03,
2017-10-04,
2017-10-05,52.599998
2017-10-06,
2017-10-09,
2017-10-10,
2017-10-11,
2017-10-12,
2017-10-13,
2017-10-16,
2017-10-17,
2017-10-18,
2017-10-19,
2017-10-20,
2017-10-23,
2017-10-24,
2017-10-25,
2017-10-26,
2017-10-27,
2017-10-30,
2017-10-31,
2017-11-01,
2017-11-02,
2017-11-03,
2017-11-06,
2017-11-07,
2017-11-08,
2017-11-09,
2017-11-10,
2017-11-13,
2017-11-14,
2017-11-15,
2017-11-16,
2017-11-17,
2017-11-20,
2017-11-21,
2017-11-22,
2017-11-24,
2017-11-27,
2017-11-28,
2017-11-29,
2017-11-30,
2017-12-01,
2017-12-04,
2017-12-05,
2017-12-06,
2017-12-07,
2017-12-08,
2017-12-11,
2017-12-12,
2017-12-13,
2017-12-14,
2017-12-15,
2017-12-18,
2017-12-19,
2017-12-20,
2017-12-21,
2017-12-22,
2017-12-26,
2017-12-27,
2017-12-28,
2017-12-29,
2018-01-02,
2018-01-03,
2018-01-04,
2018-01-05,
2018-01-08,
2018-01-09,
2018-01-10,
2018-01-11,
2018-01-12,
2018-01-16,
2018-01-17,
2018-01-18,
2018-01-19,
2018-01-22,
2018-01-23,
2018-01-24,
2018-01-25,
2018-01-26,
2018-01-29,
2018-01-30,
2018-01-31,
2018-02-01,
2018-02-02,
2018-02-05,
2018-02-06,
2018-02-07,
2018-02-08,
2018-02-09,
2018-02-12,
2018-02-13,
2018-02-14,
2018-02-15,
2018-02-16,
2018-02-20,
2018-02-21,
2018-02-22,
2018-02-23,
2018-02-26,
2018-02-27,
2018-02-28,
2018-03-01,
2018-03-02,
2018-03-05,
2018-03-06,
2018-03-07,
2018-03-08,
2018-03-09,
2018-03-12,
2018-03-13,
2018-03-14,
2018-03-15,
2018-03-16,
2018-03-19,
2018-03-20,
2018-03-21,
2018-03-22,
2018-03-23,
2018-03-26,
2018-03-27,
2018-03-28,
2018-03-29,
2018-04-02,
2018-04-03,
2018-04-04,
2018-04-05,
2018-04-06,
2018-04-09,
2018-04-10,
2018-04-11,
2018-04-12,
2018-04-13,
2018-04-16,
2018-04-17,
2018-04-18,
2018-04-19,
2018-04-20,
2018-04-23,
2018-04-24,
2018-04-25,
2018-04-26,
2018-04-27,
2018-04-30,
2018-05-01,
2018-05-02,
2018-05-03,
2018-05-04,
2018-05-07,
2018-05-08,
2018-05-09,
2018-05-10,
2018-05-11,
2018-05-14,
2018-05-15,
2018-05-16,
2018-05-17,
2018-05-18,
2018-05-21,
2018-05-22,
2018-05-23,
2018-05-24,
2018-05-25,
2018-05-29,
2018-05-30,
2018-05-31,
2018-06-01,
2018-06-04,
2018-06-05,
2018-06-06,
2018-06-07,
2018-06-08,
2018-06-11,
2018-06-12,
2018-06-13,
2018-06-14,
2018-06-15,
2018-06-18,
2018-06-19,
2018-06-20,
2018-06-21,
2018-06-22,
2018-06-25,
2018-06-26,
2018-06-27,
2018-06-28,
2018-06-29,
2018-07-02,
2018-07-03,
2018-07-05,
2018-07-06,
2018-07-09,
2018-07-10,
2018-07-11,
2018-07-12,
2018-07-13,
2018-07-16,
2018-07-17,
2018-07-18,
2018-07-19,
2018-07-20,
2018-07-23,
2018-07-24,
2018-07-25,
2018-07-26,
2018-07-27,
2018-07-30,
2018-07-31,
2018-08-01,
2018-08-02,
2018-08-03,
2018-08-06,
2018-08-07,
2018-08-08,
2018-08-09,
2018-08-10,
2018-08-13,
2018-08-14,
2018-08-15,
2018-08-16,
2018-08-17,
2018-08-20,
2018-08-21,
2018-08-22,
2018-08-23,
2018-08-24,
2018-08-27,
2018-08-28,
2018-08-29,
2018-08-30,
2018-08-31,
2018-09-04,
2018-09-05,
2018-09-06,
2018-09-07,
2018-09-10,
2018-09-11,
2018-09-12,
2018-09-13,
2018-09-14,
2018-09-17,
2018-09-18,
2018-09-19,
2018-09-20,
2018-09-21,
2018-09-24,
2018-09-25,
2018-09-26,
2018-09-27,
2018-09-28,
2018-10-01,
2018-10-02,
2018-10-03,
2018-10-04,
2018-10-05,
2018-10-08,
2018-10-09,
2018-10-10,
2018-10-11,
2018-10-12,
2018-10-15,
2018-10-16,
2018-10-17,
2018-10-18,
2018-10-19,
2018-10-22,
2018-10-23,
2018-10-24,
2018-10-25,
2018-10-26,
2018-10-29,
2018-10-30,
2018-10-31,
2018-11-01,
2018-11-02,
2018-11-05,
2018-11-06,
2018-11-07,
2018-11-08,
2018-11-09,
2018-11-12,
2018-11-13,
2018-11-14,
2018-11-15,
2018-11-16,
2018-11-19,
2018-11-20,
2018-11-21,
2018-11-23,
2018-11-26,
2018-11-27,
2018-11-28,
2018-11-29,
2018-11-30,
2018-12-03,
2018-12-04,
2018-12-06,
2018-12-07,
2018-12-10,
2018-12-11,
2018-12-12,
2018-12-13,
2018-12-14,
2018-12-17,
2018-12-18,
2018-12-19,
2018-12-20,
2018-12-21,
2018-12-24,
2018-12-26,
2018-12-27,
2018-12-28,
2018-12-31,
2019-01-02,
2019-01-03,
2019-01-04,
2019-01-07,
2019-01-08,
2019-01-09,
2019-01-10,
2019-01-11,
2019-01-14,
2019-01-15,
2019-01-16,
2019-01-17,
2019-01-18,
2019-01-22,
2019-01-23,
2019-01-24,
2019-01-25,
2019-01-28,
2019-01-29,
2019-01-30,
2019-01-31,
2019-02-01,
2019-02-04,
2019-02-05,
2019-02-06,
2019-02-07,
2019-02-08,
2019-02-11,
2019-02-12,
2019-02-13,
2019-02-14,
2019-02-15,
2019-02-19,
2019-02-20,
2019-02-21,
2019-02-22,
2019-02-25,
2019-02-26,
2019-02-27,
2019-02-28,
2019-03-01,
2019-03-04,
2019-03-05,
2019-03-06,
2019-03-07,
2019-03-08,
2019-03-11,
2019-03-12,
2019-03-13,
2019-03-14,
2019-03-15,
2019-03-18,
2019-03-19,
2019-03-20,
2019-03-21,
2019-03-22,
2019-03-25,
2019-03-26,
2019-03-27,
2019-03-28,
2019-03-29,
2019-04-01,
