Date,UCO
2009-04-17,8400.0
2009-04-20,7270.0
2009-04-21,7240.0
2009-04-22,7190.0
2009-04-23,7330.0
2009-04-24,7790.0
2009-04-27,7420.0
2009-04-28,7200.0
2009-04-29,7590.0
2009-04-30,7590.0
2009-05-01,8170.0
2009-05-04,8780.0
2009-05-05,8520.0
2009-05-06,9200.0
2009-05-07,9230.0
2009-05-08,9810.0
2009-05-11,9720.0
2009-05-12,9880.0
2009-05-13,9610.0
2009-05-14,9750.0
2009-05-15,9080.0
2009-05-18,9890.0
2009-05-19,9950.0
2009-05-20,10570.0
2009-05-21,10310.0
2009-05-22,10510.0
2009-05-26,10710.0
2009-05-27,11020.0
2009-05-28,11540.0
2009-05-29,12200.0
2009-06-01,12900.0
2009-06-02,13060.0
2009-06-03,12090.0
2009-06-04,13040.0
2009-06-05,12840.0
2009-06-08,12950.0
2009-06-09,13370.0
2009-06-10,13900.0
2009-06-11,14370.0
2009-06-12,14190.0
2009-06-15,13600.0
2009-06-16,13570.0
2009-06-17,13710.0
2009-06-18,13770.0
2009-06-19,13200.0
2009-06-22,12000.0
2009-06-23,12750.0
2009-06-24,12560.0
2009-06-25,13210.0
2009-06-26,12830.0
2009-06-29,13620.0
2009-06-30,13160.0
2009-07-01,12790.0
2009-07-02,11910.0
2009-07-06,11000.0
2009-07-07,10410.0
2009-07-08,9710.0
2009-07-09,9800.0
2009-07-10,9560.0
2009-07-13,9540.0
2009-07-14,9430.0
2009-07-15,10200.0
2009-07-16,10250.0
2009-07-17,10680.0
2009-07-20,11050.0
2009-07-21,11110.0
2009-07-22,11030.0
2009-07-23,11660.0
2009-07-24,11930.0
2009-07-27,12010.0
2009-07-28,11640.0
2009-07-29,10190.0
2009-07-30,11370.0
2009-07-31,12190.0
2009-08-03,12940.0
2009-08-04,12980.0
2009-08-05,13140.0
2009-08-06,13190.0
2009-08-07,12820.0
2009-08-10,12850.0
2009-08-11,12260.0
2009-08-12,12520.0
2009-08-13,12860.0
2009-08-14,11800.0
2009-08-17,11420.0
2009-08-18,12110.0
2009-08-19,12840.0
2009-08-20,12600.0
2009-08-21,12960.0
2009-08-24,12910.0
2009-08-25,12200.0
2009-08-26,12050.0
2009-08-27,12520.0
2009-08-28,12500.0
2009-08-31,11460.0
2009-09-01,11000.0
2009-09-02,10870.0
2009-09-03,10930.0
2009-09-04,10800.0
2009-09-08,11860.0
2009-09-09,11880.0
2009-09-10,12120.0
2009-09-11,11200.0
2009-09-14,11080.0
2009-09-15,11660.0
2009-09-16,12130.0
2009-09-17,12190.0
2009-09-18,11960.0
2009-09-21,11170.0
2009-09-22,11830.0
2009-09-23,10710.0
2009-09-24,10010.0
2009-09-25,9980.0
2009-09-28,10270.0
2009-09-29,10160.0
2009-09-30,11210.0
2009-10-01,11240.0
2009-10-02,11040.0
2009-10-05,11230.0
2009-10-06,11450.0
2009-10-07,11130.0
2009-10-08,11560.0
2009-10-09,11810.0
2009-10-12,12190.0
2009-10-13,12460.0
2009-10-14,12770.0
2009-10-15,13590.0
2009-10-16,13920.0
2009-10-19,14140.0
2009-10-20,13940.0
2009-10-21,14630.0
2009-10-22,14750.0
2009-10-23,14350.0
2009-10-26,13830.0
2009-10-27,14050.0
2009-10-28,13330.0
2009-10-29,14210.0
2009-10-30,13200.0
2009-11-02,13640.0
2009-11-03,14030.0
2009-11-04,14300.0
2009-11-05,14200.0
2009-11-06,13440.0
2009-11-09,13950.0
2009-11-10,13920.0
2009-11-11,13980.0
2009-11-12,13130.0
2009-11-13,12980.0
2009-11-16,13790.0
2009-11-17,13900.0
2009-11-18,14020.0
2009-11-19,13380.0
2009-11-20,13190.0
2009-11-23,13210.0
2009-11-24,12670.0
2009-11-25,13180.0
2009-11-27,12620.0
2009-11-30,12960.0
2009-12-01,13270.0
2009-12-02,12790.0
2009-12-03,12590.0
2009-12-04,12420.0
2009-12-07,11910.0
2009-12-08,11520.0
2009-12-09,10850.0
2009-12-10,10790.0
2009-12-11,10700.0
2009-12-14,10740.0
2009-12-15,10810.0
2009-12-16,11250.0
2009-12-17,10960.0
2009-12-18,11150.0
2009-12-21,10870.0
2009-12-22,11040.0
2009-12-23,11710.0
2009-12-24,11980.0
2009-12-28,12420.0
2009-12-29,12430.0
2009-12-30,12630.0
2009-12-31,12680.0
2010-01-04,13290.0
2010-01-05,13420.0
2010-01-06,13760.0
2010-01-07,13630.0
2010-01-08,13670.0
2010-01-11,13490.0
2010-01-12,12890.0
2010-01-13,12590.0
2010-01-14,12510.0
2010-01-15,12080.0
2010-01-19,12400.0
2010-01-20,11780.0
2010-01-21,11340.0
2010-01-22,10800.0
2010-01-25,11100.0
2010-01-26,10910.0
2010-01-27,10670.0
2010-01-28,10700.0
2010-01-29,10410.0
2010-02-01,11000.0
2010-02-02,11730.0
2010-02-03,11560.0
2010-02-04,10440.0
2010-02-05,10100.0
2010-02-08,10030.0
2010-02-09,10650.0
2010-02-10,10770.0
2010-02-11,10990.0
2010-02-12,10730.0
2010-02-16,11530.0
2010-02-17,11650.0
2010-02-18,12090.0
2010-02-19,12320.0
2010-02-22,12300.0
2010-02-23,11870.0
2010-02-24,12270.0
2010-02-25,11720.0
2010-02-26,12150.0
2010-03-01,11870.0
2010-03-02,12150.0
2010-03-03,12500.0
2010-03-04,12370.0
2010-03-05,12780.0
2010-03-08,12790.0
2010-03-09,12630.0
2010-03-10,12800.0
2010-03-11,12910.0
2010-03-12,12560.0
2010-03-15,12160.0
2010-03-16,12710.0
2010-03-17,13010.0
2010-03-18,12840.0
2010-03-19,12370.0
2010-03-22,12570.0
2010-03-23,12670.0
2010-03-24,12200.0
2010-03-25,12170.0
2010-03-26,12120.0
2010-03-29,12810.0
2010-03-30,12830.0
2010-03-31,13060.0
2010-04-01,13650.0
2010-04-05,14210.0
2010-04-06,14170.0
2010-04-07,13840.0
2010-04-08,13810.0
2010-04-09,13620.0
2010-04-12,13460.0
2010-04-13,13390.0
2010-04-14,13890.0
2010-04-15,13990.0
2010-04-16,13370.0
2010-04-19,12990.0
2010-04-20,13130.0
2010-04-21,13270.0
2010-04-22,13260.0
2010-04-23,13650.0
2010-04-26,13420.0
2010-04-27,12880.0
2010-04-28,13190.0
2010-04-29,13720.0
2010-04-30,14010.0
2010-05-03,14300.0
2010-05-04,13230.0
2010-05-05,12370.0
2010-05-06,11500.0
2010-05-07,11170.0
2010-05-10,11750.0
2010-05-11,11490.0
2010-05-12,11480.0
2010-05-13,11070.0
2010-05-14,10270.0
2010-05-17,9730.0
2010-05-18,9490.0
2010-05-19,9490.0
2010-05-20,8770.0
2010-05-21,8790.0
2010-05-24,8770.0
2010-05-25,8560.0
2010-05-26,8960.0
2010-05-27,9930.0
2010-05-28,9760.0
2010-06-01,9270.0
2010-06-02,9630.0
2010-06-03,9860.0
2010-06-04,8990.0
2010-06-07,8930.0
2010-06-08,9220.0
2010-06-09,9650.0
2010-06-10,10120.0
2010-06-11,9890.0
2010-06-14,9840.0
2010-06-15,10340.0
2010-06-16,10530.0
2010-06-17,10370.0
2010-06-18,10480.0
2010-06-21,10410.0
2010-06-22,10220.0
2010-06-23,9740.0
2010-06-24,9830.0
2010-06-25,10530.0
2010-06-28,10280.0
2010-06-29,9660.0
2010-06-30,9530.0
2010-07-01,8900.0
2010-07-02,8780.0
2010-07-06,8790.0
2010-07-07,9330.0
2010-07-08,9670.0
2010-07-09,9710.0
2010-07-12,9400.0
2010-07-13,9960.0
2010-07-14,9880.0
2010-07-15,9840.0
2010-07-16,9600.0
2010-07-19,9790.0
2010-07-20,9990.0
2010-07-21,9650.0
2010-07-22,10300.0
2010-07-23,10310.0
2010-07-26,10290.0
2010-07-27,9900.0
2010-07-28,9710.0
2010-07-29,10110.0
2010-07-30,10250.0
2010-08-02,10920.0
2010-08-03,11170.0
2010-08-04,11180.0
2010-08-05,11060.0
2010-08-06,10740.0
2010-08-09,10930.0
2010-08-10,10550.0
2010-08-11,9920.0
2010-08-12,9450.0
2010-08-13,9400.0
2010-08-16,9280.0
2010-08-17,9470.0
2010-08-18,9330.0
2010-08-19,9090.0
2010-08-20,8920.0
2010-08-23,8660.0
2010-08-24,8310.0
2010-08-25,8630.0
2010-08-26,8780.0
2010-08-27,9320.0
2010-08-30,9080.0
2010-08-31,8590.0
2010-09-01,9040.0
2010-09-02,9240.0
2010-09-03,9130.0
2010-09-07,9050.0
2010-09-08,9240.0
2010-09-09,9100.0
2010-09-10,9520.0
2010-09-13,9670.0
2010-09-14,9610.0
2010-09-15,9390.0
2010-09-16,9110.0
2010-09-17,8910.0
2010-09-20,9210.0
2010-09-21,8900.0
2010-09-22,8870.0
2010-09-23,8910.0
2010-09-24,9290.0
2010-09-27,9210.0
2010-09-28,9190.0
2010-09-29,9590.0
2010-09-30,10090.0
2010-10-01,10570.0
2010-10-04,10570.0
2010-10-05,10850.0
2010-10-06,10960.0
2010-10-07,10490.0
2010-10-08,10880.0
2010-10-11,10660.0
2010-10-12,10600.0
2010-10-13,10840.0
2010-10-14,10780.0
2010-10-15,10460.0
2010-10-18,10890.0
2010-10-19,9960.0
2010-10-20,10470.0
2010-10-21,10070.0
2010-10-22,10400.0
2010-10-25,10450.0
2010-10-26,10530.0
2010-10-27,10390.0
2010-10-28,10380.0
2010-10-29,10240.0
2010-11-01,10580.0
2010-11-02,10840.0
2010-11-03,11120.0
2010-11-04,11570.0
2010-11-05,11660.0
2010-11-08,11600.0
2010-11-09,11340.0
2010-11-10,11980.0
2010-11-11,11780.0
2010-11-12,10950.0
2010-11-15,10960.0
2010-11-16,10360.0
2010-11-17,9930.0
2010-11-18,10340.0
2010-11-19,10170.0
2010-11-22,10090.0
2010-11-23,10040.0
2010-11-24,10670.0
2010-11-26,10600.0
2010-11-29,11090.0
2010-11-30,10640.0
2010-12-01,11300.0
2010-12-02,11650.0
2010-12-03,12000.0
2010-12-06,11960.0
2010-12-07,11680.0
2010-12-08,11770.0
2010-12-09,11740.0
2010-12-10,11610.0
2010-12-13,11750.0
2010-12-14,11770.0
2010-12-15,11850.0
2010-12-16,11740.0
2010-12-17,11760.0
2010-12-20,11920.0
2010-12-21,12050.0
2010-12-22,12270.0
2010-12-23,12460.0
2010-12-27,12320.0
2010-12-28,12440.0
2010-12-29,12390.0
2010-12-30,11980.0
2010-12-31,12500.0
2011-01-03,12580.0
2011-01-04,12000.0
2011-01-05,12280.0
2011-01-06,11830.0
2011-01-07,11800.0
2011-01-10,12100.0
2011-01-11,12520.0
2011-01-12,12600.0
2011-01-13,12410.0
2011-01-14,12580.0
2011-01-18,12440.0
2011-01-19,12340.0
2011-01-20,11720.0
2011-01-21,11680.0
2011-01-24,11320.0
2011-01-25,10920.0
2011-01-26,11250.0
2011-01-27,10720.0
2011-01-28,11680.0
2011-01-31,12320.0
2011-02-01,11990.0
2011-02-02,12050.0
2011-02-03,12010.0
2011-02-04,11530.0
2011-02-07,11130.0
2011-02-08,11120.0
2011-02-09,11040.0
2011-02-10,11060.0
2011-02-11,10870.0
2011-02-14,10800.0
2011-02-15,10480.0
2011-02-16,10530.0
2011-02-17,10600.0
2011-02-18,10820.0
2011-02-22,11760.0
2011-02-23,12670.0
2011-02-24,12130.0
2011-02-25,12522.5
2011-02-28,12282.5
2011-03-01,13115.0
2011-03-02,13545.0
2011-03-03,13410.0
2011-03-04,14115.0
2011-03-07,14220.0
2011-03-08,14065.0
2011-03-09,13970.0
2011-03-10,13490.0
2011-03-11,13057.5
2011-03-14,13205.0
2011-03-15,12185.0
2011-03-16,12392.5
2011-03-17,13150.0
2011-03-18,13187.5
2011-03-21,13290.0
2011-03-22,13807.5
2011-03-23,13925.0
2011-03-24,13887.5
2011-03-25,13970.0
2011-03-28,13470.0
2011-03-29,13735.0
2011-03-30,13630.0
2011-03-31,14247.5
2011-04-01,14630.0
2011-04-04,14692.5
2011-04-05,14582.5
2011-04-06,14772.5
2011-04-07,15212.5
2011-04-08,16017.5
2011-04-11,14910.0
2011-04-12,14012.5
2011-04-13,14310.0
2011-04-14,14650.0
2011-04-15,14915.0
2011-04-18,14362.5
2011-04-19,14385.0
2011-04-20,15255.0
2011-04-21,15487.5
2011-04-25,15455.0
2011-04-26,15440.0
2011-04-27,15830.0
2011-04-28,15667.5
2011-04-29,15915.0
2011-05-02,15737.5
2011-05-03,15170.0
2011-05-04,14587.5
2011-05-05,11960.0
2011-05-06,11715.0
2011-05-09,12900.0
2011-05-10,13030.0
2011-05-11,11917.5
2011-05-12,11875.0
2011-05-13,11955.0
2011-05-16,11395.0
2011-05-17,11430.0
2011-05-18,11990.0
2011-05-19,11720.0
2011-05-20,11975.0
2011-05-23,11357.5
2011-05-24,11842.5
2011-05-25,12247.5
2011-05-26,12020.0
2011-05-27,12092.5
2011-05-31,12572.5
2011-06-01,11967.5
2011-06-02,12057.5
2011-06-03,12047.5
2011-06-06,11662.5
2011-06-07,11685.0
2011-06-08,12147.5
2011-06-09,12320.0
2011-06-10,11702.5
2011-06-13,11205.0
2011-06-14,11672.5
2011-06-15,10777.5
2011-06-16,10660.0
2011-06-17,10217.5
2011-06-20,10285.0
2011-06-21,10305.0
2011-06-22,10495.0
2011-06-23,9872.5
2011-06-24,9760.0
2011-06-27,9670.0
2011-06-28,10117.5
2011-06-29,10552.5
2011-06-30,10545.0
2011-07-01,10500.0
2011-07-05,10950.0
2011-07-06,10902.5
2011-07-07,11320.0
2011-07-08,10835.0
2011-07-11,10537.5
2011-07-12,10915.0
2011-07-13,11147.5
2011-07-14,10672.5
2011-07-15,11002.5
2011-07-18,10690.0
2011-07-19,11080.0
2011-07-20,11167.5
2011-07-21,11352.5
2011-07-22,11475.0
2011-07-25,11317.5
2011-07-26,11397.5
2011-07-27,10915.0
2011-07-28,10872.5
2011-07-29,10602.5
2011-08-01,10470.0
2011-08-02,10025.0
2011-08-03,9735.0
2011-08-04,8567.5
2011-08-05,8677.5
2011-08-08,7440.0
2011-08-09,7482.5
2011-08-10,7555.0
2011-08-11,8257.5
2011-08-12,8222.5
2011-08-15,8692.5
2011-08-16,8500.0
2011-08-17,8597.5
2011-08-18,7467.5
2011-08-19,7650.0
2011-08-22,7912.5
2011-08-23,8260.0
2011-08-24,8102.5
2011-08-25,8047.5
2011-08-26,8122.5
2011-08-29,8510.0
2011-08-30,8765.0
2011-08-31,8795.0
2011-09-01,8772.5
2011-09-02,8357.5
2011-09-06,8320.0
2011-09-07,8835.0
2011-09-08,8735.0
2011-09-09,8410.0
2011-09-12,8685.0
2011-09-13,8920.0
2011-09-14,8660.0
2011-09-15,8790.0
2011-09-16,8557.5
2011-09-19,8142.5
2011-09-20,8195.0
2011-09-21,7952.5
2011-09-22,7072.5
2011-09-23,7065.0
2011-09-26,7225.0
2011-09-27,7635.0
2011-09-28,7107.5
2011-09-29,7437.5
2011-09-30,6772.5
2011-10-03,6420.0
2011-10-04,6490.0
2011-10-05,6885.0
2011-10-06,7375.0
2011-10-07,7427.5
2011-10-10,7967.5
2011-10-11,7872.5
2011-10-12,7830.0
2011-10-13,7700.0
2011-10-14,8232.5
2011-10-17,8072.5
2011-10-18,8425.0
2011-10-19,8012.5
2011-10-20,7995.0
2011-10-21,8230.0
2011-10-24,8920.0
2011-10-25,9135.0
2011-10-26,8802.5
2011-10-27,9342.5
2011-10-28,9280.0
2011-10-31,9117.5
2011-11-01,8842.5
2011-11-02,9052.5
2011-11-03,9382.5
2011-11-04,9465.0
2011-11-07,9797.5
2011-11-08,9970.0
2011-11-09,9767.5
2011-11-10,10125.0
2011-11-11,10402.5
2011-11-14,10217.5
2011-11-15,10507.5
2011-11-16,11005.0
2011-11-17,10387.5
2011-11-18,10157.5
2011-11-21,10062.5
2011-11-22,10150.0
2011-11-23,9802.5
2011-11-25,9852.5
2011-11-28,10170.0
2011-11-29,10535.0
2011-11-30,10655.0
2011-12-01,10592.5
2011-12-02,10797.5
2011-12-05,10797.5
2011-12-06,10782.5
2011-12-07,10692.5
2011-12-08,10110.0
2011-12-09,10505.0
2011-12-12,10185.0
2011-12-13,10547.5
2011-12-14,9502.5
2011-12-15,9245.0
2011-12-16,9297.5
2011-12-19,9257.5
2011-12-20,9955.0
2011-12-21,10240.0
2011-12-22,10342.5
2011-12-23,10440.0
2011-12-27,10745.0
2011-12-28,10357.5
2011-12-29,10397.5
2011-12-30,10235.0
2012-01-03,11090.0
2012-01-04,11135.0
2012-01-05,10797.5
2012-01-06,10842.5
2012-01-09,10742.5
2012-01-10,10907.5
2012-01-11,10675.0
2012-01-12,10205.0
2012-01-13,10265.0
2012-01-17,10592.5
2012-01-18,10615.0
2012-01-19,10532.5
2012-01-20,10055.0
2012-01-23,10352.5
2012-01-24,10220.0
2012-01-25,10347.5
2012-01-26,10352.5
2012-01-27,10312.5
2012-01-30,10170.0
2012-01-31,10062.5
2012-02-01,9840.0
2012-02-02,9690.0
2012-02-03,9930.0
2012-02-06,9807.5
2012-02-07,10125.0
2012-02-08,10167.5
2012-02-09,10310.0
2012-02-10,10137.5
2012-02-13,10475.0
2012-02-14,10565.0
2012-02-15,10737.5
2012-02-16,10802.5
2012-02-17,11042.5
2012-02-21,11522.5
2012-02-22,11525.0
2012-02-23,11947.5
2012-02-24,12315.0
2012-02-27,11872.5
2012-02-28,11620.0
2012-02-29,11687.5
2012-03-01,12145.0
2012-03-02,11625.0
2012-03-05,11715.0
2012-03-06,11247.5
2012-03-07,11507.5
2012-03-08,11627.5
2012-03-09,11797.5
2012-03-12,11562.5
2012-03-13,11620.0
2012-03-14,11402.5
2012-03-15,11320.0
2012-03-16,11750.0
2012-03-19,11897.5
2012-03-20,11412.5
2012-03-21,11525.0
2012-03-22,11230.0
2012-03-23,11522.5
2012-03-26,11580.0
2012-03-27,11547.5
2012-03-28,11252.5
2012-03-29,10755.0
2012-03-30,10727.5
2012-04-02,11142.5
2012-04-03,10937.5
2012-04-04,10482.5
2012-04-05,10702.5
2012-04-09,10562.5
2012-04-10,10295.0
2012-04-11,10577.5
2012-04-12,10802.5
2012-04-13,10637.5
2012-04-16,10645.0
2012-04-17,10882.5
2012-04-18,10587.5
2012-04-19,10532.5
2012-04-20,10750.0
2012-04-23,10560.0
2012-04-24,10627.5
2012-04-25,10747.5
2012-04-26,10820.0
2012-04-27,10870.0
2012-04-30,10905.0
2012-05-01,11137.5
2012-05-02,11005.0
2012-05-03,10447.5
2012-05-04,9615.0
2012-05-07,9500.0
2012-05-08,9392.5
2012-05-09,9215.0
2012-05-10,9262.5
2012-05-11,9087.5
2012-05-14,8765.0
2012-05-15,8602.5
2012-05-16,8495.0
2012-05-17,8470.0
2012-05-18,8200.0
2012-05-21,8537.5
2012-05-22,8222.5
2012-05-23,8020.0
2012-05-24,8092.5
2012-05-25,8077.5
2012-05-29,8082.5
2012-05-30,7517.5
2012-05-31,7327.5
2012-06-01,6800.0
2012-06-04,6945.0
2012-06-05,6935.0
2012-06-06,7107.5
2012-06-07,6917.5
2012-06-08,6945.0
2012-06-11,6487.5
2012-06-12,6782.5
2012-06-13,6652.5
2012-06-14,6912.5
2012-06-15,6880.0
2012-06-18,6752.5
2012-06-19,6905.0
2012-06-20,6407.5
2012-06-21,5955.0
2012-06-22,6217.5
2012-06-25,6107.5
2012-06-26,6100.0
2012-06-27,6267.5
2012-06-28,5977.5
2012-06-29,6885.0
2012-07-02,6725.0
2012-07-03,7350.0
2012-07-05,7215.0
2012-07-06,6770.0
2012-07-09,7005.0
2012-07-10,6747.5
2012-07-11,7070.0
2012-07-12,7025.0
2012-07-13,7232.5
2012-07-16,7425.0
2012-07-17,7527.5
2012-07-18,7680.0
2012-07-19,8107.5
2012-07-20,7920.0
2012-07-23,7362.5
2012-07-24,7415.0
2012-07-25,7447.5
2012-07-26,7522.5
2012-07-27,7637.5
2012-07-30,7545.0
2012-07-31,7217.5
2012-08-01,7415.0
2012-08-02,7182.5
2012-08-03,7795.0
2012-08-06,7965.0
2012-08-07,8190.0
2012-08-08,8172.5
2012-08-09,8217.5
2012-08-10,8177.5
2012-08-13,8080.0
2012-08-14,8202.5
2012-08-15,8317.5
2012-08-16,8477.5
2012-08-17,8680.0
2012-08-20,8632.5
2012-08-21,8702.5
2012-08-22,8805.0
2012-08-23,8607.5
2012-08-24,8557.5
2012-08-27,8525.0
2012-08-28,8605.0
2012-08-29,8415.0
2012-08-30,8362.5
2012-08-31,8642.5
2012-09-04,8480.0
2012-09-05,8497.5
2012-09-06,8347.5
2012-09-07,8637.5
2012-09-10,8627.5
2012-09-11,8757.5
2012-09-12,8735.0
2012-09-13,8945.0
2012-09-14,9117.5
2012-09-17,8577.5
2012-09-18,8495.0
2012-09-19,7800.0
2012-09-20,7995.0
2012-09-21,7982.5
2012-09-24,7792.5
2012-09-25,7642.5
2012-09-26,7465.0
2012-09-27,7822.5
2012-09-28,7802.5
2012-10-01,7857.5
2012-10-02,7747.5
2012-10-03,7120.0
2012-10-04,7690.0
2012-10-05,7422.5
2012-10-08,7375.0
2012-10-09,7775.0
2012-10-10,7645.0
2012-10-11,7830.0
2012-10-12,7717.5
2012-10-15,7717.5
2012-10-16,7762.5
2012-10-17,7755.0
2012-10-18,7752.5
2012-10-19,7425.0
2012-10-22,7227.5
2012-10-23,6822.5
2012-10-24,6672.5
2012-10-25,6740.0
2012-10-26,6735.0
2012-10-31,6725.0
2012-11-01,6842.5
2012-11-02,6552.5
2012-11-05,6662.5
2012-11-06,7055.0
2012-11-07,6472.5
2012-11-08,6515.0
2012-11-09,6690.0
2012-11-12,6615.0
2012-11-13,6552.5
2012-11-14,6697.5
2012-11-15,6587.5
2012-11-16,6760.0
2012-11-19,7070.0
2012-11-20,6755.0
2012-11-21,6832.5
2012-11-23,6917.5
2012-11-26,6860.0
2012-11-27,6760.0
2012-11-28,6687.5
2012-11-29,6842.5
2012-11-30,7012.5
2012-12-03,7027.5
2012-12-04,6947.5
2012-12-05,6855.0
2012-12-06,6637.5
2012-12-07,6587.5
2012-12-10,6525.0
2012-12-11,6555.0
2012-12-12,6677.5
2012-12-13,6600.0
2012-12-14,6682.5
2012-12-17,6755.0
2012-12-18,6840.0
2012-12-19,7040.0
2012-12-20,7057.5
2012-12-21,6907.5
2012-12-24,6862.5
2012-12-26,7232.5
2012-12-27,7245.0
2012-12-28,7195.0
2012-12-31,7330.0
2013-01-02,7520.0
2013-01-03,7470.0
2013-01-04,7537.5
2013-01-07,7560.0
2013-01-08,7575.0
2013-01-09,7547.5
2013-01-10,7675.0
2013-01-11,7627.5
2013-01-14,7725.0
2013-01-15,7595.0
2013-01-16,7710.0
2013-01-17,7902.5
2013-01-18,7945.0
2013-01-22,8047.5
2013-01-23,7877.5
2013-01-24,7932.5
2013-01-25,7932.5
2013-01-28,8015.0
2013-01-29,8180.0
2013-01-30,8275.0
2013-01-31,8187.5
2013-02-01,8202.5
2013-02-04,7952.5
2013-02-05,8047.5
2013-02-06,8072.5
2013-02-07,7905.0
2013-02-08,7897.5
2013-02-11,8085.0
2013-02-12,8162.5
2013-02-13,8117.5
2013-02-14,8160.0
2013-02-15,7917.5
2013-02-19,7990.0
2013-02-20,7640.0
2013-02-21,7320.0
2013-02-22,7392.5
2013-02-25,7222.5
2013-02-26,7272.5
2013-02-27,7300.0
2013-02-28,7157.5
2013-03-01,7015.0
2013-03-04,6875.0
2013-03-05,6995.0
2013-03-06,6937.5
2013-03-07,7112.5
2013-03-08,7152.5
2013-03-11,7150.0
2013-03-12,7245.0
2013-03-13,7217.5
2013-03-14,7312.5
2013-03-15,7385.0
2013-03-18,7405.0
2013-03-19,7170.0
2013-03-20,7312.5
2013-03-21,7157.5
2013-03-22,7375.0
2013-03-25,7482.5
2013-03-26,7747.5
2013-03-27,7795.0
2013-03-28,7890.0
2013-04-01,7860.0
2013-04-02,7845.0
2013-04-03,7450.0
2013-04-04,7292.5
2013-04-05,7235.0
2013-04-08,7325.0
2013-04-09,7390.0
2013-04-10,7472.5
2013-04-11,7307.5
2013-04-12,6922.5
2013-04-15,6477.5
2013-04-16,6587.5
2013-04-17,6267.5
2013-04-18,6522.5
2013-04-19,6430.0
2013-04-22,6600.0
2013-04-23,6620.0
2013-04-24,6945.0
2013-04-25,7187.5
2013-04-26,7137.5
2013-04-29,7342.5
2013-04-30,7147.5
2013-05-01,6822.5
2013-05-02,7282.5
2013-05-03,7505.0
2013-05-06,7570.0
2013-05-07,7512.5
2013-05-08,7677.5
2013-05-09,7577.5
2013-05-10,7575.0
2013-05-13,7440.0
2013-05-14,7310.0
2013-05-15,7337.5
2013-05-16,7445.0
2013-05-17,7592.5
2013-05-20,7692.5
2013-05-21,7557.5
2013-05-22,7277.5
2013-05-23,7302.5
2013-05-24,7237.5
2013-05-28,7395.0
2013-05-29,7825.0
2013-05-30,7170.0
2013-05-31,6907.5
2013-06-03,7122.5
2013-06-04,7145.0
2013-06-05,7175.0
2013-06-06,7317.5
2013-06-07,7552.5
2013-06-10,7492.5
2013-06-11,7415.0
2013-06-12,7495.0
2013-06-13,7630.0
2013-06-14,7810.0
2013-06-17,7825.0
2013-06-18,7915.0
2013-06-19,7855.0
2013-06-20,7317.5
2013-06-21,7132.5
2013-06-24,7285.0
2013-06-25,7332.5
2013-06-26,7362.5
2013-06-27,7587.5
2013-06-28,7527.5
2013-07-01,7735.0
2013-07-02,7970.0
2013-07-03,8272.5
2013-07-05,8597.5
2013-07-08,8535.0
2013-07-09,8667.5
2013-07-10,8945.0
2013-07-11,8762.5
2013-07-12,9022.5
2013-07-15,9087.5
