Date,FR
1995-10-26,20.5
1995-10-27,20.0
1995-10-30,20.375
1995-10-31,20.375
1995-11-01,20.375
1995-11-02,20.625
1995-11-03,20.75
1995-11-06,20.5
1995-11-07,20.625
1995-11-08,20.5
1995-11-09,20.875
1995-11-10,21.0
1995-11-13,21.375
1995-11-14,21.125
1995-11-15,21.125
1995-11-16,21.125
1995-11-17,21.25
1995-11-20,21.0
1995-11-21,20.875
1995-11-22,20.875
1995-11-24,21.0
1995-11-27,21.0
1995-11-28,20.75
1995-11-29,20.75
1995-11-30,20.75
1995-12-01,21.0
1995-12-04,21.25
1995-12-05,21.375
1995-12-06,21.5
1995-12-07,21.875
1995-12-08,21.75
1995-12-11,21.75
1995-12-12,21.5
1995-12-13,21.25
1995-12-14,21.875
1995-12-15,21.625
1995-12-18,21.5
1995-12-19,21.5
1995-12-20,21.5
1995-12-21,22.0
1995-12-22,22.375
1995-12-26,22.375
1995-12-27,22.0
1995-12-28,22.125
1995-12-29,22.5
1996-01-02,22.75
1996-01-03,22.5
1996-01-04,22.125
1996-01-05,22.0
1996-01-08,21.75
1996-01-09,22.125
1996-01-10,21.875
1996-01-11,21.875
1996-01-12,21.625
1996-01-15,21.625
1996-01-16,22.125
1996-01-17,22.25
1996-01-18,22.875
1996-01-19,23.125
1996-01-22,22.5
1996-01-23,22.625
1996-01-24,22.625
1996-01-25,22.25
1996-01-26,22.125
1996-01-29,22.0
1996-01-30,23.0
1996-01-31,23.0
1996-02-01,23.375
1996-02-02,23.5
1996-02-05,23.5
1996-02-06,23.75
1996-02-07,24.0
1996-02-08,24.0
1996-02-09,23.875
1996-02-12,24.0
1996-02-13,23.5
1996-02-14,23.875
1996-02-15,23.625
1996-02-16,23.75
1996-02-20,23.625
1996-02-21,24.125
1996-02-22,24.25
1996-02-23,24.0
1996-02-26,24.125
1996-02-27,24.0
1996-02-28,23.75
1996-02-29,23.375
1996-03-01,23.625
1996-03-04,24.0
1996-03-05,24.375
1996-03-06,24.25
1996-03-07,24.25
1996-03-08,23.625
1996-03-11,23.875
1996-03-12,23.875
1996-03-13,23.5
1996-03-14,23.5
1996-03-15,24.0
1996-03-18,24.5
1996-03-19,24.5
1996-03-20,24.5
1996-03-21,24.0
1996-03-22,23.625
1996-03-25,24.0
1996-03-26,23.75
1996-03-27,23.125
1996-03-28,22.875
1996-03-29,22.875
1996-04-01,22.875
1996-04-02,23.125
1996-04-03,23.25
1996-04-04,22.75
1996-04-08,22.125
1996-04-09,22.0
1996-04-10,22.375
1996-04-11,22.5
1996-04-12,22.5
1996-04-15,23.25
1996-04-16,23.0
1996-04-17,22.5
1996-04-18,22.625
1996-04-19,22.75
1996-04-22,22.5
1996-04-23,23.0
1996-04-24,22.875
1996-04-25,22.75
1996-04-26,23.25
1996-04-29,24.0
1996-04-30,23.875
1996-05-01,23.75
1996-05-02,23.5
1996-05-03,23.625
1996-05-06,23.625
1996-05-07,23.375
1996-05-08,23.375
1996-05-09,23.375
1996-05-10,23.75
1996-05-13,23.625
1996-05-14,23.625
1996-05-15,23.875
1996-05-16,23.625
1996-05-17,23.5
1996-05-20,23.875
1996-05-21,23.75
1996-05-22,23.5
1996-05-23,23.625
1996-05-24,23.5
1996-05-28,23.625
1996-05-29,23.5
1996-05-30,23.5
1996-05-31,23.625
1996-06-03,23.5
1996-06-04,23.375
1996-06-05,23.375
1996-06-06,23.75
1996-06-07,23.5
1996-06-10,23.5
1996-06-11,23.875
1996-06-12,23.375
1996-06-13,23.375
1996-06-14,23.875
1996-06-17,24.125
1996-06-18,24.0
1996-06-19,24.0
1996-06-20,23.875
1996-06-21,24.375
1996-06-24,24.375
1996-06-25,24.375
1996-06-26,23.5
1996-06-27,23.625
1996-06-28,23.5
1996-07-01,23.75
1996-07-02,23.625
1996-07-03,23.625
1996-07-05,23.0
1996-07-08,23.0
1996-07-09,22.875
1996-07-10,22.875
1996-07-11,22.75
1996-07-12,22.75
1996-07-15,23.0
1996-07-16,22.5
1996-07-17,23.0
1996-07-18,22.875
1996-07-19,23.125
1996-07-22,22.875
1996-07-23,22.75
1996-07-24,22.625
1996-07-25,22.75
1996-07-26,23.0
1996-07-29,23.5
1996-07-30,23.5
1996-07-31,23.625
1996-08-01,23.625
1996-08-02,24.25
1996-08-05,24.5
1996-08-06,24.125
1996-08-07,24.0
1996-08-08,24.0
1996-08-09,24.0
1996-08-12,23.875
1996-08-13,23.875
1996-08-14,23.875
1996-08-15,23.625
1996-08-16,23.875
1996-08-19,24.0
1996-08-20,24.5
1996-08-21,24.875
1996-08-22,25.25
1996-08-23,24.875
1996-08-26,25.125
1996-08-27,25.25
1996-08-28,25.125
1996-08-29,25.0
1996-08-30,24.625
1996-09-03,24.375
1996-09-04,24.0
1996-09-05,24.25
1996-09-06,24.75
1996-09-09,25.5
1996-09-10,25.375
1996-09-11,25.25
1996-09-12,25.375
1996-09-13,25.625
1996-09-16,26.0
1996-09-17,25.875
1996-09-18,25.625
1996-09-19,25.875
1996-09-20,25.5
1996-09-23,25.625
1996-09-24,25.375
1996-09-25,24.875
1996-09-26,25.375
1996-09-27,25.75
1996-09-30,25.875
1996-10-01,25.5
1996-10-02,25.125
1996-10-03,25.25
1996-10-04,25.5
1996-10-07,25.375
1996-10-08,25.625
1996-10-09,25.375
1996-10-10,24.875
1996-10-11,25.0
1996-10-14,25.125
1996-10-15,25.5
1996-10-16,25.125
1996-10-17,25.25
1996-10-18,25.375
1996-10-21,25.625
1996-10-22,26.125
1996-10-23,26.0
1996-10-24,26.0
1996-10-25,25.75
1996-10-28,25.5
1996-10-29,25.875
1996-10-30,25.875
1996-10-31,25.875
1996-11-01,26.5
1996-11-04,27.0
1996-11-05,27.375
1996-11-06,28.0
1996-11-07,27.375
1996-11-08,28.0
1996-11-11,27.75
1996-11-12,28.5
1996-11-13,28.875
1996-11-14,27.75
1996-11-15,28.125
1996-11-18,28.0
1996-11-19,27.875
1996-11-20,27.625
1996-11-21,27.25
1996-11-22,27.5
1996-11-25,28.5
1996-11-26,28.75
1996-11-27,28.625
1996-11-29,28.625
1996-12-02,27.875
1996-12-03,28.625
1996-12-04,28.5
1996-12-05,29.125
1996-12-06,28.625
1996-12-09,29.0
1996-12-10,30.0
1996-12-11,29.375
1996-12-12,28.625
1996-12-13,28.875
1996-12-16,28.375
1996-12-17,28.75
1996-12-18,29.125
1996-12-19,30.75
1996-12-20,30.0
1996-12-23,30.25
1996-12-24,30.5
1996-12-26,30.875
1996-12-27,30.875
1996-12-30,30.0
1996-12-31,30.375
1997-01-02,29.375
1997-01-03,29.625
1997-01-06,29.375
1997-01-07,30.125
1997-01-08,30.875
1997-01-09,31.0
1997-01-10,30.875
1997-01-13,30.875
1997-01-14,31.0
1997-01-15,31.25
1997-01-16,31.625
1997-01-17,31.5
1997-01-20,30.875
1997-01-21,31.625
1997-01-22,31.5
1997-01-23,31.5
1997-01-24,31.0
1997-01-27,30.875
1997-01-28,30.0
1997-01-29,29.75
1997-01-30,29.625
1997-01-31,29.0
1997-02-03,29.5
1997-02-04,29.375
1997-02-05,29.875
1997-02-06,30.25
1997-02-07,30.5
1997-02-10,29.75
1997-02-11,29.875
1997-02-12,29.5
1997-02-13,29.625
1997-02-14,29.75
1997-02-18,29.75
1997-02-19,29.875
1997-02-20,30.0
1997-02-21,30.0
1997-02-24,30.25
1997-02-25,30.25
1997-02-26,29.75
1997-02-27,29.75
1997-02-28,29.875
1997-03-03,29.75
1997-03-04,29.0
1997-03-05,29.75
1997-03-06,30.5
1997-03-07,31.25
1997-03-10,32.125
1997-03-11,31.875
1997-03-12,31.75
1997-03-13,31.375
1997-03-14,31.125
1997-03-17,31.125
1997-03-18,31.125
1997-03-19,31.25
1997-03-20,31.375
1997-03-21,31.625
1997-03-24,31.625
1997-03-25,32.375
1997-03-26,32.25
1997-03-27,31.75
1997-03-31,31.625
1997-04-01,31.0
1997-04-02,30.75
1997-04-03,30.375
1997-04-04,30.375
1997-04-07,31.0
1997-04-08,31.125
1997-04-09,31.125
1997-04-10,30.875
1997-04-11,29.875
1997-04-14,29.875
1997-04-15,30.375
1997-04-16,31.0
1997-04-17,30.125
1997-04-18,30.75
1997-04-21,30.625
1997-04-22,30.25
1997-04-23,30.125
1997-04-24,30.125
1997-04-25,30.0
1997-04-28,29.75
1997-04-29,30.0
1997-04-30,29.5
1997-05-01,29.375
1997-05-02,29.5
1997-05-05,29.875
1997-05-06,30.125
1997-05-07,29.875
1997-05-08,29.5
1997-05-09,29.75
1997-05-12,29.875
1997-05-13,30.375
1997-05-14,30.5
1997-05-15,30.125
1997-05-16,30.25
1997-05-19,30.5
1997-05-20,30.375
1997-05-21,30.125
1997-05-22,30.0
1997-05-23,30.0
1997-05-27,29.75
1997-05-28,29.75
1997-05-29,29.5
1997-05-30,29.5
1997-06-02,29.75
1997-06-03,29.625
1997-06-04,29.75
1997-06-05,29.75
1997-06-06,30.0
1997-06-09,30.25
1997-06-10,30.0
1997-06-11,29.75
1997-06-12,29.875
1997-06-13,30.375
1997-06-16,30.75
1997-06-17,30.625
1997-06-18,30.375
1997-06-19,30.25
1997-06-20,30.0
1997-06-23,30.0
1997-06-24,29.625
1997-06-25,30.0
1997-06-26,29.375
1997-06-27,29.5
1997-06-30,29.25
1997-07-01,29.3125
1997-07-02,29.9375
1997-07-03,29.75
1997-07-07,29.75
1997-07-08,29.625
1997-07-09,28.75
1997-07-10,28.5
1997-07-11,28.875
1997-07-14,29.0
1997-07-15,28.875
1997-07-16,29.25
1997-07-17,28.875
1997-07-18,28.75
1997-07-21,29.4375
1997-07-22,29.875
1997-07-23,30.375
1997-07-24,30.1875
1997-07-25,29.375
1997-07-28,29.625
1997-07-29,29.875
1997-07-30,30.375
1997-07-31,30.9375
1997-08-01,31.125
1997-08-04,30.9375
1997-08-05,31.125
1997-08-06,31.375
1997-08-07,32.125
1997-08-08,31.75
1997-08-11,31.75
1997-08-12,31.9375
1997-08-13,31.75
1997-08-14,31.625
1997-08-15,31.25
1997-08-18,31.3125
1997-08-19,31.3125
1997-08-20,31.375
1997-08-21,31.375
1997-08-22,31.375
1997-08-25,30.75
1997-08-26,30.0
1997-08-27,30.5
1997-08-28,30.75
1997-08-29,30.875
1997-09-02,31.1875
1997-09-03,31.375
1997-09-04,31.5
1997-09-05,31.5625
1997-09-08,31.375
1997-09-09,31.5625
1997-09-10,31.4375
1997-09-11,31.375
1997-09-12,31.75
1997-09-15,32.625
1997-09-16,33.25
1997-09-17,32.875
1997-09-18,32.9375
1997-09-19,32.9375
1997-09-22,33.0
1997-09-23,32.875
1997-09-24,32.9375
1997-09-25,33.125
1997-09-26,32.6875
1997-09-29,33.625
1997-09-30,34.0
1997-10-01,34.0625
1997-10-02,34.0
1997-10-03,34.4375
1997-10-06,34.375
1997-10-07,34.0625
1997-10-08,33.8125
1997-10-09,33.3125
1997-10-10,32.75
1997-10-13,32.125
1997-10-14,33.125
1997-10-15,34.0
1997-10-16,33.6875
1997-10-17,33.875
1997-10-20,33.0
1997-10-21,33.625
1997-10-22,33.5625
1997-10-23,33.1875
1997-10-24,34.375
1997-10-27,33.125
1997-10-28,32.4375
1997-10-29,33.6875
1997-10-30,33.75
1997-10-31,34.625
1997-11-03,36.125
1997-11-04,36.5
1997-11-05,36.6875
1997-11-06,37.375
1997-11-07,36.875
1997-11-10,36.3125
1997-11-11,35.375
1997-11-12,34.875
1997-11-13,34.4375
1997-11-14,36.0
1997-11-17,35.875
1997-11-18,35.375
1997-11-19,34.625
1997-11-20,34.6875
1997-11-21,34.875
1997-11-24,35.5
1997-11-25,35.625
1997-11-26,34.9375
1997-11-28,35.3125
1997-12-01,35.375
1997-12-02,35.0
1997-12-03,34.75
1997-12-04,35.1875
1997-12-05,35.0
1997-12-08,35.0
1997-12-09,34.8125
1997-12-10,34.625
1997-12-11,34.5
1997-12-12,33.8125
1997-12-15,34.25
1997-12-16,35.125
1997-12-17,35.6875
1997-12-18,35.875
1997-12-19,35.0625
1997-12-22,35.375
1997-12-23,35.9375
1997-12-24,35.6875
1997-12-26,35.9375
1997-12-29,35.875
1997-12-30,36.5
1997-12-31,36.125
1998-01-02,35.8125
1998-01-05,35.125
1998-01-06,35.125
1998-01-07,35.6875
1998-01-08,35.3125
1998-01-09,35.1875
1998-01-12,36.0
1998-01-13,36.25
1998-01-14,36.875
1998-01-15,36.875
1998-01-16,37.1875
1998-01-20,37.6875
1998-01-21,37.3125
1998-01-22,37.375
1998-01-23,37.3125
1998-01-26,37.1875
1998-01-27,36.3125
1998-01-28,36.8125
1998-01-29,36.625
1998-01-30,35.875
1998-02-02,36.125
1998-02-03,36.0625
1998-02-04,36.5
1998-02-05,36.625
1998-02-06,37.25
1998-02-09,36.6875
1998-02-10,36.8125
1998-02-11,37.0
1998-02-12,36.625
1998-02-13,36.75
1998-02-17,36.375
1998-02-18,35.625
1998-02-19,36.25
1998-02-20,35.375
1998-02-23,36.125
1998-02-24,36.625
1998-02-25,36.625
1998-02-26,36.4375
1998-02-27,36.125
1998-03-02,35.6875
1998-03-03,35.375
1998-03-04,35.25
1998-03-05,35.25
1998-03-06,35.3125
1998-03-09,35.4375
1998-03-10,35.3125
1998-03-11,35.0
1998-03-12,34.75
1998-03-13,34.25
1998-03-16,33.875
1998-03-17,34.625
1998-03-18,34.875
1998-03-19,35.125
1998-03-20,35.125
1998-03-23,35.4375
1998-03-24,35.125
1998-03-25,35.4375
1998-03-26,35.875
1998-03-27,35.5
1998-03-30,35.75
1998-03-31,36.0
1998-04-01,35.5
1998-04-02,35.125
1998-04-03,34.9375
1998-04-06,35.0625
1998-04-07,35.3125
1998-04-08,35.125
1998-04-09,34.375
1998-04-13,33.9375
1998-04-14,34.1875
1998-04-15,34.0625
1998-04-16,33.75
1998-04-17,33.8125
1998-04-20,33.3125
1998-04-21,32.75
1998-04-22,33.0625
1998-04-23,32.625
1998-04-24,32.9375
1998-04-27,32.375
1998-04-28,31.6875
1998-04-29,32.0625
1998-04-30,32.5
1998-05-01,33.25
1998-05-04,33.125
1998-05-05,32.8125
1998-05-06,32.375
1998-05-07,32.375
1998-05-08,32.1875
1998-05-11,31.5625
1998-05-12,31.6875
1998-05-13,31.625
1998-05-14,31.125
1998-05-15,31.125
1998-05-18,30.875
1998-05-19,30.8125
1998-05-20,30.625
1998-05-21,30.625
1998-05-22,30.6875
1998-05-26,30.5
1998-05-27,30.5
1998-05-28,30.75
1998-05-29,31.0
1998-06-01,30.875
1998-06-02,30.75
1998-06-03,30.875
1998-06-04,30.375
1998-06-05,30.75
1998-06-08,31.1875
1998-06-09,31.4375
1998-06-10,31.25
1998-06-11,31.125
1998-06-12,30.625
1998-06-15,30.5
1998-06-16,30.5
1998-06-17,30.625
1998-06-18,30.6875
1998-06-19,30.5625
1998-06-22,29.875
1998-06-23,29.625
1998-06-24,30.3125
1998-06-25,30.8125
1998-06-26,30.9375
1998-06-29,31.375
1998-06-30,31.8125
1998-07-01,31.25
1998-07-02,31.125
1998-07-06,31.25
1998-07-07,31.75
1998-07-08,31.9375
1998-07-09,32.75
1998-07-10,32.3125
1998-07-13,31.75
1998-07-14,31.6875
1998-07-15,31.75
1998-07-16,32.375
1998-07-17,31.9375
1998-07-20,31.375
1998-07-21,30.375
1998-07-22,30.125
1998-07-23,30.0
1998-07-24,29.9375
1998-07-27,28.9375
1998-07-28,29.0625
1998-07-29,28.375
1998-07-30,28.875
1998-07-31,27.625
1998-08-03,26.5
1998-08-04,26.25
1998-08-05,24.9375
1998-08-06,26.25
1998-08-07,26.6875
1998-08-10,26.3125
1998-08-11,25.9375
1998-08-12,26.0
1998-08-13,26.5
1998-08-14,26.6875
1998-08-17,27.0625
1998-08-18,27.0625
1998-08-19,26.3125
1998-08-20,25.75
1998-08-21,25.625
1998-08-24,25.0
1998-08-25,24.6875
1998-08-26,24.75
1998-08-27,24.4375
1998-08-28,24.0
1998-08-31,23.4375
1998-09-01,23.5
1998-09-02,23.375
1998-09-03,23.5625
1998-09-04,23.5625
1998-09-08,23.75
1998-09-09,23.375
1998-09-10,22.75
1998-09-11,23.25
1998-09-14,23.4375
1998-09-15,23.4375
1998-09-16,23.9375
1998-09-17,24.125
1998-09-18,25.0
1998-09-21,25.875
1998-09-22,27.625
1998-09-23,27.625
1998-09-24,27.625
1998-09-25,27.625
1998-09-28,26.6875
1998-09-29,26.1875
1998-09-30,25.5
1998-10-01,24.375
1998-10-02,24.6875
1998-10-05,24.3125
1998-10-06,24.5
1998-10-07,23.9375
1998-10-08,23.3125
1998-10-09,23.75
1998-10-12,23.9375
1998-10-13,23.875
1998-10-14,24.0
1998-10-15,24.9375
1998-10-16,25.0625
1998-10-19,25.25
1998-10-20,26.125
1998-10-21,25.8125
1998-10-22,25.875
1998-10-23,25.875
1998-10-26,25.75
1998-10-27,25.0625
1998-10-28,25.25
1998-10-29,25.375
1998-10-30,25.625
1998-11-02,26.125
1998-11-03,26.375
1998-11-04,27.125
1998-11-05,26.9375
1998-11-06,26.875
1998-11-09,26.5
1998-11-10,26.375
1998-11-11,26.25
1998-11-12,25.9375
1998-11-13,25.625
1998-11-16,26.0
1998-11-17,25.375
1998-11-18,24.8125
1998-11-19,24.8125
1998-11-20,24.6875
1998-11-23,24.0
1998-11-24,24.125
1998-11-25,24.25
1998-11-27,24.3125
1998-11-30,24.1875
1998-12-01,24.125
1998-12-02,23.9375
1998-12-03,24.0
1998-12-04,24.4375
1998-12-07,25.75
1998-12-08,25.4375
1998-12-09,25.25
1998-12-10,25.125
1998-12-11,24.625
1998-12-14,24.375
1998-12-15,24.5
1998-12-16,24.625
1998-12-17,25.375
1998-12-18,24.875
1998-12-21,25.6875
1998-12-22,26.25
1998-12-23,25.9375
1998-12-24,25.75
1998-12-28,25.625
1998-12-29,25.8125
1998-12-30,26.4375
1998-12-31,26.8125
1999-01-04,26.9375
1999-01-05,27.125
1999-01-06,27.125
1999-01-07,26.625
1999-01-08,26.875
1999-01-11,26.8125
1999-01-12,26.4375
1999-01-13,26.9375
1999-01-14,26.5
1999-01-15,26.75
1999-01-19,26.75
1999-01-20,26.875
1999-01-21,26.6875
1999-01-22,26.875
1999-01-25,26.75
1999-01-26,26.6875
1999-01-27,26.25
1999-01-28,25.9375
1999-01-29,25.6875
1999-02-01,25.875
1999-02-02,26.0625
1999-02-03,26.4375
1999-02-04,26.4375
1999-02-05,26.4375
1999-02-08,26.125
1999-02-09,25.75
1999-02-10,25.3125
1999-02-11,26.0
1999-02-12,25.8125
1999-02-16,25.5625
1999-02-17,25.625
1999-02-18,26.3125
1999-02-19,25.625
1999-02-22,26.25
1999-02-23,27.0625
1999-02-24,26.9375
1999-02-25,26.0
1999-02-26,25.875
1999-03-01,25.875
1999-03-02,25.5625
1999-03-03,25.25
1999-03-04,25.125
1999-03-05,25.25
1999-03-08,25.25
1999-03-09,25.9375
1999-03-10,25.9375
1999-03-11,26.0625
1999-03-12,26.125
1999-03-15,25.4375
1999-03-16,24.8125
1999-03-17,24.875
1999-03-18,24.375
1999-03-19,24.625
1999-03-22,24.5
1999-03-23,24.5
1999-03-24,24.625
1999-03-25,24.3125
1999-03-26,23.8125
1999-03-29,23.4375
1999-03-30,23.375
1999-03-31,23.9375
1999-04-01,23.5
1999-04-05,23.375
1999-04-06,23.0625
1999-04-07,23.0625
1999-04-08,22.8125
1999-04-09,22.6875
1999-04-12,23.875
1999-04-13,23.625
1999-04-14,24.25
1999-04-15,24.9375
1999-04-16,26.4375
1999-04-19,26.75
1999-04-20,26.75
1999-04-21,26.5
1999-04-22,26.4375
1999-04-23,26.3125
1999-04-26,26.125
1999-04-27,26.1875
1999-04-28,26.4375
1999-04-29,26.5
1999-04-30,26.875
1999-05-03,26.875
1999-05-04,26.875
1999-05-05,26.8125
1999-05-06,26.9375
1999-05-07,27.0
1999-05-10,27.0
1999-05-11,27.125
1999-05-12,27.6875
1999-05-13,27.25
1999-05-14,26.9375
1999-05-17,26.625
1999-05-18,26.5625
1999-05-19,26.75
1999-05-20,27.0625
1999-05-21,27.625
1999-05-24,27.3125
1999-05-25,27.4375
1999-05-26,27.0
1999-05-27,26.625
1999-05-28,27.0625
1999-06-01,27.8125
1999-06-02,27.75
1999-06-03,27.625
1999-06-04,27.1875
1999-06-07,27.25
1999-06-08,26.9375
1999-06-09,26.9375
1999-06-10,26.75
1999-06-11,26.8125
