Date,FDX
1981-01-30,5.34375
1981-02-02,5.25
1981-02-03,5.3125
1981-02-04,5.34375
1981-02-05,5.5
1981-02-06,5.46875
1981-02-09,5.328125
1981-02-10,5.359375
1981-02-11,5.296875
1981-02-12,5.3125
1981-02-13,5.34375
1981-02-17,5.296875
1981-02-18,5.25
1981-02-19,5.171875
1981-02-20,5.171875
1981-02-23,5.234375
1981-02-24,5.3125
1981-02-25,5.3125
1981-02-26,5.609375
1981-02-27,5.53125
1981-03-02,5.5625
1981-03-03,5.53125
1981-03-04,5.578125
1981-03-05,5.625
1981-03-06,5.734375
1981-03-09,5.890625
1981-03-10,6.0625
1981-03-11,6.109375
1981-03-12,6.4375
1981-03-13,6.4375
1981-03-16,6.5
1981-03-17,6.5
1981-03-18,6.921875
1981-03-19,6.875
1981-03-20,6.9375
1981-03-23,7.359375
1981-03-24,7.34375
1981-03-25,7.4375
1981-03-26,7.1875
1981-03-27,7.015625
1981-03-30,7.09375
1981-03-31,7.265625
1981-04-01,7.34375
1981-04-02,7.453125
1981-04-03,7.40625
1981-04-06,7.28125
1981-04-07,7.09375
1981-04-08,7.171875
1981-04-09,7.296875
1981-04-10,7.625
1981-04-13,7.75
1981-04-14,7.796875
1981-04-15,7.96875
1981-04-16,8.21875
1981-04-20,8.703125
1981-04-21,8.578125
1981-04-22,8.265625
1981-04-23,8.34375
1981-04-24,8.453125
1981-04-27,8.25
1981-04-28,7.875
1981-04-29,7.84375
1981-04-30,7.84375
1981-05-01,7.90625
1981-05-04,7.671875
1981-05-05,7.4375
1981-05-06,7.5
1981-05-07,7.515625
1981-05-08,7.421875
1981-05-11,7.21875
1981-05-12,7.203125
1981-05-13,7.40625
1981-05-14,7.46875
1981-05-15,7.78125
1981-05-18,8.046875
1981-05-19,7.8125
1981-05-20,8.03125
1981-05-21,8.1875
1981-05-22,8.359375
1981-05-26,8.75
1981-05-27,8.71875
1981-05-28,8.640625
1981-05-29,8.5625
1981-06-01,8.21875
1981-06-02,8.03125
1981-06-03,8.125
1981-06-04,8.375
1981-06-05,8.515625
1981-06-08,8.53125
1981-06-09,8.5
1981-06-10,8.53125
1981-06-11,8.65625
1981-06-12,8.75
1981-06-15,8.90625
1981-06-16,8.625
1981-06-17,8.484375
1981-06-18,8.46875
1981-06-19,8.328125
1981-06-22,8.3125
1981-06-23,8.421875
1981-06-24,8.421875
1981-06-25,8.359375
1981-06-26,8.25
1981-06-29,8.015625
1981-06-30,7.90625
1981-07-01,7.90625
1981-07-02,7.859375
1981-07-06,7.5625
1981-07-07,7.3125
1981-07-08,7.28125
1981-07-09,7.484375
1981-07-10,7.625
1981-07-13,7.5
1981-07-14,7.4375
1981-07-15,7.5625
1981-07-16,7.71875
1981-07-17,7.953125
1981-07-20,7.78125
1981-07-21,7.71875
1981-07-22,7.609375
1981-07-23,7.515625
1981-07-24,7.609375
1981-07-27,7.59375
1981-07-28,7.375
1981-07-29,7.34375
1981-07-30,7.25
1981-07-31,7.25
1981-08-03,7.59375
1981-08-04,7.65625
1981-08-05,7.96875
1981-08-06,8.0
1981-08-07,7.890625
1981-08-10,7.890625
1981-08-11,7.96875
1981-08-12,7.84375
1981-08-13,7.65625
1981-08-14,7.796875
1981-08-17,7.6875
1981-08-18,7.609375
1981-08-19,7.625
1981-08-20,7.8125
1981-08-21,7.828125
1981-08-24,7.5
1981-08-25,7.515625
1981-08-26,7.53125
1981-08-27,7.4375
1981-08-28,7.484375
1981-08-31,7.234375
1981-09-01,7.15625
1981-09-02,7.0
1981-09-03,6.578125
1981-09-04,6.609375
1981-09-08,6.421875
1981-09-09,6.5625
1981-09-10,6.625
1981-09-11,6.625
1981-09-14,6.46875
1981-09-15,6.5625
1981-09-16,6.640625
1981-09-17,6.5625
1981-09-18,6.53125
1981-09-21,6.53125
1981-09-22,6.375
1981-09-23,6.25
1981-09-24,6.25
1981-09-25,6.09375
1981-09-28,6.53125
1981-09-29,6.625
1981-09-30,6.640625
1981-10-01,6.796875
1981-10-02,7.125
1981-10-05,6.96875
1981-10-06,7.0
1981-10-07,7.15625
1981-10-08,7.484375
1981-10-09,7.421875
1981-10-12,7.578125
1981-10-13,7.671875
1981-10-14,7.4375
1981-10-15,7.546875
1981-10-16,7.75
1981-10-19,8.0
1981-10-20,8.109375
1981-10-21,8.1875
1981-10-22,8.03125
1981-10-23,7.96875
1981-10-26,8.375
1981-10-27,8.3125
1981-10-28,8.15625
1981-10-29,8.0
1981-10-30,8.21875
1981-11-02,8.28125
1981-11-03,8.1875
1981-11-04,8.09375
1981-11-05,7.828125
1981-11-06,7.890625
1981-11-09,8.0
1981-11-10,8.03125
1981-11-11,8.125
1981-11-12,7.9375
1981-11-13,7.53125
1981-11-16,7.4375
1981-11-17,7.328125
1981-11-18,7.328125
1981-11-19,7.3125
1981-11-20,7.453125
1981-11-23,7.5
1981-11-24,7.546875
1981-11-25,7.328125
1981-11-27,7.421875
1981-11-30,7.515625
1981-12-01,7.546875
1981-12-02,7.421875
1981-12-03,7.34375
1981-12-04,7.234375
1981-12-07,7.0
1981-12-08,7.0
1981-12-09,7.265625
1981-12-10,7.203125
1981-12-11,7.125
1981-12-14,7.046875
1981-12-15,7.140625
1981-12-16,7.0625
1981-12-17,7.375
1981-12-18,7.75
1981-12-21,8.109375
1981-12-22,7.765625
1981-12-23,7.671875
1981-12-24,8.0
1981-12-28,7.9375
1981-12-29,7.75
1981-12-30,7.8125
1981-12-31,7.8125
1982-01-04,7.984375
1982-01-05,7.625
1982-01-06,7.453125
1982-01-07,7.46875
1982-01-08,7.546875
1982-01-11,7.078125
1982-01-12,7.03125
1982-01-13,6.921875
1982-01-14,7.15625
1982-01-15,7.375
1982-01-18,7.6875
1982-01-19,7.3125
1982-01-20,7.3125
1982-01-21,7.28125
1982-01-22,7.046875
1982-01-25,7.125
1982-01-26,6.984375
1982-01-27,7.1875
1982-01-28,7.5
1982-01-29,7.671875
1982-02-01,7.515625
1982-02-02,7.53125
1982-02-03,7.28125
1982-02-04,7.28125
1982-02-05,7.375
1982-02-08,6.9375
1982-02-09,6.8125
1982-02-10,6.8125
1982-02-11,6.609375
1982-02-12,6.390625
1982-02-16,6.59375
1982-02-17,6.40625
1982-02-18,6.515625
1982-02-19,6.46875
1982-02-22,6.234375
1982-02-23,6.28125
1982-02-24,6.5625
1982-02-25,6.484375
1982-02-26,6.4375
1982-03-01,6.453125
1982-03-02,6.171875
1982-03-03,6.0
1982-03-04,5.9375
1982-03-05,5.8125
1982-03-08,5.59375
1982-03-09,5.78125
1982-03-10,5.859375
1982-03-11,5.734375
1982-03-12,5.78125
1982-03-15,5.953125
1982-03-16,5.90625
1982-03-17,5.78125
1982-03-18,6.015625
1982-03-19,6.03125
1982-03-22,6.34375
1982-03-23,6.484375
1982-03-24,6.359375
1982-03-25,6.359375
1982-03-26,6.296875
1982-03-29,6.46875
1982-03-30,6.53125
1982-03-31,6.59375
1982-04-01,6.609375
1982-04-02,6.625
1982-04-05,6.609375
1982-04-06,6.796875
1982-04-07,6.90625
1982-04-08,6.875
1982-04-12,6.734375
1982-04-13,6.703125
1982-04-14,6.859375
1982-04-15,6.84375
1982-04-16,6.90625
1982-04-19,6.9375
1982-04-20,6.765625
1982-04-21,6.71875
1982-04-22,6.6875
1982-04-23,6.65625
1982-04-26,6.734375
1982-04-27,6.3125
1982-04-28,6.234375
1982-04-29,6.0
1982-04-30,6.0
1982-05-03,5.96875
1982-05-04,6.125
1982-05-05,6.125
1982-05-06,5.890625
1982-05-07,5.71875
1982-05-10,5.65625
1982-05-11,5.796875
1982-05-12,5.8125
1982-05-13,5.828125
1982-05-14,5.8125
1982-05-17,5.734375
1982-05-18,5.703125
1982-05-19,5.625
1982-05-20,5.625
1982-05-21,5.59375
1982-05-24,5.5625
1982-05-25,5.296875
1982-05-26,5.265625
1982-05-27,5.34375
1982-05-28,5.40625
1982-06-01,5.453125
1982-06-02,5.53125
1982-06-03,5.359375
1982-06-04,5.28125
1982-06-07,5.4375
1982-06-08,5.40625
1982-06-09,5.53125
1982-06-10,5.75
1982-06-11,5.84375
1982-06-14,5.671875
1982-06-15,5.640625
1982-06-16,5.53125
1982-06-17,5.453125
1982-06-18,5.515625
1982-06-21,5.65625
1982-06-22,5.6875
1982-06-23,5.8125
1982-06-24,5.71875
1982-06-25,5.65625
1982-06-28,5.671875
1982-06-29,5.609375
1982-06-30,5.609375
1982-07-01,5.515625
1982-07-02,5.515625
1982-07-06,5.609375
1982-07-07,5.59375
1982-07-08,5.75
1982-07-09,5.9375
1982-07-12,5.9375
1982-07-13,5.90625
1982-07-14,5.9375
1982-07-15,6.0
1982-07-16,6.0625
1982-07-19,6.09375
1982-07-20,6.15625
1982-07-21,6.015625
1982-07-22,5.953125
1982-07-23,5.9375
1982-07-26,5.859375
1982-07-27,5.84375
1982-07-28,5.828125
1982-07-29,5.75
1982-07-30,5.765625
1982-08-02,5.828125
1982-08-03,5.640625
1982-08-04,5.40625
1982-08-05,5.53125
1982-08-06,5.375
1982-08-09,5.390625
1982-08-10,5.328125
1982-08-11,5.359375
1982-08-12,5.34375
1982-08-13,5.328125
1982-08-16,5.359375
1982-08-17,5.875
1982-08-18,6.0625
1982-08-19,5.5625
1982-08-20,5.875
1982-08-23,6.03125
1982-08-24,6.125
1982-08-25,6.484375
1982-08-26,6.5
1982-08-27,6.59375
1982-08-30,6.71875
1982-08-31,6.703125
1982-09-01,6.5625
1982-09-02,6.734375
1982-09-03,6.765625
1982-09-07,6.640625
1982-09-08,6.765625
1982-09-09,6.515625
1982-09-10,6.4375
1982-09-13,6.421875
1982-09-14,6.171875
1982-09-15,6.125
1982-09-16,6.140625
1982-09-17,6.171875
1982-09-20,6.453125
1982-09-21,6.421875
1982-09-22,6.375
1982-09-23,6.0625
1982-09-24,5.875
1982-09-27,6.0625
1982-09-28,6.125
1982-09-29,5.953125
1982-09-30,6.015625
1982-10-01,6.171875
1982-10-04,6.078125
1982-10-05,6.140625
1982-10-06,6.65625
1982-10-07,6.5
1982-10-08,6.84375
1982-10-11,6.828125
1982-10-12,7.296875
1982-10-13,7.375
1982-10-14,7.21875
1982-10-15,7.21875
