Date,CCL
1990-08-02,4.875
1990-08-03,4.78125
1990-08-06,4.40625
1990-08-07,4.46875
1990-08-08,4.5
1990-08-09,4.5625
1990-08-10,4.5
1990-08-13,4.40625
1990-08-14,4.625
1990-08-15,4.71875
1990-08-16,4.59375
1990-08-17,4.375
1990-08-20,4.15625
1990-08-21,3.90625
1990-08-22,3.9375
1990-08-23,3.65625
1990-08-24,3.84375
1990-08-27,4.375
1990-08-28,4.375
1990-08-29,4.375
1990-08-30,4.375
1990-08-31,4.40625
1990-09-04,4.375
1990-09-05,4.4375
1990-09-06,4.40625
1990-09-07,4.4375
1990-09-10,4.3125
1990-09-11,4.09375
1990-09-12,4.09375
1990-09-13,4.0
1990-09-14,3.90625
1990-09-17,3.90625
1990-09-18,3.90625
1990-09-19,3.8125
1990-09-20,3.75
1990-09-21,3.65625
1990-09-24,3.40625
1990-09-25,3.46875
1990-09-26,3.4375
1990-09-27,3.34375
1990-09-28,3.125
1990-10-01,3.21875
1990-10-02,3.46875
1990-10-03,3.4375
1990-10-04,3.0
1990-10-05,2.84375
1990-10-08,2.875
1990-10-09,2.8125
1990-10-10,2.875
1990-10-11,2.75
1990-10-12,2.78125
1990-10-15,2.875
1990-10-16,2.875
1990-10-17,2.90625
1990-10-18,3.25
1990-10-19,3.5
1990-10-22,3.53125
1990-10-23,3.5
1990-10-24,3.3125
1990-10-25,3.25
1990-10-26,3.1875
1990-10-29,3.15625
1990-10-30,3.125
1990-10-31,3.15625
1990-11-01,3.25
1990-11-02,3.34375
1990-11-05,3.40625
1990-11-06,3.5
1990-11-07,3.25
1990-11-08,3.15625
1990-11-09,3.3125
1990-11-12,3.4375
1990-11-13,3.53125
1990-11-14,3.6875
1990-11-15,3.625
1990-11-16,3.5625
1990-11-19,3.65625
1990-11-20,3.5625
1990-11-21,3.46875
1990-11-23,3.40625
1990-11-26,3.40625
1990-11-27,3.375
1990-11-28,3.375
1990-11-29,3.34375
1990-11-30,3.3125
1990-12-03,3.40625
1990-12-04,3.59375
1990-12-05,3.71875
1990-12-06,3.6875
1990-12-07,3.6875
1990-12-10,3.8125
1990-12-11,3.78125
1990-12-12,3.8125
1990-12-13,3.875
1990-12-14,3.8125
1990-12-17,3.84375
1990-12-18,3.90625
1990-12-19,3.90625
1990-12-20,3.875
1990-12-21,3.78125
1990-12-24,3.59375
1990-12-26,3.625
1990-12-27,3.5
1990-12-28,3.5
1990-12-31,3.53125
1991-01-02,3.53125
1991-01-03,3.46875
1991-01-04,3.40625
1991-01-07,3.25
1991-01-08,3.21875
1991-01-09,3.21875
1991-01-10,3.15625
1991-01-11,3.09375
1991-01-14,3.09375
1991-01-15,3.1875
1991-01-16,3.40625
1991-01-17,3.65625
1991-01-18,3.71875
1991-01-21,3.625
1991-01-22,3.6875
1991-01-23,3.5625
1991-01-24,3.625
1991-01-25,3.6875
1991-01-28,3.71875
1991-01-29,3.71875
1991-01-30,4.0
1991-01-31,4.1875
1991-02-01,4.40625
1991-02-04,4.28125
1991-02-05,4.28125
1991-02-06,4.46875
1991-02-07,4.625
1991-02-08,4.78125
1991-02-11,4.8125
1991-02-12,4.75
1991-02-13,4.78125
1991-02-14,4.78125
1991-02-15,4.78125
1991-02-19,4.78125
1991-02-20,4.625
1991-02-21,4.40625
1991-02-22,4.375
1991-02-25,4.3125
1991-02-26,4.21875
1991-02-27,4.125
1991-02-28,4.375
1991-03-01,4.65625
1991-03-04,4.65625
1991-03-05,4.65625
1991-03-06,4.84375
1991-03-07,4.90625
1991-03-08,5.1875
1991-03-11,5.15625
1991-03-12,5.0625
1991-03-13,5.0625
1991-03-14,5.09375
1991-03-15,4.96875
1991-03-18,4.90625
1991-03-19,4.6875
1991-03-20,4.75
1991-03-21,4.90625
1991-03-22,4.84375
1991-03-25,4.8125
1991-03-26,5.0
1991-03-27,4.9375
1991-03-28,5.0
1991-04-01,5.03125
1991-04-02,5.1875
1991-04-03,5.28125
1991-04-04,5.4375
1991-04-05,5.34375
1991-04-08,5.34375
1991-04-09,5.375
1991-04-10,5.28125
1991-04-11,5.40625
1991-04-12,5.46875
1991-04-15,5.4375
1991-04-16,5.90625
1991-04-17,6.125
1991-04-18,6.25
1991-04-19,6.15625
1991-04-22,5.9375
1991-04-23,6.03125
1991-04-24,6.15625
1991-04-25,6.0
1991-04-26,5.96875
1991-04-29,5.9375
1991-04-30,6.0625
1991-05-01,6.0625
1991-05-02,6.1875
1991-05-03,6.15625
1991-05-06,6.03125
1991-05-07,6.0
1991-05-08,6.125
1991-05-09,6.28125
1991-05-10,6.125
1991-05-13,5.96875
1991-05-14,5.84375
1991-05-15,5.65625
1991-05-16,5.71875
1991-05-17,5.71875
1991-05-20,5.6875
1991-05-21,5.6875
1991-05-22,5.78125
1991-05-23,5.75
1991-05-24,5.8125
1991-05-28,5.9375
1991-05-29,5.96875
1991-05-30,5.75
1991-05-31,5.9375
1991-06-03,5.9375
1991-06-04,5.90625
1991-06-05,5.96875
1991-06-06,5.90625
1991-06-07,5.75
1991-06-10,5.6875
1991-06-11,5.75
1991-06-12,5.75
1991-06-13,5.6875
1991-06-14,5.71875
1991-06-17,5.71875
1991-06-18,5.5625
1991-06-19,5.375
1991-06-20,5.375
1991-06-21,5.46875
1991-06-24,5.375
1991-06-25,5.375
1991-06-26,5.375
1991-06-27,5.46875
1991-06-28,5.25
1991-07-01,5.0625
1991-07-02,5.21875
1991-07-03,5.21875
1991-07-05,5.28125
1991-07-08,5.375
1991-07-09,5.28125
1991-07-10,5.4375
1991-07-11,5.4375
1991-07-12,5.4375
1991-07-15,5.46875
1991-07-16,5.40625
1991-07-17,5.375
1991-07-18,5.5625
1991-07-19,5.5625
1991-07-22,5.5
1991-07-23,5.53125
1991-07-24,5.53125
1991-07-25,5.53125
1991-07-26,5.5
1991-07-29,5.5625
1991-07-30,5.6875
1991-07-31,5.71875
1991-08-01,5.65625
1991-08-02,5.5
1991-08-05,5.46875
1991-08-06,5.4375
1991-08-07,5.5
1991-08-08,5.5
1991-08-09,5.34375
1991-08-12,5.375
1991-08-13,5.5
1991-08-14,5.40625
1991-08-15,5.4375
1991-08-16,5.3125
1991-08-19,5.09375
1991-08-20,5.15625
1991-08-21,5.25
1991-08-22,5.375
1991-08-23,5.40625
1991-08-26,5.3125
1991-08-27,5.25
1991-08-28,5.375
1991-08-29,5.46875
1991-08-30,5.59375
1991-09-03,5.46875
1991-09-04,5.46875
1991-09-05,5.25
1991-09-06,5.1875
1991-09-09,5.1875
1991-09-10,5.34375
1991-09-11,5.375
1991-09-12,5.625
1991-09-13,5.59375
1991-09-16,5.6875
1991-09-17,5.8125
1991-09-18,5.84375
1991-09-19,6.09375
1991-09-20,6.09375
1991-09-23,6.03125
1991-09-24,6.0
1991-09-25,6.28125
1991-09-26,6.28125
1991-09-27,6.28125
1991-09-30,6.34375
1991-10-01,6.40625
1991-10-02,6.46875
1991-10-03,6.4375
1991-10-04,6.21875
1991-10-07,6.1875
1991-10-08,6.25
1991-10-09,6.125
1991-10-10,6.46875
1991-10-11,6.4375
1991-10-14,6.5
1991-10-15,6.4375
1991-10-16,6.96875
1991-10-17,6.9375
1991-10-18,7.1875
1991-10-21,7.03125
1991-10-22,6.84375
1991-10-23,6.8125
1991-10-24,6.6875
1991-10-25,6.75
1991-10-28,6.90625
1991-10-29,6.90625
1991-10-30,6.75
1991-10-31,6.625
1991-11-01,6.75
1991-11-04,6.6875
1991-11-05,6.59375
1991-11-06,6.5
1991-11-07,6.4375
1991-11-08,6.59375
1991-11-11,6.46875
1991-11-12,6.4375
1991-11-13,6.21875
1991-11-14,6.09375
1991-11-15,5.90625
1991-11-18,5.78125
1991-11-19,5.5
1991-11-20,5.5
1991-11-21,5.71875
1991-11-22,5.75
1991-11-25,5.625
1991-11-26,5.75
1991-11-27,5.78125
1991-11-29,5.78125
1991-12-02,6.09375
1991-12-03,6.03125
1991-12-04,6.0625
1991-12-05,6.0
1991-12-06,5.96875
1991-12-09,5.875
1991-12-10,5.8125
1991-12-11,5.78125
1991-12-12,5.75
1991-12-13,5.8125
1991-12-16,5.96875
1991-12-17,6.0
1991-12-18,5.90625
1991-12-19,5.8125
1991-12-20,5.6875
1991-12-23,5.90625
1991-12-24,6.34375
1991-12-26,6.3125
1991-12-27,6.3125
1991-12-30,6.40625
1991-12-31,6.5625
1992-01-02,6.4375
1992-01-03,6.5
1992-01-06,6.53125
1992-01-07,6.6875
1992-01-08,6.9375
1992-01-09,7.0625
1992-01-10,7.0625
1992-01-13,7.0625
1992-01-14,7.0
1992-01-15,7.0625
1992-01-16,7.0
1992-01-17,6.9375
1992-01-20,6.8125
1992-01-21,6.625
1992-01-22,6.6875
1992-01-23,6.75
1992-01-24,6.9375
1992-01-27,7.0
1992-01-28,6.90625
1992-01-29,6.78125
1992-01-30,6.75
1992-01-31,6.6875
1992-02-03,6.53125
1992-02-04,6.78125
1992-02-05,7.125
1992-02-06,7.1875
1992-02-07,7.625
1992-02-10,7.8125
1992-02-11,7.8125
1992-02-12,8.0
1992-02-13,7.84375
1992-02-14,7.90625
1992-02-18,7.9375
1992-02-19,7.9375
1992-02-20,8.09375
1992-02-21,8.09375
1992-02-24,8.0
1992-02-25,8.0
1992-02-26,8.15625
1992-02-27,8.0
1992-02-28,8.1875
1992-03-02,8.28125
1992-03-03,8.25
1992-03-04,8.34375
1992-03-05,8.28125
1992-03-06,8.1875
1992-03-09,8.25
1992-03-10,8.4375
1992-03-11,8.03125
1992-03-12,8.03125
1992-03-13,7.96875
1992-03-16,7.96875
1992-03-17,8.03125
1992-03-18,8.15625
1992-03-19,8.21875
1992-03-20,8.125
1992-03-23,8.09375
1992-03-24,8.0
1992-03-25,8.15625
1992-03-26,7.96875
1992-03-27,7.75
1992-03-30,7.5625
1992-03-31,7.75
1992-04-01,7.65625
1992-04-02,7.625
1992-04-03,7.5
1992-04-06,7.5
1992-04-07,7.5
1992-04-08,7.3125
1992-04-09,7.40625
1992-04-10,7.5
1992-04-13,7.5
