Date,PSA
1991-09-09,8.25
1991-09-10,8.125
1991-09-11,8.0
1991-09-12,8.125
1991-09-13,8.0
1991-09-16,8.0
1991-09-17,8.125
1991-09-18,8.125
1991-09-19,8.125
1991-09-20,8.125
1991-09-23,8.125
1991-09-24,8.25
1991-09-25,8.25
1991-09-26,8.125
1991-09-27,8.125
1991-09-30,8.375
1991-10-01,8.25
1991-10-02,8.375
1991-10-03,8.25
1991-10-04,8.0
1991-10-07,8.125
1991-10-08,8.25
1991-10-09,8.25
1991-10-10,8.25
1991-10-11,8.25
1991-10-14,8.125
1991-10-15,8.25
1991-10-16,8.25
1991-10-17,8.375
1991-10-18,8.375
1991-10-21,8.375
1991-10-22,8.375
1991-10-23,8.375
1991-10-24,8.5
1991-10-25,8.5
1991-10-28,8.5
1991-10-29,8.5
1991-10-30,8.5
1991-10-31,8.75
1991-11-01,8.5
1991-11-04,8.5
1991-11-05,8.5
1991-11-06,8.5
1991-11-07,8.625
1991-11-08,8.75
1991-11-11,8.625
1991-11-12,8.75
1991-11-13,8.75
1991-11-14,8.625
1991-11-15,8.625
1991-11-18,8.5
1991-11-19,8.5
1991-11-20,8.375
1991-11-21,8.5
1991-11-22,8.125
1991-11-25,8.375
1991-11-26,8.375
1991-11-27,8.5
1991-11-29,8.5
1991-12-02,8.25
1991-12-03,8.125
1991-12-04,8.25
1991-12-05,8.25
1991-12-06,8.5
1991-12-09,8.25
1991-12-10,8.25
1991-12-11,8.125
1991-12-12,8.125
1991-12-13,8.125
1991-12-16,8.125
1991-12-17,8.0
1991-12-18,8.0
1991-12-19,8.25
1991-12-20,8.125
1991-12-23,8.125
1991-12-24,8.0
1991-12-26,8.125
1991-12-27,8.125
1991-12-30,8.125
1991-12-31,8.25
1992-01-02,8.25
1992-01-03,8.125
1992-01-06,8.125
1992-01-07,8.125
1992-01-08,8.125
1992-01-09,8.5
1992-01-10,8.625
1992-01-13,8.75
1992-01-14,8.625
1992-01-15,8.625
1992-01-16,8.625
1992-01-17,8.75
1992-01-20,8.75
1992-01-21,8.875
1992-01-22,9.0
1992-01-23,9.25
1992-01-24,9.125
1992-01-27,9.125
1992-01-28,9.375
1992-01-29,9.25
1992-01-30,9.5
1992-01-31,9.75
1992-02-03,9.75
1992-02-04,9.375
1992-02-05,9.5
1992-02-06,9.25
1992-02-07,9.25
1992-02-10,9.5
1992-02-11,9.875
1992-02-12,9.75
1992-02-13,9.75
1992-02-14,9.75
1992-02-18,9.75
1992-02-19,9.625
1992-02-20,9.625
1992-02-21,9.375
1992-02-24,9.25
1992-02-25,9.125
1992-02-26,9.375
1992-02-27,9.625
1992-02-28,9.5
1992-03-02,9.625
1992-03-03,9.375
1992-03-04,9.25
1992-03-05,9.375
1992-03-06,9.375
1992-03-09,9.5
1992-03-10,9.5
1992-03-11,9.375
1992-03-12,9.125
1992-03-13,9.25
1992-03-16,9.375
1992-03-17,9.5
1992-03-18,9.25
1992-03-19,9.5
1992-03-20,9.375
1992-03-23,9.25
1992-03-24,9.375
1992-03-25,9.5
1992-03-26,9.375
1992-03-27,9.25
1992-03-30,9.25
1992-03-31,9.375
1992-04-01,9.25
1992-04-02,9.0
1992-04-03,9.125
1992-04-06,9.0
1992-04-07,9.0
1992-04-08,9.375
1992-04-09,9.125
1992-04-10,9.125
1992-04-13,9.25
1992-04-14,9.25
1992-04-15,9.25
1992-04-16,9.0
1992-04-20,9.125
1992-04-21,9.125
1992-04-22,9.125
1992-04-23,9.125
1992-04-24,9.125
1992-04-27,9.0
1992-04-28,9.0
1992-04-29,9.0
1992-04-30,9.0
1992-05-01,9.0
1992-05-04,8.875
1992-05-05,9.0
1992-05-06,8.875
1992-05-07,9.0
1992-05-08,9.0
1992-05-11,9.0
1992-05-12,9.0
1992-05-13,8.875
1992-05-14,8.875
1992-05-15,9.0
1992-05-18,9.0
1992-05-19,9.0
1992-05-20,9.125
1992-05-21,9.0
1992-05-22,9.0
1992-05-26,9.0
1992-05-27,9.0
1992-05-28,9.0
1992-05-29,9.0
1992-06-01,9.0
1992-06-02,9.125
1992-06-03,8.875
1992-06-04,9.0
1992-06-05,8.875
1992-06-08,9.25
1992-06-09,9.0
1992-06-10,9.0
1992-06-11,8.875
1992-06-12,8.875
1992-06-15,8.875
1992-06-16,8.75
1992-06-17,8.625
1992-06-18,8.5
1992-06-19,8.875
1992-06-22,8.75
1992-06-23,8.5
1992-06-24,8.75
1992-06-25,8.75
1992-06-26,8.75
1992-06-29,8.75
1992-06-30,8.75
1992-07-01,8.625
1992-07-02,8.625
1992-07-06,8.875
1992-07-07,8.75
1992-07-08,8.75
1992-07-09,8.75
1992-07-10,8.625
1992-07-13,8.75
1992-07-14,8.75
1992-07-15,8.875
1992-07-16,8.75
1992-07-17,8.625
1992-07-20,8.75
1992-07-21,8.625
1992-07-22,8.625
1992-07-23,8.625
1992-07-24,8.75
1992-07-27,8.625
1992-07-28,8.75
1992-07-29,8.875
1992-07-30,9.0
1992-07-31,8.875
1992-08-03,9.0
1992-08-04,9.0
1992-08-05,8.875
1992-08-06,8.875
1992-08-07,8.75
1992-08-10,9.0
1992-08-11,8.875
1992-08-12,9.25
1992-08-13,9.375
1992-08-14,9.5
1992-08-17,9.625
1992-08-18,9.5
1992-08-19,9.625
1992-08-20,9.625
1992-08-21,9.5
1992-08-24,9.25
1992-08-25,9.125
1992-08-26,9.25
1992-08-27,9.125
1992-08-28,9.25
1992-08-31,9.125
1992-09-01,9.25
1992-09-02,9.25
1992-09-03,9.25
1992-09-04,9.125
1992-09-08,9.125
1992-09-09,9.25
1992-09-10,9.375
1992-09-11,9.125
1992-09-14,9.375
1992-09-15,9.25
1992-09-16,9.25
1992-09-17,9.25
1992-09-18,9.375
1992-09-21,9.375
1992-09-22,9.75
1992-09-23,9.5
1992-09-24,9.375
1992-09-25,9.5
1992-09-28,9.125
1992-09-29,9.375
1992-09-30,9.625
1992-10-01,9.875
1992-10-02,9.875
1992-10-05,9.75
1992-10-06,9.75
1992-10-07,9.75
1992-10-08,9.5
1992-10-09,9.75
1992-10-12,10.0
1992-10-13,9.875
1992-10-14,9.875
1992-10-15,9.75
1992-10-16,9.875
1992-10-19,9.75
1992-10-20,9.625
1992-10-21,9.625
1992-10-22,9.375
1992-10-23,9.5
1992-10-26,9.5
1992-10-27,9.375
1992-10-28,9.375
1992-10-29,9.5
1992-10-30,9.625
1992-11-02,9.5
1992-11-03,9.875
1992-11-04,9.75
1992-11-05,9.75
1992-11-06,9.5
1992-11-09,9.75
1992-11-10,9.5
1992-11-11,9.375
1992-11-12,9.25
1992-11-13,9.25
1992-11-16,9.25
1992-11-17,9.5
1992-11-18,9.5
1992-11-19,9.5
1992-11-20,9.75
1992-11-23,9.25
1992-11-24,9.25
1992-11-25,9.5
1992-11-27,9.5
1992-11-30,9.375
1992-12-01,9.25
1992-12-02,9.375
1992-12-03,9.25
1992-12-04,9.25
1992-12-07,9.5
1992-12-08,9.375
1992-12-09,9.125
1992-12-10,9.125
1992-12-11,9.375
1992-12-14,9.25
1992-12-15,9.25
1992-12-16,9.125
1992-12-17,9.0
1992-12-18,9.0
1992-12-21,9.0
1992-12-22,8.875
1992-12-23,9.125
1992-12-24,9.125
1992-12-28,9.25
1992-12-29,8.875
1992-12-30,9.0
1992-12-31,8.875
1993-01-04,9.375
1993-01-05,9.125
1993-01-06,9.25
1993-01-07,9.625
1993-01-08,9.375
1993-01-11,9.5
1993-01-12,9.875
1993-01-13,9.875
1993-01-14,9.75
1993-01-15,9.875
1993-01-18,9.875
1993-01-19,9.875
1993-01-20,9.875
1993-01-21,10.0
1993-01-22,10.0
1993-01-25,10.125
1993-01-26,10.0
1993-01-27,10.0
1993-01-28,9.875
1993-01-29,10.0
1993-02-01,9.875
1993-02-02,9.875
1993-02-03,10.125
1993-02-04,10.0
1993-02-05,10.125
1993-02-08,10.125
1993-02-09,10.125
1993-02-10,10.125
1993-02-11,10.0
1993-02-12,10.75
1993-02-16,10.125
1993-02-17,10.375
1993-02-18,10.5
1993-02-19,10.625
1993-02-22,10.75
1993-02-23,11.0
1993-02-24,11.125
1993-02-25,11.25
1993-02-26,11.375
1993-03-01,11.25
1993-03-02,11.125
1993-03-03,11.25
1993-03-04,11.25
1993-03-05,11.375
1993-03-08,11.375
1993-03-09,11.375
1993-03-10,11.25
1993-03-11,11.375
1993-03-12,11.75
1993-03-15,11.625
1993-03-16,11.875
1993-03-17,11.75
1993-03-18,11.375
1993-03-19,11.125
1993-03-22,10.875
1993-03-23,11.0
1993-03-24,11.0
1993-03-25,11.5
1993-03-26,11.625
1993-03-29,11.125
1993-03-30,11.25
1993-03-31,11.5
1993-04-01,11.5
1993-04-02,11.5
1993-04-05,11.125
1993-04-06,11.125
1993-04-07,11.25
1993-04-08,11.125
1993-04-12,11.125
1993-04-13,11.125
1993-04-14,11.5
1993-04-15,11.625
1993-04-16,11.5
1993-04-19,11.75
1993-04-20,11.5
1993-04-21,11.625
1993-04-22,11.75
1993-04-23,11.375
1993-04-26,11.5
1993-04-27,11.625
1993-04-28,11.5
1993-04-29,11.375
1993-04-30,11.5
1993-05-03,11.375
1993-05-04,11.625
1993-05-05,11.625
1993-05-06,11.5
1993-05-07,11.375
1993-05-10,11.375
1993-05-11,11.375
1993-05-12,11.375
1993-05-13,11.375
1993-05-14,11.375
1993-05-17,11.375
1993-05-18,11.375
1993-05-19,11.5
1993-05-20,11.5
1993-05-21,11.375
1993-05-24,11.375
1993-05-25,11.625
1993-05-26,11.625
1993-05-27,11.625
1993-05-28,11.875
1993-06-01,12.125
1993-06-02,12.0
1993-06-03,11.75
1993-06-04,11.375
1993-06-07,11.5
1993-06-08,11.5
1993-06-09,11.875
1993-06-10,11.75
1993-06-11,11.75
1993-06-14,12.0
1993-06-15,11.625
1993-06-16,11.5
1993-06-17,11.5
1993-06-18,11.375
1993-06-21,11.5
1993-06-22,11.5
1993-06-23,11.5
1993-06-24,11.75
1993-06-25,11.875
1993-06-28,11.875
1993-06-29,11.75
1993-06-30,11.625
1993-07-01,12.0
1993-07-02,12.0
1993-07-06,12.875
1993-07-07,13.5
1993-07-08,13.125
1993-07-09,13.125
1993-07-12,13.125
1993-07-13,13.25
1993-07-14,13.25
1993-07-15,13.25
1993-07-16,13.25
1993-07-19,13.0
1993-07-20,13.125
1993-07-21,13.0
1993-07-22,13.0
1993-07-23,12.875
1993-07-26,12.875
1993-07-27,13.125
1993-07-28,13.0
1993-07-29,13.0
1993-07-30,13.0
1993-08-02,13.0
1993-08-03,12.875
1993-08-04,12.875
1993-08-05,13.0
1993-08-06,12.875
1993-08-09,13.0
1993-08-10,13.0
1993-08-11,13.25
1993-08-12,13.375
1993-08-13,13.25
1993-08-16,13.375
1993-08-17,13.5
1993-08-18,13.5
1993-08-19,13.5
1993-08-20,13.125
1993-08-23,13.125
1993-08-24,13.125
1993-08-25,13.25
1993-08-26,13.125
1993-08-27,13.25
1993-08-30,13.25
1993-08-31,13.5
1993-09-01,13.375
1993-09-02,13.75
1993-09-03,13.5
1993-09-07,13.625
1993-09-08,13.75
1993-09-09,13.25
1993-09-10,13.25
1993-09-13,13.5
1993-09-14,13.75
1993-09-15,13.5
1993-09-16,13.625
1993-09-17,13.625
1993-09-20,13.5
1993-09-21,13.25
1993-09-22,13.375
1993-09-23,13.625
1993-09-24,13.875
1993-09-27,13.625
1993-09-28,13.875
1993-09-29,14.375
1993-09-30,14.5
1993-10-01,14.75
1993-10-04,15.0
1993-10-05,15.0
1993-10-06,14.875
1993-10-07,14.75
1993-10-08,14.5
1993-10-11,14.25
1993-10-12,14.25
1993-10-13,14.5
1993-10-14,14.75
1993-10-15,14.5
1993-10-18,14.5
1993-10-19,14.375
1993-10-20,14.0
1993-10-21,14.25
1993-10-22,14.25
1993-10-25,14.0
1993-10-26,14.125
1993-10-27,14.125
1993-10-28,14.125
1993-10-29,14.5
1993-11-01,14.5
1993-11-02,14.375
1993-11-03,14.25
1993-11-04,14.25
1993-11-05,14.125
1993-11-08,14.0
1993-11-09,14.125
1993-11-10,14.25
1993-11-11,14.5
1993-11-12,14.25
1993-11-15,14.25
1993-11-16,14.125
1993-11-17,14.125
1993-11-18,14.25
1993-11-19,14.25
1993-11-22,14.25
1993-11-23,14.25
1993-11-24,14.125
1993-11-26,14.25
1993-11-29,14.25
1993-11-30,14.375
1993-12-01,14.5
1993-12-02,14.125
1993-12-03,14.375
1993-12-06,14.875
1993-12-07,15.0
1993-12-08,14.625
1993-12-09,14.625
1993-12-10,14.375
1993-12-13,14.25
1993-12-14,14.375
1993-12-15,14.125
1993-12-16,14.375
1993-12-17,14.625
1993-12-20,14.625
1993-12-21,14.75
1993-12-22,14.375
1993-12-23,14.25
1993-12-27,14.0
1993-12-28,13.875
1993-12-29,13.875
1993-12-30,14.25
1993-12-31,14.25
1994-01-03,14.125
1994-01-04,14.25
1994-01-05,14.375
1994-01-06,14.25
1994-01-07,14.125
1994-01-10,14.375
1994-01-11,14.375
1994-01-12,14.75
1994-01-13,14.5
1994-01-14,14.625
1994-01-17,14.75
1994-01-18,14.75
1994-01-19,14.75
1994-01-20,14.875
1994-01-21,14.875
1994-01-24,14.875
1994-01-25,15.0
1994-01-26,14.875
1994-01-27,15.0
1994-01-28,15.625
1994-01-31,15.625
1994-02-01,15.25
1994-02-02,15.0
1994-02-03,14.75
1994-02-04,14.625
1994-02-07,14.5
1994-02-08,14.5
1994-02-09,14.75
1994-02-10,14.625
1994-02-11,14.75
1994-02-14,14.75
1994-02-15,14.625
1994-02-16,14.75
1994-02-17,14.625
1994-02-18,14.625
1994-02-22,14.75
1994-02-23,14.75
1994-02-24,14.625
1994-02-25,14.5
1994-02-28,14.875
1994-03-01,15.0
1994-03-02,15.25
1994-03-03,15.0
1994-03-04,15.25
1994-03-07,15.375
1994-03-08,15.375
1994-03-09,15.375
1994-03-10,15.375
1994-03-11,15.375
1994-03-14,15.375
1994-03-15,15.5
1994-03-16,15.625
1994-03-17,15.5
1994-03-18,15.375
1994-03-21,15.25
1994-03-22,15.5
1994-03-23,15.875
1994-03-24,15.75
1994-03-25,15.75
1994-03-28,15.625
1994-03-29,14.875
1994-03-30,14.625
1994-03-31,14.375
1994-04-04,14.125
1994-04-05,14.875
1994-04-06,14.375
1994-04-07,14.5
1994-04-08,14.375
1994-04-11,14.375
1994-04-12,14.625
1994-04-13,14.5
1994-04-14,14.375
1994-04-15,14.375
1994-04-18,14.375
1994-04-19,14.375
1994-04-20,14.5
1994-04-21,14.0
1994-04-22,14.25
1994-04-25,14.75
1994-04-26,14.5
1994-04-28,14.625
1994-04-29,14.625
1994-05-02,14.375
1994-05-03,14.75
1994-05-04,15.0
1994-05-05,15.0
1994-05-06,14.875
1994-05-09,14.875
1994-05-10,15.125
1994-05-11,15.125
1994-05-12,15.0
1994-05-13,14.875
1994-05-16,14.75
1994-05-17,14.875
1994-05-18,15.0
1994-05-19,15.0
1994-05-20,15.125
1994-05-23,15.25
1994-05-24,15.25
1994-05-25,15.5
1994-05-26,15.5
1994-05-27,15.625
1994-05-31,16.25
1994-06-01,16.5
1994-06-02,16.375
1994-06-03,16.125
1994-06-06,15.625
1994-06-07,15.75
1994-06-08,15.75
1994-06-09,15.5
1994-06-10,15.75
1994-06-13,15.375
1994-06-14,15.875
1994-06-15,15.875
1994-06-16,16.0
1994-06-17,15.75
1994-06-20,15.625
1994-06-21,15.5
1994-06-22,15.25
1994-06-23,15.625
1994-06-24,15.125
1994-06-27,15.25
1994-06-28,15.125
1994-06-29,15.375
1994-06-30,15.5
1994-07-01,15.625
1994-07-05,15.375
1994-07-06,15.375
1994-07-07,15.375
1994-07-08,15.125
1994-07-11,15.0
1994-07-12,15.125
1994-07-13,15.25
1994-07-14,15.375
1994-07-15,15.5
1994-07-18,15.25
1994-07-19,15.375
1994-07-20,15.125
1994-07-21,15.125
1994-07-22,15.125
1994-07-25,15.125
1994-07-26,15.25
1994-07-27,15.125
1994-07-28,15.125
1994-07-29,15.125
1994-08-01,15.125
1994-08-02,15.0
1994-08-03,15.0
1994-08-04,15.125
1994-08-05,15.0
1994-08-08,15.0
1994-08-09,15.0
1994-08-10,15.0
1994-08-11,14.75
1994-08-12,15.0
1994-08-15,15.125
1994-08-16,14.875
1994-08-17,14.875
1994-08-18,14.875
1994-08-19,14.75
1994-08-22,14.75
1994-08-23,14.625
1994-08-24,14.625
1994-08-25,14.75
1994-08-26,14.75
1994-08-29,14.75
1994-08-30,15.125
1994-08-31,15.0
1994-09-01,15.0
1994-09-02,15.125
1994-09-06,15.0
1994-09-07,15.0
1994-09-08,15.0
1994-09-09,14.75
1994-09-12,14.75
1994-09-13,14.75
1994-09-14,14.75
1994-09-15,15.0
1994-09-16,14.875
1994-09-19,14.75
1994-09-20,14.875
1994-09-21,14.875
1994-09-22,14.875
1994-09-23,14.625
1994-09-26,14.875
1994-09-27,15.125
1994-09-28,15.125
1994-09-29,14.875
1994-09-30,15.0
1994-10-03,14.75
1994-10-04,14.375
1994-10-05,14.125
1994-10-06,14.25
1994-10-07,14.375
1994-10-10,14.375
1994-10-11,14.375
1994-10-12,14.25
1994-10-13,14.5
1994-10-14,14.375
1994-10-17,14.375
1994-10-18,14.875
1994-10-19,14.75
1994-10-20,14.5
1994-10-21,14.5
1994-10-24,14.625
1994-10-25,14.75
1994-10-26,14.75
1994-10-27,14.5
1994-10-28,14.375
1994-10-31,14.125
1994-11-01,14.125
1994-11-02,14.25
1994-11-03,14.375
1994-11-04,14.375
1994-11-07,14.25
1994-11-08,14.375
1994-11-09,14.375
1994-11-10,14.125
1994-11-11,13.875
1994-11-14,13.5
1994-11-15,14.0
1994-11-16,13.875
1994-11-17,13.5
1994-11-18,13.5
1994-11-21,13.5
1994-11-22,13.375
1994-11-23,13.375
1994-11-25,13.375
1994-11-28,13.5
1994-11-29,13.5
1994-11-30,13.5
1994-12-01,13.5
1994-12-02,13.25
1994-12-05,13.25
1994-12-06,13.625
1994-12-07,13.5
1994-12-08,13.5
1994-12-09,13.125
1994-12-12,13.125
1994-12-13,13.125
1994-12-14,13.375
1994-12-15,13.5
1994-12-16,13.375
1994-12-19,13.25
1994-12-20,13.5
1994-12-21,13.75
1994-12-22,13.625
1994-12-23,13.75
1994-12-27,13.375
1994-12-28,13.5
1994-12-29,13.625
1994-12-30,14.375
1995-01-03,14.125
1995-01-04,14.25
1995-01-05,13.75
1995-01-06,13.625
1995-01-09,13.875
1995-01-10,13.75
1995-01-11,14.125
1995-01-12,14.125
1995-01-13,14.375
1995-01-16,14.375
1995-01-17,14.125
1995-01-18,13.875
1995-01-19,13.875
1995-01-20,13.75
1995-01-23,13.75
1995-01-24,13.75
1995-01-25,14.0
1995-01-26,14.125
1995-01-27,13.875
1995-01-30,14.125
1995-01-31,14.0
1995-02-01,14.0
1995-02-02,14.125
1995-02-03,14.0
1995-02-06,14.25
1995-02-07,14.375
1995-02-08,14.375
1995-02-09,14.25
1995-02-10,14.5
1995-02-13,14.625
1995-02-14,14.625
1995-02-15,14.875
1995-02-16,14.5
1995-02-17,14.25
1995-02-21,14.5
1995-02-22,14.75
1995-02-23,14.625
1995-02-24,14.625
1995-02-27,14.75
1995-02-28,14.75
1995-03-01,14.75
1995-03-02,14.875
1995-03-03,14.875
1995-03-06,15.0
1995-03-07,15.0
1995-03-08,15.0
1995-03-09,15.0
1995-03-10,15.375
1995-03-13,15.5
1995-03-14,16.25
1995-03-15,16.875
1995-03-16,16.875
1995-03-17,17.0
1995-03-20,16.5
1995-03-21,16.25
1995-03-22,16.375
1995-03-23,16.75
1995-03-24,16.875
1995-03-27,16.875
1995-03-28,16.875
1995-03-29,16.875
1995-03-30,16.875
1995-03-31,17.0
1995-04-03,16.875
1995-04-04,16.875
1995-04-05,17.0
1995-04-06,17.125
1995-04-07,16.5
1995-04-10,16.625
1995-04-11,16.5
1995-04-12,16.375
1995-04-13,16.375
1995-04-17,16.5
1995-04-18,16.5
1995-04-19,16.0
1995-04-20,15.875
1995-04-21,15.875
1995-04-24,16.0
1995-04-25,16.25
1995-04-26,16.375
1995-04-27,16.0
1995-04-28,16.125
1995-05-01,16.125
1995-05-02,16.375
1995-05-03,16.125
1995-05-04,16.125
1995-05-05,16.125
1995-05-08,16.375
1995-05-09,16.375
1995-05-10,16.5
1995-05-11,16.25
1995-05-12,16.375
1995-05-15,16.25
1995-05-16,16.0
1995-05-17,15.875
1995-05-18,15.375
1995-05-19,15.375
1995-05-22,15.875
1995-05-23,15.875
1995-05-24,15.875
1995-05-25,15.875
1995-05-26,15.875
1995-05-30,15.75
1995-05-31,15.875
1995-06-01,15.75
1995-06-02,16.0
1995-06-05,16.0
1995-06-06,16.0
1995-06-07,16.0
1995-06-08,16.25
1995-06-09,16.375
1995-06-12,16.5
1995-06-13,16.125
1995-06-14,16.375
1995-06-15,16.5
1995-06-16,16.125
1995-06-19,16.25
1995-06-20,15.875
1995-06-21,16.0
1995-06-22,16.125
1995-06-23,16.125
1995-06-26,16.5
1995-06-27,16.625
1995-06-28,16.5
1995-06-29,16.5
1995-06-30,16.375
1995-07-03,16.5
1995-07-05,16.625
1995-07-06,16.75
1995-07-07,16.75
1995-07-10,16.375
1995-07-11,16.625
1995-07-12,16.5
1995-07-13,16.625
1995-07-14,16.625
1995-07-17,16.5
1995-07-18,16.625
1995-07-19,16.5
1995-07-20,16.5
1995-07-21,16.5
1995-07-24,16.5
1995-07-25,16.5
1995-07-26,16.75
1995-07-27,17.0
1995-07-28,17.125
1995-07-31,17.125
1995-08-01,17.375
1995-08-02,17.375
1995-08-03,17.375
1995-08-04,17.375
1995-08-07,17.125
1995-08-08,17.125
1995-08-09,17.5
1995-08-10,17.625
1995-08-11,17.5
1995-08-14,17.25
1995-08-15,17.0
1995-08-16,17.625
1995-08-17,17.75
1995-08-18,17.75
1995-08-21,18.125
1995-08-22,18.125
1995-08-23,18.0
1995-08-24,17.75
1995-08-25,17.625
1995-08-28,17.75
1995-08-29,18.0
1995-08-30,17.875
1995-08-31,18.375
1995-09-01,18.25
1995-09-05,18.5
1995-09-06,18.5
1995-09-07,18.375
1995-09-08,18.25
1995-09-11,18.125
1995-09-12,18.375
1995-09-13,18.125
1995-09-14,17.875
1995-09-15,18.25
1995-09-18,18.0
1995-09-19,17.75
1995-09-20,17.75
1995-09-21,17.875
1995-09-22,18.125
1995-09-25,18.125
1995-09-26,18.0
1995-09-27,18.0
1995-09-28,18.125
1995-09-29,18.625
1995-10-02,18.5
1995-10-03,18.5
1995-10-04,18.625
1995-10-05,18.875
1995-10-06,19.0
1995-10-09,19.0
1995-10-10,19.0
1995-10-11,19.125
1995-10-12,19.125
1995-10-13,18.875
1995-10-16,19.5
1995-10-17,19.625
1995-10-18,19.625
1995-10-19,19.75
1995-10-20,19.625
1995-10-23,19.25
1995-10-24,18.75
1995-10-25,18.75
1995-10-26,18.125
1995-10-27,18.25
1995-10-30,18.25
1995-10-31,18.375
1995-11-01,18.25
1995-11-02,18.125
1995-11-03,17.75
1995-11-06,17.375
1995-11-07,17.625
1995-11-08,17.625
1995-11-09,17.625
1995-11-10,17.75
1995-11-13,18.0
1995-11-14,17.75
1995-11-15,17.875
1995-11-16,17.75
1995-11-17,18.125
1995-11-20,18.0
1995-11-21,18.25
1995-11-22,18.375
1995-11-24,18.25
1995-11-27,18.25
1995-11-28,17.75
1995-11-29,17.75
1995-11-30,18.0
1995-12-01,17.875
1995-12-04,18.0
1995-12-05,17.875
1995-12-06,17.875
1995-12-07,18.0
1995-12-08,18.25
1995-12-11,18.75
1995-12-12,19.375
1995-12-13,19.375
1995-12-14,19.0
1995-12-15,19.0
1995-12-18,18.625
1995-12-19,18.375
1995-12-20,18.125
1995-12-21,19.125
1995-12-22,19.25
1995-12-26,19.125
1995-12-27,19.125
1995-12-28,18.875
1995-12-29,19.0
1996-01-02,19.75
1996-01-03,19.625
1996-01-04,19.375
1996-01-05,19.375
1996-01-08,19.375
1996-01-09,19.375
1996-01-10,19.75
1996-01-11,19.5
1996-01-12,19.75
1996-01-15,19.75
1996-01-16,20.0
1996-01-17,20.125
1996-01-18,20.0
1996-01-19,20.0
1996-01-22,20.0
1996-01-23,20.0
1996-01-24,20.125
1996-01-25,20.25
1996-01-26,20.0
1996-01-29,20.0
1996-01-30,20.125
1996-01-31,20.375
1996-02-01,20.25
1996-02-02,20.375
1996-02-05,20.25
1996-02-06,20.25
1996-02-07,20.5
1996-02-08,20.375
1996-02-09,20.375
1996-02-12,20.5
1996-02-13,20.625
1996-02-14,21.0
1996-02-15,21.375
1996-02-16,20.75
1996-02-20,20.625
1996-02-21,20.5
1996-02-22,20.75
1996-02-23,21.125
1996-02-26,20.875
1996-02-27,20.875
1996-02-28,21.25
1996-02-29,21.375
1996-03-01,21.5
1996-03-04,21.875
1996-03-05,21.875
1996-03-06,21.75
1996-03-07,21.625
1996-03-08,20.875
1996-03-11,20.875
1996-03-12,21.625
1996-03-13,20.875
1996-03-14,20.875
1996-03-15,20.875
1996-03-18,21.0
1996-03-19,20.875
1996-03-20,20.625
1996-03-21,20.625
1996-03-22,20.25
1996-03-25,20.125
1996-03-26,20.25
1996-03-27,20.375
1996-03-28,20.5
1996-03-29,20.375
1996-04-01,20.375
1996-04-02,20.0
1996-04-03,20.0
1996-04-04,19.875
1996-04-08,19.75
1996-04-09,19.75
1996-04-10,19.375
1996-04-11,19.75
1996-04-12,19.875
1996-04-15,20.125
1996-04-16,20.375
1996-04-17,20.375
1996-04-18,20.375
1996-04-19,20.375
1996-04-22,20.5
1996-04-23,20.25
1996-04-24,20.375
1996-04-25,20.375
1996-04-26,20.5
1996-04-29,20.5
1996-04-30,20.5
1996-05-01,20.5
1996-05-02,20.25
1996-05-03,20.25
1996-05-06,20.0
1996-05-07,19.875
1996-05-08,20.0
1996-05-09,19.875
1996-05-10,19.875
1996-05-13,20.25
1996-05-14,20.5
1996-05-15,20.5
1996-05-16,20.625
1996-05-17,20.875
1996-05-20,20.75
1996-05-21,20.75
1996-05-22,20.875
1996-05-23,20.75
1996-05-24,20.375
1996-05-28,20.25
1996-05-29,20.375
1996-05-30,20.375
1996-05-31,21.0
1996-06-03,21.25
1996-06-04,21.5
1996-06-05,21.375
1996-06-06,21.5
1996-06-07,20.75
1996-06-10,21.25
1996-06-11,21.25
1996-06-12,20.75
1996-06-13,20.625
1996-06-14,20.25
1996-06-17,20.125
1996-06-18,20.5
1996-06-19,20.5
1996-06-20,20.625
1996-06-21,20.625
1996-06-24,20.0
1996-06-25,19.875
1996-06-26,20.375
1996-06-27,20.625
1996-06-28,20.625
1996-07-01,20.5
1996-07-02,20.625
1996-07-03,21.0
1996-07-05,20.875
1996-07-08,21.0
1996-07-09,20.875
1996-07-10,21.0
1996-07-11,20.875
1996-07-12,21.0
1996-07-15,21.25
1996-07-16,20.875
1996-07-17,20.625
1996-07-18,20.5
1996-07-19,20.25
1996-07-22,20.25
1996-07-23,20.125
1996-07-24,20.125
1996-07-25,20.125
1996-07-26,20.375
1996-07-29,20.75
1996-07-30,21.0
1996-07-31,21.25
1996-08-01,21.625
1996-08-02,21.875
1996-08-05,21.875
1996-08-06,21.875
1996-08-07,22.0
1996-08-08,22.0
1996-08-09,21.75
1996-08-12,21.875
1996-08-13,21.75
1996-08-14,21.75
1996-08-15,22.0
1996-08-16,21.625
1996-08-19,21.625
1996-08-20,21.5
1996-08-21,21.5
1996-08-22,21.5
1996-08-23,21.5
1996-08-26,21.5
1996-08-27,21.375
1996-08-28,21.5
1996-08-29,21.5
1996-08-30,21.5
1996-09-03,21.375
1996-09-04,21.5
1996-09-05,21.375
1996-09-06,21.375
1996-09-09,22.0
1996-09-10,21.875
1996-09-11,21.625
1996-09-12,21.625
1996-09-13,21.625
1996-09-16,21.875
1996-09-17,22.0
