num,List,2019/12/31,2018/12/31,PctChange,RankPoint
83,CDNS,3357225 ,2468654 ,35.99414904,1
84,CPB,13148000 ,14529000 ,-9.505127676,5
85,COF,390365000 ,372538000 ,4.785283649,4
86,CAH,40963000 ,39951000 ,2.533103051,4
87,KMX,21082182 ,18717867 ,12.63132706,2
88,CCL,45058000 ,42401000 ,6.266361642,3
89,CARR,22406000 ,21737000 ,3.077701615,4
90,CAT,78453000 ,78509000 ,-0.071329402,5
91,CBOE,5113900 ,5321000 ,-3.89212554,5
92,CBRE,16197196 ,13456793 ,20.36445831,1
93,CDW,7999400 ,7167700 ,11.60344322,2
94,CE,9476000 ,9313000 ,1.750241598,4
95,CNC,40994000 ,30901000 ,32.66237339,1
96,CNP,35439000 ,27009000 ,31.21181828,1
97,CTL,64742000 ,70256000 ,-7.848439991,5
98,CERN,6894622 ,6708636 ,2.772337029,4
99,CF,12172000 ,12661000 ,-3.862254166,5
100,SCHW,294005000 ,296482000 ,-0.835463873,5
101,CHTR,148188000 ,146130000 ,1.408335044,4
102,CVX,237428000 ,253863000 ,-6.473964304,5
103,CMG,5104604 ,2265518 ,125.3173005,1
104,CB,176943000 ,167771000 ,5.466975818,3
105,CHD,6657400 ,6069200 ,9.691557372,2
106,CI,155774000 ,153226000 ,1.662903163,4
107,CINF,25408000 ,21935000 ,15.83314338,2
108,CTAS,7436662 ,6958214 ,6.876017323,3
109,CSCO,97793000 ,108784000 ,-10.10350787,5
110,C,1951158000 ,1917383000 ,1.761515566,4
111,CFG,165733000 ,160518000 ,3.248856826,4
112,CTXS,4388926 ,5136049 ,-14.5466486,5
113,CLX,5116000 ,5060000 ,1.106719368,4
114,CME,75215300 ,77475700 ,-2.917559958,5
115,CMS,26837000 ,24529000 ,9.409270659,2
116,KO,86381000 ,83216000 ,3.803355124,4
117,CTSH,16204000 ,15913000 ,1.828693521,4
118,CL,15034000 ,12161000 ,23.62470192,1
119,CMCSA,263414000 ,251684000 ,4.660606157,4
120,CMA,73402000 ,70818000 ,3.648789856,4
121,CAG,22213800 ,10389500 ,113.8100967,1
122,CXO,24732000 ,26294000 ,-5.94051875,5
123,COP,70514000 ,69980000 ,0.763075164,4
124,ED,58079000 ,53920000 ,7.713278932,3
125,STZ,27323200 ,29231500 ,-6.528231531,5
126,COO,6274500 ,6112800 ,2.645268944,4
127,CPRT,2547617 ,2307698 ,10.39646436,2
128,GLW,28898000 ,27505000 ,5.064533721,3
129,CTVA,42397000 ,42880000 ,-1.126399254,5
130,COST,45400000 ,40830000 ,11.19275043,2
131,COTY,17665400 ,22630200 ,-21.93882511,5
132,CCI,32621000 ,32785000 ,-0.500228763,5
133,CSX,38257000 ,36729000 ,4.160200387,4
134,CMI,19737000 ,19062000 ,3.541076487,4
135,CVS,222449000 ,196456000 ,13.23095248,2
136,DHI,15606600 ,14114600 ,10.57061482,2
137,DHR,62081600 ,47832500 ,29.78957822,1
138,DRI,5892800 ,5469600 ,7.737311686,3
139,DVA,17311394 ,19110252 ,-9.413052219,5
140,DE,73011000 ,70108000 ,4.140754265,4
141,DAL,64532000 ,60266000 ,7.078618126,3
142,XRAY,8602900 ,8687000 ,-0.968113273,5
143,DVN,13717000 ,19566000 ,-29.89369314,5
144,DXCM,2395000 ,1916000 ,25,1
145,FANG,23531000 ,21595687 ,8.961571818,3
146,DLR,23068131 ,23766695 ,-2.939255963,5
147,DFS,113996000 ,109553000 ,4.055571276,4
148,DISCA,33735000 ,32550000 ,3.640552995,4
149,DISCK,33735000 ,32550000 ,3.640552995,4
150,DISH,33230935 ,30587012 ,8.643940114,3
151,DG,22825084 ,13204038 ,72.86442223,1
152,DLTR,19574600 ,13501200 ,44.98414956,1
153,D,103823000 ,77914000 ,33.2533306,1
154,DPZ,1382092 ,907385 ,52.31594086,1
155,DOV,8669477 ,8365771 ,3.630340826,4
156,DOW,60524000 ,77378000 ,-21.78138489,5
157,DTE,41882000 ,36288000 ,15.41556437,2
158,DUK,158838000 ,145392000 ,9.248101684,3
159,DRE,8420562 ,7804024 ,7.900257611,3
160,DD,69396000 ,188030000 ,-63.09312344,5
161,DXC,29574000 ,33921000 ,-12.81507031,5
162,ETFC,61416000 ,65003000 ,-5.518206852,5
163,EMN,16008000 ,15995000 ,0.081275399,5
164,ETN,32805000 ,31092000 ,5.509455809,3
165,EBAY,18174000 ,22819000 ,-20.35584381,5
166,ECL,20869100 ,20074500 ,3.958255498,4
167,EIX,64382000 ,56715000 ,13.51846954,2
168,EW,6488100 ,5323700 ,21.87200631,1
169,EA,11112000 ,8957000 ,24.05939489,1
170,EMR,20497000 ,20390000 ,0.524767043,4
171,ETR,51723912 ,48275066 ,7.14415595,3
172,EOG,37124608 ,33934474 ,9.400864737,3
173,EFX,7909000 ,7153200 ,10.56590058,2
174,EQIX,23965615 ,20244638 ,18.38006192,2
175,EQR,21172769 ,20394209 ,3.817554287,4
176,ESS,12705405 ,12383596 ,2.598671662,4
177,EL,13156000 ,12567000 ,4.686878332,4
178,EVRG,25975900 ,25598100 ,1.475890789,4
179,ES,41123915 ,38241256 ,7.538086615,3
180,RE,27324051 ,24793999 ,10.20429177,2
181,EXC,124977000 ,119666000 ,4.438186285,4
182,EXPE,21416000 ,18033000 ,18.76005102,2
183,EXPD,3691884 ,3314559 ,11.38386736,2
184,EXR,8532377 ,7847978 ,8.720704875,3
185,XOM,362597000 ,346196000 ,4.737489746,4
186,FFIV,3390275 ,2605476 ,30.12113717,1
187,FB,133376000 ,97334000 ,37.02919843,1
188,FAST,3799900 ,3321500 ,14.40313112,2
189,FRT,6794992 ,6289644 ,8.034604184,3
190,FDX,54403000 ,52330000 ,3.961398815,4
191,FIS,83806000 ,23770000 ,252.570467,1
192,FITB,169369000 ,146069000 ,15.95136545,2
193,FE,42301000 ,40063000 ,5.586201732,3
194,FRC,116263634 ,99205204 ,17.19509593,2
195,FISV,77539000 ,11262000 ,588.5011543,1
196,FLT,12248541 ,11202477 ,9.33779199,3
197,FLIR,3137541 ,2781242 ,12.81078741,2
198,FLS,4919642 ,4616277 ,6.571637707,3
199,FMC,9872700 ,9974300 ,-1.018617848,5
200,F,258537000 ,256540000 ,0.778436111,4
201,FTNT,3885500 ,3078000 ,26.2345679,1
202,FTV,17439000 ,12905600 ,35.12738656,1
203,FBHS,6291300 ,5964600 ,5.477316165,3
204,FOXA,19509000 ,13121000 ,48.68531362,1
205,FOX,19509000 ,13121000 ,48.68531362,1
206,BEN,14532200 ,14383500 ,1.033823478,4
207,FCX,40809000 ,42216000 ,-3.332859579,5
208,GPS,13679000 ,8049000 ,69.94657721,1
209,GRMN,6166799 ,5382858 ,14.56365745,2
210,IT,7151294 ,6201474 ,15.31603616,2
211,GD,48841000 ,45408000 ,7.56034179,3
212,GE,266048000 ,309129000 ,-13.93625315,5
213,GIS,30111200 ,30624000 ,-1.674503657,5
214,GM,228037000 ,227339000 ,0.30703047,4
215,GPC,14645629 ,12683040 ,15.47412135,2
216,GILD,61627000 ,63675000 ,-3.216332941,5
217,GL,25977460 ,23095722 ,12.47736702,2
218,GPN,44480162 ,13230774 ,236.1871497,1
219,GS,992968000 ,931796000 ,6.564956278,3
220,GWW,6005000 ,5873000 ,2.247573642,4
221,HRB,3299945 ,3140949 ,5.062036983,3
222,HAL,25377000 ,25982000 ,-2.32853514,5
223,HBI,7353986 ,7255958 ,1.351000102,4
224,HOG,10528159 ,10665664 ,-1.289230563,5
225,HIG,70817000 ,62307000 ,13.65817645,2
226,HAS,8855628 ,5262988 ,68.26236351,1
227,HCA,45058000 ,39207000 ,14.92335552,2
228,PEAK,14032891 ,12718553 ,10.33402149,2
229,HSIC,7151101 ,8500527 ,-15.87461577,5
230,HSY,8140395 ,7703020 ,5.677967862,3
231,HES,21782000 ,21433000 ,1.628330145,4
232,HPE,51803000 ,55493000 ,-6.649487323,5
233,HLT,14957000 ,13995000 ,6.87388353,3
234,HFC,12164841 ,10994601 ,10.64376961,2
235,HOLX,6442100 ,7230900 ,-10.90873888,5
236,HD,51236000 ,44003000 ,16.43751562,2
237,HON,58679000 ,57773000 ,1.568206602,4
238,HRL,8109004 ,8142292 ,-0.408828374,5
239,HST,12305000 ,12090000 ,1.778329198,4
240,HWM,17578000 ,18693000 ,-5.964799658,5
241,HPQ,33467000 ,34622000 ,-3.336029114,5
242,HUM,29074000 ,25413000 ,14.40601267,2
243,HBAN,109002000 ,108781000 ,0.203160478,5
244,HII,7031000 ,6383000 ,10.15196616,2
245,IEX,3813912 ,3473857 ,9.788975194,2
246,IDXX,1832475 ,1537349 ,19.19707236,2
247,INFO,16087200 ,16062300 ,0.155021385,5
248,ITW,15068000 ,14870000 ,1.331540013,4
249,ILMN,7316000 ,6959000 ,5.130047421,3
250,INCY,3426750 ,2645762 ,29.51845253,1
251,IR,4628400 ,4487100 ,3.149027211,4
252,INTC,136524000 ,127963000 ,6.69021514,3
253,ICE,94493000 ,92791000 ,1.834229613,4
254,IBM,152186000 ,123382000 ,23.34538263,1
255,IP,33471000 ,33576000 ,-0.312723374,5
256,IPG,17751900 ,15620300 ,13.64634482,2
257,IFF,13287411 ,12889395 ,3.087933918,4
258,INTU,6283000 ,5178000 ,21.34028582,1
259,ISRG,9733200 ,7846700 ,24.04195394,1
260,IVZ,39420300 ,30978400 ,27.25092322,1
261,IPGP,2730436 ,2574450 ,6.059002894,3
262,IQV,23251000 ,22549000 ,3.113220098,4
263,IRM,13816816 ,11852247 ,16.5754983,2
264,JKHY,2184829 ,2050303 ,6.561274114,3
265,J,11462711 ,12645795 ,-9.355552577,5
266,JBHT,5470854 ,5091647 ,7.447629421,3
267,SJM,16711300 ,15301200 ,9.215617076,3
268,JNJ,157728000 ,152954000 ,3.121199838,4
269,JCI,42287000 ,48797000 ,-13.34098408,5
270,JPM,2687379000 ,2622532000 ,2.472686701,4
271,JNPR,8837700 ,9363300 ,-5.61340553,5
272,KSU,9786800 ,9469800 ,3.347483579,4
273,K,17564000 ,17780000 ,-1.214848144,5
274,KEY,144988000 ,139613000 ,3.849928015,4
275,KEYS,6623000 ,5824000 ,13.71909341,2
276,KMB,15283000 ,14518000 ,5.269320843,3
277,KIM,10997867 ,10999100 ,-0.011210008,5
278,KMI,74157000 ,78866000 ,-5.970887328,5
279,KLAC,9008516 ,5619356 ,60.3122493,1
280,KSS,14555000 ,12469000 ,16.72948913,2
281,KHC,101450000 ,103461000 ,-1.943727588,5
282,KR,45256000 ,38118000 ,18.72606118,2
283,LB,10125000 ,8090000 ,25.15451174,1
284,LHX,37039000 ,10117000 ,266.1065533,1
285,LH,18046400 ,16185300 ,11.49870562,2
286,LRCX,12001333 ,12479478 ,-3.831450322,5
287,LW,3048100 ,2752600 ,10.7353048,2
288,LVS,23199000 ,22547000 ,2.89173726,4
289,LEG,4816400 ,3382000 ,42.41277351,1
290,LDOS,9367000 ,8770000 ,6.807297605,3
291,LEN,29359511 ,28566181 ,2.777165068,4
292,LLY,39286100 ,43908400 ,-10.52714287,5
293,LNC,334761000 ,298147000 ,12.28051934,2
294,LIN,86612000 ,93386000 ,-7.253763947,5
295,LYV,10975615 ,8496886 ,29.17220497,1
296,LKQ,12779956 ,11393402 ,12.16979792,2
297,LMT,47528000 ,44876000 ,5.909617613,3
298,L,82243000 ,78316000 ,5.014301037,3
299,LOW,39471000 ,34508000 ,14.38217225,2
300,LYB,30435000 ,28278000 ,7.627837895,3
301,MTB,119872757 ,120097403 ,-0.187053171,5
302,MRO,20245000 ,21321000 ,-5.046667605,5
303,MPC,98556000 ,92940000 ,6.042608134,3
304,MKTX,954930 ,695539 ,37.29352344,1
305,MAR,25051000 ,23696000 ,5.718264686,3
306,MMC,31357000 ,21578000 ,45.3193067,1
307,MLM,10131600 ,9551419 ,6.07429116,3
308,MAS,5027000 ,5393000 ,-6.78657519,5
309,MA,29236000 ,24860000 ,17.60257442,2
310,MKC,10362100 ,10256400 ,1.030576031,4
311,MXIM,3743982 ,4451561 ,-15.89507591,5
312,MCD,47510800 ,32811200 ,44.80055591,1
313,MCK,61247000 ,59672000 ,2.639428878,4
314,MDT,90689000 ,89694000 ,1.109327268,4
315,MRK,84397000 ,82637000 ,2.12979658,4
316,MET,740463000 ,687538000 ,7.697756342,3
317,MTD,2789321 ,2618847 ,6.509505901,3
318,MGM,33876356 ,30210706 ,12.1336125,2
319,MCHP,17426100 ,18350000 ,-5.034877384,5
320,MU,48887000 ,43376000 ,12.70518259,2
321,MSFT,286556000 ,258848000 ,10.70435159,2
322,MAA,11230450 ,11323781 ,-0.824203506,5
323,MHK,13386680 ,13099123 ,2.195238567,4
324,TAP,28859800 ,30109800 ,-4.151472278,5
325,MDLZ,64549000 ,62729000 ,2.901369383,4
326,MNST,5150352 ,4526891 ,13.77238816,2
327,MCO,10265000 ,9526200 ,7.755453381,3
328,MS,895429000 ,853531000 ,4.908784801,4
329,MOS,19298500 ,20119200 ,-4.079188039,5
330,MSI,10642000 ,9409000 ,13.10447444,2
331,MSCI,4204439 ,3387952 ,24.0997216,1
332,MYL,31255500 ,32734900 ,-4.519335633,5
333,NDAQ,13924000 ,15700000 ,-11.31210191,5
334,NOV,13149000 ,19796000 ,-33.5774904,5
335,NTAP,8741000 ,9865000 ,-11.39381652,5
336,NFLX,33975712 ,25974400 ,30.80460761,1
337,NWL,15642000 ,17716400 ,-11.70892506,5
338,NEM,39974000 ,20715000 ,92.97127685,1
339,NWSA,15711000 ,16346000 ,-3.884742445,5
340,NWS,15711000 ,16346000 ,-3.884742445,5
341,NEE,117691000 ,103702000 ,13.48961447,2
342,NLSN,14319000 ,15179000 ,-5.66572238,5
343,NKE,23717000 ,22536000 ,5.240504082,3
344,NI,22659800 ,21804000 ,3.924967896,4
345,NBL,20647000 ,21010000 ,-1.727748691,5
346,JWN,9737000 ,7886000 ,23.47197565,1
347,NSC,37923000 ,36239000 ,4.646927343,4
348,NTRS,136828400 ,132212500 ,3.491273518,4
349,NOC,41089000 ,37653000 ,9.125434892,3
350,NLOK,7735000 ,15938000 ,-51.46818923,5
351,NCLH,16684599 ,15205970 ,9.724003138,2
352,NRG,12531000 ,10628000 ,17.90553256,2
353,NUE,18344666 ,17920588 ,2.366429048,4
354,NVDA,17315000 ,13292000 ,30.26632561,1
355,NVR,3809815 ,3165933 ,20.33782774,1
356,ORLY,10717160 ,7980789 ,34.28697338,1
357,OXY,109330000 ,43854000 ,149.3045104,1
358,ODFL,3995568 ,3545283 ,12.70096068,2
359,OMC,26783400 ,24617000 ,8.800422472,3
360,OKE,21812121 ,18231671 ,19.63862775,1
361,ORCL,108709000 ,137264000 ,-20.8029782,5
362,OTIS,9687000 ,9135000 ,6.042692939,3
363,PCAR,28361100 ,25482400 ,11.29681663,2
364,PKG,7235800 ,6569700 ,10.13897134,2
365,PH,17576690 ,15320087 ,14.72970095,2
366,PAYX,8676000 ,7463700 ,16.24261425,2
367,PAYC,2486917 ,1521926 ,63.40590804,1
368,PYPL,51333000 ,43332000 ,18.46441429,2
369,PNR,4139500 ,3806500 ,8.748193879,3
370,PBCT,58589800 ,47877300 ,22.37490418,1
371,PEP,78547000 ,77648000 ,1.157788996,4
372,PKI,6538564 ,5975522 ,9.422473886,2
373,PRGO,11301400 ,10983400 ,2.895278329,4
374,PFE,167489000 ,159422000 ,5.060154809,3
375,PM,42875000 ,39801000 ,7.723424035,3
376,PSX,58720000 ,54302000 ,8.135980259,3
377,PNW,18479247 ,17664202 ,4.614105975,4
378,PXD,19067000 ,17903000 ,6.501703625,3
379,PNC,410295000 ,382315000 ,7.318572381,3
380,PPG,17708000 ,16015000 ,10.57133937,2
381,PPL,45680000 ,43396000 ,5.263157895,3
382,PFG,276087800 ,243036100 ,13.5995023,2
383,PG,115095000 ,118310000 ,-2.717437241,5
384,PGR,54895300 ,46575000 ,17.86430488,2
385,PLD,40031850 ,38417664 ,4.201676604,4
386,PRU,896552000 ,815078000 ,9.995853158,2
387,PEG,47730000 ,45326000 ,5.303799144,3
388,PSA,11365444 ,10928270 ,4.000395305,4
389,PHM,10715597 ,10172976 ,5.333945544,3
390,PVH,13631000 ,11863700 ,14.8967017,2
391,QRVO,6560682 ,5808024 ,12.95893405,2
392,PWR,8331682 ,7075787 ,17.74919172,2
393,QCOM,32957000 ,32686000 ,0.829101144,4
394,DGX,12843000 ,11003000 ,16.72271199,2
395,RL,5942800 ,6143300 ,-3.263718197,5
396,RJF,38830000 ,37412924 ,3.787664391,4
397,RTX,139716000 ,134211000 ,4.101750229,4
398,O,18554796 ,15260483 ,21.5872132,1
399,REG,11132253 ,10944663 ,1.713986077,4
400,REGN,14805200 ,11734500 ,26.16813669,1
401,RF,126240000 ,125688000 ,0.439182738,4
402,RSG,22683800 ,21617000 ,4.935004857,3
403,RMD,4107682 ,3063923 ,34.06609761,1
404,RHI,2311408 ,1903097 ,21.45508085,1
405,ROK,6113000 ,6262000 ,-2.379431492,5
406,ROL,1744376 ,1094124 ,59.43128932,1
407,ROP,18108900 ,15249500 ,18.75077871,2
408,ROST,9348367 ,6073691 ,53.91574909,1
409,RCL,30320284 ,27698270 ,9.466345732,2
410,SPGI,11348000 ,9458000 ,19.9830831,1
411,CRM,55126000 ,30737000 ,79.34736637,1
412,SBAC,9759941 ,7213707 ,35.29716413,1
413,SLB,56312000 ,70507000 ,-20.13275278,5
414,STX,8885000 ,9410000 ,-5.579171095,5
415,SEE,5765200 ,5050200 ,14.15785513,2
416,SRE,65665000 ,60638000 ,8.290181075,3
417,NOW,6022430 ,3879140 ,55.2516795,1
418,SHW,20496200 ,19134279 ,7.117702214,3
419,SPG,31231630 ,30686223 ,1.777367648,4
420,SWKS,4839600 ,4828900 ,0.221582555,5
421,SLG,12766320 ,12751358 ,0.117336522,5
422,SNA,5693500 ,5373100 ,5.963038097,3
423,SO,118700000 ,116914000 ,1.527618591,4
424,LUV,25895000 ,26243000 ,-1.326067904,5
425,SWK,20596600 ,19408000 ,6.124278648,3
426,SBUX,19219600 ,24156400 ,-20.43682006,5
427,STT,245610000 ,244626000 ,0.402246695,4
428,STE,5425582 ,5073071 ,6.948670736,3
429,SYK,30167000 ,27229000 ,10.78996658,2
430,SIVB,71004903 ,56927979 ,24.72760187,1
431,SYF,104826000 ,106792000 ,-1.84096187,5
432,SNPS,6405160 ,6145974 ,4.217167206,4
433,SYY,17966522 ,18070404 ,-0.5748737,5
434,TMUS,86921000 ,72468000 ,19.94397527,1
435,TROW,9330400 ,7689300 ,21.34264497,1
436,TTWO,4948832 ,4243065 ,16.63342419,2
437,TPR,6877300 ,6678300 ,2.979800249,4
438,TGT,42779000 ,41290000 ,3.606200048,4
439,TEL,19694000 ,20386000 ,-3.394486412,5
440,FTI,23518800 ,24784500 ,-5.106820795,5
441,TFX,6309820 ,6277991 ,0.5069934,4
442,TXN,18018000 ,17137000 ,5.140923149,3
443,TXT,15018000 ,14264000 ,5.286034773,3
444,TMO,58381000 ,56232000 ,3.821667378,4
445,TIF,6660100 ,5333000 ,24.88468029,1
446,TJX,24145003 ,14326029 ,68.53939776,1
447,TSCO,5289268 ,3085262 ,71.43659112,1
448,TT,20492300 ,17914900 ,14.38690699,2
449,TDG,16254731 ,12197467 ,33.26316849,1
450,TRV,110122000 ,104233000 ,5.64984218,3
451,TFC,473078000 ,225697000 ,109.6075712,1
452,TWTR,12703389 ,10162572 ,25.00171216,1
453,TSN,33097000 ,29109000 ,13.70023017,2
454,UDR,9636472 ,7711728 ,24.95866037,1
455,ULTA,4863872 ,3191172 ,52.41647896,1
456,USB,495426000 ,467374000 ,6.002045471,3
457,UAA,4843531 ,4245022 ,14.09907887,2
458,UA,4843531 ,4245022 ,14.09907887,2
459,UNP,61673000 ,59147000 ,4.270715336,4
460,UAL,52611000 ,44792000 ,17.45624219,2
461,UNH,173889000 ,152221000 ,14.23456685,2
462,UPS,57857000 ,50016000 ,15.67698337,2
463,URI,18970000 ,18133000 ,4.615893675,4
464,UHS,11668250 ,11265480 ,3.575258222,4
465,UNM,67013400 ,61875600 ,8.303434633,3
466,VFC,11133251 ,10356785 ,7.497172144,3
467,VLO,53864000 ,50155000 ,7.395075267,3
468,VAR,4101700 ,3252700 ,26.10139269,1
469,VTR,24692208 ,22584555 ,9.332275974,3
470,VRSN,1854009 ,1914504 ,-3.159826253,5
471,VRSK,7055200 ,5900300 ,19.573581,1
472,VZ,291727000 ,264829000 ,10.15674265,2
473,VRTX,8318465 ,6245898 ,33.18285057,1
474,VIAC,49519000 ,21859000 ,126.538268,1
475,V,72574000 ,69225000 ,4.837847598,4
476,VNO,18287013 ,17180794 ,6.438695441,3
477,VMC,10648793 ,9832130 ,8.306063895,3
478,WRB,26643428 ,24895977 ,7.019009537,3
479,WAB,18944200 ,8649234 ,119.0274884,1
480,WMT,236495000 ,219295000 ,7.843316081,3
481,WBA,67598000 ,68124000 ,-0.772121426,5
482,DIS,193984000 ,98598000 ,96.74232743,1
483,WM,27743000 ,22650000 ,22.48565121,1
484,WAT,2557055 ,3727426 ,-31.39890638,5
485,WEC,34951800 ,33475800 ,4.40915527,4
486,WFC,1927555000 ,1895883000 ,1.670567224,4
487,WELL,33380751 ,30342072 ,10.01473795,2
488,WST,2341400 ,1978900 ,18.31825762,2
489,WDC,26370000 ,29235000 ,-9.799897383,5
490,WU,8758500 ,8996800 ,-2.648719545,5
491,WRK,30156700 ,25360500 ,18.9120877,2
492,WY,16406000 ,17249000 ,-4.88723984,5
493,WHR,18881000 ,18347000 ,2.910557584,4
494,WMB,46040000 ,45302000 ,1.629067149,4
495,WLTW,35426000 ,32385000 ,9.390149761,3
496,WYNN,13871281 ,13216269 ,4.956103723,3
497,XEL,50448000 ,45987000 ,9.700567552,2
498,XRX,15047000 ,14874000 ,1.163103402,4
499,XLNX,4693334 ,5151348 ,-8.891148492,5
500,XYL,7710000 ,7222000 ,6.757130989,3
501,YUM,5231000 ,4130000 ,26.65859564,1
502,ZBRA,4711000 ,4339000 ,8.57340401,3
503,ZBH,24638700 ,24126800 ,2.121706981,4
504,ZION,69172000 ,68746000 ,0.619672417,4
505,ZTS,11545000 ,10777000 ,7.126287464,3
