num,List,2019/12/31,2018/12/31,PctCahnge,PctChange_RankPoint,TTM_RankPoint
63,BLL,1245000,1103000,12.87398005,5,3
64,BAC,91007000,91244000,-0.259743106,2,5
65,BK,16216000,16009000,1.293022675,3,5
66,BAX,730000,706000,3.399433428,4,2
67,BDX,1934000,2034000,-4.916420846,2,3
68,BRK.B,0,0,NAN,0,1
69,BBY,1992000,1979000,0.656897423,3,3
70,BIIB,7372100,6690700,10.18428565,4,5
71,BLK,6017000,5174000,16.29300348,5,5
72,BA,-8205000,-4509000,81.96939454,5,1
73,BKNG,5081000,4352000,16.75091912,5,4
74,BWA,1097000,1097000,0,3,3
75,BXP,231557,636748,-63.63443623,1,1
76,BSX,1966000,1879000,4.630122406,4,3
77,BMY,5318000,5539000,-3.989889872,2,4
78,AVGO,2482000,3344000,-25.77751196,1,4
79,BR,505600,610600,-17.19620046,1,1
80,BF.B,0,0,NAN,0,1
81,CHRW,629059,742257,-15.25051296,1,2
82,COG,478982,743304,-35.56041673,1,1
83,CDNS,514445,493717,4.198356548,4,1
84,CPB,904000,869000,4.027617952,4,2
85,COF,27999000,27831000,0.603643419,3,5
86,CAH,7444000,1127000,560.5146406,5,5
87,KMX,693576,693576,0,3,2
88,CCL,3467000,3102000,11.76660219,4,4
89,CARR,1641000,1794000,-8.528428094,1,3
90,CAT,7051000,7926000,-11.03961645,1,5
91,CBOE,670000,597900,12.05887272,4,2
92,CBRE,1056539,1126837,-6.238524294,1,3
93,CDW,1013100,998700,1.441874437,3,2
94,CE,708000,848000,-16.50943396,1,2
95,CNC,1040000,1498000,-30.5740988,1,2
96,CNP,2383000,485000,391.3402062,5,4
97,CTL,1918000,8284000,-76.84693385,1,3
98,CERN,553853,556115,-0.406750402,2,2
99,CF,657000,655000,0.305343511,3,2
100,SCHW,10615000,10721000,-0.988713739,2,5
101,CHTR,3811000,3203000,18.98220418,5,4
102,CVX,-8320000,-6932000,20.02308136,5,1
103,CMG,455894,490146,-6.988121907,1,1
104,CB,33463000,33634000,-0.508414105,2,5
105,CHD,835800,759500,10.04608295,4,2
106,CI,152602000,152061000,0.355778273,3,5
107,CINF,7871000,7871000,0,3,5
108,CTAS,1165364,991245,17.56568759,5,3
109,CSCO,14244000,14101000,1.014112474,3,5
110,C,76441000,74286000,2.900950381,4,5
111,CFG,6037000,5993000,0.734189888,3,5
112,CTXS,616530,533562,15.54983301,5,2
113,CLX,1073000,999000,7.407407407,4,3
114,CME,2453100,2130000,15.16901408,5,4
115,CMS,407000,618000,-34.14239482,1,1
116,KO,8139000,8951000,-9.07161211,1,5
117,CTSH,3175000,2921000,8.695652174,4,4
118,CL,3857000,3596000,7.258064516,4,4
119,CMCSA,17120000,16120000,6.203473945,4,5
120,CMA,3249000,3343000,-2.811845648,2,4
121,CAG,545200,746300,-26.94626826,1,1
122,CXO,6492000,2311000,180.9173518,5,5
123,COP,5322000,4294000,23.94038193,5,4
124,ED,1634000,1634000,0,3,3
125,STZ,5148000,5148000,0,3,4
126,COO,452800,442800,2.258355917,3,1
127,CPRT,783353,690604,13.43012783,5,2
128,GLW,551000,975000,-43.48717949,1,2
129,CTVA,1271000,1271000,0,3,3
130,COST,4704000,4535000,3.726571114,4,4
131,COTY,3002600,4041500,-25.7058023,1,4
132,CCI,1069000,962000,11.12266112,4,3
133,CSX,3957000,4006000,-1.223165252,2,4
134,CMI,1824000,2009000,-9.208561473,1,3
135,CVS,9875000,8907000,10.86785674,4,5
136,DHI,2188100,1953700,11.99774786,4,4
137,DHR,3112800,3155300,-1.346940069,2,4
138,DRI,1052700,816500,28.92835273,5,3
139,DVA,1461302,1394571,4.785055763,4,3
140,DE,3409400,4038000,-15.56711243,1,4
141,DAL,5137000,6436000,-20.18334369,1,4
142,XRAY,680600,481400,41.37931034,5,2
143,DVN,-39000,-39000,0,3,1
144,DXCM,129500,86200,50.23201856,5,1
145,FANG,2537000,2264000,12.05830389,4,4
146,DLR,-89065,3652,-2538.800657,1,1
147,DFS,11584000,11459000,1.090845624,3,5
148,DISCA,2856000,2754000,3.703703704,4,4
149,DISCK,2856000,2754000,3.703703704,4,4
150,DISH,2242090,1843665,21.61048781,5,4
151,DG,2201730,2201730,0,3,4
152,DLTR,1889600,1889600,0,3,3
153,D,2501000,2501000,0,3,4
154,DPZ,486503,478589,1.653610927,3,1
155,DOV,908204,953561,-4.756591345,2,2
156,DOW,6160000,6502000,-5.259920025,2,5
157,DTE,920000,903000,1.882613511,3,2
158,DUK,3107000,2936000,5.824250681,4,4
159,DRE,-93442,-107942,-13.43314002,1,1
160,DD,4769000,4769000,0,3,4
161,DXC,3100000,1705000,81.81818182,5,4
162,ETFC,2838000,2886000,-1.663201663,2,4
163,EMN,1287000,1277000,0.783085356,3,3
164,ETN,2317000,2663000,-12.99286519,1,4
165,EBAY,2357000,1933000,21.93481635,5,4
166,ECL,2209000,2145400,2.964482148,4,4
167,EIX,2033000,1960000,3.724489796,4,3
168,EW,1356200,1301700,4.186832604,4,3
169,EA,1201000,1406000,-14.58036984,1,3
170,EMR,3060000,3006000,1.796407186,3,4
171,ETR,1222040,1335691,-8.508779351,1,3
172,EOG,6410404,4271063,50.08919325,5,5
173,EFX,245400,-461200,-153.2090199,1,1
174,EQIX,689343,707516,-2.56856382,2,2
175,EQR,41217,21382,92.76494247,5,1
176,ESS,-64543,128813,-150.1059676,1,1
177,EL,3237000,2723000,18.87623944,5,4
178,EVRG,846800,850800,-0.470145745,2,2
179,ES,1452155,1403835,3.44199995,4,3
180,RE,8199476,8199476,0,3,5
181,EXC,2656000,1467000,81.04976142,5,4
182,EXPE,1687000,792000,113.0050505,5,3
183,EXPD,854204,760393,12.33717301,5,2
184,EXR,439262,430006,2.152528104,3,1
185,XOM,1001000,3816000,-73.76834382,1,2
186,FFIV,477409,495815,-3.712271714,2,1
187,FB,26867000,24044000,11.74097488,4,5
188,FAST,1052400,1040900,1.104813142,3,3
189,FRT,124481,130514,-4.622492606,2,1
190,FDX,7267000,7800000,-6.833333333,1,5
191,FIS,748000,973000,-23.12435766,1,2
192,FITB,7519000,7253000,3.667447953,4,5
193,FE,55000,631000,-91.2836767,1,1
194,FRC,3370178,3253989,3.570663576,4,4
195,FISV,377000,1112000,-66.0971223,1,1
196,FLT,1001239,1084759,-7.699406043,1,2
197,FLIR,255168,272031,-6.198925858,1,1
198,FLS,254726,347713,-26.74245714,1,1
199,FMC,1011300,793900,27.38380149,5,2
200,F,-2276000,499000,-556.1122244,1,1
201,FTNT,350900,351700,-0.227466591,2,1
202,FTV,1047400,969500,8.035069624,4,2
203,FBHS,662400,681900,-2.859656841,2,2
204,FOXA,1619000,2273000,-28.77254729,1,3
205,FOX,1619000,2273000,-28.77254729,1,3
206,BEN,1648200,1448600,13.77882093,5,3
207,FCX,-865000,-198000,336.8686869,5,1
208,GPS,498000,498000,0,3,1
209,GRMN,995917,956767,4.091905344,4,2
210,IT,351334,280725,25.15237332,5,1
211,GD,4103000,4162000,-1.417587698,2,4
212,GE,984000,7503000,-86.8852459,1,2
213,GIS,2755000,2510800,9.72598375,4,4
214,GM,2338000,2391000,-2.216645755,2,4
215,GPC,1114467,1172096,-4.916747434,2,3
216,GILD,2127000,1424000,49.36797753,5,4
217,GL,4457534,4443226,0.322018281,3,4
218,GPN,497436,486512,2.245371132,3,1
219,GS,33017000,33294000,-0.831981738,2,5
220,GWW,954000,1157000,-17.54537597,1,2
221,HRB,469259,528834,-11.26534981,1,1
222,HAL,5918000,4669000,26.75091026,5,5
223,HBI,637310,742575,-14.17567249,1,2
224,HOG,485678,556351,-12.70295191,1,1
225,HIG,20497000,20481000,0.078121185,3,5
226,HAS,750625,536241,39.97903928,5,2
227,HCA,5476000,5544000,-1.226551227,2,5
228,PEAK,209968,209968,0,3,1
229,HSIC,699798,699798,0,3,2
230,HSY,1724373,1756067,-1.804828631,2,3
231,HES,1853000,191000,870.1570681,5,3
232,HPE,4148000,3920000,5.816326531,4,4
233,HLT,1059000,1080000,-1.944444444,2,3
234,HFC,669376,1423505,-52.97691262,1,2
235,HOLX,308300,-40300,-865.0124069,1,1
236,HD,14285000,14642000,-2.438191504,2,5
237,HON,5690000,5684000,0.105559465,3,5
238,HRL,1074098,1099793,-2.336348749,2,3
239,HST,231000,231000,0,3,1
240,HWM,2100000,2084000,0.767754319,3,3
241,HPQ,5731000,5367000,6.782187442,4,5
242,HUM,67476000,64646000,4.377687715,4,5
243,HBAN,4677000,4667000,0.214270409,3,4
244,HII,700000,663000,5.580693816,4,2
245,IEX,572417,578509,-1.053051897,2,2
246,IDXX,533672,521791,2.276965298,3,1
247,INFO,1293400,921800,40.3124322,5,3
248,ITW,3103000,3103000,0,3,4
249,ILMN,847000,823000,2.916160389,4,2
250,INCY,423574,352924,20.01847423,5,1
251,IR,377900,329500,14.68892261,5,1
252,INTC,24252000,20303000,19.45032754,5,5
253,ICE,2577000,2334000,10.41131105,4,4
254,IBM,7315000,8758000,-16.47636447,1,5
255,IP,2200000,1977000,11.27971674,4,4
256,IPG,979400,997400,-1.8046922,2,2
257,IFF,594918,560910,6.06300476,4,2
258,INTU,1537000,1843000,-16.60336408,1,3
259,ISRG,1405300,1374500,2.240814842,3,3
260,IVZ,2113700,1746600,21.01797779,5,4
261,IPGP,281527,347602,-19.00880893,1,1
262,IQV,452000,467000,-3.211991435,2,1
263,IRM,463571,424289,9.258312141,4,1
264,JKHY,366807,346359,5.903701073,4,1
265,J,681534,300536,126.7728325,5,2
266,JBHT,667084,679141,-1.775330896,2,2
267,SJM,1381900,1278200,8.112971366,4,3
268,JNJ,23402000,24333000,-3.826079809,2,5
269,JCI,1507000,1205000,25.06224066,5,3
270,JPM,114755000,115627000,-0.754149117,2,5
271,JNPR,438800,442300,-0.79131811,2,1
272,KSU,1152400,1090000,5.724770642,4,3
273,K,1018000,929000,9.580193757,4,2
274,KEY,6313000,6368000,-0.863693467,2,5
275,KEYS,656000,570000,15.0877193,5,2
276,KMB,3074000,2821000,8.968450904,4,4
277,KIM,250106,227428,9.971507466,4,1
278,KMI,2105000,1095000,92.23744292,5,4
279,KLAC,1583373,1273674,24.31540567,5,3
280,KSS,301000,1109000,-72.85843102,1,1
281,KHC,4288000,4555000,-5.86169045,1,4
282,KR,1315000,1315000,0,3,3
283,LB,916257,1381000,-33.65264301,1,2
284,LHX,450000,450000,0,3,1
285,LH,1571900,1183300,32.8403617,5,3
286,LRCX,2398023,2347138,2.167959447,3,4
287,LW,568100,561300,1.211473365,3,2
288,LVS,1800000,2768000,-34.97109827,1,3
289,LEG,425700,431100,-1.252609603,2,1
290,LDOS,684000,572000,19.58041958,5,2
291,LEN,2579328,2452830,5.157226551,4,4
292,LLY,5299400,5113100,3.643582171,4,4
293,LNC,17395000,16932000,2.734467281,4,5
294,LIN,2260000,2191000,3.149246919,4,4
295,LYV,159202,159202,0,3,1
296,LKQ,945542,926173,2.091293959,3,2
297,LMT,8068000,8365000,-3.550508069,2,5
298,L,13679000,14340000,-4.609483961,2,5
299,LOW,4111000,5617000,-26.81146519,1,4
300,LYB,3059000,3505000,-12.72467903,1,4
301,MTB,6147283,6191943,-0.721259869,2,5
302,MRO,642000,119000,439.4957983,5,2
303,MPC,5333000,5333000,0,3,5
304,MKTX,273658,244340,11.99885406,4,1
305,MAR,1122000,1515000,-25.94059406,1,3
306,MMC,2067000,1906000,8.447009444,4,3
307,MLM,763900,763900,0,3,2
308,MAS,987000,962000,2.598752599,4,2
309,MA,9285000,9213000,0.781504396,3,5
310,MKC,810800,807400,0.421104781,3,2
311,MXIM,691756,713303,-3.020735928,2,2
312,MCD,7316500,7547100,-3.055478263,2,5
313,MCK,3925000,3925000,0,3,4
314,MDT,4205000,4205000,0,3,4
315,MRK,11811000,11506000,2.650790892,4,5
316,MET,70685000,68665000,2.941818976,4,5
317,MTD,688809,700560,-1.677372388,2,2
318,MGM,1844894,3650403,-49.46053901,1,3
319,MCHP,245400,245400,0,3,1
320,MU,2614000,7681000,-65.96797292,1,4
321,MSFT,46556000,36858000,26.3117912,5,5
322,MAA,180062,132040,36.36928204,5,1
323,MHK,819729,822359,-0.319811664,2,2
324,TAP,2056200,1912900,7.491243661,4,3
325,MDLZ,3569000,3639000,-1.923605386,2,4
326,MNST,1456466,1389916,4.788059135,4,3
327,MCO,2042000,1907000,7.079181961,4,3
328,MS,37980000,38926000,-2.430252274,2,5
329,MOS,1558600,1591600,-2.073385273,2,3
330,MSI,1921000,1962000,-2.089704383,2,3
331,MSCI,675031,628405,7.419737271,4,2
332,MYL,400200,199200,100.9036145,5,1
333,NDAQ,1005000,924000,8.766233766,4,2
334,NOV,7467000,5366000,39.15393217,5,5
335,NTAP,801000,1070000,-25.14018692,1,2
336,NFLX,2428849,1978231,22.77883624,5,4
337,NWL,3457100,2085100,65.80020143,5,4
338,NEM,-402000,-1156000,-65.22491349,1,1
339,NWSA,1973000,698000,182.6647564,5,3
340,NWS,1973000,698000,182.6647564,5,3
341,NEE,2440000,1828000,33.47921225,5,4
342,NLSN,1747000,1857000,-5.923532579,1,3
343,NKE,5375000,4694000,14.5078824,5,5
344,NI,1707600,1377600,23.95470383,5,3
345,NBL,1891000,1280000,47.734375,5,3
346,JWN,672000,672000,0,3,2
347,NSC,4040000,3665000,10.2319236,4,4
348,NTRS,5401000,5298600,1.932585966,3,5
349,NOC,4337000,4334000,0.06922012,3,4
350,NLOK,424000,31000,1267.741935,5,1
351,NCLH,2130631,899055,136.9856127,5,4
352,NRG,1012000,1010000,0.198019802,3,2
353,NUE,1915848,1874084,2.228502031,3,3
354,NVDA,3400000,2796000,21.60228898,5,4
355,NVR,968563,1025795,-5.57928241,2,2
356,ORLY,1755691,1773718,-1.016339689,2,3
357,OXY,5935000,3529000,68.17795409,5,5
358,ODFL,828455,819472,1.096193647,3,2
359,OMC,1869800,1865300,0.241248057,3,3
360,OKE,1864659,1199319,55.4764829,5,3
361,ORCL,13050000,12704000,2.723551637,4,5
362,OTIS,1710000,1808000,-5.420353982,2,3
363,PCAR,2541600,2892600,-12.13441195,1,4
364,PKG,941800,998200,-5.650170307,2,2
365,PH,1481933,1832101,-19.11292008,1,3
366,PAYX,1436500,1352700,6.195017373,4,3
367,PAYC,252347,224481,12.41352275,5,1
368,PYPL,2629000,2549000,3.138485681,4,4
369,PNR,434900,397300,9.463881198,4,1
370,PBCT,1935800,1843400,5.012476945,4,3
371,PEP,9017000,9200000,-1.989130435,2,5
372,PKI,413715,419901,-1.473204398,2,1
373,PRGO,242900,538500,-54.89322191,1,1
374,PFE,7004000,7239000,-3.246304738,2,5
375,PM,10406000,9646000,7.878913539,4,5
376,PSX,5103000,1619000,215.1945645,5,4
377,PNW,348674,378811,-7.955682385,1,1
378,PXD,2462000,2610000,-5.670498084,2,4
379,PNC,18058000,17827000,1.295787289,3,5
380,PPG,1906000,2015000,-5.40942928,2,3
381,PPL,1504000,1553000,-3.155183516,2,3
382,PFG,17029500,16222100,4.977160787,4,5
383,PG,22795000,20797000,9.607154878,4,5
384,PGR,38831700,38808000,0.061069882,3,5
385,PLD,-266474,-234867,13.45740355,5,1
386,PRU,63267000,63267000,0,3,5
387,PEG,1957000,1618000,20.95179234,5,3
388,PSA,1324591,1341781,-1.281133061,2,3
389,PHM,1439585,1353699,6.344541881,4,3
390,PVH,487700,487700,0,3,1
391,QRVO,342625,342625,0,3,1
392,PWR,547918,459200,19.32012195,5,2
393,QCOM,7488000,6915000,8.286334056,4,5
394,DGX,986000,1031000,-4.364694471,2,2
395,RL,886500,852300,4.012671595,4,2
396,RJF,7927000,7646000,3.675124248,4,5
397,RTX,6797000,6305000,7.80333069,4,5
398,O,458252,478298,-4.191110981,2,1
399,REG,333978,178165,87.45432605,5,1
400,REGN,2251000,1930100,16.62608155,5,4
401,RF,5799000,5836000,-0.633995888,2,5
402,RSG,1618900,1531800,5.686120904,4,3
403,RMD,811812,683112,18.84024874,5,2
404,RHI,605309,620390,-2.430890246,2,2
405,ROK,1585700,1636900,-3.127863645,2,3
406,ROL,368309,366711,0.435765494,3,1
407,ROP,513000,396200,29.48006058,5,1
408,ROST,1146835,2136442,-46.32033072,1,3
409,RCL,2138080,1467721,45.67346246,5,4
410,SPGI,3121000,3028000,3.071334214,4,4
411,CRM,220000,220000,0,3,1
412,SBAC,273325,273325,0,3,1
413,SLB,23655000,15253000,55.08424572,5,5
414,STX,1101000,1194000,-7.788944724,1,3
415,SEE,497100,497300,-0.040217173,2,1
416,SRE,1015000,1467000,-30.81117928,1,2
417,NOW,78511,7510,945.4194407,5,1
418,SHW,2282100,2185600,4.415263543,4,4
419,SPG,1768050,1783714,-0.878167688,2,3
420,SWKS,877800,956600,-8.23750784,1,2
421,SLG,106608,111868,-4.701970179,2,1
422,SNA,853400,906000,-5.805739514,1,2
423,SO,3097000,656000,372.1036585,5,4
424,LUV,2293000,2883000,-20.46479362,1,4
425,SWK,1851600,1884300,-1.735392453,2,3
426,SBUX,2427500,2799700,-13.29428153,1,4
427,STT,10748000,10625000,1.157647059,3,5
428,STE,576611,576611,0,3,2
429,SYK,3314000,3248000,2.032019704,3,4
430,SIVB,3289012,3259500,0.905414941,3,4
431,SYF,16839000,17170000,-1.927781013,2,5
432,SNPS,601878,572869,5.0638104,4,2
433,SYY,2851799,1933618,47.48512891,5,4
434,TMUS,4679000,4595000,1.828073993,3,4
435,TROW,2724500,1846700,47.53343802,5,4
436,TTWO,434328,434328,0,3,1
437,TPR,372400,814100,-54.25623388,1,1
438,TGT,4016000,4649000,-13.61583136,1,4
439,TEL,3189000,2472000,29.00485437,5,4
440,FTI,6397800,3251500,96.7645702,5,5
441,TFX,450538,388062,16.09948926,5,1
442,TXN,5693000,5882000,-3.213192792,2,5
443,TXT,811000,860000,-5.697674419,2,2
444,TMO,3274000,3164000,3.476611884,4,4
445,TIF,695900,697900,-0.286574008,2,2
446,TJX,4202859,4357123,-3.540501381,2,4
447,TSCO,732388,723377,1.245685168,3,2
448,TT,1688000,1810700,-6.776384824,1,3
449,TDG,1505413,1224413,22.94977267,5,3
450,TRV,31478000,31237000,0.771520953,3,5
451,TFC,15121000,12445000,21.50261149,5,5
452,TWTR,134122,223950,-40.110739,1,1
453,TSN,2062000,2310000,-10.73593074,1,3
454,UDR,-117480,-97349,20.67920574,5,1
455,ULTA,1199686,901094,33.1366095,5,3
456,USB,23081000,22883000,0.865271162,3,5
457,UAA,496782,221218,124.566717,5,1
458,UA,496782,221218,124.566717,5,1
459,UNP,7497000,7324000,2.362097215,3,5
460,UAL,3687000,4021000,-8.306391445,1,4
461,UNH,14416000,14209000,1.45682314,3,5
462,UPS,8188000,8638000,-5.209539245,2,5
463,URI,1522000,1532000,-0.652741514,2,3
464,UHS,983154,1037862,-5.271221029,2,2
465,UNM,11757900,11821500,-0.538002792,2,5
466,VFC,1630498,1630498,0,3,3
467,VLO,670000,3278000,-79.56070775,1,2
468,VAR,620400,575900,7.727035944,4,2
469,VTR,195676,403919,-51.55563368,1,1
470,VRSN,707140,698852,1.18594495,3,2
471,VRSK,571800,571800,0,3,2
472,VZ,28063000,28868000,-2.788554801,2,5
473,VRTX,1506893,955805,57.65694885,5,3
474,VIAC,4158000,3795000,9.565217391,4,4
475,V,16067000,14852000,8.180716402,4,5
476,VNO,-2800676,-4050061,-30.84854771,1,1
477,VMC,690556,690556,0,3,2
478,WRB,7671654,7779502,-1.386309818,2,5
479,WAB,589100,441200,33.52221215,5,2
480,WMT,16487000,16011000,2.972956093,4,5
481,WBA,3911000,4437000,-11.85485689,1,4
482,DIS,6782000,7534000,-9.981417574,1,5
483,WM,2581000,2581000,0,3,4
484,WAT,609147,663353,-8.171516523,1,2
485,WEC,900500,800100,12.54843145,5,2
486,WFC,81171000,85063000,-4.575432327,2,5
487,WELL,809688,822092,-1.508833561,2,2
488,WST,321700,304200,5.752794214,4,1
489,WDC,-657000,-88000,646.5909091,5,1
490,WU,248900,248900,0,2,1
491,WRK,1119600,1272500,-12.01571709,1,3
492,WY,418000,839000,-50.17878427,1,1
493,WHR,850000,886000,-4.063205418,2,2
494,WMB,2509000,1338000,87.5186846,5,4
495,WLTW,1325000,1362000,-2.716593245,2,3
496,WYNN,14330,505353,-97.16435838,1,1
497,XEL,1232000,1262000,-2.377179081,2,3
498,XRX,1020000,1254000,-18.66028708,1,2
499,XLNX,779338,779338,0,2,2
500,XYL,898000,849000,5.771495878,4,2
501,YUM,1571000,1449000,8.419599724,4,3
502,ZBRA,642000,672000,-4.464285714,2,2
503,ZBH,1678800,1180000,42.27118644,5,3
504,ZION,2808000,2834000,-0.917431193,2,4
505,ZTS,1934000,1826000,5.91456736,4,3
